tree	mean_patristic_distance
390348at2759.faa.mafft.clipkit.treefile	1.1751
392369at2759.faa.mafft.clipkit.treefile	0.7339166666666667
39650at2759.faa.mafft.clipkit.treefile	1.4767333333333335
396755at2759.faa.mafft.clipkit.treefile	2.019416666666667
418107at2759.faa.mafft.clipkit.treefile	1.13205
426305at2759.faa.mafft.clipkit.treefile	1.1857
450058at2759.faa.mafft.clipkit.treefile	3.121916666666667
453044at2759.faa.mafft.clipkit.treefile	1.3230833333333334
457861at2759.faa.mafft.clipkit.treefile	1.7189333333333332
464990at2759.faa.mafft.clipkit.treefile	1.2423333333333333
513979at2759.faa.mafft.clipkit.treefile	1.92945
543764at2759.faa.mafft.clipkit.treefile	1.9113499999999999
549762at2759.faa.mafft.clipkit.treefile	1.4457666666666666
551907at2759.faa.mafft.clipkit.treefile	1.89755
570797at2759.faa.mafft.clipkit.treefile	2.698166666666667
582756at2759.faa.mafft.clipkit.treefile	2.6718166666666665
598949at2759.faa.mafft.clipkit.treefile	2.3306999999999998
604979at2759.faa.mafft.clipkit.treefile	1.1190333333333333
621827at2759.faa.mafft.clipkit.treefile	1.3853666666666669
625387at2759.faa.mafft.clipkit.treefile	2.4205666666666663
655400at2759.faa.mafft.clipkit.treefile	1.9375666666666664
664730at2759.faa.mafft.clipkit.treefile	0.8541499999999999
671536at2759.faa.mafft.clipkit.treefile	1.3671333333333333
671846at2759.faa.mafft.clipkit.treefile	2.7861
673132at2759.faa.mafft.clipkit.treefile	0.9765333333333333
674160at2759.faa.mafft.clipkit.treefile	2.2748500000000003
674169at2759.faa.mafft.clipkit.treefile	2.5561166666666666
679187at2759.faa.mafft.clipkit.treefile	1.5951666666666666
679771at2759.faa.mafft.clipkit.treefile	1.6337
687505at2759.faa.mafft.clipkit.treefile	1.3956499999999998
692986at2759.faa.mafft.clipkit.treefile	2.6494833333333334
708105at2759.faa.mafft.clipkit.treefile	2.4065333333333334
719531at2759.faa.mafft.clipkit.treefile	1.0866833333333334
720340at2759.faa.mafft.clipkit.treefile	1.7022166666666667
722805at2759.faa.mafft.clipkit.treefile	2.09495
734341at2759.faa.mafft.clipkit.treefile	1.8878000000000001
734666at2759.faa.mafft.clipkit.treefile	0.9103500000000001
736068at2759.faa.mafft.clipkit.treefile	1.9994333333333334
751335at2759.faa.mafft.clipkit.treefile	2.4540166666666665
759498at2759.faa.mafft.clipkit.treefile	1.3437666666666666
761109at2759.faa.mafft.clipkit.treefile	1.7192666666666667
768809at2759.faa.mafft.clipkit.treefile	1.2115
774318at2759.faa.mafft.clipkit.treefile	2.2342333333333335
777920at2759.faa.mafft.clipkit.treefile	1.24045
779909at2759.faa.mafft.clipkit.treefile	0.5804333333333334
801857at2759.faa.mafft.clipkit.treefile	1.59095
814241at2759.faa.mafft.clipkit.treefile	1.8359333333333332
817008at2759.faa.mafft.clipkit.treefile	0.7284
834694at2759.faa.mafft.clipkit.treefile	1.7321499999999999
836599at2759.faa.mafft.clipkit.treefile	1.6317333333333333
83779at2759.faa.mafft.clipkit.treefile	1.8292333333333335
844748at2759.faa.mafft.clipkit.treefile	1.456133333333333
855834at2759.faa.mafft.clipkit.treefile	2.545716666666667
858842at2759.faa.mafft.clipkit.treefile	1.8560333333333334
865202at2759.faa.mafft.clipkit.treefile	1.7292333333333332
866359at2759.faa.mafft.clipkit.treefile	0.8550333333333334
869548at2759.faa.mafft.clipkit.treefile	1.8137166666666669
878143at2759.faa.mafft.clipkit.treefile	1.5230666666666668
87842at2759.faa.mafft.clipkit.treefile	1.8598166666666665
887370at2759.faa.mafft.clipkit.treefile	1.7936333333333334
891751at2759.faa.mafft.clipkit.treefile	2.30715
898782at2759.faa.mafft.clipkit.treefile	2.2209333333333334
901894at2759.faa.mafft.clipkit.treefile	1.7333333333333334
905026at2759.faa.mafft.clipkit.treefile	1.7686833333333334
911863at2759.faa.mafft.clipkit.treefile	2.035416666666667
917326at2759.faa.mafft.clipkit.treefile	1.3732833333333332
918816at2759.faa.mafft.clipkit.treefile	1.9050666666666667
919955at2759.faa.mafft.clipkit.treefile	1.5072333333333334
923657at2759.faa.mafft.clipkit.treefile	2.1811666666666665
924753at2759.faa.mafft.clipkit.treefile	1.8279833333333333
931188at2759.faa.mafft.clipkit.treefile	2.1353833333333334
937275at2759.faa.mafft.clipkit.treefile	2.491
937686at2759.faa.mafft.clipkit.treefile	1.2552666666666668
939345at2759.faa.mafft.clipkit.treefile	2.1211333333333333
944899at2759.faa.mafft.clipkit.treefile	0.612
946128at2759.faa.mafft.clipkit.treefile	1.8682666666666667
956854at2759.faa.mafft.clipkit.treefile	1.5928666666666667
97116at2759.faa.mafft.clipkit.treefile	1.5273166666666667
973442at2759.faa.mafft.clipkit.treefile	1.8439666666666668
974865at2759.faa.mafft.clipkit.treefile	1.2751333333333335
975158at2759.faa.mafft.clipkit.treefile	1.6630833333333335
975557at2759.faa.mafft.clipkit.treefile	2.108216666666667
976469at2759.faa.mafft.clipkit.treefile	1.1909
981902at2759.faa.mafft.clipkit.treefile	2.719516666666667
996662at2759.faa.mafft.clipkit.treefile	1.3109333333333335
