gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	passes_abs_lfc_gt_0_5_and_baseMean_gt_10
AC037198.1	16.14638696320113	0.7073270244789711	0.2763210797371942	2.8308650647830538	0.004642230085620751	0.08041909685147831	True
HBA2	378.9349253687581	3.335337561149016	0.2847068601543705	12.15891221563965	5.143906912310631e-34	2.7341321061642032e-31	True
HBA1	429.67044397367994	3.2552911162252296	0.2852547592779519	11.215680887316271	3.4154766039513966e-29	1.630803244235844e-26	True
TNFRSF12A	22.92946512863536	0.8517040195640032	0.1552599643369297	3.9137990679207757	9.08552479415953e-05	0.0052881884086005805	True
ITGAD	22.052723643435385	-0.8459554511731613	0.1728207377683109	-5.477325417659528	4.318026818191802e-08	7.555474130141692e-06	True
ALOX15B	13.93176445532823	0.7658344427614814	0.24688597273702034	0.5219231802374913	0.6017238181192452	0.8713860969842959	True
CCL3	791.6944957140727	0.6227860218721705	0.19356105942160165	-0.8345002998358272	0.40399911846784975	0.7669277856003077	True
CCL4	384.8205755947939	0.705291016828257	0.15792659674391316	-1.1549232738008188	0.24812184769397727	0.6427726236122332	True
CCL4L2	133.26776961258852	1.0157774047650177	0.212825694117122	-0.9880751773667694	0.32311583156467527	0.7110769542229878	True
SERPINB2	52.05609593588012	1.6470925505242178	0.2874114821934924	3.5490601574341962	0.00038660874673587575	0.015382987294203893	True
SIGLEC1	476.0836302172201	-0.9625588715005308	0.21936204533057574	-4.210569208305078	2.5472807218933656e-05	0.0018835327836447908	True
RPS4XP2	22.16333040809072	-0.5130094325330027	0.05319925070585758	-9.911432973564313	3.7128228142653524e-23	1.4731539647981586e-20	True
LINC01597	11.094571864171677	0.6937122546966001	0.10279820551071851	7.098528223374349	1.260924402455835e-12	3.482500131527777e-10	True
RPS4XP3	66.16368775770195	-0.5001267201891401	0.051350098835562095	-10.028645948338237	1.140701341457301e-23	4.65720253481067e-21	True
SEMA6B	37.608663471610505	0.5067300183584065	0.21439037911168404	3.2234654224270103	0.0012664958798392577	0.03447193761444611	True
TDRD12	13.763792858575448	-0.5399273828711335	0.13314028123848756	-4.554157121924723	5.25960348312196e-06	0.0005309562467711211	True
RPS4Y1	512.4779343320655	8.073783890345664	0.2401001461191986	40.07822088019846	0.0	0.0	True
ZFY	74.86505780155555	5.52390313121233	0.07412555827660347	79.00341869487892	0.0	0.0	True
LINC00278	16.8804177760284	8.780583443451384	0.2502533825233131	41.96473614693723	0.0	0.0	True
PRKY	517.4641932206184	4.8706427146729165	0.07495082171736868	65.16732124535642	0.0	0.0	True
USP9Y	437.25378118290394	7.27001896978153	0.16289658414507385	52.484107460493426	0.0	0.0	True
DDX3Y	1145.1616219971493	6.81175289684022	0.15649285263764862	52.249918739474595	0.0	0.0	True
UTY	214.8305612423663	7.082400191738161	0.10914574890601197	69.37064664779271	0.0	0.0	True
ANOS2P	12.164937798544788	7.468999550428437	0.18389727609829054	44.211381256424744	0.0	0.0	True
TTTY14	19.243355907367377	8.568756841631009	0.21672044539556826	45.7726868124731	0.0	0.0	True
BCORP1	83.1753707759907	9.170474296078952	0.251013077819395	38.94910882241739	0.0	0.0	True
TXLNGY	394.3369135942741	8.456694093506615	0.22627393050970987	40.81966036544648	0.0	0.0	True
AC010889.1	16.731719964907363	9.429846098051692	0.281928851066819	46.96321509282654	0.0	0.0	True
KDM5D	846.1970306852519	8.306364875046137	0.22813300712447343	40.85556692267734	0.0	0.0	True
EIF1AY	82.99502071350453	8.27304652505453	0.13496388158775288	60.39587312456576	0.0	0.0	True
IGLVI-70	17.351535491488484	-0.5815556106073482	0.34534817214235186	-1.9143417429799003	0.055576504037898815	0.33158080046533867	True
IGLV5-37	12.375846874828117	-0.6676794452266216	0.3602032928346053	-2.4815867393358153	0.013079887196554316	0.14988474645282696	True
IGLV3-27	25.366810714659135	-1.188534072968278	0.35725621886552633	-2.2739822010996473	0.02296705670452956	0.20565400293629768	True
UPB1	23.099731829456314	0.5249763175409619	0.07768124392541084	3.6001556312091316	0.00031802677158668295	0.013553906478620946	True
MN1	30.989442190789664	0.563485403249698	0.1392122058105173	1.5684875788574575	0.11676738651743498	0.47004546549703163	True
AL078622.1	15.496349814336833	-0.8877100777945544	0.097720621909235	-9.507795464574487	1.947457214421664e-21	6.944533821199075e-19	True
TSPEAR-AS1	12.465436291633694	-0.9801433910896007	0.10157693285292219	-9.999010518932602	1.5392735064678465e-23	6.1946962786722436e-21	True
