mode	upstream	downstream	filter	measure	n_genes	genes_with_bins	row_argmax	greedy	corr_matrix_rows_semicolon_sep
promoter	2000	0	top5000	row_rank_pearson	4858	20371	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.026348,0.274939,-0.160574,-0.184502,0.136318,0.226398,-0.063642,-0.209830;0.046955,0.360532,-0.214674,-0.191400,0.125374,0.193908,0.009655,-0.245358;-0.006743,0.097887,-0.135133,-0.063496,0.414288,0.043876,-0.152632,-0.179425;0.232684,0.050041,-0.169859,-0.037246,0.071584,0.157261,-0.087355,-0.170553;-0.011959,-0.010537,-0.013158,0.058205,-0.150610,-0.081809,0.238990,0.025530;0.025667,-0.231959,-0.000181,0.325704,-0.102611,-0.190613,0.025091,0.163479;-0.175648,-0.306640,0.263191,0.159900,-0.186949,-0.223570,0.002746,0.355298;-0.082708,-0.184913,0.311815,-0.017686,-0.273196,-0.119114,0.073091,0.195991
promoter	2000	0	top5000	row_log_z_pearson	4858	20371	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.013586,0.312205,-0.172929,-0.184115,0.123036,0.204253,-0.061007,-0.189039;0.041131,0.445177,-0.248413,-0.196009,0.134505,0.194483,0.003896,-0.256525;-0.012236,0.101623,-0.137925,-0.060719,0.465275,0.015878,-0.166034,-0.188741;0.276206,0.041832,-0.193095,-0.020205,0.051196,0.169174,-0.072813,-0.195756;0.006926,0.040705,-0.071396,0.072881,-0.109263,-0.066301,0.286822,-0.024291;0.033746,-0.232365,-0.041948,0.375257,-0.079670,-0.166004,0.061101,0.129237;-0.188591,-0.339645,0.256254,0.169529,-0.177795,-0.217790,-0.012221,0.375725;-0.072608,-0.211317,0.342309,-0.061916,-0.284914,-0.092580,0.045915,0.186417
promoter	2000	2000	all_nonconstant	row_z_pearson	20293	20372	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.009854,0.246568,-0.151485,-0.162929,0.052955,0.237984,-0.079781,-0.178808;0.014008,0.406178,-0.222187,-0.185156,0.056447,0.247775,-0.016120,-0.258258;-0.057400,0.028032,-0.060812,-0.045950,0.397438,-0.001183,-0.129431,-0.133806;0.220168,0.051929,-0.170510,-0.013377,0.018218,0.155103,-0.060438,-0.179042;0.001946,0.036865,-0.074773,0.050534,-0.076690,-0.016788,0.270579,-0.063738;0.057693,-0.139550,-0.079174,0.348331,-0.046092,-0.112238,0.056280,0.047387;-0.124155,-0.265856,0.178383,0.136637,-0.102522,-0.239318,-0.008974,0.371306;-0.055782,-0.203710,0.341364,-0.063140,-0.218314,-0.156969,0.021607,0.212078
promoter	2000	2000	all_nonconstant	row_rank_pearson	20293	20372	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.031009,0.255438,-0.158810,-0.186260,0.069606,0.252081,-0.083842,-0.205728;0.025096,0.364116,-0.216946,-0.196471,0.075873,0.256040,-0.025846,-0.269995;-0.035769,0.061354,-0.077651,-0.049124,0.349527,0.038337,-0.135703,-0.141569;0.198194,0.054331,-0.154245,-0.038871,0.047985,0.149305,-0.086804,-0.167428;-0.019541,-0.001429,-0.028852,0.053214,-0.120506,-0.036455,0.228966,-0.010970;0.057454,-0.158629,-0.043951,0.317286,-0.075364,-0.163046,0.046406,0.100739;-0.138774,-0.299877,0.250328,0.155926,-0.122550,-0.284458,0.033215,0.373831;-0.074356,-0.193510,0.308692,-0.031859,-0.196061,-0.154138,0.049172,0.222017
promoter	2000	2000	all_nonconstant	row_log_z_pearson	20293	20372	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.021603,0.268122,-0.159732,-0.179934,0.061177,0.242833,-0.087838,-0.191176;0.021947,0.419987,-0.238084,-0.203247,0.076033,0.272328,-0.024689,-0.285083;-0.043612,0.054601,-0.074525,-0.046907,0.395588,0.012007,-0.135648,-0.146450;0.231522,0.061808,-0.177158,-0.024681,0.030188,0.161076,-0.077633,-0.192486;-0.003878,0.043366,-0.080474,0.054458,-0.083328,-0.005263,0.270185,-0.069325;0.063212,-0.141090,-0.088065,0.353703,-0.051691,-0.111338,0.062455,0.044438;-0.142425,-0.290966,0.208756,0.147662,-0.111169,-0.257653,0.006318,0.382477;-0.065981,-0.219874,0.343642,-0.055031,-0.222424,-0.167663,0.032037,0.233248
promoter	2000	2000	protein_coding	row_z_pearson	17453	20372	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.015496,0.248474,-0.154593,-0.162373,0.054871,0.232937,-0.081921,-0.173990;0.020602,0.418462,-0.229103,-0.188445,0.052961,0.251968,-0.011789,-0.261893;-0.053743,0.026890,-0.062830,-0.043606,0.414434,-0.015371,-0.139414,-0.133303;0.234867,0.058499,-0.181781,-0.014110,0.013670,0.161807,-0.052996,-0.185483;-0.008730,0.040277,-0.068558,0.043033,-0.083184,-0.009482,0.281472,-0.064340;0.058378,-0.147627,-0.078245,0.357119,-0.050975,-0.113496,0.055692,0.055450;-0.137623,-0.269509,0.184239,0.140141,-0.096294,-0.235247,-0.016306,0.365475;-0.058320,-0.212639,0.348689,-0.062394,-0.231034,-0.158721,0.028576,0.215869
promoter	2000	2000	protein_coding	row_rank_pearson	17453	20372	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.031880,0.257344,-0.156987,-0.185946,0.071877,0.251482,-0.085209,-0.203920;0.029172,0.371069,-0.218629,-0.198824,0.071058,0.260180,-0.021227,-0.271645;-0.029227,0.057821,-0.078898,-0.044117,0.365558,0.024043,-0.147400,-0.137373;0.213213,0.060280,-0.166590,-0.036074,0.044603,0.151759,-0.082619,-0.171200;-0.026717,-0.002114,-0.022254,0.044852,-0.126929,-0.033027,0.238063,-0.009654;0.053097,-0.165165,-0.043379,0.322520,-0.077528,-0.163587,0.044311,0.107212;-0.151822,-0.299140,0.253545,0.153251,-0.116185,-0.275750,0.024048,0.365719;-0.075071,-0.199213,0.311762,-0.030203,-0.207288,-0.158387,0.059535,0.223978
promoter	2000	2000	protein_coding	row_log_z_pearson	17453	20372	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.026081,0.271264,-0.162318,-0.180825,0.063717,0.239350,-0.089246,-0.187220;0.029912,0.433136,-0.245707,-0.207233,0.072816,0.276293,-0.019235,-0.289005;-0.038512,0.053714,-0.076569,-0.044066,0.412824,-0.002278,-0.146398,-0.145455;0.249039,0.068000,-0.189783,-0.025964,0.026106,0.168374,-0.071825,-0.199788;-0.013277,0.046877,-0.074592,0.047425,-0.090581,0.000087,0.283228,-0.070239;0.064425,-0.149784,-0.087703,0.364761,-0.057845,-0.114013,0.061943,0.052198;-0.157664,-0.294236,0.214859,0.149734,-0.104587,-0.252296,-0.001810,0.376510;-0.070384,-0.228310,0.350985,-0.054752,-0.234658,-0.168626,0.038722,0.237214
promoter	2000	2000	top2000	row_z_pearson	1944	20372	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.010671,0.300757,-0.179660,-0.214772,0.123511,0.208340,-0.019211,-0.199023;0.015157,0.455198,-0.241090,-0.217187,0.122305,0.191856,0.061529,-0.275482;-0.038472,0.062191,-0.139160,-0.114142,0.512178,-0.008461,-0.134070,-0.172949;0.301944,0.009612,-0.143398,-0.036749,0.023520,0.162979,-0.101772,-0.189811;-0.002274,0.071029,-0.095809,0.033681,-0.077601,0.016215,0.301905,-0.095143;0.013818,-0.233945,-0.034394,0.400078,-0.102766,-0.141028,0.019578,0.151927;-0.160615,-0.351909,0.241868,0.256947,-0.231371,-0.257918,-0.037388,0.441283;-0.070906,-0.222602,0.379450,-0.010008,-0.302969,-0.128408,0.024008,0.208544
promoter	2000	2000	top2000	row_rank_pearson	1944	20372	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.024757,0.316575,-0.196236,-0.243272,0.195242,0.270977,-0.033880,-0.273521;0.031618,0.382372,-0.239217,-0.216406,0.172293,0.218427,0.048636,-0.296242;-0.000721,0.135423,-0.179208,-0.117129,0.444831,0.078981,-0.118113,-0.209975;0.257966,0.037441,-0.141046,-0.035997,0.068086,0.135686,-0.125711,-0.161184;-0.022028,-0.006682,-0.028663,0.036630,-0.134942,-0.056256,0.262024,0.011403;0.029530,-0.241388,0.008481,0.370537,-0.149653,-0.227211,0.001114,0.212584;-0.155393,-0.342714,0.278280,0.221001,-0.256735,-0.268065,-0.020364,0.420014;-0.102879,-0.236228,0.369102,0.035254,-0.307246,-0.149096,0.047575,0.231686
promoter	2000	2000	top2000	row_log_z_pearson	1944	20372	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.014411,0.352179,-0.205730,-0.240792,0.164047,0.246714,-0.023224,-0.248086;0.029195,0.472346,-0.273816,-0.233116,0.186881,0.221671,0.047505,-0.316128;-0.002200,0.136859,-0.182343,-0.120366,0.506120,0.039218,-0.144755,-0.211281;0.322025,0.028781,-0.175505,-0.035123,0.064449,0.161076,-0.122027,-0.205535;-0.005321,0.058695,-0.101149,0.058090,-0.093941,-0.032852,0.342182,-0.062291;0.034594,-0.262480,-0.038152,0.428395,-0.125755,-0.202479,0.035764,0.196349;-0.181994,-0.382687,0.268934,0.250250,-0.248606,-0.258726,-0.032474,0.447231;-0.095267,-0.251243,0.407181,-0.015362,-0.320727,-0.126919,0.022059,0.220662
promoter	2000	2000	top5000	row_z_pearson	4858	20372	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.002309,0.285362,-0.153457,-0.173689,0.099618,0.191005,-0.057179,-0.170479;0.014931,0.442646,-0.219195,-0.195116,0.092129,0.182314,0.013378,-0.234539;-0.048641,0.047605,-0.103208,-0.066799,0.483541,-0.017262,-0.160268,-0.166382;0.277175,0.016166,-0.182210,-0.008720,0.023197,0.157071,-0.055224,-0.177854;0.002492,0.051843,-0.068756,0.051180,-0.099674,-0.031076,0.281693,-0.050533;0.025846,-0.218713,-0.045771,0.374868,-0.071671,-0.135549,0.046363,0.113660;-0.173814,-0.322978,0.228109,0.181811,-0.167688,-0.220088,-0.021259,0.391780;-0.045131,-0.194535,0.335617,-0.060225,-0.279282,-0.097371,0.042813,0.174997
promoter	2000	2000	top5000	row_rank_pearson	4858	20372	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.020765,0.294035,-0.160647,-0.198233,0.143288,0.243513,-0.068158,-0.226025;0.037225,0.376121,-0.209307,-0.200036,0.131531,0.206100,0.008897,-0.262800;-0.012717,0.101500,-0.137894,-0.059455,0.423784,0.044041,-0.153578,-0.185356;0.249608,0.037875,-0.177365,-0.027166,0.073734,0.148536,-0.093577,-0.165725;-0.017500,-0.004103,-0.013562,0.050538,-0.153935,-0.077218,0.249898,0.021794;0.026815,-0.239724,-0.004933,0.345711,-0.113262,-0.204175,0.026489,0.176463;-0.175787,-0.319954,0.262834,0.168345,-0.194062,-0.234388,0.007209,0.372520;-0.076012,-0.193836,0.319947,-0.026451,-0.277574,-0.120777,0.071478,0.202300
promoter	2000	2000	top5000	row_log_z_pearson	4858	20372	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.008847,0.326802,-0.172745,-0.196852,0.126742,0.221034,-0.061555,-0.204363;0.031766,0.457817,-0.244585,-0.207432,0.139907,0.207930,0.005150,-0.271028;-0.017862,0.106984,-0.138347,-0.068683,0.477168,0.017237,-0.167344,-0.194769;0.296962,0.034291,-0.200905,-0.016128,0.052117,0.161044,-0.078213,-0.194194;-0.001122,0.045609,-0.069362,0.070821,-0.110036,-0.062746,0.296511,-0.030226;0.037095,-0.240354,-0.047540,0.397183,-0.084140,-0.180424,0.060007,0.139404;-0.193471,-0.354166,0.254399,0.184590,-0.182966,-0.229334,-0.011991,0.398142;-0.067198,-0.214903,0.348836,-0.065540,-0.292676,-0.093576,0.045756,0.188902
promoter	5000	1000	all_nonconstant	row_z_pearson	20300	20379	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.005498,0.249266,-0.152148,-0.163345,0.057028,0.239154,-0.079842,-0.178431;0.011926,0.409688,-0.220128,-0.187518,0.055128,0.249809,-0.017187,-0.257482;-0.058073,0.029845,-0.055774,-0.049982,0.398396,-0.001245,-0.132082,-0.136143;0.232287,0.050717,-0.171899,-0.016271,0.017535,0.153797,-0.066428,-0.182591;-0.003484,0.038906,-0.077834,0.052802,-0.077082,-0.016296,0.280587,-0.065026;0.054632,-0.143408,-0.078412,0.354964,-0.048625,-0.112688,0.056766,0.046620;-0.130337,-0.265991,0.176603,0.139631,-0.098296,-0.241162,-0.009451,0.375597;-0.049389,-0.207092,0.340608,-0.063942,-0.222326,-0.156664,0.022555,0.213185
promoter	5000	1000	all_nonconstant	row_rank_pearson	20300	20379	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.028693,0.256570,-0.158378,-0.183905,0.070374,0.251525,-0.083064,-0.206141;0.021951,0.368427,-0.215943,-0.196332,0.074446,0.257581,-0.025514,-0.271137;-0.039572,0.064858,-0.072006,-0.051612,0.349363,0.039516,-0.137415,-0.143498;0.206360,0.055319,-0.154773,-0.039214,0.044975,0.150492,-0.091737,-0.171613;-0.022503,-0.000623,-0.032371,0.055289,-0.122473,-0.036821,0.238407,-0.011831;0.055548,-0.163409,-0.043772,0.320982,-0.076582,-0.163395,0.048853,0.100494;-0.143379,-0.302403,0.248033,0.156050,-0.117144,-0.284646,0.031901,0.378683;-0.065667,-0.196199,0.307733,-0.035885,-0.195834,-0.156055,0.046376,0.224543
promoter	5000	1000	all_nonconstant	row_log_z_pearson	20300	20379	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.017263,0.270841,-0.159917,-0.180445,0.064948,0.243450,-0.087599,-0.191405;0.019530,0.422824,-0.235959,-0.205122,0.074745,0.274203,-0.025963,-0.284528;-0.045298,0.057768,-0.069592,-0.051713,0.396780,0.013161,-0.138774,-0.149224;0.242690,0.060507,-0.178191,-0.027206,0.028608,0.160287,-0.084044,-0.195923;-0.009275,0.044726,-0.083180,0.057266,-0.083989,-0.004971,0.280109,-0.070203;0.059640,-0.145267,-0.087418,0.360851,-0.053364,-0.112350,0.063337,0.044563;-0.147100,-0.291467,0.207056,0.150227,-0.106768,-0.259529,0.006142,0.386690;-0.058820,-0.222841,0.342220,-0.056156,-0.226397,-0.167563,0.033080,0.234338
promoter	5000	1000	protein_coding	row_z_pearson	17459	20379	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.011016,0.250786,-0.155185,-0.163869,0.057964,0.234763,-0.081060,-0.173428;0.017566,0.422027,-0.227245,-0.190204,0.050592,0.254403,-0.009986,-0.262027;-0.056642,0.029361,-0.057652,-0.047122,0.414722,-0.014909,-0.141075,-0.135643;0.248831,0.057201,-0.183463,-0.016970,0.014072,0.161285,-0.061450,-0.191356;-0.012546,0.042599,-0.071707,0.046721,-0.082929,-0.009975,0.291007,-0.066597;0.054683,-0.152835,-0.076730,0.365453,-0.052537,-0.114637,0.054931,0.054839;-0.143761,-0.270783,0.182102,0.143085,-0.092416,-0.237411,-0.016223,0.371911;-0.051418,-0.214764,0.347941,-0.064764,-0.234697,-0.158842,0.028756,0.217642
promoter	5000	1000	protein_coding	row_rank_pearson	17459	20379	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.031341,0.257515,-0.157397,-0.185394,0.072581,0.252362,-0.083395,-0.205729;0.027094,0.375156,-0.217823,-0.199505,0.068508,0.261581,-0.019246,-0.273526;-0.034359,0.062721,-0.072895,-0.046160,0.365690,0.025961,-0.147850,-0.141992;0.222225,0.061030,-0.167076,-0.036656,0.042470,0.154047,-0.088288,-0.178029;-0.028259,-0.001063,-0.025746,0.047371,-0.128977,-0.034850,0.247109,-0.010114;0.049883,-0.171761,-0.043081,0.328305,-0.077328,-0.164824,0.045589,0.108549;-0.158359,-0.301977,0.251215,0.154243,-0.111110,-0.276339,0.022912,0.373570;-0.066527,-0.200487,0.311263,-0.034835,-0.207859,-0.160951,0.055177,0.228475
promoter	5000	1000	protein_coding	row_log_z_pearson	17459	20379	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.022088,0.273638,-0.162834,-0.182485,0.066924,0.240552,-0.087700,-0.187691;0.026829,0.436214,-0.244045,-0.208310,0.070605,0.278491,-0.017708,-0.289599;-0.042271,0.057587,-0.071451,-0.048316,0.413146,-0.000410,-0.148405,-0.148388;0.261666,0.066556,-0.190887,-0.028727,0.025475,0.168337,-0.080509,-0.205324;-0.017306,0.048684,-0.077520,0.051564,-0.090568,-0.000662,0.292709,-0.071948;0.059842,-0.155278,-0.086348,0.373554,-0.058814,-0.115588,0.061504,0.052970;-0.162244,-0.295900,0.213075,0.152078,-0.100596,-0.254504,-0.001567,0.382835;-0.062756,-0.230203,0.349715,-0.057146,-0.238243,-0.168978,0.038687,0.238971
promoter	5000	1000	top2000	row_z_pearson	1945	20379	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.005589,0.308441,-0.182334,-0.217858,0.129764,0.207928,-0.023569,-0.200011;0.003453,0.466698,-0.245495,-0.212448,0.120402,0.190651,0.065675,-0.274231;-0.045415,0.063892,-0.134687,-0.109859,0.506241,-0.012138,-0.129579,-0.175322;0.306846,0.016413,-0.144115,-0.040714,0.031004,0.169519,-0.114831,-0.204702;-0.009038,0.075240,-0.097687,0.033521,-0.089899,0.019226,0.328597,-0.096692;0.018529,-0.236357,-0.027646,0.389987,-0.108162,-0.132811,0.028710,0.142568;-0.154833,-0.363300,0.244054,0.257392,-0.231423,-0.257638,-0.043342,0.450056;-0.061239,-0.233787,0.376851,-0.005447,-0.298880,-0.135120,0.017903,0.219158
promoter	5000	1000	top2000	row_rank_pearson	1945	20379	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.016910,0.313627,-0.198228,-0.244871,0.195309,0.271016,-0.028485,-0.269987;0.017072,0.389950,-0.241124,-0.212228,0.173809,0.216492,0.044742,-0.293088;-0.007842,0.142502,-0.165088,-0.122128,0.440427,0.071383,-0.117114,-0.212657;0.269562,0.046988,-0.140807,-0.047213,0.067927,0.143847,-0.139325,-0.173104;-0.025686,0.002138,-0.032174,0.041420,-0.159278,-0.048012,0.287134,0.004641;0.030799,-0.241215,0.010543,0.369127,-0.149622,-0.223710,0.006586,0.206225;-0.147890,-0.351713,0.274942,0.221255,-0.248052,-0.266688,-0.020619,0.422294;-0.093151,-0.248956,0.364385,0.044050,-0.298033,-0.156198,0.036010,0.243373
promoter	5000	1000	top2000	row_log_z_pearson	1945	20379	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.007486,0.357402,-0.208494,-0.242721,0.167976,0.245451,-0.022341,-0.247278;0.014188,0.485991,-0.280011,-0.231472,0.183300,0.223817,0.055452,-0.314863;-0.014373,0.140345,-0.175820,-0.118642,0.502054,0.038402,-0.139549,-0.215735;0.325095,0.035464,-0.175865,-0.039574,0.069260,0.168093,-0.133278,-0.218007;-0.013614,0.066020,-0.104311,0.058294,-0.107748,-0.028525,0.365653,-0.062180;0.034896,-0.264944,-0.029662,0.424734,-0.127686,-0.199585,0.040512,0.189899;-0.169908,-0.392221,0.269776,0.249147,-0.247183,-0.259759,-0.039674,0.453307;-0.080743,-0.264120,0.404889,-0.010358,-0.315931,-0.133513,0.013110,0.228390
