barcode_integer	human_molecules	mouse_molecules	pig_molecules	total	dominant	dominant_fraction	assignment
2153739850	2208	0	4	2212	human	0.998192	human
3980731555	2208	0	2	2210	human	0.999095	human
2880769937	1344	859	3	2206	human	0.609248	unassigned
1524670316	1307	893	2	2202	human	0.593551	unassigned
1764535168	3	2193	6	2202	mouse	0.995913	mouse
192985630	10	16	2130	2156	pig	0.987941	pig
1870357218	18	20	2109	2147	pig	0.982301	pig
3800754461	1280	862	2	2144	human	0.597015	unassigned
3545946130	29	13	2098	2140	pig	0.980374	pig
4221756670	1325	808	0	2133	human	0.621191	unassigned
2947729918	1301	826	3	2130	human	0.610798	unassigned
883882791	2127	0	1	2128	human	0.999530	human
3709523439	6	2106	10	2122	mouse	0.992460	mouse
2651654721	4	2106	4	2114	mouse	0.996216	mouse
3593914945	7	2097	10	2114	mouse	0.991958	mouse
589519425	1523	575	8	2106	human	0.723172	unassigned
84334221	11	2091	3	2105	mouse	0.993349	mouse
44338087	5	2096	2	2103	mouse	0.996671	mouse
1864596846	5	2077	7	2089	mouse	0.994256	mouse
3367308874	2	2072	0	2074	mouse	0.999036	mouse
2086216531	2	2068	2	2072	mouse	0.998069	mouse
3215005199	33	16	1998	2047	pig	0.976063	pig
828568357	2029	0	0	2029	human	1.000000	human
1051501682	2016	0	0	2016	human	1.000000	human
3860515358	20	19	1977	2016	pig	0.980655	pig
1151790181	1207	801	5	2013	human	0.599603	unassigned
4277885830	17	17	1973	2007	pig	0.983059	pig
2108638635	21	15	1960	1996	pig	0.981964	pig
3823061451	1975	0	0	1975	human	1.000000	human
1792240802	8	1953	8	1969	mouse	0.991874	mouse
2947594532	23	25	1917	1965	pig	0.975573	pig
1012844087	1960	0	1	1961	human	0.999490	human
1190614767	29	14	1916	1959	pig	0.978050	pig
210305772	4	1921	2	1927	mouse	0.996886	mouse
4221750800	19	13	1882	1914	pig	0.983281	pig
1799923634	1195	710	7	1912	human	0.625000	unassigned
1361005704	8	1884	7	1899	mouse	0.992101	mouse
67706465	4	1879	9	1892	mouse	0.993129	mouse
3836808562	13	1869	7	1889	mouse	0.989412	mouse
1799917345	1	1883	3	1887	mouse	0.997880	mouse
671948710	7	1865	2	1874	mouse	0.995197	mouse
1561402659	780	1076	17	1873	mouse	0.574479	unassigned
1960508690	13	12	1839	1864	pig	0.986588	pig
3054462071	1860	1	2	1863	human	0.998390	human
3538087518	4	1847	4	1855	mouse	0.995687	mouse
142034395	1165	679	1	1845	human	0.631436	unassigned
1957205013	1347	455	38	1840	human	0.732065	unassigned
592517047	6	1826	6	1838	mouse	0.993471	mouse
2385847525	7	1824	7	1838	mouse	0.992383	mouse
3714132446	16	19	1795	1830	pig	0.980874	pig
2327014274	19	18	1771	1808	pig	0.979535	pig
3626806679	32	12	1764	1808	pig	0.975664	pig
3999841951	29	11	1755	1795	pig	0.977716	pig
1236861859	4	1764	3	1771	mouse	0.996047	mouse
3018543317	25	20	1724	1769	pig	0.974562	pig
3839326040	32	30	1703	1765	pig	0.964873	pig
450544235	1224	522	1	1747	human	0.700630	unassigned
2995475642	8	1712	20	1740	mouse	0.983908	mouse
1314842644	1336	391	5	1732	human	0.771363	unassigned
4046005447	8	1704	20	1732	mouse	0.983834	mouse
3507939874	3	1723	4	1730	mouse	0.995954	mouse
989377154	22	23	1679	1724	pig	0.973898	pig
526720739	28	12	1682	1722	pig	0.976771	pig
1846496681	3	1710	1	1714	mouse	0.997666	mouse
3195468895	28	15	1668	1711	pig	0.974868	pig
2368690753	28	17	1660	1705	pig	0.973607	pig
642810874	22	1639	34	1695	mouse	0.966962	mouse
702989288	3	1684	4	1691	mouse	0.995860	mouse
2822991533	18	12	1657	1687	pig	0.982217	pig
2239577387	997	674	0	1671	human	0.596649	unassigned
1315661102	6	1646	17	1669	mouse	0.986219	mouse
1692963906	3	1647	10	1660	mouse	0.992169	mouse
3022856460	28	33	1586	1647	pig	0.962963	pig
2193845788	22	20	1604	1646	pig	0.974484	pig
2662267507	6	1587	15	1608	mouse	0.986940	mouse
1125860830	24	14	1568	1606	pig	0.976339	pig
902604082	2	1568	4	1574	mouse	0.996188	mouse
302182285	14	14	1503	1531	pig	0.981711	pig
111334548	6	1510	8	1524	mouse	0.990814	mouse
3187977161	1025	491	3	1519	human	0.674786	unassigned
3921369795	19	7	1486	1512	pig	0.982804	pig
3660771165	660	836	5	1501	mouse	0.556962	unassigned
1254920902	12	10	1470	1492	pig	0.985255	pig
682556751	1490	0	1	1491	human	0.999329	human
2492679366	15	29	1435	1479	pig	0.970250	pig
877322446	19	14	1430	1463	pig	0.977444	pig
4273918986	18	10	1429	1457	pig	0.980782	pig
4071391825	913	538	2	1453	human	0.628355	unassigned
3804195897	14	16	1395	1425	pig	0.978947	pig
3928004474	2	1417	2	1421	mouse	0.997185	mouse
525934043	22	20	1351	1393	pig	0.969849	pig
3556434738	826	558	4	1388	human	0.595101	unassigned
2228304856	21	1350	11	1382	mouse	0.976845	mouse
1029403703	11	12	1344	1367	pig	0.983175	pig
4018895496	824	530	6	1360	human	0.605882	unassigned
542967680	1	1351	4	1356	mouse	0.996313	mouse
2306531602	3	1338	2	1343	mouse	0.996277	mouse
3401507873	10	10	1268	1288	pig	0.984472	pig
448082485	21	10	1254	1285	pig	0.975875	pig
4126625490	19	11	1255	1285	pig	0.976654	pig
2166165226	963	302	3	1268	human	0.759464	unassigned
3527458381	1259	0	1	1260	human	0.999206	human
3363494030	4	1236	11	1251	mouse	0.988010	mouse
2475640018	843	404	2	1249	human	0.674940	unassigned
3529285403	19	24	1204	1247	pig	0.965517	pig
3964179139	771	467	1	1239	human	0.622276	unassigned
3685294102	736	499	1	1236	human	0.595469	unassigned
2421730399	822	405	5	1232	human	0.667208	unassigned
1360975996	14	1131	79	1224	mouse	0.924020	mouse
691846240	6	1192	13	1211	mouse	0.984310	mouse
3968294649	738	467	5	1210	human	0.609917	unassigned
2033634461	6	12	1177	1195	pig	0.984937	pig
518182541	21	15	1155	1191	pig	0.969773	pig
3507825910	14	14	1162	1190	pig	0.976471	pig
1142114220	15	9	1135	1159	pig	0.979292	pig
1035779745	17	6	1125	1148	pig	0.979965	pig
4144269667	7	7	1132	1146	pig	0.987784	pig
4273809103	15	10	1110	1135	pig	0.977974	pig
2498420691	821	306	1	1128	human	0.727837	unassigned
3129030377	18	8	1102	1128	pig	0.976950	pig
336809562	1122	0	0	1122	human	1.000000	human
3239618067	800	318	2	1120	human	0.714286	unassigned
1443440406	6	1097	6	1109	mouse	0.989179	mouse
3870253172	794	306	1	1101	human	0.721163	unassigned
2103624374	701	394	4	1099	human	0.637853	unassigned
2727132749	1095	0	1	1096	human	0.999088	human
2609946326	9	14	1071	1094	pig	0.978976	pig
1189793199	2	1087	4	1093	mouse	0.994511	mouse
1460103226	12	5	1076	1093	pig	0.984446	pig
1967343934	3	1071	1	1075	mouse	0.996279	mouse
3723184377	14	8	1025	1047	pig	0.978988	pig
3166360395	1041	0	0	1041	human	1.000000	human
245183635	778	253	2	1033	human	0.753146	unassigned
3160454027	10	13	1010	1033	pig	0.977735	pig
2111793990	9	12	1011	1032	pig	0.979651	pig
2287429675	762	256	3	1021	human	0.746327	unassigned
3201637481	7	1000	7	1014	mouse	0.986193	mouse
3539958187	16	12	983	1011	pig	0.972305	pig
3590399614	15	13	971	999	pig	0.971972	pig
2243647292	616	377	2	995	human	0.619095	unassigned
677568347	583	373	0	956	human	0.609833	unassigned
2894640325	508	443	2	953	human	0.533054	unassigned
3259314811	3	935	8	946	mouse	0.988372	mouse
3667053309	5	919	9	933	mouse	0.984995	mouse
3184486113	594	328	0	922	human	0.644252	unassigned
3704845010	4	909	8	921	mouse	0.986971	mouse
703000076	548	361	2	911	human	0.601537	unassigned
3259418812	12	7	892	911	pig	0.979144	pig
2228270096	8	17	884	909	pig	0.972497	pig
734304062	701	201	4	906	human	0.773731	unassigned
2306416513	666	231	1	898	human	0.741648	unassigned
1961291103	8	9	873	890	pig	0.980899	pig
523545383	12	861	16	889	mouse	0.968504	mouse
2327013697	507	377	5	889	human	0.570304	unassigned
1371312565	662	216	2	880	human	0.752273	unassigned
1330427209	14	15	842	871	pig	0.966705	pig
1659971831	463	401	7	871	human	0.531573	unassigned
2224326571	646	221	2	869	human	0.743383	unassigned
1224440228	662	205	0	867	human	0.763552	unassigned
4091841135	11	16	840	867	pig	0.968858	pig
2558570329	636	222	2	860	human	0.739535	unassigned
542939505	12	13	834	859	pig	0.970896	pig
3246876168	16	12	825	853	pig	0.967175	pig
3534044834	639	212	0	851	human	0.750881	unassigned
3066256465	16	9	825	850	pig	0.970588	pig
156046529	562	284	1	847	human	0.663518	unassigned
556343396	551	279	2	832	human	0.662260	unassigned
3316307117	10	817	3	830	mouse	0.984337	mouse
3428627414	9	12	809	830	pig	0.974699	pig
3995898233	830	0	0	830	human	1.000000	human
1117857092	621	207	1	829	human	0.749095	unassigned
594315285	2	825	1	828	mouse	0.996377	mouse
3744241899	630	179	0	809	human	0.778739	unassigned
674312146	4	799	4	807	mouse	0.990087	mouse
4131203123	12	18	777	807	pig	0.962825	pig
44336718	0	799	5	804	mouse	0.993781	mouse
548444469	9	16	776	801	pig	0.968789	pig
3166390295	10	8	782	800	pig	0.977500	pig
3555647206	13	8	747	768	pig	0.972656	pig
1491782552	10	5	733	748	pig	0.979947	pig
1540585409	12	8	724	744	pig	0.973118	pig
2109808962	20	15	703	738	pig	0.952575	pig
1948472095	1	718	16	735	mouse	0.976871	mouse
3034762107	729	0	2	731	human	0.997264	human
3516855801	16	16	697	729	pig	0.956104	pig
3181195028	4	718	4	726	mouse	0.988981	mouse
2457410489	11	13	698	722	pig	0.966759	pig
4112185649	18	8	689	715	pig	0.963636	pig
2747193402	531	181	2	714	human	0.743697	unassigned
982059937	11	8	694	713	pig	0.973352	pig
3836025076	4	3	706	713	pig	0.990182	pig
265738158	20	3	689	712	pig	0.967697	pig
4239848898	707	2	2	711	human	0.994374	human
668272653	12	6	686	704	pig	0.974432	pig
3018508770	702	0	0	702	human	1.000000	human
1157853429	18	18	660	696	pig	0.948276	pig
3402062321	12	612	72	696	mouse	0.879310	mouse
3516851248	8	5	671	684	pig	0.980994	pig
3313574875	7	17	659	683	pig	0.964861	pig
3022859708	9	2	670	681	pig	0.983847	pig
68615566	4	5	670	679	pig	0.986745	pig
2833287709	9	7	648	664	pig	0.975904	pig
336665288	13	12	633	658	pig	0.962006	pig
299938692	9	11	625	645	pig	0.968992	pig
3669678705	337	307	0	644	human	0.523292	unassigned
2224364043	9	8	614	631	pig	0.973059	pig
3884149544	4	5	621	630	pig	0.985714	pig
2326836635	10	7	612	629	pig	0.972973	pig
1227281478	10	8	606	624	pig	0.971154	pig
3556288778	5	610	3	618	mouse	0.987055	mouse
691873477	7	12	595	614	pig	0.969055	pig
555556131	10	10	593	613	pig	0.967374	pig
1140111339	14	11	586	611	pig	0.959083	pig
1334505444	6	7	598	611	pig	0.978723	pig
888479026	9	7	593	609	pig	0.973727	pig
1976872313	13	8	584	605	pig	0.965289	pig
1411306008	13	11	578	602	pig	0.960133	pig
4203671374	7	590	5	602	mouse	0.980066	mouse
3018360765	1	596	1	598	mouse	0.996656	mouse
828445964	6	9	580	595	pig	0.974790	pig
1393257489	3	587	4	594	mouse	0.988215	mouse
3086152621	369	223	1	593	human	0.622260	unassigned
270599852	4	578	9	591	mouse	0.978003	mouse
324486070	590	0	0	590	human	1.000000	human
476237988	6	14	569	589	pig	0.966044	pig
1689039995	588	0	0	588	human	1.000000	human
3714097933	441	145	1	587	human	0.751278	unassigned
2824795013	2	7	577	586	pig	0.984642	pig
1622967511	13	9	561	583	pig	0.962264	pig
4091991858	8	6	569	583	pig	0.975986	pig
1142091574	579	0	1	580	human	0.998276	human
1523274505	14	12	553	579	pig	0.955095	pig
4121919307	7	7	565	579	pig	0.975820	pig
1964208402	8	7	561	576	pig	0.973958	pig
3834599843	0	573	3	576	mouse	0.994792	mouse
1535676299	18	10	546	574	pig	0.951220	pig
4166449575	10	11	553	574	pig	0.963415	pig
500762797	9	8	556	573	pig	0.970332	pig
2583761799	2	3	568	573	pig	0.991274	pig
1511190622	4	7	560	571	pig	0.980736	pig
1036476808	11	7	552	570	pig	0.968421	pig
3672064856	8	6	556	570	pig	0.975439	pig
2193698476	7	559	3	569	mouse	0.982425	mouse
3520810823	6	4	557	567	pig	0.982363	pig
71748324	4	1	559	564	pig	0.991135	pig
3146592128	4	560	0	564	mouse	0.992908	mouse
1621283038	12	11	539	562	pig	0.959075	pig
3202395576	10	545	0	555	mouse	0.981982	mouse
1574211227	328	226	0	554	human	0.592058	unassigned
1352217993	8	8	537	553	pig	0.971067	pig
2634244197	6	7	538	551	pig	0.976407	pig
2264063823	2	7	537	546	pig	0.983516	pig
2583737182	3	539	4	546	mouse	0.987179	mouse
2894811563	11	10	520	541	pig	0.961183	pig
3813216862	10	7	512	529	pig	0.967864	pig
114367176	11	9	508	528	pig	0.962121	pig
307826047	2	521	5	528	mouse	0.986742	mouse
728808809	8	4	515	527	pig	0.977230	pig
1957247919	3	522	1	526	mouse	0.992395	mouse
2405474433	8	3	513	524	pig	0.979008	pig
1970604154	4	511	8	523	mouse	0.977055	mouse
2269347389	289	228	6	523	human	0.552581	unassigned
2359256183	289	230	3	522	human	0.553640	unassigned
1935368987	363	146	10	519	human	0.699422	unassigned
3571791035	2	513	4	519	mouse	0.988439	mouse
1280008936	13	5	499	517	pig	0.965184	pig
3279230085	141	375	1	517	mouse	0.725338	unassigned
1364013597	2	5	509	516	pig	0.986434	pig
1132918739	3	6	506	515	pig	0.982524	pig
2933575405	1	507	5	513	mouse	0.988304	mouse
724089206	7	10	492	509	pig	0.966601	pig
3621600075	370	131	6	507	human	0.729783	unassigned
2742102301	9	9	487	505	pig	0.964356	pig
3059966467	355	141	1	497	human	0.714286	unassigned
3576479033	11	5	481	497	pig	0.967807	pig
4158874115	8	3	484	495	pig	0.977778	pig
1140278329	8	14	470	492	pig	0.955285	pig
755278668	7	479	5	491	mouse	0.975560	mouse
2817079334	0	487	4	491	mouse	0.991853	mouse
2662118516	4	4	482	490	pig	0.983673	pig
4265036306	326	162	2	490	human	0.665306	unassigned
2137707262	287	199	2	488	human	0.588115	unassigned
555552999	8	6	473	487	pig	0.971253	pig
42804943	5	7	472	484	pig	0.975207	pig
791079746	5	479	0	484	mouse	0.989669	mouse
1901290204	14	6	464	484	pig	0.958678	pig
902758044	6	4	472	482	pig	0.979253	pig
1157842472	10	5	467	482	pig	0.968880	pig
982060504	4	474	2	480	mouse	0.987500	mouse
734486939	5	471	3	479	mouse	0.983299	mouse
3455799776	5	8	466	479	pig	0.972860	pig
3545017618	4	10	464	478	pig	0.970711	pig
573012742	3	465	7	475	mouse	0.978947	mouse
3071724927	2	463	5	470	mouse	0.985106	mouse
1898150366	8	8	447	463	pig	0.965443	pig
4017129767	264	198	1	463	human	0.570194	unassigned
3504114407	7	451	3	461	mouse	0.978308	mouse
2917888325	5	455	0	460	mouse	0.989130	mouse
775226121	6	7	443	456	pig	0.971491	pig
2993724539	1	449	3	453	mouse	0.991170	mouse
4139068845	268	178	1	447	human	0.599553	unassigned
3184488091	9	4	432	445	pig	0.970787	pig
3804012063	5	4	436	445	pig	0.979775	pig
533804257	3	11	429	443	pig	0.968397	pig
1460075266	275	161	2	438	human	0.627854	unassigned
3246836899	6	6	424	436	pig	0.972477	pig
3478165591	2	429	4	435	mouse	0.986207	mouse
160103041	241	192	1	434	human	0.555300	unassigned
748456889	4	2	427	433	pig	0.986143	pig
883731484	5	5	423	433	pig	0.976905	pig
2137745474	4	6	421	431	pig	0.976798	pig
1051641324	3	418	3	424	mouse	0.985849	mouse
278726744	1	420	1	422	mouse	0.995261	mouse
4252284227	9	6	405	420	pig	0.964286	pig
3041700871	5	6	407	418	pig	0.973684	pig
737069454	5	408	2	415	mouse	0.983133	mouse
878741442	2	3	408	413	pig	0.987893	pig
1130402259	3	403	5	411	mouse	0.980535	mouse
3714123141	3	6	402	411	pig	0.978102	pig
2989179924	7	3	400	410	pig	0.975610	pig
2957280560	3	5	401	409	pig	0.980440	pig
1561513018	7	5	395	407	pig	0.970516	pig
3548944915	3	6	398	407	pig	0.977887	pig
270761049	6	3	392	401	pig	0.977556	pig
4158090925	7	6	386	399	pig	0.967419	pig
838262546	5	8	384	397	pig	0.967254	pig
3086178031	4	6	380	390	pig	0.974359	pig
3571145606	5	1	382	388	pig	0.984536	pig
1320232799	5	5	377	387	pig	0.974160	pig
1425754298	2	383	2	387	mouse	0.989664	mouse
1957356783	4	8	373	385	pig	0.968831	pig
3981627890	3	2	379	384	pig	0.986979	pig
2407345685	4	5	373	382	pig	0.976440	pig
1932076348	5	371	4	380	mouse	0.976316	mouse
3116061948	2	376	1	379	mouse	0.992084	mouse
1110140424	3	368	5	376	mouse	0.978723	mouse
1621290433	114	261	1	376	mouse	0.694149	unassigned
2587319132	0	368	6	374	mouse	0.983957	mouse
154473243	7	4	362	373	pig	0.970509	pig
3734805568	2	3	366	371	pig	0.986523	pig
2186584110	7	1	360	368	pig	0.978261	pig
67862077	4	4	357	365	pig	0.978082	pig
575977104	2	1	362	365	pig	0.991781	pig
1493881932	8	357	0	365	mouse	0.978082	mouse
1012741565	4	7	351	362	pig	0.969613	pig
3162840355	8	6	348	362	pig	0.961326	pig
387224115	3	2	354	359	pig	0.986072	pig
2871047620	4	2	350	356	pig	0.983146	pig
1185746023	9	5	341	355	pig	0.960563	pig
3527629447	348	2	4	354	human	0.983051	human
2067576008	7	3	343	353	pig	0.971671	pig
1311552422	5	2	337	344	pig	0.979651	pig
2967160369	4	8	332	344	pig	0.965116	pig
4092028380	5	3	333	341	pig	0.976540	pig
452122067	3	330	5	338	mouse	0.976331	mouse
385307051	3	4	330	337	pig	0.979228	pig
4147076162	1	335	0	336	mouse	0.997024	mouse
4015748382	3	3	328	334	pig	0.982036	pig
1564510927	5	2	325	332	pig	0.978916	pig
3676351300	3	5	324	332	pig	0.975904	pig
788079437	2	4	324	330	pig	0.981818	pig
1859979500	185	142	2	329	human	0.562310	unassigned
2410448080	2	322	1	325	mouse	0.990769	mouse
674453577	4	314	3	321	mouse	0.978193	mouse
3020384262	3	2	316	321	pig	0.984424	pig
3961041527	2	1	318	321	pig	0.990654	pig
1151637751	6	4	310	320	pig	0.968750	pig
3335826599	188	131	1	320	human	0.587500	unassigned
1574222198	7	4	306	317	pig	0.965300	pig
1954241051	4	8	305	317	pig	0.962145	pig
2339598101	3	7	306	316	pig	0.968354	pig
3816740354	4	6	306	316	pig	0.968354	pig
642852856	6	304	1	311	mouse	0.977492	mouse
1859987681	252	55	2	309	human	0.815534	human
2993757359	7	6	296	309	pig	0.957929	pig
2398813713	4	8	296	308	pig	0.961039	pig
456049640	2	2	303	307	pig	0.986971	pig
1671730692	4	3	299	306	pig	0.977124	pig
339818546	5	5	294	304	pig	0.967105	pig
655547953	176	128	0	304	human	0.578947	unassigned
1299115283	0	298	4	302	mouse	0.986755	mouse
1364162017	6	2	294	302	pig	0.973510	pig
3839138711	2	1	298	301	pig	0.990033	pig
3793519324	2	5	293	300	pig	0.976667	pig
1906875724	2	1	293	296	pig	0.989865	pig
1175234724	0	3	291	294	pig	0.989796	pig
1061466767	197	93	3	293	human	0.672355	unassigned
2957312333	2	2	289	293	pig	0.986348	pig
651126668	2	1	287	290	pig	0.989655	pig
1948444336	6	5	279	290	pig	0.962069	pig
1363977522	166	121	1	288	human	0.576389	unassigned
2966985792	2	4	282	288	pig	0.979167	pig
4270405004	3	283	2	288	mouse	0.982639	mouse
2272561528	3	3	281	287	pig	0.979094	pig
3860547922	5	3	276	284	pig	0.971831	pig
736960040	5	261	16	282	mouse	0.925532	mouse
3066080435	2	1	279	282	pig	0.989362	pig
3313686043	7	1	274	282	pig	0.971631	pig
4055663459	5	6	268	279	pig	0.960573	pig
768905063	2	1	274	277	pig	0.989170	pig
1056405066	1	1	274	276	pig	0.992754	pig
3320124874	4	3	267	274	pig	0.974453	pig
3868240903	3	1	270	274	pig	0.985401	pig
3455627197	5	8	260	273	pig	0.952381	pig
3906139985	0	269	4	273	mouse	0.985348	mouse
573010837	1	269	2	272	mouse	0.988971	mouse
893195457	1	263	8	272	mouse	0.966912	mouse
1190579949	5	9	257	271	pig	0.948339	pig
920044430	1	2	266	269	pig	0.988848	pig
1654612892	6	4	259	269	pig	0.962825	pig
2621520575	2	2	265	269	pig	0.985130	pig
3059969396	2	0	262	264	pig	0.992424	pig
1582082943	143	119	1	263	human	0.543726	unassigned
1316406541	3	9	250	262	pig	0.954198	pig
4242989648	0	261	1	262	mouse	0.996183	mouse
1012701058	1	2	257	260	pig	0.988462	pig
2689930071	153	107	0	260	human	0.588462	unassigned
2023413818	3	3	252	258	pig	0.976744	pig
4155701194	1	4	251	256	pig	0.980469	pig
840241977	4	4	247	255	pig	0.968627	pig
2187398527	6	0	247	253	pig	0.976285	pig
4040616441	5	3	245	253	pig	0.968379	pig
1364129845	128	117	5	250	human	0.512000	unassigned
339774986	5	5	236	246	pig	0.959350	pig
3666161998	141	99	5	245	human	0.575510	unassigned
416513809	4	12	228	244	pig	0.934426	pig
1935363497	2	234	8	244	mouse	0.959016	mouse
366141877	3	3	237	243	pig	0.975309	pig
2027343124	1	0	241	242	pig	0.995868	pig
728837621	0	1	239	240	pig	0.995833	pig
1375399235	2	0	238	240	pig	0.991667	pig
668432631	0	237	1	238	mouse	0.995798	mouse
3621705351	1	4	231	236	pig	0.978814	pig
4245871175	4	4	228	236	pig	0.966102	pig
4223443920	4	3	227	234	pig	0.970085	pig
2105472757	0	226	7	233	mouse	0.969957	mouse
1145084132	3	3	226	232	pig	0.974138	pig
2494340654	2	4	226	232	pig	0.974138	pig
3194557241	6	0	225	231	pig	0.974026	pig
3574666701	4	0	227	231	pig	0.982684	pig
4014781514	5	3	223	231	pig	0.965368	pig
3200965700	0	4	226	230	pig	0.982609	pig
2993729504	2	222	4	228	mouse	0.973684	mouse
1051653085	0	3	224	227	pig	0.986784	pig
