gene	count
CDC42SE2	159
CDKL5	239
CDKN1B	63
CDKN2D	288
CDS2	103
CDV3	393
CEACAM22P	181
CELF2	378
CERCAM	269
CERT1	192
CFL1	1449
CFLAR	416
CGGBP1	77
CHCHD2	519
CHD1	246
CHD2	219
CHD4	101
CHD9	117
CHFR	146
CHMP1B	136
CHMP2A	149
CHMP2B	128
CHMP4B	204
CHMP5	75
CHST12	1212
CHURC1	147
CIR1	180
CIRBP	189
CKLF	213
CLEC2B	223
CLINT1	122
CLIP1	342
CLK1	120
CLTA	207
CLTC	168
CMBL	150
CMC2	90
CMIP	139
CMTM6	335
CNBP	326
CNN2	171
CNPY3	238
COA1	71
COMMD6	342
COPA	211
COPE	244
COPS2	75
COQ10B	77
CORO1A	456
COTL1	1678
COX17	124
COX4I1	807
COX5B	400
COX6A1	330
COX6B1	417
COX7A2	313
COX7B	315
COX7C	647
COX8A	413
CPEB4	216
CPT1A	194
CRBN	92
CREB1	49
CREBRF	200
CSDE1	458
CSK	171
CSNK1A1	336
CSNK1D	97
CSNK1G2	69
CSNK2A1	312
CTBS	108
CTCF	59
CTDSP1	137
CTDSP2	103
CTSC	365
CTSS	4041
CTSZ	510
CUL3	114
CUL4B	136
CUX1	231
CXCR4	421
CYB561A3	353
CYB5R3	97
CYB5R4	193
CYBA	1865
CYBC1	49
CYLD	167
CYP20A1	206
CYRIB	390
CYTH2	252
DAD1	127
DAPP1	163
DAZAP2	559
DBI	332
DBNL	115
DCAKD	111
DCP2	141
DCUN1D1	75
DCUN1D2	501
DDX17	314
DDX21	531
DDX3X	333
DDX5	1218
DDX6	161
DEK	329
DESI1	118
DGKH	81
DGKZ	89
DHRS7	147
DIAPH1	178
DNAJA1	166
DNAJB1	317
DNAJB6	218
DNAJC21	172
DNAJC7	348
DNM1	58
DNM2	120
DR1	115
DRAP1	187
DSG3	242
DUSP1	1811
DYNLL1	133
DYNLL2	57
DYNLRB1	87
DYNLT3	32
DYRK1A	99
E2F3P2	71
EEF1A1	7065
EEF2	653
EHBP1L1	203
EHD1	215
EIF1	3199
EIF1B	161
EIF2AK1	65
EIF3I	173
EIF4A1	1086
EIF4A2	170
EIF4B	336
EIF4EBP2	97
EIF4G2	426
EIF4G3	80
EIF4H	169
EIF5	310
EIF5A	172
ELAPOR1	388
ELAVL1	181
ELF1	135
ELF2	121
ELMO1	42
ELOB	497
EMC10	287
EMC3	108
EMD	54
EMP3	1205
ENO1	552
ENSA	112
EP300	246
EPB41	145
EPN1	138
EPS15	104
ERBIN	142
ERICH1	136
ERN1	166
ETV6	115
EVI2B	777
EWSR1	184
EXOC7	59
FAAP20	104
FAM107B	194
FAM120AOS	230
FAM133B	477
FAM177A1	90
FAM204A	120
FAM241A	187
FAM32A	118
FAM50A	70
FAM89B	82
FAU	2041
FAUP4	115
FAXC	284
FBRS	64
FBXL20	58
FBXL3	52
FBXO11	108
FBXO48	482
FBXO7	98
FBXO9	91
FBXW7	97
FEM1A	633
FERMT3	245
FGFR1OP2	96
FIS1	101
FKBP1A	591
FKBP8	147
FLNA	548
FLOT2	66
FMN1	317
FMNL1	410
FNBP1	201
FNIP1	161
FOS	1818
FOSB	418
FOXN3	129
FOXO3	161
FOXP1	225
FTH1	13876
FTL	15293
FUS	400
FXR1	103
FXR2	46
FXYD5	276
FYTTD1	69
G3BP2	159
GABARAP	866
GABARAPL2	127
GABRD	70
GALNT1	93
GAPDH	2014
GAPVD1	64
GASK1A	1150
GATAD2A	115
GATD1	213
GBF1	187
GCC2	176
GGNBP2	144
GHITM	199
GIT2	75
GLRX5	55
GLTP	168
GMFG	569
GNA13	158
GNAI2	892
GNAI3	169
GNAS	769
GNB1	235
GNB2	376
GNB5	177
GNG5	509
GNL3L	219
GNPTG	128
GOLGA2	69
GOLGA4	122
GOLGB1	266
GOLM2	80
GOSR1	132
GPATCH2L	86
GPBP1	129
GPBP1L1	76
GPCPD1	485
GPSM2	172
GPX1	1285
GPX4	371
GRB2	498
GRIPAP1	194
GRK2	199
GRK3	290
GRK6	116
GSK3B	81
GSPT1	44
GSTK1	181
GSTO1	321
GTDC1	183
GTF2I	117
GTPBP4	552
GUK1	233
GYPC	62
H1-2	79
H2AC18	182
H2AC19	182
H2AZ1	208
H2AZ2	206
H3-3A	2867
H3-3B	1687
HADHB	109
HAPSTR1	213
HAT1	46
HBA1	792
HBA2	2902
HBB	2965
HBP1	98
HCLS1	315
HCST	365
HDGF	114
HECTD1	177
HELZ	145
HERC1	91
HIF1A	468
HINT1	295
HIPK1	84
HIPK3	124
HLA-A-3	977
HLA-A-6	977
HLA-B-1	285
HLA-B-2	1285
HLA-B-3	1225
HLA-B-5	243
HLA-DQA1-2	577
HLA-DQA1-4	524
HLA-E	212
HLA-E-1	865
HLA-E-2	227
HMGB1	811
HMGB1P6	121
HMGB2	106
HMGN1	139
HMGN2	237
HNRNPA2B1	892
HNRNPA3	461
HNRNPC	445
HNRNPD	238
HNRNPDL	395
HNRNPF	125
HNRNPH2	105
HNRNPH3	171
HNRNPK	496
HNRNPM	188
HNRNPU	498
HNRNPUL1	394
HOOK3	149
HP1BP3	160
HPCAL1	500
HPS1	76
HSD17B12	240
HSP90AA1	692
HSP90AB1	366
HSPA4L	294
HSPA9	192
HYCC2	181
ICAM3	190
IDH2	89
IDS	226
IER2	609
IFI16	172
IFITM2	699
IFRD1	63
IGBP1	98
IGF2R	374
IK	95
IL2RG	40
INTS6	36
IRAG2	59
IRAK4	62
IRF1	679
IRF2	40
IRF9	137
IRS2	426
ISCA1	42
ISCU	103
ISG20L2	323
IST1	86
ITGA1	424
ITGAL	231
ITM2B	1267
ITPR2	109
ITSN2	210
JAK1	206
JARID2	356
JMJD1C	336
JOSD1	66
JTB	227
JUNB	1076
JUND	1406
KAT6A	137
KCMF1	130
KCNK6	539
KCNMB1	242
KDM5A	124
KDM6A	61
KDM6B	259
KDM7A	84
KHDRBS1	139
KIDINS220	320
KIF2A	62
KIF5B	184
KLF2	316
KLF3	241
KLF6	1314
KLHL24	127
KLHL5	88
KMT2C	400
KMT2E	219
KPNA4	149
KPNB1	136
KRAS	124
KRBA2	254
KREMEN1	86
L1TD1	377
LAMP1	166
LAMTOR1	257
LAMTOR4	360
LAMTOR5	149
LAPTM5	1399
LBR	130
LCOR	127
LCP1	1319
LDLR	473
LIMS1	255
LITAF	510
LMBRD1	57
LNPEP	100
LPGAT1	118
LPIN2	41
LPP	244
LRP10	99
LRRC58	648
LRRFIP1	760
LRRFIP2	79
LSM3	138
LYPLA1	131
LYRM7	246
LYST	327
MAB21L3	1223
MACF1	431
MACROH2A1	673
MAF1	86
MAP1LC3B	405
MAP2K2	126
MAP2K3	180
MAP3K11	112
MAP3K2	401
MAP3K8	530
MAP4K2	89
MAP4K4	112
MAPK1	141
MAPK1IP1L	100
MAPKAPK2	107
MAPRE1	111
MARCHF6	79
MARK3	235
MAVS	58
MAX	75
MBD2	279
MBD4	85
MBD5	38
MBNL1	367
MBP	140
MCL1	837
MDM2	70
MDM4	231
MECP2	107
MED11	63
MED12	118
MED13	102
MED13L	446
MED27	202
MED28	101
MEF2A	138
METTL9	317
MFN1	220
MFSD11	63
MGAT4A	343
MGLL	79
MICAL3	185
MID1	233
MIDN	483
MIER1	141
MIGA1	163
MINDY2	109
MKNK2	59
MKRN1	184
MLF2	80
MLH1	103
MLLT6-1	113
MLX	488
MMP24OS	109
MOB1A	346
MORC3	86
MORF4L1	314
MPC2	52
MPLKIP	64
MRFAP1	78
MRPL33	129
MRPL57	107
MS4A4E	177
MSL1	104
MSN	549
MT-ATP6	13990
MT-ATP8	365
MT-CO1	19740
MT-CO2	16863
MT-CO3	19609
MT-CYB	10293
MT-ND1	10817
MT-ND2	7567
MT-ND3	14281
MT-ND4	8921
MT-ND4L	734
MT-ND5	2150
MTATP6P1	2682
MTCH1	147
MTDH	414
MTHFD1	512
MTND1P23	725
MTND2P28	97
MTPN	410
MXI1	25
MYADM	386
MYCBP2	255
MYH7B	153
MYH9	375
MYL12A	515
MYL12B	471
MYL6	1552
MYO5A	342
MYO9B	258
N4BP2L2	349
NAA60	96
NABP1	907
NACA	1691
NAMPT	6623
NAP1L1	563
NAPA	91
NAPG	81
NARF	34
NASP	122
NBPF10	335
NBPF14	297
NBPF19	426
NBR1	116
NCBP3	164
NCOA1	90
NCOA3	101
NCOA4	247
NCOR1	179
NDUFA1	337
NDUFA13	361
NDUFA2	140
NDUFA4	405
NDUFA5	57
NDUFB1	254
NDUFB11	249
NDUFB4	152
NDUFB9	214
NDUFC1	107
NDUFS2	86
NEDD8	211
NFAT5	111
NFE2L2	164
NFKB2	107
NFKBIA	1225
NFKBIB	59
NFKBIZ	461
NIN	178
NIPBL	222
NKTR	214
NMI	74
NMNAT3	652
NNT	200
NONO	151
NOP10	218
NOTCH2NLC	336
NPC2	650
NPEPPS	228
NR1H2	60
NR4A2	53
NRDC	100
NSD1	132
NSD3	122
NT5C3A	46
NUDC	68
NUDT3	286
NUFIP2	166
NUMB	268
OAZ1	2091
OAZ2	206
OCIAD1	74
ODC1	38
OGA	120
OGDH	75
OPHN1	140
OR11G2	94
ORAI1	82
ORAI2	131
ORC4	406
OSBPL8	257
OSER1	53
OST4	561
OSTF1	119
OTUB1	93
OTUD5	31
P2RX4	228
P2RX7	239
P4HB	293
PABPC1	1757
PABPN1	171
PACS1	31
PAFAH1B1	627
PAFAH1B2	109
PAIP2	243
PAK2	267
PANK2	67
PAPOLA	252
PARK7	285
PBRM1	117
PCBP1	455
PCBP2	518
PCGF5	88
PCM1	131
PCMTD1	55
PCSK7	607
PCYT1A	150
PDAP1	69
PDCD10	85
PDCD4	80
PDE4DIP	171
PDIA3	779
PDIA5	67
PELI1	70
PET100	237
PFDN5	1326
PFN1	1038
PGAM1	315
PGK1	520
PGLS	230
PHACTR1	421
PHF20	124
PHF20L1	156
PHF3	210
PHIP	195
PHKB	103
PIAS1	143
PIGN	578
PIK3C3	152
PIM1	193
PIP4K2A	83
PITHD1	22
PJA2	209
PKN2	81
PLA2G10CP	161
PLAT	246
PLEK	651
PLEKHB2	343
PLP2	277
PMAIP1	66
PNPLA2	67
PNPLA8	147
PNPT1	1090
PNRC1	477
POC1B	161
POLR1D	217
POLR2E	124
POLR2J	103
POLR2J3-1	519
POMP	281
PPDPF	205
PPHLN1	179
PPIA	608
PPIG	225
PPM1A	67
PPP1CA	233
PPP1CB	263
PPP1R12A	165
PPP1R15A	412
PPP1R2	170
PPP2R2A	79
PPP2R5A	74
PPP2R5C	283
PPP3CA	62
PPP3R1	62
PPP4C	132
PPP4R2	82
PPP4R3B	67
PPP6R1	51
PPP6R3	69
PRDM2	122
PRDX5	209
PRDX6	137
PRELID1	586
PREX1	141
PRKACA	305
PRKAG2	179
PRKAR1A	166
PRKCB	233
PRKX	226
PRMT2	60
PRPSAP1	84
PRR11	112
PRR13	224
PRRC2C	442
PSAP	2125
PSIP1	49
PSMA4	148
PSMA6	171
PSMA7	382
PSMB1	278
PSMD13	99
PSMD4	94
PSMD6	57
PSME1	373
PSME4	88
PTBP3	232
PTEN	195
PTGES3	199
PTMA	2810
PTP4A2	819
PTPN1	93
PTPN11	201
PTPN18	131
PTPN6	259
PTPRC	1043
PTPRJ	235
QKI	370
R3HDM2	91
R3HDM4	56
RAB11A	73
RAB14	107
RAB18	99
RAB1A	183
RAB21	131
RAB27A	281
RAB2A	271
RAB5A	88
RAB5C	242
RAB5IF	286
RAB7A	157
RAB8A	143
RAB8B	154
RABAC1	166
RABGAP1L	104
RAC1	894
RAC2	222
RACK1	1233
RAD21	139
RAD23B	132
RAF1	229
RALBP1	89
RALY	89
RAP1A	197
RAP1B	563
RASGRP2	111
RB1CC1	237
RBBP6	148
RBM22P2	254
RBM3	317
RBM38	23
RBM39	658
RBM4	116
RBM8A	126
RBX1	138
RC3H1	129
RCOR3	64
REEP5	219
REL	683
RESF1	197
RFFL	306
RGS10	186
RHAG	40
RHEB	115
RHOA	799
RHOF	45
RHOG	351
RICTOR	240
RILPL2	213
RIOK3	302
RIPOR2	230
RNASEK	317
RNASEK-C17orf49	434
RNASET2	391
RNF10	126
RNF11	80
RNF115	186
RNF14	166
RNF145	103
RNF213	282
RNF41	173
RNF7	184
RNPEPL1	137
RO60	55
ROCK1	351
RPAP2	136
RPL10	4096
RPL11	2681
RPL12	1983
RPL13	3729
RPL13A	2220
RPL14	1346
RPL15	1927
RPL18	1576
RPL18A	2208
RPL19	2150
RPL21	2846
RPL23	1565
RPL23A	1632
RPL24	1198
RPL26	2711
RPL27A	1633
RPL28	3048
RPL29	1625
RPL3	1337
RPL30	2780
RPL31	717
RPL32	2602
RPL34	3012
RPL35A	1983
RPL36	1396
RPL36AL	623
RPL37	3035
RPL37A	2715
RPL38	1402
RPL39	3468
RPL4	943
RPL41	5090
RPL5	1260
RPL6	1868
RPL7	1685
RPL7A	1768
RPL8	1585
RPLP1	5607
RPLP2	2358
RPS10	1666
RPS11	1937
RPS12	2927
RPS13	2756
RPS14	3024
RPS15	1911
RPS15A	2139
RPS16	2084
RPS19	2791
RPS19BP1	75
RPS2	2574
RPS20	1317
RPS21	1658
RPS23	2417
RPS24	3451
RPS25	1471
RPS26	1112
RPS27	4114
RPS27A	2539
RPS27L	343
RPS28	2771
RPS29	2155
RPS3	1274
RPS3A	2443
RPS4X	1361
RPS5	718
RPS6	1961
RPS6KA3	196
RPS7	1682
RPS8	2065
RSF1	111
RSRC2	266
RSRP1	209
RTF1	125
RTF2	110
RTN4	368
RUNDC1	243
S100A4	7357
S100A6	6136
SAMD4B	335
SAMD9	51
SAP18	258
SAP30BP	72
SAR1A	516
SARAF	294
SAT1	3041
SBNO1	103
SCAF11	434
SCAND1	184
SCFD1	333
SDCBP	534
SEC11A	340
SEC14L1	166
SEC22B	74
SEC23A	233
SEC61G	194
SEC62	233
SECISBP2	109
SELENOF	136
SELENOK	95
SELENOT	139
SEMA6B	1035
SENP7	37
SEPTIN2	262
SEPTIN7	358
SEPTIN9	178
SERF2	1600
SERINC3	118
SERP1	543
SERPINB1	534
SET	347
SETD6	81
SETX	126
SF1	226
SF3A1	44
SF3B1	316
SF3B2	187
SF3B5	147
SF3B6	127
SFI1	350
SFPQ	545
SH3BGRL	436
SH3BGRL3	2740
SH3BP5	48
SH3GLB1	197
SH3KBP1	233
SH3TC2	80
SHISA5	94
SHISA9	68
SHKBP1	152
SHOC2	213
SIAH2	26
SIRT2	148
SKAP2	216
SKP1	316
SLC25A15	133
SLC25A3	452
SLC25A37	360
SLC25A39	46
SLC28A2	246
SLC2A3	495
SLC35E1	62
SLC35E2B	194
SLC35E3	473
SLC38A2	176
SLC44A2	35
SLC50A1	73
SLC6A4	96
SLFN14	99
SLK	110
SLMAP	87
SLTM	194
SLU7	98
SMAD2	127
SMAD4	85
SMAP2	266
SMARCA2	73
SMCHD1	416
SMG1	568
SMIM27	27
SMNDC1	67
SMS	101
SNAP23	89
SNF8	128
SNRK	68
SNRPB	163
SNUPN	69
SNX3	264
SNX6	119
SNX9	91
SOD1	121
SON	498
SORL1	244
SOS1	361
SOS2	82
SP100	246
SPAG9	177
SPATA33	76
SPATS2	111
SPCS1	318
SPCS2	126
SPCS3	266
SPEN	137
SPG7	166
SPNS1	150
SPPL2A	226
SPPL3	67
SQSTM1	403
SREK1	208
SRGN	2381
SRP14	593
SRRM1	416
SRRM2	435
SRSF10	213
SRSF2	157
SRSF3	334
SRSF4	305
SRSF5	711
SRSF6	122
SRSF8	77
SRSF9	258
SSH2	171
SSU72	175
ST13	123
ST3GAL1	66
STAG2	162
STAT3	230
STAT5B	133
STAU1	60
STK10	340
STK17A	43
STK17B	454
STK24	117
STK3	133
STK4	220
STMP1	156
STRAP	70
STT3B	200
STUB1	92
STX16	104
STXBP2	414
STXBP3	61
SUB1	436
SUMO1	125
SUMO2	420
SUMO3	189
SUZ12	89
SYAP1	123
SYF2	273
SZRD1	87
TAB2	74
TACC1	175
TADA3	71
TAF10	132
TAF2	198
TAF7	93
TAGLN2	536
TALDO1	483
TANGO2	55
TANK	135
TAOK1	164
TAOK3	199
TARBP1	271
TAX1BP1	236
TBC1D15	300
TBCD	435
TBCK	434
TBK1	908
TBL1XR1	78
TCEA1	167
TCF25	380
TCP11L2	16
TERF2IP	99
TET2	196
TFDP2	89
TFG	62
TGFB1	337
TGOLN2	281
THOC5	106
THOC7	77
THRAP3	113
TIMM17A	265
TKT	1038
TLK1	54
TLK2	92
TLN1	567
TM9SF2	155
TMA7	623
TMBIM4	293
TMBIM6	649
TMED2	102
TMED5	159
TMEM120B	81
TMEM123	210
TMEM154	108
TMEM167A	225
TMEM183A	62
TMEM212	136
TMEM219	151
TMEM248	68
TMEM258	217
TMEM41B	86
TMEM45A	152
TMEM50A	171
TMEM59	257
TMEM9B	87
TMF1	100
TMOD3	261
TMSB10	5468
TMSB4X	10438
TMSB4XP4	294
TMUB2	79
TMX4	108
TNFAIP3	126
TNFAIP8L1	150
TNRC6B	141
TOMM7	495
TOP1	219
TP53INP1	45
TPGS1	701
TPI1	315
TPM1	323
TPM3	1103
TPM4	270
TPR	175
TPST2	117
TPT1	6367
TRA2A	142
TRA2B	254
TRAM1	154
TRAPPC1	146
TRAPPC5	222
TRIM52	148
TRIM56	387
TRIM58	76
TRIOBP	92
TRIP11	203
TRIP12	141
TRIR	275
TRNAU1AP	286
TSC2	347
TSC22D3	270
TSC22D4	74
TSGA10	81
TSPAN10	312
TSPAN14	291
TSPO	1138
TSPYL1	56
TTC3	146
TUBA1A	440
TUBA1B	561
TUBA4A	52
TUBB4B	133
TUT7	100
TXN	250
TXNIP	669
TXNL1	71
TXNL4A	109
TYMP	998
U2AF1	276
UBA52	2239
UBALD2	181
UBB	375
UBC	1686
UBE2B	202
UBE2D2	173
UBE2D3	502
UBE2E3	67
UBE2H	58
UBE2J1	378
UBE2L3	173
UBE2M	77
UBE2R2	219
UBL3	92
UBL5	380
UBN1	78
UBQLN1	80
UBR2	59
UBR4	126
UBXN1	188
UBXN4	144
UCP2	172
UFD1	84
UGGT1	176
UGP2	45
UIMC1	57
UPF2	82
UQCR10	233
UQCR11	417
UQCRB	673
UQCRH	342
USF2	190
USP12	48
USP15	360
USP22	75
USP33	86
USP34	118
USP47	69
USP7	107
USP8	380
USP9X	82
UTRN	200
UXT	125
VAMP2	114
VAPA	304
VASP	377
VCP	119
VHL	148
VIM	4850
VMP1	1007
VOPP1	50
VPS26A	71
VPS36	107
VPS37B	68
VPS4B	115
VRK1	181
VSIR	536
WAC	260
WAS	198
WASF2	316
WBP11	101
WBP2	57
WDR1	163
WDR26	175
WDR45	172
WHAMMP1	43
WIPF1	209
WIPI2	76
WNK1	170
WSB1	231
WTAP	161
XIAP	452
XPR1	143
XRCC5	162
XRCC6	159
XRN1	92
YBX1	1185
YBX3	253
YIPF4	250
YIPF6	977
YME1L1	139
YPEL3	171
YPEL5	166
YTHDF2	82
YWHAB	671
YWHAZ	554
YY1	205
ZBTB7A	505
ZBTB8OS	85
ZC3H15	196
ZC3H7A	96
ZC3HAV1	73
ZEB2	1626
ZFAND5	327
ZFAND6	159
ZFC3H1	111
ZFP36	969
ZFP36L1	1294
ZMAT2	102
ZMAT3	302
ZMYM2	84
ZNF101	98
ZNF106	356
ZNF148	64
ZNF207	365
ZNF24	98
ZNF33A	44
ZNF34	268
ZNF385D	153
ZNF426	251
ZNF431	126
ZNF526	649
ZNF585B	207
ZNF605	455
ZNF639	113
ZNF655	138
ZNF66	196
ZNHIT1	123
ZZEF1	553
