gene	count
DYNLRB1	3
DYNLT3	0
DYRK1A	1
E2F3P2	1
EEF1A1	10
EEF2	4
EHBP1L1	1
EHD1	0
EIF1	121
EIF1B	66
EIF2AK1	33
EIF3I	1
EIF4A1	0
EIF4A2	0
EIF4B	0
EIF4EBP2	0
EIF4G2	0
EIF4G3	0
EIF4H	0
EIF5	4
EIF5A	8
ELAPOR1	1
ELAVL1	0
ELF1	0
ELF2	0
ELMO1	1
ELOB	39
EMC10	0
EMC3	37
EMD	0
EMP3	2
ENO1	0
ENSA	1
EP300	2
EPB41	73
EPN1	4
EPS15	0
ERBIN	4
ERICH1	0
ERN1	1
ETV6	0
EVI2B	0
EWSR1	0
EXOC7	1
FAAP20	1
FAM107B	0
FAM120AOS	1
FAM133B	1
FAM177A1	0
FAM204A	2
FAM241A	1
FAM32A	0
FAM50A	0
FAM89B	0
FAU	14
FAUP4	1
FAXC	0
FBRS	0
FBXL20	0
FBXL3	0
FBXO11	0
FBXO48	0
FBXO7	68
FBXO9	20
FBXW7	0
FEM1A	0
FERMT3	0
FGFR1OP2	28
FIS1	20
FKBP1A	0
FKBP8	121
FLNA	1
FLOT2	0
FMN1	0
FMNL1	2
FNBP1	0
FNIP1	0
FOS	4
FOSB	2
FOXN3	0
FOXO3	22
FOXP1	0
FTH1	204
FTL	226
FUS	0
FXR1	0
FXR2	0
FXYD5	2
FYTTD1	0
G3BP2	1
GABARAP	17
GABARAPL2	83
GABRD	0
GALNT1	0
GAPDH	2
GAPVD1	1
GASK1A	1
GATAD2A	0
GATD1	0
GBF1	1
GCC2	1
GGNBP2	0
GHITM	17
GIT2	0
GLRX5	241
GLTP	0
GMFG	0
GNA13	0
GNAI2	0
GNAI3	0
GNAS	23
GNB1	0
GNB2	7
GNB5	0
GNG5	2
GNL3L	0
GNPTG	1
GOLGA2	0
GOLGA4	1
GOLGB1	0
GOLM2	0
GOSR1	0
GPATCH2L	1
GPBP1	2
GPBP1L1	3
GPCPD1	0
GPSM2	0
GPX1	59
GPX4	7
GRB2	1
GRIPAP1	0
GRK2	0
GRK3	0
GRK6	3
GSK3B	1
GSPT1	66
GSTK1	4
GSTO1	0
GTDC1	0
GTF2I	1
GTPBP4	2
GUK1	222
GYPC	205
H1-2	9
H2AC18	0
H2AC19	0
H2AZ1	2
H2AZ2	0
H3-3A	19
H3-3B	4
HADHB	0
HAPSTR1	1
HAT1	0
HBA1	66024
HBA2	112113
HBB	189278
HBP1	0
HCLS1	1
HCST	1
HDGF	14
HECTD1	1
HELZ	0
HERC1	3
HIF1A	0
HINT1	4
HIPK1	4
HIPK3	0
HLA-A-3	5
HLA-A-6	5
HLA-B-1	1
HLA-B-2	2
HLA-B-3	2
HLA-B-5	1
HLA-DQA1-2	0
HLA-DQA1-4	0
HLA-E	0
HLA-E-1	0
HLA-E-2	0
HMGB1	3
HMGB1P6	2
HMGB2	0
HMGN1	0
HMGN2	1
HNRNPA2B1	2
HNRNPA3	1
HNRNPC	0
HNRNPD	1
HNRNPDL	1
HNRNPF	0
HNRNPH2	0
HNRNPH3	0
HNRNPK	3
HNRNPM	0
HNRNPU	2
HNRNPUL1	1
HOOK3	0
HP1BP3	1
HPCAL1	4
HPS1	14
HSD17B12	0
HSP90AA1	22
HSP90AB1	15
HSPA4L	0
HSPA9	1
HYCC2	0
ICAM3	1
IDH2	0
IDS	1
IER2	1
IFI16	1
IFITM2	0
IFRD1	0
IGBP1	0
IGF2R	3
IK	4
IL2RG	1
INTS6	0
IRAG2	0
IRAK4	0
IRF1	4
IRF2	0
IRF9	3
IRS2	0
ISCA1	29
ISCU	31
ISG20L2	1
IST1	0
ITGA1	0
ITGAL	1
ITM2B	16
ITPR2	0
ITSN2	0
JAK1	0
JARID2	1
JMJD1C	1
JOSD1	1
JTB	2
JUNB	1
JUND	24
KAT6A	0
KCMF1	2
KCNK6	0
KCNMB1	2
KDM5A	2
KDM6A	1
KDM6B	0
KDM7A	2
KHDRBS1	0
KIDINS220	0
KIF2A	0
KIF5B	0
KLF2	7
KLF3	4
KLF6	18
KLHL24	0
KLHL5	0
KMT2C	1
KMT2E	0
KPNA4	3
KPNB1	0
KRAS	0
KRBA2	1
KREMEN1	0
L1TD1	0
LAMP1	0
LAMTOR1	1
LAMTOR4	0
LAMTOR5	6
LAPTM5	0
LBR	0
LCOR	2
LCP1	0
LDLR	0
LIMS1	0
LITAF	0
LMBRD1	0
LNPEP	0
LPGAT1	1
LPIN2	9
LPP	0
LRP10	4
LRRC58	0
LRRFIP1	1
LRRFIP2	0
LSM3	1
LYPLA1	0
LYRM7	0
LYST	0
MAB21L3	1
MACF1	0
MACROH2A1	0
MAF1	21
MAP1LC3B	42
MAP2K2	6
MAP2K3	85
MAP3K11	0
MAP3K2	0
MAP3K8	0
MAP4K2	0
MAP4K4	5
MAPK1	3
MAPK1IP1L	0
MAPKAPK2	0
MAPRE1	0
MARCHF6	4
MARK3	14
MAVS	0
MAX	1
MBD2	0
MBD4	0
MBD5	1
MBNL1	2
MBP	12
MCL1	1
MDM2	0
MDM4	0
MECP2	0
MED11	0
MED12	1
MED13	0
MED13L	3
MED27	0
MED28	3
MEF2A	0
METTL9	14
MFN1	1
MFSD11	0
MGAT4A	1
MGLL	0
MICAL3	1
MID1	0
MIDN	0
MIER1	0
MIGA1	0
MINDY2	1
MKNK2	12
MKRN1	139
MLF2	1
MLH1	0
MLLT6-1	0
MLX	1
MMP24OS	3
MOB1A	0
MORC3	0
MORF4L1	7
MPC2	2
MPLKIP	0
MRFAP1	8
MRPL33	1
MRPL57	0
MS4A4E	0
MSL1	0
MSN	0
MT-ATP6	20
MT-ATP8	0
MT-CO1	83
MT-CO2	24
MT-CO3	30
MT-CYB	12
MT-ND1	14
MT-ND2	14
MT-ND3	13
MT-ND4	25
MT-ND4L	2
MT-ND5	7
MTATP6P1	2
MTCH1	5
MTDH	0
MTHFD1	2
MTND1P23	1
MTND2P28	0
MTPN	0
MXI1	69
MYADM	0
MYCBP2	0
MYH7B	0
MYH9	0
MYL12A	6
MYL12B	6
MYL6	77
MYO5A	1
MYO9B	0
N4BP2L2	1
NAA60	0
NABP1	1
NACA	23
NAMPT	58
NAP1L1	0
NAPA	9
NAPG	0
NARF	3
NASP	0
NBPF10	0
NBPF14	0
NBPF19	0
NBR1	0
NCBP3	0
NCOA1	2
NCOA3	0
NCOA4	97
NCOR1	1
NDUFA1	1
NDUFA13	1
NDUFA2	5
NDUFA4	1
NDUFA5	0
NDUFB1	0
NDUFB11	1
NDUFB4	1
NDUFB9	0
NDUFC1	2
NDUFS2	0
NEDD8	0
NFAT5	0
NFE2L2	1
NFKB2	2
NFKBIA	0
NFKBIB	0
NFKBIZ	1
NIN	0
NIPBL	3
NKTR	0
NMI	1
NMNAT3	0
NNT	1
NONO	0
NOP10	0
NOTCH2NLC	0
NPC2	0
NPEPPS	0
NR1H2	1
NR4A2	0
NRDC	2
NSD1	0
NSD3	2
NT5C3A	1
NUDC	0
NUDT3	0
NUFIP2	0
NUMB	0
OAZ1	264
OAZ2	3
OCIAD1	4
ODC1	21
OGA	0
OGDH	2
OPHN1	0
OR11G2	1
ORAI1	0
ORAI2	0
ORC4	0
OSBPL8	0
OSER1	3
OST4	33
OSTF1	0
OTUB1	0
OTUD5	2
P2RX4	0
P2RX7	0
P4HB	1
PABPC1	13
PABPN1	0
PACS1	0
PAFAH1B1	2
PAFAH1B2	0
PAIP2	4
PAK2	0
PANK2	1
PAPOLA	7
PARK7	0
PBRM1	2
PCBP1	7
PCBP2	7
PCGF5	22
PCM1	4
PCMTD1	8
PCSK7	1
PCYT1A	0
PDAP1	1
PDCD10	16
PDCD4	0
PDE4DIP	0
PDIA3	0
PDIA5	0
PELI1	1
PET100	0
PFDN5	18
PFN1	2
PGAM1	0
PGK1	0
PGLS	0
PHACTR1	1
PHF20	1
PHF20L1	0
PHF3	0
PHIP	0
PHKB	0
PIAS1	0
PIGN	1
PIK3C3	0
PIM1	12
PIP4K2A	54
PITHD1	80
PJA2	0
PKN2	1
PLA2G10CP	0
PLAT	0
PLEK	1
PLEKHB2	1
PLP2	0
PMAIP1	0
PNPLA2	7
PNPLA8	0
PNPT1	1
PNRC1	10
POC1B	0
POLR1D	20
POLR2E	1
POLR2J	1
POLR2J3-1	1
POMP	2
PPDPF	7
PPHLN1	0
PPIA	2
PPIG	1
PPM1A	16
PPP1CA	0
PPP1CB	27
PPP1R12A	0
PPP1R15A	1
PPP1R2	1
PPP2R2A	1
PPP2R5A	0
PPP2R5C	0
PPP3CA	0
PPP3R1	10
PPP4C	0
PPP4R2	0
PPP4R3B	0
PPP6R1	2
PPP6R3	0
PRDM2	0
PRDX5	33
PRDX6	87
PRELID1	1
PREX1	0
PRKACA	2
PRKAG2	0
PRKAR1A	0
PRKCB	0
PRKX	0
PRMT2	0
PRPSAP1	0
PRR11	0
PRR13	1
PRRC2C	1
PSAP	2
PSIP1	2
PSMA4	0
PSMA6	0
PSMA7	6
PSMB1	1
PSMD13	0
PSMD4	5
PSMD6	2
PSME1	8
PSME4	7
PTBP3	1
PTEN	1
PTGES3	9
PTMA	1
PTP4A2	5
PTPN1	0
PTPN11	0
PTPN18	0
PTPN6	0
PTPRC	2
PTPRJ	1
QKI	0
R3HDM2	0
R3HDM4	26
RAB11A	0
RAB14	0
RAB18	0
RAB1A	0
RAB21	2
RAB27A	0
RAB2A	0
RAB5A	2
RAB5C	4
RAB5IF	0
RAB7A	0
RAB8A	0
RAB8B	0
RABAC1	0
RABGAP1L	0
RAC1	0
RAC2	1
RACK1	4
RAD21	2
RAD23B	0
RAF1	1
RALBP1	14
RALY	0
RAP1A	3
RAP1B	1
RASGRP2	0
RB1CC1	0
RBBP6	0
RBM22P2	0
RBM3	1
RBM38	130
RBM39	1
RBM4	0
RBM8A	1
RBX1	37
RC3H1	1
RCOR3	2
REEP5	1
REL	1
RESF1	2
RFFL	0
RGS10	14
RHAG	1
RHEB	0
RHOA	3
RHOF	0
RHOG	0
RICTOR	1
RILPL2	0
RIOK3	101
RIPOR2	1
RNASEK	0
RNASEK-C17orf49	0
RNASET2	0
RNF10	60
RNF11	22
RNF115	0
RNF14	9
RNF145	0
RNF213	0
RNF41	0
RNF7	1
RNPEPL1	0
RO60	4
ROCK1	2
RPAP2	0
RPL10	11
RPL11	16
RPL12	11
RPL13	19
RPL13A	6
RPL14	1
RPL15	2
RPL18	4
RPL18A	10
RPL19	8
RPL21	67
RPL23	2
RPL23A	8
RPL24	4
RPL26	2
RPL27A	5
RPL28	23
RPL29	11
RPL3	5
RPL30	26
RPL31	6
RPL32	32
RPL34	13
RPL35A	23
RPL36	8
RPL36AL	3
RPL37	11
RPL37A	12
RPL38	8
RPL39	14
RPL4	0
RPL41	48
RPL5	4
RPL6	8
RPL7	6
RPL7A	1
RPL8	15
RPLP1	37
RPLP2	43
RPS10	12
RPS11	20
RPS12	121
RPS13	15
RPS14	27
RPS15	26
RPS15A	20
RPS16	4
RPS19	8
RPS19BP1	0
RPS2	11
RPS20	10
RPS21	0
RPS23	6
RPS24	13
RPS25	8
RPS26	0
RPS27	14
RPS27A	13
RPS27L	2
RPS28	9
RPS29	6
RPS3	5
RPS3A	2
RPS4X	8
RPS5	6
RPS6	16
RPS6KA3	1
RPS7	7
RPS8	3
RSF1	0
RSRC2	2
RSRP1	1
RTF1	0
RTF2	0
RTN4	2
RUNDC1	1
S100A4	6
S100A6	3
SAMD4B	1
SAMD9	9
SAP18	4
SAP30BP	0
SAR1A	0
SARAF	5
SAT1	13
SBNO1	0
SCAF11	3
SCAND1	0
SCFD1	0
SDCBP	8
SEC11A	0
SEC14L1	8
SEC22B	2
SEC23A	0
SEC61G	0
SEC62	111
SECISBP2	1
SELENOF	0
SELENOK	29
SELENOT	0
SEMA6B	1
SENP7	1
SEPTIN2	1
SEPTIN7	0
SEPTIN9	0
SERF2	83
SERINC3	4
SERP1	1
SERPINB1	0
SET	0
SETD6	0
SETX	1
SF1	2
SF3A1	0
SF3B1	0
SF3B2	1
SF3B5	1
SF3B6	0
SFI1	0
SFPQ	0
SH3BGRL	17
SH3BGRL3	34
SH3BP5	0
SH3GLB1	2
SH3KBP1	0
SH3TC2	0
SHISA5	0
SHISA9	2
SHKBP1	0
SHOC2	3
SIAH2	19
SIRT2	1
SKAP2	0
SKP1	38
SLC25A15	0
SLC25A3	0
SLC25A37	395
SLC25A39	148
SLC28A2	0
SLC2A3	0
SLC35E1	0
SLC35E2B	0
SLC35E3	0
SLC38A2	0
SLC44A2	0
SLC50A1	0
SLC6A4	0
SLFN14	2
SLK	0
SLMAP	0
SLTM	1
SLU7	2
SMAD2	0
SMAD4	0
SMAP2	2
SMARCA2	0
SMCHD1	2
SMG1	1
SMIM27	1
SMNDC1	0
SMS	0
SNAP23	0
SNF8	1
SNRK	0
SNRPB	0
SNUPN	0
SNX3	47
SNX6	0
SNX9	0
SOD1	15
SON	2
SORL1	0
SOS1	1
SOS2	0
SP100	14
SPAG9	0
SPATA33	0
SPATS2	0
SPCS1	1
SPCS2	0
SPCS3	0
SPEN	0
SPG7	0
SPNS1	0
SPPL2A	0
SPPL3	0
SQSTM1	1
SREK1	0
SRGN	4
SRP14	1
SRRM1	0
SRRM2	0
SRSF10	1
SRSF2	0
SRSF3	1
SRSF4	0
SRSF5	1
SRSF6	0
SRSF8	9
SRSF9	3
SSH2	0
SSU72	2
ST13	31
ST3GAL1	0
STAG2	8
STAT3	0
STAT5B	0
STAU1	8
STK10	0
STK17A	2
STK17B	0
STK24	1
STK3	1
STK4	0
STMP1	31
STRAP	2
STT3B	0
STUB1	0
STX16	0
STXBP2	3
STXBP3	2
SUB1	3
SUMO1	0
SUMO2	2
SUMO3	0
SUZ12	0
SYAP1	0
SYF2	2
SZRD1	1
TAB2	0
TACC1	0
TADA3	0
TAF10	1
TAF2	0
TAF7	3
TAGLN2	0
TALDO1	31
TANGO2	10
TANK	3
TAOK1	0
TAOK3	0
TARBP1	1
TAX1BP1	27
TBC1D15	0
TBCD	1
TBCK	0
TBK1	1
TBL1XR1	4
TCEA1	25
TCF25	0
TCP11L2	27
TERF2IP	60
TET2	1
TFDP2	1
TFG	1
TGFB1	0
TGOLN2	0
THOC5	0
THOC7	9
THRAP3	4
TIMM17A	1
TKT	0
TLK1	0
TLK2	0
TLN1	1
TM9SF2	0
TMA7	9
TMBIM4	0
TMBIM6	3
TMED2	0
TMED5	0
TMEM120B	0
TMEM123	1
TMEM154	1
TMEM167A	0
TMEM183A	6
TMEM212	1
TMEM219	0
TMEM248	1
TMEM258	0
TMEM41B	0
TMEM45A	0
TMEM50A	2
TMEM59	11
TMEM9B	3
TMF1	0
TMOD3	0
TMSB10	7
TMSB4X	16
TMSB4XP4	0
TMUB2	0
TMX4	0
TNFAIP3	1
TNFAIP8L1	0
TNRC6B	2
TOMM7	2
TOP1	24
TP53INP1	1
TPGS1	4
TPI1	1
TPM1	1
TPM3	0
TPM4	0
TPR	0
TPST2	1
TPT1	131
TRA2A	1
TRA2B	0
TRAM1	1
TRAPPC1	0
TRAPPC5	13
TRIM52	0
TRIM56	1
TRIM58	81
TRIOBP	0
TRIP11	0
TRIP12	1
TRIR	1
TRNAU1AP	2
TSC2	1
TSC22D3	2
TSC22D4	6
TSGA10	0
TSPAN10	1
TSPAN14	2
TSPO	1
TSPYL1	2
TTC3	0
TUBA1A	1
TUBA1B	0
TUBA4A	2
TUBB4B	2
TUT7	1
TXN	14
TXNIP	1
TXNL1	2
TXNL4A	2
TYMP	1
U2AF1	2
UBA52	131
UBALD2	7
UBB	1001
UBC	6
UBE2B	61
UBE2D2	6
UBE2D3	31
UBE2E3	2
UBE2H	36
UBE2J1	0
UBE2L3	0
UBE2M	3
UBE2R2	1
UBL3	0
UBL5	8
UBN1	2
UBQLN1	2
UBR2	6
UBR4	0
UBXN1	0
UBXN4	0
UCP2	14
UFD1	3
UGGT1	1
UGP2	0
UIMC1	1
UPF2	0
UQCR10	3
UQCR11	17
UQCRB	9
UQCRH	1
USF2	0
USP12	20
USP15	21
USP22	0
USP33	0
USP34	0
USP47	0
USP7	1
USP8	0
USP9X	2
UTRN	0
UXT	0
VAMP2	1
VAPA	0
VASP	0
VCP	0
VHL	0
VIM	1
VMP1	1
VOPP1	0
VPS26A	2
VPS36	0
VPS37B	0
VPS4B	0
VRK1	2
VSIR	0
WAC	4
WAS	0
WASF2	24
WBP11	0
WBP2	16
WDR1	0
WDR26	15
WDR45	18
WHAMMP1	0
WIPF1	1
WIPI2	7
WNK1	47
WSB1	2
WTAP	0
XIAP	2
XPR1	1
XRCC5	0
XRCC6	0
XRN1	2
YBX1	94
YBX3	228
YIPF4	2
YIPF6	8
YME1L1	1
YPEL3	59
YPEL5	5
YTHDF2	0
YWHAB	1
YWHAZ	3
YY1	2
ZBTB7A	1
ZBTB8OS	0
ZC3H15	5
ZC3H7A	0
ZC3HAV1	3
ZEB2	0
ZFAND5	6
ZFAND6	0
ZFC3H1	0
ZFP36	0
ZFP36L1	1
ZMAT2	9
ZMAT3	0
ZMYM2	1
ZNF101	0
ZNF106	1
ZNF148	0
ZNF207	0
ZNF24	0
ZNF33A	0
ZNF34	0
ZNF385D	3
ZNF426	1
ZNF431	0
ZNF526	0
ZNF585B	0
ZNF605	0
ZNF639	1
ZNF655	1
ZNF66	0
ZNHIT1	2
ZZEF1	1
