gene	count
BLOC1S1	3
BLOC1S6	36
BLTP1	14
BNIP2	15
BNIP3L	16
BOD1L1	38
BORCS7	12
BPTF	10
BRAF	17
BRD4	16
BRI3	42
BRIP1	45
BRK1	3
BROX	4
BRWD1	4
BSDC1	6
BSG	3
BTF3	3
BTG1	72
BTK	24
BUD31	11
C11orf58	18
C15orf40	32
C19orf53	2
C1GALT1	3
C21orf62	26
C2CD3	102
C2orf68	22
C4orf3	25
C6orf62	20
C9orf78	11
CAB39	2
CACUL1	13
CALM1	28
CALM2	29
CALM3	9
CAMLG	6
CAP1	56
CAPN1	3
CAPNS1	4
CAPZA1	19
CAPZA2	28
CAPZB	28
CARD16	20
CARD8	7
CARHSP1	1
CASP4	49
CAST	16
CBL	6
CBX3	9
CCDC157	7
CCDC186	6
CCDC30	6
CCDC57	23
CCDC82	14
CCL5	18
CCL5-1	18
CCM2	7
CCND3	2
CCNDBP1	20
CCNI	36
CCNL1	99
CCNY	16
CCPG1	23
CD164	9
CD37	21
CD46	41
CD47	2
CD55	119
CD63	29
CD74	7
CD82	69
CDC37	1
CDC42	31
CDC42SE1	30
CDC42SE2	24
CDKL5	32
CDKN1B	8
CDKN2D	72
CDS2	15
CDV3	15
CEACAM22P	18
CELF2	48
CERCAM	35
CERT1	7
CFL1	45
CFLAR	80
CGGBP1	4
CHCHD2	5
CHD1	64
CHD2	27
CHD4	25
CHD9	2
CHFR	17
CHMP1B	7
CHMP2A	23
CHMP2B	14
CHMP4B	11
CHMP5	5
CHST12	73
CHURC1	18
CIR1	41
CIRBP	9
CKLF	17
CLEC2B	36
CLINT1	3
CLIP1	18
CLK1	9
CLTA	2
CLTC	7
CMBL	21
CMC2	3
CMIP	12
CMTM6	58
CNBP	27
CNN2	32
CNPY3	11
COA1	4
COMMD6	4
COPA	12
COPE	5
COPS2	5
COQ10B	5
CORO1A	27
COTL1	69
COX17	2
COX4I1	9
COX5B	15
COX6A1	10
COX6B1	17
COX7A2	5
COX7B	11
COX7C	2
COX8A	6
CPEB4	28
CPT1A	13
CRBN	1
CREB1	5
CREBRF	40
CSDE1	24
CSK	9
CSNK1A1	29
CSNK1D	25
CSNK1G2	5
CSNK2A1	16
CTBS	16
CTCF	2
CTDSP1	0
CTDSP2	6
CTSC	8
CTSS	135
CTSZ	8
CUL3	8
CUL4B	6
CUX1	11
CXCR4	87
CYB561A3	42
CYB5R3	1
CYB5R4	29
CYBA	47
CYBC1	6
CYLD	37
CYP20A1	12
CYRIB	66
CYTH2	19
DAD1	3
DAPP1	12
DAZAP2	47
DBI	3
DBNL	3
DCAKD	16
DCP2	9
DCUN1D1	3
DCUN1D2	34
DDX17	38
DDX21	50
DDX3X	57
DDX5	69
DDX6	11
DEK	11
DESI1	1
DGKH	7
DGKZ	6
DHRS7	30
DIAPH1	5
DNAJA1	26
DNAJB1	23
DNAJB6	24
DNAJC21	3
DNAJC7	5
DNM1	8
DNM2	2
DR1	9
DRAP1	5
DSG3	23
DUSP1	351
DYNLL1	2
DYNLL2	1
DYNLRB1	3
DYNLT3	4
DYRK1A	12
E2F3P2	5
EEF1A1	34
EEF2	1
EHBP1L1	15
EHD1	17
EIF1	170
EIF1B	11
EIF2AK1	0
EIF3I	10
EIF4A1	14
EIF4A2	7
EIF4B	8
EIF4EBP2	8
EIF4G2	24
EIF4G3	6
EIF4H	1
EIF5	27
EIF5A	4
ELAPOR1	59
ELAVL1	8
ELF1	13
ELF2	19
ELMO1	6
ELOB	27
EMC10	5
EMC3	5
EMD	7
EMP3	10
ENO1	2
ENSA	3
EP300	24
EPB41	18
EPN1	9
EPS15	9
ERBIN	30
ERICH1	2
ERN1	27
ETV6	7
EVI2B	76
EWSR1	9
EXOC7	4
FAAP20	5
FAM107B	27
FAM120AOS	17
FAM133B	33
FAM177A1	15
FAM204A	3
FAM241A	33
FAM32A	6
FAM50A	0
FAM89B	4
FAU	65
FAUP4	18
FAXC	32
FBRS	5
FBXL20	9
FBXL3	2
FBXO11	6
FBXO48	43
FBXO7	2
FBXO9	0
FBXW7	12
FEM1A	48
FERMT3	8
FGFR1OP2	0
FIS1	5
FKBP1A	21
FKBP8	14
FLNA	7
FLOT2	13
FMN1	44
FMNL1	49
FNBP1	9
FNIP1	17
FOS	116
FOSB	52
FOXN3	14
FOXO3	31
FOXP1	12
FTH1	2022
FTL	736
FUS	21
FXR1	3
FXR2	3
FXYD5	1
FYTTD1	3
G3BP2	12
GABARAP	53
GABARAPL2	20
GABRD	5
GALNT1	3
GAPDH	21
GAPVD1	4
GASK1A	72
GATAD2A	10
GATD1	44
GBF1	7
GCC2	10
GGNBP2	6
GHITM	7
GIT2	6
GLRX5	3
GLTP	5
GMFG	97
GNA13	7
GNAI2	75
GNAI3	35
GNAS	28
GNB1	9
GNB2	55
GNB5	17
GNG5	21
GNL3L	14
GNPTG	12
GOLGA2	8
GOLGA4	4
GOLGB1	38
GOLM2	7
GOSR1	9
GPATCH2L	15
GPBP1	12
GPBP1L1	7
GPCPD1	29
GPSM2	25
GPX1	4
GPX4	5
GRB2	33
GRIPAP1	14
GRK2	9
GRK3	8
GRK6	6
GSK3B	8
GSPT1	0
GSTK1	1
GSTO1	3
GTDC1	13
GTF2I	9
GTPBP4	65
GUK1	7
GYPC	3
H1-2	2
H2AC18	127
H2AC19	127
H2AZ1	21
H2AZ2	8
H3-3A	439
H3-3B	382
HADHB	4
HAPSTR1	61
HAT1	3
HBA1	253
HBA2	763
HBB	1204
HBP1	27
HCLS1	48
HCST	4
HDGF	2
HECTD1	5
HELZ	4
HERC1	1
HIF1A	77
HINT1	4
HIPK1	8
HIPK3	15
HLA-A-3	56
HLA-A-6	56
HLA-B-1	39
HLA-B-2	67
HLA-B-3	69
HLA-B-5	37
HLA-DQA1-2	17
HLA-DQA1-4	17
HLA-E	48
HLA-E-1	54
HLA-E-2	48
HMGB1	27
HMGB1P6	4
HMGB2	3
HMGN1	1
HMGN2	4
HNRNPA2B1	28
HNRNPA3	23
HNRNPC	34
HNRNPD	11
HNRNPDL	4
HNRNPF	5
HNRNPH2	15
HNRNPH3	4
HNRNPK	27
HNRNPM	5
HNRNPU	39
HNRNPUL1	36
HOOK3	10
HP1BP3	12
HPCAL1	46
HPS1	3
HSD17B12	24
HSP90AA1	47
HSP90AB1	3
HSPA4L	21
HSPA9	21
HYCC2	29
ICAM3	36
IDH2	8
IDS	7
IER2	129
IFI16	11
IFITM2	609
IFRD1	23
IGBP1	0
IGF2R	62
IK	9
IL2RG	23
INTS6	14
IRAG2	18
IRAK4	3
IRF1	101
IRF2	10
IRF9	8
IRS2	42
ISCA1	3
ISCU	13
ISG20L2	36
IST1	6
ITGA1	17
ITGAL	5
ITM2B	313
ITPR2	3
ITSN2	7
JAK1	42
JARID2	8
JMJD1C	109
JOSD1	10
JTB	14
JUNB	184
JUND	163
KAT6A	29
KCMF1	8
KCNK6	48
KCNMB1	24
KDM5A	13
KDM6A	11
KDM6B	76
KDM7A	4
KHDRBS1	9
KIDINS220	22
KIF2A	5
KIF5B	4
KLF2	106
KLF3	10
KLF6	86
KLHL24	7
KLHL5	6
KMT2C	52
KMT2E	14
KPNA4	28
KPNB1	15
KRAS	12
KRBA2	10
KREMEN1	16
L1TD1	32
LAMP1	9
LAMTOR1	1
LAMTOR4	34
LAMTOR5	10
LAPTM5	92
LBR	20
LCOR	9
LCP1	118
LDLR	35
LIMS1	8
LITAF	256
LMBRD1	7
LNPEP	0
LPGAT1	16
LPIN2	6
LPP	14
LRP10	25
LRRC58	46
LRRFIP1	88
LRRFIP2	1
LSM3	2
LYPLA1	6
LYRM7	53
LYST	35
MAB21L3	43
MACF1	35
MACROH2A1	16
MAF1	2
MAP1LC3B	34
MAP2K2	3
MAP2K3	36
MAP3K11	15
MAP3K2	42
MAP3K8	11
MAP4K2	8
MAP4K4	25
MAPK1	11
MAPK1IP1L	4
MAPKAPK2	8
MAPRE1	3
MARCHF6	8
MARK3	15
MAVS	3
MAX	11
MBD2	8
MBD4	5
MBD5	5
MBNL1	21
MBP	22
MCL1	144
MDM2	2
MDM4	12
MECP2	12
MED11	5
MED12	17
MED13	7
MED13L	49
MED27	14
MED28	9
MEF2A	3
METTL9	9
MFN1	25
MFSD11	2
MGAT4A	56
MGLL	3
MICAL3	18
MID1	23
MIDN	94
MIER1	8
MIGA1	20
MINDY2	23
MKNK2	7
MKRN1	8
MLF2	16
MLH1	9
MLLT6-1	25
MLX	29
MMP24OS	5
MOB1A	11
MORC3	7
MORF4L1	17
MPC2	1
MPLKIP	4
MRFAP1	2
MRPL33	2
MRPL57	5
MS4A4E	17
MSL1	21
MSN	33
MT-ATP6	302
MT-ATP8	6
MT-CO1	185
MT-CO2	247
MT-CO3	340
MT-CYB	272
MT-ND1	214
MT-ND2	243
MT-ND3	205
MT-ND4	381
MT-ND4L	49
MT-ND5	48
MTATP6P1	85
MTCH1	6
MTDH	4
MTHFD1	48
MTND1P23	5
MTND2P28	3
MTPN	16
MXI1	11
MYADM	48
MYCBP2	8
MYH7B	10
MYH9	36
MYL12A	23
MYL12B	33
MYL6	107
MYO5A	17
MYO9B	17
N4BP2L2	23
NAA60	4
NABP1	401
NACA	15
NAMPT	3818
NAP1L1	6
NAPA	12
NAPG	3
NARF	10
NASP	7
NBPF10	24
NBPF14	7
NBPF19	4
NBR1	11
NCBP3	13
NCOA1	21
NCOA3	2
NCOA4	23
NCOR1	12
NDUFA1	9
NDUFA13	3
NDUFA2	6
NDUFA4	0
NDUFA5	2
NDUFB1	13
NDUFB11	2
NDUFB4	3
NDUFB9	5
NDUFC1	3
NDUFS2	3
NEDD8	10
NFAT5	11
NFE2L2	26
NFKB2	40
NFKBIA	660
NFKBIB	4
NFKBIZ	234
NIN	15
NIPBL	17
NKTR	9
NMI	19
NMNAT3	17
NNT	4
NONO	6
NOP10	45
NOTCH2NLC	27
NPC2	5
NPEPPS	22
NR1H2	2
NR4A2	14
NRDC	14
NSD1	6
NSD3	12
NT5C3A	2
NUDC	4
NUDT3	9
NUFIP2	21
NUMB	39
OAZ1	123
OAZ2	36
OCIAD1	1
ODC1	0
OGA	25
OGDH	5
OPHN1	9
OR11G2	20
ORAI1	2
ORAI2	21
ORC4	27
OSBPL8	21
OSER1	18
OST4	11
OSTF1	17
OTUB1	6
OTUD5	7
P2RX4	3
P2RX7	19
P4HB	10
PABPC1	34
PABPN1	3
PACS1	8
PAFAH1B1	32
PAFAH1B2	12
PAIP2	12
PAK2	34
PANK2	8
PAPOLA	11
PARK7	10
PBRM1	12
PCBP1	39
PCBP2	27
PCGF5	2
PCM1	3
PCMTD1	1
PCSK7	46
PCYT1A	10
PDAP1	1
PDCD10	5
PDCD4	17
PDE4DIP	6
PDIA3	44
PDIA5	7
PELI1	55
PET100	4
PFDN5	15
PFN1	28
PGAM1	7
PGK1	26
PGLS	6
PHACTR1	59
PHF20	10
PHF20L1	26
PHF3	11
PHIP	16
PHKB	8
PIAS1	11
PIGN	31
PIK3C3	42
PIM1	5
PIP4K2A	3
PITHD1	2
PJA2	23
PKN2	29
PLA2G10CP	14
PLAT	37
PLEK	154
PLEKHB2	27
PLP2	4
PMAIP1	13
PNPLA2	2
PNPLA8	30
PNPT1	77
PNRC1	233
POC1B	8
POLR1D	5
POLR2E	2
POLR2J	6
POLR2J3-1	8
POMP	11
PPDPF	0
PPHLN1	10
PPIA	3
PPIG	26
PPM1A	8
PPP1CA	13
PPP1CB	23
PPP1R12A	16
PPP1R15A	119
PPP1R2	20
PPP2R2A	9
PPP2R5A	10
PPP2R5C	17
PPP3CA	11
PPP3R1	3
PPP4C	13
PPP4R2	14
PPP4R3B	2
PPP6R1	3
PPP6R3	5
PRDM2	12
PRDX5	13
PRDX6	4
PRELID1	8
PREX1	20
PRKACA	17
PRKAG2	12
PRKAR1A	23
PRKCB	33
PRKX	20
PRMT2	2
PRPSAP1	8
PRR11	11
PRR13	27
PRRC2C	30
PSAP	33
PSIP1	2
PSMA4	4
PSMA6	11
PSMA7	11
PSMB1	13
PSMD13	2
PSMD4	4
PSMD6	0
PSME1	13
PSME4	6
PTBP3	20
PTEN	31
PTGES3	3
PTMA	16
PTP4A2	31
PTPN1	3
PTPN11	12
PTPN18	0
PTPN6	11
PTPRC	182
PTPRJ	13
QKI	19
R3HDM2	4
R3HDM4	55
RAB11A	4
RAB14	3
RAB18	6
RAB1A	12
RAB21	17
RAB27A	10
RAB2A	14
RAB5A	8
RAB5C	12
RAB5IF	15
RAB7A	19
RAB8A	7
RAB8B	14
RABAC1	5
RABGAP1L	6
RAC1	34
RAC2	29
RACK1	3
RAD21	7
RAD23B	11
RAF1	58
RALBP1	12
RALY	5
RAP1A	25
RAP1B	31
RASGRP2	7
RB1CC1	29
RBBP6	5
RBM22P2	27
RBM3	3
RBM38	1
RBM39	35
RBM4	4
RBM8A	9
RBX1	4
RC3H1	8
RCOR3	4
REEP5	5
REL	35
RESF1	51
RFFL	27
RGS10	1
RHAG	19
RHEB	3
RHOA	34
RHOF	0
RHOG	29
RICTOR	45
RILPL2	19
RIOK3	14
RIPOR2	66
RNASEK	37
RNASEK-C17orf49	16
RNASET2	60
RNF10	38
RNF11	7
RNF115	6
RNF14	2
RNF145	6
RNF213	13
RNF41	16
RNF7	2
RNPEPL1	2
RO60	5
ROCK1	31
RPAP2	3
RPL10	9
RPL11	11
RPL12	15
RPL13	1
RPL13A	6
RPL14	8
RPL15	4
RPL18	5
RPL18A	1
RPL19	8
RPL21	9
RPL23	12
RPL23A	2
RPL24	2
RPL26	6
RPL27A	13
RPL28	35
RPL29	6
RPL3	4
RPL30	31
RPL31	0
RPL32	12
RPL34	23
RPL35A	3
RPL36	0
RPL36AL	19
RPL37	33
RPL37A	4
RPL38	10
RPL39	40
RPL4	0
RPL41	68
RPL5	2
RPL6	3
RPL7	6
RPL7A	4
RPL8	1
RPLP1	22
RPLP2	7
RPS10	10
RPS11	25
RPS12	10
RPS13	6
RPS14	18
RPS15	8
RPS15A	11
RPS16	10
RPS19	5
RPS19BP1	1
RPS2	8
RPS20	5
RPS21	6
RPS23	4
RPS24	18
RPS25	7
RPS26	5
RPS27	14
RPS27A	23
RPS27L	4
RPS28	12
RPS29	5
RPS3	11
RPS3A	7
RPS4X	4
RPS5	4
RPS6	10
RPS6KA3	28
RPS7	14
RPS8	5
RSF1	2
RSRC2	8
RSRP1	12
RTF1	5
RTF2	22
RTN4	28
RUNDC1	8
S100A4	143
S100A6	231
SAMD4B	43
SAMD9	5
SAP18	9
SAP30BP	5
SAR1A	72
SARAF	26
SAT1	556
SBNO1	2
SCAF11	29
SCAND1	2
SCFD1	11
SDCBP	97
SEC11A	3
SEC14L1	53
SEC22B	12
SEC23A	17
SEC61G	3
SEC62	17
SECISBP2	2
SELENOF	2
SELENOK	9
SELENOT	12
SEMA6B	95
SENP7	1
SEPTIN2	8
SEPTIN7	45
SEPTIN9	3
SERF2	40
SERINC3	15
SERP1	21
SERPINB1	45
SET	9
SETD6	5
SETX	11
SF1	23
SF3A1	0
SF3B1	21
SF3B2	12
SF3B5	3
SF3B6	4
SFI1	43
SFPQ	11
SH3BGRL	13
SH3BGRL3	71
SH3BP5	9
SH3GLB1	24
SH3KBP1	25
SH3TC2	5
SHISA5	5
SHISA9	17
SHKBP1	8
SHOC2	24
SIAH2	1
SIRT2	7
SKAP2	23
SKP1	18
SLC25A15	9
SLC25A3	13
SLC25A37	277
SLC25A39	0
SLC28A2	20
SLC2A3	70
SLC35E1	7
SLC35E2B	27
SLC35E3	48
SLC38A2	7
SLC44A2	6
SLC50A1	8
SLC6A4	8
SLFN14	7
SLK	8
SLMAP	8
SLTM	5
SLU7	7
SMAD2	5
SMAD4	3
SMAP2	67
SMARCA2	8
SMCHD1	162
SMG1	29
SMIM27	14
SMNDC1	3
SMS	2
SNAP23	11
SNF8	5
SNRK	10
SNRPB	2
SNUPN	5
SNX3	6
SNX6	12
SNX9	3
SOD1	0
SON	23
SORL1	105
SOS1	30
SOS2	21
SP100	16
SPAG9	39
SPATA33	8
SPATS2	8
SPCS1	18
SPCS2	3
SPCS3	6
SPEN	13
SPG7	3
SPNS1	7
SPPL2A	9
SPPL3	3
SQSTM1	31
SREK1	10
SRGN	898
SRP14	25
SRRM1	4
SRRM2	26
SRSF10	4
SRSF2	2
SRSF3	9
SRSF4	12
SRSF5	46
SRSF6	1
SRSF8	3
SRSF9	6
SSH2	20
SSU72	3
ST13	1
ST3GAL1	3
STAG2	10
STAT3	50
STAT5B	39
STAU1	4
STK10	42
STK17A	6
STK17B	38
STK24	4
STK3	14
STK4	27
STMP1	7
STRAP	4
STT3B	30
STUB1	2
STX16	9
STXBP2	9
STXBP3	3
SUB1	31
SUMO1	7
SUMO2	9
SUMO3	0
SUZ12	7
SYAP1	17
SYF2	11
SZRD1	5
TAB2	9
TACC1	11
TADA3	2
TAF10	2
TAF2	13
TAF7	31
TAGLN2	105
TALDO1	65
TANGO2	5
TANK	19
TAOK1	7
TAOK3	14
TARBP1	36
TAX1BP1	22
TBC1D15	33
TBCD	47
TBCK	20
TBK1	80
TBL1XR1	5
TCEA1	0
TCF25	12
TCP11L2	8
TERF2IP	8
TET2	41
TFDP2	3
TFG	15
TGFB1	20
TGOLN2	6
THOC5	21
THOC7	0
THRAP3	5
TIMM17A	17
TKT	28
TLK1	2
TLK2	1
TLN1	30
TM9SF2	4
TMA7	40
TMBIM4	13
TMBIM6	42
TMED2	5
TMED5	13
TMEM120B	12
TMEM123	8
TMEM154	72
TMEM167A	3
TMEM183A	2
TMEM212	7
TMEM219	3
TMEM248	3
TMEM258	2
TMEM41B	5
TMEM45A	7
TMEM50A	17
TMEM59	13
TMEM9B	4
TMF1	8
TMOD3	17
TMSB10	16
TMSB4X	288
TMSB4XP4	0
TMUB2	7
TMX4	15
TNFAIP3	185
TNFAIP8L1	5
TNRC6B	23
TOMM7	2
TOP1	23
TP53INP1	2
TPGS1	50
TPI1	7
TPM1	23
TPM3	77
TPM4	41
TPR	39
TPST2	4
TPT1	142
TRA2A	17
TRA2B	3
TRAM1	4
TRAPPC1	6
TRAPPC5	0
TRIM52	15
TRIM56	10
TRIM58	3
TRIOBP	7
TRIP11	15
TRIP12	10
TRIR	7
TRNAU1AP	24
TSC2	30
TSC22D3	43
TSC22D4	5
TSGA10	9
TSPAN10	77
TSPAN14	12
TSPO	24
TSPYL1	2
TTC3	5
TUBA1A	121
TUBA1B	18
TUBA4A	15
TUBB4B	7
TUT7	16
TXN	39
TXNIP	57
TXNL1	5
TXNL4A	4
TYMP	34
U2AF1	13
UBA52	45
UBALD2	12
UBB	15
UBC	109
UBE2B	50
UBE2D2	7
UBE2D3	60
UBE2E3	2
UBE2H	12
UBE2J1	30
UBE2L3	3
UBE2M	8
UBE2R2	38
UBL3	7
UBL5	24
UBN1	12
UBQLN1	5
UBR2	13
UBR4	13
UBXN1	3
UBXN4	14
UCP2	3
UFD1	4
UGGT1	15
UGP2	2
UIMC1	2
UPF2	7
UQCR10	8
UQCR11	19
UQCRB	2
UQCRH	1
USF2	6
USP12	1
USP15	27
USP22	5
USP33	1
USP34	5
USP47	2
USP7	4
USP8	42
USP9X	13
UTRN	2
UXT	3
VAMP2	21
VAPA	29
VASP	51
VCP	6
VHL	10
VIM	68
VMP1	44
VOPP1	13
VPS26A	2
VPS36	4
VPS37B	11
VPS4B	9
VRK1	14
VSIR	51
WAC	35
WAS	16
WASF2	9
WBP11	4
WBP2	9
WDR1	8
WDR26	22
WDR45	22
WHAMMP1	3
WIPF1	39
WIPI2	9
WNK1	15
WSB1	14
WTAP	10
XIAP	39
XPR1	12
XRCC5	22
XRCC6	5
XRN1	8
YBX1	1
YBX3	5
YIPF4	41
YIPF6	133
YME1L1	23
YPEL3	61
YPEL5	50
YTHDF2	3
YWHAB	30
YWHAZ	48
YY1	7
ZBTB7A	13
ZBTB8OS	5
ZC3H15	1
ZC3H7A	3
ZC3HAV1	8
ZEB2	35
ZFAND5	7
ZFAND6	10
ZFC3H1	7
ZFP36	171
ZFP36L1	182
ZMAT2	9
ZMAT3	10
ZMYM2	6
ZNF101	19
ZNF106	7
ZNF148	6
ZNF207	13
ZNF24	13
ZNF33A	9
ZNF34	20
ZNF385D	24
ZNF426	27
ZNF431	10
ZNF526	61
ZNF585B	16
ZNF605	24
ZNF639	6
ZNF655	2
ZNF66	8
ZNHIT1	5
ZZEF1	38
