gene	count
C1GALT1	3
C21orf62	30
C2CD3	165
C2orf68	75
C4orf3	16
C6orf62	8
C9orf78	14
CAB39	2
CACUL1	3
CALM1	70
CALM2	54
CALM3	11
CAMLG	8
CAP1	13
CAPN1	8
CAPNS1	9
CAPZA1	10
CAPZA2	9
CAPZB	17
CARD16	5
CARD8	4
CARHSP1	11
CASP4	7
CAST	23
CBL	5
CBX3	9
CCDC157	7
CCDC186	5
CCDC30	11
CCDC57	42
CCDC82	5
CCL5	85
CCL5-1	85
CCM2	8
CCND3	4
CCNDBP1	8
CCNI	48
CCNL1	36
CCNY	1
CCPG1	1
CD164	12
CD37	154
CD46	10
CD47	12
CD55	15
CD63	10
CD74	617
CD82	35
CDC37	9
CDC42	65
CDC42SE1	17
CDC42SE2	23
CDKL5	8
CDKN1B	16
CDKN2D	4
CDS2	10
CDV3	11
CEACAM22P	16
CELF2	14
CERCAM	27
CERT1	10
CFL1	76
CFLAR	25
CGGBP1	9
CHCHD2	42
CHD1	14
CHD2	21
CHD4	17
CHD9	8
CHFR	15
CHMP1B	6
CHMP2A	9
CHMP2B	4
CHMP4B	8
CHMP5	3
CHST12	140
CHURC1	6
CIR1	13
CIRBP	47
CKLF	3
CLEC2B	5
CLINT1	3
CLIP1	23
CLK1	8
CLTA	5
CLTC	0
CMBL	4
CMC2	8
CMIP	3
CMTM6	9
CNBP	30
CNN2	15
CNPY3	10
COA1	7
COMMD6	61
COPA	13
COPE	23
COPS2	5
COQ10B	4
CORO1A	50
COTL1	36
COX17	7
COX4I1	69
COX5B	38
COX6A1	16
COX6B1	36
COX7A2	33
COX7B	19
COX7C	71
COX8A	14
CPEB4	0
CPT1A	28
CRBN	6
CREB1	6
CREBRF	14
CSDE1	28
CSK	22
CSNK1A1	5
CSNK1D	7
CSNK1G2	8
CSNK2A1	36
CTBS	3
CTCF	9
CTDSP1	6
CTDSP2	2
CTSC	3
CTSS	34
CTSZ	17
CUL3	4
CUL4B	14
CUX1	2
CXCR4	29
CYB561A3	57
CYB5R3	10
CYB5R4	6
CYBA	85
CYBC1	17
CYLD	22
CYP20A1	15
CYRIB	13
CYTH2	33
DAD1	9
DAPP1	18
DAZAP2	21
DBI	28
DBNL	12
DCAKD	10
DCP2	3
DCUN1D1	3
DCUN1D2	33
DDX17	35
DDX21	48
DDX3X	32
DDX5	101
DDX6	24
DEK	18
DESI1	17
DGKH	13
DGKZ	1
DHRS7	7
DIAPH1	6
DNAJA1	6
DNAJB1	19
DNAJB6	10
DNAJC21	44
DNAJC7	27
DNM1	5
DNM2	7
DR1	11
DRAP1	8
DSG3	29
DUSP1	28
DYNLL1	17
DYNLL2	7
DYNLRB1	10
DYNLT3	6
DYRK1A	5
E2F3P2	11
EEF1A1	926
EEF2	67
EHBP1L1	4
EHD1	10
EIF1	170
EIF1B	15
EIF2AK1	4
EIF3I	25
EIF4A1	40
EIF4A2	29
EIF4B	28
EIF4EBP2	4
EIF4G2	21
EIF4G3	6
EIF4H	12
EIF5	23
EIF5A	54
ELAPOR1	45
ELAVL1	16
ELF1	16
ELF2	9
ELMO1	9
ELOB	32
EMC10	27
EMC3	7
EMD	2
EMP3	59
ENO1	26
ENSA	17
EP300	11
EPB41	14
EPN1	11
EPS15	14
ERBIN	8
ERICH1	9
ERN1	7
ETV6	4
EVI2B	23
EWSR1	12
EXOC7	6
FAAP20	13
FAM107B	22
FAM120AOS	29
FAM133B	40
FAM177A1	12
FAM204A	9
FAM241A	18
FAM32A	4
FAM50A	6
FAM89B	2
FAU	350
FAUP4	3
FAXC	32
FBRS	4
FBXL20	8
FBXL3	3
FBXO11	6
FBXO48	87
FBXO7	7
FBXO9	2
FBXW7	6
FEM1A	52
FERMT3	6
FGFR1OP2	5
FIS1	15
FKBP1A	20
FKBP8	10
FLNA	8
FLOT2	7
FMN1	32
FMNL1	15
FNBP1	31
FNIP1	14
FOS	12
FOSB	8
FOXN3	8
FOXO3	0
FOXP1	35
FTH1	163
FTL	184
FUS	47
FXR1	11
FXR2	3
FXYD5	12
FYTTD1	3
G3BP2	24
GABARAP	19
GABARAPL2	8
GABRD	6
GALNT1	8
GAPDH	53
GAPVD1	3
GASK1A	135
GATAD2A	4
GATD1	26
GBF1	11
GCC2	21
GGNBP2	9
GHITM	20
GIT2	3
GLRX5	1
GLTP	5
GMFG	16
GNA13	9
GNAI2	34
GNAI3	9
GNAS	91
GNB1	8
GNB2	4
GNB5	20
GNG5	23
GNL3L	15
GNPTG	5
GOLGA2	7
GOLGA4	10
GOLGB1	16
GOLM2	4
GOSR1	17
GPATCH2L	2
GPBP1	18
GPBP1L1	5
GPCPD1	4
GPSM2	23
GPX1	18
GPX4	29
GRB2	30
GRIPAP1	8
GRK2	8
GRK3	33
GRK6	9
GSK3B	5
GSPT1	6
GSTK1	8
GSTO1	7
GTDC1	44
GTF2I	10
GTPBP4	32
GUK1	15
GYPC	9
H1-2	8
H2AC18	2
H2AC19	2
H2AZ1	8
H2AZ2	9
H3-3A	104
H3-3B	135
HADHB	5
HAPSTR1	8
HAT1	6
HBA1	132
HBA2	177
HBB	425
HBP1	6
HCLS1	15
HCST	5
HDGF	6
HECTD1	18
HELZ	6
HERC1	4
HIF1A	6
HINT1	55
HIPK1	1
HIPK3	1
HLA-A-3	29
HLA-A-6	29
HLA-B-1	12
HLA-B-2	10
HLA-B-3	6
HLA-B-5	6
HLA-DQA1-2	127
HLA-DQA1-4	4
HLA-E	11
HLA-E-1	56
HLA-E-2	13
HMGB1	73
HMGB1P6	4
HMGB2	9
HMGN1	41
HMGN2	32
HNRNPA2B1	76
HNRNPA3	34
HNRNPC	29
HNRNPD	19
HNRNPDL	58
HNRNPF	9
HNRNPH2	5
HNRNPH3	10
HNRNPK	32
HNRNPM	11
HNRNPU	43
HNRNPUL1	41
HOOK3	4
HP1BP3	28
HPCAL1	55
HPS1	1
HSD17B12	26
HSP90AA1	49
HSP90AB1	77
HSPA4L	24
HSPA9	20
HYCC2	22
ICAM3	24
IDH2	9
IDS	12
IER2	32
IFI16	10
IFITM2	18
IFRD1	10
IGBP1	6
IGF2R	33
IK	11
IL2RG	20
INTS6	8
IRAG2	8
IRAK4	5
IRF1	56
IRF2	5
IRF9	14
IRS2	22
ISCA1	3
ISCU	19
ISG20L2	22
IST1	5
ITGA1	67
ITGAL	4
ITM2B	14
ITPR2	5
ITSN2	10
JAK1	24
JARID2	4
JMJD1C	19
JOSD1	3
JTB	13
JUNB	24
JUND	185
KAT6A	5
KCMF1	11
KCNK6	45
KCNMB1	22
KDM5A	8
KDM6A	10
KDM6B	5
KDM7A	0
KHDRBS1	14
KIDINS220	14
KIF2A	9
KIF5B	6
KLF2	91
KLF3	7
KLF6	119
KLHL24	9
KLHL5	16
KMT2C	24
KMT2E	36
KPNA4	8
KPNB1	6
KRAS	16
KRBA2	41
KREMEN1	7
L1TD1	54
LAMP1	3
LAMTOR1	10
LAMTOR4	12
LAMTOR5	12
LAPTM5	50
LBR	6
LCOR	10
LCP1	22
LDLR	29
LIMS1	3
LITAF	7
LMBRD1	16
LNPEP	7
LPGAT1	4
LPIN2	1
LPP	17
LRP10	10
LRRC58	82
LRRFIP1	30
LRRFIP2	3
LSM3	13
LYPLA1	9
LYRM7	28
LYST	3
MAB21L3	230
MACF1	18
MACROH2A1	8
MAF1	14
MAP1LC3B	18
MAP2K2	16
MAP2K3	3
MAP3K11	2
MAP3K2	6
MAP3K8	7
MAP4K2	9
MAP4K4	8
MAPK1	4
MAPK1IP1L	5
MAPKAPK2	4
MAPRE1	7
MARCHF6	8
MARK3	16
MAVS	8
MAX	7
MBD2	4
MBD4	8
MBD5	4
MBNL1	34
MBP	4
MCL1	7
MDM2	4
MDM4	26
MECP2	13
MED11	7
MED12	11
MED13	3
MED13L	13
MED27	23
MED28	7
MEF2A	7
METTL9	6
MFN1	23
MFSD11	7
MGAT4A	18
MGLL	17
MICAL3	24
MID1	28
MIDN	2
MIER1	4
MIGA1	11
MINDY2	7
MKNK2	9
MKRN1	8
MLF2	12
MLH1	16
MLLT6-1	12
MLX	66
MMP24OS	1
MOB1A	19
MORC3	7
MORF4L1	27
MPC2	6
MPLKIP	7
MRFAP1	2
MRPL33	10
MRPL57	7
MS4A4E	9
MSL1	6
MSN	9
MT-ATP6	1210
MT-ATP8	27
MT-CO1	1260
MT-CO2	1147
MT-CO3	1436
MT-CYB	685
MT-ND1	325
MT-ND2	245
MT-ND3	1110
MT-ND4	845
MT-ND4L	59
MT-ND5	213
MTATP6P1	75
MTCH1	3
MTDH	19
MTHFD1	59
MTND1P23	534
MTND2P28	7
MTPN	27
MXI1	1
MYADM	4
MYCBP2	36
MYH7B	9
MYH9	18
MYL12A	48
MYL12B	26
MYL6	59
MYO5A	19
MYO9B	10
N4BP2L2	48
NAA60	6
NABP1	165
NACA	194
NAMPT	6
NAP1L1	32
NAPA	3
NAPG	2
NARF	7
NASP	9
NBPF10	24
NBPF14	6
NBPF19	10
NBR1	13
NCBP3	16
NCOA1	0
NCOA3	21
NCOA4	2
NCOR1	16
NDUFA1	22
NDUFA13	30
NDUFA2	19
NDUFA4	40
NDUFA5	11
NDUFB1	14
NDUFB11	20
NDUFB4	11
NDUFB9	16
NDUFC1	11
NDUFS2	6
NEDD8	11
NFAT5	5
NFE2L2	2
NFKB2	20
NFKBIA	34
NFKBIB	6
NFKBIZ	5
NIN	5
NIPBL	3
NKTR	18
NMI	4
NMNAT3	107
NNT	17
NONO	11
NOP10	14
NOTCH2NLC	16
NPC2	6
NPEPPS	15
NR1H2	1
NR4A2	3
NRDC	4
NSD1	19
NSD3	15
NT5C3A	9
NUDC	7
NUDT3	17
NUFIP2	3
NUMB	6
OAZ1	85
OAZ2	16
OCIAD1	9
ODC1	17
OGA	13
OGDH	11
OPHN1	14
OR11G2	5
ORAI1	8
ORAI2	22
ORC4	54
OSBPL8	8
OSER1	8
OST4	37
OSTF1	6
OTUB1	8
OTUD5	4
P2RX4	4
P2RX7	10
P4HB	14
PABPC1	82
PABPN1	15
PACS1	1
PAFAH1B1	72
PAFAH1B2	4
PAIP2	14
PAK2	17
PANK2	7
PAPOLA	17
PARK7	46
PBRM1	13
PCBP1	19
PCBP2	52
PCGF5	4
PCM1	18
PCMTD1	2
PCSK7	41
PCYT1A	16
PDAP1	12
PDCD10	6
PDCD4	34
PDE4DIP	22
PDIA3	37
PDIA5	6
PELI1	10
PET100	19
PFDN5	111
PFN1	56
PGAM1	4
PGK1	23
PGLS	15
PHACTR1	13
PHF20	9
PHF20L1	5
PHF3	13
PHIP	10
PHKB	14
PIAS1	3
PIGN	81
PIK3C3	3
PIM1	0
PIP4K2A	11
PITHD1	5
PJA2	10
PKN2	2
PLA2G10CP	10
PLAT	22
PLEK	11
PLEKHB2	21
PLP2	15
PMAIP1	11
PNPLA2	4
PNPLA8	5
PNPT1	136
PNRC1	44
POC1B	12
POLR1D	4
POLR2E	6
POLR2J	5
POLR2J3-1	32
POMP	14
PPDPF	23
PPHLN1	42
PPIA	85
PPIG	18
PPM1A	3
PPP1CA	15
PPP1CB	11
PPP1R12A	9
PPP1R15A	12
PPP1R2	16
PPP2R2A	8
PPP2R5A	1
PPP2R5C	29
PPP3CA	14
PPP3R1	3
PPP4C	6
PPP4R2	4
PPP4R3B	4
PPP6R1	8
PPP6R3	4
PRDM2	29
PRDX5	8
PRDX6	14
PRELID1	19
PREX1	4
PRKACA	13
PRKAG2	10
PRKAR1A	9
PRKCB	33
PRKX	17
PRMT2	5
PRPSAP1	5
PRR11	13
PRR13	27
PRRC2C	48
PSAP	5
PSIP1	20
PSMA4	7
PSMA6	6
PSMA7	35
PSMB1	19
PSMD13	6
PSMD4	7
PSMD6	5
PSME1	39
PSME4	7
PTBP3	8
PTEN	8
PTGES3	26
PTMA	297
PTP4A2	28
PTPN1	18
PTPN11	12
PTPN18	4
PTPN6	24
PTPRC	34
PTPRJ	18
QKI	8
R3HDM2	16
R3HDM4	4
RAB11A	8
RAB14	7
RAB18	6
RAB1A	4
RAB21	7
RAB27A	20
RAB2A	7
RAB5A	3
RAB5C	7
RAB5IF	5
RAB7A	7
RAB8A	8
RAB8B	3
RABAC1	18
RABGAP1L	12
RAC1	15
RAC2	43
RACK1	159
RAD21	9
RAD23B	7
RAF1	8
RALBP1	8
RALY	4
RAP1A	10
RAP1B	31
RASGRP2	20
RB1CC1	11
RBBP6	11
RBM22P2	25
RBM3	28
RBM38	2
RBM39	65
RBM4	6
RBM8A	12
RBX1	16
RC3H1	9
RCOR3	3
REEP5	3
REL	57
RESF1	16
RFFL	43
RGS10	6
RHAG	2
RHEB	5
RHOA	44
RHOF	9
RHOG	10
RICTOR	29
RILPL2	4
RIOK3	7
RIPOR2	40
RNASEK	9
RNASEK-C17orf49	31
RNASET2	30
RNF10	9
RNF11	1
RNF115	14
RNF14	22
RNF145	4
RNF213	12
RNF41	27
RNF7	11
RNPEPL1	6
RO60	5
ROCK1	12
RPAP2	27
RPL10	830
RPL11	576
RPL12	417
RPL13	1037
RPL13A	561
RPL14	348
RPL15	304
RPL18	412
RPL18A	428
RPL19	493
RPL21	602
RPL23	129
RPL23A	561
RPL24	211
RPL26	532
RPL27A	338
RPL28	494
RPL29	387
RPL3	529
RPL30	632
RPL31	113
RPL32	617
RPL34	743
RPL35A	411
RPL36	358
RPL36AL	53
RPL37	688
RPL37A	537
RPL38	279
RPL39	747
RPL4	124
RPL41	1119
RPL5	207
RPL6	308
RPL7	198
RPL7A	368
RPL8	390
RPLP1	729
RPLP2	439
RPS10	379
RPS11	282
RPS12	845
RPS13	363
RPS14	640
RPS15	376
RPS15A	553
RPS16	377
RPS19	581
RPS19BP1	8
RPS2	680
RPS20	233
RPS21	529
RPS23	728
RPS24	487
RPS25	312
RPS26	363
RPS27	1446
RPS27A	633
RPS27L	29
RPS28	545
RPS29	772
RPS3	470
RPS3A	619
RPS4X	469
RPS5	284
RPS6	462
RPS6KA3	10
RPS7	363
RPS8	668
RSF1	8
RSRC2	17
RSRP1	12
RTF1	11
RTF2	8
RTN4	12
RUNDC1	38
S100A4	34
S100A6	32
SAMD4B	17
SAMD9	6
SAP18	25
SAP30BP	4
SAR1A	30
SARAF	27
SAT1	29
SBNO1	9
SCAF11	32
SCAND1	12
SCFD1	17
SDCBP	2
SEC11A	12
SEC14L1	4
SEC22B	5
SEC23A	28
SEC61G	13
SEC62	28
SECISBP2	9
SELENOF	12
SELENOK	10
SELENOT	14
SEMA6B	100
SENP7	8
SEPTIN2	8
SEPTIN7	56
SEPTIN9	7
SERF2	88
SERINC3	0
SERP1	22
SERPINB1	7
SET	71
SETD6	5
SETX	10
SF1	61
SF3A1	4
SF3B1	28
SF3B2	13
SF3B5	17
SF3B6	14
SFI1	15
SFPQ	39
SH3BGRL	21
SH3BGRL3	63
SH3BP5	15
SH3GLB1	5
SH3KBP1	10
SH3TC2	8
SHISA5	4
SHISA9	10
SHKBP1	6
SHOC2	7
SIAH2	9
SIRT2	9
SKAP2	6
SKP1	41
SLC25A15	21
SLC25A3	37
SLC25A37	10
SLC25A39	6
SLC28A2	27
SLC2A3	2
SLC35E1	3
SLC35E2B	19
SLC35E3	49
SLC38A2	7
SLC44A2	2
SLC50A1	19
SLC6A4	5
SLFN14	34
SLK	2
SLMAP	5
SLTM	15
SLU7	7
SMAD2	9
SMAD4	5
SMAP2	30
SMARCA2	5
SMCHD1	47
SMG1	73
SMIM27	5
SMNDC1	5
SMS	4
SNAP23	7
SNF8	9
SNRK	2
SNRPB	24
SNUPN	7
SNX3	29
SNX6	7
SNX9	3
SOD1	25
SON	52
SORL1	13
SOS1	44
SOS2	3
SP100	34
SPAG9	6
SPATA33	9
SPATS2	19
SPCS1	22
SPCS2	15
SPCS3	14
SPEN	5
SPG7	17
SPNS1	13
SPPL2A	6
SPPL3	2
SQSTM1	9
SREK1	8
SRGN	5
SRP14	53
SRRM1	43
SRRM2	43
SRSF10	22
SRSF2	16
SRSF3	28
SRSF4	14
SRSF5	53
SRSF6	15
SRSF8	3
SRSF9	20
SSH2	8
SSU72	10
ST13	17
ST3GAL1	2
STAG2	15
STAT3	14
STAT5B	8
STAU1	3
STK10	25
STK17A	27
STK17B	37
STK24	4
STK3	11
STK4	28
STMP1	7
STRAP	7
STT3B	14
STUB1	6
STX16	12
STXBP2	5
STXBP3	5
SUB1	73
SUMO1	10
SUMO2	36
SUMO3	9
SUZ12	14
SYAP1	10
SYF2	19
SZRD1	5
TAB2	1
TACC1	8
TADA3	2
TAF10	1
TAF2	11
TAF7	25
TAGLN2	35
TALDO1	12
TANGO2	4
TANK	11
TAOK1	11
TAOK3	8
TARBP1	28
TAX1BP1	11
TBC1D15	10
TBCD	30
TBCK	66
TBK1	55
TBL1XR1	12
TCEA1	29
TCF25	28
TCP11L2	3
TERF2IP	13
TET2	2
TFDP2	13
TFG	0
TGFB1	8
TGOLN2	12
THOC5	11
THOC7	10
THRAP3	11
TIMM17A	19
TKT	8
TLK1	6
TLK2	14
TLN1	27
TM9SF2	5
TMA7	58
TMBIM4	22
TMBIM6	19
TMED2	9
TMED5	1
TMEM120B	10
TMEM123	7
TMEM154	13
TMEM167A	3
TMEM183A	2
TMEM212	19
TMEM219	5
TMEM248	6
TMEM258	13
TMEM41B	5
TMEM45A	10
TMEM50A	3
TMEM59	14
TMEM9B	4
TMF1	6
TMOD3	18
TMSB10	311
TMSB4X	621
TMSB4XP4	29
TMUB2	14
TMX4	7
TNFAIP3	1
TNFAIP8L1	9
TNRC6B	30
TOMM7	75
TOP1	18
TP53INP1	8
TPGS1	71
TPI1	16
TPM1	31
TPM3	54
TPM4	11
TPR	9
TPST2	3
TPT1	671
TRA2A	24
TRA2B	44
TRAM1	1
TRAPPC1	13
TRAPPC5	7
TRIM52	7
TRIM56	38
TRIM58	5
TRIOBP	0
TRIP11	24
TRIP12	5
TRIR	22
TRNAU1AP	15
TSC2	30
TSC22D3	85
TSC22D4	6
TSGA10	4
TSPAN10	12
TSPAN14	10
TSPO	12
TSPYL1	9
TTC3	16
TUBA1A	14
TUBA1B	16
TUBA4A	6
TUBB4B	4
TUT7	4
TXN	17
TXNIP	163
TXNL1	2
TXNL4A	11
TYMP	7
U2AF1	11
UBA52	245
UBALD2	10
UBB	42
UBC	144
UBE2B	8
UBE2D2	18
UBE2D3	19
UBE2E3	3
UBE2H	8
UBE2J1	7
UBE2L3	9
UBE2M	8
UBE2R2	4
UBL3	3
UBL5	25
UBN1	3
UBQLN1	3
UBR2	1
UBR4	7
UBXN1	27
UBXN4	9
UCP2	38
UFD1	6
UGGT1	21
UGP2	6
UIMC1	3
UPF2	18
UQCR10	19
UQCR11	28
UQCRB	71
UQCRH	37
USF2	14
USP12	5
USP15	15
USP22	11
USP33	6
USP34	13
USP47	1
USP7	0
USP8	28
USP9X	6
UTRN	3
UXT	15
VAMP2	20
VAPA	15
VASP	19
VCP	2
VHL	11
VIM	51
VMP1	5
VOPP1	13
VPS26A	4
VPS36	14
VPS37B	5
VPS4B	6
VRK1	28
VSIR	3
WAC	13
WAS	9
WASF2	22
WBP11	13
WBP2	1
WDR1	5
WDR26	4
WDR45	14
WHAMMP1	7
WIPF1	13
WIPI2	6
WNK1	13
WSB1	13
WTAP	8
XIAP	28
XPR1	14
XRCC5	15
XRCC6	15
XRN1	5
YBX1	90
YBX3	10
YIPF4	19
YIPF6	58
YME1L1	22
YPEL3	15
YPEL5	6
YTHDF2	5
YWHAB	38
YWHAZ	41
YY1	10
ZBTB7A	16
ZBTB8OS	5
ZC3H15	21
ZC3H7A	6
ZC3HAV1	5
ZEB2	13
ZFAND5	6
ZFAND6	12
ZFC3H1	7
ZFP36	12
ZFP36L1	34
ZMAT2	5
ZMAT3	41
ZMYM2	9
ZNF101	18
ZNF106	2
ZNF148	7
ZNF207	25
ZNF24	2
ZNF33A	4
ZNF34	23
ZNF385D	8
ZNF426	26
ZNF431	18
ZNF526	58
ZNF585B	18
ZNF605	61
ZNF639	21
ZNF655	9
ZNF66	31
ZNHIT1	6
ZZEF1	49
