gene	count
BRK1	83
BROX	22
BRWD1	33
BSDC1	21
BSG	25
BTF3	52
BTG1	390
BTK	85
BUD31	89
C11orf58	90
C15orf40	134
C19orf53	34
C1GALT1	25
C21orf62	134
C2CD3	539
C2orf68	72
C4orf3	345
C6orf62	106
C9orf78	43
CAB39	45
CACUL1	53
CALM1	443
CALM2	126
CALM3	78
CAMLG	44
CAP1	334
CAPN1	14
CAPNS1	18
CAPZA1	116
CAPZA2	226
CAPZB	162
CARD16	194
CARD8	33
CARHSP1	22
CASP4	88
CAST	186
CBL	44
CBX3	71
CCDC157	26
CCDC186	79
CCDC30	28
CCDC57	98
CCDC82	58
CCL5	47
CCL5-1	47
CCM2	35
CCND3	25
CCNDBP1	74
CCNI	181
CCNL1	467
CCNY	47
CCPG1	101
CD164	52
CD37	265
CD46	299
CD47	41
CD55	502
CD63	283
CD74	39
CD82	307
CDC37	16
CDC42	314
CDC42SE1	154
CDC42SE2	184
CDKL5	127
CDKN1B	67
CDKN2D	295
CDS2	69
CDV3	105
CEACAM22P	81
CELF2	263
CERCAM	109
CERT1	58
CFL1	449
CFLAR	593
CGGBP1	38
CHCHD2	81
CHD1	240
CHD2	173
CHD4	87
CHD9	11
CHFR	123
CHMP1B	59
CHMP2A	173
CHMP2B	89
CHMP4B	102
CHMP5	31
CHST12	384
CHURC1	82
CIR1	197
CIRBP	32
CKLF	297
CLEC2B	398
CLINT1	17
CLIP1	118
CLK1	45
CLTA	25
CLTC	77
CMBL	85
CMC2	12
CMIP	44
CMTM6	239
CNBP	251
CNN2	170
CNPY3	55
COA1	21
COMMD6	47
COPA	111
COPE	36
COPS2	10
COQ10B	88
CORO1A	123
COTL1	414
COX17	35
COX4I1	85
COX5B	133
COX6A1	83
COX6B1	150
COX7A2	92
COX7B	94
COX7C	13
COX8A	85
CPEB4	221
CPT1A	27
CRBN	18
CREB1	36
CREBRF	288
CSDE1	102
CSK	33
CSNK1A1	138
CSNK1D	117
CSNK1G2	36
CSNK2A1	74
CTBS	87
CTCF	23
CTDSP1	10
CTDSP2	18
CTSC	80
CTSS	625
CTSZ	71
CUL3	45
CUL4B	57
CUX1	57
CXCR4	814
CYB561A3	182
CYB5R3	19
CYB5R4	122
CYBA	682
CYBC1	26
CYLD	206
CYP20A1	74
CYRIB	325
CYTH2	80
DAD1	37
DAPP1	65
DAZAP2	283
DBI	51
DBNL	30
DCAKD	46
DCP2	82
DCUN1D1	21
DCUN1D2	146
DDX17	200
DDX21	92
DDX3X	307
DDX5	385
DDX6	64
DEK	104
DESI1	18
DGKH	15
DGKZ	45
DHRS7	149
DIAPH1	34
DNAJA1	114
DNAJB1	95
DNAJB6	160
DNAJC21	81
DNAJC7	47
DNM1	26
DNM2	39
DR1	35
DRAP1	23
DSG3	73
DUSP1	1199
DYNLL1	13
DYNLL2	24
DYNLRB1	32
DYNLT3	15
DYRK1A	80
E2F3P2	18
EEF1A1	148
EEF2	14
EHBP1L1	60
EHD1	150
EIF1	826
EIF1B	70
EIF2AK1	9
EIF3I	47
EIF4A1	40
EIF4A2	38
EIF4B	38
EIF4EBP2	34
EIF4G2	149
EIF4G3	29
EIF4H	23
EIF5	150
EIF5A	32
ELAPOR1	125
ELAVL1	27
ELF1	108
ELF2	91
ELMO1	13
ELOB	203
EMC10	31
EMC3	42
EMD	38
EMP3	161
ENO1	41
ENSA	30
EP300	209
EPB41	86
EPN1	30
EPS15	35
ERBIN	136
ERICH1	32
ERN1	102
ETV6	31
EVI2B	434
EWSR1	22
EXOC7	14
FAAP20	17
FAM107B	186
FAM120AOS	78
FAM133B	155
FAM177A1	113
FAM204A	14
FAM241A	104
FAM32A	30
FAM50A	8
FAM89B	22
FAU	684
FAUP4	45
FAXC	66
FBRS	35
FBXL20	27
FBXL3	41
FBXO11	48
FBXO48	203
FBXO7	23
FBXO9	21
FBXW7	84
FEM1A	220
FERMT3	68
FGFR1OP2	34
FIS1	22
FKBP1A	182
FKBP8	96
FLNA	46
FLOT2	55
FMN1	93
FMNL1	301
FNBP1	89
FNIP1	145
FOS	484
FOSB	113
FOXN3	31
FOXO3	175
FOXP1	33
FTH1	14216
FTL	5846
FUS	162
FXR1	29
FXR2	14
FXYD5	25
FYTTD1	16
G3BP2	61
GABARAP	319
GABARAPL2	178
GABRD	16
GALNT1	32
GAPDH	375
GAPVD1	21
GASK1A	423
GATAD2A	64
GATD1	100
GBF1	64
GCC2	72
GGNBP2	33
GHITM	33
GIT2	49
GLRX5	12
GLTP	92
GMFG	718
GNA13	79
GNAI2	365
GNAI3	191
GNAS	286
GNB1	128
GNB2	159
GNB5	56
GNG5	391
GNL3L	83
GNPTG	51
GOLGA2	62
GOLGA4	39
GOLGB1	186
GOLM2	93
GOSR1	54
GPATCH2L	57
GPBP1	74
GPBP1L1	16
GPCPD1	98
GPSM2	52
GPX1	82
GPX4	23
GRB2	186
GRIPAP1	50
GRK2	61
GRK3	31
GRK6	26
GSK3B	25
GSPT1	1
GSTK1	28
GSTO1	31
GTDC1	48
GTF2I	37
GTPBP4	292
GUK1	55
GYPC	11
H1-2	14
H2AC18	1304
H2AC19	1310
H2AZ1	141
H2AZ2	59
H3-3A	4388
H3-3B	1748
HADHB	20
HAPSTR1	157
HAT1	24
HBA1	3845
HBA2	4142
HBB	10813
HBP1	92
HCLS1	202
HCST	45
HDGF	11
HECTD1	17
HELZ	12
HERC1	19
HIF1A	746
HINT1	51
HIPK1	39
HIPK3	53
HLA-A-3	194
HLA-A-6	194
HLA-B-1	151
HLA-B-2	170
HLA-B-3	154
HLA-B-5	151
HLA-DQA1-2	86
HLA-DQA1-4	86
HLA-E	342
HLA-E-1	404
HLA-E-2	347
HMGB1	231
HMGB1P6	22
HMGB2	114
HMGN1	9
HMGN2	22
HNRNPA2B1	192
HNRNPA3	118
HNRNPC	243
HNRNPD	35
HNRNPDL	34
HNRNPF	27
HNRNPH2	57
HNRNPH3	72
HNRNPK	162
HNRNPM	20
HNRNPU	189
HNRNPUL1	172
HOOK3	41
HP1BP3	41
HPCAL1	182
HPS1	16
HSD17B12	85
HSP90AA1	187
HSP90AB1	13
HSPA4L	108
HSPA9	126
HYCC2	266
ICAM3	144
IDH2	10
IDS	63
IER2	732
IFI16	48
IFITM2	7341
IFRD1	215
IGBP1	21
IGF2R	205
IK	41
IL2RG	142
INTS6	37
IRAG2	44
IRAK4	28
IRF1	577
IRF2	46
IRF9	24
IRS2	300
ISCA1	36
ISCU	64
ISG20L2	105
IST1	41
ITGA1	87
ITGAL	38
ITM2B	2333
ITPR2	30
ITSN2	64
JAK1	198
JARID2	71
JMJD1C	286
JOSD1	32
JTB	45
JUNB	864
JUND	656
KAT6A	91
KCMF1	45
KCNK6	209
KCNMB1	85
KDM5A	88
KDM6A	37
KDM6B	275
KDM7A	24
KHDRBS1	66
KIDINS220	148
KIF2A	27
KIF5B	57
KLF2	465
KLF3	123
KLF6	817
KLHL24	68
KLHL5	39
KMT2C	260
KMT2E	167
KPNA4	109
KPNB1	49
KRAS	145
KRBA2	77
KREMEN1	76
L1TD1	98
LAMP1	88
LAMTOR1	52
LAMTOR4	303
LAMTOR5	40
LAPTM5	667
LBR	128
LCOR	82
LCP1	1065
LDLR	148
LIMS1	82
LITAF	1311
LMBRD1	10
LNPEP	19
LPGAT1	130
LPIN2	38
LPP	39
LRP10	122
LRRC58	198
LRRFIP1	625
LRRFIP2	25
LSM3	22
LYPLA1	46
LYRM7	147
LYST	224
MAB21L3	277
MACF1	105
MACROH2A1	95
MAF1	8
MAP1LC3B	302
MAP2K2	45
MAP2K3	251
MAP3K11	59
MAP3K2	371
MAP3K8	117
MAP4K2	39
MAP4K4	139
MAPK1	109
MAPK1IP1L	33
MAPKAPK2	73
MAPRE1	43
MARCHF6	43
MARK3	93
MAVS	11
MAX	67
MBD2	88
MBD4	45
MBD5	29
MBNL1	98
MBP	133
MCL1	722
MDM2	30
MDM4	50
MECP2	85
MED11	45
MED12	83
MED13	68
MED13L	196
MED27	65
MED28	26
MEF2A	25
METTL9	82
MFN1	55
MFSD11	36
MGAT4A	196
MGLL	12
MICAL3	47
MID1	72
MIDN	339
MIER1	100
MIGA1	45
MINDY2	59
MKNK2	61
MKRN1	61
MLF2	89
MLH1	40
MLLT6-1	58
MLX	98
MMP24OS	26
MOB1A	178
MORC3	21
MORF4L1	104
MPC2	26
MPLKIP	13
MRFAP1	15
MRPL33	17
MRPL57	25
MS4A4E	63
MSL1	139
MSN	235
MT-ATP6	701
MT-ATP8	9
MT-CO1	631
MT-CO2	765
MT-CO3	1196
MT-CYB	496
MT-ND1	500
MT-ND2	333
MT-ND3	532
MT-ND4	634
MT-ND4L	48
MT-ND5	78
MTATP6P1	95
MTCH1	37
MTDH	29
MTHFD1	150
MTND1P23	287
MTND2P28	2
MTPN	152
MXI1	47
MYADM	235
MYCBP2	30
MYH7B	58
MYH9	300
MYL12A	599
MYL12B	320
MYL6	1075
MYO5A	70
MYO9B	100
N4BP2L2	126
NAA60	20
NABP1	994
NACA	131
NAMPT	21755
NAP1L1	53
NAPA	25
NAPG	10
NARF	85
NASP	27
NBPF10	87
NBPF14	39
NBPF19	50
NBR1	44
NCBP3	49
NCOA1	107
NCOA3	24
NCOA4	65
NCOR1	60
NDUFA1	132
NDUFA13	22
NDUFA2	86
NDUFA4	13
NDUFA5	17
NDUFB1	67
NDUFB11	24
NDUFB4	22
NDUFB9	30
NDUFC1	9
NDUFS2	20
NEDD8	72
NFAT5	72
NFE2L2	184
NFKB2	153
NFKBIA	6675
NFKBIB	27
NFKBIZ	1544
NIN	110
NIPBL	86
NKTR	31
NMI	69
NMNAT3	100
NNT	30
NONO	24
NOP10	556
NOTCH2NLC	207
NPC2	42
NPEPPS	103
NR1H2	21
NR4A2	65
NRDC	79
NSD1	45
NSD3	45
NT5C3A	41
NUDC	7
NUDT3	56
NUFIP2	78
NUMB	213
OAZ1	858
OAZ2	147
OCIAD1	24
ODC1	1
OGA	106
OGDH	24
OPHN1	18
OR11G2	47
ORAI1	34
ORAI2	94
ORC4	112
OSBPL8	315
OSER1	92
OST4	90
OSTF1	96
OTUB1	32
OTUD5	36
P2RX4	25
P2RX7	90
P4HB	82
PABPC1	157
PABPN1	21
PACS1	18
PAFAH1B1	257
PAFAH1B2	89
PAIP2	94
PAK2	219
PANK2	47
PAPOLA	132
PARK7	37
PBRM1	17
PCBP1	360
PCBP2	111
PCGF5	13
PCM1	12
PCMTD1	29
PCSK7	196
PCYT1A	28
PDAP1	11
PDCD10	23
PDCD4	61
PDE4DIP	18
PDIA3	145
PDIA5	19
PELI1	360
PET100	63
PFDN5	182
PFN1	318
PGAM1	42
PGK1	130
PGLS	36
PHACTR1	585
PHF20	72
PHF20L1	122
PHF3	74
PHIP	57
PHKB	13
PIAS1	60
PIGN	75
PIK3C3	183
PIM1	51
PIP4K2A	39
PITHD1	11
PJA2	154
PKN2	118
PLA2G10CP	53
PLAT	93
PLEK	1541
PLEKHB2	131
PLP2	78
PMAIP1	81
PNPLA2	13
PNPLA8	137
PNPT1	264
PNRC1	1624
POC1B	51
POLR1D	19
POLR2E	13
POLR2J	40
POLR2J3-1	71
POMP	79
PPDPF	9
PPHLN1	67
PPIA	21
PPIG	107
PPM1A	56
PPP1CA	43
PPP1CB	162
PPP1R12A	126
PPP1R15A	1104
PPP1R2	96
PPP2R2A	62
PPP2R5A	45
PPP2R5C	157
PPP3CA	68
PPP3R1	56
PPP4C	52
PPP4R2	150
PPP4R3B	18
PPP6R1	13
PPP6R3	34
PRDM2	110
PRDX5	146
PRDX6	21
PRELID1	217
PREX1	165
PRKACA	68
PRKAG2	15
PRKAR1A	102
PRKCB	171
PRKX	91
PRMT2	16
PRPSAP1	38
PRR11	34
PRR13	149
PRRC2C	184
PSAP	139
PSIP1	9
PSMA4	32
PSMA6	85
PSMA7	59
PSMB1	80
PSMD13	21
PSMD4	22
PSMD6	17
PSME1	93
PSME4	28
PTBP3	146
PTEN	178
PTGES3	15
PTMA	67
PTP4A2	262
PTPN1	34
PTPN11	54
PTPN18	14
PTPN6	85
PTPRC	789
PTPRJ	113
QKI	148
R3HDM2	24
R3HDM4	192
RAB11A	73
RAB14	49
RAB18	55
RAB1A	78
RAB21	227
RAB27A	152
RAB2A	122
RAB5A	72
RAB5C	99
RAB5IF	147
RAB7A	151
RAB8A	48
RAB8B	150
RABAC1	58
RABGAP1L	15
RAC1	324
RAC2	157
RACK1	39
RAD21	92
RAD23B	60
RAF1	261
RALBP1	68
RALY	25
RAP1A	207
RAP1B	201
RASGRP2	57
RB1CC1	184
RBBP6	41
RBM22P2	79
RBM3	37
RBM38	8
RBM39	208
RBM4	35
RBM8A	49
RBX1	31
RC3H1	51
RCOR3	14
REEP5	58
REL	338
RESF1	206
RFFL	96
RGS10	16
RHAG	21
RHEB	21
RHOA	293
RHOF	13
RHOG	309
RICTOR	251
RILPL2	228
RIOK3	153
RIPOR2	383
RNASEK	331
RNASEK-C17orf49	255
RNASET2	337
RNF10	144
RNF11	54
RNF115	48
RNF14	29
RNF145	67
RNF213	93
RNF41	41
RNF7	24
RNPEPL1	17
RO60	30
ROCK1	175
RPAP2	16
RPL10	73
RPL11	58
RPL12	57
RPL13	71
RPL13A	29
RPL14	59
RPL15	45
RPL18	68
RPL18A	19
RPL19	62
RPL21	57
RPL23	112
RPL23A	27
RPL24	56
RPL26	73
RPL27A	75
RPL28	276
RPL29	43
RPL3	12
RPL30	283
RPL31	30
RPL32	82
RPL34	226
RPL35A	93
RPL36	33
RPL36AL	159
RPL37	313
RPL37A	60
RPL38	89
RPL39	294
RPL4	10
RPL41	324
RPL5	23
RPL6	28
RPL7	32
RPL7A	50
RPL8	59
RPLP1	179
RPLP2	82
RPS10	75
RPS11	230
RPS12	71
RPS13	60
RPS14	170
RPS15	107
RPS15A	145
RPS16	133
RPS19	54
RPS19BP1	24
RPS2	44
RPS20	50
RPS21	51
RPS23	35
RPS24	96
RPS25	87
RPS26	55
RPS27	106
RPS27A	150
RPS27L	47
RPS28	95
RPS29	68
RPS3	81
RPS3A	82
RPS4X	26
RPS5	17
RPS6	86
RPS6KA3	114
RPS7	102
RPS8	35
RSF1	51
RSRC2	45
RSRP1	58
RTF1	72
RTF2	50
RTN4	184
RUNDC1	60
S100A4	3508
S100A6	4465
SAMD4B	242
SAMD9	42
SAP18	90
SAP30BP	38
SAR1A	172
SARAF	211
SAT1	2581
SBNO1	91
SCAF11	159
SCAND1	41
SCFD1	80
SDCBP	748
SEC11A	43
SEC14L1	240
SEC22B	71
SEC23A	48
SEC61G	12
SEC62	138
SECISBP2	22
SELENOF	28
SELENOK	80
SELENOT	78
SEMA6B	278
SENP7	13
SEPTIN2	46
SEPTIN7	252
SEPTIN9	14
SERF2	417
SERINC3	122
SERP1	131
SERPINB1	222
SET	46
SETD6	26
SETX	54
SF1	131
SF3A1	32
SF3B1	163
SF3B2	69
SF3B5	35
SF3B6	109
SFI1	150
SFPQ	62
SH3BGRL	65
SH3BGRL3	628
SH3BP5	41
SH3GLB1	162
SH3KBP1	131
SH3TC2	13
SHISA5	44
SHISA9	40
SHKBP1	137
SHOC2	187
SIAH2	20
SIRT2	44
SKAP2	106
SKP1	84
SLC25A15	20
SLC25A3	54
SLC25A37	1590
SLC25A39	5
SLC28A2	74
SLC2A3	528
SLC35E1	40
SLC35E2B	83
SLC35E3	160
SLC38A2	73
SLC44A2	44
SLC50A1	19
SLC6A4	43
SLFN14	34
SLK	98
SLMAP	55
SLTM	41
SLU7	54
SMAD2	33
SMAD4	31
SMAP2	382
SMARCA2	29
SMCHD1	872
SMG1	168
SMIM27	46
SMNDC1	44
SMS	15
SNAP23	48
SNF8	30
SNRK	78
SNRPB	37
SNUPN	27
SNX3	102
SNX6	74
SNX9	14
SOD1	10
SON	191
SORL1	487
SOS1	80
SOS2	90
SP100	107
SPAG9	219
SPATA33	26
SPATS2	16
SPCS1	70
SPCS2	20
SPCS3	46
SPEN	62
SPG7	39
SPNS1	24
SPPL2A	98
SPPL3	33
SQSTM1	209
SREK1	50
SRGN	5040
SRP14	146
SRRM1	71
SRRM2	143
SRSF10	31
SRSF2	42
SRSF3	56
SRSF4	75
SRSF5	258
SRSF6	14
SRSF8	7
SRSF9	57
SSH2	123
SSU72	76
ST13	8
ST3GAL1	40
STAG2	93
STAT3	204
STAT5B	119
STAU1	40
STK10	152
STK17A	95
STK17B	279
STK24	35
STK3	56
STK4	227
STMP1	30
STRAP	5
STT3B	72
STUB1	7
STX16	35
STXBP2	987
STXBP3	44
SUB1	150
SUMO1	52
SUMO2	64
SUMO3	16
SUZ12	52
SYAP1	58
SYF2	174
SZRD1	19
TAB2	49
TACC1	76
TADA3	18
TAF10	37
TAF2	60
TAF7	145
TAGLN2	533
TALDO1	306
TANGO2	24
TANK	205
TAOK1	59
TAOK3	84
TARBP1	98
TAX1BP1	164
TBC1D15	272
TBCD	167
TBCK	60
TBK1	423
TBL1XR1	15
TCEA1	11
TCF25	99
TCP11L2	39
TERF2IP	63
TET2	124
TFDP2	19
TFG	93
TGFB1	208
TGOLN2	78
THOC5	51
THOC7	16
THRAP3	77
TIMM17A	108
TKT	217
TLK1	30
TLK2	19
TLN1	244
TM9SF2	16
TMA7	236
TMBIM4	139
TMBIM6	216
TMED2	26
TMED5	63
TMEM120B	36
TMEM123	55
TMEM154	294
TMEM167A	38
TMEM183A	13
TMEM212	22
TMEM219	4
TMEM248	13
TMEM258	31
TMEM41B	48
TMEM45A	32
TMEM50A	182
TMEM59	140
TMEM9B	12
TMF1	80
TMOD3	94
TMSB10	254
TMSB4X	3863
TMSB4XP4	30
TMUB2	56
TMX4	85
TNFAIP3	1268
TNFAIP8L1	18
TNRC6B	62
TOMM7	13
TOP1	75
TP53INP1	42
TPGS1	269
TPI1	54
TPM1	81
TPM3	509
TPM4	116
TPR	65
TPST2	55
TPT1	760
TRA2A	61
TRA2B	32
TRAM1	19
TRAPPC1	56
TRAPPC5	36
TRIM52	62
TRIM56	83
TRIM58	39
TRIOBP	49
TRIP11	56
TRIP12	54
TRIR	75
TRNAU1AP	78
TSC2	84
TSC22D3	152
TSC22D4	61
TSGA10	47
TSPAN10	158
TSPAN14	58
TSPO	666
TSPYL1	30
TTC3	27
TUBA1A	266
TUBA1B	24
TUBA4A	71
TUBB4B	30
TUT7	76
TXN	302
TXNIP	260
TXNL1	26
TXNL4A	10
TYMP	133
U2AF1	24
UBA52	364
UBALD2	124
UBB	231
UBC	632
UBE2B	369
UBE2D2	58
UBE2D3	312
UBE2E3	7
UBE2H	79
UBE2J1	188
UBE2L3	24
UBE2M	48
UBE2R2	215
UBL3	50
UBL5	220
UBN1	91
UBQLN1	37
UBR2	65
UBR4	67
UBXN1	32
UBXN4	60
UCP2	12
UFD1	59
UGGT1	43
UGP2	20
UIMC1	25
UPF2	40
UQCR10	62
UQCR11	131
UQCRB	93
UQCRH	23
USF2	57
USP12	12
USP15	185
USP22	20
USP33	17
USP34	44
USP47	19
USP7	26
USP8	146
USP9X	51
UTRN	20
UXT	16
VAMP2	137
VAPA	208
VASP	354
VCP	49
VHL	86
VIM	503
VMP1	247
VOPP1	63
VPS26A	33
VPS36	12
VPS37B	34
VPS4B	94
VRK1	34
VSIR	275
WAC	193
WAS	164
WASF2	60
WBP11	26
WBP2	49
WDR1	47
WDR26	204
WDR45	47
WHAMMP1	13
WIPF1	189
WIPI2	15
WNK1	93
WSB1	70
WTAP	85
XIAP	265
XPR1	38
XRCC5	67
XRCC6	21
XRN1	28
YBX1	27
YBX3	18
YIPF4	109
YIPF6	374
YME1L1	82
YPEL3	324
YPEL5	268
YTHDF2	13
YWHAB	300
YWHAZ	332
YY1	71
ZBTB7A	72
ZBTB8OS	35
ZC3H15	35
ZC3H7A	37
ZC3HAV1	59
ZEB2	349
ZFAND5	120
ZFAND6	64
ZFC3H1	54
ZFP36	707
ZFP36L1	1205
ZMAT2	89
ZMAT3	42
ZMYM2	22
ZNF101	49
ZNF106	110
ZNF148	41
ZNF207	81
ZNF24	63
ZNF33A	21
ZNF34	64
ZNF385D	86
ZNF426	58
ZNF431	49
ZNF526	232
ZNF585B	65
ZNF605	90
ZNF639	31
ZNF655	25
ZNF66	60
ZNHIT1	45
ZZEF1	130
