gene	count
CAPZA1	244
CAPZA2	369
CAPZB	457
CARD16	432
CARD8	45
CARHSP1	67
CASP4	138
CAST	669
CBL	82
CBX3	209
CCDC157	41
CCDC186	130
CCDC30	47
CCDC57	207
CCDC82	66
CCL5	177
CCL5-1	177
CCM2	101
CCND3	152
CCNDBP1	98
CCNI	637
CCNL1	514
CCNY	89
CCPG1	129
CD164	273
CD37	635
CD46	202
CD47	223
CD55	559
CD63	1292
CD74	1426
CD82	315
CDC37	104
CDC42	1137
CDC42SE1	103
CDC42SE2	118
CDKL5	102
CDKN1B	86
CDKN2D	435
CDS2	77
CDV3	475
CEACAM22P	92
CELF2	228
CERCAM	135
CERT1	129
CFL1	1722
CFLAR	242
CGGBP1	81
CHCHD2	601
CHD1	281
CHD2	213
CHD4	52
CHD9	99
CHFR	102
CHMP1B	134
CHMP2A	224
CHMP2B	124
CHMP4B	217
CHMP5	59
CHST12	601
CHURC1	161
CIR1	132
CIRBP	251
CKLF	240
CLEC2B	232
CLINT1	122
CLIP1	232
CLK1	99
CLTA	193
CLTC	130
CMBL	90
CMC2	72
CMIP	72
CMTM6	435
CNBP	363
CNN2	137
CNPY3	247
COA1	62
COMMD6	365
COPA	182
COPE	254
COPS2	101
COQ10B	91
CORO1A	668
COTL1	1888
COX17	142
COX4I1	935
COX5B	631
COX6A1	401
COX6B1	556
COX7A2	445
COX7B	453
COX7C	815
COX8A	550
CPEB4	178
CPT1A	98
CRBN	84
CREB1	22
CREBRF	170
CSDE1	371
CSK	213
CSNK1A1	326
CSNK1D	124
CSNK1G2	87
CSNK2A1	178
CTBS	108
CTCF	60
CTDSP1	97
CTDSP2	40
CTSC	475
CTSS	3518
CTSZ	606
CUL3	101
CUL4B	83
CUX1	185
CXCR4	279
CYB561A3	214
CYB5R3	65
CYB5R4	117
CYBA	2385
CYBC1	68
CYLD	175
CYP20A1	125
CYRIB	357
CYTH2	173
DAD1	165
DAPP1	71
DAZAP2	467
DBI	433
DBNL	134
DCAKD	66
DCP2	120
DCUN1D1	47
DCUN1D2	212
DDX17	252
DDX21	429
DDX3X	363
DDX5	1031
DDX6	127
DEK	306
DESI1	89
DGKH	26
DGKZ	47
DHRS7	137
DIAPH1	166
DNAJA1	196
DNAJB1	258
DNAJB6	212
DNAJC21	306
DNAJC7	308
DNM1	23
DNM2	76
DR1	86
DRAP1	344
DSG3	148
DUSP1	1252
DYNLL1	146
DYNLL2	62
DYNLRB1	137
DYNLT3	37
DYRK1A	83
E2F3P2	25
EEF1A1	6161
EEF2	476
EHBP1L1	170
EHD1	190
EIF1	3878
EIF1B	201
EIF2AK1	41
EIF3I	182
EIF4A1	1098
EIF4A2	185
EIF4B	218
EIF4EBP2	99
EIF4G2	433
EIF4G3	59
EIF4H	129
EIF5	410
EIF5A	322
ELAPOR1	179
ELAVL1	83
ELF1	182
ELF2	124
ELMO1	33
ELOB	616
EMC10	88
EMC3	115
EMD	80
EMP3	1931
ENO1	594
ENSA	128
EP300	208
EPB41	62
EPN1	123
EPS15	98
ERBIN	85
ERICH1	98
ERN1	126
ETV6	80
EVI2B	653
EWSR1	159
EXOC7	47
FAAP20	67
FAM107B	243
FAM120AOS	136
FAM133B	375
FAM177A1	73
FAM204A	152
FAM241A	163
FAM32A	169
FAM50A	106
FAM89B	150
FAU	2485
FAUP4	59
FAXC	120
FBRS	50
FBXL20	37
FBXL3	80
FBXO11	97
FBXO48	290
FBXO7	72
FBXO9	48
FBXW7	156
FEM1A	291
FERMT3	190
FGFR1OP2	100
FIS1	120
FKBP1A	569
FKBP8	120
FLNA	385
FLOT2	40
FMN1	173
FMNL1	369
FNBP1	198
FNIP1	153
FOS	779
FOSB	109
FOXN3	94
FOXO3	138
FOXP1	158
FTH1	18485
FTL	17588
FUS	355
FXR1	115
FXR2	30
FXYD5	310
FYTTD1	65
G3BP2	138
GABARAP	702
GABARAPL2	140
GABRD	41
GALNT1	107
GAPDH	1911
GAPVD1	47
GASK1A	1175
GATAD2A	84
GATD1	95
GBF1	98
GCC2	181
GGNBP2	185
GHITM	200
GIT2	44
GLRX5	62
GLTP	197
GMFG	861
GNA13	102
GNAI2	849
GNAI3	220
GNAS	781
GNB1	265
GNB2	352
GNB5	109
GNG5	821
GNL3L	120
GNPTG	114
GOLGA2	61
GOLGA4	146
GOLGB1	245
GOLM2	71
GOSR1	84
GPATCH2L	84
GPBP1	143
GPBP1L1	83
GPCPD1	356
GPSM2	87
GPX1	1143
GPX4	413
GRB2	384
GRIPAP1	92
GRK2	134
GRK3	116
GRK6	118
GSK3B	65
GSPT1	41
GSTK1	200
GSTO1	408
GTDC1	61
GTF2I	43
GTPBP4	311
GUK1	305
GYPC	76
H1-2	181
H2AC18	375
H2AC19	375
H2AZ1	268
H2AZ2	209
H3-3A	4058
H3-3B	1846
HADHB	82
HAPSTR1	214
HAT1	39
HBA1	1244
HBA2	1994
HBB	4166
HBP1	139
HCLS1	272
HCST	329
HDGF	86
HECTD1	132
HELZ	69
HERC1	49
HIF1A	460
HINT1	305
HIPK1	63
HIPK3	94
HLA-A-3	317
HLA-A-6	317
HLA-B-1	211
HLA-B-2	289
HLA-B-3	228
HLA-B-5	251
HLA-DQA1-2	506
HLA-DQA1-4	281
HLA-E	253
HLA-E-1	851
HLA-E-2	374
HMGB1	616
HMGB1P6	61
HMGB2	61
HMGN1	90
HMGN2	255
HNRNPA2B1	902
HNRNPA3	449
HNRNPC	474
HNRNPD	200
HNRNPDL	440
HNRNPF	143
HNRNPH2	116
HNRNPH3	167
HNRNPK	453
HNRNPM	174
HNRNPU	445
HNRNPUL1	223
HOOK3	130
HP1BP3	214
HPCAL1	183
HPS1	74
HSD17B12	117
HSP90AA1	1407
HSP90AB1	503
HSPA4L	147
HSPA9	160
HYCC2	95
ICAM3	150
IDH2	89
IDS	199
IER2	392
IFI16	98
IFITM2	1394
IFRD1	56
IGBP1	98
IGF2R	203
IK	102
IL2RG	45
INTS6	24
IRAG2	41
IRAK4	32
IRF1	525
IRF2	30
IRF9	109
IRS2	202
ISCA1	38
ISCU	135
ISG20L2	167
IST1	65
ITGA1	139
ITGAL	238
ITM2B	1259
ITPR2	44
ITSN2	135
JAK1	285
JARID2	405
JMJD1C	227
JOSD1	72
JTB	251
JUNB	905
JUND	1523
KAT6A	66
KCMF1	95
KCNK6	235
KCNMB1	137
KDM5A	80
KDM6A	80
KDM6B	113
KDM7A	60
KHDRBS1	185
KIDINS220	195
KIF2A	63
KIF5B	217
KLF2	703
KLF3	430
KLF6	1289
KLHL24	98
KLHL5	59
KMT2C	360
KMT2E	214
KPNA4	188
KPNB1	111
KRAS	183
KRBA2	129
KREMEN1	63
L1TD1	198
LAMP1	144
LAMTOR1	184
LAMTOR4	429
LAMTOR5	161
LAPTM5	1206
LBR	107
LCOR	115
LCP1	1070
LDLR	258
LIMS1	186
LITAF	347
LMBRD1	59
LNPEP	64
LPGAT1	104
LPIN2	14
LPP	161
LRP10	71
LRRC58	365
LRRFIP1	901
LRRFIP2	91
LSM3	149
LYPLA1	127
LYRM7	127
LYST	342
MAB21L3	1053
MACF1	273
MACROH2A1	627
MAF1	73
MAP1LC3B	502
MAP2K2	146
MAP2K3	149
MAP3K11	88
MAP3K2	321
MAP3K8	715
MAP4K2	64
MAP4K4	117
MAPK1	111
MAPK1IP1L	124
MAPKAPK2	120
MAPRE1	128
MARCHF6	68
MARK3	142
MAVS	19
MAX	60
MBD2	578
MBD4	84
MBD5	40
MBNL1	248
MBP	161
MCL1	471
MDM2	75
MDM4	163
MECP2	100
MED11	50
MED12	101
MED13	66
MED13L	409
MED27	91
MED28	84
MEF2A	80
METTL9	199
MFN1	111
MFSD11	46
MGAT4A	172
MGLL	60
MICAL3	107
MID1	115
MIDN	507
MIER1	137
MIGA1	83
MINDY2	58
MKNK2	33
MKRN1	148
MLF2	77
MLH1	71
MLLT6-1	67
MLX	163
MMP24OS	85
MOB1A	328
MORC3	42
MORF4L1	401
MPC2	72
MPLKIP	63
MRFAP1	83
MRPL33	105
MRPL57	115
MS4A4E	131
MSL1	48
MSN	629
MT-ATP6	12489
MT-ATP8	130
MT-CO1	14089
MT-CO2	12082
MT-CO3	12468
MT-CYB	7256
MT-ND1	6003
MT-ND2	4883
MT-ND3	6784
MT-ND4	7523
MT-ND4L	403
MT-ND5	1695
MTATP6P1	2498
MTCH1	164
MTDH	405
MTHFD1	227
MTND1P23	5149
MTND2P28	37
MTPN	588
MXI1	42
MYADM	425
MYCBP2	153
MYH7B	56
MYH9	282
MYL12A	721
MYL12B	678
MYL6	2142
MYO5A	168
MYO9B	189
N4BP2L2	316
NAA60	61
NABP1	371
NACA	2370
NAMPT	4155
NAP1L1	874
NAPA	58
NAPG	95
NARF	28
NASP	87
NBPF10	343
NBPF14	60
NBPF19	165
NBR1	47
NCBP3	99
NCOA1	94
NCOA3	103
NCOA4	150
NCOR1	159
NDUFA1	413
NDUFA13	546
NDUFA2	197
NDUFA4	615
NDUFA5	83
NDUFB1	121
NDUFB11	228
NDUFB4	239
NDUFB9	186
NDUFC1	97
NDUFS2	108
NEDD8	243
NFAT5	136
NFE2L2	162
NFKB2	52
NFKBIA	1498
NFKBIB	41
NFKBIZ	511
NIN	103
NIPBL	126
NKTR	237
NMI	78
NMNAT3	543
NNT	82
NONO	138
NOP10	427
NOTCH2NLC	240
NPC2	512
NPEPPS	139
NR1H2	105
NR4A2	68
NRDC	108
NSD1	112
NSD3	100
NT5C3A	38
NUDC	74
NUDT3	125
NUFIP2	174
NUMB	139
OAZ1	2336
OAZ2	121
OCIAD1	103
ODC1	32
OGA	99
OGDH	47
OPHN1	127
OR11G2	49
ORAI1	39
ORAI2	86
ORC4	378
OSBPL8	296
OSER1	100
OST4	404
OSTF1	168
OTUB1	98
OTUD5	35
P2RX4	178
P2RX7	110
P4HB	234
PABPC1	1159
PABPN1	208
PACS1	26
PAFAH1B1	355
PAFAH1B2	86
PAIP2	270
PAK2	381
PANK2	70
PAPOLA	280
PARK7	353
PBRM1	63
PCBP1	505
PCBP2	403
PCGF5	117
PCM1	111
PCMTD1	33
PCSK7	292
PCYT1A	56
PDAP1	72
PDCD10	78
PDCD4	84
PDE4DIP	77
PDIA3	598
PDIA5	30
PELI1	67
PET100	184
PFDN5	1400
PFN1	1397
PGAM1	299
PGK1	560
PGLS	264
PHACTR1	320
PHF20	117
PHF20L1	74
PHF3	152
PHIP	148
PHKB	71
PIAS1	101
PIGN	415
PIK3C3	97
PIM1	201
PIP4K2A	72
PITHD1	49
PJA2	173
PKN2	84
PLA2G10CP	87
PLAT	119
PLEK	762
PLEKHB2	231
PLP2	263
PMAIP1	166
PNPLA2	44
PNPLA8	120
PNPT1	484
PNRC1	448
POC1B	74
POLR1D	188
POLR2E	92
POLR2J	154
POLR2J3-1	223
POMP	378
PPDPF	292
PPHLN1	121
PPIA	730
PPIG	222
PPM1A	54
PPP1CA	273
PPP1CB	254
PPP1R12A	111
PPP1R15A	494
PPP1R2	190
PPP2R2A	78
PPP2R5A	39
PPP2R5C	245
PPP3CA	73
PPP3R1	55
PPP4C	145
PPP4R2	97
PPP4R3B	56
PPP6R1	54
PPP6R3	49
PRDM2	81
PRDX5	215
PRDX6	149
PRELID1	801
PREX1	84
PRKACA	212
PRKAG2	132
PRKAR1A	180
PRKCB	211
PRKX	137
PRMT2	68
PRPSAP1	64
PRR11	62
PRR13	230
PRRC2C	414
PSAP	1742
PSIP1	50
PSMA4	218
PSMA6	226
PSMA7	471
PSMB1	363
PSMD13	102
PSMD4	124
PSMD6	69
PSME1	386
PSME4	71
PTBP3	184
PTEN	163
PTGES3	417
PTMA	3925
PTP4A2	1128
PTPN1	156
PTPN11	90
PTPN18	172
PTPN6	228
PTPRC	895
PTPRJ	145
QKI	268
R3HDM2	78
R3HDM4	31
RAB11A	103
RAB14	100
RAB18	97
RAB1A	200
RAB21	135
RAB27A	128
RAB2A	322
RAB5A	101
RAB5C	209
RAB5IF	326
RAB7A	208
RAB8A	163
RAB8B	112
RABAC1	165
RABGAP1L	104
RAC1	737
RAC2	328
RACK1	1181
RAD21	143
RAD23B	133
RAF1	147
RALBP1	84
RALY	118
RAP1A	207
RAP1B	980
RASGRP2	145
RB1CC1	170
RBBP6	156
RBM22P2	130
RBM3	320
RBM38	36
RBM39	696
RBM4	150
RBM8A	186
RBX1	185
RC3H1	74
RCOR3	48
REEP5	266
REL	815
RESF1	158
RFFL	133
RGS10	174
RHAG	23
RHEB	132
RHOA	817
RHOF	50
RHOG	396
RICTOR	114
RILPL2	162
RIOK3	444
RIPOR2	149
RNASEK	407
RNASEK-C17orf49	578
RNASET2	578
RNF10	121
RNF11	75
RNF115	107
RNF14	85
RNF145	108
RNF213	185
RNF41	86
RNF7	217
RNPEPL1	101
RO60	61
ROCK1	266
RPAP2	97
RPL10	3517
RPL11	2795
RPL12	1734
RPL13	3328
RPL13A	1940
RPL14	1588
RPL15	2035
RPL18	1737
RPL18A	2184
RPL19	2341
RPL21	2602
RPL23	1775
RPL23A	1884
RPL24	1470
RPL26	3155
RPL27A	2032
RPL28	3581
RPL29	1759
RPL3	1283
RPL30	3117
RPL31	729
RPL32	2525
RPL34	2892
RPL35A	2047
RPL36	1456
RPL36AL	735
RPL37	2615
RPL37A	2301
RPL38	1257
RPL39	3089
RPL4	760
RPL41	5159
RPL5	1279
RPL6	1666
RPL7	1612
RPL7A	1840
RPL8	2042
RPLP1	4516
RPLP2	2201
RPS10	1905
RPS11	2046
RPS12	3074
RPS13	2414
RPS14	3044
RPS15	2298
RPS15A	2537
RPS16	2238
RPS19	4537
RPS19BP1	130
RPS2	2615
RPS20	1632
RPS21	1443
RPS23	3013
RPS24	3150
RPS25	1514
RPS26	1937
RPS27	3881
RPS27A	2655
RPS27L	313
RPS28	2628
RPS29	1297
RPS3	1806
RPS3A	2623
RPS4X	2023
RPS5	951
RPS6	2122
RPS6KA3	165
RPS7	1883
RPS8	2361
RSF1	93
RSRC2	344
RSRP1	187
RTF1	86
RTF2	90
RTN4	415
RUNDC1	81
S100A4	8862
S100A6	7117
SAMD4B	183
SAMD9	37
SAP18	381
SAP30BP	67
SAR1A	337
SARAF	435
SAT1	2827
SBNO1	62
SCAF11	288
SCAND1	188
SCFD1	336
SDCBP	492
SEC11A	354
SEC14L1	163
SEC22B	55
SEC23A	164
SEC61G	241
SEC62	249
SECISBP2	88
SELENOF	148
SELENOK	135
SELENOT	138
SEMA6B	361
SENP7	21
SEPTIN2	200
SEPTIN7	412
SEPTIN9	198
SERF2	2148
SERINC3	97
SERP1	618
SERPINB1	407
SET	255
SETD6	50
SETX	144
SF1	249
SF3A1	37
SF3B1	307
SF3B2	167
SF3B5	206
SF3B6	160
SFI1	181
SFPQ	466
SH3BGRL	434
SH3BGRL3	3420
SH3BP5	41
SH3GLB1	189
SH3KBP1	208
SH3TC2	33
SHISA5	93
SHISA9	28
SHKBP1	112
SHOC2	205
SIAH2	41
SIRT2	105
SKAP2	190
SKP1	349
SLC25A15	34
SLC25A3	394
SLC25A37	224
SLC25A39	33
SLC28A2	118
SLC2A3	287
SLC35E1	39
SLC35E2B	115
SLC35E3	272
SLC38A2	200
SLC44A2	37
SLC50A1	43
SLC6A4	47
SLFN14	39
SLK	114
SLMAP	54
SLTM	184
SLU7	121
SMAD2	89
SMAD4	79
SMAP2	215
SMARCA2	51
SMCHD1	266
SMG1	262
SMIM27	23
SMNDC1	58
SMS	97
SNAP23	91
SNF8	170
SNRK	116
SNRPB	229
SNUPN	63
SNX3	349
SNX6	142
SNX9	177
SOD1	287
SON	459
SORL1	83
SOS1	145
SOS2	66
SP100	205
SPAG9	159
SPATA33	26
SPATS2	42
SPCS1	272
SPCS2	154
SPCS3	250
SPEN	108
SPG7	94
SPNS1	93
SPPL2A	151
SPPL3	56
SQSTM1	261
SREK1	209
SRGN	3034
SRP14	689
SRRM1	427
SRRM2	513
SRSF10	186
SRSF2	179
SRSF3	369
SRSF4	250
SRSF5	1201
SRSF6	93
SRSF8	38
SRSF9	287
SSH2	129
SSU72	195
ST13	134
ST3GAL1	59
STAG2	108
STAT3	213
STAT5B	65
STAU1	97
STK10	324
STK17A	76
STK17B	501
STK24	104
STK3	71
STK4	239
STMP1	195
STRAP	67
STT3B	141
STUB1	78
STX16	83
STXBP2	541
STXBP3	45
SUB1	535
SUMO1	162
SUMO2	453
SUMO3	155
SUZ12	87
SYAP1	96
SYF2	269
SZRD1	88
TAB2	63
TACC1	159
TADA3	76
TAF10	188
TAF2	172
TAF7	112
TAGLN2	646
TALDO1	438
TANGO2	42
TANK	139
TAOK1	72
TAOK3	207
TARBP1	166
TAX1BP1	313
TBC1D15	233
TBCD	229
TBCK	160
TBK1	617
TBL1XR1	58
TCEA1	137
TCF25	318
TCP11L2	27
TERF2IP	107
TET2	158
TFDP2	32
TFG	78
TGFB1	204
TGOLN2	304
THOC5	83
THOC7	75
THRAP3	113
TIMM17A	181
TKT	991
TLK1	46
TLK2	70
TLN1	443
TM9SF2	101
TMA7	555
TMBIM4	316
TMBIM6	548
TMED2	116
TMED5	168
TMEM120B	79
TMEM123	202
TMEM154	55
TMEM167A	249
TMEM183A	59
TMEM212	119
TMEM219	159
TMEM248	43
TMEM258	254
TMEM41B	66
TMEM45A	76
TMEM50A	235
TMEM59	323
TMEM9B	113
TMF1	85
TMOD3	219
TMSB10	8585
TMSB4X	15389
TMSB4XP4	102
TMUB2	47
TMX4	107
TNFAIP3	149
TNFAIP8L1	72
TNRC6B	50
TOMM7	441
TOP1	210
TP53INP1	43
TPGS1	368
TPI1	371
TPM1	163
TPM3	1482
TPM4	266
TPR	169
TPST2	79
TPT1	5733
TRA2A	123
TRA2B	279
TRAM1	153
TRAPPC1	205
TRAPPC5	242
TRIM52	95
TRIM56	253
TRIM58	47
TRIOBP	75
TRIP11	94
TRIP12	83
TRIR	272
TRNAU1AP	193
TSC2	156
TSC22D3	427
TSC22D4	44
TSGA10	72
TSPAN10	107
TSPAN14	183
TSPO	1221
TSPYL1	40
TTC3	125
TUBA1A	619
TUBA1B	365
TUBA4A	49
TUBB4B	152
TUT7	90
TXN	330
TXNIP	375
TXNL1	91
TXNL4A	131
TYMP	1016
U2AF1	69
UBA52	2370
UBALD2	209
UBB	496
UBC	2052
UBE2B	211
UBE2D2	216
UBE2D3	462
UBE2E3	47
UBE2H	85
UBE2J1	467
UBE2L3	212
UBE2M	100
UBE2R2	227
UBL3	74
UBL5	445
UBN1	97
UBQLN1	93
UBR2	29
UBR4	73
UBXN1	217
UBXN4	146
UCP2	249
UFD1	132
UGGT1	82
UGP2	43
UIMC1	39
UPF2	72
UQCR10	305
UQCR11	518
UQCRB	909
UQCRH	492
USF2	156
USP12	75
USP15	284
USP22	44
USP33	53
USP34	73
USP47	58
USP7	103
USP8	292
USP9X	67
UTRN	154
UXT	146
VAMP2	129
VAPA	325
VASP	507
VCP	131
VHL	83
VIM	5674
VMP1	298
VOPP1	67
VPS26A	101
VPS36	78
VPS37B	34
VPS4B	132
VRK1	88
VSIR	644
WAC	262
WAS	142
WASF2	318
WBP11	85
WBP2	50
WDR1	175
WDR26	126
WDR45	122
WHAMMP1	33
WIPF1	143
WIPI2	63
WNK1	119
WSB1	193
WTAP	111
XIAP	256
XPR1	63
XRCC5	176
XRCC6	131
XRN1	69
YBX1	1572
YBX3	278
YIPF4	154
YIPF6	560
YME1L1	91
YPEL3	125
YPEL5	289
YTHDF2	72
YWHAB	729
YWHAZ	733
YY1	184
ZBTB7A	664
ZBTB8OS	80
ZC3H15	181
ZC3H7A	68
ZC3HAV1	58
ZEB2	2146
ZFAND5	383
ZFAND6	276
ZFC3H1	118
ZFP36	637
ZFP36L1	688
ZMAT2	101
ZMAT3	109
ZMYM2	66
ZNF101	31
ZNF106	228
ZNF148	46
ZNF207	359
ZNF24	92
ZNF33A	34
ZNF34	122
ZNF385D	134
ZNF426	107
ZNF431	67
ZNF526	407
ZNF585B	79
ZNF605	210
ZNF639	61
ZNF655	110
ZNF66	146
ZNHIT1	155
ZZEF1	240
