gene	count
KLHL24	68
KLHL5	63
KMT2C	229
KMT2E	117
KPNA4	108
KPNB1	58
KRAS	94
KRBA2	97
KREMEN1	40
L1TD1	140
LAMP1	83
LAMTOR1	115
LAMTOR4	245
LAMTOR5	105
LAPTM5	608
LBR	42
LCOR	65
LCP1	601
LDLR	229
LIMS1	117
LITAF	168
LMBRD1	31
LNPEP	52
LPGAT1	66
LPIN2	20
LPP	147
LRP10	51
LRRC58	313
LRRFIP1	563
LRRFIP2	29
LSM3	67
LYPLA1	65
LYRM7	110
LYST	242
MAB21L3	624
MACF1	178
MACROH2A1	342
MAF1	37
MAP1LC3B	173
MAP2K2	71
MAP2K3	97
MAP3K11	57
MAP3K2	200
MAP3K8	164
MAP4K2	62
MAP4K4	74
MAPK1	66
MAPK1IP1L	75
MAPKAPK2	51
MAPRE1	59
MARCHF6	37
MARK3	86
MAVS	29
MAX	33
MBD2	128
MBD4	44
MBD5	27
MBNL1	226
MBP	95
MCL1	458
MDM2	32
MDM4	98
MECP2	59
MED11	33
MED12	72
MED13	49
MED13L	164
MED27	137
MED28	49
MEF2A	59
METTL9	126
MFN1	118
MFSD11	39
MGAT4A	136
MGLL	39
MICAL3	122
MID1	107
MIDN	308
MIER1	73
MIGA1	78
MINDY2	59
MKNK2	29
MKRN1	79
MLF2	44
MLH1	62
MLLT6-1	43
MLX	151
MMP24OS	43
MOB1A	140
MORC3	39
MORF4L1	181
MPC2	44
MPLKIP	34
MRFAP1	64
MRPL33	72
MRPL57	79
MS4A4E	143
MSL1	33
MSN	297
MT-ATP6	8341
MT-ATP8	160
MT-CO1	12096
MT-CO2	9115
MT-CO3	8064
MT-CYB	4968
MT-ND1	5465
MT-ND2	4233
MT-ND3	8878
MT-ND4	6826
MT-ND4L	543
MT-ND5	1589
MTATP6P1	2992
MTCH1	106
MTDH	198
MTHFD1	222
MTND1P23	119
MTND2P28	59
MTPN	280
MXI1	25
MYADM	324
MYCBP2	137
MYH7B	52
MYH9	180
MYL12A	337
MYL12B	311
MYL6	801
MYO5A	179
MYO9B	108
N4BP2L2	194
NAA60	51
NABP1	377
NACA	1409
NAMPT	1915
NAP1L1	571
NAPA	36
NAPG	45
NARF	22
NASP	68
NBPF10	374
NBPF14	95
NBPF19	117
NBR1	38
NCBP3	73
NCOA1	49
NCOA3	49
NCOA4	91
NCOR1	67
NDUFA1	214
NDUFA13	217
NDUFA2	88
NDUFA4	278
NDUFA5	38
NDUFB1	100
NDUFB11	119
NDUFB4	116
NDUFB9	101
NDUFC1	80
NDUFS2	46
NEDD8	117
NFAT5	45
NFE2L2	101
NFKB2	65
NFKBIA	1032
NFKBIB	23
NFKBIZ	347
NIN	80
NIPBL	80
NKTR	132
NMI	27
NMNAT3	381
NNT	77
NONO	89
NOP10	141
NOTCH2NLC	266
NPC2	413
NPEPPS	107
NR1H2	51
NR4A2	71
NRDC	41
NSD1	60
NSD3	57
NT5C3A	30
NUDC	45
NUDT3	151
NUFIP2	82
NUMB	103
OAZ1	1132
OAZ2	104
OCIAD1	54
ODC1	30
OGA	63
OGDH	35
OPHN1	91
OR11G2	33
ORAI1	27
ORAI2	83
ORC4	301
OSBPL8	137
OSER1	52
OST4	274
OSTF1	84
OTUB1	60
OTUD5	21
P2RX4	114
P2RX7	125
P4HB	134
PABPC1	1069
PABPN1	130
PACS1	28
PAFAH1B1	255
PAFAH1B2	45
PAIP2	148
PAK2	129
PANK2	27
PAPOLA	130
PARK7	185
PBRM1	48
PCBP1	274
PCBP2	279
PCGF5	46
PCM1	52
PCMTD1	25
PCSK7	299
PCYT1A	65
PDAP1	42
PDCD10	32
PDCD4	68
PDE4DIP	57
PDIA3	352
PDIA5	34
PELI1	44
PET100	121
PFDN5	852
PFN1	565
PGAM1	146
PGK1	268
PGLS	135
PHACTR1	228
PHF20	73
PHF20L1	84
PHF3	83
PHIP	97
PHKB	55
PIAS1	63
PIGN	306
PIK3C3	73
PIM1	65
PIP4K2A	38
PITHD1	20
PJA2	99
PKN2	56
PLA2G10CP	81
PLAT	128
PLEK	443
PLEKHB2	168
PLP2	127
PMAIP1	79
PNPLA2	41
PNPLA8	83
PNPT1	451
PNRC1	329
POC1B	84
POLR1D	115
POLR2E	77
POLR2J	69
POLR2J3-1	156
POMP	134
PPDPF	119
PPHLN1	96
PPIA	378
PPIG	129
PPM1A	33
PPP1CA	130
PPP1CB	161
PPP1R12A	84
PPP1R15A	337
PPP1R2	92
PPP2R2A	54
PPP2R5A	41
PPP2R5C	168
PPP3CA	35
PPP3R1	37
PPP4C	80
PPP4R2	40
PPP4R3B	31
PPP6R1	25
PPP6R3	25
PRDM2	69
PRDX5	104
PRDX6	64
PRELID1	280
PREX1	69
PRKACA	174
PRKAG2	134
PRKAR1A	80
PRKCB	138
PRKX	152
PRMT2	48
PRPSAP1	50
PRR11	50
PRR13	106
PRRC2C	227
PSAP	1308
PSIP1	21
PSMA4	98
PSMA6	77
PSMA7	224
PSMB1	152
PSMD13	49
PSMD4	68
PSMD6	37
PSME1	222
PSME4	31
PTBP3	110
PTEN	59
PTGES3	153
PTMA	1829
PTP4A2	450
PTPN1	75
PTPN11	79
PTPN18	61
PTPN6	144
PTPRC	601
PTPRJ	91
QKI	167
R3HDM2	50
R3HDM4	28
RAB11A	46
RAB14	66
RAB18	51
RAB1A	102
RAB21	66
RAB27A	67
RAB2A	137
RAB5A	30
RAB5C	99
RAB5IF	108
RAB7A	92
RAB8A	77
RAB8B	46
RABAC1	58
RABGAP1L	62
RAC1	336
RAC2	122
RACK1	922
RAD21	76
RAD23B	60
RAF1	94
RALBP1	50
RALY	51
RAP1A	106
RAP1B	497
RASGRP2	53
RB1CC1	109
RBBP6	61
RBM22P2	124
RBM3	323
RBM38	6
RBM39	398
RBM4	80
RBM8A	90
RBX1	94
RC3H1	35
RCOR3	17
REEP5	118
REL	423
RESF1	64
RFFL	111
RGS10	89
RHAG	33
RHEB	56
RHOA	433
RHOF	31
RHOG	150
RICTOR	99
RILPL2	108
RIOK3	165
RIPOR2	72
RNASEK	172
RNASEK-C17orf49	324
RNASET2	318
RNF10	79
RNF11	30
RNF115	96
RNF14	71
RNF145	33
RNF213	111
RNF41	68
RNF7	105
RNPEPL1	62
RO60	37
ROCK1	148
RPAP2	85
RPL10	3678
RPL11	2335
RPL12	1520
RPL13	2994
RPL13A	1924
RPL14	1222
RPL15	1637
RPL18	1402
RPL18A	1849
RPL19	1912
RPL21	2270
RPL23	1321
RPL23A	1529
RPL24	1051
RPL26	2750
RPL27A	1529
RPL28	2471
RPL29	1321
RPL3	1378
RPL30	2480
RPL31	466
RPL32	2131
RPL34	2760
RPL35A	1631
RPL36	1091
RPL36AL	462
RPL37	2660
RPL37A	2118
RPL38	1010
RPL39	2945
RPL4	758
RPL41	4102
RPL5	1118
RPL6	1451
RPL7	1217
RPL7A	1623
RPL8	1137
RPLP1	4202
RPLP2	1572
RPS10	1474
RPS11	1676
RPS12	2762
RPS13	1835
RPS14	2665
RPS15	1562
RPS15A	2020
RPS16	1596
RPS19	2220
RPS19BP1	43
RPS2	2596
RPS20	936
RPS21	1301
RPS23	2395
RPS24	2649
RPS25	1166
RPS26	776
RPS27	2672
RPS27A	2087
RPS27L	127
RPS28	2348
RPS29	1435
RPS3	1555
RPS3A	2272
RPS4X	1690
RPS5	717
RPS6	1814
RPS6KA3	133
RPS7	1500
RPS8	2280
RSF1	51
RSRC2	128
RSRP1	124
RTF1	55
RTF2	68
RTN4	179
RUNDC1	72
S100A4	3207
S100A6	3212
SAMD4B	172
SAMD9	13
SAP18	133
SAP30BP	43
SAR1A	255
SARAF	229
SAT1	2072
SBNO1	35
SCAF11	190
SCAND1	67
SCFD1	171
SDCBP	293
SEC11A	267
SEC14L1	79
SEC22B	44
SEC23A	125
SEC61G	114
SEC62	144
SECISBP2	57
SELENOF	86
SELENOK	82
SELENOT	73
SEMA6B	351
SENP7	15
SEPTIN2	128
SEPTIN7	174
SEPTIN9	152
SERF2	880
SERINC3	57
SERP1	359
SERPINB1	219
SET	178
SETD6	40
SETX	82
SF1	111
SF3A1	24
SF3B1	189
SF3B2	88
SF3B5	112
SF3B6	89
SFI1	157
SFPQ	293
SH3BGRL	281
SH3BGRL3	1179
SH3BP5	45
SH3GLB1	88
SH3KBP1	137
SH3TC2	19
SHISA5	32
SHISA9	23
SHKBP1	41
SHOC2	111
SIAH2	20
SIRT2	102
SKAP2	98
SKP1	190
SLC25A15	32
SLC25A3	251
SLC25A37	121
SLC25A39	17
SLC28A2	124
SLC2A3	165
SLC35E1	30
SLC35E2B	116
SLC35E3	231
SLC38A2	85
SLC44A2	14
SLC50A1	38
SLC6A4	44
SLFN14	35
SLK	63
SLMAP	35
SLTM	96
SLU7	55
SMAD2	59
SMAD4	43
SMAP2	108
SMARCA2	41
SMCHD1	210
SMG1	270
SMIM27	19
SMNDC1	27
SMS	57
SNAP23	50
SNF8	92
SNRK	49
SNRPB	124
SNUPN	55
SNX3	164
SNX6	62
SNX9	84
SOD1	91
SON	276
SORL1	115
SOS1	140
SOS2	44
SP100	97
SPAG9	110
SPATA33	35
SPATS2	42
SPCS1	187
SPCS2	72
SPCS3	111
SPEN	67
SPG7	89
SPNS1	88
SPPL2A	94
SPPL3	43
SQSTM1	205
SREK1	99
SRGN	1663
SRP14	328
SRRM1	229
SRRM2	273
SRSF10	110
SRSF2	120
SRSF3	197
SRSF4	161
SRSF5	506
SRSF6	69
SRSF8	27
SRSF9	139
SSH2	59
SSU72	81
ST13	88
ST3GAL1	25
STAG2	82
STAT3	126
STAT5B	61
STAU1	27
STK10	237
STK17A	17
STK17B	339
STK24	51
STK3	69
STK4	114
STMP1	92
STRAP	53
STT3B	102
STUB1	53
STX16	61
STXBP2	135
STXBP3	24
SUB1	284
SUMO1	60
SUMO2	241
SUMO3	91
SUZ12	60
SYAP1	64
SYF2	131
SZRD1	35
TAB2	44
TACC1	100
TADA3	30
TAF10	85
TAF2	97
TAF7	48
TAGLN2	250
TALDO1	242
TANGO2	45
TANK	92
TAOK1	70
TAOK3	108
TARBP1	155
TAX1BP1	143
TBC1D15	141
TBCD	204
TBCK	193
TBK1	398
TBL1XR1	35
TCEA1	97
TCF25	211
TCP11L2	15
TERF2IP	39
TET2	94
TFDP2	38
TFG	35
TGFB1	151
TGOLN2	132
THOC5	64
THOC7	38
THRAP3	67
TIMM17A	139
TKT	521
TLK1	24
TLK2	42
TLN1	251
TM9SF2	73
TMA7	416
TMBIM4	186
TMBIM6	256
TMED2	60
TMED5	89
TMEM120B	56
TMEM123	95
TMEM154	67
TMEM167A	111
TMEM183A	37
TMEM212	100
TMEM219	85
TMEM248	29
TMEM258	157
TMEM41B	41
TMEM45A	67
TMEM50A	104
TMEM59	145
TMEM9B	59
TMF1	62
TMOD3	120
TMSB10	3683
TMSB4X	7363
TMSB4XP4	120
TMUB2	29
TMX4	47
TNFAIP3	163
TNFAIP8L1	78
TNRC6B	61
TOMM7	330
TOP1	84
TP53INP1	18
TPGS1	285
TPI1	198
TPM1	160
TPM3	534
TPM4	99
TPR	108
TPST2	44
TPT1	4053
TRA2A	90
TRA2B	126
TRAM1	94
TRAPPC1	79
TRAPPC5	132
TRIM52	84
TRIM56	171
TRIM58	33
TRIOBP	49
TRIP11	96
TRIP12	44
TRIR	141
TRNAU1AP	168
TSC2	169
TSC22D3	184
TSC22D4	24
TSGA10	47
TSPAN10	126
TSPAN14	129
TSPO	548
TSPYL1	38
TTC3	82
TUBA1A	414
TUBA1B	335
TUBA4A	25
TUBB4B	93
TUT7	62
TXN	131
TXNIP	410
TXNL1	28
TXNL4A	75
TYMP	485
U2AF1	133
UBA52	1445
UBALD2	78
UBB	213
UBC	908
UBE2B	135
UBE2D2	88
UBE2D3	237
UBE2E3	35
UBE2H	33
UBE2J1	173
UBE2L3	79
UBE2M	65
UBE2R2	153
UBL3	56
UBL5	230
UBN1	60
UBQLN1	47
UBR2	23
UBR4	50
UBXN1	120
UBXN4	65
UCP2	114
UFD1	28
UGGT1	77
UGP2	24
UIMC1	24
UPF2	33
UQCR10	153
UQCR11	263
UQCRB	482
UQCRH	226
USF2	82
USP12	34
USP15	168
USP22	29
USP33	41
USP34	51
USP47	38
USP7	69
USP8	217
USP9X	48
UTRN	133
UXT	98
VAMP2	69
VAPA	146
VASP	209
VCP	70
VHL	68
VIM	2626
VMP1	177
VOPP1	24
VPS26A	28
VPS36	51
VPS37B	38
VPS4B	65
VRK1	82
VSIR	277
WAC	163
WAS	92
WASF2	226
WBP11	54
WBP2	33
WDR1	72
WDR26	87
WDR45	112
WHAMMP1	40
WIPF1	95
WIPI2	44
WNK1	88
WSB1	154
WTAP	66
XIAP	173
XPR1	70
XRCC5	96
XRCC6	74
XRN1	38
YBX1	719
YBX3	162
YIPF4	94
YIPF6	533
YME1L1	68
YPEL3	90
YPEL5	124
YTHDF2	34
YWHAB	409
YWHAZ	332
YY1	121
ZBTB7A	357
ZBTB8OS	38
ZC3H15	96
ZC3H7A	46
ZC3HAV1	55
ZEB2	776
ZFAND5	190
ZFAND6	63
ZFC3H1	74
ZFP36	564
ZFP36L1	418
ZMAT2	48
ZMAT3	66
ZMYM2	35
ZNF101	51
ZNF106	106
ZNF148	27
ZNF207	216
ZNF24	43
ZNF33A	26
ZNF34	118
ZNF385D	89
ZNF426	131
ZNF431	74
ZNF526	321
ZNF585B	52
ZNF605	193
ZNF639	39
ZNF655	50
ZNF66	111
ZNHIT1	52
ZZEF1	210
