cluster	ref	rank	genes	scores	logfoldchanges	pvals	pvals_adj
CPSF3L-I8	rest	9	PPHLN1	4.1790223	3.7608428	0.00011925027215356905	0.014891593970981228
CPSF4-I8	rest	0	ITGA10	5.1731367	2.724161	1.0839013657794534e-06	2.8105174807037395e-05
CPSF4-I8	rest	1	ERICH2	2.4685173	2.4063106	0.015603410694614036	0.047299579232092374
CPSF4-I8	rest	2	AL096803.2	2.3366997	1.684722	0.02152582022386777	0.06078242445223494
CPSF4-I8	rest	3	AP003469.4	2.2721617	2.1098933	0.025333604063145835	0.06860321275801899
CPSF4-I8	rest	4	DDR2	2.1467848	1.8018996	0.034314067131634804	0.08545453375115337
CPSF4-I8	rest	5	AC124016.2	1.9689171	1.3001553	0.05152345762445691	0.11544711415325447
CPSF4-I8	rest	6	FCER1G	1.9332516	2.0450861	0.05603411884096182	0.12309490740949651
CPSF4-I8	rest	7	NOL4L	1.9285289	1.1592113	0.056173021284597495	0.1233089087984822
CPSF4-I8	rest	8	AC108047.1	1.909098	1.8957621	0.05937879920776116	0.12814567866782944
CPSF4-I8	rest	9	LINC01089	1.8575306	0.9477414	0.06567565502516834	0.1383692827563754
CPSF6-I5	rest	0	VMA21	12.383328	10.172224	2.0768813102701135e-25	2.469204189780138e-21
CPSF6-I5	rest	1	SOD2	9.773333	7.1580234	3.977486361723497e-18	1.576277845151022e-14
CPSF6-I5	rest	2	REEP3	9.300651	4.0188313	7.074214493330378e-17	1.4017556018534145e-13
CPSF6-I5	rest	3	SKA2	8.512998	6.4433093	5.9775965490551905e-15	7.1067645371717164e-12
CPSF6-I5	rest	4	CD164	7.948746	5.55839	1.575322421022224e-13	1.7026371148666566e-10
CPSF6-I5	rest	5	GOLT1B	7.8413677	3.4473298	5.454830881161094e-13	5.404373695510353e-10
CPSF6-I5	rest	6	TLCD5	7.6656322	2.9403079	1.4060218995989771e-12	1.2858611049486337e-09
CPSF6-I5	rest	7	SMIM13	7.4153256	3.0847054	5.4498398310631604e-12	3.8113615147947006e-09
CPSF6-I5	rest	8	TSPAN3	7.4089293	4.7579436	3.767042065572657e-12	2.985757541172888e-09
CPSF6-I5	rest	9	SCARB2	7.393923	2.7484663	5.070216509702584e-12	3.767487755240876e-09
CPSF7-I1	rest	0	RNASEH2C	6.2610784	5.601915	1.2811735585185503e-09	7.615936218613522e-06
CPSF7-I1	rest	1	ZNF480	5.8196826	1.9816273	1.8049736348086388e-08	4.7352602008774655e-05
CPSF7-I1	rest	2	CHCHD10	5.7634263	7.4087534	1.9914459588180105e-08	4.7352602008774655e-05
CPSF7-I1	rest	3	NDUFA13	5.717477	8.477957	2.5446796531336615e-08	5.04228273268435e-05
CPSF7-I1	rest	4	NDUFAF3	5.6670103	4.433177	3.334762816971927e-08	5.663856447282749e-05
CPSF7-I1	rest	5	HMGB3	5.593819	3.1355867	4.909065978340929e-08	7.295485677061914e-05
CPSF7-I1	rest	6	SMIM4	5.4762597	1.5996828	9.182673572513544e-08	0.00011159995102325553
CPSF7-I1	rest	7	SLC25A6	5.4678717	6.2355437	9.386824040983728e-08	0.00011159995102325553
CPSF7-I1	rest	8	PA2G4	5.3831716	8.426517	1.44811218143188e-07	0.00015651459750039656
CPSF7-I1	rest	9	PTGES2	5.362826	1.9353831	1.6394196981883408e-07	0.00016242550659800986
CSTF1-I5	rest	0	FAM228B	2.4135785	2.136263	0.019765695178543798	0.9953859579940842
CSTF1-I5	rest	1	AC004148.1	2.3302362	2.339933	0.02497202232200669	0.9953859579940842
CSTF1-I5	rest	2	LEAP2	2.3192785	1.8324668	0.024688779378038914	0.9953859579940842
CSTF1-I5	rest	3	FAM234A	2.2334702	1.7482	0.030378345475801545	0.9953859579940842
CSTF1-I5	rest	4	AL035071.1	2.2055302	1.713654	0.032243738144813724	0.9953859579940842
CSTF1-I5	rest	5	CBX5	2.1921487	4.0042686	0.03385077306441291	0.9953859579940842
CSTF1-I5	rest	6	PDE4A	2.0230691	2.1586154	0.04893816381638663	0.9953859579940842
CSTF1-I5	rest	7	C6orf52	2.0132232	2.0025294	0.0498708114138093	0.9953859579940842
CSTF1-I5	rest	8	KAT8	1.9687654	1.4481016	0.054707355277711804	0.9953859579940842
CSTF1-I5	rest	9	CEBPD	1.8757384	1.5065007	0.065683795021277	0.9953859579940842
CSTF2-I4	rest	0	RNASEH2C	4.452838	4.9641705	1.4672664055573943e-05	0.08722165147835931
CSTF2-I4	rest	1	SSU72	3.9900432	4.9335957	9.571149514317499e-05	0.3793046552524025
CSTF2-I4	rest	2	GMDS	3.5555367	1.3524497	0.00048057460322010483	0.9905043885820982
CSTF2-I4	rest	3	NUCKS1	3.4264026	8.348299	0.0007587226469310465	0.9905043885820982
CSTF2-I4	rest	4	TUBB	3.4237885	15.632174	0.0007615873945028875	0.9905043885820982
CSTF2-I4	rest	5	APRT	3.3477695	8.610588	0.0009881325695537486	0.9905043885820982
CSTF2-I4	rest	6	EIF3E	3.2671819	5.9330277	0.0012966950848870918	0.9905043885820982
CSTF2-I4	rest	7	NDUFAF3	3.223062	3.2906015	0.0015012251234260456	0.9905043885820982
CSTF2-I4	rest	8	ATP5MC2	3.2089128	6.644237	0.0015721926882264526	0.9905043885820982
CSTF2-I4	rest	9	CAMTA1	3.0318637	2.5529275	0.002781978211962206	0.9905043885820982
CSTF3-I5	rest	0	MT-ND6	5.517763	16.295544	1.2638624190268153e-07	1.0732900214149863e-05
CSTF3-I5	rest	1	CBX5	5.4058056	3.6161723	1.7153173112364183e-07	1.3873066335571275e-05
CSTF3-I5	rest	2	AC027307.3	4.9566197	2.130545	1.5932688472386848e-06	8.571209649240147e-05
CSTF3-I5	rest	3	MT-ND2	4.3004413	34.956596	2.5683626444547526e-05	0.0007429504496331521
CSTF3-I5	rest	4	SLC16A4	4.0973935	1.4455415	5.984794863110015e-05	0.0014089747748022765
CSTF3-I5	rest	5	FCER1G	3.960587	2.977381	0.00011418464329314343	0.002270135826274552
CSTF3-I5	rest	6	LINC00641	3.9570293	1.5834796	0.00010775454659538176	0.002182442597057059
CSTF3-I5	rest	7	ATXN10	3.6866016	1.7874076	0.00028833304887662756	0.004657597307193241
CSTF3-I5	rest	8	CLGN	3.6235971	1.339336	0.0003624828522070448	0.005441361906426206
CSTF3-I5	rest	9	ITGA10	3.623595	1.6218581	0.0003607461615391079	0.005429001410808169
CTR9-I7	rest	0	KCNQ1OT1	7.883552	10.095807	1.287510952575379e-12	4.1370858689645085e-10
CTR9-I7	rest	1	ARL6IP1	5.834813	10.146229	2.4879759967467044e-08	1.103714426317969e-06
CTR9-I7	rest	2	DEF8	5.802503	5.016121	2.6557183764975257e-08	1.1608027859624662e-06
CTR9-I7	rest	3	CU638689.4	5.464567	2.1797836	1.6616825138334437e-07	4.90216957989226e-06
CTR9-I7	rest	4	TUBB3	5.3883133	4.550876	2.479065614058713e-07	6.698547973987282e-06
CTR9-I7	rest	5	JPT1	4.9660616	8.610457	1.5262793119895851e-06	2.9505584943486466e-05
CTR9-I7	rest	6	ROMO1	4.9004865	3.5868938	1.9618181764029737e-06	3.61053503084442e-05
CTR9-I7	rest	7	NEU1	4.6758866	2.8091931	5.996144686753636e-06	8.66198835732855e-05
CTR9-I7	rest	8	TUBB4B	4.463802	12.100212	1.3709344404559109e-05	0.00016855263249824533
CTR9-I7	rest	9	AK1	4.4477906	2.1160793	1.4311860059255198e-05	0.0001743378117259068
FIP1L1-I1	rest	0	CPNE7	3.5096383	4.686363	0.0007371554166543368	0.006425249815691649
FIP1L1-I1	rest	1	MAP3K12	2.85455	1.4623039	0.005097827091276291	0.02840115571142635
FIP1L1-I1	rest	2	LINC01963	2.6935463	1.5726752	0.008130389458539354	0.04004778631000442
FIP1L1-I1	rest	3	BACH1	2.6742146	1.2850072	0.008473197328044654	0.04116789662162766
FIP1L1-I1	rest	4	AC027307.3	2.438658	1.570584	0.016255486174841727	0.06694197268191662
FIP1L1-I1	rest	5	ITGA10	2.28771	1.3319293	0.02362888518085574	0.08764856380045892
FIP1L1-I1	rest	6	DUSP1	2.251207	2.4223945	0.026057915522556877	0.09356767068791262
FIP1L1-I1	rest	7	FCER1G	2.222522	2.4647036	0.02858477891304444	0.0997895840933006
FIP1L1-I1	rest	8	MZT2B	2.1760387	3.488642	0.031183054926070635	0.10625640443551793
FIP1L1-I1	rest	9	AC231981.1	2.0372725	1.5307245	0.043771837280270766	0.13485446318350328
LEO1-I2	rest	0	LINC00685	8.401185	2.2820685	8.49026939269454e-16	5.047040640487269e-12
LEO1-I2	rest	1	COX20	5.783656	1.6859064	1.3378346952143165e-08	1.590551669140301e-05
LEO1-I2	rest	2	DDT	5.371129	5.574755	1.2111690771947227e-07	8.999743224230036e-05
LEO1-I2	rest	3	AC093323.1	5.368396	3.7218642	1.5312182720527268e-07	0.00010157431345767248
LEO1-I2	rest	4	RNASEH2C	4.868897	3.17186	1.524961275004877e-06	0.0007266156065046627
LEO1-I2	rest	5	CKB	4.718627	12.71468	3.10364916152762e-06	0.001366640180792662
LEO1-I2	rest	6	ROMO1	4.6966248	2.0052164	3.439601397672601e-06	0.0014361913486562717
LEO1-I2	rest	7	NDUFS5	4.694231	7.2090364	3.503200362606769e-06	0.0014361913486562717
LEO1-I2	rest	8	FKBP3	4.644338	2.973535	4.388616949726687e-06	0.001739208897176686
LEO1-I2	rest	9	ATP5F1E	4.5399275	7.3106413	7.093042968069449e-06	0.0025554299347690206
NT-I1	rest	0	PSMG1	3.8982034	2.7288074	0.00015382103607902852	0.5064912940447279
NT-I1	rest	1	RTRAF	3.836703	7.099519	0.00019033667875288247	0.5064912940447279
NT-I1	rest	2	FAM207A	3.700251	2.372437	0.0003132911916243174	0.5064912940447279
NT-I1	rest	3	LIMD2	3.683614	1.757638	0.0003419369331325182	0.5064912940447279
NT-I1	rest	4	TSEN15	3.650471	1.5847421	0.00038163535826670554	0.5064912940447279
NT-I1	rest	5	FUOM	3.5840852	2.0213754	0.0004705194041236239	0.5064912940447279
NT-I1	rest	6	MRPL12	3.5584173	7.947842	0.000516874982614026	0.5064912940447279
NT-I1	rest	7	NDUFS5	3.5153844	10.72244	0.0005973312292352816	0.5064912940447279
NT-I1	rest	8	TMEM14B	3.4902878	5.4528766	0.0006569502731256378	0.5064912940447279
NT-I1	rest	9	ITGB1BP1	3.4511387	2.0834494	0.0007522437699031136	0.5064912940447279
NT-I2	rest	0	CKB	4.36566	18.906511	2.1566684439518065e-05	0.15301672971226574
NT-I2	rest	1	NDUFAF3	4.262383	4.326295	3.291534896080375e-05	0.15301672971226574
NT-I2	rest	2	HSPB11	4.2237897	2.688713	3.8611337298073613e-05	0.15301672971226574
NT-I2	rest	3	NDUFS5	4.0993667	9.821574	6.52305662479308e-05	0.17932666998364874
NT-I2	rest	4	FUOM	4.0235143	2.059864	8.506760218003011e-05	0.17932666998364874
NT-I2	rest	5	RARS	3.9688032	2.7846272	0.00010502648502478648	0.17932666998364874
NT-I2	rest	6	CAPZA1	3.9352906	2.3069246	0.00011943849003272999	0.17932666998364874
NT-I2	rest	7	PGK1	3.9225297	3.669897	0.00012506117395401267	0.17932666998364874
NT-I2	rest	8	HMGN2	3.8948648	14.952848	0.0001389537945374328	0.17932666998364874
NT-I2	rest	9	PSMB5	3.8590007	6.5857587	0.00015914470953496695	0.17932666998364874
NT-I3	rest	0	CKB	4.50696	21.375887	1.213825623093493e-05	0.050322162467756434
NT-I3	rest	1	MRPL12	4.3912334	9.855926	2.076707880804164e-05	0.050322162467756434
NT-I3	rest	2	HES4	4.3827643	8.188534	2.196942246114812e-05	0.050322162467756434
NT-I3	rest	3	SLC25A6	4.359808	6.92448	2.2401137615730068e-05	0.050322162467756434
NT-I3	rest	4	TMEM141	4.3245716	3.0925071	2.621725956659523e-05	0.050322162467756434
NT-I3	rest	5	NHP2	4.3060017	8.842314	2.9628659876717557e-05	0.050322162467756434
NT-I3	rest	6	NDUFAF3	4.2942696	4.6867075	2.9234328601969367e-05	0.050322162467756434
NT-I3	rest	7	CD320	4.2566385	3.0789375	3.410968515255118e-05	0.050691255847335116
NT-I3	rest	8	APRT	4.1331058	10.844856	5.581631418539318e-05	0.06565163347954514
NT-I3	rest	9	POLR2L	4.105853	5.936439	6.22916199590778e-05	0.06565163347954514
NT-I4	rest	0	ESD	3.7879806	3.2811644	0.0002462622603349712	0.9178611655774842
NT-I4	rest	1	RFC4	3.306218	1.6291443	0.001281478851017458	0.9178611655774842
NT-I4	rest	2	MICOS13	3.2756104	3.2307644	0.0014048102684223634	0.9178611655774842
NT-I4	rest	3	NT5C	3.2219784	2.2369163	0.001667278090715744	0.9178611655774842
NT-I4	rest	4	MRI1	3.1976798	1.7660556	0.0019150716560689663	0.9178611655774842
NT-I4	rest	5	TMEM230	3.1968763	2.797031	0.0018210608065943612	0.9178611655774842
NT-I4	rest	6	CENPW	3.1671057	3.103512	0.0019857384068474176	0.9178611655774842
NT-I4	rest	7	NME3	3.1376922	2.748143	0.0021886838970969955	0.9178611655774842
NT-I4	rest	8	CLIC1	3.1372342	3.4567585	0.002213416751204346	0.9178611655774842
NT-I4	rest	9	LYPLAL1	3.0990367	1.388164	0.0024575982650866224	0.9178611655774842
NT-I5	rest	0	SRSF2	4.1479354	7.7555294	6.2557032757728e-05	0.23639349285474803
NT-I5	rest	1	SLC25A6	4.0629897	6.982751	8.592659136837708e-05	0.23639349285474803
NT-I5	rest	2	MRPL12	4.0203667	8.0788	0.00010207937492389215	0.23639349285474803
NT-I5	rest	3	PTGES3	4.01221	11.690449	0.00010509981354255799	0.23639349285474803
NT-I5	rest	4	CHCHD10	4.0052476	8.1491585	0.00010608953859137501	0.23639349285474803
NT-I5	rest	5	SLC25A11	3.9000504	2.9678776	0.0001568037165018087	0.23639349285474803
NT-I5	rest	6	LDHB	3.8516097	21.24726	0.00019170170688830436	0.23639349285474803
NT-I5	rest	7	NDUFS5	3.8065915	11.263816	0.00022465001047667583	0.23639349285474803
NT-I5	rest	8	HSPE1	3.7619843	16.870161	0.0002601720676019559	0.23639349285474803
NT-I5	rest	9	SPCS1	3.7539983	4.6041813	0.000268928042989151	0.23639349285474803
NT-I6	rest	0	PTGES3	5.3552976	11.911615	1.9126990887533131e-07	0.002274007946618814
NT-I6	rest	1	MAGOHB	5.1732063	2.519208	4.672772880635209e-07	0.0027777298388936
NT-I6	rest	2	HSPE1	4.9926963	16.796207	1.1078792799873593e-06	0.002838283670297367
NT-I6	rest	3	MRPL12	4.9854064	7.6164465	1.145961166591293e-06	0.002838283670297367
NT-I6	rest	4	OSTC	4.97741	3.5691583	1.1936595467648107e-06	0.002838283670297367
NT-I6	rest	5	NT5C	4.9377966	2.4433072	1.4476758275750598e-06	0.002868569652339981
NT-I6	rest	6	TMEM14B	4.9015408	4.7195272	1.726404233969368e-06	0.0029321742768088307
NT-I6	rest	7	TOMM22	4.8169394	5.473188	2.5101683554664824e-06	0.0037304239472676264
NT-I6	rest	8	GLRX3	4.7903266	3.2524705	2.8367737120653626e-06	0.003747378073638344
NT-I6	rest	9	APRT	4.7084665	10.307415	4.1115085805032135e-06	0.004557166228575134
NT-I7	rest	0	MRPL12	4.8548865	8.884912	2.668680130786388e-06	0.02650552406046307
NT-I7	rest	1	MICOS13	4.6823015	3.6787186	5.708621298488299e-06	0.02650552406046307
NT-I7	rest	2	SLC25A6	4.643235	6.799705	6.774134189642996e-06	0.02650552406046307
NT-I7	rest	3	SNRPE	4.5671167	8.423076	9.493519095595151e-06	0.02650552406046307
NT-I7	rest	4	MAGOHB	4.522502	2.7156408	1.1288369723971458e-05	0.02650552406046307
NT-I7	rest	5	CHCHD10	4.4649835	7.7151213	1.4362787269089848e-05	0.02650552406046307
NT-I7	rest	6	PRMT1	4.445198	4.3500857	1.5605910372885987e-05	0.02650552406046307
NT-I7	rest	7	SSBP1	4.400723	12.247899	1.8866292721038068e-05	0.028037669270052697
NT-I7	rest	8	PTGES3	4.2722874	11.07202	3.185780650020147e-05	0.03711921526392627
NT-I7	rest	9	RRP7A	4.2655206	3.7956593	3.267761721326906e-05	0.03711921526392627
NT-I8	rest	0	MAGOHB	3.8691137	2.5397465	0.00016426308663777193	0.9989672152511969
NT-I8	rest	1	ERI3	3.5180025	2.183995	0.000580966827408511	0.9989672152511969
NT-I8	rest	2	MRPL12	3.5176086	6.74138	0.000582856452931188	0.9989672152511969
NT-I8	rest	3	STRAP	3.4451358	4.702354	0.0007495287359707923	0.9989672152511969
NT-I8	rest	4	RRP7A	3.3241076	3.3062747	0.0011225640938858827	0.9989672152511969
NT-I8	rest	5	NDUFAF3	3.250287	3.783174	0.0014314857518243082	0.9989672152511969
NT-I8	rest	6	PYGL	3.058182	1.9082242	0.002652193259824978	0.9989672152511969
NT-I8	rest	7	APRT	3.0368245	8.226331	0.002837087576748213	0.9989672152511969
NT-I8	rest	8	TMEM256	3.0183547	2.2812324	0.0030029354586530404	0.9989672152511969
NT-I8	rest	9	MICOS13	2.9924505	2.6094253	0.003251281735017702	0.9989672152511969
NT-I9	rest	0	SLC25A6	5.0090957	8.336713	1.3841901044876887e-06	0.010139273062098268
NT-I9	rest	1	MRPL12	4.9740868	10.917602	1.705656163192576e-06	0.010139273062098268
NT-I9	rest	2	MRPL3	4.6386623	3.9755476	7.010434113684666e-06	0.023212472679934794
NT-I9	rest	3	CLNS1A	4.6137266	3.747742	7.80973090417522e-06	0.023212472679934794
NT-I9	rest	4	DFFA	4.499553	3.3560328	1.2587385345839535e-05	0.02993028487533725
NT-I9	rest	5	RPS29	4.367831	25.867882	2.206377816530839e-05	0.04053751776678147
NT-I9	rest	6	UQCC2	4.3273234	4.4184465	2.5998334476105616e-05	0.04053751776678147
NT-I9	rest	7	C1QBP	4.3134637	15.908904	2.7792238837169833e-05	0.04053751776678147
NT-I9	rest	8	POLR3K	4.2285852	3.7141452	3.87968826797143e-05	0.04053751776678147
NT-I9	rest	9	DHRS4L2	4.2184534	2.0250494	4.163881736327357e-05	0.04053751776678147
NT-I10	rest	0	UQCC2	7.945768	5.1873016	2.5377466980727992e-14	3.017127049338751e-10
NT-I10	rest	1	MRPL12	7.419887	9.509042	8.599814124034982e-13	3.762543127696944e-09
NT-I10	rest	2	CKB	7.4056635	24.206059	9.494178974758879e-13	3.762543127696944e-09
NT-I10	rest	3	SRM	7.0041738	11.335541	1.2367150993894321e-11	3.164753352148053e-08
NT-I10	rest	4	PARK7	6.9652104	9.135961	1.623146075047734e-11	3.164753352148053e-08
NT-I10	rest	5	TUBB	6.9617558	23.322798	1.6138999224229396e-11	3.164753352148053e-08
NT-I10	rest	6	RPL37	6.946545	32.704433	1.8633420359186115e-11	3.164753352148053e-08
NT-I10	rest	7	APRT	6.9031415	12.354561	2.3256552436142102e-11	3.456214398916168e-08
NT-I10	rest	8	SSBP1	6.7387857	12.781793	6.599594198973063e-11	8.718063936843416e-08
NT-I10	rest	9	RPS23	6.6525826	62.961575	1.0814747106651612e-10	1.240192212719291e-07
NUDT21-I3	rest	0	VMA21	15.513296	11.423912	1.3868205522823012e-37	8.24395477304214e-34
NUDT21-I3	rest	1	SLC25A53	12.351998	4.49024	6.4565789250558746e-27	1.9190566709997323e-23
NUDT21-I3	rest	2	CBFB	11.72603	4.439653	3.7938272783224795e-25	6.443544644567994e-22
NUDT21-I3	rest	3	SPCS3	11.703747	8.00426	3.3163919578931653e-25	6.443544644567994e-22
NUDT21-I3	rest	4	NDFIP1	11.454968	8.978347	4.988359417178545e-24	6.589622790092859e-21
NUDT21-I3	rest	5	CD46	11.342756	3.191913	1.1265166593909221e-24	1.674144570437334e-21
NUDT21-I3	rest	6	GMFB	11.163457	4.7345824	7.783875665075345e-24	9.165385469569761e-21
NUDT21-I3	rest	7	REEP3	11.0675335	4.197395	2.4467700839176054e-23	2.4241374606413676e-20
NUDT21-I3	rest	8	IFI27L1	11.050406	3.4091094	8.480043751809856e-24	9.165385469569761e-21
NUDT21-I3	rest	9	VAMP4	11.01002	3.4677925	5.707672036676958e-23	4.847036631718025e-20
PABPC1-I1	rest	0	FIP1L1	3.6027746	1.9698383	0.00046478854715768846	0.01782539044244438
PABPC1-I1	rest	1	SLC3A2	3.491009	4.9688716	0.0006550466010927296	0.02314361801815409
PABPC1-I1	rest	2	USP1	3.3554127	3.2041023	0.00106327321606429	0.03425814435172993
PABPC1-I1	rest	3	RIOK2	3.1873558	1.4573262	0.0018032694370069082	0.05141263869682286
PABPC1-I1	rest	4	MALAT1	3.1811547	72.93446	0.0018935966246391039	0.053096627996071476
PABPC1-I1	rest	5	ID3	3.1804943	8.164623	0.00191852839463762	0.053543155126400614
PABPC1-I1	rest	6	MRPS31	3.1609266	1.542074	0.0020022618157599496	0.055231765029164825
PABPC1-I1	rest	7	CIRBP	3.1428483	3.889673	0.002117624070497965	0.05801021330449379
PABPC1-I1	rest	8	ATF4	3.096492	2.712164	0.0024039679482482394	0.06390206480312247
PABPC1-I1	rest	9	ID1	2.987168	3.0223627	0.0033981777633033923	0.08112637636127315
PABPN1-I2	rest	0	LINC01311	5.920659	8.346852	2.0194170167473516e-06	0.004001474818684877
PABPN1-I2	rest	1	Z95331.1	5.915318	6.2885623	1.3145716668149118e-06	0.0031257885093524972
PABPN1-I2	rest	2	SNHG19	5.8537517	15.914462	2.5451591817311993e-06	0.00407636778842348
PABPN1-I2	rest	3	MIB2	5.6459355	7.61701	3.0610888225890137e-06	0.00407636778842348
PABPN1-I2	rest	4	CLEC11A	5.601732	7.433359	3.0858196732955944e-06	0.00407636778842348
PABPN1-I2	rest	5	SNHG25	5.5026717	10.169862	5.124760907111717e-06	0.005538934765877382
PABPN1-I2	rest	6	THUMPD3-AS1	5.3413053	10.940475	5.121630285393269e-06	0.005538934765877382
PABPN1-I2	rest	7	AC040169.1	5.155492	5.272644	1.4000702797698774e-05	0.009791432680108278
PABPN1-I2	rest	8	CYHR1	5.0960674	4.148597	6.7830476626302895e-06	0.005760260975786536
PABPN1-I2	rest	9	AC139530.1	5.061374	4.132121	1.1432397114827392e-05	0.00906131795321219
PAF1-I6	rest	0	KCNQ1OT1	4.676394	20.27211	6.455336990803598e-05	0.009834854283545781
PAF1-I6	rest	1	KDM5B	3.1941016	4.159073	0.0027859972813438815	0.03901380645217598
PAF1-I6	rest	2	ARL6IP1	3.1821802	12.972549	0.0028345948685803745	0.039106546982148334
PAF1-I6	rest	3	FAM53C	2.9342475	2.1987257	0.005048506208018989	0.052374947911987574
