gene	log2_fold_change	p_value	fdr
CDV3	-0.29772025259821805	0.016697628669470929	0.11754143531366482
SCFD1	-0.10444458773726591	0.37953135782963965	0.63507062100533374
HECTD1	-0.056695071176491869	0.66143318141214491	0.84467204310809207
HNRNPC	0.012778765661810748	0.91118318611770655	0.96157180335508374
SNAP23	-0.027973420540290481	0.84858272460411133	0.93183250485573121
MYL6	-0.071406994646650651	0.58132294949790109	0.79058744109190893
RFFL	0.09367700399417328	0.60350997125603589	0.80150162539486547
MFSD11	0.22736803005975101	0.14281497645752983	0.38393214769615785
LRRFIP2	-0.08037427098383737	0.64628206247067799	0.83126648719225815
WAC	-0.0639887286676563	0.56536725780238994	0.782992302430497
HSP90AB1	0.032017137002702374	0.83955244091729808	0.93183250485573121
HNRNPH3	-0.21925728531935454	0.080414081308118265	0.2789119470614102
SH3GLB1	-0.13264334268843772	0.34655569649950813	0.61372410939369992
RAB18	-0.050805970255672184	0.69877410778015203	0.87591947369985723
MYO9B	0.030254173943794031	0.81755037171321354	0.92479627469459369
KCNK6	0.31845144273922094	0.063622915848981595	0.24379270457633823
CIRBP	0.19217074231269832	0.032613087190196739	0.17008796202478518
ATP5F1D	0.0038552701748547137	0.97474395445008366	0.98787880206324086
HNRNPM	0.0019815192050997394	0.9864372633481352	0.99268933051020081
POLR2E	0.10961195154879881	0.40859766056438351	0.66426172576394082
MKNK2	0.093032463630936924	0.68715851254740223	0.86538354356251235
SF3A1	0.096593378327902268	0.49992008736600091	0.73800186451034633
MAPK1	0.064697880450909989	0.63789204548946321	0.82567729438808235
GRK3	-0.3239391883506017	0.1324931700497152	0.37124066666871181
TRIOBP	0.1571478541235643	0.30130672345784271	0.56953347595404391
DDX17	0.1637059501363127	0.19519898740348063	0.45697168769438301
JOSD1	0.25399947902429226	0.13671780986430201	0.37526709531520425
FBXO7	-0.16177848883573234	0.34662044293433536	0.61372410939369992
CYB5R3	0.010488562294740381	0.9540260067360381	0.97379992213130295
THOC5	0.51758733697752057	0.0021005910129336899	0.036440372018043669
TSPO	-0.63206257921658049	0.010891756181652567	0.087934008946788239
RPL3	-0.00055310722388536863	0.9970760803290194	0.99817832340707002
APOL1	0.30381845609146246	0.032939756715061962	0.17116695398481288
MYH9	-0.080316236239353328	0.48702437699087753	0.72842734913718943
TNRC6B	0.11926303695146873	0.51577529284151413	0.74524053940396739
ST13	-0.089085903860408683	0.53692001805005296	0.76344149830201558
RBX1	-0.4254907030459717	0.0033788049120459804	0.044255892589537292
EP300	0.21182639913900331	0.10724569524623903	0.32934419650413477
DESI1	-0.16043503666976075	0.35016144502077207	0.61487278891530273
SOS2	0.085735127058192181	0.56146564038564173	0.78200233928955365
NIN	0.016408765625007322	0.91598168656871481	0.96252220927660281
ATP6V1D	0.37739586845418133	0.0023054086036764405	0.037016054996108244
DHRS7	-0.24918643014310432	0.069899467200155829	0.25416371152423073
PPM1A	-0.089111409257587038	0.52130496034944385	0.75171017995898615
HIF1A	-0.10371051200950351	0.50272146767440939	0.73950568312788811
SRSF5	0.016441392031814439	0.87807019750288406	0.95031947404103001
EIF5	0.16953366403414818	0.29915922990234334	0.56848210043942637
MTHFD1	0.16141414202114757	0.26200638483660399	0.52882362137218519
VRK1	0.17998982832375665	0.28505657403987661	0.5511522293805533
YY1	-0.0015103633354737484	0.98578938337637456	0.99268933051020081
TRIP11	0.05764370997050209	0.73995086504567742	0.8976497533084471
PABPN1	-0.13816228122818319	0.34045966642848613	0.60814607915788332
PSMA6	-0.16185603013007149	0.25025085361802191	0.517087115361753
NFKBIA	0.66337865829712683	0.015527864788868381	0.1132108101188414
SEC23A	0.11633530785665093	0.46339355852612374	0.70851993288971427
RAB5IF	-0.31145494914398419	0.033481008477571961	0.17272578490664539
STK4	0.015520239767432243	0.88794100138258636	0.95214986384296885
CTSZ	-0.33536021927323978	0.068553371367997717	0.25118658380735576
PSMA7	-0.37024042522187678	0.0096615910481615171	0.083171166312185588
CSNK2A1	0.084690823777021529	0.52481530767093876	0.75297296652788304
CDS2	0.030424824968363587	0.85790394590717434	0.93512184492856765
MAPRE1	-0.23266309676565708	0.092226313730932596	0.29826742204624596
CHMP4B	-0.0032331215530173067	0.97939687809657183	0.98986469280591072
VAPA	-0.14995756699885815	0.14776403735462795	0.39248105832669766
LPIN2	0.16638729710902586	0.4098710164783177	0.66434248353456982
SMCHD1	0.24957396758561151	0.052995285195966677	0.21887359117062538
MYL12A	-0.35220436655231679	0.057533670633492524	0.2283767092646134
ANKRD12	-0.062243004267370054	0.40967700819175978	0.66434248353456982
RIOK3	-0.17535665759815028	0.21008115990747944	0.46688332427338747
MID1	0.46028648271114586	0.013655245197199954	0.1039556651952019
XIAP	-0.07899295956473644	0.6359968384530974	0.82567729438808235
STAG2	-0.13421406055001062	0.30104558539614834	0.56953347595404391
PLP2	-0.37745983304699177	0.031688493978250132	0.16873587020558992
EMD	0.027597859186060909	0.8505717777413242	0.93210664907388985
PGK1	-0.13382071395145859	0.26450154870414677	0.53011600715038665
SMS	-0.26655301659125602	0.086101111149286605	0.28727296258585117
RBM3	0.32308518329600244	0.0013498272292032905	0.028789598664649287
STK24	-0.084019357539930409	0.50698549490300227	0.74084873438240684
SLC25A15	-0.065058466529696754	0.81016260705292265	0.92028804887013227
DGKH	-0.33125923576994731	0.24276360609914482	0.5064367782710627
INTS6	0.36533604767817546	0.072463488720156066	0.25952462501529577
CORO1A	-0.37670631960325057	0.033867205365876396	0.17367576574414215
PHKB	0.22760253523333157	0.12537790552580833	0.3630672873597286
NFAT5	-0.057564899161554203	0.7183022947564256	0.88608512879901558
CTCF	-0.1474788453559811	0.34013235952480803	0.60814607915788332
SETD6	0.35578506794907955	0.039108932874218433	0.18893083559258558
CMC2	-0.20624528196127878	0.2978213242160449	0.56757544653004521
COTL1	-0.072951047836576979	0.64135834473557485	0.82782133322096607
TSC2	0.32432178441729259	0.044396681404148243	0.20013519787548215
STUB1	-0.21673900484757758	0.081078779666078141	0.28053650397778612
GSPT1	-0.22284259061141898	0.12908225575625329	0.36818072550037118
ELOB	-0.083213383619989506	0.50330080077281969	0.73950568312788811
CSK	-0.30306250439716814	0.063619526475128377	0.24379270457633823
HERC1	0.039542836855734308	0.79953652649206974	0.91902112529024493
RAB11A	-0.37064935972187896	0.016886782403454127	0.11771322953432169
ZNF106	-0.26884752890197283	0.087651828606234036	0.29061360342994996
BLOC1S6	0.27907128718066165	0.00085187725889149723	0.021356712332560517
PLAT	0.48814182561613212	0.0035031719053043621	0.044968477362335953
STK3	0.4523472025710587	0.015627548381975997	0.11325940602500191
RAB2A	-0.047895594553162397	0.71494271715864166	0.88454817560147092
ERICH1	-0.16082280892114442	0.2427525187165589	0.5064367782710627
ASAH1	-0.02253176862380521	0.89525754776734945	0.95538576710879053
BNIP3L	0.021336024091420182	0.84845552670441937	0.93183250485573121
CD37	-0.16247302820410189	0.12996430256392966	0.36933052350342654
OAZ1	-0.061566480440546911	0.54268712822517662	0.76858266227331762
C19orf53	-0.29728834115429931	0.014647766488547518	0.10789514593883713
FAM32A	-0.29683748102432489	0.096969243198409494	0.30629456585309511
PPP6R1	-0.19872390294377662	0.22653206223522371	0.48582097351740655
RPS16	-0.10499296425910085	0.37899064525060466	0.63490929901889104
HNRNPUL1	0.23013295882513091	0.049487485598281547	0.21417717804024605
TGFB1	0.047813824434240308	0.70391855908473489	0.8765868678386618
RPS19	-0.28089479082800983	0.025003791695663198	0.14643614070943733
CDC37	-0.14406139157706357	0.2599642059834627	0.52618817330080481
NAPA	0.078543141272459469	0.68463044614458424	0.86413882007682097
RABAC1	-0.36531542710030984	0.0043858438891067643	0.050954235101898913
CYTH2	0.031430308559416247	0.84380420794944866	0.93183250485573121
CARD8	-0.052932586278859238	0.79036025490935058	0.91549592285274095
RPL18A	-0.12742077550618197	0.28211737380896285	0.54999417076808721
COPE	-0.30493315421882161	0.088726947714618587	0.29214471954882482
USF2	0.076845061349576776	0.69112606179020442	0.86785513382970303
FKBP8	-0.0085900181062331209	0.95136813171771462	0.97379992213130295
NAMPT	0.46273275697731553	0.16273228801377349	0.41525792780657556
MTPN	0.072419910444628255	0.60742924057157022	0.80297537907194627
ZC3HAV1	0.085647700487556933	0.59372796852755783	0.79665471082242267
OGDH	-0.269665595650392	0.22283360586624756	0.48130059351215015
H2AZ2	-0.17045607256918346	0.20482453047380722	0.46239218648826302
DNAJB6	-0.026618319775422464	0.84037454510082066	0.93183250485573121
TAX1BP1	-0.11831724468473157	0.17589251234396597	0.43231244458511703
CHCHD2	-0.36052807220175515	0.0034066817248769084	0.044255892589537292
PDAP1	-0.24149352072907848	0.087032852727772197	0.28923243383252667
BUD31	-0.24471012735875497	0.10934347101604808	0.33315953109154089
C1GALT1	0.16117983376873432	0.32306570733496021	0.59572324346786054
ZNHIT1	-0.65078109451316601	0.00059565212085809611	0.018849298078913324
COA1	-0.057871763317698374	0.7431228832313439	0.89782095602719048
TMEM248	0.02142228374693499	0.88115696508353025	0.95031947404103001
RHEB	-0.28598912084638817	0.037585404265192454	0.18520531963779316
PRKAG2	0.38091911041701448	0.033908704438499408	0.17367576574414215
EIF4H	-0.10930665149117463	0.38213072772436585	0.63657597500587959
DNM1	0.24846771794125988	0.19983890087025868	0.4587046451688383
BAG1	-0.21178401977256198	0.18944449801119878	0.44820560870530302
SETX	0.023374401922774637	0.8865880892349981	0.9519820947079467
UBE2R2	0.067294135866501528	0.57201834801876394	0.78900986420734909
ZFAND5	-0.060284714998976204	0.75249811501507846	0.89984921034020682
HPS1	-0.0012251497286183803	0.99514286194598589	0.99808707151078491
ATE1	0.092102026941621978	0.54936841556250426	0.77650590092860394
VSIR	-0.16285085520980475	0.35913189597158257	0.62080615532055772
GBF1	0.099061622293896118	0.56612665073193402	0.782992302430497
GTPBP4	0.21913963961890698	0.0552251595654836	0.22377488525333153
MAP3K8	-0.25535995556529434	0.37664348829451555	0.63213157511472207
SHOC2	-0.11356683896880897	0.34146637614119058	0.60918283583740496
CCNY	0.32840327288277671	0.021074569936836075	0.13504735623201233
RPL28	-0.24800847298468559	0.041167495569497864	0.19287983989774574
TSPAN14	-0.1315731170415177	0.4002787196685561	0.65520995464646814
NUFIP2	0.24090247388560654	0.050944706367543086	0.21657364899875031
RPL19	-0.064215927741110027	0.55780565411398864	0.78070938269235035
FBXL20	0.36932755658521449	0.045400784174650634	0.20211127908279053
KPNB1	0.057272577762447305	0.65390664333469584	0.83795203212018132
MED13	0.071212058835906186	0.58120987408379432	0.79058744109190893
PFN1	-0.47106985323252043	1.3693446086673035e-05	0.0016299691326570693
SLC6A4	0.32103700942437474	0.055434786129936575	0.22377488525333153
GOSR1	0.19257353940515973	0.16190586408973595	0.41513079862587893
DDX5	0.086044854453544206	0.29788774310534216	0.56757544653004521
RAB5C	-0.2265563084268554	0.053768070203491648	0.22015636768134544
MLX	-0.21295337262370476	0.39628248687571455	0.65015806400160281
PRKAR1A	-0.033585450769585246	0.8283307004484014	0.93183250485573121
WSB1	0.41625915348534076	0.0021420512592831829	0.036440372018043669
OCIAD1	-0.21764643210228657	0.16967657368720801	0.42585202851597448
UBE2D3	-0.058273403649522076	0.58302987131365014	0.79058744109190893
ELF2	0.20788755543972903	0.053635323594805169	0.22015636768134544
NDUFC1	-0.21503153132634331	0.20069949122212638	0.45902668908663496
RPL34	-0.2258681395019809	0.16960028697272744	0.42585202851597448
FBXW7	0.11222995704684681	0.46014495880512196	0.70851993288971427
KLF3	-0.23932765524500607	0.085676915331780248	0.28727296258585117
KLHL5	0.17758470427074186	0.29477056013356007	0.56616549789093729
CTSC	-0.37834760579910881	0.053281552135411296	0.21942172334727014
ATG2A	0.42191810955376069	0.012179641528492616	0.095107692591343981
EHD1	0.13865181841252477	0.58338624028342556	0.79058744109190893
PPP6R3	0.020888503472348226	0.88504866711229269	0.9519820947079467
CPT1A	-0.19271341476614257	0.4070612143636797	0.66327306194492397
EIF4G2	0.067920304547598467	0.47477618421115197	0.71870250766709343
BIRC2	0.019237537629662627	0.90912015722701889	0.96018677359749438
DDX6	0.11547276276698483	0.255909733982701	0.521610299309061
CBL	-0.2841923353002439	0.15258265725332376	0.39934178977106166
HIPK3	0.26467676328496992	0.11855295808781423	0.35074984908382306
C11orf58	-0.14107928336720585	0.13433756295313176	0.3727119979026961
RPS13	-0.25969151155906506	0.0085873393798350638	0.077162913321224533
CLEC2B	-0.032095040493164903	0.84470078042681729	0.93183250485573121
BIN2	0.016616308098705072	0.89799581094566128	0.95692469339399688
ATP5F1B	-0.37977058708613198	0.0095689910536005344	0.082873261912697962
PTGES3	-0.20486459897810541	0.19726602815745875	0.45761875687826065
RSRC2	-0.006805277097300522	0.96747558387154753	0.98400185719034972
ARPC3	-0.27714053651428944	0.0053937309361620162	0.057519712744593443
ALDH2	0.26832287091364454	0.052817632095827675	0.21887359117062538
CDKN1B	-0.092524307940647324	0.59079639576490128	0.79439910348465193
ARHGDIB	-0.14395793780348795	0.21122780860211676	0.46725160757341311
GAPDH	-0.46783866487157905	0.00019899452259843794	0.010155827599755992
CHD4	0.28191950570818047	0.12004910034493568	0.35444248841510972
TPI1	-0.37944468062498821	0.0020115138782153155	0.035487078172465256
PTPN6	-0.53858899043387198	0.0051162256239076108	0.055387018307302846
COX6A1	-0.47544323198379157	1.4828270625991536e-05	0.0016299691326570693
SRSF9	-0.3567843160836226	0.0019061171575309923	0.03503331595366653
FGFR1OP2	-0.50386912464940936	0.00075119918295164236	0.019517520589779947
RIPOR2	-0.13231628362498582	0.51452466981455225	0.74524053940396739
RHAG	0.69787937103121156	0.0067941484608707824	0.065600257774218573
SRSF3	0.101002638338219	0.36048533021399154	0.62139147994667532
PHACTR1	0.1160990268841806	0.48731738682655923	0.72842734913718943
FBXO9	-0.24807580446109903	0.2344893764343563	0.49743680615326508
RPS12	-0.065320455345177914	0.57883369134679452	0.79058744109190893
C6orf62	-0.05012247306668275	0.71732302591467989	0.88608512879901558
SNX3	-0.31737670611734253	0.033481485247824197	0.17272578490664539
QKI	0.17669291183026042	0.14846390705161375	0.39335803360609584
CCND3	-0.23361425268679614	0.13342555791702962	0.37239281692077214
COX7A2	-0.21052559072140989	0.11360113276395312	0.34032708326978828
ERBIN	0.11933275958218564	0.44560014419237315	0.6959154164490724
NNT	-0.06523039962771178	0.72360033923614475	0.8891013626555897
HSPA9	-0.098152131509654308	0.42028731774390671	0.67301320207800019
IK	0.0029746819228006274	0.97887242770168359	0.98986469280591072
CERT1	0.014442356340198133	0.92126166956104927	0.96602712256811163
CLINT1	-0.14530620397182584	0.2169964368983186	0.47269498220685563
SUB1	-0.24082698816743719	0.052784183760198805	0.21887359117062538
LNPEP	0.022533345398398547	0.89588308462265875	0.95538576710879053
