BG063	background	292874	6	7	10	7.666666666666667	2.03688192726104	12.587497761378318
BG064	background	836776	1	3	2	2.0	0.6931471805599453	13.63731169119316
BG065	background	193892	12	10	17	13.0	2.5649493574615367	12.175056581998984
BG066	background	273683	9	9	11	9.666666666666666	2.268683541318364	12.51972578129851
BG067	background	927396	6	5	2	4.333333333333333	1.466337068793427	13.740135937796705
BG068	background	239718	12	14	9	11.666666666666666	2.456735772821304	12.387218511470406
BG069	background	1612818	4	1	2	2.3333333333333335	0.8472978603872037	14.293493517511193
BG070	background	307090	5	6	7	6.0	1.791759469228055	12.634896143215572
BG071	background	427368	4	12	9	8.333333333333334	2.120263536200091	12.96540074774926
BG072	background	432833	5	7	8	6.666666666666667	1.8971199848858813	12.978107251297166
BG073	background	299699	12	9	5	8.666666666666666	2.159484249353372	12.610533916629185
BG074	background	443714	5	4	4	4.333333333333333	1.466337068793427	13.002935489720246
BG075	background	1639410	2	0	1	1.0	0.0	14.30984697897507
BG076	background	219896	13	11	4	9.333333333333334	2.2335922215070942	12.300909986291009
BG077	background	372878	5	8	7	6.666666666666667	1.8971199848858813	12.82900656737637
BG078	background	351753	7	8	4	6.333333333333333	1.8458266904983307	12.770684503724913
BG079	background	393744	4	5	8	5.666666666666667	1.7346010553881064	12.88345623091064
BG080	background	222435	9	8	7	8.0	2.0794415416798357	12.312390203077278
BG081	background	945093	0	1	3	1.3333333333333333	0.28768207245178085	13.75903861433208
BG082	background	306858	7	4	11	7.333333333333333	1.992430164690206	12.634140378847768
BG083	background	1091041	1	3	2	2.0	0.6931471805599453	13.902642844310739
BG084	background	1245441	1	0	1	0.6666666666666666	-0.40546510810816444	14.035000242028431
BG085	background	913030	3	6	3	4.0	1.3862943611198906	13.724524017744827
BG086	background	337447	6	6	6	6.0	1.791759469228055	12.729163739926078
BG087	background	306155	10	9	8	9.0	2.1972245773362196	12.631846788636203
BG088	background	692704	2	7	6	5.0	1.6094379124341003	13.448358058499583
BG089	background	609048	3	3	6	4.0	1.3862943611198906	13.31965236132007
BG090	background	894427	1	1	5	2.3333333333333335	0.8472978603872037	13.703938568762748
BG091	background	1072906	2	6	2	3.3333333333333335	1.2039728043259361	13.88588141292908
BG092	background	1460630	5	4	1	3.3333333333333335	1.2039728043259361	14.194378407461526
BG093	background	567061	3	7	11	7.0	1.9459101490553132	13.24822216069742
BG094	background	435905	6	9	6	7.0	1.9459101490553132	12.98517960868146
BG095	background	1446032	2	0	0	0.6666666666666666	-0.40546510810816444	14.184333811469813
BG096	background	868781	7	5	1	4.333333333333333	1.466337068793427	13.674846358677737
BG097	background	774569	7	2	6	5.0	1.6094379124341003	13.560062024606118
BG098	background	639690	4	1	6	3.6666666666666665	1.2992829841302609	13.36873896298839
BG099	background	336738	9	7	11	9.0	2.1972245773362196	12.727060458893803
BG100	background	938563	2	4	0	2.0	0.6931471805599453	13.752105261152067
BG101	background	831076	2	3	3	2.6666666666666665	0.9808292530117262	13.63047652573275
BG102	background	347201	6	6	14	8.666666666666666	2.159484249353372	12.757659141948515
BG103	background	579371	4	9	5	6.0	1.791759469228055	13.269698311287055
BG104	background	1301929	0	0	1	0.3333333333333333	-1.0986122886681098	14.079357568773741
BG105	background	1428119	1	1	2	1.3333333333333333	0.28768207245178085	14.17186875174297
BG106	background	1574508	1	0	3	1.3333333333333333	0.28768207245178085	14.269453400488397
BG107	background	1315178	0	2	3	1.6666666666666667	0.5108256237659907	14.08948257565023
BG108	background	1286276	3	5	1	3.0	1.0986122886681098	14.067261779725905
BG109	background	911178	9	4	0	4.333333333333333	1.466337068793427	13.722493546837686
BG110	background	556000	0	5	6	3.6666666666666665	1.2992829841302609	13.228523573232719
BG111	background	334179	9	2	3	4.666666666666667	1.540445040947149	12.71943205654435
BG112	background	680328	4	3	2	3.0	1.0986122886681098	13.430330313798681
BG113	background	610206	4	6	4	4.666666666666667	1.540445040947149	13.321551884058055
BG114	background	204511	6	10	5	7.0	1.9459101490553132	12.228377042749429
BG115	background	198718	17	16	13	15.333333333333334	2.7300291078209855	12.199642013264366
BG116	background	855171	2	5	1	2.6666666666666665	0.9808292530117262	13.659056727921563
BG117	background	947916	0	3	3	2.0	0.6931471805599453	13.762021169716338
BG118	background	947633	3	3	1	2.3333333333333335	0.8472978603872037	13.761722575480997
BG119	background	420400	10	4	5	6.333333333333333	1.8458266904983307	12.948961917984933
BG120	background	208546	9	9	9	9.0	2.1972245773362196	12.247914919388407
BG121	background	234919	7	4	9	6.666666666666667	1.8971199848858813	12.366996052859134
BG122	background	681908	2	4	2	2.6666666666666665	0.9808292530117262	13.432650030365428
BG123	background	1051744	4	4	2	3.3333333333333335	1.2039728043259361	13.865960296658743
BG124	background	314121	9	6	7	7.333333333333333	1.992430164690206	12.657533540980497
BG125	background	587714	5	1	1	2.3333333333333335	0.8472978603872037	13.283995713994736
BG126	background	750673	1	1	0	0.6666666666666666	-0.40546510810816444	13.528725416482956
BG127	background	992835	5	5	5	5.0	1.6094379124341003	13.808319766078691
BG128	background	483827	3	7	11	7.0	1.9459101490553132	13.089482683786045
BG129	background	383963	3	4	7	4.666666666666667	1.540445040947149	12.858301472760836
BG130	background	346057	7	8	8	7.666666666666667	2.03688192726104	12.75435878035613
BG131	background	688248	2	1	2	1.6666666666666667	0.5108256237659907	13.441904517079818
BG132	background	245338	5	3	6	4.666666666666667	1.540445040947149	12.410392130601123
BG133	background	685256	3	4	6	4.333333333333333	1.466337068793427	13.437547770055193
BG134	background	1319991	0	2	3	1.6666666666666667	0.5108256237659907	14.093135476357492
BG135	background	521700	3	4	5	4.0	1.3862943611198906	13.164847989010484
BG136	background	1223427	2	2	0	1.3333333333333333	0.28768207245178085	14.017166495189052
BG137	background	1055638	1	1	1	1.0	0.0	13.86965588144765
BG138	background	393175	1	7	9	5.666666666666667	1.7346010553881064	12.882010084358926
BG139	background	1494334	2	1	3	2.0	0.6931471805599453	14.21719118059919
BG140	background	356947	4	8	10	7.333333333333333	1.992430164690206	12.785342590356837
BG141	background	326687	10	4	6	6.666666666666667	1.8971199848858813	12.696757804939471
BG142	background	260194	11	9	12	10.666666666666666	2.367123614131617	12.469182785609433
BG143	background	628822	6	4	1	3.6666666666666665	1.2992829841302609	13.351603506762448
BG144	background	250728	4	7	9	6.666666666666667	1.8971199848858813	12.432123965185454
BG145	background	851511	0	6	2	2.6666666666666665	0.9808292530117262	13.65476769738077
BG146	background	566467	3	5	3	3.6666666666666665	1.2992829841302609	13.247174105326275
BG147	background	1649997	1	2	0	1.0	0.0	14.316284027693293
BG148	background	284621	7	5	10	7.333333333333333	1.992430164690206	12.558913749688017
BG149	background	936291	3	0	2	1.6666666666666667	0.5108256237659907	13.749681604577033
BG150	background	233456	5	6	8	6.333333333333333	1.8458266904983307	12.360748901503804
BG151	background	223420	9	10	7	8.666666666666666	2.159484249353372	12.316808687124839
BG152	background	318540	4	10	10	8.0	2.0794415416798357	12.671503334805772
BG153	background	693012	4	1	6	3.6666666666666665	1.2992829841302609	13.448802594039435
BG154	background	301670	5	5	6	5.333333333333333	1.6739764335716716	12.617088983676663
BG155	background	218633	16	9	12	12.333333333333334	2.512305623976115	12.295149803989899
BG156	background	298919	9	13	12	11.333333333333334	2.4277482359480516	12.60792791266194
BG157	background	1201290	3	3	1	2.3333333333333335	0.8472978603872037	13.998906537359494
BG158	background	447813	2	5	1	2.6666666666666665	0.9808292530117262	13.012131013542735
BG159	background	943967	4	3	4	3.6666666666666665	1.2992829841302609	13.757846486889488
BG160	background	1198414	4	4	1	3.0	1.0986122886681098	13.996509573919846
BG161	background	1717786	1	2	2	1.6666666666666667	0.5108256237659907	14.3565468103218
BG162	background	1061362	1	2	2	1.6666666666666667	0.5108256237659907	13.875063546963787
BG163	background	1029809	0	0	3	1.0	0.0	13.844883906117069
BG164	background	194780	10	16	18	14.666666666666666	2.6855773452501515	12.17962599551519
BG165	background	187020	12	8	4	8.0	2.0794415416798357	12.138970841989439
BG166	background	926581	2	2	3	2.3333333333333335	0.8472978603872037	13.739256746682146
BG167	background	793641	2	2	3	2.3333333333333335	0.8472978603872037	13.584386496924749
BG168	background	446491	8	9	4	7.0	1.9459101490553132	13.009174522320624
BG169	background	261716	8	6	5	6.333333333333333	1.8458266904983307	12.475015225357787
BG170	background	244417	5	6	6	5.666666666666667	1.7346010553881064	12.406631061961997
BG171	background	871535	3	5	2	3.3333333333333335	1.2039728043259361	13.678011303778366
BG172	background	441179	3	8	2	4.333333333333333	1.466337068793427	12.99720596776722
BG173	background	199589	16	15	13	14.666666666666666	2.6855773452501515	12.204015531120437
BG174	background	332283	9	5	9	7.666666666666667	2.03688192726104	12.713742294442406
BG175	background	1171941	2	1	6	3.0	1.0986122886681098	13.974171906555002
BG176	background	317345	7	0	9	5.333333333333333	1.6739764335716716	12.66774478913547
BG177	background	1434007	1	3	1	1.6666666666666667	0.5108256237659907	14.175983181580277
BG178	background	222436	9	10	13	10.666666666666666	2.367123614131617	12.312394698762546
BG179	background	1369519	0	0	2	0.6666666666666666	-0.40546510810816444	14.129970141265556
BG180	background	470184	3	9	7	6.333333333333333	1.8458266904983307	13.060879386435978
BG181	background	373101	9	7	10	8.666666666666666	2.159484249353372	12.82960443945224
BG182	background	566247	4	8	4	5.333333333333333	1.6739764335716716	13.2467856577521
BG183	background	218566	11	7	17	11.666666666666666	2.456735772821304	12.294843307403564
BG184	background	1150642	4	2	5	3.6666666666666665	1.2992829841302609	13.955830605439369
BG185	background	893580	1	5	5	3.6666666666666665	1.2992829841302609	13.70299114510797
BG186	background	766142	4	4	6	4.666666666666667	1.540445040947149	13.54912281013232
BG187	background	575640	4	1	4	3.0	1.0986122886681098	13.26323774428411
BG188	background	303632	7	3	3	4.333333333333333	1.466337068793427	12.62357172079376
BG189	background	1707430	0	1	4	1.6666666666666667	0.5108256237659907	14.350499873979127
BG190	background	1372242	1	5	1	2.3333333333333335	0.8472978603872037	14.131956456553642
BG191	background	541405	7	1	6	4.666666666666667	1.540445040947149	13.20192289143554
BG192	background	636817	4	4	2	3.3333333333333335	1.2039728043259361	13.364237609135879
BG193	background	1103704	0	3	1	1.3333333333333333	0.28768207245178085	13.914182353927643
BG194	background	1015501	2	5	1	2.6666666666666665	0.9808292530117262	13.830892644738675
BG195	background	1500249	3	2	5	3.3333333333333335	1.2039728043259361	14.221141652295962
BG196	background	225646	11	16	4	10.333333333333334	2.3353749158170367	12.326722678530336
BG197	background	337882	12	7	8	9.0	2.1972245773362196	12.73045200108519
BG198	background	285271	15	7	5	9.0	2.1972245773362196	12.561194884646431
BG199	background	828580	4	2	3	3.0	1.0986122886681098	13.627468671235413
BG200	background	1740220	1	1	2	1.3333333333333333	0.28768207245178085	14.369522099979864
