pair_id	set	distance_bp	count_rep1	count_rep2	count_rep3	New Column	New Column	New Column	New Column	New Column
BG053	background	190204	13	14	15	14.0	2.6390573296152584	12.155852459366505	2.465067053686985	0.17399027592827343
BG054	background	1493409	1	1	0	0.6666666666666666	-0.40546510810816444	14.216571984082252	0.44792116697886364	-0.853386275087028
BG055	background	407993	3	7	9	6.333333333333333	1.8458266904983307	12.919005296376373	1.7180509810768942	0.12777570942143646
BG056	background	363724	5	7	8	6.666666666666667	1.8971199848858813	12.80415061724996	1.8304770734151923	0.06664291147068901
BG057	background	187743	8	9	5	7.333333333333333	1.992430164690206	12.142829285309492	2.4778148544749694	-0.48538468978476335
BG058	background	501216	4	3	4	3.6666666666666665	1.2992829841302609	13.124792424878388	1.5166151938110009	-0.21733220968073996
BG059	background	595896	2	3	3	2.6666666666666665	0.9808292530117262	13.29782143417688	1.3472448597109352	-0.36641560669920903
BG060	background	939399	3	7	4	4.666666666666667	1.540445040947149	13.752995588065204	0.9016953022677257	0.6387497386794234
BG061	background	231063	16	18	14	16.0	2.772588722239781	12.350445679593335	2.2745884810068997	0.49800024123288145
BG062	background	442819	6	3	4	4.333333333333333	1.466337068793427	13.000916387658485	1.6378718888356651	-0.1715348200422382
BG063	background	292874	6	7	10	7.666666666666667	2.03688192726104	12.587497761378318	2.0425488337025772	-0.005666906441537112
BG064	background	836776	1	3	2	2.0	0.6931471805599453	13.63731169119316	1.0149330786536215	-0.3217858980936762
BG065	background	193892	12	10	17	13.0	2.5649493574615367	12.175056581998984	2.446268999652297	0.11868035780923991
BG066	background	273683	9	9	11	9.666666666666666	2.268683541318364	12.51972578129851	2.10888778435182	0.15979575696654402
BG067	background	927396	6	5	2	4.333333333333333	1.466337068793427	13.740135937796705	0.9142830369557764	0.5520540318376506
BG068	background	239718	12	14	9	11.666666666666666	2.456735772821304	12.387218511470406	2.238593205728632	0.21814256709267177
BG069	background	1612818	4	1	2	2.3333333333333335	0.8472978603872037	14.293493517511193	0.37262612905909975	0.4746717313281039
BG070	background	307090	5	6	7	6.0	1.791759469228055	12.634896143215572	1.996152684293147	-0.204393215065092
BG071	background	427368	4	12	9	8.333333333333334	2.120263536200091	12.96540074774926	1.672636555301656	0.447626980898435
BG072	background	432833	5	7	8	6.666666666666667	1.8971199848858813	12.978107251297166	1.6601987290673303	0.23692125581855095
BG073	background	299699	12	9	5	8.666666666666666	2.159484249353372	12.610533916629185	2.01999977486534	0.13948447448803192
BG074	background	443714	5	4	4	4.333333333333333	1.466337068793427	13.002935489720246	1.6358954804162398	-0.16955841162281282
BG075	background	1639410	2	0	1	1.0	0.0	14.30984697897507	0.3566184593448778	-0.3566184593448778
BG076	background	219896	13	11	4	9.333333333333334	2.2335922215070942	12.300909986291009	2.323076748717085	-0.0894845272099909
BG077	background	372878	5	8	7	6.666666666666667	1.8971199848858813	12.82900656737637	1.8061466990210224	0.09097328586485887
BG078	background	351753	7	8	4	6.333333333333333	1.8458266904983307	12.770684503724913	1.8632355504575564	-0.017408859959225698
BG079	background	393744	4	5	8	5.666666666666667	1.7346010553881064	12.88345623091064	1.7528483663204835	-0.01824731093237708
BG080	background	222435	9	8	7	8.0	2.0794415416798357	12.312390203077278	2.3118392795752634	-0.23239773789542761
BG081	background	945093	0	1	3	1.3333333333333333	0.28768207245178085	13.75903861433208	0.895780054980893	-0.6080979825291122
BG082	background	306858	7	4	11	7.333333333333333	1.992430164690206	12.634140378847768	1.9968924681247433	-0.00446230343453724
BG083	background	1091041	1	3	2	2.0	0.6931471805599453	13.902642844310739	0.7552123171878051	-0.06206513662785984
BG084	background	1245441	1	0	1	0.6666666666666666	-0.40546510810816444	14.035000242028431	0.6256535988957275	-1.0311187070038919
BG085	background	913030	3	6	3	4.0	1.3862943611198906	13.724524017744827	0.9295648450517167	0.4567295160681739
BG086	background	337447	6	6	6	6.0	1.791759469228055	12.729163739926078	1.903878363273801	-0.11211889404574604
BG087	background	306155	10	9	8	9.0	2.1972245773362196	12.631846788636203	1.9991375606788555	0.19808701665736406
BG088	background	692704	2	7	6	5.0	1.6094379124341003	13.448358058499583	1.199891312122574	0.40954660031152623
BG089	background	609048	3	3	6	4.0	1.3862943611198906	13.31965236132007	1.3258755445946608	0.060418816525229735
BG090	background	894427	1	1	5	2.3333333333333335	0.8472978603872037	13.703938568762748	0.9497150174755777	-0.10241715708837407
BG091	background	1072906	2	6	2	3.3333333333333335	1.2039728043259361	13.88588141292908	0.7716193303506067	0.4323534739753294
BG092	background	1460630	5	4	1	3.3333333333333335	1.2039728043259361	14.194378407461526	0.469645463398102	0.7343273409278341
BG093	background	567061	3	7	11	7.0	1.9459101490553132	13.24822216069742	1.3957953632039342	0.5501147858513791
BG094	background	435905	6	9	6	7.0	1.9459101490553132	12.98517960868146	1.6532759157315233	0.2926342333237899
BG095	background	1446032	2	0	0	0.6666666666666666	-0.40546510810816444	14.184333811469813	0.47947766775455136	-0.8849427758627157
BG096	background	868781	7	5	1	4.333333333333333	1.466337068793427	13.674846358677737	0.9781920766796066	0.48814499211382034
BG097	background	774569	7	2	6	5.0	1.6094379124341003	13.560062024606118	1.0905493113998599	0.5188886010342404
BG098	background	639690	4	1	6	3.6666666666666665	1.2992829841302609	13.36873896298839	1.2778268725361048	0.021456111594156058
BG099	background	336738	9	7	11	9.0	2.1972245773362196	12.727060458893803	1.9059371707106987	0.2912874066255209
BG100	background	938563	2	4	0	2.0	0.6931471805599453	13.752105261152067	0.9025668033376775	-0.20941962277773218
BG101	background	831076	2	3	3	2.6666666666666665	0.9808292530117262	13.63047652573275	1.0216237154569665	-0.04079446244524032
BG102	background	347201	6	6	14	8.666666666666666	2.159484249353372	12.757659141948515	1.8759854927058939	0.28349875664747826
BG103	background	579371	4	9	5	6.0	1.791759469228055	13.269698311287055	1.374773322938566	0.41698614628948905
BG104	background	1301929	0	0	1	0.3333333333333333	-1.0986122886681098	14.079357568773741	0.5822342018761297	-1.6808464905442395
BG105	background	1428119	1	1	2	1.3333333333333333	0.28768207245178085	14.17186875174297	0.49167915546503416	-0.2039970830132533
BG106	background	1574508	1	0	3	1.3333333333333333	0.28768207245178085	14.269453400488397	0.3961579210312287	-0.10847584857944786
BG107	background	1315178	0	2	3	1.6666666666666667	0.5108256237659907	14.08948257565023	0.5723232869122796	-0.061497663146288906
BG108	background	1286276	3	5	1	3.0	1.0986122886681098	14.067261779725905	0.594074227086594	0.5045380615815158
BG109	background	911178	9	4	0	4.333333333333333	1.466337068793427	13.722493546837686	0.9315523819238116	0.5347846868696153
BG110	background	556000	0	5	6	3.6666666666666665	1.2992829841302609	13.228523573232719	1.415077426678275	-0.11579444254801419
BG111	background	334179	9	2	3	4.666666666666667	1.540445040947149	12.71943205654435	1.9134042715154393	-0.3729592305682903
BG112	background	680328	4	3	2	3.0	1.0986122886681098	13.430330313798681	1.217537862579297	-0.11892557391118719
BG113	background	610206	4	6	4	4.666666666666667	1.540445040947149	13.321551884058055	1.324016187010244	0.21642885393690503
BG114	background	204511	6	10	5	7.0	1.9459101490553132	12.228377042749429	2.3940759928941464	-0.4481658438388332
BG115	background	198718	17	16	13	15.333333333333334	2.7300291078209855	12.199642013264366	2.422203424034114	0.30782568378687136
BG116	background	855171	2	5	1	2.6666666666666665	0.9808292530117262	13.659056727921563	0.9936478378108315	-0.01281858479910536
BG117	background	947916	0	3	3	2.0	0.6931471805599453	13.762021169716338	0.8928605653302739	-0.19971338477032863
BG118	background	947633	3	3	1	2.3333333333333335	0.8472978603872037	13.761722575480997	0.8931528458305511	-0.04585498544334743
BG119	background	420400	10	4	5	6.333333333333333	1.8458266904983307	12.948961917984933	1.6887277882150649	0.15709890228326584
BG120	background	208546	9	9	9	9.0	2.1972245773362196	12.247914919388407	2.374951242036669	-0.17772666470044962
BG121	background	234919	7	4	9	6.666666666666667	1.8971199848858813	12.366996052859134	2.2583880631644	-0.3612680782785187
BG122	background	681908	2	4	2	2.6666666666666665	0.9808292530117262	13.432650030365428	1.2152671961082788	-0.23443794309655264
BG123	background	1051744	4	4	2	3.3333333333333335	1.2039728043259361	13.865960296658743	0.7911192172888288	0.4128535870371073
BG124	background	314121	9	6	7	7.333333333333333	1.992430164690206	12.657533540980497	1.9739939512682874	0.0184362134219187
BG125	background	587714	5	1	1	2.3333333333333335	0.8472978603872037	13.283995713994736	1.3607782368938572	-0.5134803765066536
BG126	background	750673	1	1	0	0.6666666666666666	-0.40546510810816444	13.528725416482956	1.1212233111464975	-1.526688419254662
BG127	background	992835	5	5	5	5.0	1.6094379124341003	13.808319766078691	0.8475409465793611	0.7618969658547392
BG128	background	483827	3	7	11	7.0	1.9459101490553132	13.089482683786045	1.551178315162982	0.39473183389233113
BG129	background	383963	3	4	7	4.666666666666667	1.540445040947149	12.858301472760836	1.7774712304824636	-0.2370261895353145
BG130	background	346057	7	8	8	7.666666666666667	2.03688192726104	12.75435878035613	1.879216068594987	0.1576658586660531
BG131	background	688248	2	1	2	1.6666666666666667	0.5108256237659907	13.441904517079818	1.206208394274439	-0.6953827705084483
BG132	background	245338	5	3	6	4.666666666666667	1.540445040947149	12.410392130601123	2.215909589666852	-0.6754645487197031
BG133	background	685256	3	4	6	4.333333333333333	1.466337068793427	13.437547770055193	1.210473018467468	0.25586405032595905
BG134	background	1319991	0	2	3	1.6666666666666667	0.5108256237659907	14.093135476357492	0.5687476263006186	-0.05792200253462787
BG135	background	521700	3	4	5	4.0	1.3862943611198906	13.164847989010484	1.477406599211026	-0.09111223809113533
BG136	background	1223427	2	2	0	1.3333333333333333	0.28768207245178085	14.017166495189052	0.6431102535496933	-0.35542818109791247
BG137	background	1055638	1	1	1	1.0	0.0	13.86965588144765	0.7875017751447047	-0.7875017751447047
BG138	background	393175	1	7	9	5.666666666666667	1.7346010553881064	12.882010084358926	1.75426393429729	-0.019662878909183723
BG139	background	1494334	2	1	3	2.0	0.6931471805599453	14.21719118059919	0.447315063289242	0.2458321172707033
BG140	background	356947	4	8	10	7.333333333333333	1.992430164690206	12.785342590356837	1.8488874071018166	0.1435427575883894
BG141	background	326687	10	4	6	6.666666666666667	1.8971199848858813	12.696757804939471	1.9355990791107516	-0.03847909422487028
BG142	background	260194	11	9	12	10.666666666666666	2.367123614131617	12.469182785609433	2.158362055174866	0.20876155895675108
BG143	background	628822	6	4	1	3.6666666666666665	1.2992829841302609	13.351603506762448	1.2946000018380133	0.004682982292247617
BG144	background	250728	4	7	9	6.666666666666667	1.8971199848858813	12.432123965185454	2.194637271810569	-0.2975172869246876
BG145	background	851511	0	6	2	2.6666666666666665	0.9808292530117262	13.65476769738077	0.9978461773759975	-0.01701692436427127
BG146	background	566467	3	5	3	3.6666666666666665	1.2992829841302609	13.247174105326275	1.3968212575848007	-0.0975382734545398
BG147	background	1649997	1	2	0	1.0	0.0	14.316284027693293	0.35031752115859405	-0.35031752115859405
BG148	background	284621	7	5	10	7.333333333333333	1.992430164690206	12.558913749688017	2.0705284402988013	-0.07809827560859528
BG149	background	936291	3	0	2	1.6666666666666667	0.5108256237659907	13.749681604577033	0.9049392120194444	-0.39411358825345366
BG150	background	233456	5	6	8	6.333333333333333	1.8458266904983307	12.360748901503804	2.2645031193420664	-0.4186764288437357
BG151	background	223420	9	10	7	8.666666666666666	2.159484249353372	12.316808687124839	2.3075142237803696	-0.1480299744269975
BG152	background	318540	4	10	10	8.0	2.0794415416798357	12.671503334805772	1.9603195468600987	0.11912199481973706
BG153	background	693012	4	1	6	3.6666666666666665	1.2992829841302609	13.448802594039435	1.1994561762271	0.09982680790316079
BG154	background	301670	5	5	6	5.333333333333333	1.6739764335716716	12.617088983676663	2.013583313831546	-0.3396068802598746
BG155	background	218633	16	9	12	12.333333333333334	2.512305623976115	12.295149803989899	2.328715132735878	0.18359049124023663
BG156	background	298919	9	13	12	11.333333333333334	2.4277482359480516	12.60792791266194	2.022550675228162	0.40519756071988944
BG157	background	1201290	3	3	1	2.3333333333333335	0.8472978603872037	13.998906537359494	0.6609841070196047	0.18631375336759892
BG158	background	447813	2	5	1	2.6666666666666665	0.9808292530117262	13.012131013542735	1.6268943947118562	-0.64606514170013
BG159	background	943967	4	3	4	3.6666666666666665	1.2992829841302609	13.757846486889488	0.8969469750485768	0.4023360090816841
BG160	background	1198414	4	4	1	3.0	1.0986122886681098	13.996509573919846	0.6633303869887541	0.43528190167935565
BG161	background	1717786	1	2	2	1.6666666666666667	0.5108256237659907	14.3565468103218	0.31090608966952615	0.19991953409646457
BG162	background	1061362	1	2	2	1.6666666666666667	0.5108256237659907	13.875063546963787	0.7822084539907408	-0.27138283022475007
BG163	background	1029809	0	0	3	1.0	0.0	13.844883906117069	0.8117499503788448	-0.8117499503788448
BG164	background	194780	10	16	18	14.666666666666666	2.6855773452501515	12.17962599551519	2.441796205772132	0.2437811394780196
BG165	background	187020	12	8	4	8.0	2.0794415416798357	12.138970841989439	2.481591711528438	-0.4021501698486021
BG166	background	926581	2	2	3	2.3333333333333335	0.8472978603872037	13.739256746682146	0.9151436376921165	-0.06784577730491281
BG167	background	793641	2	2	3	2.3333333333333335	0.8472978603872037	13.584386496924749	1.0667391767864949	-0.2194413163992912
BG168	background	446491	8	9	4	7.0	1.9459101490553132	13.009174522320624	1.6297883713235422	0.3161217777317711
BG169	background	261716	8	6	5	6.333333333333333	1.8458266904983307	12.475015225357787	2.1526529415828612	-0.30682625108453054
BG170	background	244417	5	6	6	5.666666666666667	1.7346010553881064	12.406631061961997	2.2195911310139635	-0.48499007562585716
BG171	background	871535	3	5	2	3.3333333333333335	1.2039728043259361	13.678011303778366	0.9750940539187116	0.2288787504072245
BG172	background	441179	3	8	2	4.333333333333333	1.466337068793427	12.99720596776722	1.6415038523958962	-0.1751667836024693
BG173	background	199589	16	15	13	14.666666666666666	2.6855773452501515	12.204015531120437	2.417922383626621	0.2676549616235304
BG174	background	332283	9	5	9	7.666666666666667	2.03688192726104	12.713742294442406	1.918973724360736	0.11790820290030402
BG175	background	1171941	2	1	6	3.0	1.0986122886681098	13.974171906555002	0.6851957273726512	0.41341656129545856
BG176	background	317345	7	0	9	5.333333333333333	1.6739764335716716	12.66774478913547	1.9639986185862224	-0.2900221850145508
BG177	background	1434007	1	3	1	1.6666666666666667	0.5108256237659907	14.175983181580277	0.48765172469489393	0.023173899071096793
BG178	background	222436	9	10	13	10.666666666666666	2.367123614131617	12.312394698762546	2.311834878950659	0.05528873518095789
BG179	background	1369519	0	0	2	0.6666666666666666	-0.40546510810816444	14.129970141265556	0.532691825442507	-0.9381569335506714
BG180	background	470184	3	9	7	6.333333333333333	1.8458266904983307	13.060879386435978	1.5791767996262838	0.26664989087204694
BG181	background	373101	9	7	10	8.666666666666666	2.159484249353372	12.82960443945224	1.8055614688700228	0.35392278048334935
BG182	background	566247	4	8	4	5.333333333333333	1.6739764335716716	13.2467856577521	1.3972014914871096	0.276774942084562
BG183	background	218566	11	7	17	11.666666666666666	2.456735772821304	12.294843307403564	2.3290151484929957	0.12772062432830822
BG184	background	1150642	4	2	5	3.6666666666666665	1.2992829841302609	13.955830605439369	0.7031492041357623	0.5961337799944986
BG185	background	893580	1	5	5	3.6666666666666665	1.2992829841302609	13.70299114510797	0.9506424079842262	0.3486405761460347
BG186	background	766142	4	4	6	4.666666666666667	1.540445040947149	13.54912281013232	1.1012572176505593	0.4391878232965898
BG187	background	575640	4	1	4	3.0	1.0986122886681098	13.26323774428411	1.3810972821185956	-0.28248499345048583
BG188	background	303632	7	3	3	4.333333333333333	1.466337068793427	12.62357172079376	2.0072376533214555	-0.5409005845280286
BG189	background	1707430	0	1	4	1.6666666666666667	0.5108256237659907	14.350499873979127	0.3168251643541282	0.1940004594118625
BG190	background	1372242	1	5	1	2.3333333333333335	0.8472978603872037	14.131956456553642	0.530747510524824	0.3165503498623796
BG191	background	541405	7	1	6	4.666666666666667	1.540445040947149	13.20192289143554	1.4411156406260037	0.09932940032114534
BG192	background	636817	4	4	2	3.3333333333333335	1.2039728043259361	13.364237609135879	1.282233045865036	-0.07826024153909983
BG193	background	1103704	0	3	1	1.3333333333333333	0.28768207245178085	13.914182353927643	0.7439168089543031	-0.4562347365025223
BG194	background	1015501	2	5	1	2.6666666666666665	0.9808292530117262	13.830892644738675	0.8254453684116196	0.15538388460010655
BG195	background	1500249	3	2	5	3.3333333333333335	1.2039728043259361	14.221141652295962	0.44344812378673915	0.760524680539197
BG196	background	225646	11	16	4	10.333333333333334	2.3353749158170367	12.326722678530336	2.2978098623936756	0.03756505342336114
BG197	background	337882	12	7	8	9.0	2.1972245773362196	12.73045200108519	1.9026173422241417	0.29460723511207787
BG198	background	285271	15	7	5	9.0	2.1972245773362196	12.561194884646431	2.0682955396331835	0.1289290377030361
BG199	background	828580	4	2	3	3.0	1.0986122886681098	13.627468671235413	1.0245679692743117	0.07404431939379807
BG200	background	1740220	1	1	2	1.3333333333333333	0.28768207245178085	14.369522099979864	0.2982051607712961	-0.010523088319515261
EP1	candidate	260000	17	19	14	16.666666666666668	2.8134107167600364	12.468436909997665	2.1590921593468444	0.654318557413192
EP2	candidate	520000	7	9	11	9.0	2.1972245773362196	13.16158409055761	1.4806014829688028	0.7166230943674168
EP3	candidate	340000	21	22	15	19.333333333333332	2.9618307218783095	12.736700896592344	1.8965005787745106	1.065330143103799
EP4	candidate	1050000	6	12	2	6.666666666666667	1.8971199848858813	13.864300722133706	0.7927437003330837	1.1043762845527976
EP5	candidate	780000	3	0	2	1.6666666666666667	0.5108256237659907	13.567049198665774	1.0837098801987146	-0.5728842564327239
EP6	candidate	410000	3	6	4	4.333333333333333	1.466337068793427	12.92391243868049	1.7132475996387502	-0.24691053084532322
EP7	candidate	650000	2	1	4	2.3333333333333335	0.8472978603872037	13.38472764187182	1.2621762721235825	-0.41487841173637885
