Table S1. Ct values for 175 miRNAs  in DM1 and healthy controls serum 	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	Unnamed: 10	Unnamed: 11	Unnamed: 12	Unnamed: 13	Unnamed: 14	Unnamed: 15	Unnamed: 16	Unnamed: 17	Unnamed: 18	Unnamed: 19	Unnamed: 20
hsa-let-7i	27.4111618	28.4682743833333	27.0291862166666	27.3167303833333	28.5402337166667	27.4251318	27.84999855	26.9187962166667	27.4001692999999	27.1441586333334	28.2640078	29.3266593833333	29.5287092166666	27.9364533833333	27.6250357166667	29.4960458	28.47908255	28.5151532166667	29.3092572999999	26.9214716333334
hsa-let-7i*	31.8556148	31.5178113833333	31.3740842166666	31.0806043833333	32.6458817166667	32.1828818	33.38506555	31.8704712166667	31.5950822999999	32.2136016333334	31.9352418	32.5875133833333	33.6621642166666	30.6761293833333	32.6284447166667	35.1551718	32.38422055	32.8420732166667	34.0667462999999	31.3777026333334
hsa-miR-1	26.1737768	27.1387613833333	27.4009552166666	27.3073273833333	32.6489447166667	31.4515918	32.52047555	29.9804462166667	30.8006862999999	31.1839146333334	27.2782978	28.9454883833333	29.1295382166666	26.5295733833333	34.1570887166667	35.5841858	31.71098755	34.5211262166667	32.8861422999999	30.0859236333334
hsa-miR-101	24.9630108	25.6900753833333	24.7485942166666	25.0178263833333	27.7400507166667	26.8184368	27.89838455	25.8951712166667	26.4148353	25.8883046333334	25.7302538	27.0572113833333	27.3657262166666	25.4726593833333	26.6425527166666	28.8296728	26.94256055	26.7421222166667	26.4772742999999	27.4735346333334
hsa-miR-103	25.3928333	26.26333888	25.51563272	25.86268188	26.54466972	24.8576128	24.97777105	24.58605272	24.7169538	24.47897213	26.7236168	27.38775088	28.19893572	25.12597888	26.40364972	29.1727918	26.56280355	27.41870822	26.8105988	24.97815313
hsa-miR-103-2*	31.0750718	31.1245043833333	30.7354602166666	30.6726433833333	32.7399217166667	31.5140318	32.09194755	30.5609662166667	30.7879222999999	31.0616166333334	31.7354248	32.6392983833333	33.3781682166666	31.8230363833333	31.8870237166667	33.5375778	31.87734855	27.1830002166667	32.2603572999999	30.3762166333334
hsa-miR-106a	25.1807118	26.1941913833333	24.9912622166666	25.2380313833333	26.0891147166666	24.9678208	25.42326555	24.5549902166667	24.4839762999999	24.4302666333334	26.1543928	27.3503253833333	27.8670332166666	25.0523623833333	26.0692747166667	28.1403978	26.31788055	26.6522022166667	26.4805743	24.8954176333334
hsa-miR-106b	28.5936798	29.2905873833333	27.6501542166666	27.5920353833333	30.1499307166667	29.5156048	29.69697055	28.9672662166667	28.6490082999999	29.2073546333334	29.3681488	30.2049473833333	30.8426062166666	28.4846553833333	29.1402967166667	31.3169988	29.10321055	29.2930842166667	29.4929333	27.9996246333334
hsa-miR-106b*	31.0751878	31.5196063833333	30.8386232166666	32.3991053833333	31.9010507166667	32.3510358	32.08861555	30.3587792166667	30.9908493	30.9338376333334	32.3782008	32.5009813833333	33.7436442166666	31.6461033833333	32.9643547166667	NAN	33.62667255	33.7156002166667	32.7503662999999	31.6566306333334
hsa-miR-107	26.4912228	27.3330203833333	26.3913992166666	26.9975873833333	27.0737817166667	25.6711398	25.82824955	25.3725902166667	25.4337902999999	25.6567036333334	27.5410118	28.5038213833333	28.9395432166666	26.1359943833333	27.3134977166667	29.8309818	27.41763855	27.9972662166667	27.5930252999999	26.1728566333334
hsa-miR-10a	33.1406668	33.2466853833333	35.5131342166666	34.1665043833333	35.1263147166667	34.8295418	34.42949055	34.2681262166667	34.5186082999999	36.0179686333334	34.0943048	NAN	34.7411292166666	32.9153213833333	33.5960447166667	34.8148018	32.50725055	33.9390692166667	33.4952822999999	33.1945396333334
hsa-miR-10b	31.7821048	31.7767743833333	32.7013612166666	35.0262413833333	34.2309567166667	33.5915178	33.05944655	32.2386112166667	32.3387372999999	32.1888146333334	33.0494008	34.9209013833333	35.1995072166666	32.3807073833333	34.6164777166667	32.9857778	32.38539755	32.8435992166667	32.0370692999999	32.6539166333334
hsa-miR-122	25.2987098	24.1417493833333	25.9016112166666	24.9033243833333	26.6567307166667	26.8655448	26.40855455	25.9230092166667	27.6097113	23.5679986333334	25.2752138	26.0149603833333	27.4876252166666	26.4730993833333	25.4070777166667	26.8021058	26.41817455	25.9224902166667	25.5297072999999	24.6352306333334
hsa-miR-125a-5p	28.9211828	28.9754783833333	29.6440282166666	29.5898633833333	30.9014947166667	28.8396788	29.32983655	29.1335102166667	29.6266862999999	29.3575796333334	29.8870568	30.3005513833333	29.9920812166666	28.9703403833333	29.6822317166667	30.6719638	30.06987755	30.9068562166667	29.9338133	29.0960786333334
hsa-miR-125b	29.1104798	29.5011203833333	29.3028302166666	29.6389503833333	31.1969507166667	30.4966858	30.66981755	28.9113532166667	29.7070462999999	28.9734606333334	30.9921528	30.6986353833333	31.1618502166666	29.8025763833333	30.8971937166667	32.5451998	30.33953655	31.0010182166667	30.3836352999999	29.3771066333334
hsa-miR-126	23.8492548	24.6140693833333	24.1502512166666	24.5906663833333	26.1641747166667	24.8353928	24.92551655	24.1436612166667	24.2873883	24.4528176333334	25.5104618	26.2375873833333	26.2690072166666	24.3871823833333	24.9317587166666	26.2685658	24.74165955	26.0707892166667	25.5281582999999	23.8717706333334
hsa-miR-127-3p	29.7869818	31.4364723833333	30.5509262166666	31.2806683833333	33.8733667166667	31.5719618	32.17671055	30.6108362166667	31.3992192999999	30.9731996333334	31.3460388	32.0442743833333	32.5028292166666	31.3900493833333	31.4910347166667	34.2334548	33.06920055	32.6790562166667	33.0133922999999	30.7061046333334
hsa-miR-128	30.2406868	30.6916623833333	29.9817222166666	30.0789123833333	30.9815387166667	29.8789898	30.09022755	29.8981562166667	29.3801322999999	30.0873996333334	30.9038258	30.4649623833333	32.2957592166666	30.0443633833333	31.1991937166667	32.6444698	31.39276755	32.4535002166667	32.6278153	29.7392666333334
hsa-miR-130a	28.3030908	29.5704413833333	28.3481342166666	29.9941023833333	29.2589887166667	27.4954008	28.13601355	27.6374142166667	27.5552463	28.1225906333334	30.1590478	31.2415513833333	31.9815082166666	27.8712893833333	31.1604407166667	32.4076078	29.86729855	31.2704672166667	30.8010372999999	28.4285346333334
hsa-miR-132	30.2580418	30.4078983833333	29.6031802166666	29.5952533833333	26.3278517166667	26.3069028	27.01954855	26.5473992166667	26.2674392999999	26.4149696333334	29.8839248	30.4935763833333	30.7986132166666	28.9564423833333	27.8931237166667	28.8129518	26.86642255	27.3280602166667	32.0579432999999	27.1298576333334
hsa-miR-133a	25.5240828	26.7718093833333	27.1599772166666	26.8731533833333	31.7639427166667	30.7266718	31.44253755	29.3827012166667	29.9892442999999	30.6050486333334	26.4414518	27.6813893833333	28.5794622166666	26.0580983833333	33.5467987166667	34.7218918	31.71810355	34.6323522166667	31.3425103	30.5907876333334
hsa-miR-133b	26.0263748	27.0795433833333	27.4320682166666	26.9610023833333	30.8029327166666	29.9381668	30.80995255	29.9872792166667	30.1226862999999	31.3415676333334	26.9053018	27.8943013833333	28.5760002166666	26.2520813833333	31.7603047166667	32.2905758	30.90831755	32.3682612166667	32.0193182999999	30.5529816333334
hsa-miR-136	27.3780648	29.7347323833333	28.3109442166666	28.5770833833333	NAN	33.1963878	34.55153455	33.8499162166667	32.8090402999999	33.6885346333334	28.9139058	29.4653343833333	30.4636152166666	28.9636703833333	28.8102037166667	32.7423778	30.76539655	32.3157862166667	28.9731242999999	28.9869876333334
hsa-miR-139-5p	30.8098198	31.0700043833333	30.4930822166666	30.2988133833333	32.0726507166667	30.8039998	30.53321855	30.6577202166667	30.7647802999999	30.4929006333334	31.3906878	31.5090053833333	31.2683122166666	30.0666543833333	30.8392157166667	32.3970818	31.38554255	31.9147122166667	30.8408823	30.0788916333334
hsa-miR-140-3p	26.6958068	27.4666753833333	25.8792322166666	26.2607093833333	27.9054827166667	27.1019298	27.60296855	26.7197982166667	26.6637573	26.6222836333334	26.5576348	27.9207413833333	27.8795472166666	27.0318603833333	27.5980397166667	29.5615898	28.26935455	27.9971262166667	27.9467372999999	27.0437046333334
hsa-miR-140-5p	29.0374548	30.1088283833333	29.1762222166666	28.5536793833333	31.7541487166667	28.8789938	30.08915755	29.0700372166667	29.3482552999999	28.8060966333334	28.9549348	30.0930643833333	29.6895072166666	28.4725763833333	29.5950337166667	31.6464738	30.40032055	31.3843222166667	30.2784622999999	29.0932326333334
hsa-miR-142-3p	23.5551318	24.5404553833333	24.2301692166666	24.1752663833333	26.8838097166667	25.6688128	25.64742055	25.3321262166667	25.1245802999999	25.4307136333334	24.2508568	25.6124943833333	25.9686472166666	23.6457153833333	25.1103497166667	27.9331768	25.12759455	26.3002942166667	24.9160103	23.8769106333334
hsa-miR-142-5p	26.7158248	27.1342623833333	27.3136142166666	27.2591233833333	28.3423687166667	28.0052748	28.03526055	27.3726662166667	27.3402792999999	27.6287846333334	27.5731108	28.6075883833333	30.4045202166666	25.9650973833333	29.2302877166667	31.4979548	28.74243555	30.8556382166667	29.2627372999999	27.7672546333334
hsa-miR-143	27.1999648	27.5466473833333	27.3031622166666	28.4273743833333	28.3078347166667	29.1168528	28.72807055	27.7668512166667	27.3177853	27.5258136333334	27.3619218	28.1320443833333	28.7582262166666	26.9999673833333	28.8875517166666	30.7997488	28.30193355	28.8338242166667	28.7403702999999	27.8268786333334
hsa-miR-144	23.2301548	24.6663863833333	22.8266012166666	23.0334053833333	27.4497887166667	26.3433618	27.41263055	25.3494412166667	25.4718802999999	25.2203766333334	23.9363768	25.4926083833333	26.7297022166666	23.4427283833333	27.0626617166666	28.8368088	25.49749255	26.3259392166667	25.5599253	25.2014056333334
hsa-miR-144*	29.3262388	30.1424473833333	30.3054892166666	29.1742763833333	31.5675787166667	30.2505718	31.25935555	30.0821682166667	30.1354982999999	29.7608366333334	29.8312348	30.5127013833333	31.5472182166666	29.3476713833333	30.6124227166667	31.9731118	29.88091355	29.8655852166667	30.7996962999999	29.4369956333334
hsa-miR-145	28.5080818	28.3659393833333	28.6556422166666	29.0345323833333	29.5317447166667	29.7339118	29.55970255	28.4115402166667	27.6988682999999	28.9142016333334	28.4266268	29.3168893833333	29.9766752166666	28.1337013833333	30.0164777166666	33.2750848	29.28768055	30.7060752166667	29.3959063	29.5288746333334
hsa-miR-146a	27.8290308	27.6110023833333	27.8337522166666	27.8102993833333	29.4294347166667	27.3813358	27.43352355	26.8901172166667	26.9873282999999	27.6348746333334	28.7010998	28.4035113833333	28.4489862166666	27.5721133833333	27.3119847166667	29.0201508	28.40501655	30.1316502166667	29.0518362999999	27.0189246333334
hsa-miR-148a	27.5667788	27.0632613833333	27.7962782166666	27.4322413833333	28.7040597166667	28.6275738	29.12274355	27.9022842166667	27.9465922999999	27.0678856333334	28.2686518	28.5827263833333	29.6685442166666	27.2702023833333	28.4789717166667	29.7064758	28.67348355	29.3608012166667	28.9824813	27.3338236333334
hsa-miR-148b	26.8217868	27.3562803833333	26.7357142166666	27.2176213833333	29.4504047166667	28.3407868	28.54676855	27.7400392166667	27.4795613	27.7279776333334	28.1871128	28.3127583833333	29.4112932166666	27.2971273833333	27.8456647166667	29.9779238	28.56452755	29.6586202166667	28.9930002999999	26.9780136333334
hsa-miR-150	26.6719518	26.5662413833333	26.9784412166666	25.2339743833333	27.1949597166667	27.3157168	27.62370055	26.2697022166667	27.7833583	27.3415086333334	24.5818748	28.5369133833333	27.2087462166666	28.0170293833333	25.9902607166667	27.3694218	26.44782055	26.6268932166667	26.0737673	26.5836646333334
hsa-miR-151-3p	28.4610828	28.5578333833333	28.1629502166666	28.4242133833333	33.0866387166667	28.7327668	28.76694055	28.4887902166667	28.3686732999999	28.6486506333334	29.8341468	29.5597113833333	28.8674942166666	28.5582193833333	28.6597647166667	29.8601698	29.34824555	30.5261002166667	29.3361683	27.7554146333334
hsa-miR-151-5p	27.1035388	27.5914963833333	27.2789102166666	27.8106233833333	29.2935147166666	27.2977438	27.12970055	26.9439732166667	27.3516023	27.0401096333334	28.5627368	28.9834473833333	28.8570102166666	27.2061523833333	27.4616107166667	29.2621888	28.45815255	29.5986872166667	28.3686322999999	26.5583926333334
hsa-miR-152	29.7010688	29.3845643833333	29.8492322166666	29.5695843833333	31.6174147166667	31.5807188	31.52902855	30.0556232166667	30.1055682999999	30.5358006333334	30.5597648	30.7293343833333	30.8796962166666	30.2377323833333	30.1852227166667	31.8295358	31.09330355	31.8692122166667	31.5480382999999	29.5176146333334
hsa-miR-154	30.4716248	34.7997633833333	31.8540312166666	31.2073763833333	34.2535777166667	32.7277318	32.96318655	31.2620122166667	31.4752812999999	31.5168776333334	32.9043448	32.8906113833333	NAN	31.6228563833333	30.9414617166667	35.3402618	33.38965855	33.9730392166667	33.2750722999999	30.8776186333334
hsa-miR-155	32.6863178	31.5452583833333	31.9005932166666	33.3314553833333	33.1845277166667	30.5113518	31.23372055	31.3727522166667	31.2581922999999	31.4512366333334	31.5687678	34.6251033833333	34.9840492166666	32.6066193833333	31.3258477166667	32.7727768	31.57465355	32.2310922166667	31.8244322999999	31.8278386333334
hsa-miR-15a	23.5771368	24.5459833833333	23.1533052166666	23.5098893833333	24.8068697166667	23.8037818	24.46362555	23.4162662166667	23.5826572999999	23.5369906333334	24.1686748	25.5662583833333	25.8793622166666	23.9099373833333	24.4757387166667	26.3863158	24.89059455	24.7032812166667	24.8840982999999	23.4265246333334
hsa-miR-15b	25.9374848	26.4419393833333	26.0106322166666	25.9836713833333	26.8937697166667	26.1613078	26.84733255	25.2832792166667	25.5854992999999	25.8906986333334	26.7477168	27.5032393833333	27.3431662166666	25.5259933833333	25.9406657166667	28.0812748	26.81840055	26.7224162166667	26.9650973	24.9970506333334
hsa-miR-15b*	30.7863998	30.8988693833333	29.7280122166666	29.7425863833333	31.5478477166667	30.6390988	31.28635055	30.0126602166667	29.8149072999999	30.6372646333334	31.7215198	33.0486913833333	32.2857072166666	30.4362433833333	30.7629737166667	32.7342678	31.65484255	31.0379422166667	32.0899822999999	30.0202366333334
hsa-miR-16	21.9031508	22.26950188	20.47143572	21.24859438	22.37350472	21.7417723	22.71623005	20.97857422	20.8362358	20.91617313	22.4207243	23.95432538	24.78453922	22.11491688	21.84955022	23.8880868	22.71522355	22.25102072	22.9646068	21.35480463
hsa-miR-16-2*	29.1680088	30.2955273833333	28.7185292166666	28.3938183833333	30.8346727166667	30.2469568	30.88112455	29.4490832166667	29.3163362999999	29.5156476333334	30.3434178	31.2346213833333	30.5643342166666	29.2940093833333	29.6948567166667	32.3120318	30.57947955	30.4336332166667	30.8707692999999	29.2403616333334
hsa-miR-17	29.1232948	29.9360783833333	28.8533732166666	28.5479943833333	29.4474597166666	28.5501398	29.11237755	28.2697022166667	27.8493253	28.1318656333334	29.5585458	31.2496383833333	32.9370362166666	28.9240533833333	29.7178797166667	31.3338158	29.59263055	30.5768752166667	29.8987882999999	28.7362396333334
hsa-miR-181a	27.6987118	28.4756313833333	27.3176742166666	28.1641313833333	29.0197367166667	28.2340078	28.07655755	27.7245992166667	28.0287003	26.8469676333334	28.0613878	28.6764553833333	28.8685862166666	28.0629373833333	27.7476197166667	29.6675818	28.28214855	29.2931962166667	28.7606052999999	27.5360716333334
hsa-miR-182	32.9586598	34.5900843833333	34.3032212166666	31.8427893833333	34.2832217166667	33.6204918	34.42913255	33.7837062166667	35.0498472999999	32.2034546333334	33.0154648	34.7965933833333	36.8396142166666	34.5980393833333	33.6534077166667	NAN	33.42690055	33.0456762166667	32.7011453	32.1597146333334
hsa-miR-185	25.1289618	25.7976383833333	24.1227472166666	24.1893773833333	26.5238287166667	25.4357118	26.32655155	25.5129962166667	25.1895123	25.8526796333334	25.6720198	26.0304593833333	25.4042112166666	25.5614323833333	25.2002427166667	27.1269508	26.62953755	25.6693152166667	26.0302752999999	24.7359726333334
hsa-miR-186	27.5534588	28.4006123833333	26.9836522166666	27.1768643833333	29.1121137166667	29.0514478	29.01712455	28.0697992166667	27.8095862999999	27.9617936333334	27.7309048	28.1300473833333	28.2788302166666	28.1354793833333	28.1617347166667	30.4767888	28.75384355	29.2177902166667	28.7919062999999	27.6402656333334
hsa-miR-18a	28.2809528	29.4117343833333	28.3416102166666	28.4221363833333	31.0084037166667	29.4382318	30.30654055	28.9606552166667	29.2604693	28.9406046333334	29.8178118	30.4603083833333	30.7226662166666	29.1301083833333	29.2850377166667	31.4458458	30.59174755	30.3144722166667	30.0056712999999	28.5572426333334
hsa-miR-18a*	32.4841808	31.6791483833333	32.9421142166666	31.5384373833333	33.3192597166667	33.8461718	32.43634655	31.0708802166667	31.0198992999999	32.3513276333334	33.7072298	32.7116283833333	35.1487062166666	32.0111123833333	33.2177507166667	34.3760418	33.82313355	NAN	33.7337802999999	32.4454646333334
hsa-miR-18b	28.2992598	29.2307253833333	27.7980172166666	27.9455533833333	30.2613507166667	29.4752018	29.97329755	28.8237432166667	29.0818942999999	28.9296016333334	29.0037578	30.5532383833333	30.3972382166666	28.1420063833333	29.1774877166667	30.9731498	30.10153455	30.4332212166667	29.3705162999999	28.0508096333334
hsa-miR-191	31.6753948	28.35662888	27.99333472	27.30040188	29.61916072	28.1517008	27.96758855	27.73233272	27.7229513	27.80555963	28.9476568	29.28339638	28.94605472	27.36803888	28.57700072	29.9824038	29.06053905	30.15513922	28.0344983	27.29006463
hsa-miR-192	28.0505888	27.5070423833333	28.3271442166666	27.8937643833333	29.9485227166667	29.9391188	29.99967255	29.2844942166667	29.3760152999999	27.8352746333334	28.9161248	29.8254613833333	30.6721272166666	29.0140763833333	29.1549487166667	30.6808328	28.87927655	29.3373362166667	28.6604482999999	28.0536136333334
hsa-miR-193b	31.1614518	30.0121293833333	31.6504382166666	32.3537633833333	31.3109847166667	32.4111738	32.33258255	30.7802482166667	32.0013262999999	31.0866956333334	30.5617178	33.1466373833333	33.9420262166666	30.6615943833333	31.2743607166667	34.6575998	31.28717455	31.8732182166667	32.1157922999999	31.5391626333334
hsa-miR-194	30.2391668	28.8193573833333	29.5782852166666	29.6490293833333	30.8483197166667	30.5836538	31.45548855	30.4845762166667	30.4590523	29.0960516333334	30.4938908	30.7991383833333	32.0078742166666	30.1280573833333	30.5535807166667	32.3584118	30.09941555	30.8280562166667	30.8066222999999	29.2162756333334
hsa-miR-195	31.0199758	30.9694123833333	31.2908972166666	31.6505793833333	33.8083847166667	32.1363218	33.70775455	31.9574852166667	32.7597083	32.5102046333334	32.3939348	34.2401513833333	32.5986002166666	30.8923783833333	33.8056867166667	34.4820738	32.42938855	31.7474362166667	32.1317722999999	30.7522246333334
hsa-miR-197	29.9915408	29.2792953833333	28.9670202166666	28.9472733833333	29.0583777166667	28.9384068	28.76875855	28.8113072166667	28.5213892999999	28.1340746333334	28.7951048	30.0098513833333	29.1530482166666	28.4866163833333	29.7309167166667	31.3534788	29.90769755	30.8604142166667	29.7114352999999	28.4753696333334
hsa-miR-1974	25.1109908	24.3536693833333	23.7813682166666	24.2189993833333	25.5781397166667	24.2713328	23.34976055	24.1495662166667	22.9986992999999	24.6671806333334	26.8934548	25.3280553833333	25.5002882166666	23.9965423833333	25.7125257166667	26.8334918	26.25417355	27.4835762166667	26.4984992999999	24.7113696333334
hsa-miR-199a-3p	27.5610808	28.5312013833333	28.2173272166666	28.2289853833333	28.7209417166667	27.8666358	27.43919355	27.2998482166667	27.4345253	27.5106486333334	29.1685178	29.3345443833333	30.3287182166666	27.5207573833333	28.1116717166667	30.3495798	29.10566155	30.2328862166667	29.7443732999999	26.9988706333334
hsa-miR-199a-5p	27.1556048	29.1524403833333	28.6990382166666	28.5830883833333	30.1302297166667	28.7806848	28.43674655	28.0046322166667	28.2855223	28.2210456333334	29.8040558	30.0501673833333	30.9658322166666	27.5912643833333	29.4478567166667	32.1688338	29.69181255	32.1612362166667	29.4203362999999	27.6781326333334
hsa-miR-19a	27.0988298	27.9601413833333	26.6453972166666	26.7200933833333	29.7433697166667	28.4924688	29.59674855	28.3120862166667	27.7837283	28.0197386333334	28.0020198	28.6985013833333	28.9016492166666	27.2293913833333	28.1823517166667	30.7055068	28.82988355	29.2730132166667	28.3587382999999	27.6397526333334
hsa-miR-19b	23.0182058	23.6252063833333	22.2896162166666	22.0431363833333	25.1394937166667	24.2725938	24.92971655	23.5059812166667	23.3621882999999	23.5656086333334	22.8512118	23.9559583833333	17.1835862166666	23.1870713833333	23.4661807166667	25.5270058	24.27111455	24.3036242166667	23.8168723	22.9831596333334
hsa-miR-200c	33.0586968	33.9918983833333	33.1721642166666	31.9942623833333	34.4857367166667	32.9027858	33.97780055	33.4273462166667	32.4153422999999	33.1294376333334	34.4273048	32.5319873833333	33.1675092166666	31.6531983833333	33.9536747166667	35.7756378	33.65865055	33.3856562166667	33.6804963	32.0013196333334
hsa-miR-205	31.4327818	31.2409653833333	32.3389262166666	35.4248653833333	33.2861897166667	31.9441918	34.99590555	31.9713432166667	32.8199962999999	31.7283966333334	31.4093248	34.1025313833333	33.6271922166666	31.5103573833333	33.4855187166667	35.4693478	30.57929055	32.6933562166667	31.4477163	31.6915736333334
hsa-miR-20a	24.5262778	25.5286073833333	24.3056012166666	24.6350083833333	25.7217477166667	24.4682118	25.03430055	23.7741442166667	23.8801652999999	23.8463186333334	25.8838978	27.2469523833333	27.6778622166666	24.6406043833333	25.0990717166666	27.0175948	25.63218755	25.7417672166667	25.8419972999999	24.1675166333334
hsa-miR-20a*	31.0463428	33.6701053833333	32.9664022166666	34.2166633833333	NAN	34.9350818	33.77576655	32.2973162166667	33.4089422999999	32.3717396333334	NAN	NAN	34.9322682166666	33.5954893833333	35.5941847166667	34.8311838	32.39724055	34.7956332166667	34.7866862999999	32.7816246333334
hsa-miR-20b	31.1292848	32.1379173833333	30.6460572166666	30.3881913833333	31.4546827166666	30.6348778	31.23799355	30.6886322166667	31.2356282999999	29.8217746333334	32.1876048	32.6934973833333	33.2596802166666	31.1491453833333	31.9983617166667	34.8677858	32.33500555	33.1014362166667	32.8207742999999	31.7809076333334
hsa-miR-21	25.1494848	23.6145913833333	23.4550322166666	23.2513223833333	26.3123267166667	25.2874048	25.66640455	24.7070122166667	24.7997972999999	24.9274016333334	23.9705218	24.6688143833333	23.9772972166666	23.4711453833333	23.8600707166667	25.3427228	24.33297155	25.0130072166667	24.1127122999999	23.3198156333334
hsa-miR-210	28.7583698	28.2994183833333	27.7820302166666	28.0563773833333	31.2324697166666	30.2503908	30.93458155	29.8602982166667	29.6944333	29.2217746333334	29.0817168	29.5576673833333	28.9553492166666	28.4158673833333	30.0701727166667	30.8094218	30.63188755	30.5533022166667	30.2598573	29.4344726333334
hsa-miR-2110	31.3234158	30.0127403833333	29.8947322166666	29.6025413833333	30.8565367166666	28.3132818	31.05770755	31.3149162166667	30.8685893	31.0995786333334	29.8691518	30.6034243833333	30.8499342166666	30.0670963833333	30.7561697166667	32.2396718	32.52464055	32.7993522166667	32.8755953	29.7531046333334
hsa-miR-215	29.1024438	28.3458373833333	29.5178182166666	29.3015673833333	31.4658887166667	30.5984298	30.92274055	29.7386392166667	29.9835423	28.8626046333334	29.3904478	30.5481363833333	31.3607292166666	30.1976413833333	29.8793787166667	31.9056558	29.85507755	30.8045712166667	30.0823973	28.6064296333334
hsa-miR-22	25.9412058	26.2560793833333	25.3672082166666	25.4544493833333	27.8756007166667	26.7638278	26.99993555	26.4573762166667	25.6890113	26.4061146333334	26.2680298	26.6520833833333	26.4508082166666	26.1834693833333	26.1167527166667	27.9249278	26.70621755	27.4555492166667	26.8453503	25.5615606333334
hsa-miR-22*	29.1136268	29.9112483833333	29.3240112166666	28.8822253833333	29.9582007166667	28.9263378	29.77489055	28.9199592166667	28.7046342999999	28.5520496333334	29.8629478	31.0267173833333	30.5917322166666	29.1690613833333	29.9838487166666	31.4515398	30.32498555	30.3356932166667	29.3783873	28.6690096333334
hsa-miR-221	26.2821518	26.6742463833333	26.6955012166666	26.5760463833333	26.7669947166667	25.7717778	25.87381755	25.1444912166667	25.1014902999999	25.7589866333334	28.4486888	27.7548713833333	28.5837822166666	25.6936433833333	26.2669447166667	29.7930268	27.63689655	30.0156682166667	28.0191102999999	25.8941526333334
