method	rna_column	atac_0	atac_1	atac_2	atac_3	atac_4	atac_5	atac_6	atac_7
promoter_pm10kb_log_z	5	0.0606174048817	-0.0992675911838	-0.0883333343684	0.219503487638	-0.0717465853149	-0.129431873079	0.0496178767748	0.0590406146514
promoter_pm10kb_log_z	6	-0.202462415682	-0.249151408253	0.229628272873	0.117650642901	-0.116193831216	-0.31983312373	0.0296287540598	0.510733109047
promoter_pm10kb_log_z	7	-0.0868212216807	-0.241708473632	0.555250580893	-0.0589827695803	-0.22412595582	-0.318465075345	-0.00727276083747	0.382125676002
promoter_pm10kb_rank	0	0.0416993470122	0.26093806495	-0.180551376997	-0.188001530408	0.0219526827837	0.382784607023	-0.0597685458753	-0.279053248488
promoter_pm10kb_rank	1	-0.00163700772999	0.273962729954	-0.188862985109	-0.134293476847	0.0713058161789	0.268629158856	-0.0332231586045	-0.255881076699
promoter_pm10kb_rank	2	-0.0794495615463	0.0968466791801	-0.0845864561728	-0.0655911720769	0.321165393509	0.128892143247	-0.0999255039036	-0.217351522237
promoter_pm10kb_rank	3	0.25109103062	-0.000278888717962	-0.15478122295	0.0238151187978	0.0256750666667	0.0778126897586	-0.095240285673	-0.128093508501
promoter_pm10kb_rank	4	-0.0162069802341	0.00601585073028	-0.0331099528409	0.0299772584462	-0.0923132724975	-0.0419071934988	0.168603802805	-0.0210595129097
promoter_pm10kb_rank	5	0.0499607472363	-0.132717954026	-0.0464776306606	0.235854116031	-0.0774526237062	-0.183779128889	0.0521329729971	0.102479501017
promoter_pm10kb_rank	6	-0.170926646571	-0.283641693811	0.272415037984	0.120478640591	-0.104594901949	-0.35568100384	0.0427692449268	0.479181322669
promoter_pm10kb_rank	7	-0.0745309287869	-0.221124788259	0.415954586747	-0.0222389545343	-0.165738160986	-0.276751272657	0.0246514733281	0.319778045148
promoter_pm20kb_log_z	0	0.00528515166131	0.238215794323	-0.155295376056	-0.17517534514	0.00577018441955	0.384844334344	-0.0343232822548	-0.269321461297
promoter_pm20kb_log_z	1	0.0187819864884	0.259902104242	-0.194915188928	-0.110156432606	0.0641083583804	0.235028804235	-0.0300213347324	-0.242728297079
promoter_pm20kb_log_z	2	-0.128929322144	0.0775573754848	-0.0735330590002	-0.066403715031	0.399435025334	0.123816167117	-0.093674063017	-0.238268408744
promoter_pm20kb_log_z	3	0.317634853012	-0.00328389791732	-0.16773619269	0.0291029428054	0.0073724598751	0.0443984601544	-0.0895624948114	-0.137926130429
promoter_pm20kb_log_z	4	-0.00352515013993	0.0201521113088	-0.0672723771647	0.0295780491707	-0.0775583337999	-0.0113144184181	0.174145804657	-0.064205685614
promoter_pm20kb_log_z	5	0.0456731533574	-0.0988610651339	-0.0905367365607	0.217513122808	-0.0764354162039	-0.113391568207	0.0583981174932	0.0576403924469
promoter_pm20kb_log_z	6	-0.234603916569	-0.246681082972	0.22493958951	0.106430539483	-0.109077283003	-0.278717960124	0.0381755681134	0.499534545562
promoter_pm20kb_log_z	7	-0.0203167556668	-0.247001339335	0.524349340889	-0.0308891614905	-0.213614995002	-0.3846638191	-0.0231383154482	0.395275045155
promoter_pm20kb_rank	0	0.0263542204579	0.259737904459	-0.164063578489	-0.205800108235	0.0132123145647	0.414353178806	-0.0531423688125	-0.290651562751
promoter_pm20kb_rank	1	0.0113380278226	0.27388858321	-0.191575551394	-0.118121424991	0.0714733623009	0.237799608453	-0.038564864273	-0.246237741129
promoter_pm20kb_rank	2	-0.110770769067	0.101902617493	-0.0700234184801	-0.0801919690027	0.3253985391	0.166619497997	-0.102429262916	-0.230505235124
promoter_pm20kb_rank	3	0.264183901321	-0.000808559263377	-0.152268024861	0.0400573884028	0.0206152486456	0.0477594082462	-0.105921735231	-0.11361762726
promoter_pm20kb_rank	4	-0.016075262753	0.00243571875387	-0.033749430975	0.0282652833497	-0.0937820698263	-0.0440394082228	0.178670856368	-0.021725686694
promoter_pm20kb_rank	5	0.0439232709055	-0.131659813388	-0.0551860431605	0.231304344428	-0.0801258951686	-0.172006009947	0.0572778213687	0.106472324962
promoter_pm20kb_rank	6	-0.18868290426	-0.283425202424	0.268731458487	0.103187727812	-0.0963280725464	-0.322678172929	0.0520004475955	0.467194718266
promoter_pm20kb_rank	7	-0.0302704844268	-0.22207124884	0.398134588873	0.00129875823661	-0.16046342707	-0.327808102404	0.0121091059005	0.32907080973
