method	rank	mapping_rna_to_atac	mean_score	second_minus_best	usable_pairs
tss_bin_within_z	6	5;1;4;0;3;6;7;2	0.262264542306	0.000122043943834	0
tss_bin_within_z	7	1;5;4;3;6;0;7;2	0.261129528347	0.000122043943834	0
tss_bin_within_z	8	5;1;4;3;6;0;7;2	0.261007484403	0.000122043943834	0
tss_bin_within_z	9	1;0;4;5;6;3;7;2	0.259258348431	0.000122043943834	0
tss_bin_within_z	10	1;5;4;6;0;3;7;2	0.254063076446	0.000122043943834	0
tss_bin_within_rank	1	5;1;4;0;6;3;7;2	0.269427962794	0.00171610479273	0
tss_bin_within_rank	2	1;5;4;0;6;3;7;2	0.267711858002	0.00171610479273	0
tss_bin_within_rank	3	0;1;4;5;6;3;7;2	0.259999043844	0.00171610479273	0
tss_bin_within_rank	4	0;5;4;1;6;3;7;2	0.247516188836	0.00171610479273	0
tss_bin_within_rank	5	5;1;4;0;3;6;7;2	0.233644840705	0.00171610479273	0
tss_bin_within_rank	6	1;5;4;0;3;6;7;2	0.231928735913	0.00171610479273	0
tss_bin_within_rank	7	5;1;4;3;6;0;7;2	0.230729912778	0.00171610479273	0
tss_bin_within_rank	8	1;0;4;5;6;3;7;2	0.230220765299	0.00171610479273	0
tss_bin_within_rank	9	1;5;4;3;6;0;7;2	0.229013807985	0.00171610479273	0
tss_bin_within_rank	10	5;1;0;4;6;3;7;2	0.226382791437	0.00171610479273	0
tss_bin_top10_within_z	1	5;1;4;0;6;3;7;2	0.7272181909	0.0252807016865	2026
tss_bin_top10_within_z	2	1;5;4;0;6;3;7;2	0.701937489214	0.0252807016865	2026
tss_bin_top10_within_z	3	5;1;4;0;3;6;7;2	0.680323577853	0.0252807016865	2026
tss_bin_top10_within_z	4	1;5;4;0;3;6;7;2	0.655042876167	0.0252807016865	2026
tss_bin_top10_within_z	5	5;1;4;3;6;0;7;2	0.645497584321	0.0252807016865	2026
tss_bin_top10_within_z	6	5;1;4;0;6;3;2;7	0.638239885428	0.0252807016865	2026
tss_bin_top10_within_z	7	5;1;4;6;0;3;7;2	0.63196591895	0.0252807016865	2026
tss_bin_top10_within_z	8	5;4;1;0;6;3;7;2	0.629380074984	0.0252807016865	2026
tss_bin_top10_within_z	9	1;5;4;3;6;0;7;2	0.620216882634	0.0252807016865	2026
tss_bin_top10_within_z	10	5;1;4;0;6;7;3;2	0.619904187336	0.0252807016865	2026
tss_bin_top25_within_z	1	5;1;4;0;6;3;7;2	0.605403433208	0.0240331289017	5065
tss_bin_top25_within_z	2	1;5;4;0;6;3;7;2	0.581370304307	0.0240331289017	5065
tss_bin_top25_within_z	3	5;1;4;0;3;6;7;2	0.554626225744	0.0240331289017	5065
tss_bin_top25_within_z	4	5;1;4;3;6;0;7;2	0.534950848152	0.0240331289017	5065
tss_bin_top25_within_z	5	1;5;4;0;3;6;7;2	0.530593096842	0.0240331289017	5065
tss_bin_top25_within_z	6	5;1;4;0;6;3;2;7	0.513191598738	0.0240331289017	5065
tss_bin_top25_within_z	7	5;1;4;6;0;3;7;2	0.511120264121	0.0240331289017	5065
tss_bin_top25_within_z	8	1;5;4;3;6;0;7;2	0.51091771925	0.0240331289017	5065
tss_bin_top25_within_z	9	5;1;4;0;6;7;3;2	0.510621802011	0.0240331289017	5065
tss_bin_top25_within_z	10	5;6;4;0;1;3;7;2	0.508537092609	0.0240331289017	5065
tss_bin_top50_within_z	1	5;1;4;0;6;3;7;2	0.450081501383	0.0136588990308	10130
tss_bin_top50_within_z	2	1;5;4;0;6;3;7;2	0.436422602352	0.0136588990308	10130
tss_bin_top50_within_z	3	5;1;4;0;3;6;7;2	0.405470042179	0.0136588990308	10130
tss_bin_top50_within_z	4	5;1;4;3;6;0;7;2	0.39813062718	0.0136588990308	10130
tss_bin_top50_within_z	5	1;5;4;0;3;6;7;2	0.391811143148	0.0136588990308	10130
tss_bin_top50_within_z	6	1;5;4;3;6;0;7;2	0.384471728149	0.0136588990308	10130
tss_bin_top50_within_z	7	5;6;4;0;1;3;7;2	0.380364426244	0.0136588990308	10130
tss_bin_top50_within_z	8	5;1;4;6;0;3;7;2	0.376522269878	0.0136588990308	10130
tss_bin_top50_within_z	9	0;1;4;5;6;3;7;2	0.37535586931	0.0136588990308	10130
tss_bin_top50_within_z	10	5;1;4;0;6;7;3;2	0.371819013523	0.0136588990308	10130
promoter_pm10kb_global_pearson	1	5;1;4;0;6;3;7;2	0.445245168425	0.00115467848801	0
promoter_pm10kb_global_pearson	2	1;5;4;0;6;3;7;2	0.444090489937	0.00115467848801	0
promoter_pm10kb_global_pearson	3	5;1;4;0;3;6;7;2	0.441978428247	0.00115467848801	0
promoter_pm10kb_global_pearson	4	1;5;4;0;3;6;7;2	0.440823749758	0.00115467848801	0
promoter_pm10kb_global_pearson	5	5;4;1;0;6;3;7;2	0.440150065548	0.00115467848801	0
promoter_pm10kb_global_pearson	6	5;1;4;3;6;0;7;2	0.440029320953	0.00115467848801	0
promoter_pm10kb_global_pearson	7	5;6;4;0;1;3;7;2	0.439646692334	0.00115467848801	0
promoter_pm10kb_global_pearson	8	5;0;4;1;6;3;7;2	0.439561352592	0.00115467848801	0
promoter_pm10kb_global_pearson	9	5;1;4;6;0;3;7;2	0.439427850692	0.00115467848801	0
promoter_pm10kb_global_pearson	10	0;1;4;5;6;3;7;2	0.439393614913	0.00115467848801	0
promoter_pm10kb_global_spearman	1	5;1;4;0;6;3;7;2	0.48155555749	0.00130079680318	0
promoter_pm10kb_global_spearman	2	1;5;4;0;6;3;7;2	0.480254760687	0.00130079680318	0
promoter_pm10kb_global_spearman	3	5;1;4;0;3;6;7;2	0.47787758573	0.00130079680318	0
promoter_pm10kb_global_spearman	4	1;5;4;0;3;6;7;2	0.476576788927	0.00130079680318	0
promoter_pm10kb_global_spearman	5	5;4;1;0;6;3;7;2	0.476350922099	0.00130079680318	0
promoter_pm10kb_global_spearman	6	5;1;4;3;6;0;7;2	0.475580452269	0.00130079680318	0
promoter_pm10kb_global_spearman	7	1;4;5;0;6;3;7;2	0.475225758194	0.00130079680318	0
promoter_pm10kb_global_spearman	8	5;0;4;1;6;3;7;2	0.475199383654	0.00130079680318	0
promoter_pm10kb_global_spearman	9	0;1;4;5;6;3;7;2	0.4751432143	0.00130079680318	0
promoter_pm10kb_global_spearman	10	4;1;5;0;6;3;7;2	0.475102037106	0.00130079680318	0
promoter_pm10kb_within_z	1	5;1;4;0;6;3;7;2	0.345036105685	0.0153680689754	0
promoter_pm10kb_within_z	2	1;5;4;0;6;3;7;2	0.329668036709	0.0153680689754	0
promoter_pm10kb_within_z	3	5;1;4;0;3;6;7;2	0.306967669687	0.0153680689754	0
promoter_pm10kb_within_z	4	1;5;4;0;3;6;7;2	0.291599600712	0.0153680689754	0
promoter_pm10kb_within_z	5	5;6;4;0;1;3;7;2	0.291401676536	0.0153680689754	0
promoter_pm10kb_within_z	6	5;1;4;3;6;0;7;2	0.289727329151	0.0153680689754	0
promoter_pm10kb_within_z	7	5;1;4;0;6;3;2;7	0.288257388052	0.0153680689754	0
promoter_pm10kb_within_z	8	5;4;1;0;6;3;7;2	0.281127890199	0.0153680689754	0
promoter_pm10kb_within_z	9	6;5;4;0;1;3;7;2	0.277132180849	0.0153680689754	0
promoter_pm10kb_within_z	10	5;0;4;1;6;3;7;2	0.275855538649	0.0153680689754	0
promoter_pm10kb_within_rank	1	5;1;4;0;6;3;7;2	0.31607469867	0.0158975141464	0
promoter_pm10kb_within_rank	2	1;5;4;0;6;3;7;2	0.300177184523	0.0158975141464	0
promoter_pm10kb_within_rank	3	5;1;4;0;6;3;2;7	0.278206845384	0.0158975141464	0
promoter_pm10kb_within_rank	4	5;1;4;0;3;6;7;2	0.275781237746	0.0158975141464	0
promoter_pm10kb_within_rank	5	5;1;4;3;6;0;7;2	0.264428538593	0.0158975141464	0
promoter_pm10kb_within_rank	6	5;4;1;0;6;3;7;2	0.262702745157	0.0158975141464	0
promoter_pm10kb_within_rank	7	1;5;4;0;6;3;2;7	0.262309331238	0.0158975141464	0
promoter_pm10kb_within_rank	8	1;5;4;0;3;6;7;2	0.259883723599	0.0158975141464	0
promoter_pm10kb_within_rank	9	5;6;4;0;1;3;7;2	0.257352968591	0.0158975141464	0
promoter_pm10kb_within_rank	10	5;1;4;0;6;7;3;2	0.254565036533	0.0158975141464	0
promoter_pm10kb_top10_within_z	1	5;1;4;0;6;3;7;2	0.738191239303	0.0301307845147	2029
promoter_pm10kb_top10_within_z	2	1;5;4;0;6;3;7;2	0.708060454788	0.0301307845147	2029
promoter_pm10kb_top10_within_z	3	5;1;4;0;3;6;7;2	0.687717322873	0.0301307845147	2029
promoter_pm10kb_top10_within_z	4	1;5;4;0;3;6;7;2	0.657586538358	0.0301307845147	2029
promoter_pm10kb_top10_within_z	5	5;1;4;3;6;0;7;2	0.65116045825	0.0301307845147	2029
promoter_pm10kb_top10_within_z	6	5;1;4;6;0;3;7;2	0.645428495772	0.0301307845147	2029
promoter_pm10kb_top10_within_z	7	5;1;4;0;6;3;2;7	0.644693839988	0.0301307845147	2029
promoter_pm10kb_top10_within_z	8	5;4;1;0;6;3;7;2	0.635335095997	0.0301307845147	2029
promoter_pm10kb_top10_within_z	9	5;1;4;3;0;6;7;2	0.625739088737	0.0301307845147	2029
promoter_pm10kb_top10_within_z	10	5;1;4;0;6;7;3;2	0.622658911824	0.0301307845147	2029
promoter_pm10kb_top25_within_z	1	5;1;4;0;6;3;7;2	0.621367190739	0.0283055430909	5072
promoter_pm10kb_top25_within_z	2	1;5;4;0;6;3;7;2	0.593061647648	0.0283055430909	5072
promoter_pm10kb_top25_within_z	3	5;1;4;0;3;6;7;2	0.570406119163	0.0283055430909	5072
promoter_pm10kb_top25_within_z	4	1;5;4;0;3;6;7;2	0.542100576072	0.0283055430909	5072
promoter_pm10kb_top25_within_z	5	5;1;4;3;6;0;7;2	0.539142769623	0.0283055430909	5072
promoter_pm10kb_top25_within_z	6	5;1;4;0;6;3;2;7	0.524170305111	0.0283055430909	5072
promoter_pm10kb_top25_within_z	7	5;1;4;6;0;3;7;2	0.523288987417	0.0283055430909	5072
promoter_pm10kb_top25_within_z	8	5;6;4;0;1;3;7;2	0.521205672734	0.0283055430909	5072
promoter_pm10kb_top25_within_z	9	5;1;4;0;6;7;3;2	0.519630993388	0.0283055430909	5072
promoter_pm10kb_top25_within_z	10	5;4;1;0;6;3;7;2	0.517425870745	0.0283055430909	5072
promoter_pm10kb_top50_within_z	1	5;1;4;0;6;3;7;2	0.488195667871	0.0227063271033	10145
promoter_pm10kb_top50_within_z	2	1;5;4;0;6;3;7;2	0.465489340767	0.0227063271033	10145
promoter_pm10kb_top50_within_z	3	5;1;4;0;3;6;7;2	0.441827223179	0.0227063271033	10145
promoter_pm10kb_top50_within_z	4	1;5;4;0;3;6;7;2	0.419120896075	0.0227063271033	10145
promoter_pm10kb_top50_within_z	5	5;1;4;3;6;0;7;2	0.416860808638	0.0227063271033	10145
promoter_pm10kb_top50_within_z	6	5;6;4;0;1;3;7;2	0.413904039155	0.0227063271033	10145
promoter_pm10kb_top50_within_z	7	5;1;4;0;6;3;2;7	0.40618072148	0.0227063271033	10145
promoter_pm10kb_top50_within_z	8	5;4;1;0;6;3;7;2	0.401282620264	0.0227063271033	10145
promoter_pm10kb_top50_within_z	9	5;1;4;0;6;7;3;2	0.401045182046	0.0227063271033	10145
promoter_pm10kb_top50_within_z	10	5;1;4;6;0;3;7;2	0.39767601446	0.0227063271033	10145
promoter_pm20kb_global_pearson	1	5;1;4;0;6;3;7;2	0.4009108153	0.00119011794657	0
promoter_pm20kb_global_pearson	2	1;5;4;0;6;3;7;2	0.399720697353	0.00119011794657	0
promoter_pm20kb_global_pearson	3	5;1;4;0;3;6;7;2	0.397621465605	0.00119011794657	0
promoter_pm20kb_global_pearson	4	1;5;4;0;3;6;7;2	0.396431347659	0.00119011794657	0
promoter_pm20kb_global_pearson	5	5;4;1;0;6;3;7;2	0.396004589142	0.00119011794657	0
promoter_pm20kb_global_pearson	6	5;1;4;3;6;0;7;2	0.395648726565	0.00119011794657	0
promoter_pm20kb_global_pearson	7	5;6;4;0;1;3;7;2	0.395350330899	0.00119011794657	0
promoter_pm20kb_global_pearson	8	5;0;4;1;6;3;7;2	0.395183985035	0.00119011794657	0
promoter_pm20kb_global_pearson	9	4;1;5;0;6;3;7;2	0.395139121725	0.00119011794657	0
promoter_pm20kb_global_pearson	10	1;4;5;0;6;3;7;2	0.395002358369	0.00119011794657	0
promoter_pm20kb_global_spearman	1	5;1;4;0;6;3;7;2	0.432126617898	0.00134961632185	0
promoter_pm20kb_global_spearman	2	1;5;4;0;6;3;7;2	0.430777001577	0.00134961632185	0
promoter_pm20kb_global_spearman	3	5;1;4;0;3;6;7;2	0.428497602477	0.00134961632185	0
promoter_pm20kb_global_spearman	4	5;4;1;0;6;3;7;2	0.427285457752	0.00134961632185	0
promoter_pm20kb_global_spearman	5	1;5;4;0;3;6;7;2	0.427147986155	0.00134961632185	0
promoter_pm20kb_global_spearman	6	5;1;4;3;6;0;7;2	0.426137641601	0.00134961632185	0
promoter_pm20kb_global_spearman	7	1;4;5;0;6;3;7;2	0.426114112897	0.00134961632185	0
promoter_pm20kb_global_spearman	8	4;1;5;0;6;3;7;2	0.426066485382	0.00134961632185	0
promoter_pm20kb_global_spearman	9	4;5;1;0;6;3;7;2	0.425888213915	0.00134961632185	0
promoter_pm20kb_global_spearman	10	5;0;4;1;6;3;7;2	0.425742998083	0.00134961632185	0
promoter_pm20kb_within_z	1	5;1;4;0;6;3;7;2	0.347169891356	0.0214377300035	0
promoter_pm20kb_within_z	2	1;5;4;0;6;3;7;2	0.325732161352	0.0214377300035	0
promoter_pm20kb_within_z	3	5;1;4;0;3;6;7;2	0.309209546256	0.0214377300035	0
promoter_pm20kb_within_z	4	5;1;4;0;6;3;2;7	0.296711234883	0.0214377300035	0
promoter_pm20kb_within_z	5	5;6;4;0;1;3;7;2	0.291680249816	0.0214377300035	0
promoter_pm20kb_within_z	6	5;1;4;3;6;0;7;2	0.289623406399	0.0214377300035	0
promoter_pm20kb_within_z	7	1;5;4;0;3;6;7;2	0.287771816252	0.0214377300035	0
promoter_pm20kb_within_z	8	5;4;1;0;6;3;7;2	0.282460966892	0.0214377300035	0
promoter_pm20kb_within_z	9	5;1;4;0;6;7;3;2	0.278047799301	0.0214377300035	0
promoter_pm20kb_within_z	10	5;0;4;1;6;3;7;2	0.276915032771	0.0214377300035	0
promoter_pm20kb_within_rank	1	5;1;4;0;6;3;7;2	0.319141088796	0.023838031138	0
promoter_pm20kb_within_rank	2	1;5;4;0;6;3;7;2	0.295303057658	0.023838031138	0
promoter_pm20kb_within_rank	3	5;1;4;0;6;3;2;7	0.285700208931	0.023838031138	0
promoter_pm20kb_within_rank	4	5;1;4;0;3;6;7;2	0.278587076787	0.023838031138	0
promoter_pm20kb_within_rank	5	5;1;4;3;6;0;7;2	0.267702640491	0.023838031138	0
promoter_pm20kb_within_rank	6	5;4;1;0;6;3;7;2	0.265902195982	0.023838031138	0
promoter_pm20kb_within_rank	7	1;5;4;0;6;3;2;7	0.261862177793	0.023838031138	0
promoter_pm20kb_within_rank	8	5;6;4;0;1;3;7;2	0.258055015659	0.023838031138	0
promoter_pm20kb_within_rank	9	5;1;4;0;6;7;3;2	0.258036212557	0.023838031138	0
promoter_pm20kb_within_rank	10	1;5;4;0;3;6;7;2	0.254749045649	0.023838031138	0
promoter_pm20kb_top10_within_z	1	5;1;4;0;6;3;7;2	0.736310152305	0.0304166210714	2029
promoter_pm20kb_top10_within_z	2	1;5;4;0;6;3;7;2	0.705893531234	0.0304166210714	2029
promoter_pm20kb_top10_within_z	3	5;1;4;0;3;6;7;2	0.685059285976	0.0304166210714	2029
promoter_pm20kb_top10_within_z	4	1;5;4;0;3;6;7;2	0.654642664905	0.0304166210714	2029
promoter_pm20kb_top10_within_z	5	5;1;4;3;6;0;7;2	0.648134734128	0.0304166210714	2029
promoter_pm20kb_top10_within_z	6	5;1;4;6;0;3;7;2	0.641552438823	0.0304166210714	2029
promoter_pm20kb_top10_within_z	7	5;1;4;0;6;3;2;7	0.641303596001	0.0304166210714	2029
promoter_pm20kb_top10_within_z	8	5;4;1;0;6;3;7;2	0.631472225508	0.0304166210714	2029
promoter_pm20kb_top10_within_z	9	5;1;4;3;0;6;7;2	0.622632044127	0.0304166210714	2029
promoter_pm20kb_top10_within_z	10	5;0;4;1;6;3;7;2	0.622336432082	0.0304166210714	2029
promoter_pm20kb_top25_within_z	1	5;1;4;0;6;3;7;2	0.620577546274	0.0300949380438	5072
promoter_pm20kb_top25_within_z	2	1;5;4;0;6;3;7;2	0.59048260823	0.0300949380438	5072
promoter_pm20kb_top25_within_z	3	5;1;4;0;3;6;7;2	0.569406354768	0.0300949380438	5072
promoter_pm20kb_top25_within_z	4	1;5;4;0;3;6;7;2	0.539311416724	0.0300949380438	5072
promoter_pm20kb_top25_within_z	5	5;1;4;3;6;0;7;2	0.538063019526	0.0300949380438	5072
promoter_pm20kb_top25_within_z	6	5;1;4;0;6;3;2;7	0.525701837455	0.0300949380438	5072
promoter_pm20kb_top25_within_z	7	5;1;4;6;0;3;7;2	0.522901530586	0.0300949380438	5072
promoter_pm20kb_top25_within_z	8	5;1;4;0;6;7;3;2	0.518726448214	0.0300949380438	5072
promoter_pm20kb_top25_within_z	9	5;6;4;0;1;3;7;2	0.518127247053	0.0300949380438	5072
promoter_pm20kb_top25_within_z	10	5;4;1;0;6;3;7;2	0.513460635116	0.0300949380438	5072
promoter_pm20kb_top50_within_z	1	5;1;4;0;6;3;7;2	0.485952532986	0.0255555748271	10145
promoter_pm20kb_top50_within_z	2	1;5;4;0;6;3;7;2	0.460396958159	0.0255555748271	10145
promoter_pm20kb_top50_within_z	3	5;1;4;0;3;6;7;2	0.440761771729	0.0255555748271	10145
promoter_pm20kb_top50_within_z	4	1;5;4;0;3;6;7;2	0.415206196902	0.0255555748271	10145
promoter_pm20kb_top50_within_z	5	5;1;4;3;6;0;7;2	0.413064436113	0.0255555748271	10145
promoter_pm20kb_top50_within_z	6	5;6;4;0;1;3;7;2	0.410589991218	0.0255555748271	10145
promoter_pm20kb_top50_within_z	7	5;1;4;0;6;3;2;7	0.409974649628	0.0255555748271	10145
promoter_pm20kb_top50_within_z	8	5;1;4;0;6;7;3;2	0.398575966257	0.0255555748271	10145
promoter_pm20kb_top50_within_z	9	5;4;1;0;6;3;7;2	0.397083402579	0.0255555748271	10145
promoter_pm20kb_top50_within_z	10	5;1;4;6;0;3;7;2	0.393207455673	0.0255555748271	10145
promoter_pm50kb_global_pearson	1	5;1;4;0;6;3;7;2	0.35355178647	0.00113285403881	0
promoter_pm50kb_global_pearson	2	1;5;4;0;6;3;7;2	0.352418932431	0.00113285403881	0
promoter_pm50kb_global_pearson	3	5;1;4;0;3;6;7;2	0.350653735794	0.00113285403881	0
promoter_pm50kb_global_pearson	4	1;5;4;0;3;6;7;2	0.349520881756	0.00113285403881	0
promoter_pm50kb_global_pearson	5	5;4;1;0;6;3;7;2	0.349221293653	0.00113285403881	0
promoter_pm50kb_global_pearson	6	5;1;4;3;6;0;7;2	0.348764065762	0.00113285403881	0
promoter_pm50kb_global_pearson	7	5;6;4;0;1;3;7;2	0.348515563205	0.00113285403881	0
promoter_pm50kb_global_pearson	8	5;0;4;1;6;3;7;2	0.348468015175	0.00113285403881	0
promoter_pm50kb_global_pearson	9	4;1;5;0;6;3;7;2	0.348403060329	0.00113285403881	0
promoter_pm50kb_global_pearson	10	1;4;5;0;6;3;7;2	0.348330119622	0.00113285403881	0
promoter_pm50kb_global_spearman	1	5;1;4;0;6;3;7;2	0.378823728755	0.00129363026527	0
promoter_pm50kb_global_spearman	2	1;5;4;0;6;3;7;2	0.377530098489	0.00129363026527	0
promoter_pm50kb_global_spearman	3	5;1;4;0;3;6;7;2	0.375620425771	0.00129363026527	0
promoter_pm50kb_global_spearman	4	5;4;1;0;6;3;7;2	0.37463078675	0.00129363026527	0
promoter_pm50kb_global_spearman	5	1;5;4;0;3;6;7;2	0.374326795506	0.00129363026527	0
promoter_pm50kb_global_spearman	6	1;4;5;0;6;3;7;2	0.373541293534	0.00129363026527	0
promoter_pm50kb_global_spearman	7	5;1;4;3;6;0;7;2	0.373496639102	0.00129363026527	0
promoter_pm50kb_global_spearman	8	4;1;5;0;6;3;7;2	0.373401877309	0.00129363026527	0
promoter_pm50kb_global_spearman	9	4;5;1;0;6;3;7;2	0.37319774026	0.00129363026527	0
promoter_pm50kb_global_spearman	10	5;0;4;1;6;3;7;2	0.373070397674	0.00129363026527	0
promoter_pm50kb_within_z	1	5;1;4;0;6;3;7;2	0.330125309314	0.0256723405751	0
promoter_pm50kb_within_z	2	1;5;4;0;6;3;7;2	0.304452968739	0.0256723405751	0
promoter_pm50kb_within_z	3	5;1;4;0;3;6;7;2	0.295651933067	0.0256723405751	0
promoter_pm50kb_within_z	4	5;1;4;0;6;3;2;7	0.290036294803	0.0256723405751	0
promoter_pm50kb_within_z	5	5;6;4;0;1;3;7;2	0.276748686509	0.0256723405751	0
promoter_pm50kb_within_z	6	5;1;4;3;6;0;7;2	0.27437718547	0.0256723405751	0
promoter_pm50kb_within_z	7	1;5;4;0;3;6;7;2	0.269979592492	0.0256723405751	0
promoter_pm50kb_within_z	8	5;4;1;0;6;3;7;2	0.267394481285	0.0256723405751	0
promoter_pm50kb_within_z	9	5;1;4;0;6;7;3;2	0.265914850429	0.0256723405751	0
promoter_pm50kb_within_z	10	1;5;4;0;6;3;2;7	0.264363954228	0.0256723405751	0
promoter_pm50kb_within_rank	1	5;1;4;0;6;3;7;2	0.303822300973	0.0256084824198	0
promoter_pm50kb_within_rank	2	5;1;4;0;6;3;2;7	0.278213818554	0.0256084824198	0
promoter_pm50kb_within_rank	3	1;5;4;0;6;3;7;2	0.275485795293	0.0256084824198	0
promoter_pm50kb_within_rank	4	5;1;4;0;3;6;7;2	0.266352413523	0.0256084824198	0
promoter_pm50kb_within_rank	5	5;1;4;3;6;0;7;2	0.255675405588	0.0256084824198	0
promoter_pm50kb_within_rank	6	5;4;1;0;6;3;7;2	0.252437934845	0.0256084824198	0
promoter_pm50kb_within_rank	7	1;5;4;0;6;3;2;7	0.249877312874	0.0256084824198	0
promoter_pm50kb_within_rank	8	5;1;4;0;6;7;3;2	0.246941506012	0.0256084824198	0
promoter_pm50kb_within_rank	9	5;6;4;0;1;3;7;2	0.244054827241	0.0256084824198	0
promoter_pm50kb_within_rank	10	1;4;5;0;6;3;7;2	0.242887013165	0.0256084824198	0
promoter_pm50kb_top10_within_z	1	5;1;4;0;6;3;7;2	0.717366339126	0.0326717433616	2029
promoter_pm50kb_top10_within_z	2	1;5;4;0;6;3;7;2	0.684694595764	0.0326717433616	2029
promoter_pm50kb_top10_within_z	3	5;1;4;0;3;6;7;2	0.67003311338	0.0326717433616	2029
promoter_pm50kb_top10_within_z	4	1;5;4;0;3;6;7;2	0.637361370018	0.0326717433616	2029
promoter_pm50kb_top10_within_z	5	5;1;4;3;6;0;7;2	0.633107429408	0.0326717433616	2029
promoter_pm50kb_top10_within_z	6	5;1;4;6;0;3;7;2	0.631456739207	0.0326717433616	2029
promoter_pm50kb_top10_within_z	7	5;1;4;0;6;3;2;7	0.62361299124	0.0326717433616	2029
promoter_pm50kb_top10_within_z	8	5;1;4;3;0;6;7;2	0.611135495481	0.0326717433616	2029
promoter_pm50kb_top10_within_z	9	5;0;4;1;6;3;7;2	0.611072889105	0.0326717433616	2029
promoter_pm50kb_top10_within_z	10	5;4;1;0;6;3;7;2	0.609947508094	0.0326717433616	2029
promoter_pm50kb_top25_within_z	1	5;1;4;0;6;3;7;2	0.595448136422	0.0305304624992	5072
promoter_pm50kb_top25_within_z	2	1;5;4;0;6;3;7;2	0.564917673923	0.0305304624992	5072
promoter_pm50kb_top25_within_z	3	5;1;4;0;3;6;7;2	0.549271003713	0.0305304624992	5072
promoter_pm50kb_top25_within_z	4	1;5;4;0;3;6;7;2	0.518740541214	0.0305304624992	5072
promoter_pm50kb_top25_within_z	5	5;1;4;3;6;0;7;2	0.51823594796	0.0305304624992	5072
promoter_pm50kb_top25_within_z	6	5;1;4;0;6;3;2;7	0.510034758108	0.0305304624992	5072
promoter_pm50kb_top25_within_z	7	5;1;4;6;0;3;7;2	0.507647190925	0.0305304624992	5072
promoter_pm50kb_top25_within_z	8	5;6;4;0;1;3;7;2	0.498918271249	0.0305304624992	5072
promoter_pm50kb_top25_within_z	9	5;1;4;0;6;7;3;2	0.498775313545	0.0305304624992	5072
promoter_pm50kb_top25_within_z	10	5;1;4;3;0;6;7;2	0.492439521704	0.0305304624992	5072
promoter_pm50kb_top50_within_z	1	5;1;4;0;6;3;7;2	0.463138581823	0.0273088315694	10145
promoter_pm50kb_top50_within_z	2	1;5;4;0;6;3;7;2	0.435829750254	0.0273088315694	10145
promoter_pm50kb_top50_within_z	3	5;1;4;0;3;6;7;2	0.421985031489	0.0273088315694	10145
promoter_pm50kb_top50_within_z	4	5;1;4;0;6;3;2;7	0.396471402557	0.0273088315694	10145
promoter_pm50kb_top50_within_z	5	1;5;4;0;3;6;7;2	0.394676199919	0.0273088315694	10145
promoter_pm50kb_top50_within_z	6	5;1;4;3;6;0;7;2	0.394395486604	0.0273088315694	10145
