# two-eye retinal scRNA marker/module diagnostic
# runtime=Linux-6.1.183-1.el9.elrepo.x86_64-x86_64-with-glibc2.41 python=3.11.15
# gene_rows=36601 matrix1_rows=36601 matrix1_cells=8646 matrix1_nnz=13757991 matrix2_rows=36601 matrix2_cells=9355 matrix2_nnz=13643402
# matrix1_mean_library=3288.011 matrix2_mean_library=2849.443 matrix1_median_library=2486.000 matrix2_median_library=2342.000
# Scores are mean log1p(CP10K) within the top fraction of cells for each identity panel.
# Direction for every delta is eye2 minus eye1.
# cell_type	markers_present	fraction	n_eye1	n_eye2	inflam_eye1	inflam_eye2	inflam_delta	 antigen_delta	antigen_detect_delta	interferon_delta	interferon_detect_delta	cytokine_delta	cytokine_detect_delta
astrocyte	8	0.05	432	468	0.159910	0.037579	-0.122331	-0.002290	-0.003522	-0.054421	-0.046189	-0.283795	-0.204347
astrocyte	8	0.1	865	936	0.105073	0.030481	-0.074592	-0.000645	-0.001422	-0.031364	-0.026862	-0.175664	-0.125263
astrocyte	8	0.2	1729	1871	0.066736	0.028559	-0.038177	0.000129	-0.002092	-0.014690	-0.016551	-0.091798	-0.066616
microglial cell	10	0.05	432	468	0.078161	0.032549	-0.045612	-0.001709	-0.005421	-0.018016	-0.019219	-0.107849	-0.085580
microglial cell	10	0.1	865	936	0.060849	0.031760	-0.029089	0.000132	-0.003083	-0.009117	-0.014707	-0.072363	-0.059021
microglial cell	10	0.2	1729	1871	0.046481	0.027391	-0.019090	0.001363	-0.001374	-0.006080	-0.010018	-0.048260	-0.038285
RPE cell	12	0.05	432	468	0.128324	0.032393	-0.095931	-0.001873	-0.003304	-0.043747	-0.038331	-0.221260	-0.164667
RPE cell	12	0.1	865	936	0.091725	0.028402	-0.063323	-0.000763	-0.002124	-0.028580	-0.025753	-0.146722	-0.107395
RPE cell	12	0.2	1729	1871	0.060030	0.025865	-0.034165	0.000085	-0.001242	-0.009925	-0.011386	-0.085844	-0.062204
cone cell	10	0.05	432	468	0.021392	0.019295	-0.002097	0.001415	-0.000376	-0.001812	-0.006588	-0.004856	-0.005328
cone cell	10	0.1	865	936	0.022784	0.020765	-0.002019	0.000770	-0.001334	0.002943	-0.002977	-0.009674	-0.008187
cone cell	10	0.2	1729	1871	0.025499	0.021394	-0.004104	0.001147	-0.000119	0.003074	-0.002086	-0.016023	-0.012680
rod cell	10	0.05	432	468	0.020021	0.022403	0.002382	0.000681	0.000752	0.005967	0.003086	-0.000577	-0.000616
rod cell	10	0.1	865	936	0.018632	0.022509	0.003878	0.001435	0.001015	0.010583	0.005436	-0.002169	-0.001682
rod cell	10	0.2	1729	1871	0.018643	0.022770	0.004127	0.001202	0.000685	0.011255	0.005527	-0.002074	-0.001752
horizontal cell	8	0.05	432	468	0.029958	0.023640	-0.006318	-0.005903	-0.006984	-0.004530	-0.006802	-0.008668	-0.005958
horizontal cell	8	0.1	865	936	0.027921	0.021660	-0.006262	-0.002796	-0.003950	-0.001935	-0.004837	-0.013654	-0.009377
horizontal cell	8	0.2	1729	1871	0.038085	0.025404	-0.012681	-0.000721	-0.002616	-0.001790	-0.006423	-0.033528	-0.027731
bipolar cell	10	0.05	432	468	0.016949	0.019067	0.002118	0.000021	-0.000138	0.005576	0.000404	-0.000420	-0.000849
bipolar cell	10	0.1	865	936	0.016371	0.019954	0.003583	0.002932	0.000731	0.006497	0.001083	0.000672	-0.000262
bipolar cell	10	0.2	1729	1871	0.018753	0.021355	0.002602	0.002034	-0.000224	0.007097	0.000600	-0.002192	-0.002478
RGC	10	0.05	432	468	0.023930	0.019868	-0.004062	0.002918	-0.000079	-0.003342	-0.007728	-0.009726	-0.007177
RGC	10	0.1	865	936	0.021312	0.020363	-0.000950	0.003070	-0.000108	0.003287	-0.002337	-0.008622	-0.006583
RGC	10	0.2	1729	1871	0.019718	0.019612	-0.000106	0.002549	0.000384	0.004281	0.000011	-0.007005	-0.004858
T cells	9	0.05	432	468	0.164586	0.031217	-0.133369	0.000452	0.003205	-0.064440	-0.037761	-0.305548	-0.211004
T cells	9	0.1	865	936	0.107714	0.030978	-0.076736	0.002207	-0.000208	-0.036360	-0.029851	-0.177975	-0.128604
T cells	9	0.2	1729	1871	0.065694	0.026932	-0.038762	0.000848	-0.001454	-0.017726	-0.017416	-0.090457	-0.065739
macrophage	10	0.05	432	468	0.124119	0.037348	-0.086771	0.001221	-0.000455	-0.034703	-0.031849	-0.207767	-0.151244
macrophage	10	0.1	865	936	0.081209	0.029143	-0.052066	0.000372	-0.000778	-0.019018	-0.019468	-0.126501	-0.091733
macrophage	10	0.2	1729	1871	0.056375	0.025420	-0.030955	-0.000068	-0.001246	-0.008611	-0.010828	-0.078120	-0.056134
Schwann cell	10	0.05	432	468	0.085830	0.031331	-0.054499	-0.000935	-0.001919	-0.020654	-0.017806	-0.130634	-0.092730
Schwann cell	10	0.1	865	936	0.064015	0.026612	-0.037404	-0.001378	-0.002480	-0.013450	-0.013705	-0.089983	-0.065129
Schwann cell	10	0.2	1729	1871	0.048559	0.024616	-0.023943	0.000068	-0.001711	-0.006619	-0.009471	-0.060557	-0.044483
Pericyte	10	0.05	432	468	0.104319	0.032167	-0.072152	0.002271	0.001286	-0.033590	-0.026674	-0.168170	-0.123082
Pericyte	10	0.1	865	936	0.084773	0.033225	-0.051548	0.002508	-0.000950	-0.020204	-0.020957	-0.125136	-0.094594
Pericyte	10	0.2	1729	1871	0.057188	0.028639	-0.028549	0.000834	-0.001503	-0.010423	-0.012739	-0.069805	-0.052662
B cell	8	0.05	432	468	0.048363	0.033251	-0.015112	0.001490	-0.003502	0.003849	-0.007182	-0.048484	-0.047474
B cell	8	0.1	865	936	0.052478	0.031375	-0.021103	0.001681	-0.002184	-0.005301	-0.012728	-0.055110	-0.047310
B cell	8	0.2	1729	1871	0.042240	0.027024	-0.015216	0.001514	-0.001093	-0.003493	-0.007898	-0.040325	-0.032584
fibroblast	10	0.05	432	468	0.070670	0.033043	-0.037627	-0.000771	-0.000653	-0.007482	-0.005354	-0.097925	-0.074869
fibroblast	10	0.1	865	936	0.057954	0.032140	-0.025814	0.001009	-0.002176	-0.005173	-0.011558	-0.068201	-0.056415
fibroblast	10	0.2	1729	1871	0.046283	0.027410	-0.018873	0.001426	-0.001241	-0.005671	-0.009899	-0.048159	-0.038542
muller glia cell	10	0.05	432	468	0.171165	0.045360	-0.125804	0.001355	-0.000851	-0.044296	-0.039281	-0.307886	-0.221496
muller glia cell	10	0.1	865	936	0.109261	0.035790	-0.073471	0.002114	0.000468	-0.022724	-0.022011	-0.184354	-0.130688
muller glia cell	10	0.2	1729	1871	0.064816	0.028659	-0.036157	0.002643	0.000263	-0.007477	-0.011382	-0.096111	-0.068473
endothelial cell	11	0.05	432	468	0.108909	0.036240	-0.072668	0.001705	0.001603	-0.028150	-0.019444	-0.175525	-0.129095
endothelial cell	11	0.1	865	936	0.074286	0.033591	-0.040695	0.002443	-0.001097	-0.013562	-0.016662	-0.101867	-0.078743
endothelial cell	11	0.2	1729	1871	0.052096	0.028264	-0.023832	0.001216	-0.001306	-0.007687	-0.011194	-0.059802	-0.046040

# Exclusive marker assignment: strongest identity score, score>=0.05, at least two detected identity markers
# cell_type	n_eye1	n_eye2	inflam_eye1	inflam_eye2	inflam_delta	antigen_delta	interferon_delta	cytokine_delta
astrocyte	7	11	0.169874	0.028636	-0.141238	0.000000	-0.081081	-0.308430
microglial cell	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
RPE cell	7	3	0.161217	0.013432	-0.147785	0.000000	-0.105355	-0.299055
cone cell	261	393	0.020090	0.019990	-0.000100	-0.001426	0.002365	-0.002026
rod cell	6698	7307	0.021297	0.021245	-0.000052	0.002008	0.006591	-0.009144
horizontal cell	270	254	0.028383	0.025794	-0.002589	-0.002771	-0.002648	-0.002395
bipolar cell	780	743	0.015477	0.016688	0.001211	0.002264	0.001247	0.000440
RGC	16	6	0.034260	0.038497	0.004237	0.017959	0.013299	-0.015718
T cells	2	0	0.213210	0.000000	-0.213210	0.000000	-0.105818	-0.484730
macrophage	10	12	0.111062	0.037481	-0.073581	0.010494	-0.027742	-0.184679
Schwann cell	53	83	0.035780	0.015452	-0.020328	-0.020204	-0.014705	-0.026901
Pericyte	4	8	0.015946	0.024837	0.008891	-0.031317	0.045333	-0.005321
B cell	0	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
fibroblast	1	2	0.000000	0.016080	0.016080	0.000000	0.039663	0.000000
muller glia cell	335	258	0.167540	0.046102	-0.121438	-0.002177	-0.038911	-0.299228
endothelial cell	3	3	0.101668	0.013585	-0.088083	-0.058722	-0.034011	-0.170799

# Overlapping marker-positive cells: same threshold but a cell can support multiple identities
# cell_type	positive_eye1	positive_eye2	inflam_eye1	inflam_eye2	inflam_delta
RPS3A	0.702175	0.531300	-0.170875	0.420888	0.319829
RPS4X	0.634033	0.463179	-0.170854	0.386537	0.281774
AC128707.1	1.121593	0.951739	-0.169854	0.531228	0.456334
ARHGEF9	1.091701	0.922790	-0.168910	0.565579	0.488295
UNC119	1.153236	0.987271	-0.165965	0.593107	0.514164
RPS11	0.750998	0.585584	-0.165414	0.445755	0.342811
ABLIM3	0.898517	0.735883	-0.162634	0.464608	0.384073
RPS3	0.601731	0.439723	-0.162008	0.373005	0.269482
RPL13	0.919235	0.757712	-0.161524	0.518390	0.425441
AC090579.1	1.036420	0.882067	-0.154353	0.504626	0.437627
RPL24	0.687196	0.533590	-0.153607	0.412098	0.316195
RPS18	0.611472	0.458367	-0.153105	0.374277	0.277606
NDUFA4	0.717873	0.565742	-0.152131	0.422045	0.329236
RPS14	0.704597	0.554810	-0.149788	0.420426	0.327525
AC046134.2	0.827919	0.679115	-0.148805	0.459635	0.381507
SSX2IP	0.808461	0.660083	-0.148378	0.440319	0.361197
RPL21	0.748162	0.600972	-0.147190	0.442285	0.352646
RPL27A	0.742256	0.595138	-0.147118	0.444252	0.351042
GPR160	1.108916	0.962133	-0.146783	0.534814	0.476644
GPR137B	0.874278	0.729072	-0.145207	0.475133	0.397435
PTPN13	2.147242	2.002239	-0.145003	0.768795	0.746339
RCVRN	1.807544	1.662937	-0.144607	0.739764	0.704329
EIF1	0.570028	0.425476	-0.144553	0.348832	0.261999
BTG1	0.523532	0.380814	-0.142718	0.326162	0.234634
H3F3B	0.768640	0.626017	-0.142622	0.438816	0.356601
RPS6	0.580734	0.438714	-0.142020	0.359820	0.266809
JAKMIP2	0.418104	0.277037	-0.141066	0.255610	0.168573
AL583808.1	0.426029	0.285309	-0.140720	0.244622	0.163442
RPLP1	1.059634	0.919862	-0.139771	0.577955	0.497702
PUM3	0.565384	0.426003	-0.139381	0.334837	0.255906
RGS9	1.158611	1.020141	-0.138470	0.573676	0.511491
CALM1	0.543337	0.405004	-0.138334	0.301758	0.229075
RPL7A	0.543777	0.405561	-0.138216	0.341892	0.249920
AL513166.1	1.250771	1.112682	-0.138089	0.547768	0.494388
PSIP1	0.894593	0.756539	-0.138054	0.500925	0.431213
PDC	1.418546	1.280510	-0.138035	0.632084	0.577125
ST3GAL3	1.054482	0.917282	-0.137200	0.535508	0.475681
ZPBP	2.129263	1.992204	-0.137058	0.762433	0.736718
GNG12-AS1	0.452189	0.315362	-0.136826	0.265903	0.184928
MIF	0.872874	0.737413	-0.135460	0.491904	0.413469
CABP5	0.720559	0.585625	-0.134934	0.399954	0.319829
CUL1	1.058310	0.924035	-0.134276	0.544067	0.489364
SCML1	0.515374	0.381469	-0.133904	0.314712	0.235382
RPS9	0.590830	0.457677	-0.133153	0.363636	0.275147
CNGA1	1.271782	1.138645	-0.133137	0.587208	0.527205
LYST	1.451685	1.319027	-0.132657	0.691418	0.645216
CD47	1.279381	1.147386	-0.131995	0.643188	0.584821
NDFIP1	0.920144	0.790493	-0.129651	0.514689	0.440086
SLC1A2	1.126340	0.998040	-0.128300	0.570900	0.506040
SAMD7	0.342255	0.213970	-0.128285	0.209230	0.129663
APLP2	0.789733	0.662213	-0.127520	0.428753	0.364939
KIF1B	2.279844	2.152627	-0.127217	0.888041	0.858044
CBX3	0.398596	0.272043	-0.126553	0.259079	0.174559
SAG	2.338106	2.211765	-0.126342	0.767291	0.757990
RPS25	0.701172	0.574870	-0.126302	0.423086	0.338108
RPS7	0.554956	0.428715	-0.126241	0.345131	0.261999
LUC7L3	0.856302	0.730285	-0.126017	0.491325	0.414110

# Marker/module genes present in the supplied gene list
# antigen_presentation: HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1,CD74,HLA-DMA,HLA-DMB
# interferon: ISG15,IFIT1,IFIT2,IFIT3,IFITM3,MX1,MX2,OAS1,OAS2,OAS3,STAT1,IRF7,IRF1,GBP1,GBP2
# cytokine_stress: IL1B,TNF,CCL2,CCL5,CXCL10,IL6,CXCL8,PTGS2,ICAM1,VCAM1,TNFAIP3,NFKBIA,SOCS3
# astrocyte markers: GFAP,AQP4,SLC1A3,ALDH1L1,GJA1,CLDN10,ATP1A2,AGT
# microglial cell markers: C1QA,C1QB,C1QC,AIF1,TYROBP,P2RY12,TMEM119,CX3CR1,CSF1R,LST1
# RPE cell markers: RPE65,BEST1,RLBP1,PMEL,TYR,MITF,MERTK,LRAT,RDH5,SERPINF1,CFH,RGR
# cone cell markers: ARR3,GNAT2,PDE6H,OPN1SW,OPN1MW,OPN1LW,RXRG,THRB,CNGB3,GUCA1C
# rod cell markers: RHO,GNAT1,PDE6A,PDE6B,SAG,GNGT1,NR2E3,NRL,ROM1,CNGA1
# horizontal cell markers: LHX1,ONECUT1,ONECUT2,PROX1,CALB1,GAD1,GAD2,TFAP2A
# bipolar cell markers: VSX1,VSX2,PRKCA,GRM6,CABP5,PCP4,TRPM1,NYX,SLC17A6,IMPG1
# RGC markers: RBPMS,SNCG,THY1,POU4F1,POU4F2,NEFL,NEFM,ISL1,ATOH7,SLC17A7
# T cells markers: CD3D,CD3E,TRBC1,TRBC2,CD247,CD2,IL7R,LTB,CCL5
# macrophage markers: LYZ,LILRB1,FCER1G,CTSD,CTSS,MS4A7,CD68,LGALS3,SAT1,SPP1
# Schwann cell markers: S100B,PLP1,MPZ,SOX10,GFAP,MBP,ERBB3,NCAM1,MAG,PMP22
# Pericyte markers: RGS5,CSPG4,PDGFRB,MCAM,COL4A1,COL4A2,ACTA2,DES,NOTCH3,ABCC9
# B cell markers: CD79A,MS4A1,CD37,CD79B,CD19,CD83,BANK1,CD22
# fibroblast markers: COL1A1,COL1A2,DCN,LUM,COL3A1,COL6A1,COL6A2,PDGFRA,C7,CFD
# muller glia cell markers: RLBP1,SLC1A3,GLUL,KCNJ10,SOX9,VIM,CLDN11,RAX,DIO2,AQP4
# endothelial cell markers: EMCN,KDR,ESAM,PECAM1,VWF,ENG,RAMP2,PLVAP,CDH5,CA4,KDR
# astrocyte anchors: GFAP,ALDH1L1,GJA1,CLDN10,ATP1A2,AGT
# microglial cell anchors: C1QA,C1QB,C1QC,P2RY12,TMEM119,CX3CR1,CSF1R,LST1,AIF1,TYROBP
# RPE cell anchors: RPE65,BEST1,PMEL,TYR,MITF,MERTK,LRAT,RDH5,SERPINF1,CFH,RGR
# macrophage anchors: LYZ,LILRB1,FCER1G,CTSD,CTSS,MS4A7,CD68,LGALS3,SAT1,SPP1
# Pericyte anchors: RGS5,CSPG4,PDGFRB,MCAM,COL4A1,COL4A2,ACTA2,DES,NOTCH3,ABCC9
# Schwann cell anchors: S100B,PLP1,MPZ,SOX10,MBP,ERBB3,NCAM1,MAG,PMP22
# muller glia cell anchors: RLBP1,GLUL,KCNJ10,SOX9,VIM,CLDN11,RAX,DIO2
# endothelial cell anchors: EMCN,KDR,ESAM,PECAM1,VWF,ENG,RAMP2,PLVAP,CDH5,CA4
