Celltype	Celltype_Str	Cytokine	Cytokine_Str	Gene	Avg_log2FC	FDR	Pct_Cytokine	Pct_PBS
ILC	ILC	IL-1α	IL1a	Map3k8	1.36727168579707	0.00483288674699172	0.615	0.081
ILC	ILC	IL-1α	IL1a	Tmed5	1.34914170695445	0.0433451212224973	0.769	0.21
ILC	ILC	IL-1α	IL1a	Dad1	1.34208736678499	0.0217589631060789	1.0	0.758
ILC	ILC	IL-1α	IL1a	Cd72	1.28576404350016	0.0313228502035436	0.692	0.161
ILC	ILC	IL-1α	IL1a	Atg101	1.18449084635584	0.0446466305538605	0.385	0.032
ILC	ILC	IL-1α	IL1a	Far1	1.12137615125379	0.011939302039703	0.538	0.065
ILC	ILC	IL-1α	IL1a	Srm	1.10342613982256	0.0118982790595297	0.385	0.016
ILC	ILC	IL-1α	IL1a	S100a6	-1.80334075914605	0.0217589631060789	0.615	0.984
ILC	ILC	IL-1α	IL1a	Ltb	-2.00345168488015	0.00440815271277872	0.846	0.968
ILC	ILC	IL-1α	IL1a	Sptssa	-2.17732579589989	0.0331401783906779	0.231	0.806
ILC	ILC	IL-1α	IL1a	S100a4	-2.24756897266685	0.00228037077059547	0.769	0.968
ILC	ILC	IL-1α	IL1a	Il18r1	-2.29877728760811	0.00480618081302876	0.154	0.871
ILC	ILC	IL-1β	IL1b	Gzmc	3.82623325719717	7.61131075938881e-05	0.7	0.097
ILC	ILC	IL-1β	IL1b	Csf2	2.80121095099068	2.23751088635271e-06	0.7	0.032
ILC	ILC	IL-1β	IL1b	Cx3cl1	2.73276206710116	1.03709573960682e-05	0.85	0.194
ILC	ILC	IL-1β	IL1b	Il4i1	2.46059061389953	0.0121220481638355	0.45	0.048
ILC	ILC	IL-1β	IL1b	Cd83	1.95863100384199	7.61131075938881e-05	0.85	0.177
ILC	ILC	IL-1β	IL1b	Rel	1.91323731667211	0.00506322524515679	0.7	0.161
ILC	ILC	IL-1β	IL1b	Basp1	1.85829986557982	0.0468024710660585	0.55	0.161
ILC	ILC	IL-1β	IL1b	Batf	1.77047255386555	0.0312493257604037	0.7	0.242
ILC	ILC	IL-1β	IL1b	Bcl2a1d	1.72667443342515	0.00301908472645223	0.55	0.065
ILC	ILC	IL-1β	IL1b	Bcl2a1b	1.69342461279556	0.0397206399250135	0.6	0.161
ILC	ILC	IL-1β	IL1b	Tnfrsf9	1.58509775786727	0.0254610114193513	0.5	0.081
ILC	ILC	IL-1β	IL1b	Manf	1.4925323458261	0.00808012474916311	0.9	0.371
ILC	ILC	IL-1β	IL1b	Slc15a3	1.46571206630658	0.00301908472645223	0.5	0.048
ILC	ILC	IL-1β	IL1b	Prdx6	1.41145541410138	0.0120097522262143	0.9	0.468
ILC	ILC	IL-1β	IL1b	Gtpbp4	1.35611185901371	0.0473788912378064	0.55	0.129
ILC	ILC	IL-1β	IL1b	Rpn1	1.28208259177978	0.0300273861452902	0.6	0.145
ILC	ILC	IL-1β	IL1b	Atf5	1.23803126138429	0.0279946076423653	0.35	0.016
ILC	ILC	IL-1β	IL1b	Mir155hg	1.15210154979305	0.00584650518121522	0.4	0.016
ILC	ILC	IL-1β	IL1b	Ostf1	1.04754406606043	0.0254610114193513	0.9	0.629
ILC	ILC	IL-1β	IL1b	Shisa5	-1.06636005768963	0.0473788912378064	0.8	0.968
ILC	ILC	IL-1β	IL1b	Fcer1g	-1.1487664611594	0.0468024710660585	0.9	0.952
ILC	ILC	IL-1β	IL1b	Il18r1	-1.58144236557052	0.0143385318618097	0.25	0.871
ILC	ILC	IL-1β	IL1b	Fxyd5	-1.80447059756563	0.00717110186471977	0.4	0.839
ILC	ILC	IL-1β	IL1b	S100a4	-1.85823688307769	0.00296659396343782	0.55	0.968
ILC	ILC	IL-1β	IL1b	S100a6	-2.18708900924681	7.61131075938881e-05	0.8	0.984
ILC	ILC	IL-1β	IL1b	Itgb7	-2.22420854788211	0.00808012474916311	0.05	0.677
ILC	ILC	IL-18	IL18	Gzmc	4.46225241815562	0.042364626799241	0.6	0.097
ILC	ILC	IL-18	IL18	Gbp2	3.04852810739462	1.94587744554798e-05	0.8	0.065
ILC	ILC	IL-18	IL18	Stat1	2.61593429139274	0.0226120920832774	0.9	0.403
ILC	ILC	IL-18	IL18	Gbp4	2.53115975504433	0.00522139238685883	0.9	0.242
ILC	ILC	IL-18	IL18	Serpina3f	2.39344458394176	4.71620856241616e-06	0.7	0.016
ILC	ILC	IL-18	IL18	Iigp1	2.11426471424761	4.71620856241616e-06	0.7	0.016
ILC	ILC	IL-18	IL18	Ifi47	1.99191669608152	0.00522139238685883	0.9	0.21
ILC	ILC	IL-18	IL18	Batf	1.98700235550569	0.0226120920832774	0.9	0.242
ILC	ILC	IL-18	IL18	Arl4a	1.71446874724374	0.0399651740718512	0.6	0.081
ILC	ILC	IL-18	IL18	Slc35b1	1.34488936899475	0.00522139238685883	0.9	0.177
ILC	ILC	IL-18	IL18	Cd274	1.27966546645517	0.0465159735563903	0.6	0.081
ILC	ILC	IL-18	IL18	Irgm2	1.185273686122	0.00101126773793449	0.6	0.032
ILC	ILC	IL-18	IL18	Erap1	1.10215313177241	0.0226120920832774	0.6	0.081
ILC	ILC	IL-18	IL18	Zfp599	1.06435056237142	0.00140526306589877	0.4	0.0
ILC	ILC	IL-18	IL18	Gbp3	1.04911566527689	0.00140526306589877	0.4	0.0
ILC	ILC	IL-18	IL18	Gadd45b	1.00536222054776	0.0243775091574985	0.9	0.177
ILC	ILC	IL-18	IL18	Lin37	0.908709863682962	0.0226120920832774	0.4	0.016
ILC	ILC	IL-18	IL18	Xrcc5	0.837354771450219	0.0226120920832774	0.4	0.016
ILC	ILC	IL-18	IL18	Zfp938	0.650119790446025	0.0226120920832774	0.3	0.0
ILC	ILC	IL-36α	IL36a	Il22	6.19960100719046	2.96955542537631e-05	0.545	0.0
ILC	ILC	IL-36α	IL36a	Csf2	4.4721617779447	0.00258209473534425	0.545	0.032
ILC	ILC	IL-36α	IL36a	Cd83	2.66554077497708	0.0425778724226633	0.727	0.177
ILC	ILC	IL-36α	IL36a	Bcl2a1b	2.62862738502287	0.0425778724226633	0.727	0.161
ILC	ILC	IL-36α	IL36a	Cx3cl1	2.49875506869325	0.00610641384975647	0.818	0.194
ILC	ILC	IL-36α	IL36a	Mir155hg	2.31795682375261	2.96955542537631e-05	0.636	0.016
ILC	ILC	IL-36α	IL36a	Bcl2a1d	2.20298134934445	0.00019051463597708	0.727	0.065
ILC	ILC	IL-36α	IL36a	Tnfrsf9	2.09705681513768	0.0425778724226633	0.545	0.081
ILC	ILC	IL-36α	IL36a	Tnfsf4	1.99473465762474	0.0268732602361674	0.545	0.065
ILC	ILC	IL-36α	IL36a	Gadd45b	1.944895555512	0.024897338575741	0.818	0.177
ILC	ILC	IL-36α	IL36a	Hspa5	1.93017174319563	0.0192890133593174	1.0	0.694
ILC	ILC	IL-36α	IL36a	Slc15a3	1.66554172626461	0.0436692580726484	0.455	0.048
ILC	ILC	IL-36α	IL36a	Mapkapk3	1.56905936693919	0.0425778724226633	0.636	0.097
ILC	ILC	IL-36α	IL36a	Actg1	1.46607918542782	0.0425778724226633	1.0	0.968
ILC	ILC	IL-36α	IL36a	Lilr4b	1.39901379751483	0.0197878762872726	0.545	0.048
ILC	ILC	IL-36α	IL36a	Pdcd1lg2	1.33820905732353	0.00610641384975647	0.364	0.0
ILC	ILC	IL-36α	IL36a	Crem	1.33049598212839	0.0268732602361674	0.455	0.032
ILC	ILC	IL-36α	IL36a	Atmin	1.2221823200468	0.00610641384975647	0.455	0.016
ILC	ILC	IL-36α	IL36a	Tgm2	0.958090739875822	0.0425778724226633	0.455	0.032
ILC	ILC	IL-36α	IL36a	Mpp7	0.949288872643507	0.0425778724226633	0.455	0.032
ILC	ILC	IL-36α	IL36a	Utp18	0.913884387062226	0.0268585013613589	0.545	0.048
ILC	ILC	IL-36α	IL36a	S100a6	-2.12334601336777	0.0425778724226633	0.545	0.984
ILC	ILC	IL-36α	IL36a	Il7r	-2.17708765079569	0.0425778724226633	0.455	0.935
ILC	ILC	IL-2	IL2	Lta	3.18955908365144	0.00307726806544279	0.875	0.339
ILC	ILC	IL-2	IL2	Lif	2.08814755395637	0.0326018142145618	0.562	0.113
ILC	ILC	IL-2	IL2	Cish	1.99305816865315	0.01856234735699	0.75	0.226
ILC	ILC	IL-2	IL2	Hsp90b1	1.83682500203189	0.0151758961452781	0.938	0.597
ILC	ILC	IL-2	IL2	Tcrg-C1	1.8282030612949	0.0326018142145618	0.625	0.161
ILC	ILC	IL-2	IL2	Tap2	1.81473940573743	0.00655680149483697	0.625	0.097
ILC	ILC	IL-2	IL2	Pdia3	1.72326910322466	0.0137851287754817	0.812	0.323
ILC	ILC	IL-2	IL2	Manf	1.72135704958037	0.0137851287754817	0.938	0.371
ILC	ILC	IL-2	IL2	Cdk6	1.5643749186944	0.00307726806544279	0.75	0.129
ILC	ILC	IL-2	IL2	Klf7	1.53642776477373	0.0159107672832774	0.562	0.097
ILC	ILC	IL-2	IL2	Psmb7	1.5184060388673	0.00450806665189871	0.75	0.161
ILC	ILC	IL-2	IL2	Rexo2	1.38833791732301	0.0275324804153486	0.812	0.339
ILC	ILC	IL-2	IL2	Edrf1	1.25013130045096	0.0151758961452781	0.438	0.032
ILC	ILC	IL-2	IL2	Runx3	1.23872970120792	0.0297420932569356	1.0	0.548
ILC	ILC	IL-2	IL2	Ccnd2	1.22181203911259	0.01856234735699	1.0	0.613
ILC	ILC	IL-2	IL2	Hspa8	1.21131812189137	0.0297420932569356	1.0	0.903
ILC	ILC	IL-2	IL2	Atp2c1	1.21091866990187	0.0375971160658406	0.438	0.048
ILC	ILC	IL-2	IL2	Hsp90ab1	1.12556876382334	0.0235200247188938	1.0	0.952
ILC	ILC	IL-2	IL2	Il7r	-1.71914224203008	0.015071297497805	0.688	0.935
ILC	ILC	IL-7	IL7	Il22	2.63713425331314	0.0350144902976949	0.333	0.0
ILC	ILC	IL-7	IL7	Cdk6	2.29154797127352	0.0350144902976949	0.778	0.129
ILC	ILC	IL-7	IL7	Katnb1	1.01060161946444	0.0350144902976949	0.333	0.0
ILC	ILC	IL-7	IL7	Tjp2	0.677715352157074	0.0350144902976949	0.333	0.0
ILC	ILC	IL-15	IL15	Cxcl10	3.05182413781357	0.0183002263682483	0.5	0.048
ILC	ILC	IL-15	IL15	Igtp	2.407126500233	0.000912203763092025	0.833	0.161
ILC	ILC	IL-15	IL15	Gbp4	2.07935594503731	0.0050083320682732	0.833	0.242
ILC	ILC	IL-15	IL15	Stat1	2.07852102960325	0.0259378700905923	0.917	0.403
ILC	ILC	IL-15	IL15	Ifi47	2.05095490448748	0.0304903501990578	0.75	0.21
ILC	ILC	IL-15	IL15	Gbp2	2.04696520452252	0.000153569470751716	0.75	0.065
ILC	ILC	IL-15	IL15	Tap2	2.03763737662895	0.000153569470751716	0.833	0.097
ILC	ILC	IL-15	IL15	Fam26f	1.76707513882009	0.0195342386410978	0.75	0.145
ILC	ILC	IL-15	IL15	Manf	1.72649744365243	0.0196865259957886	1.0	0.371
ILC	ILC	IL-15	IL15	Capg	1.65283219319394	0.0050083320682732	1.0	0.532
ILC	ILC	IL-15	IL15	Cycs	1.60090511919543	0.00940073968173975	0.917	0.258
ILC	ILC	IL-15	IL15	Psmb10	1.58792383506503	0.024428967853659	0.917	0.435
ILC	ILC	IL-15	IL15	Il12rb1	1.57553306932002	0.00063568677674567	0.667	0.048
ILC	ILC	IL-15	IL15	Parp9	1.36659985019644	0.00109467100450497	0.75	0.097
ILC	ILC	IL-15	IL15	Serpina3g	1.33305316410446	0.0259378700905923	1.0	0.516
ILC	ILC	IL-15	IL15	Stat3	1.30360769065806	0.00618168127210456	0.917	0.177
ILC	ILC	IL-15	IL15	Irgm2	1.20296600515732	0.0428269436771587	0.417	0.032
ILC	ILC	IL-15	IL15	Pfkp	1.13787266556251	0.000912203763092025	0.583	0.032
ILC	ILC	IL-15	IL15	Calm1	1.09987203804061	0.0460337502902534	1.0	0.823
ILC	ILC	IL-15	IL15	Cfl1	1.04641214293592	0.0372022575233634	1.0	0.887
ILC	ILC	IL-15	IL15	Serpina3f	1.00663869662268	0.00130975543647406	0.5	0.016
ILC	ILC	IL-15	IL15	Bak1	0.797298358869074	0.0404555663258458	0.5	0.048
ILC	ILC	IL-15	IL15	Dhx29	0.786335608545638	0.0126229255042746	0.417	0.016
ILC	ILC	IL-15	IL15	Il7r	-1.96602780878841	0.0259378700905923	0.75	0.935
ILC	ILC	TSLP	TSLP	Mrpl12	1.05468165227509	0.0256773490882251	0.615	0.065
ILC	ILC	IL-27	IL27	Zfp511	1.17822426612264	0.0266663803969574	0.556	0.032
ILC	ILC	IL-27	IL27	Spindoc	1.15455467751665	0.0266663803969574	0.444	0.016
ILC	ILC	LIF	LIF	Thyn1	1.1316431291151	0.0465553536326447	0.545	0.048
ILC	ILC	LIF	LIF	Mrps11	0.860053300138537	0.0427448969482953	0.364	0.0
ILC	ILC	IL-12	IL12	Ppa1	1.62848672538374	0.0136461790614793	0.6	0.048
ILC	ILC	IL-12	IL12	Mrps36	1.27351264479323	0.0117819887736263	0.8	0.097
ILC	ILC	IL-12	IL12	Mrpl3	1.12320387709395	0.0422475653616369	0.5	0.032
ILC	ILC	IL-12	IL12	Serpina3f	0.989170543740933	0.0422475653616369	0.4	0.016
ILC	ILC	IL-12	IL12	Gatb	0.749249947533711	0.0422475653616369	0.3	0.0
ILC	ILC	IL-12	IL12	Tmem110	0.727320334078836	0.0422475653616369	0.3	0.0
ILC	ILC	IL-12	IL12	Ifih1	0.704953787655888	0.0422475653616369	0.3	0.0
ILC	ILC	IL-23	IL23	Lrrc8c	1.7188313378739	0.0367739844637061	0.714	0.097
ILC	ILC	IL-23	IL23	Card19	1.56693471395221	0.0367739844637061	0.857	0.145
ILC	ILC	IL-23	IL23	Lars	1.37721249423768	0.0224105542337327	0.571	0.032
ILC	ILC	IL-23	IL23	Setbp1	1.16970014754346	0.003051030336583	0.429	0.0
ILC	ILC	IL-23	IL23	Rnf181	1.10039422784058	0.0325829406249107	0.714	0.065
ILC	ILC	IL-23	IL23	Map3k7	1.08263995399015	0.0367739844637061	0.429	0.016
ILC	ILC	IL-23	IL23	Ptpn3	1.00229951767878	0.003051030336583	0.429	0.0
ILC	ILC	IL-23	IL23	Zfp35	0.980484629309892	0.0367739844637061	0.286	0.0
ILC	ILC	IL-23	IL23	Dbf4	0.819469478166621	0.0367739844637061	0.429	0.016
ILC	ILC	IL-23	IL23	Mrps11	0.727947727075805	0.0367739844637061	0.286	0.0
ILC	ILC	IL-23	IL23	Galnt17	0.702703854472601	0.0367739844637061	0.286	0.0
ILC	ILC	IL-23	IL23	Nudt22	0.620535544201116	0.0367739844637061	0.286	0.0
ILC	ILC	IL-23	IL23	Atp2b4	0.619412249951919	0.0367739844637061	0.286	0.0
ILC	ILC	IL-23	IL23	Nxt2	0.593321953885377	0.0367739844637061	0.286	0.0
ILC	ILC	IL-23	IL23	Spsb1	0.593321953885377	0.0367739844637061	0.286	0.0
ILC	ILC	IL-23	IL23	Ublcp1	0.593321953885377	0.0367739844637061	0.286	0.0
ILC	ILC	IFN-α1	IFNa1	Isg15	3.12749869446571	1.5512754928338e-06	0.833	0.065
ILC	ILC	IFN-α1	IFNa1	Cxcl10	2.91634409672852	0.0100966766169646	0.5	0.048
ILC	ILC	IFN-α1	IFNa1	Isg20	2.91131595109723	2.64299928000578e-09	0.917	0.032
ILC	ILC	IFN-α1	IFNa1	Ifit3	2.62709152000001	2.50333072042212e-06	0.583	0.0
ILC	ILC	IFN-α1	IFNa1	Ifitm3	2.58714068545127	0.00455006106142982	0.583	0.065
ILC	ILC	IFN-α1	IFNa1	Bst2	2.4753349423676	0.000306904152211916	1.0	0.661
ILC	ILC	IFN-α1	IFNa1	Epsti1	2.30146992043321	0.000448463903707744	0.917	0.323
ILC	ILC	IFN-α1	IFNa1	Rnf213	2.26521826038453	0.0031517114177376	0.667	0.113
ILC	ILC	IFN-α1	IFNa1	Zbp1	2.23313070527601	0.000131222289635227	0.75	0.097
ILC	ILC	IFN-α1	IFNa1	Ifit1	2.22207918816685	2.0959469053921e-06	0.75	0.032
ILC	ILC	IFN-α1	IFNa1	Xaf1	2.1423018830613	1.50399031459252e-07	0.75	0.016
ILC	ILC	IFN-α1	IFNa1	Irf7	2.08357773051017	9.44069369624673e-05	0.667	0.048
ILC	ILC	IFN-α1	IFNa1	Ifi209	1.96954271497874	0.00045854106476818	0.75	0.113
ILC	ILC	IFN-α1	IFNa1	Ms4a4b	1.88261090672481	0.00459465942443759	1.0	0.484
ILC	ILC	IFN-α1	IFNa1	Slfn5	1.82063609895544	0.00194349530288902	0.833	0.161
ILC	ILC	IFN-α1	IFNa1	Iigp1	1.77479929099509	0.00503630170970694	0.417	0.016
ILC	ILC	IFN-α1	IFNa1	Phf11b	1.76976389293951	0.0029434935652921	0.5	0.032
ILC	ILC	IFN-α1	IFNa1	Rtp4	1.76925099123719	0.00167770263019764	0.667	0.097
ILC	ILC	IFN-α1	IFNa1	Tnfsf10	1.7517869191768	0.0301818643118637	0.5	0.065
ILC	ILC	IFN-α1	IFNa1	Ms4a4c	1.73969592447322	0.00265286143441861	1.0	0.677
ILC	ILC	IFN-α1	IFNa1	Ifi47	1.7297509634959	0.0345106846810194	0.75	0.21
ILC	ILC	IFN-α1	IFNa1	Gbp9	1.64754373751931	0.000306904152211916	0.583	0.032
ILC	ILC	IFN-α1	IFNa1	Oasl2	1.45378645746676	0.00409134549747562	0.417	0.016
ILC	ILC	IFN-α1	IFNa1	Herc6	1.43699171455042	0.0345106846810194	0.583	0.097
ILC	ILC	IFN-α1	IFNa1	Daxx	1.42523579478701	0.000448463903707744	0.5	0.016
ILC	ILC	IFN-α1	IFNa1	Oas3	1.3875519904083	0.00250688657686393	0.5	0.032
ILC	ILC	IFN-α1	IFNa1	Ifi206	1.36539624033015	0.0132050077125237	0.583	0.081
ILC	ILC	IFN-α1	IFNa1	H2-T23	1.3615584612687	0.0143421657475604	1.0	0.645
ILC	ILC	IFN-α1	IFNa1	Trim30a	1.33043397553166	0.0345106846810194	0.75	0.21
ILC	ILC	IFN-α1	IFNa1	Mrpl18	1.30576985338742	0.0345106846810194	0.75	0.21
ILC	ILC	IFN-α1	IFNa1	Trim30d	1.18949006683102	0.0349111541645071	0.417	0.032
ILC	ILC	IFN-α1	IFNa1	Psmb10	1.15764306169539	0.0349111541645071	1.0	0.435
ILC	ILC	IFN-α1	IFNa1	Phf11c	1.11394834489727	0.00045854106476818	0.417	0.0
ILC	ILC	IFN-α1	IFNa1	Pml	1.07697642515764	0.038449871805328	0.417	0.032
ILC	ILC	IFN-α1	IFNa1	Gbp6	1.02811793047134	0.00455006106142982	0.333	0.0
ILC	ILC	IFN-α1	IFNa1	Ifih1	0.973780766709067	0.00455006106142982	0.333	0.0
ILC	ILC	IFN-β	IFNb	Cxcl10	5.00150457304768	2.17389814929808e-06	0.857	0.048
ILC	ILC	IFN-β	IFNb	Isg15	4.15970389394483	1.7378596853484e-07	1.0	0.065
ILC	ILC	IFN-β	IFNb	Ifit1	3.59291281412426	3.90627279503945e-09	1.0	0.032
ILC	ILC	IFN-β	IFNb	Ifit3	3.50751235635463	1.42402493807649e-09	0.857	0.0
ILC	ILC	IFN-β	IFNb	Ifitm3	3.30259384982384	0.00127052790822375	0.714	0.065
ILC	ILC	IFN-β	IFNb	Isg20	3.20220786134193	2.19404518185208e-07	0.857	0.032
ILC	ILC	IFN-β	IFNb	Bst2	3.02365783315226	0.0155582241961833	1.0	0.661
ILC	ILC	IFN-β	IFNb	Zbp1	2.93425725473587	0.000112768484604798	0.857	0.097
ILC	ILC	IFN-β	IFNb	Slfn5	2.86136846713298	0.00560002289916561	0.857	0.161
ILC	ILC	IFN-β	IFNb	Samhd1	2.85263762802917	0.0155582241961833	1.0	0.419
ILC	ILC	IFN-β	IFNb	Ly6a	2.83685938211692	0.0216646977846983	1.0	0.323
ILC	ILC	IFN-β	IFNb	Ifi204	2.7775659694983	0.000146105926498326	0.714	0.048
ILC	ILC	IFN-β	IFNb	Parp14	2.71838741500631	0.000146105926498326	1.0	0.145
ILC	ILC	IFN-β	IFNb	Usp18	2.69826903848766	2.19404518185208e-07	0.857	0.032
ILC	ILC	IFN-β	IFNb	Ifi47	2.61110707757221	0.00192197305695999	1.0	0.21
ILC	ILC	IFN-β	IFNb	Ifit3b	2.53505893774817	4.69448826017346e-06	0.571	0.0
ILC	ILC	IFN-β	IFNb	Herc6	2.46919195839233	6.66452871753745e-06	1.0	0.097
ILC	ILC	IFN-β	IFNb	Rnf213	2.45438251825191	0.00806254701326422	0.714	0.113
ILC	ILC	IFN-β	IFNb	Igtp	2.40863930942591	0.00408581650990229	0.857	0.161
ILC	ILC	IFN-β	IFNb	Xaf1	2.4069530678807	2.3452136498804e-08	0.857	0.016
ILC	ILC	IFN-β	IFNb	Samd9l	2.40037091191164	0.037538493738283	0.857	0.274
ILC	ILC	IFN-β	IFNb	Stat1	2.39471857178582	0.0126139768563546	1.0	0.403
ILC	ILC	IFN-β	IFNb	Oasl2	2.3942064164294	0.000152622786562832	0.571	0.016
ILC	ILC	IFN-β	IFNb	Trim30a	2.25614910871897	0.00113434518860038	1.0	0.21
ILC	ILC	IFN-β	IFNb	Slfn8	2.19746686987114	0.00100005360916224	0.714	0.065
ILC	ILC	IFN-β	IFNb	Gbp2	2.13936311624155	0.0213594542491822	0.571	0.065
ILC	ILC	IFN-β	IFNb	Cmpk2	2.13363548624555	2.17389814929808e-06	0.714	0.016
ILC	ILC	IFN-β	IFNb	Eif2ak2	2.10466471897252	0.00806254701326422	0.571	0.048
ILC	ILC	IFN-β	IFNb	Ms4a6b	2.09745368090897	0.025269060230857	1.0	0.435
ILC	ILC	IFN-β	IFNb	Irf7	2.06114737765222	0.00806254701326422	0.571	0.048
ILC	ILC	IFN-β	IFNb	Irgm1	2.05290690242128	0.00510211138131337	0.857	0.161
ILC	ILC	IFN-β	IFNb	Ifi209	2.01582891808909	0.00195087781194521	0.857	0.113
ILC	ILC	IFN-β	IFNb	Iigp1	2.010120824669	0.000295625716534468	0.571	0.016
ILC	ILC	IFN-β	IFNb	Gbp4	1.88312452036158	0.0114769067671014	1.0	0.242
ILC	ILC	IFN-β	IFNb	Tbc1d1	1.72677521063234	0.036727736692879	0.857	0.21
ILC	ILC	IFN-β	IFNb	Trim30d	1.70844389633254	0.00384987412485034	0.571	0.032
ILC	ILC	IFN-β	IFNb	Lgals3bp	1.69965653087706	0.00806254701326422	0.857	0.177
ILC	ILC	IFN-β	IFNb	Pml	1.69381609943437	0.00268926650804792	0.571	0.032
ILC	ILC	IFN-β	IFNb	Gbp9	1.63032729689805	0.00195087781194521	0.571	0.032
ILC	ILC	IFN-β	IFNb	Rsad2	1.60253787539295	0.00806254701326422	0.429	0.016
ILC	ILC	IFN-β	IFNb	Nampt	1.58666307271585	0.00195087781194521	0.571	0.032
ILC	ILC	IFN-β	IFNb	Oas1a	1.52952391391454	0.000381378792072875	0.429	0.0
ILC	ILC	IFN-β	IFNb	Dhx58	1.41810597554762	0.00268926650804792	0.571	0.032
ILC	ILC	IFN-β	IFNb	Trim25	1.34770307669419	0.00806254701326422	0.429	0.016
ILC	ILC	IFN-β	IFNb	Ifi213	1.26366445851771	0.04879579730536	0.429	0.032
ILC	ILC	IFN-β	IFNb	Oasl1	1.2418299869229	0.00919012079218959	0.429	0.016
ILC	ILC	IFN-β	IFNb	Tgtp1	1.2336980107365	0.0155582241961833	0.286	0.0
ILC	ILC	IFN-β	IFNb	Ifi214	1.18367202873418	0.0155582241961833	0.286	0.0
ILC	ILC	IFN-β	IFNb	Tnfaip1	1.15833473734353	0.00919012079218959	0.429	0.016
ILC	ILC	IFN-β	IFNb	Tdrd7	1.12863826564473	0.00919012079218959	0.429	0.016
ILC	ILC	IFN-β	IFNb	Cnnm3	1.03969962742865	0.0155582241961833	0.286	0.0
ILC	ILC	IFN-β	IFNb	Hmox1	0.952400317370574	0.0155582241961833	0.286	0.0
ILC	ILC	IFN-β	IFNb	BC147527	0.951685149823861	0.0155582241961833	0.286	0.0
