Celltype	Celltype_Str	Cytokine	Cytokine_Str	Gene	Avg_log2FC	FDR	Pct_Cytokine	Pct_PBS
Neutrophil	Neutrophil	IL-1α	IL1a	Fau	-0.689437424555566	0.0247048005693755	1.0	1.0
Neutrophil	Neutrophil	IL-1α	IL1a	Msrb1	-1.09233661820629	0.00091427544021972	0.914	1.0
Neutrophil	Neutrophil	IL-1α	IL1a	Csf3r	-1.09323228662899	0.00408567893076464	0.829	1.0
Neutrophil	Neutrophil	IL-1α	IL1a	Zfp36	-1.17071694275875	0.00362873562590855	0.814	0.964
Neutrophil	Neutrophil	IL-1α	IL1a	Xrn1	-1.18508912222014	0.0278177614422979	0.0	0.214
Neutrophil	Neutrophil	IL-1α	IL1a	Mrpl33	-1.18913673618509	0.0115397947277596	0.543	0.786
Neutrophil	Neutrophil	IL-1α	IL1a	Stk17b	-1.20967018925305	0.00312393736102878	0.671	0.893
Neutrophil	Neutrophil	IL-1α	IL1a	Mmp9	-1.24244154877521	0.00785796249459987	0.514	0.893
Neutrophil	Neutrophil	IL-1α	IL1a	Rbm38	-1.29865705044416	0.00785796249459987	0.0	0.25
Neutrophil	Neutrophil	IL-1α	IL1a	Pglyrp1	-1.33894351910364	0.00380227546584832	0.414	0.821
Neutrophil	Neutrophil	IL-1α	IL1a	Ogt	-1.41412503023561	0.0326615469094995	0.157	0.536
Neutrophil	Neutrophil	IL-1α	IL1a	Cd52	-1.41983063508645	2.03178772157695e-06	0.9	1.0
Neutrophil	Neutrophil	IL-1α	IL1a	Creg1	-1.44191518848102	0.00703292035384071	0.086	0.464
Neutrophil	Neutrophil	IL-1α	IL1a	Apobr	-1.47422682499869	0.01635910588765	0.086	0.429
Neutrophil	Neutrophil	IL-1α	IL1a	Ier2	-1.50283202257949	0.0166684020836427	0.6	0.786
Neutrophil	Neutrophil	IL-1α	IL1a	Ipcef1	-1.50692013161053	0.0114232059779345	0.029	0.321
Neutrophil	Neutrophil	IL-1α	IL1a	Cd300a	-1.54575931140858	0.0128968936888744	0.171	0.571
Neutrophil	Neutrophil	IL-1α	IL1a	Mtpn	-1.54840840934097	0.0221811390769513	0.114	0.464
Neutrophil	Neutrophil	IL-1α	IL1a	Junb	-1.58031866021598	0.000266411881718247	0.9	0.964
Neutrophil	Neutrophil	IL-1α	IL1a	Pi16	-1.59053244140306	0.0481312055479763	0.043	0.321
Neutrophil	Neutrophil	IL-1α	IL1a	Celf2	-1.59854321883896	0.00649191941486862	0.257	0.643
Neutrophil	Neutrophil	IL-1α	IL1a	Fos	-1.6158107624008	8.52997328580829e-05	0.586	0.964
Neutrophil	Neutrophil	IL-1α	IL1a	Hist1h4i	-1.63615784804854	0.00253557686414234	0.0	0.286
Neutrophil	Neutrophil	IL-1α	IL1a	Cotl1	-1.73147754540828	4.60433338705161e-06	0.3	0.857
Neutrophil	Neutrophil	IL-1α	IL1a	Btg2	-1.75395053716771	1.98439954664102e-05	0.657	0.964
Neutrophil	Neutrophil	IL-1α	IL1a	Taldo1	-1.75537021767494	2.45822857931931e-06	0.6	0.964
Neutrophil	Neutrophil	IL-1α	IL1a	Kctd12	-1.79453476497315	0.00253557686414234	0.243	0.679
Neutrophil	Neutrophil	IL-1α	IL1a	Cst3	-1.8080609116337	5.79736570970718e-05	0.543	0.929
Neutrophil	Neutrophil	IL-1α	IL1a	Ptgs2	-1.81774295717119	0.00458311387203501	0.229	0.714
Neutrophil	Neutrophil	IL-1α	IL1a	Gsn	-1.85713650962322	0.00112525693306015	0.1	0.536
Neutrophil	Neutrophil	IL-1α	IL1a	Dhrs7	-1.91312203696585	0.00363978523971025	0.1	0.5
Neutrophil	Neutrophil	IL-1α	IL1a	Lst1	-1.93431453010713	9.11996151619897e-06	0.557	0.929
Neutrophil	Neutrophil	IL-1α	IL1a	Gm2a	-1.98554807917718	8.52997328580829e-05	0.1	0.607
Neutrophil	Neutrophil	IL-1α	IL1a	Cxcr4	-1.99439212042815	0.000180696010207944	0.086	0.571
Neutrophil	Neutrophil	IL-1α	IL1a	Zfp36l2	-2.01388973018432	0.00194897875441045	0.143	0.607
Neutrophil	Neutrophil	IL-1α	IL1a	Lsp1	-2.02237226693253	9.84776146822389e-06	0.371	0.857
Neutrophil	Neutrophil	IL-1α	IL1a	Rassf3	-2.08515354709044	4.87621515991014e-05	0.029	0.464
Neutrophil	Neutrophil	IL-1α	IL1a	Arrdc3	-2.1556646365082	0.00652606493104049	0.071	0.429
Neutrophil	Neutrophil	IL-1α	IL1a	Pmaip1	-2.18099464991921	0.000200904314164877	0.057	0.5
Neutrophil	Neutrophil	IL-1α	IL1a	Tgfbi	-2.26961969487531	0.00194897875441045	0.143	0.571
Neutrophil	Neutrophil	IL-1α	IL1a	Nr4a1	-2.86578814801681	3.92908525543321e-06	0.014	0.5
Neutrophil	Neutrophil	IL-1α	IL1a	Rgs2	-2.91959943734563	8.18837288874577e-07	0.143	0.786
Neutrophil	Neutrophil	IL-1β	IL1b	Cxcl3	4.59263754219469	8.4903893968001e-05	0.624	0.0
Neutrophil	Neutrophil	IL-1β	IL1b	Wfdc17	3.84173995006221	4.23403100475923e-06	0.892	0.357
Neutrophil	Neutrophil	IL-1β	IL1b	Ifitm6	3.22117056761	0.000496038591228846	0.731	0.321
Neutrophil	Neutrophil	IL-1β	IL1b	Lcn2	2.75166350252338	4.02627688597982e-05	0.839	0.393
Neutrophil	Neutrophil	IL-1β	IL1b	Thbs1	2.65974220426194	0.00693285115625115	0.624	0.179
Neutrophil	Neutrophil	IL-1β	IL1b	Cd177	2.57481002112025	1.08747453458955e-05	0.763	0.107
Neutrophil	Neutrophil	IL-1β	IL1b	Rnasel	2.56645191031162	0.000289196589218388	0.667	0.107
Neutrophil	Neutrophil	IL-1β	IL1b	Il1r2	2.44005129729298	4.35967810233477e-07	0.925	0.357
Neutrophil	Neutrophil	IL-1β	IL1b	Id1	2.41925701511833	0.00302773245546138	0.602	0.107
Neutrophil	Neutrophil	IL-1β	IL1b	Xbp1	2.40493062241393	6.1877625682739e-05	0.785	0.143
Neutrophil	Neutrophil	IL-1β	IL1b	Tarm1	2.39889954957515	0.00193326476841401	0.516	0.0
Neutrophil	Neutrophil	IL-1β	IL1b	Cd14	2.29810246616103	0.000451830217039066	0.785	0.25
Neutrophil	Neutrophil	IL-1β	IL1b	Ier3	2.29765049983609	4.35967810233477e-07	0.968	0.393
Neutrophil	Neutrophil	IL-1β	IL1b	Plaur	2.26223694776216	0.00262877544952083	0.624	0.107
Neutrophil	Neutrophil	IL-1β	IL1b	Fcgr2b	2.22638557630863	0.00933922433163457	0.452	0.0
Neutrophil	Neutrophil	IL-1β	IL1b	Pnp	2.20442288743606	0.0314768365280569	0.43	0.036
Neutrophil	Neutrophil	IL-1β	IL1b	Wfdc21	2.11916426508027	4.71869928663485e-05	0.86	0.357
Neutrophil	Neutrophil	IL-1β	IL1b	Basp1	2.0429532254239	0.0019101294079348	0.71	0.179
Neutrophil	Neutrophil	IL-1β	IL1b	Lipg	2.03222260084415	0.0188919076661915	0.419	0.0
Neutrophil	Neutrophil	IL-1β	IL1b	Cish	1.9875657097508	0.0370931919318598	0.387	0.0
Neutrophil	Neutrophil	IL-1β	IL1b	Glipr2	1.97476885854456	0.0010067074145642	0.688	0.143
Neutrophil	Neutrophil	IL-1β	IL1b	Ccl6	1.97046050869991	2.2201279719636e-05	0.957	0.714
Neutrophil	Neutrophil	IL-1β	IL1b	Rab44	1.93859964293613	0.000998180703897814	0.677	0.143
Neutrophil	Neutrophil	IL-1β	IL1b	Upp1	1.87491262305941	0.0123890476128604	0.57	0.107
Neutrophil	Neutrophil	IL-1β	IL1b	Fth1	1.81603794382591	3.28902268479789e-05	0.989	1.0
Neutrophil	Neutrophil	IL-1β	IL1b	Ltb4r1	1.78319954907138	0.0123890476128604	0.613	0.143
Neutrophil	Neutrophil	IL-1β	IL1b	Lrg1	1.74536729871408	4.71869928663485e-05	0.914	0.5
Neutrophil	Neutrophil	IL-1β	IL1b	Ptpn1	1.68861567072386	0.00577644918538927	0.742	0.357
Neutrophil	Neutrophil	IL-1β	IL1b	Retnlg	1.68257138806718	0.00633725918115041	0.871	0.643
Neutrophil	Neutrophil	IL-1β	IL1b	Cd33	1.62508150710779	0.000104905780999868	0.892	0.429
Neutrophil	Neutrophil	IL-1β	IL1b	Srgn	1.58074592091783	1.05434483235773e-07	0.989	1.0
Neutrophil	Neutrophil	IL-1β	IL1b	App	1.5712982996291	0.0403610397927415	0.57	0.143
Neutrophil	Neutrophil	IL-1β	IL1b	Cd300lf	1.56170089092692	0.00612160035133649	0.849	0.464
Neutrophil	Neutrophil	IL-1β	IL1b	Slfn4	1.54411180285854	0.0391366959759951	0.71	0.286
Neutrophil	Neutrophil	IL-1β	IL1b	Crispld2	1.52052601090587	0.0406823601566086	0.505	0.071
Neutrophil	Neutrophil	IL-1β	IL1b	Csf2rb	1.41328204057699	0.0318317789764957	0.699	0.321
Neutrophil	Neutrophil	IL-1β	IL1b	Cxcl2	1.40644439476291	0.0019101294079348	0.957	0.429
Neutrophil	Neutrophil	IL-1β	IL1b	S100a9	1.21954356881507	0.000258698452248783	1.0	1.0
Neutrophil	Neutrophil	IL-1β	IL1b	Lilr4b	1.13305825156768	0.0265750453682574	0.849	0.536
Neutrophil	Neutrophil	IL-1β	IL1b	Cxcr2	0.957004184441745	0.0132870441029429	0.989	0.75
Neutrophil	Neutrophil	IL-1β	IL1b	S100a8	0.951228133672721	0.0123890476128604	1.0	1.0
Neutrophil	Neutrophil	IL-1β	IL1b	Ftl1	-0.617152550453569	0.043593600746732	0.957	1.0
Neutrophil	Neutrophil	IL-1β	IL1b	Fau	-0.650515143820858	0.016802468428416	0.978	1.0
Neutrophil	Neutrophil	IL-1β	IL1b	Tyrobp	-0.711510217792245	0.00476936125575918	1.0	1.0
Neutrophil	Neutrophil	IL-1β	IL1b	Jund	-1.03868786781913	0.0415487858565267	0.645	0.893
Neutrophil	Neutrophil	IL-1β	IL1b	Rnf149	-1.06226606391855	0.0133242026855687	0.667	0.893
Neutrophil	Neutrophil	IL-1β	IL1b	Pglyrp1	-1.07344532359774	0.0177229111521397	0.452	0.821
Neutrophil	Neutrophil	IL-1β	IL1b	Atp5e	-1.0747245399218	0.036085949087351	0.452	0.75
Neutrophil	Neutrophil	IL-1β	IL1b	Rbm38	-1.08174781926364	0.0238151481943208	0.022	0.25
Neutrophil	Neutrophil	IL-1β	IL1b	Zfp36	-1.09231912499627	0.00329861495196077	0.892	0.964
Neutrophil	Neutrophil	IL-1β	IL1b	Atxn7	-1.13364363367829	0.0134559690511932	0.0	0.179
Neutrophil	Neutrophil	IL-1β	IL1b	Txn1	-1.13919585787786	0.00262877544952083	0.774	0.929
Neutrophil	Neutrophil	IL-1β	IL1b	Cd101	-1.14905918395191	0.0134559690511932	0.0	0.179
Neutrophil	Neutrophil	IL-1β	IL1b	Ptprc	-1.16673565393332	0.0225648469158956	0.806	0.964
Neutrophil	Neutrophil	IL-1β	IL1b	Card19	-1.17394268003754	0.0313333310119572	0.237	0.571
Neutrophil	Neutrophil	IL-1β	IL1b	Fgl2	-1.19415183564376	0.0335339849552852	0.484	0.786
Neutrophil	Neutrophil	IL-1β	IL1b	Scnn1a	-1.20120422826884	0.00302773245546138	0.0	0.214
Neutrophil	Neutrophil	IL-1β	IL1b	Clip1	-1.20376412147084	0.0464397603586279	0.075	0.357
Neutrophil	Neutrophil	IL-1β	IL1b	Junb	-1.22685239350426	0.00432738554925171	0.935	0.964
Neutrophil	Neutrophil	IL-1β	IL1b	Tnfaip2	-1.23308443109923	0.0268293963023772	0.376	0.714
Neutrophil	Neutrophil	IL-1β	IL1b	Dcun1d1	-1.24775086165136	0.0134559690511932	0.0	0.179
Neutrophil	Neutrophil	IL-1β	IL1b	Ipcef1	-1.25091876769092	0.0483610328625586	0.065	0.321
Neutrophil	Neutrophil	IL-1β	IL1b	Msrb1	-1.26206440982525	1.00133319159647e-05	0.946	1.0
Neutrophil	Neutrophil	IL-1β	IL1b	Arhgap15	-1.28204029131815	0.0380796754051479	0.075	0.357
Neutrophil	Neutrophil	IL-1β	IL1b	Cbl	-1.28733896516934	0.0313333310119572	0.14	0.464
Neutrophil	Neutrophil	IL-1β	IL1b	Rassf3	-1.30454051881963	0.0154580845667304	0.129	0.464
Neutrophil	Neutrophil	IL-1β	IL1b	Lypla2	-1.3048985411687	0.00392618013776434	0.011	0.25
Neutrophil	Neutrophil	IL-1β	IL1b	Ier2	-1.30889634752952	0.0438691482261123	0.602	0.786
Neutrophil	Neutrophil	IL-1β	IL1b	Il1b	-1.31138255029697	0.000178230118551654	0.774	0.964
Neutrophil	Neutrophil	IL-1β	IL1b	Plcg2	-1.33546587728949	0.000629579555448498	0.0	0.25
Neutrophil	Neutrophil	IL-1β	IL1b	Csf3r	-1.34267803458254	4.69361522207685e-05	0.763	1.0
Neutrophil	Neutrophil	IL-1β	IL1b	Stk17b	-1.35297604551225	0.000250916012293446	0.667	0.893
Neutrophil	Neutrophil	IL-1β	IL1b	Slc43a2	-1.35606168891629	0.00302773245546138	0.0	0.214
Neutrophil	Neutrophil	IL-1β	IL1b	Ppp3ca	-1.37387101426631	0.0294061182082823	0.075	0.357
Neutrophil	Neutrophil	IL-1β	IL1b	Grk2	-1.37615272056639	0.0464397603586279	0.204	0.536
Neutrophil	Neutrophil	IL-1β	IL1b	Celf2	-1.39937595589986	0.00786654820467663	0.269	0.643
Neutrophil	Neutrophil	IL-1β	IL1b	Fos	-1.39992966950293	0.000235185202305373	0.71	0.964
Neutrophil	Neutrophil	IL-1β	IL1b	Ncf1	-1.42174545219789	0.000629579555448498	0.258	0.714
Neutrophil	Neutrophil	IL-1β	IL1b	Cst3	-1.43514038776984	7.92413443426881e-05	0.581	0.929
Neutrophil	Neutrophil	IL-1β	IL1b	Cd52	-1.44634374059004	3.04107012915533e-07	0.914	1.0
Neutrophil	Neutrophil	IL-1β	IL1b	Mpeg1	-1.45548401984447	0.0287374685370739	0.097	0.393
Neutrophil	Neutrophil	IL-1β	IL1b	Atox1	-1.47533179163942	0.00967199869665749	0.366	0.714
Neutrophil	Neutrophil	IL-1β	IL1b	Ndufa7	-1.48958406120196	0.0182341864195262	0.194	0.536
Neutrophil	Neutrophil	IL-1β	IL1b	Sorl1	-1.49941684095388	0.00237937750052494	0.43	0.786
Neutrophil	Neutrophil	IL-1β	IL1b	Btg2	-1.5183917990367	0.000104905780999868	0.624	0.964
Neutrophil	Neutrophil	IL-1β	IL1b	Crlf3	-1.51968311912879	0.0123890476128604	0.032	0.286
Neutrophil	Neutrophil	IL-1β	IL1b	Gsn	-1.5238893935912	0.00786654820467663	0.172	0.536
Neutrophil	Neutrophil	IL-1β	IL1b	Retreg1	-1.53615973554474	0.0196422475305406	0.086	0.393
Neutrophil	Neutrophil	IL-1β	IL1b	Cotl1	-1.53679727469464	1.72284078695731e-05	0.376	0.857
Neutrophil	Neutrophil	IL-1β	IL1b	Myo1f	-1.53838769032516	0.0335339849552852	0.129	0.429
Neutrophil	Neutrophil	IL-1β	IL1b	Hexa	-1.56146212007121	0.0121819747726835	0.032	0.286
Neutrophil	Neutrophil	IL-1β	IL1b	Taldo1	-1.60334505238265	2.64479783956313e-06	0.645	0.964
Neutrophil	Neutrophil	IL-1β	IL1b	Prr5l	-1.62677964496035	0.00103275218122212	0.011	0.286
Neutrophil	Neutrophil	IL-1β	IL1b	Creg1	-1.64970995427504	0.000133832592004249	0.065	0.464
Neutrophil	Neutrophil	IL-1β	IL1b	Pbxip1	-1.66305069566179	0.0357489057402085	0.172	0.464
Neutrophil	Neutrophil	IL-1β	IL1b	Fyb	-1.67234593492007	0.0431851568695935	0.226	0.536
Neutrophil	Neutrophil	IL-1β	IL1b	Srpk2	-1.70019344897271	0.000156673820465829	0.011	0.321
Neutrophil	Neutrophil	IL-1β	IL1b	Hcar2	-1.72085292897323	0.0206224175382409	0.054	0.321
Neutrophil	Neutrophil	IL-1β	IL1b	Ttyh3	-1.72241557787162	0.0174398251429748	0.054	0.321
Neutrophil	Neutrophil	IL-1β	IL1b	Dhrs7	-1.79501849853454	0.00560625762651653	0.14	0.5
Neutrophil	Neutrophil	IL-1β	IL1b	Itga4	-1.81495073706856	0.00413713432025759	0.022	0.286
Neutrophil	Neutrophil	IL-1β	IL1b	Hist1h2bc	-1.81807573065159	0.00488065288919981	0.086	0.429
Neutrophil	Neutrophil	IL-1β	IL1b	Cd300a	-1.83307306421252	0.000692962492855144	0.151	0.571
Neutrophil	Neutrophil	IL-1β	IL1b	Gngt2	-1.84493682642598	0.00611458720274457	0.075	0.393
Neutrophil	Neutrophil	IL-1β	IL1b	Gm2a	-1.98356511246805	7.8759055379771e-06	0.097	0.607
Neutrophil	Neutrophil	IL-1β	IL1b	Ccrl2	-2.03569699024638	0.0206224175382409	0.054	0.321
Neutrophil	Neutrophil	IL-1β	IL1b	Tgfbi	-2.05288354710576	0.00262877544952083	0.183	0.571
Neutrophil	Neutrophil	IL-1β	IL1b	Arrdc3	-2.13676985682466	0.0010400137887024	0.065	0.429
Neutrophil	Neutrophil	IL-1β	IL1b	Lsp1	-2.15006672853027	2.44143178940177e-06	0.344	0.857
Neutrophil	Neutrophil	IL-1β	IL1b	Lst1	-2.22792325730916	2.52646381453572e-07	0.376	0.929
Neutrophil	Neutrophil	IL-1β	IL1b	Nr4a1	-2.32925134544539	7.8759055379771e-06	0.043	0.5
Neutrophil	Neutrophil	IL-1β	IL1b	Cxcr4	-2.47768985718379	2.52646381453572e-07	0.043	0.571
Neutrophil	Neutrophil	IL-1β	IL1b	Pmaip1	-2.60076304507938	2.52646381453572e-07	0.022	0.5
Neutrophil	Neutrophil	IL-1β	IL1b	Rgs2	-2.6474563133053	1.75169029570131e-06	0.237	0.786
Neutrophil	Neutrophil	IL-1β	IL1b	Ptgs2	-2.74332422119205	2.64479783956313e-06	0.151	0.714
Neutrophil	Neutrophil	IL-18	IL18	Cxcl10	5.80936956253506	0.00180454339463119	0.636	0.0
Neutrophil	Neutrophil	IL-18	IL18	Gbp2	4.50250846435866	4.51234425144008e-05	0.909	0.071
Neutrophil	Neutrophil	IL-18	IL18	Bcl2a1a	3.93387314448401	4.57082536394047e-05	0.864	0.036
Neutrophil	Neutrophil	IL-18	IL18	Ifi47	3.88919201321213	1.5413722416039e-05	0.955	0.036
Neutrophil	Neutrophil	IL-18	IL18	Gbp5	3.81166895431707	2.86153026214039e-05	0.864	0.0
Neutrophil	Neutrophil	IL-18	IL18	Bcl2a1b	3.7225509101989	0.000103950305420243	0.909	0.25
Neutrophil	Neutrophil	IL-18	IL18	Upp1	3.68986510808428	7.22573482600771e-05	0.909	0.107
Neutrophil	Neutrophil	IL-18	IL18	Sod2	3.67464965109088	0.000819833939016476	0.727	0.036
Neutrophil	Neutrophil	IL-18	IL18	Ccl3	3.62918800301846	0.0362309196443704	0.682	0.143
Neutrophil	Neutrophil	IL-18	IL18	Fcgr4	3.59990316647344	0.000108983833203092	0.864	0.107
Neutrophil	Neutrophil	IL-18	IL18	Lcn2	3.55945538580314	0.000821965816904599	0.909	0.393
Neutrophil	Neutrophil	IL-18	IL18	Bcl2a1d	3.42659074919201	0.0175645079483775	0.591	0.036
Neutrophil	Neutrophil	IL-18	IL18	Irgm1	3.34757857190924	0.000359685908064727	0.773	0.036
Neutrophil	Neutrophil	IL-18	IL18	Parp14	3.27582839696438	0.000358044537225234	0.773	0.036
Neutrophil	Neutrophil	IL-18	IL18	Pnp	3.25141739361141	0.00355687621477941	0.636	0.036
Neutrophil	Neutrophil	IL-18	IL18	Cd274	3.22983873570778	2.39928606275188e-05	1.0	0.071
Neutrophil	Neutrophil	IL-18	IL18	Acod1	3.07242009647651	0.00275077487159868	0.909	0.393
Neutrophil	Neutrophil	IL-18	IL18	Fcgr2b	3.00566207086749	0.000359685908064727	0.727	0.0
Neutrophil	Neutrophil	IL-18	IL18	Nampt	3.00274459059478	0.00168908057464131	0.818	0.143
Neutrophil	Neutrophil	IL-18	IL18	Igtp	2.93584518630729	0.000359685908064727	0.864	0.107
Neutrophil	Neutrophil	IL-18	IL18	Psme2	2.78754713575064	0.0017697037200681	0.773	0.107
Neutrophil	Neutrophil	IL-18	IL18	Tarm1	2.75858534222877	0.0226485756489778	0.5	0.0
Neutrophil	Neutrophil	IL-18	IL18	Casp4	2.72918194488855	0.0226485756489778	0.5	0.0
Neutrophil	Neutrophil	IL-18	IL18	Plac8	2.66039235207561	0.031232434010401	0.727	0.179
Neutrophil	Neutrophil	IL-18	IL18	Gbp7	2.63232835833022	0.000821965816904599	0.818	0.107
Neutrophil	Neutrophil	IL-18	IL18	Gdap10	2.61335070892085	0.0226485756489778	0.5	0.0
Neutrophil	Neutrophil	IL-18	IL18	Socs1	2.59956191423302	0.0226485756489778	0.5	0.0
Neutrophil	Neutrophil	IL-18	IL18	Jak2	2.54496015887851	0.00180454339463119	0.636	0.0
Neutrophil	Neutrophil	IL-18	IL18	Fth1	2.54422997163528	0.000224939934139076	1.0	1.0
Neutrophil	Neutrophil	IL-18	IL18	Il1rn	2.53835374474296	0.00264601250977381	0.955	0.357
Neutrophil	Neutrophil	IL-18	IL18	Snx10	2.47747692289221	0.021906109701962	0.636	0.071
Neutrophil	Neutrophil	IL-18	IL18	Herc6	2.29825845390678	0.00642689649426972	0.682	0.071
Neutrophil	Neutrophil	IL-18	IL18	Rsad2	2.29109492806287	0.00264601250977381	0.864	0.179
Neutrophil	Neutrophil	IL-18	IL18	Psmb9	2.22754501182237	0.00382932847680597	0.864	0.179
Neutrophil	Neutrophil	IL-18	IL18	Trafd1	2.1920312592083	0.00884795972656246	0.636	0.036
Neutrophil	Neutrophil	IL-18	IL18	Ptpn1	2.16214485507287	0.0123446635824737	0.818	0.357
Neutrophil	Neutrophil	IL-18	IL18	Snx20	2.16179027501942	0.00145050055479596	0.955	0.357
Neutrophil	Neutrophil	IL-18	IL18	Cish	2.14221856924661	0.0464804946994332	0.455	0.0
Neutrophil	Neutrophil	IL-18	IL18	Sh3bp5	2.11072781089417	0.0395189265468222	0.545	0.036
Neutrophil	Neutrophil	IL-18	IL18	Isg15	2.10921383502919	0.0169344616633431	0.864	0.357
Neutrophil	Neutrophil	IL-18	IL18	Tap1	2.05653499514512	0.00275077487159868	0.955	0.25
Neutrophil	Neutrophil	IL-18	IL18	Rnf213	2.04675231406115	0.036501079469927	0.545	0.036
Neutrophil	Neutrophil	IL-18	IL18	Ptafr	2.03145719922668	0.0332330523442932	0.818	0.25
Neutrophil	Neutrophil	IL-18	IL18	Ifi204	2.02129578104391	0.0130506511480995	0.636	0.036
