#column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	outliers	A_Count	C_Count	G_Count	T_Count	N_Count	other_bases	other_base_count
30	1471997	2	41	52816421	35.880794	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	362423	318448	458486	332448	192		
31	1471997	2	41	52760541	35.842832	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	394912	333110	388208	355533	234		
32	1471997	2	41	52746146	35.833053	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	395082	340565	370857	365229	264		
33	1471997	2	41	52740156	35.828983	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	396990	346942	355966	371786	313		
34	1471997	2	41	52725901	35.819299	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	381992	353016	363564	373182	243		
35	1471997	2	41	52712122	35.809938	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	383867	355074	355782	376971	303		
36	1471997	2	41	52695672	35.798763	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	378136	351977	358693	383003	188		
37	1471997	2	41	52680078	35.788169	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	379158	364991	364215	363400	233		
38	1471997	2	41	52664433	35.777541	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	384883	355966	364418	366559	171		
39	1471997	2	41	52621725	35.748527	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	382308	354351	356294	378854	190		
40	1471997	2	41	52605391	35.737431	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	379401	349216	368684	374477	219		
41	1471997	2	41	52614011	35.743287	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	375633	349822	367425	378957	160		
42	1471997	2	41	52558429	35.705527	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	380924	354349	366108	370347	269		
43	1471997	2	41	52536824	35.690850	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	381963	350483	363487	375907	157		
44	1471997	2	41	52533300	35.688456	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	378184	352804	370805	369982	222		
45	1471997	2	41	52498426	35.664764	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	380296	354095	371034	366427	145		
46	1471997	2	41	52486760	35.656839	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	382062	359976	363944	365773	242		
47	1471997	2	41	52474435	35.648466	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	383438	359082	360195	369147	135		
48	1471997	2	41	52412860	35.606635	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	389310	347362	359113	376040	172		
49	1471997	2	41	52414361	35.607655	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	392182	349577	363433	366633	172		
50	1471997	2	41	52391717	35.592272	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	394933	351848	360791	364281	144		
51	1471997	2	41	52357799	35.569229	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	392661	346938	363219	368990	189		
52	1471997	2	41	52331598	35.551430	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	390770	345283	359602	376190	152		
53	1471997	2	41	52274073	35.512350	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	392729	338050	361883	379151	184		
54	1471997	2	41	52239111	35.488599	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	396038	345285	360086	370423	165		
55	1471997	2	41	52227363	35.480618	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	396024	341920	357855	376025	173		
56	1471997	2	41	52231283	35.483281	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	395432	345418	360899	370058	190		
57	1471997	2	41	52210693	35.469293	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	404850	339419	355383	372131	214		
58	1471997	2	41	52185853	35.452418	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	397640	347290	359899	366983	185		
59	1471997	2	41	52138948	35.420553	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	393975	351406	358071	368356	189		
60	1471997	2	41	52113993	35.403600	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	401121	341249	350730	378734	163		
61	1471997	2	41	52105601	35.397899	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	393619	350478	356987	370741	172		
62	1471997	2	41	52072059	35.375112	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	396431	340732	359414	375232	188		
63	1471997	2	41	52025110	35.343217	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	390639	351364	358946	370915	133		
64	1471997	2	41	52000044	35.326189	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	383777	350857	362572	374678	113		
65	1471997	2	41	51882852	35.246575	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	393533	344159	361028	373195	82		
66	1471997	2	41	51937105	35.283431	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	389514	345745	361369	375314	55		
67	1471997	2	41	51893668	35.253922	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	398868	342363	358397	372327	42		
68	1471997	2	41	51894595	35.254552	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	396431	347171	360201	368148	46		
69	1471997	2	41	51855447	35.227957	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	390058	346909	354671	380323	36		
70	1471997	2	41	51850430	35.224549	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	397629	345959	361618	366761	30		
71	1471997	2	41	51796867	35.188161	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	395486	346256	359221	371003	31		
72	1471997	2	41	51784997	35.180097	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	395617	343539	352694	380108	39		
73	1471997	2	41	51766861	35.167776	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	396991	345821	353969	375145	71		
74	1471997	2	41	51783853	35.179320	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	394886	352172	353044	371863	32		
75	1471997	2	41	51767641	35.168306	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	399696	346348	356222	369698	33		
76	1471997	2	41	51507344	34.991473	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	391488	342794	361631	376045	39		
77	1471997	2	41	51648058	35.087067	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	395827	341565	359864	374696	45		
78	1471997	2	41	51699366	35.121923	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	394635	335765	359047	382513	37		
79	1471997	2	41	51699333	35.121901	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	389760	339080	362282	380799	76		
80	1471997	2	41	51697393	35.120583	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	392547	340906	364832	373672	40		
81	1471997	2	41	51647646	35.086788	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	389165	341729	363512	377557	34		
82	1471997	2	41	51578921	35.040099	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	390158	341534	365309	374927	69		
83	1471997	2	41	51570585	35.034436	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	387193	336868	361224	386688	24		
84	1471997	2	41	51580456	35.041142	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	391923	338086	362251	379721	16		
85	1471997	2	41	51562835	35.029171	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	392065	338513	363694	377703	22		
86	1471997	2	41	51520000	35.000071	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	391058	339231	367258	374371	79		
87	1471997	2	41	51447909	34.951096	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	397102	336842	365938	372094	21		
88	1471997	2	41	51476305	34.970387	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	386671	344347	366883	374014	82		
89	1471997	2	41	51446027	34.949818	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	389865	348276	355006	378825	25		
90	1471997	2	41	51423770	34.934698	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	393726	340809	350951	386438	73		
91	1471997	2	41	49993111	33.962780	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	397234	340202	360585	373945	31		
