	n_genes_by_counts	log1p_n_genes_by_counts	total_counts	log1p_total_counts	pct_counts_in_top_50_genes	pct_counts_in_top_100_genes	pct_counts_in_top_200_genes	pct_counts_in_top_500_genes	n_genes	doublet_score	predicted_doublet	leiden
5019	948	6.855408798609928	9933.0	9.203718	33.111849390919154	50.699687908990235	68.49894291754757	88.50296989831874	948	0.49107142857142805	True	4
5021	942	6.849066282633458	9861.0	9.1964445	34.34742926680864	51.840584119257684	69.09035594767265	88.9159314471149	942	0.5935828877005336	True	4
5022	948	6.855408798609928	9885.0	9.198874	34.071825998988366	51.33029843196763	68.47749114820435	88.42690945877592	948	0.5935828877005336	True	4
5023	944	6.851184927493743	9783.0	9.188503	34.61106000204436	51.58949197587652	69.30389451088624	88.58223448839824	944	0.5935828877005336	True	4
5024	953	6.860663671448287	9802.0	9.190444	33.72781065088758	51.122219955111206	68.78188124872476	88.70638645174455	953	0.49107142857142805	True	4
5025	953	6.860663671448287	9906.0	9.200996	33.585705632949725	51.43347466182112	68.82697355138299	88.47163335352312	953	0.5935828877005336	True	4
5027	942	6.849066282633458	9794.0	9.189628	34.092301409025936	51.71533591995099	69.2464774351644	88.78905452317746	942	0.5935828877005336	True	4
5028	954	6.86171134048073	9821.0	9.19238	33.581101720802366	50.60584461867427	68.10915385398636	88.2903981264637	954	0.5935828877005336	True	4
5029	954	6.86171134048073	9970.0	9.207437	34.403209628886664	52.20661985957874	69.47843530591776	88.75626880641926	954	0.49107142857142805	True	4
5030	953	6.860663671448287	9729.0	9.182969	33.38472607667797	50.83770171651763	67.91037105560694	88.30301161476	953	0.5935828877005336	True	4
5032	945	6.852242569051878	9810.0	9.191259	33.95514780835882	51.28440366972477	68.80733944954129	88.44036697247707	945	0.49107142857142805	True	4
5033	955	6.862757913051401	9857.0	9.196038	34.17875621385817	51.506543573095264	69.34158466064726	88.44476006898651	955	0.5935828877005336	True	4
5035	954	6.86171134048073	9841.0	9.194414	32.781221420587336	50.19815059445178	67.53378721674626	87.92805609186058	954	0.5935828877005336	True	4
5036	948	6.855408798609928	9774.0	9.187583	34.60200532023737	51.50399017802333	68.76406793533866	88.82750153468385	948	0.5935828877005336	True	4
5037	957	6.86484777797086	9883.0	9.198672	33.32996053829809	51.04725285844379	68.09673176161085	88.38409389861378	957	0.49107142857142805	True	4
5038	961	6.8690144506657065	9823.0	9.192584	33.3197597475313	51.10455054464013	69.50015270284027	88.76107095591979	961	0.5935828877005336	True	4
5040	950	6.85751406254539	9823.0	9.192584	33.0856153924463	50.42247785808816	68.3090705487122	88.2113407309376	950	0.5935828877005336	True	4
5041	957	6.86484777797086	9745.0	9.184612	34.068753206772705	51.390456644433044	68.6711133914828	88.29143150333503	957	0.5935828877005336	True	4
5042	954	6.86171134048073	9950.0	9.205428	33.597989949748744	50.22110552763819	68.01005025125629	88.66331658291458	954	0.5935828877005336	True	4
5043	960	6.8679744089702925	9683.0	9.17823	33.71888877414024	50.67644325105856	68.32593204585355	88.02024166064236	960	0.5935828877005336	True	4
5044	952	6.859614903654202	9960.0	9.206432	33.95582329317269	51.08433734939759	68.57429718875501	88.644578313253	952	0.5935828877005336	True	4
5045	945	6.852242569051878	10004.0	9.21084	34.15633746501399	51.28948420631747	68.77249100359856	88.58456617353059	945	0.5935828877005336	True	4
5046	956	6.863803391452954	9789.0	9.1891165	33.75217080396363	51.54765553171927	69.34314025947492	88.5381550720196	956	0.49107142857142805	True	4
5047	960	6.8679744089702925	9916.0	9.202005	34.217426381605485	51.85558693021379	69.27188382412263	88.78580072609923	960	0.5935828877005336	True	4
5048	941	6.848005274576363	9772.0	9.187379	33.739255014326645	51.34056487924683	68.7781416291445	88.80474826033566	941	0.5935828877005336	True	4
5050	954	6.86171134048073	9878.0	9.198167	33.842883174731725	51.02247418505771	68.46527637173517	88.33772018627253	954	0.5935828877005336	True	4
5051	946	6.853299093186078	9835.0	9.193805	34.09252669039146	51.49974580579563	69.05948144382307	88.77478393492628	946	0.5935828877005336	True	4
5052	949	6.856461984594587	9828.0	9.193092	33.35368335368336	50.80382580382581	68.05046805046806	88.16646316646317	949	0.49107142857142805	True	4
5053	949	6.856461984594587	9857.0	9.196038	33.874403976869225	51.14132088870853	68.72273511210307	88.77954752967435	949	0.5935828877005336	True	4
5054	949	6.856461984594587	9803.0	9.190546	33.46934611853514	51.07620116290932	68.19341018055697	88.73814138529022	949	0.5935828877005336	True	4
5055	950	6.85751406254539	9754.0	9.185535	34.42690178388354	51.90690998564691	68.85380356776707	88.27147836784908	950	0.5935828877005336	True	4
5056	948	6.855408798609928	9857.0	9.196038	33.37729532312063	50.85725880085219	68.41838287511413	88.4751952926854	948	0.49107142857142805	True	4
5057	954	6.86171134048073	9967.0	9.207135	33.8316444266078	50.988261262165146	68.57630179592655	88.42179191331394	954	0.49107142857142805	True	4
5058	935	6.8416154764775925	9906.0	9.200996	33.51504138905714	51.231576822128	68.90773268726025	89.12780133252575	935	0.5935828877005336	True	4
5059	956	6.863803391452954	9735.0	9.183585	33.949666153055986	51.08371854134566	68.32049306625578	88.371854134566	956	0.5935828877005336	True	4
5060	956	6.863803391452954	9758.0	9.1859455	34.02336544373847	51.178520188563226	68.846075015372	88.47099815535971	956	0.49107142857142805	True	4
5061	944	6.851184927493743	9856.0	9.195937	34.21266233766234	51.461038961038966	69.19642857142857	89.01176948051948	944	0.49107142857142805	True	4
5062	946	6.853299093186078	9844.0	9.194719	34.284843559528646	51.80820804550995	69.02681836651767	88.95774075579033	946	0.5935828877005336	True	4
5063	944	6.851184927493743	9817.0	9.191973	33.57441173474585	50.95242945910156	69.10461444433126	88.88662524192726	944	0.5935828877005336	True	4
5065	956	6.863803391452954	9873.0	9.19766	34.65005570748506	52.03079104628786	69.35075458320674	88.54451534487997	956	0.49107142857142805	True	4
5066	938	6.844815479208263	9829.0	9.193194	33.879336656831825	51.25648590904467	69.27459558449486	88.8188015057483	938	0.5935828877005336	True	4
5067	948	6.855408798609928	9975.0	9.207937	34.43609022556391	51.48872180451127	68.95238095238095	88.531328320802	948	0.5935828877005336	True	4
5068	947	6.854354502255021	9834.0	9.193703	33.343502135448446	50.457596095179994	68.21232458816353	88.31604636973765	947	0.5935828877005336	True	4
5070	956	6.863803391452954	9892.0	9.199583	34.08815204205419	51.182773958754545	68.99514759401538	88.6170642943793	956	0.5935828877005336	True	4
5071	941	6.848005274576363	9933.0	9.203718	34.24947145877378	51.69636564985402	69.2237994563576	88.71438638880498	941	0.5935828877005336	True	4
5072	969	6.877296071497429	9839.0	9.194211	32.75739404411017	50.29982721821323	68.05569671714605	87.97642036792357	969	0.5935828877005336	True	4
5074	960	6.8679744089702925	9759.0	9.186048	32.861973562865046	50.10759299108515	68.29593196024183	88.22625268982478	960	0.49107142857142805	True	4
5075	955	6.862757913051401	9749.0	9.185022	34.07528977331008	51.369371217560776	69.02246384244538	88.67576161657605	955	0.5935828877005336	True	4
5076	952	6.859614903654202	9814.0	9.191668	34.12471978805788	51.27369064601589	68.59588343183208	88.51640513552069	952	0.49107142857142805	True	4
5077	948	6.855408798609928	9742.0	9.184304	33.596797372202836	51.61157873126668	68.5588174912749	88.43153356600287	948	0.5935828877005336	True	4
5078	941	6.848005274576363	9797.0	9.189934	34.530978871082986	52.69980606308054	70.18475043380626	89.01704603450035	941	0.49107142857142805	True	4
5079	955	6.862757913051401	9848.0	9.195126	33.03208773354996	50.852965069049546	68.59260763606824	88.55605199025183	955	0.5935828877005336	True	4
5080	956	6.863803391452954	9940.0	9.204423	34.25553319919517	51.53923541247485	69.00402414486922	88.91348088531187	956	0.49107142857142805	True	4
5081	946	6.853299093186078	9804.0	9.190648	33.60873113015096	51.12199102407181	68.44145246838025	88.36189310485516	946	0.49107142857142805	True	4
5082	944	6.851184927493743	9922.0	9.202611	33.83390445474703	51.42108445877847	69.15944366055231	88.64140294295505	944	0.49107142857142805	True	4
5083	942	6.849066282633458	9862.0	9.196546	33.81667004664368	51.460150070979516	69.24558912999392	89.00831474345975	942	0.5935828877005336	True	4
5084	950	6.85751406254539	9894.0	9.199785	34.12168991307863	51.50596321002627	68.8194865575096	88.89225793410147	950	0.5935828877005336	True	4
5085	954	6.86171134048073	9830.0	9.1932955	34.18107833163784	51.54628687690742	69.33875890132248	88.97253306205494	954	0.5935828877005336	True	4
5086	933	6.839476438228843	9901.0	9.200492	34.33996566003434	51.62104837895162	68.8011311988688	88.73851126148874	933	0.5935828877005336	True	4
5087	958	6.8658910748834385	9746.0	9.184715	33.593269033449616	50.54381284629592	68.75641288733839	88.42602093166427	958	0.5935828877005336	True	4
5088	954	6.86171134048073	9864.0	9.196749	34.641119221411195	51.9059205190592	69.36334144363342	88.44282238442823	954	0.5935828877005336	True	4
5090	950	6.85751406254539	9880.0	9.198369	33.82591093117409	50.556680161943326	68.582995951417	88.6336032388664	950	0.5935828877005336	True	4
5091	949	6.856461984594587	9810.0	9.191259	33.58817533129459	51.274209989806316	68.49133537206932	88.4097859327217	949	0.5935828877005336	True	4
5093	942	6.849066282633458	9787.0	9.188912	33.73863288035149	51.51731889240829	69.14274036987841	88.60733626238888	942	0.49107142857142805	True	4
5094	949	6.856461984594587	9713.0	9.181323	33.77947081231339	50.6434675177597	68.23844332338103	88.17049315350562	949	0.5935828877005336	True	4
5095	946	6.853299093186078	9757.0	9.1858425	33.678384749410675	51.34775033309419	68.76088961771036	88.51081274982064	946	0.5935828877005336	True	4
5096	958	6.8658910748834385	9788.0	9.189014	33.32652227217	50.020433183489985	68.48181446669392	88.46546791990193	958	0.49107142857142805	True	4
5097	954	6.86171134048073	9908.0	9.201199	34.12394025030279	51.201049656842955	68.42955187727088	87.99959628582963	954	0.5935828877005336	True	4
5098	947	6.854354502255021	9906.0	9.200996	34.65576418332324	51.4839491217444	69.05915606703007	88.84514435695539	947	0.5935828877005336	True	4
5099	953	6.860663671448287	9822.0	9.192482	34.37181836693138	51.13011606597434	69.2425167990226	88.59702708206068	953	0.5935828877005336	True	4
5100	930	6.836259277277067	9839.0	9.194211	34.3124301250127	52.50533590812074	70.24087813802215	89.28752922044923	930	0.49107142857142805	True	5
5101	957	6.86484777797086	9747.0	9.184817	34.56448137888581	52.446906740535546	70.52426387606442	89.27875243664717	957	0.49107142857142805	True	5
5102	954	6.86171134048073	9928.0	9.203215	33.410556003223206	51.017324738114425	69.14786462530218	88.64826752618856	954	0.49107142857142805	True	5
5103	946	6.853299093186078	9845.0	9.19482	34.149314372778065	52.43270695784662	70.55358049771458	89.29405789740986	946	0.5935828877005336	True	5
5104	948	6.855408798609928	9801.0	9.190342	34.13937353331293	52.331394755637184	69.73778185899398	89.00112233445566	948	0.5935828877005336	True	5
5107	947	6.854354502255021	9899.0	9.20029	34.053944842913424	52.35882412364885	70.36064248914032	89.21103141731489	947	0.49107142857142805	True	5
5108	943	6.8501261661455	9861.0	9.1964445	33.26234661799006	51.303113274515766	69.66839062975357	88.85508569110638	943	0.5935828877005336	True	5
5109	946	6.853299093186078	9908.0	9.201199	34.1138473960436	51.897456600726684	69.43883730318933	88.95841744045217	946	0.5935828877005336	True	5
5110	937	6.843749949006225	9863.0	9.196647	33.63074115380716	52.073405657507855	70.71884822062253	89.82054141741862	937	0.5935828877005336	True	5
5111	938	6.844815479208263	9877.0	9.198066	33.9678039890655	52.141338463096076	70.54773716715601	89.328743545611	938	0.5935828877005336	True	5
5114	939	6.84587987526405	9864.0	9.196749	33.86050283860503	52.3418491484185	69.8499594484996	89.213300892133	939	0.49107142857142805	True	5
5115	948	6.855408798609928	9937.0	9.204121	34.4671430009057	52.46050115729093	70.35322531951293	89.23216262453457	948	0.49107142857142805	True	5
5116	947	6.854354502255021	9780.0	9.188197	33.466257668711656	51.22699386503068	70.29652351738241	89.11042944785275	947	0.5935828877005336	True	5
5117	932	6.838405200847344	9882.0	9.198571	33.859542602712	52.25662821291237	69.81380287391217	89.14187411455171	932	0.49107142857142805	True	5
5118	948	6.855408798609928	9849.0	9.195227	33.76992588080008	52.04589298405929	69.9664940603107	89.26794598436389	948	0.49107142857142805	True	5
5119	952	6.859614903654202	9771.0	9.187277	33.71200491249616	52.266912291474775	69.81885170402211	89.06969603929997	952	0.5935828877005336	True	5
5120	940	6.846943139585379	9890.0	9.199381	33.49848331648129	51.658240647118305	69.25176946410517	88.56420626895854	940	0.49107142857142805	True	5
5121	946	6.853299093186078	9775.0	9.187686	34.312020460358056	52.951406649616374	70.51662404092072	89.51406649616368	946	0.49107142857142805	True	5
5123	935	6.8416154764775925	9807.0	9.190953	34.607933109003774	52.92138268583665	69.99082288161517	89.26277148975221	935	0.5935828877005336	True	5
5124	943	6.8501261661455	9821.0	9.19238	34.09021484573873	52.19427756847571	70.04378372874453	89.35953568883006	943	0.5935828877005336	True	5
5128	942	6.849066282633458	9799.0	9.190138	33.25849576487397	51.658332482906424	69.6193489131544	89.13154403510562	942	0.5935828877005336	True	5
5131	948	6.855408798609928	9866.0	9.196951	33.62051489965538	51.63186701804175	69.89661463612407	89.16480843300224	948	0.49107142857142805	True	5
5132	939	6.84587987526405	9848.0	9.195126	33.75304630381804	51.71608448415922	70.01421608448416	89.2770105605199	939	0.5935828877005336	True	5
5133	942	6.849066282633458	9930.0	9.203417	33.77643504531722	52.31621349446123	70.27190332326285	89.5166163141994	942	0.49107142857142805	True	5
5134	952	6.859614903654202	9866.0	9.196951	34.11717007905939	52.169065477397126	69.80539225623353	89.01277113318467	952	0.5935828877005336	True	5
5135	945	6.852242569051878	9829.0	9.193194	33.97090243158002	52.64014650523959	70.09868755722862	89.21558652965713	945	0.5935828877005336	True	5
5137	943	6.8501261661455	9777.0	9.18789	34.05952746241178	51.723432545770684	69.7044083052061	89.1377723227984	943	0.49107142857142805	True	5
5138	944	6.851184927493743	9996.0	9.21004	33.7735094037615	52.240896358543424	69.5578231292517	89.20568227290916	944	0.49107142857142805	True	5
5139	934	6.840546529288687	9836.0	9.193906	34.607564050427	52.765351769011794	70.24196827978854	89.17242781618543	934	0.5935828877005336	True	5
5140	930	6.836259277277067	9790.0	9.1892185	33.779366700715016	52.42083758937691	70.3779366700715	89.27477017364657	930	0.5935828877005336	True	5
5142	947	6.854354502255021	9824.0	9.192685	34.273208469055376	52.58550488599349	70.05293159609121	89.2915309446254	947	0.49107142857142805	True	5
5143	937	6.843749949006225	9731.0	9.183175	34.27191450005138	52.40982427294214	70.31137601479807	89.53858801767547	937	0.5935828877005336	True	5
5144	946	6.853299093186078	9883.0	9.198672	33.24901345745219	51.75553981584539	69.96863300617221	88.97096023474653	946	0.49107142857142805	True	5
5145	939	6.84587987526405	9719.0	9.181941	33.49109990739788	51.702850087457556	69.98662413828583	89.46393661899373	939	0.5935828877005336	True	5
5146	935	6.8416154764775925	9811.0	9.191361	33.982264804810924	51.9009275303231	69.065334828254	88.98175517276526	935	0.49107142857142805	True	5
5147	954	6.86171134048073	9898.0	9.200189	34.20893109719135	51.93978581531623	69.68074358456255	88.95736512426753	954	0.49107142857142805	True	5
5148	931	6.837332814685591	9828.0	9.193092	34.34065934065934	52.70655270655271	70.05494505494505	89.3060643060643	931	0.5935828877005336	True	5
5149	942	6.849066282633458	9811.0	9.191361	33.63571501376006	51.88054224849659	69.69727856487616	88.91040668637244	942	0.5935828877005336	True	5
5150	951	6.858565034791365	9784.0	9.188606	33.09484873262469	50.20441537203598	68.83687653311529	88.4403107113655	951	0.5935828877005336	True	3
5154	949	6.856461984594587	9934.0	9.203819	32.50452989732233	50.5637205556674	69.91141534125227	88.88665190255688	949	0.49107142857142805	True	3
5158	957	6.86484777797086	9864.0	9.196749	32.59326845093268	50.141930251419296	69.15044606650446	88.9294403892944	957	0.49107142857142805	True	3
5161	962	6.870053411798126	9870.0	9.197356	32.81661600810537	50.73961499493414	69.48328267477204	88.83485309017225	962	0.5935828877005336	True	3
5164	947	6.854354502255021	9844.0	9.194719	31.98902885006095	49.69524583502641	68.91507517269403	88.65298659081674	947	0.49107142857142805	True	3
5166	948	6.855408798609928	9961.0	9.206533	32.19556269450858	49.76407991165546	68.40678646722218	88.24415219355485	948	0.5935828877005336	True	3
5170	950	6.85751406254539	9816.0	9.191871	33.0480847595762	50.3361858190709	69.34596577017115	88.95680521597392	950	0.49107142857142805	True	3
5184	952	6.859614903654202	9871.0	9.197457	32.27636510991794	50.5723837503799	69.28376051058656	88.6840239084186	952	0.49107142857142805	True	3
5189	955	6.862757913051401	9932.0	9.203618	31.957309706000807	50.0402738622634	68.93878372935964	88.40112766814337	955	0.49107142857142805	True	3
5194	937	6.843749949006225	9639.0	9.1736765	32.82498184458969	50.700280112044815	69.85164436144828	89.12750285299305	937	0.5935828877005336	True	3
5195	954	6.86171134048073	9961.0	9.206533	32.366228290332295	50.0351370344343	68.69792189539203	88.79630559180805	954	0.49107142857142805	True	3
5196	945	6.852242569051878	9981.0	9.208539	32.16110610159303	50.175333132952616	69.56216811942691	89.1894599739505	945	0.49107142857142805	True	3
5197	943	6.8501261661455	9892.0	9.199583	32.430246663970884	50.040436716538615	68.85361908613021	88.81924787707239	943	0.49107142857142805	True	3
5198	942	6.849066282633458	9781.0	9.188299	31.82701155301094	49.39167774256211	68.42858603414784	88.97863204171352	942	0.49107142857142805	True	3
5199	942	6.849066282633458	9659.0	9.175749	33.1814887669531	50.28470856196293	69.07547365151672	88.61165752148256	942	0.49107142857142805	True	3
5201	966	6.874198495453294	10053.0	9.215726	31.831294141052425	49.65681886004178	67.94986571172784	87.99363374117179	966	0.49107142857142805	True	3
5203	951	6.858565034791365	9716.0	9.181632	32.307533964594484	49.98970769864142	69.59654178674351	88.96665294359819	951	0.49107142857142805	True	3
5207	951	6.858565034791365	9857.0	9.196038	32.87004159480572	50.421020594501364	69.47347063000913	88.89114334990363	951	0.49107142857142805	True	3
5210	953	6.860663671448287	9895.0	9.199886	32.13744315310763	49.74229408792319	68.34765032844872	88.53966649823143	953	0.49107142857142805	True	3
5212	955	6.862757913051401	9809.0	9.191157	33.06147415638699	50.08665511265165	69.09980630033643	88.92853501886023	955	0.5935828877005336	True	3
5215	944	6.851184927493743	9957.0	9.206132	32.22858290649794	50.01506477854776	69.44862910515216	88.68132971778648	944	0.49107142857142805	True	3
5222	945	6.852242569051878	9860.0	9.196342	32.35294117647059	51.04462474645031	69.75659229208925	88.86409736308316	945	0.49107142857142805	True	3
5223	936	6.842683282238422	9836.0	9.193906	32.53355022366816	50.386335908906055	69.55063033753558	89.12159414396096	936	0.49107142857142805	True	3
5232	939	6.84587987526405	9864.0	9.196749	32.086374695863746	49.78710462287105	69.26196269261963	88.6050283860503	939	0.5935828877005336	True	3
5240	943	6.8501261661455	9792.0	9.189424	33.47630718954248	51.08251633986928	70.09803921568627	88.98080065359477	943	0.49107142857142805	True	3
5242	946	6.853299093186078	9795.0	9.18973	32.09800918836141	49.89280245022971	69.18836140888209	88.87187340479836	946	0.5935828877005336	True	3
5247	954	6.86171134048073	9918.0	9.202208	32.90986085904416	50.24198427102239	69.18733615648316	89.00988102440009	954	0.49107142857142805	True	3
5252	954	6.86171134048073	9734.0	9.183483	32.607355660571194	49.65070885555784	68.74871584138073	88.43229915759194	954	0.5935828877005336	True	3
5256	941	6.848005274576363	9851.0	9.19543	33.22505329408182	50.69536087706832	69.71881027306873	89.40209115825805	941	0.5935828877005336	True	3
5257	951	6.858565034791365	9843.0	9.194617	32.764401097226454	50.30986487859393	69.16590470385046	88.62135527786245	951	0.49107142857142805	True	3
5261	946	6.853299093186078	9865.0	9.19685	32.2250380131779	49.81246832235175	69.06234161175875	89.09275215408007	946	0.49107142857142805	True	3
5263	960	6.8679744089702925	9750.0	9.185125	32.07179487179487	50.05128205128205	68.62564102564103	88.41025641025641	960	0.5935828877005336	True	3
5266	946	6.853299093186078	9964.0	9.206834	33.43034925732638	50.582095543958246	68.99839421918908	88.55881172219992	946	0.5935828877005336	True	3
5267	947	6.854354502255021	9820.0	9.192278	32.05702647657841	49.989816700611	68.89002036659878	88.65580448065174	947	0.5935828877005336	True	3
5270	954	6.86171134048073	9877.0	9.198066	32.65161486281259	50.683405892477474	69.8086463501063	88.82251695859067	954	0.5935828877005336	True	3
5272	945	6.852242569051878	9877.0	9.198066	32.773109243697476	50.48091525766934	69.59603118355776	89.02500759339881	945	0.49107142857142805	True	3
5273	939	6.84587987526405	9764.0	9.18656	31.7083162638263	49.19090536665301	69.05981155264236	88.86726751331422	939	0.49107142857142805	True	3
5277	946	6.853299093186078	9840.0	9.194313	32.46951219512195	49.71544715447154	68.21138211382114	88.6890243902439	946	0.5935828877005336	True	3
5285	954	6.86171134048073	9836.0	9.193906	32.64538430256202	50.396502643350956	69.04229361529077	88.28792191947946	954	0.5935828877005336	True	3
5298	953	6.860663671448287	9876.0	9.197964	32.36127987039287	50.28351559335763	69.50182260024302	89.11502632644796	953	0.5935828877005336	True	3
5303	956	6.863803391452954	9861.0	9.1964445	32.3902241152013	49.822533211641826	68.49203934692221	88.22634621235169	956	0.49107142857142805	True	3
5304	953	6.860663671448287	9890.0	9.199381	32.578361981799794	50.15166835187057	68.79676440849343	88.77654196157735	953	0.49107142857142805	True	3
5306	960	6.8679744089702925	9833.0	9.193601	32.777382284145226	50.47289738635208	68.92098037221601	88.73182141767518	960	0.49107142857142805	True	3
5307	947	6.854354502255021	9823.0	9.192584	32.84129084800978	50.483558994197296	68.82826020563982	88.82215209202892	947	0.5935828877005336	True	3
5308	948	6.855408798609928	9745.0	9.184612	32.65264238070806	50.47716777834788	69.38943047716778	89.0815802975885	948	0.49107142857142805	True	3
5309	947	6.854354502255021	9867.0	9.197052	32.02594506942333	49.49832775919732	68.41998581129016	88.53754940711462	947	0.49107142857142805	True	3
5310	951	6.858565034791365	9906.0	9.200996	32.39450837876034	49.97981021603069	68.8471633353523	88.42115889359984	951	0.49107142857142805	True	3
5313	947	6.854354502255021	9778.0	9.187992	32.307220290447944	49.66250767028022	69.12456535078748	88.8116179177746	947	0.5935828877005336	True	3
5315	952	6.859614903654202	9750.0	9.185125	32.53333333333333	50.09230769230769	68.53333333333333	88.35897435897436	952	0.5935828877005336	True	3
5318	947	6.854354502255021	9694.0	9.179365	32.710955230039204	50.76335877862596	69.69259335671549	88.90035073241181	947	0.5935828877005336	True	3
5320	950	6.85751406254539	9762.0	9.186355	32.72894898586355	49.98975619750051	69.22761729153862	88.45523458307724	950	0.49107142857142805	True	3
5321	947	6.854354502255021	9932.0	9.203618	32.581554571083366	50.291985501409584	69.23076923076923	88.73338703181635	947	0.49107142857142805	True	3
5322	956	6.863803391452954	10017.0	9.212139	32.754317659978035	49.38604372566637	67.77478286912249	87.72087451332735	956	0.49107142857142805	True	3
5325	953	6.860663671448287	9773.0	9.187481	32.71257546301033	50.2813874961629	69.17016269313415	88.38637061291313	953	0.49107142857142805	True	3
5327	954	6.86171134048073	9881.0	9.19847	32.790203420706405	50.07590324865904	68.61653678777452	88.09837061026212	954	0.49107142857142805	True	3
5330	953	6.860663671448287	9856.0	9.195937	32.74147727272727	49.888392857142854	68.30357142857143	88.11891233766234	953	0.5935828877005336	True	3
5332	949	6.856461984594587	9870.0	9.197356	32.431610942249236	50.50658561296859	69.15906788247213	88.86524822695036	949	0.5935828877005336	True	3
5333	952	6.859614903654202	9905.0	9.200896	32.36749116607774	49.7223624432105	68.40989399293285	88.49066128218071	952	0.49107142857142805	True	3
5336	948	6.855408798609928	9764.0	9.18656	32.63006964358869	49.83613273248669	69.24416222859485	89.06185989348627	948	0.49107142857142805	True	3
5337	947	6.854354502255021	9861.0	9.1964445	31.60937024642531	49.19379373288713	67.93428658351081	88.27705100902546	947	0.49107142857142805	True	3
5344	948	6.855408798609928	9870.0	9.197356	32.47213779128673	49.90881458966565	69.209726443769	88.73353596757852	948	0.5935828877005336	True	3
5345	951	6.858565034791365	9911.0	9.201502	32.95328422964383	50.73151044294219	69.71042276258702	89.20391484209465	951	0.5935828877005336	True	3
