gene	rho	p
ABCC4 (10257)	0.0202974685158909	0.50068441446017
ABCC5 (10057)	-0.03443696771518351	0.253145080261765
ABCC6 (368)	-0.002032143114057452	0.9727529223080512
ABCC8 (6833)	-0.05326841330537695	0.07699897563194645
ABCC9 (10060)	0.04198936217588283	0.1634502881200927
ABCD1 (215)	-0.028560854027583616	0.34330002753526484
ABCD2 (225)	-0.0028658980874123542	0.9242569338330925
ABCD3 (5825)	-0.12390601654271333	3.685788959170428e-05
ABCD4 (5826)	0.009483621789895135	0.7530542016442004
ABCE1 (6059)	-0.035187496871410394	0.2429422803502633
ABCF1 (23)	0.19082068467412133	1.669310376997739e-10
ABCF3 (55324)	-0.03335469998257634	0.26837622992339544
ABCG1 (9619)	-0.05416630896615735	0.07214186741576019
ABCG2 (9429)	0.015745548696889565	0.6014114495458381
ABCG4 (64137)	0.007573897285930802	0.8016142927418507
ABCG5 (64240)	-0.017570518591732726	0.5599433651497117
ABCG8 (64241)	0.02936963374647012	0.3298022959281073
ABHD1 (84696)	-0.0055428716389499125	0.8541080240416761
ABHD10 (55347)	0.019217703620973147	0.5237452451521752
ABHD11 (83451)	0.07277024041089201	0.015637422061307436
ABHD12 (26090)	0.04534397933284975	0.1323226328681592
ABHD12B (145447)	-0.006530980407685282	0.8284735874948356
ABHD13 (84945)	-0.076580196760871	0.010953089024779922
ABHD14A (25864)	0.041187322771508585	0.17165054100900878
ABHD14B (84836)	-0.0378254354972523	0.20938361401773725
ABHD15 (116236)	-0.047145139205643935	0.11761739281077015
ABHD16A (7920)	-0.023212519945234482	0.44121035632401867
ABHD16B (140701)	0.015493712489395224	0.607240829883351
ABHD17A (81926)	-0.06984599017712279	0.020346850677209965
ABHD17B (51104)	0.03983225064854135	0.18619772181552496
ABHD17C (58489)	0.0018744032958997903	0.9504186058471361
ABHD18 (80167)	-0.048069771043787256	0.11058287664951104
ABHD2 (11057)	0.05683744867139643	0.05915508543188338
ABHD3 (171586)	0.08136922664460947	0.006854951088287043
ABHD4 (63874)	0.005683928440917221	0.8504385072455344
ABHD5 (51099)	-0.015560416383840531	0.6056943492650708
ABHD6 (57406)	0.06540503656897996	0.029851233989430532
ABHD8 (79575)	0.012881045561829198	0.6691384139597448
ABI1 (10006)	-0.08550182296637361	0.004488436473174243
ABI2 (10152)	-0.10895093556239666	0.0002888371682049759
ABI3 (51225)	0.01909955494929237	0.5263011953671874
ABI3BP (25890)	-0.016357503337270245	0.5873524673291274
ABITRAM (54942)	-0.012318603150286876	0.6827816932704185
ABL1 (25)	0.049364582474093255	0.10129468050987332
ABL2 (27)	0.10507387057161138	0.0004733911061519821
ABLIM1 (3983)	0.02305522752267266	0.44431271146202306
ABLIM2 (84448)	-0.11857380850748532	7.897952251334999e-05
ABLIM3 (22885)	0.0523551607424429	0.08220888083071529
ABR (29)	0.012669412326831865	0.674259554430485
ABRA (137735)	-0.0061183059496712905	0.8391590471720008
ABRACL (58527)	-0.03444596225637715	0.253021068709048
ABRAXAS1 (84142)	0.04276704829159291	0.15578407809080128
ABRAXAS2 (23172)	0.02860244122175084	0.3425974996378615
ABT1 (29777)	-0.030122431807220556	0.3175516058816512
ABTB1 (80325)	0.08155942309859879	0.006725259325409364
ABTB2 (25841)	0.004920642260524321	0.8703315798614558
ACAA1 (30)	-0.042802939807590146	0.15543696261999668
ACAA2 (10449)	-0.06742345955257535	0.025140312068235873
ACACA (31)	0.03543176931255272	0.23968474497348818
ACACB (32)	0.04575521917272033	0.12884576569454104
ACAD10 (80724)	-0.05359653510576606	0.07519403730074702
ACAD11 (84129)	0.05116093693329856	0.08944846765576822
ACAD8 (27034)	-0.1642727955357274	4.0912808445771816e-08
ACAD9 (28976)	0.013156418031118815	0.6624978695402368
ACADL (33)	-0.009225029755151423	0.7595774798280103
ACADM (34)	0.06503439900005337	0.030794050608755452
ACADS (35)	-0.012208148991956982	0.685473379225964
ACADSB (36)	0.0002874051293739191	0.9923928312318666
ACADVL (37)	-0.03860090496354113	0.20018818209738928
ACAN (176)	-0.053201257346181495	0.07737270119087906
ACAP1 (9744)	0.05108809147784473	0.08990615765801385
ACAP2 (23527)	0.029907250103769115	0.3210225741727487
ACAP3 (116983)	-0.05311659005686072	0.07784597982677963
ACAT1 (38)	-0.04647503344280821	0.12293116070630146
ACAT2 (39)	-0.043512548150826315	0.1486939776159235
ACBD3 (64746)	-0.06277038014288298	0.03712498880890146
ACBD4 (79777)	-0.050282384821251656	0.09509499293982461
ACBD5 (91452)	-0.012262994338065422	0.6841363378838194
ACBD6 (84320)	-0.004397954228020982	0.8840023049230334
ACBD7 (414149)	-0.022021927173161142	0.4649994919057306
ACCS (84680)	-0.011389073996385697	0.7055561704066171
ACCSL (390110)	-0.0271105776230291	0.368372634649225
ACD (65057)	0.1450233761835283	1.3210233302821256e-06
ACE (1636)	0.0003652551169428131	0.9903323525728238
ACE2 (59272)	-0.06282403564994618	0.03696303326300812
ACER1 (125981)	0.05043851113517975	0.09407123254251033
ACER2 (340485)	0.008758627518589997	0.7713860105485765
ACER3 (55331)	-0.10308909397060291	0.0006058207267946769
ACHE (43)	-0.07602196712166523	0.011550352804201504
ACIN1 (22985)	-0.01149089401821556	0.7030481339010751
ACKR1 (2532)	0.051903766652247725	0.08488745418135021
ACKR2 (1238)	-0.014357687004947191	0.633844000668388
ACKR3 (57007)	0.05281780025948218	0.07953501983072948
ACKR4 (51554)	0.02726247128630252	0.36569454334435175
ACLY (47)	0.08484094197097006	0.004808651264908661
ACMSD (130013)	-0.06359608575738844	0.03469837372662145
ACO1 (48)	-0.13440998213208247	7.4913581106463165e-06
ACO2 (50)	-0.021791932951373865	0.46967571426019583
ACOD1 (730249)	0.013696309966256806	0.6495555066361464
ACOT11 (26027)	0.03759740966022817	0.2121447584698749
ACOT12 (134526)	0.06820090877272073	0.023505307660800116
ACOT13 (55856)	-0.0055581273219256445	0.85371100214056
ACOT2 (10965)	-0.05779809417250773	0.0549861088119712
ACOT4 (122970)	0.07428477777342786	0.014252246790869302
ACOT6 (641372)	-0.025074225758771218	0.40544404842096293
ACOT7 (11332)	0.03644867081516882	0.22645455781969365
ACOT8 (10005)	0.003909457019776492	0.8968101214733253
ACOT9 (23597)	-0.009875477615540976	0.7432027979587897
ACOX1 (51)	-0.06608631073107298	0.02818277573634647
ACOX2 (8309)	-0.0140178248620464	0.6418976716014759
ACOX3 (8310)	0.07390070907273974	0.01409144803974417
ACOXL (55289)	-0.0703353595193166	0.019481658292833545
ACP1 (52)	-0.06422927118013612	0.03293040746066266
ACP2 (53)	-0.0026465096792805593	0.9300396905891963
ACP3 (55)	0.019271171157209572	0.5225906568407106
ACP4 (93650)	-0.003200154179374054	0.9154542140702021
ACP5 (54)	0.039919906981866954	0.185230007907722
ACP6 (51205)	-0.11134635172262453	0.00021113451910448732
ACP7 (390928)	-0.009888384283894935	0.7428790225652511
ACR (49)	0.005227611567862552	0.8623206333938163
ACRBP (84519)	-0.05540090727921211	0.0658754031584136
ACRV1 (56)	0.02995070225737447	0.3203196863091377
ACSBG1 (23205)	-0.0016080536178857913	0.9574568176912951
ACSBG2 (81616)	0.03388160814535004	0.26088406768427835
ACSF2 (80221)	0.025202171099169925	0.4030512548887788
ACSF3 (197322)	0.012026912924710316	0.6898986037443997
ACSL1 (2180)	-0.09786175613741316	0.0011368860788824667
ACSL3 (2181)	-0.11969458279890759	6.74639287679319e-05
ACSL4 (2182)	-0.24275311270089636	2.943165979384849e-16
ACSL5 (51703)	0.09739865318309854	0.001200399159060927
ACSL6 (23305)	0.08193123039098613	0.006478073934024025
ACSM1 (116285)	-0.02103789680913469	0.4851872348750446
ACSM2A (123876)	-0.11123978484569255	0.00023652558085278616
ACSM2B (348158)	-0.03234621535154647	0.29944592347143834
ACSM3 (6296)	0.04627195578442308	0.12457795683865695
ACSM4 (341392)	-0.016412817274300343	0.5860892117382532
ACSM5 (54988)	-0.07204045307437991	0.016712865874032798
ACSM6 (142827)	-0.04260626881359516	0.15734622807123613
ACSS1 (84532)	0.018255093505163276	0.5447531429702245
ACSS2 (55902)	0.014903569475107643	0.620998794824519
ACSS3 (79611)	-0.04402238280468288	0.1439886930008689
ACTA1 (58)	-0.009277415801998413	0.7582545848592784
ACTA2 (59)	-0.024279876478272643	0.42048841085421657
ACTB (60)	-0.20752575473991972	3.3948988760274356e-12
ACTBL2 (345651)	0.10689084550738531	0.00037630520432875445
ACTC1 (70)	0.009297773790648028	0.7577406788252294
ACTG1 (71)	-0.24691317436039756	8.781580042195057e-17
ACTG2 (72)	-0.008562658099711974	0.7763636343622154
ACTL6A (86)	0.05608058356679969	0.06262132143590607
ACTL6B (51412)	0.010211974478758485	0.7347764522615953
ACTL7A (10881)	-0.014615394474312102	0.6277658162587674
ACTL7B (10880)	-0.009429195320483027	0.7544257267736513
ACTL8 (81569)	-0.04906518207996464	0.10338525949099825
ACTL9 (284382)	-0.04046839451981661	0.1792590034983511
ACTN1 (87)	-0.12362918425487049	3.837503317878002e-05
ACTN2 (88)	0.02576644683788751	0.3925995668564046
ACTN4 (81)	0.05814296731730554	0.05355040547070645
ACTR10 (55860)	-0.010006041678586246	0.7399295815092234
ACTR1A (10121)	-0.2789636605234572	3.645087208292764e-21
ACTR1B (10120)	0.005706204000671897	0.8498593140580182
ACTR2 (10097)	-0.07229163825585248	0.01633560650191442
ACTR3 (10096)	-0.18280117288783393	9.606775916156132e-10
ACTR3B (57180)	-0.18384158850498056	7.688832604424545e-10
ACTR3C (653857)	0.02943582062545662	0.3450580774370686
ACTR5 (79913)	0.04883037434857945	0.10504866341189618
ACTR6 (64431)	-0.03232945490337374	0.2833739399906291
ACTR8 (93973)	-0.006756511293252077	0.8226471068486205
ACTRT1 (139741)	0.09753071034360578	0.0011819621582610429
ACTRT2 (140625)	0.0060202261955335235	0.8417030841061142
ACTRT3 (84517)	-0.045605715235304926	0.13010146792505012
ACVR1 (90)	0.008832327591402052	0.769516445645126
ACVR1B (91)	-0.03302787837663941	0.27309681185666096
ACVR1C (130399)	-0.061140029913945286	0.04234172715894064
ACVR2A (92)	-0.04107710177535082	0.1728010879941407
ACVR2B (93)	-0.06881757610553182	0.022274762388093276
ACVRL1 (94)	-0.0092422844757634	0.7591416718183344
ACY1 (95)	0.02628148999320951	0.3832044724453312
ACY3 (91703)	0.007094052952330993	0.8139451931274748
ACYP1 (97)	-0.01647561064619576	0.5846566687401986
ACYP2 (98)	-0.01909173007469098	0.5264706979525946
ADA (100)	0.04203651630985282	0.16297751383085293
ADA2 (51816)	0.017296866736883017	0.5660723605840505
ADAD1 (132612)	0.03856496845308383	0.20060769893902475
ADAD2 (161931)	0.026227975736532082	0.384174194719476
ADAL (161823)	-0.04625941975678949	0.12468017428296167
ADAM10 (102)	0.008456033045050647	0.7790757831854248
ADAM11 (4185)	-0.11319054020002661	0.00016517393271688055
ADAM12 (8038)	0.011734975665758129	0.6970490718736975
ADAM15 (8751)	0.05302422557162777	0.07836496701429242
ADAM17 (6868)	0.05602149872770292	0.06289882981057228
ADAM18 (8749)	-0.06883005684669369	0.02225044613247022
ADAM19 (8728)	0.04195072766355428	0.1638384123083815
ADAM2 (2515)	-0.05433075968534892	0.07128002476545917
ADAM20 (8748)	-0.04714372941750465	0.11762838001556182
ADAM21 (8747)	0.0012231423922202237	0.9676336945499118
ADAM22 (53616)	0.026666812428766888	0.376266404679817
ADAM23 (8745)	-0.044669271798624975	0.13818365655167064
ADAM28 (10863)	0.00950210657743494	0.7525885691884999
ADAM29 (11086)	-0.031018670814042883	0.3033601315064709
ADAM30 (11085)	-0.11348015400331331	0.00015887379054381625
ADAM32 (203102)	-0.00931127011139906	0.7574000439317405
ADAM33 (80332)	-0.0701023501597215	0.019889526401888923
ADAM7 (8756)	0.0362633448373688	0.22882610660094532
ADAM8 (101)	0.04364689339035092	0.1474428704739005
ADAM9 (8754)	-0.08587002856598024	0.004318521317953568
ADAMDEC1 (27299)	-0.09693936312946747	0.0012666081433332034
ADAMTS1 (9510)	-0.205662250048066	5.3319447685464685e-12
ADAMTS10 (81794)	-0.025012635195292354	0.406598911832826
ADAMTS12 (81792)	0.0654960791976318	0.029623470685384668
ADAMTS13 (11093)	-0.003364582161934352	0.9111276897899856
ADAMTS14 (140766)	0.05920586751900292	0.04932086158597962
ADAMTS15 (170689)	0.03490027602099011	0.2468121652495445
ADAMTS16 (170690)	-0.011326273961623484	0.7071046608540605
ADAMTS17 (170691)	0.0023867252712668698	0.9368919757334991
ADAMTS18 (170692)	-0.06249183689926024	0.03797548143838704
ADAMTS19 (171019)	-0.023592467180308028	0.43376781527316954
ADAMTS2 (9509)	-0.010249636264592472	0.7338353086911363
ADAMTS20 (80070)	-0.014441208860310209	0.6318713580683426
ADAMTS3 (9508)	0.02732983045858186	0.36451080391708474
ADAMTS4 (9507)	0.09535524257716302	0.0015216567367587943
ADAMTS5 (11096)	-0.11203667044210011	0.00019268053880435986
ADAMTS6 (11174)	-0.020853666262964077	0.48901877866011356
ADAMTS7 (11173)	-0.1111240437312764	0.06099224290020818
ADAMTS8 (11095)	-0.03580707324763127	0.23473995205039058
ADAMTS9 (56999)	-0.04461157045279461	0.1386940241445895
ADAMTSL1 (92949)	-0.06446908736634069	0.03228120285771813
ADAMTSL2 (9719)	-0.027595957021162628	0.3598574429193699
ADAMTSL3 (57188)	-0.015303964531518619	0.6116495904108601
ADAMTSL4 (54507)	-0.024654422533756597	0.4133543973028099
ADAMTSL5 (339366)	-0.015495070264567907	0.6072093333207289
ADAP1 (11033)	-0.05046829907842451	0.09387691152574308
ADAP2 (55803)	-0.0928931725567532	0.0020130651750159467
ADAR (103)	-0.023843480096787443	0.4288909009629105
ADARB1 (104)	-0.04704791471742165	0.11837700013435473
ADARB2 (105)	0.011068866060746592	0.7134642835445456
ADAT1 (23536)	-0.06001599701058655	0.046288354478355116
ADAT2 (134637)	-0.026665487219523547	0.3762901327707264
ADAT3 (113179)	0.011627692695181916	0.6996835800095148
ADCK1 (57143)	0.020392840870840027	0.4986736743888472
ADCK2 (90956)	-0.06355606128931215	0.034812799422066734
ADCK5 (203054)	-0.0035922532714687313	0.9051414440625172
ADCY1 (107)	-0.011028173880854295	0.7144714770872462
ADCY10 (55811)	-0.004636806776117407	0.8777506662708131
ADCY2 (108)	-0.012201726993466852	0.6856300016725415
ADCY3 (109)	-0.023098000965356878	0.44346784145359325
ADCY4 (196883)	-0.008932911235579629	0.7669670792935196
ADCY5 (111)	0.03162086009176577	0.2940648942612556
ADCY6 (112)	0.014519539947595464	0.6300236873366893
ADCY7 (113)	-0.004171985164134205	0.8899233901099275
ADCY8 (114)	-0.005831719630796435	0.846597267428343
ADCY9 (115)	0.04141366054871425	0.16930587110265408
ADCYAP1 (116)	-0.09791603658125055	0.0011296483634362594
ADCYAP1R1 (117)	-0.10210347079962516	0.000683689907065367
ADD1 (118)	-0.03481659568798985	0.24794770514283496
ADD2 (119)	0.0005180095647544931	0.9862895553104635
ADD3 (120)	0.06250740125053435	0.03792752512776315
ADGRA1 (84435)	-0.0535908916149582	0.07522478696885575
ADGRA2 (25960)	0.04379634590588704	0.1460605345868547
ADGRA3 (166647)	0.017198649510432793	0.5682799524761256
ADGRB1 (575)	-0.034386966608081986	0.25383523747916237
ADGRB2 (576)	3.663269200970629e-05	0.9990303749312914
ADGRB3 (577)	0.009735677263121802	0.7467127111774224
ADGRD1 (283383)	0.018095553158494426	0.5482748870664159
ADGRE1 (2015)	0.04810587967323909	0.11031504892364125
ADGRE2 (30817)	-0.01883271492403881	0.5320971614079617
ADGRE3 (84658)	-0.09847843996062487	0.0010571216380661887
ADGRE5 (976)	0.05202848885616738	0.08414039918819301
ADGRF1 (266977)	-0.052433516433437466	0.08175096544788135
ADGRF3 (165082)	-0.01567858737898456	0.6029589747630476
ADGRF4 (221393)	-0.029859749070083458	0.32179210763608457
ADGRF5 (221395)	-0.0310685706364252	0.3025825611685955
ADGRG1 (9289)	0.11621861565000632	0.00010949472354219245
ADGRG2 (10149)	0.03386290563374308	0.2611475027249995
ADGRG3 (222487)	-0.006125965176386204	0.8389604489637548
ADGRG4 (139378)	-0.08097549325250673	0.007130586119744204
ADGRG5 (221188)	0.08604321400065029	0.0042406338331375075
ADGRG6 (57211)	-0.027121232997252782	0.3681843693215437
ADGRG7 (84873)	0.03249364361918479	0.28093473495757637
ADGRL1 (22859)	0.13720693782941487	4.800590161422778e-06
ADGRL2 (23266)	-0.022197085294015945	0.461455605685633
ADGRL3 (23284)	-0.0770839901991542	0.010437765430983575
ADGRL4 (64123)	0.013222887792902866	0.6608989035101718
ADGRV1 (84059)	0.016915833161075547	0.5746595730112818
ADH1A (124)	0.07569189192741707	0.01191693034458303
ADH1B (125)	-0.051298846851081235	0.08858710859175434
ADH4 (127)	-0.05616802611511173	0.06221247936049565
ADH5 (128)	-0.048586240004475534	0.10680056037924399
ADH6 (130)	-0.019892534486956416	0.5092692337477376
ADH7 (131)	0.02430376365437249	0.42003128495605624
ADHFE1 (137872)	-0.0681925701847792	0.023522342987766058
ADI1 (55256)	4.2767127395611244e-05	0.9988680036092119
ADIG (149685)	-0.0022705076811033544	0.939958967866323
ADIPOQ (9370)	-0.012136050354324896	0.6872325250468323
ADIPOR1 (51094)	0.011107872687944692	0.7124992779423223
ADIPOR2 (79602)	0.04661819266225016	0.12178049474128264
ADIRF (10974)	-0.011793929557052416	0.6956029122344153
ADK (132)	-0.03467092341992316	0.2499331739845303
ADM (133)	0.08422313240562931	0.005126517652412789
ADM2 (79924)	-0.004962577573498955	0.8692363953288191
ADM5 (199800)	-0.012502159939068705	0.6783174620943172
ADNP (23394)	-0.08793097509274594	0.0034704854030731883
ADNP2 (22850)	-0.14542803921315275	1.2333373981326818e-06
ADO (84890)	-0.03565585471051028	0.23672357380377257
ADORA1 (134)	-0.03923941934441808	0.19284062530673812
ADORA2A (135)	-0.01328658057892393	0.6593681876602213
ADORA2B (136)	-0.07729046712603234	0.010232864178722845
ADORA3 (140)	0.07886703011170224	0.18429503280803172
ADPGK (83440)	-0.007256944955606395	0.8097539122652504
ADPRH (141)	0.010917942292264081	0.7172023688509258
ADPRHL1 (113622)	-0.0449163141982241	0.1360148966385552
ADPRM (56985)	0.0341259281469072	0.25745954347864997
ADPRS (54936)	-0.15729056925679374	1.5157216965456052e-07
ADRA1A (148)	0.010643794251372716	0.7240097542333588
ADRA1B (147)	0.046980023944982595	0.1189096997245988
ADRA1D (146)	-0.030366260501037003	0.31364835268424424
ADRA2A (150)	-0.019338541536013238	0.5211377093553751
ADRA2B (151)	-0.027883198608569706	0.3548768841216135
ADRA2C (152)	-0.04410865854807528	0.14320385481369094
ADRB1 (153)	0.008384826254879345	0.7808885211841102
ADRB2 (154)	-0.017823570585657603	0.554304492855063
ADRB3 (155)	-0.07980620588658772	0.00800866160072409
ADRM1 (11047)	-0.036781441787119284	0.22224026406987057
ADSL (158)	-0.05424756779681756	0.07171495219784177
ADSS1 (122622)	-0.07597065464868048	0.011606675600799607
ADSS2 (159)	-0.054457023715862155	0.0706240433485758
ADTRP (84830)	-0.06619586499463916	0.027922106913870218
AEBP1 (165)	0.07202918658456367	0.016729964772204682
AEBP2 (121536)	-0.08119915053787038	0.006972818924849644
AEN (64782)	-0.14999818301169285	5.605211960158639e-07
AFAP1 (60312)	0.16790168561999586	2.0255560382531836e-08
AFAP1L1 (134265)	-0.05765541934258743	0.05558936350790377
AFAP1L2 (84632)	-0.019200983075661388	0.5241065798118397
AFDN (4301)	-0.03477889529698582	0.24846048965555842
AFF1 (4299)	-0.15255496991545553	3.5683709977319224e-07
AFF2 (2334)	-0.12163169314614138	5.121119365163027e-05
AFF3 (3899)	0.01168780871592742	0.6982068860956641
AFF4 (27125)	-0.025698178036058224	0.3938552668815484
AFG1L (246269)	-0.020526441354527518	0.49586419372431717
AFG3L2 (10939)	0.02008194561845092	0.5052440566332517
AFM (173)	0.045790680745316434	0.1285493038353452
AFMID (125061)	-0.08430791436727574	0.005081802509926533
AFP (174)	-0.03989761677980161	0.18547573570965892
AFTPH (54812)	-0.032067283543037936	0.2872984078352428
AGA (175)	-0.11233962719818108	0.00018506938094700967
AGAP1 (116987)	0.02630838607339709	0.3827176592677452
AGAP2 (116986)	0.02733327731806074	0.36445029476239127
AGAP3 (116988)	-0.015385135523964349	0.6097618638657175
AGAP5 (729092)	0.029324198239527647	0.34689128363747634
AGAP6 (414189)	-0.020427159440081624	0.49795118456129756
AGAP9 (642517)	-0.1465718828356549	2.2882640482330516e-06
AGBL1 (123624)	-0.015956201784448978	0.5965548175784994
AGBL2 (79841)	-0.016497197146631417	0.5841645787822269
AGBL3 (340351)	-0.09797044599558613	0.0011224361626381817
AGBL4 (84871)	-0.07757331014762829	0.009957985669853881
AGBL5 (60509)	-0.06559044715696644	0.02938896518588725
AGER (177)	-0.01622602188377688	0.5903602709655454
AGFG1 (3267)	-0.02315420449609895	0.4423590922471254
AGFG2 (3268)	-0.01435092590504685	0.6340038002198001
AGGF1 (55109)	0.018054796803196913	0.5491763535253759
AGK (55750)	0.05115733224345572	0.08947107186854707
AGL (178)	0.04654863770160393	0.1223384995215844
AGMAT (79814)	0.05798101266144451	0.05422067993463877
AGMO (392636)	-0.04859387997546993	0.10674538800595101
AGO1 (26523)	-0.01880143809419126	0.5327786254377926
AGO2 (27161)	0.02367192965375991	0.43222049092965287
AGO3 (192669)	-0.07166628802934107	0.017288993745844177
AGO4 (192670)	-0.019987902014482768	0.5072404836976019
AGPAT1 (10554)	-0.06244871200266755	0.03810862540802757
AGPAT2 (10555)	-0.03942591506059461	0.19073238055075442
AGPAT3 (56894)	-0.021249683907756906	0.48080271768643607
AGPAT4 (56895)	-0.05848590927208935	0.052153876655572334
AGPAT5 (55326)	-0.07413659187207851	0.013786402733254937
AGPS (8540)	0.1099265016138353	0.0002544208727711337
AGR2 (10551)	-0.10647739756406287	0.0003966046585989007
AGR3 (155465)	-0.028626830468060332	0.3421859220739626
AGRN (375790)	-0.0251646238679698	0.40375257391548586
AGRP (181)	0.08774182561002068	0.0035414768202651136
AGT (183)	-0.06020351739999908	0.045609218421576024
AGTPBP1 (23287)	0.048238904519426126	0.10933277950346475
AGTR1 (185)	-0.047445439460701275	0.11529527531547029
AGTR2 (186)	-0.04111484497609047	0.17240645726292483
AGTRAP (57085)	-0.02136219193298041	0.47848231828365784
AGXT (189)	-0.01730281431182783	0.5659388112737773
AGXT2 (64902)	0.013477515137802966	0.6547880459473375
AHCTF1 (25909)	-0.021616075410305694	0.47326867429310837
AHCY (191)	-0.05510265761064483	0.0673466304167823
AHCYL1 (10768)	-0.07968394408830137	0.008105840771397354
AHCYL2 (23382)	-0.07601615212193939	0.01155672340830988
AHDC1 (27245)	-0.07085339640003661	0.018600925273109248
AHI1 (54806)	-0.04576169965015718	0.1287915487552619
AHNAK (79026)	-0.059088930326326776	0.04977203780019566
AHNAK2 (113146)	0.0855376078929272	0.004471661425622328
AHR (196)	-0.08017660213033234	0.007720581395024507
AHRR (57491)	-0.032893629641353395	0.27505222267990304
AHSA1 (10598)	-0.07797568715100028	0.009578259105399686
AHSG (197)	0.025603578579872624	0.39559928691695845
AHSP (51327)	0.008729225351872	0.772132232193658
AICDA (57379)	0.03235920801148049	0.2829308651267594
AIDA (64853)	-0.03568206209905632	0.23637895115778
AIF1 (199)	-0.01410773046897484	0.6397630432035151
AIF1L (83543)	-0.03605987729709031	0.23145008102608552
AIFM1 (9131)	0.05663997946462491	0.06004373858819824
AIFM2 (84883)	0.06710845693244982	0.02583024759160615
AIFM3 (150209)	-0.050035187957244376	0.09673413369107906
AIG1 (51390)	-0.08512862030647222	0.004666808228627457
AIM2 (9447)	0.01984166594390408	0.5103530914663215
AIMP1 (9255)	-0.04469972890469379	0.1379148472985343
AIMP2 (7965)	-0.017202360829538587	0.5681964598487339
AIP (9049)	-0.06955969190848148	0.020868384762753357
AIPL1 (23746)	-0.036301352648289584	0.2283383008991534
AIRE (326)	-0.04601128516291343	0.12671690779334996
AJAP1 (55966)	0.051531649460222595	0.08714822556473935
AJM1 (389813)	-0.08920839964514275	0.003023936295193526
AJUBA (84962)	0.16223302903912934	6.033254202400472e-08
AK1 (203)	0.014253927908534147	0.6362982348459574
AK2 (204)	-0.05409878984060044	0.0724981763783179
AK3 (50808)	0.018712338880144737	0.534722346246774
AK4 (205)	0.011792505662185152	0.6956378278743863
AK5 (26289)	0.006267062232956079	0.8353037491208035
AK6 (102157402)	0.10892993308328702	0.000291475010388096
