ENSEMBL	SYMBOL
ENSG00000172965	MIR4435-2HG
ENSG00000273033	LINC02035
ENSG00000165475	CRYL1
ENSG00000132950	ZMYM5
ENSG00000166046	TCP11L2
ENSG00000171132	PRKCE
ENSG00000119242	CCDC92
ENSG00000203392	NA
ENSG00000125459	MSTO1
ENSG00000225830	ERCC6
ENSG00000230439	NA
ENSG00000132702	HAPLN2
ENSG00000197536	NA
ENSG00000247828	TMEM161B-DT
ENSG00000150961	SEC24D
ENSG00000262160	NA
ENSG00000185684	NA
ENSG00000196275	GTF2IRD2
ENSG00000172006	ZNF554
ENSG00000148248	SURF4
ENSG00000108352	RAPGEFL1
ENSG00000182841	NA
ENSG00000118276	B4GALT6
ENSG00000145990	GFOD1
ENSG00000187626	ZKSCAN4
ENSG00000125148	MT2A
ENSG00000104205	SGK3
ENSG00000183208	GDPGP1
ENSG00000170191	NANP
ENSG00000214279	SCART1
ENSG00000234667	ACTL11P
ENSG00000263002	ZNF234
ENSG00000168612	ZSWIM1
ENSG00000261578	NA
ENSG00000108846	ABCC3
ENSG00000232224	NA
ENSG00000169715	MT1E
ENSG00000123870	NA
ENSG00000236830	CBR3-AS1
ENSG00000251192	ZNF674
ENSG00000197249	SERPINA1
ENSG00000108448	NA
ENSG00000226564	NA
ENSG00000101049	SGK2
ENSG00000134470	IL15RA
ENSG00000184254	ALDH1A3
ENSG00000182700	IGIP
ENSG00000204149	AGAP6
ENSG00000116406	EDEM3
ENSG00000248323	LUCAT1
ENSG00000111981	ULBP1
ENSG00000129270	NA
ENSG00000115459	ELMOD3
ENSG00000215769	ARHGAP27P1-BPTFP1-KPNA2P3
ENSG00000026652	AGPAT4
ENSG00000223361	FTH1P10
ENSG00000167637	ZNF283
ENSG00000132837	DMGDH
ENSG00000230882	NA
ENSG00000144134	RABL2A
ENSG00000180626	ZNF594
ENSG00000213417	KRTAP2-4
ENSG00000271895	NA
ENSG00000196696	PDXDC2P-NPIPB14P
ENSG00000196338	NLGN3
ENSG00000186577	SMIM29
ENSG00000187775	DNAH17
ENSG00000166343	MSS51
ENSG00000125775	SDCBP2
ENSG00000189433	GJB4
ENSG00000213199	ASIC3
ENSG00000101294	HM13
ENSG00000188315	C3orf62
ENSG00000103066	PLA2G15
ENSG00000097096	SYDE2
ENSG00000142961	MOB3C
ENSG00000124743	KLHL31
ENSG00000269439	PGLS-DT
ENSG00000120696	KBTBD7
ENSG00000273131	NA
ENSG00000143127	ITGA10
ENSG00000196152	ZNF79
ENSG00000124370	MCEE
ENSG00000215440	NPEPL1
ENSG00000215440	LOC124904942
ENSG00000169330	MINAR1
ENSG00000112139	MDGA1
ENSG00000143387	CTSK
ENSG00000115295	CLIP4
ENSG00000258297	NA
ENSG00000237212	NA
ENSG00000221909	FAM200A
ENSG00000261757	NA
ENSG00000234771	NA
ENSG00000104863	LIN7B
ENSG00000250959	NA
ENSG00000263874	LASP1NB
ENSG00000167996	FTH1
ENSG00000249087	ZNF436-AS1
ENSG00000139174	PRICKLE1
ENSG00000235523	NA
ENSG00000153902	LGI4
ENSG00000171365	CLCN5
ENSG00000197847	SLC22A20P
ENSG00000205423	CNEP1R1
ENSG00000170537	TMC7
ENSG00000140678	ITGAX
ENSG00000205639	MFSD2B
ENSG00000204947	ZNF425
ENSG00000128482	RNF112
ENSG00000156510	HKDC1
ENSG00000115902	SLC1A4
ENSG00000145536	ADAMTS16
ENSG00000271755	NA
ENSG00000204569	PPP1R10
ENSG00000169403	PTAFR
ENSG00000159082	SYNJ1
ENSG00000105499	PLA2G4C
ENSG00000176945	MUC20
ENSG00000205177	C11orf91
ENSG00000175806	MSRA
ENSG00000173227	SYT12
ENSG00000272661	NA
ENSG00000203761	NA
ENSG00000138347	MYPN
ENSG00000125089	SH3TC1
ENSG00000160712	IL6R
ENSG00000008226	DLEC1
ENSG00000254206	NPIPB11
ENSG00000196436	NPIPB15
ENSG00000196436	LOC124907807
ENSG00000196436	LOC124907808
ENSG00000186765	FSCN2
ENSG00000162298	SYVN1
ENSG00000182158	CREB3L2
ENSG00000111886	GABRR2
ENSG00000247679	NA
ENSG00000100068	NA
ENSG00000244486	SCARF2
ENSG00000013375	PGM3
ENSG00000130487	KLHDC7B
ENSG00000165388	NA
ENSG00000103343	ZNF174
ENSG00000137218	FRS3
ENSG00000171786	NHLH1
ENSG00000260276	NA
ENSG00000198855	FICD
ENSG00000242960	NA
ENSG00000259803	SLC22A31
ENSG00000244560	NA
ENSG00000169359	SLC33A1
ENSG00000260565	NA
ENSG00000105991	HOXA1
ENSG00000185128	NA
ENSG00000166473	PKD1L2
ENSG00000231312	MAP4K3-DT
ENSG00000167754	KLK5
ENSG00000265263	NA
ENSG00000261659	NA
ENSG00000156804	FBXO32
ENSG00000127220	ABHD8
ENSG00000100994	PYGB
ENSG00000182310	SPACA6
ENSG00000136114	THSD1
ENSG00000197140	ADAM32
ENSG00000273373	NA
ENSG00000161912	NA
ENSG00000175691	ZNF77
ENSG00000267796	LIN37
ENSG00000147883	CDKN2B
ENSG00000182318	ZSCAN22
ENSG00000144591	GMPPA
ENSG00000188051	TMEM221
ENSG00000175787	ZNF169
ENSG00000128590	DNAJB9
ENSG00000166833	NAV2
ENSG00000196150	ZNF250
ENSG00000186529	CYP4F3
ENSG00000174428	GTF2IRD2B
ENSG00000051108	HERPUD1
ENSG00000253313	C1orf210
ENSG00000253552	NA
ENSG00000271605	MILR1
ENSG00000248954	NA
ENSG00000173281	PPP1R3B
ENSG00000134245	WNT2B
ENSG00000145050	MANF
ENSG00000183778	B3GALT5
ENSG00000226314	ZKSCAN8P1
ENSG00000130783	CCDC62
ENSG00000176142	TMEM39A
ENSG00000246640	PICART1
ENSG00000173258	ZNF483
ENSG00000207870	MIR221
ENSG00000179240	GVQW3
ENSG00000271225	BNIP3P4
ENSG00000232987	NA
ENSG00000174567	GOLT1A
ENSG00000244242	IFITM10
ENSG00000160050	CCDC28B
ENSG00000160179	ABCG1
ENSG00000106665	CLIP2
ENSG00000044574	HSPA5
ENSG00000007171	NOS2
ENSG00000134684	YARS1
ENSG00000167797	CDK2AP2
ENSG00000004139	SARM1
ENSG00000137868	STRA6
ENSG00000182109	NA
ENSG00000153993	SEMA3D
ENSG00000213865	NA
ENSG00000124116	WFDC3
ENSG00000267221	C17orf113
ENSG00000110619	CARS1
ENSG00000106105	GARS1
ENSG00000176809	LRRC37A3
ENSG00000159307	SCUBE1
ENSG00000237264	NA
ENSG00000054277	OPN3
ENSG00000122481	RWDD3
ENSG00000270346	NA
ENSG00000231826	LINC01819
ENSG00000163009	NA
ENSG00000272148	NA
ENSG00000256294	ZNF225
ENSG00000031081	ARHGAP31
ENSG00000012171	SEMA3B
ENSG00000270441	NA
ENSG00000135480	KRT7
ENSG00000230795	HLA-K
ENSG00000235703	EOLA2-DT
ENSG00000114019	AMOTL2
ENSG00000103044	HAS3
ENSG00000168003	SLC3A2
ENSG00000090861	AARS1
ENSG00000149428	HYOU1
ENSG00000224997	NA
ENSG00000139626	ITGB7
ENSG00000135951	TSGA10
ENSG00000260470	NA
ENSG00000147174	GCNA
ENSG00000103257	SLC7A5
ENSG00000102359	SRPX2
ENSG00000102287	GABRE
ENSG00000164010	ERMAP
ENSG00000156103	MMP16
ENSG00000198208	RPS6KL1
ENSG00000240875	LINC00886
ENSG00000108733	PEX12
ENSG00000254438	LINC02683
ENSG00000163644	PPM1K
ENSG00000272808	GCAWKR
ENSG00000155666	KDM8
ENSG00000074935	TUBE1
ENSG00000271871	NA
ENSG00000184164	CRELD2
ENSG00000235316	NA
ENSG00000262484	CCER2
ENSG00000163746	PLSCR2
ENSG00000068976	PYGM
ENSG00000124549	NA
ENSG00000231187	LOC102724593
ENSG00000213139	CRYGS
ENSG00000177236	NA
ENSG00000026559	KCNG1
ENSG00000238120	LINC01589
ENSG00000248112	NA
ENSG00000214145	LINC00887
ENSG00000198496	NBR2
ENSG00000178935	ZNF552
ENSG00000168661	ZNF30
ENSG00000155660	PDIA4
ENSG00000269939	NA
ENSG00000249328	LOC101927040
ENSG00000255983	NA
ENSG00000184163	C1QTNF12
ENSG00000072849	DERL2
ENSG00000163520	FBLN2
ENSG00000250917	NA
ENSG00000162148	SAXO4
ENSG00000214954	LRRC69
ENSG00000085514	PILRA
ENSG00000244945	RUFY1-AS1
ENSG00000257176	LOC100506606
ENSG00000165124	SVEP1
ENSG00000166750	SLFN5
ENSG00000140044	JDP2
ENSG00000240990	HOXA11-AS
ENSG00000248544	NA
ENSG00000115844	DLX2
ENSG00000144182	LIPT1
ENSG00000121073	SLC35B1
ENSG00000221817	PPP3CB-AS1
ENSG00000154133	ROBO4
ENSG00000206337	HCP5
ENSG00000259668	NA
ENSG00000223477	NA
ENSG00000267010	NA
ENSG00000071537	SEL1L
ENSG00000196391	ZNF774
ENSG00000140297	GCNT3
ENSG00000150527	MIA2
ENSG00000223396	NA
ENSG00000174564	IL20RB
ENSG00000105523	FAM83E
ENSG00000128242	GAL3ST1
ENSG00000164187	LMBRD2
ENSG00000039600	SOX30
ENSG00000100219	XBP1
ENSG00000272630	NA
ENSG00000264098	NA
ENSG00000132801	ZSWIM3
ENSG00000115556	PLCD4
ENSG00000244219	TMEM225B
ENSG00000203993	ARRDC1-AS1
ENSG00000125998	FAM83C
ENSG00000273329	NA
ENSG00000002079	MYH16
ENSG00000239653	PSMD6-AS2
ENSG00000140105	WARS1
ENSG00000240280	TCAM1P
ENSG00000272604	EFCAB10-AS1
ENSG00000198380	GFPT1
ENSG00000026036	RTEL1-TNFRSF6B
ENSG00000172345	STARD5
ENSG00000136881	BAAT
ENSG00000250746	LOC100288073
ENSG00000176438	SYNE3
ENSG00000155957	TMBIM4
ENSG00000226453	NA
ENSG00000251405	NA
ENSG00000178440	TIMM23B-AGAP6
ENSG00000178917	ZNF852
ENSG00000186300	ZNF555
ENSG00000266777	NA
ENSG00000151012	SLC7A11
ENSG00000263422	NA
ENSG00000248124	NA
ENSG00000114850	SSR3
ENSG00000121552	CSTA
ENSG00000164509	IL31RA
ENSG00000167968	DNASE1L2
ENSG00000239704	CDRT4
ENSG00000219507	NA
ENSG00000147535	PLPP5
ENSG00000119523	ALG2
ENSG00000100889	PCK2
ENSG00000272275	NA
ENSG00000181019	NQO1
ENSG00000188993	LRRC66
ENSG00000164690	SHH
ENSG00000229692	NA
ENSG00000166900	STX3
ENSG00000149150	SLC43A1
ENSG00000070669	ASNS
ENSG00000182676	PPP1R27
ENSG00000203721	LINC00862
ENSG00000186723	OR10H1
ENSG00000241081	RPL22P2
ENSG00000256043	CTSO
ENSG00000136688	IL36G
ENSG00000163067	NA
ENSG00000229230	MT1P3
ENSG00000273058	NA
ENSG00000164241	C5orf63
ENSG00000188039	NWD1
ENSG00000225667	NA
ENSG00000250645	NA
ENSG00000272622	NA
ENSG00000269821	KCNQ1OT1
ENSG00000147912	FBXO10
ENSG00000118514	ALDH8A1
ENSG00000267871	ZNF460-AS1
ENSG00000271816	BMS1P4
ENSG00000197181	PIWIL2
ENSG00000213366	GSTM2
ENSG00000102580	DNAJC3
ENSG00000271912	NA
ENSG00000166546	BEAN1
ENSG00000242866	STRC
ENSG00000166311	SMPD1
ENSG00000229127	NA
ENSG00000124783	SSR1
ENSG00000075420	FNDC3B
ENSG00000184454	NCMAP
ENSG00000182326	C1S
ENSG00000171428	NAT1
ENSG00000213937	CLDN9
ENSG00000086619	ERO1B
ENSG00000262903	NA
ENSG00000139364	TMEM132B
ENSG00000256116	NA
ENSG00000241014	GPR199P
ENSG00000128271	ADORA2A
ENSG00000118194	TNNT2
ENSG00000167861	HID1
ENSG00000215039	CD27-AS1
ENSG00000244627	NA
ENSG00000062370	ZNF112
ENSG00000260597	NA
ENSG00000224769	NA
ENSG00000267757	EML2-AS1
ENSG00000162733	DDR2
ENSG00000259520	SLC28A2-AS1
ENSG00000116544	DLGAP3
ENSG00000182179	UBA7
ENSG00000260285	NA
ENSG00000152580	IGSF10
ENSG00000095585	BLNK
ENSG00000186162	CIDECP1
ENSG00000058262	SEC61A1
ENSG00000174871	CNIH2
ENSG00000230149	NA
ENSG00000273203	NA
ENSG00000146070	PLA2G7
ENSG00000178301	AQP11
ENSG00000172361	CFAP53
ENSG00000074660	SCARF1
ENSG00000128228	SDF2L1
ENSG00000185303	SFTPA2
ENSG00000172478	MAB21L4
ENSG00000168140	VASN
ENSG00000270055	NA
ENSG00000213204	NA
ENSG00000234684	SDCBP2-AS1
ENSG00000063015	SEZ6
ENSG00000225450	NA
ENSG00000053524	MCF2L2
ENSG00000255026	NA
ENSG00000266501	NA
ENSG00000233799	NA
ENSG00000109705	NKX3-2
ENSG00000205426	KRT81
ENSG00000227449	NA
ENSG00000272669	NA
ENSG00000005421	PON1
ENSG00000176700	NA
ENSG00000104983	CCDC61
ENSG00000107954	NEURL1
ENSG00000257137	NA
ENSG00000273237	NA
ENSG00000162873	KLHDC8A
ENSG00000260563	NA
ENSG00000233493	TMEM238
ENSG00000261101	NA
ENSG00000229659	RPL26P6
ENSG00000203896	LIME1
ENSG00000257178	NA
ENSG00000143110	C1orf162
ENSG00000226524	NA
ENSG00000255666	NA
ENSG00000197566	ZNF624
ENSG00000224066	NA
ENSG00000270145	NA
ENSG00000179841	AKAP5
ENSG00000136542	GALNT5
ENSG00000091513	TF
ENSG00000176024	ZNF613
ENSG00000155269	GPR78
ENSG00000238045	MVP-DT
ENSG00000207975	MIR181B1
ENSG00000213362	NA
ENSG00000137878	GCOM1
ENSG00000169991	IFFO2
ENSG00000226421	SLC25A5P5
ENSG00000114757	PEX5L
ENSG00000115641	FHL2
ENSG00000247809	NR2F2-AS1
ENSG00000272316	NA
ENSG00000179178	TMEM125
ENSG00000204876	LOC389602
ENSG00000257743	MGAM2
ENSG00000068912	ERLEC1
ENSG00000184313	MROH7
ENSG00000131096	PYY
ENSG00000267535	LINC00868
ENSG00000168060	NAALADL1
ENSG00000101605	MYOM1
ENSG00000214783	POLR2J4
ENSG00000101255	TRIB3
ENSG00000260948	NA
ENSG00000270127	NA
ENSG00000028137	TNFRSF1B
ENSG00000005981	ASB4
ENSG00000155984	NA
ENSG00000145949	MYLK4
ENSG00000161011	SQSTM1
ENSG00000251152	NA
ENSG00000254363	LOC101929719
ENSG00000224839	NA
ENSG00000162236	STX5
ENSG00000100312	ACR
ENSG00000182218	HHIPL1
ENSG00000257084	MIR200CHG
ENSG00000132139	NA
ENSG00000272916	NA
ENSG00000170271	FAXDC2
ENSG00000224715	LOC339685
ENSG00000233080	LINC01399
