ENSEMBL	SYMBOL
ENSG00000118418	HMGN3
ENSG00000166803	PCLAF
ENSG00000116711	PLA2G4A
ENSG00000085552	IGSF9
ENSG00000107798	LIPA
ENSG00000163507	CIP2A
ENSG00000181472	ZBTB2
ENSG00000073756	PTGS2
ENSG00000116127	ALMS1
ENSG00000092068	SLC7A8
ENSG00000182809	CRIP2
ENSG00000144959	NCEH1
ENSG00000166130	IKBIP
ENSG00000138821	SLC39A8
ENSG00000126709	IFI6
ENSG00000178531	CTXN1
ENSG00000106028	SSBP1
ENSG00000185880	TRIM69
ENSG00000105649	RAB3A
ENSG00000144354	CDCA7
ENSG00000135272	MDFIC
ENSG00000157557	ETS2
ENSG00000152270	PDE3B
ENSG00000100578	KIAA0586
ENSG00000213160	KLHL23
ENSG00000213160	PHOSPHO2-KLHL23
ENSG00000175216	CKAP5
ENSG00000108932	SLC16A6
ENSG00000177706	FAM20C
ENSG00000152422	XRCC4
ENSG00000001630	CYP51A1
ENSG00000150764	DIXDC1
ENSG00000153487	ING1
ENSG00000148200	NR6A1
ENSG00000102897	LYRM1
ENSG00000152253	SPC25
ENSG00000197766	CFD
ENSG00000178053	MLF1
ENSG00000115414	FN1
ENSG00000101868	POLA1
ENSG00000103494	RPGRIP1L
ENSG00000240694	PNMA2
ENSG00000186480	INSIG1
ENSG00000181458	TMEM45A
ENSG00000148339	SLC25A25
ENSG00000166974	MAPRE2
ENSG00000122483	CCDC18
ENSG00000182504	CEP97
ENSG00000154479	CFAP210
ENSG00000117054	ACADM
ENSG00000162490	DRAXIN
ENSG00000117280	RAB29
ENSG00000168280	KIF5C
ENSG00000109452	INPP4B
ENSG00000138439	FAM117B
ENSG00000064300	NGFR
ENSG00000179981	TSHZ1
ENSG00000096092	TMEM14A
ENSG00000160888	IER2
ENSG00000164603	BMT2
ENSG00000178878	APOLD1
ENSG00000122378	PRXL2A
ENSG00000146733	PSPH
ENSG00000185697	MYBL1
ENSG00000021300	PLEKHB1
ENSG00000106268	NUDT1
ENSG00000143195	ILDR2
ENSG00000102393	GLA
ENSG00000186687	LYRM7
ENSG00000036672	USP2
ENSG00000155850	SLC26A2
ENSG00000068615	REEP1
ENSG00000170456	DENND5B
ENSG00000245648	KLRK1-AS1
ENSG00000104147	OIP5
ENSG00000234664	NA
ENSG00000184185	KCNJ12
ENSG00000171843	MLLT3
ENSG00000196550	FAM72A
ENSG00000186205	MTARC1
ENSG00000003989	SLC7A2
ENSG00000151276	MAGI1
ENSG00000147383	NSDHL
ENSG00000169126	ODAD2
ENSG00000197121	PGAP1
ENSG00000254726	MEX3A
ENSG00000204856	FAM216A
ENSG00000142892	PIGK
ENSG00000059691	GATB
ENSG00000138780	GSTCD
ENSG00000104368	PLAT
ENSG00000167771	RCOR2
ENSG00000183873	SCN5A
ENSG00000084731	KIF3C
ENSG00000203760	CENPW
ENSG00000064042	LIMCH1
ENSG00000187231	SESTD1
ENSG00000099953	MMP11
ENSG00000178538	CA8
ENSG00000165434	PGM2L1
ENSG00000010704	HFE
ENSG00000129173	E2F8
ENSG00000165506	DNAAF2
ENSG00000102678	FGF9
ENSG00000197168	NEK5
ENSG00000170345	FOS
ENSG00000186792	HYAL3
ENSG00000153064	BANK1
ENSG00000121743	GJA3
ENSG00000165025	SYK
ENSG00000106524	ANKMY2
ENSG00000198056	PRIM1
ENSG00000157514	TSC22D3
ENSG00000187867	PALM3
ENSG00000272512	NA
ENSG00000140905	GCSH
ENSG00000160326	SLC2A6
ENSG00000111247	RAD51AP1
ENSG00000198435	NRARP
ENSG00000196408	NOXO1
ENSG00000167552	TUBA1A
ENSG00000234420	ZNF37BP
ENSG00000147400	CETN2
ENSG00000122970	IFT81
ENSG00000161677	JOSD2
ENSG00000101144	BMP7
ENSG00000205213	LGR4
ENSG00000169255	B3GALNT1
ENSG00000196562	SULF2
ENSG00000154917	RAB6B
ENSG00000165449	SLC16A9
ENSG00000128266	GNAZ
ENSG00000106327	TFR2
ENSG00000128872	TMOD2
ENSG00000151725	CENPU
ENSG00000259781	NA
ENSG00000138646	HERC5
ENSG00000129595	EPB41L4A
ENSG00000246090	LOC100507053
ENSG00000257167	TMPO-AS1
ENSG00000197444	OGDHL
ENSG00000181143	MUC16
ENSG00000139263	LRIG3
ENSG00000163710	PCOLCE2
ENSG00000138642	HERC6
ENSG00000109881	CCDC34
ENSG00000049323	LTBP1
ENSG00000186115	CYP4F2
ENSG00000197279	ZNF165
ENSG00000088727	KIF9
ENSG00000137440	FGFBP1
ENSG00000188785	ZNF548
ENSG00000198157	HMGN5
ENSG00000258947	TUBB3
ENSG00000006042	TMEM98
ENSG00000164125	GASK1B
ENSG00000171522	PTGER4
ENSG00000154553	PDLIM3
ENSG00000104381	GDAP1
ENSG00000176244	ACBD7
ENSG00000267598	NA
ENSG00000197744	NA
ENSG00000144485	HES6
ENSG00000254531	FLJ20021
ENSG00000158246	TENT5B
ENSG00000154822	PLCL2
ENSG00000130193	THEM6
ENSG00000121236	TRIM6
ENSG00000113368	LMNB1
ENSG00000152457	DCLRE1C
ENSG00000068784	SRBD1
ENSG00000198576	ARC
ENSG00000172366	MCRIP2
ENSG00000175768	TOMM5
ENSG00000168038	ULK4
ENSG00000205269	TMEM170B
ENSG00000135315	CEP162
ENSG00000273117	NA
ENSG00000227308	NA
ENSG00000139998	RAB15
ENSG00000180815	MAP3K15
ENSG00000120647	CCDC77
ENSG00000196104	SPOCK3
ENSG00000236901	MIR600HG
ENSG00000172167	MTBP
ENSG00000154240	CEP112
ENSG00000188610	FAM72B
ENSG00000000460	FIRRM
ENSG00000135338	LCA5
ENSG00000248866	USP46-DT
ENSG00000008735	MAPK8IP2
ENSG00000079308	TNS1
ENSG00000197557	IFT70A
ENSG00000102760	RGCC
ENSG00000135899	SP110
ENSG00000169184	MN1
ENSG00000178695	KCTD12
ENSG00000147231	RADX
ENSG00000143891	GALM
ENSG00000064199	SPA17
ENSG00000102218	RP2
ENSG00000183251	OR51B4
ENSG00000112186	CAP2
ENSG00000065057	NTHL1
ENSG00000058091	CDK14
ENSG00000124216	SNAI1
ENSG00000253683	NA
ENSG00000125740	FOSB
ENSG00000234964	NA
ENSG00000185338	SOCS1
ENSG00000156500	PABIR3
ENSG00000138735	PDE5A
ENSG00000197472	ZNF695
ENSG00000164104	HMGB2
ENSG00000224126	NA
ENSG00000162772	ATF3
ENSG00000099251	NA
ENSG00000227063	NA
ENSG00000100228	RAB36
ENSG00000166578	IQCD
ENSG00000114346	ECT2
ENSG00000072571	HMMR
ENSG00000169710	FASN
ENSG00000163617	CCDC191
ENSG00000186897	C1QL4
ENSG00000121988	ZRANB3
ENSG00000114805	PLCH1
ENSG00000186193	SAPCD2
ENSG00000214796	NA
ENSG00000116667	C1orf21
ENSG00000137133	HINT2
ENSG00000115548	KDM3A
ENSG00000158164	TMSB15A
ENSG00000116574	RHOU
ENSG00000183018	SPNS2
ENSG00000128849	CGNL1
ENSG00000188215	DCUN1D3
ENSG00000142178	SIK1
ENSG00000129534	MIS18BP1
ENSG00000196912	ANKRD36B
ENSG00000151470	C4orf33
ENSG00000137821	LRRC49
ENSG00000213145	CRIP1
ENSG00000137807	KIF23
ENSG00000024526	DEPDC1
ENSG00000122877	EGR2
ENSG00000127528	KLF2
ENSG00000112773	TENT5A
ENSG00000137261	KIAA0319
ENSG00000196542	SPTSSB
ENSG00000233966	NA
ENSG00000168772	CXXC4
ENSG00000135625	EGR4
ENSG00000138794	CASP6
ENSG00000007237	GAS7
ENSG00000157851	DPYSL5
ENSG00000099994	SUSD2
ENSG00000100916	BRMS1L
ENSG00000234743	NA
ENSG00000026025	VIM
ENSG00000226549	NA
ENSG00000149131	SERPING1
ENSG00000121966	CXCR4
ENSG00000134057	CCNB1
ENSG00000153234	NR4A2
ENSG00000168916	ZNF608
ENSG00000130270	ATP8B3
ENSG00000143382	ADAMTSL4
ENSG00000258056	CD63-AS1
ENSG00000170540	ARL6IP1
ENSG00000135537	AFG1L
ENSG00000178445	GLDC
ENSG00000196159	FAT4
ENSG00000116983	HPCAL4
ENSG00000130164	LDLR
ENSG00000140025	EFCAB11
ENSG00000197594	ENPP1
ENSG00000181577	LINC03040
ENSG00000197635	DPP4
ENSG00000138180	CEP55
ENSG00000263053	NA
ENSG00000166483	WEE1
ENSG00000117724	CENPF
ENSG00000179388	EGR3
ENSG00000248008	NRAV
ENSG00000036448	MYOM2
ENSG00000164687	FABP5
ENSG00000131747	TOP2A
ENSG00000080824	HSP90AA1
ENSG00000111860	CEP85L
ENSG00000100344	PNPLA3
ENSG00000100027	YPEL1
ENSG00000157734	SNX22
ENSG00000213300	NA
ENSG00000257298	NA
ENSG00000144843	ADPRH
ENSG00000106066	CPVL
ENSG00000104213	PDGFRL
ENSG00000152782	PANK1
ENSG00000266999	NA
ENSG00000149654	CDH22
ENSG00000140057	AK7
ENSG00000187456	NA
ENSG00000123609	NMI
ENSG00000156030	MIDEAS
ENSG00000188886	ASTL
ENSG00000169814	BTD
ENSG00000240859	LINC03014
ENSG00000150051	MKX
ENSG00000225377	NRSN2-AS1
ENSG00000106077	ABHD11
ENSG00000185275	NA
ENSG00000235070	NA
ENSG00000198734	F5
ENSG00000165617	DACT1
ENSG00000079435	LIPE
ENSG00000204219	TCEA3
ENSG00000251194	NA
ENSG00000217236	SP9
ENSG00000236603	NA
ENSG00000181409	AATK
ENSG00000170745	KCNS3
ENSG00000187608	ISG15
ENSG00000068831	RASGRP2
ENSG00000124406	ATP8A1
ENSG00000116014	KISS1R
ENSG00000235878	NA
ENSG00000170264	FAM161A
ENSG00000134986	NREP
ENSG00000134986	LOC124906525
ENSG00000158402	CDC25C
ENSG00000223960	CHROMR
ENSG00000175567	UCP2
ENSG00000102048	ASB9
ENSG00000106025	TSPAN12
ENSG00000185262	UBALD2
ENSG00000047634	SCML1
ENSG00000270141	NA
ENSG00000204128	C2orf72
ENSG00000227560	RPS15AP30
ENSG00000172164	SNTB1
ENSG00000111837	MAK
ENSG00000138311	ZNF365
ENSG00000117650	NEK2
ENSG00000168264	IRF2BP2
ENSG00000150873	C2orf50
ENSG00000188229	TUBB4B
ENSG00000117586	TNFSF4
ENSG00000182481	KPNA2
ENSG00000175785	PRIMA1
ENSG00000164920	OSR2
ENSG00000123975	CKS2
ENSG00000203817	NA
ENSG00000102384	CENPI
ENSG00000160602	NEK8
ENSG00000138182	KIF20B
ENSG00000170396	ZNF804A
ENSG00000232324	NA
ENSG00000160606	TLCD1
ENSG00000272033	NA
ENSG00000198901	PRC1
ENSG00000250412	KLHL2P1
ENSG00000214960	CRPPA
ENSG00000167703	SLC43A2
ENSG00000085563	ABCB1
ENSG00000100033	PRODH
ENSG00000256663	NA
ENSG00000254682	NA
ENSG00000073060	SCARB1
ENSG00000245522	LINC02709
ENSG00000176170	SPHK1
ENSG00000258565	NA
ENSG00000162636	EEIG2
ENSG00000237512	UNC5B-AS1
ENSG00000089041	P2RX7
ENSG00000069812	HES2
ENSG00000127863	TNFRSF19
ENSG00000128944	KNSTRN
ENSG00000231890	NA
ENSG00000169851	PCDH7
ENSG00000091879	ANGPT2
ENSG00000035499	DEPDC1B
ENSG00000164620	RELL2
ENSG00000196754	S100A2
ENSG00000118513	MYB
ENSG00000090889	KIF4A
ENSG00000104081	BMF
ENSG00000152952	PLOD2
ENSG00000250266	LINC01612
ENSG00000170390	DCLK2
ENSG00000122035	RASL11A
ENSG00000038002	AGA
ENSG00000246273	SBF2-AS1
ENSG00000120738	EGR1
ENSG00000257913	DDN-AS1
ENSG00000048052	HDAC9
ENSG00000126778	SIX1
ENSG00000197275	RAD54B
ENSG00000141404	GNAL
ENSG00000260742	NA
ENSG00000143882	ATP6V1C2
ENSG00000180644	PRF1
ENSG00000203688	LINC02487
ENSG00000161800	RACGAP1
ENSG00000143494	VASH2
ENSG00000111087	GLI1
ENSG00000109674	NEIL3
ENSG00000169570	DTWD2
ENSG00000166387	PPFIBP2
ENSG00000003096	KLHL13
ENSG00000239948	RN7SL368P
ENSG00000213707	NA
ENSG00000115355	CCDC88A
ENSG00000137804	NUSAP1
ENSG00000136108	CKAP2
ENSG00000164989	CCDC171
ENSG00000067082	KLF6
ENSG00000157456	CCNB2
ENSG00000152495	CAMK4
ENSG00000213416	KRTAP4-12
ENSG00000272269	NUP153-AS1
ENSG00000245694	CRNDE
ENSG00000245694	LOC101927480
ENSG00000270580	PKD1P6-NPIPP1
ENSG00000170312	CDK1
ENSG00000236809	SNX25P1
ENSG00000107968	MAP3K8
ENSG00000198944	SOWAHA
ENSG00000144857	BOC
ENSG00000168491	CCDC110
ENSG00000149527	PLCH2
ENSG00000180066	NA
ENSG00000123358	NR4A1
ENSG00000126787	DLGAP5
ENSG00000158458	NRG2
ENSG00000174099	MSRB3
ENSG00000138160	KIF11
ENSG00000198513	ATL1
ENSG00000164039	BDH2
ENSG00000166963	MAP1A
ENSG00000150054	MPP7
ENSG00000164109	MAD2L1
ENSG00000145335	SNCA
ENSG00000139318	DUSP6
ENSG00000171033	PKIA
ENSG00000188404	SELL
ENSG00000109805	NCAPG
ENSG00000136999	CCN3
ENSG00000226650	KIF4B
ENSG00000255874	PRECSIT
ENSG00000138829	FBN2
ENSG00000124614	RPS10
ENSG00000119686	FLVCR2
ENSG00000030419	IKZF2
ENSG00000243660	ZNF487
ENSG00000159247	NA
ENSG00000115423	DNAH6
ENSG00000153132	CLGN
ENSG00000138193	PLCE1
ENSG00000138587	MNS1
ENSG00000168646	AXIN2
ENSG00000246465	LOC124903670
ENSG00000185924	RTN4RL1
ENSG00000111206	FOXM1
ENSG00000185361	TNFAIP8L1
ENSG00000231057	NEK2-DT
ENSG00000182185	RAD51B
ENSG00000230330	NA
ENSG00000169679	BUB1
ENSG00000068489	PRR11
ENSG00000266401	LOC105371967
ENSG00000138778	CENPE
ENSG00000181773	GPR3
ENSG00000176532	PRR15
ENSG00000054598	FOXC1
ENSG00000257341	NA
ENSG00000231023	LINC00326
ENSG00000251602	MTA1-DT
ENSG00000006016	CRLF1
ENSG00000165568	AKR1E2
ENSG00000225285	NA
ENSG00000057657	PRDM1
ENSG00000175592	FOSL1
ENSG00000164105	SAP30
ENSG00000170873	MTSS1
ENSG00000224411	NA
ENSG00000180801	ARSJ
ENSG00000170379	TCAF2
ENSG00000204262	COL5A2
ENSG00000135638	EMX1
ENSG00000115129	TP53I3
ENSG00000164611	PTTG1
ENSG00000137812	KNL1
ENSG00000250061	NA
ENSG00000144749	LRIG1
ENSG00000115266	APC2
ENSG00000175065	DSG4
ENSG00000082196	C1QTNF3
ENSG00000269516	NA
ENSG00000235095	NA
ENSG00000168237	GLYCTK
ENSG00000128016	ZFP36
ENSG00000066279	ASPM
ENSG00000267147	LINC01842
ENSG00000213626	LBH
ENSG00000168913	ENHO
ENSG00000138185	ENTPD1
ENSG00000087884	AAMDC
ENSG00000231007	CDC20P1
ENSG00000140450	ARRDC4
ENSG00000123473	STIL
ENSG00000173334	TRIB1
ENSG00000188312	CENPP
ENSG00000143344	RGL1
ENSG00000272518	NA
ENSG00000112742	TTK
ENSG00000224940	PRRT4
ENSG00000258667	HIF1A-AS3
ENSG00000120129	DUSP1
ENSG00000223478	ZDHHC12-DT
ENSG00000230216	NA
ENSG00000163535	SGO2
ENSG00000180769	WDFY3-AS2
ENSG00000072274	TFRC
ENSG00000184985	SORCS2
ENSG00000145386	CCNA2
ENSG00000225968	ELFN1
ENSG00000186469	GNG2
ENSG00000197358	BNIP3P1
ENSG00000259845	NA
ENSG00000006459	KDM7A
ENSG00000263606	NA
ENSG00000259020	NA
ENSG00000128512	DOCK4
ENSG00000158792	SPATA2L
ENSG00000172244	C5orf34
ENSG00000128298	BAIAP2L2
ENSG00000177875	CCDC184
ENSG00000156970	BUB1B
ENSG00000170703	TTLL6
ENSG00000113966	ARL6
ENSG00000108106	UBE2S
ENSG00000143228	NUF2
ENSG00000134326	CMPK2
ENSG00000100100	PIK3IP1
ENSG00000159403	C1R
ENSG00000267201	LINC01775
ENSG00000262831	NA
ENSG00000264384	RN7SL431P
ENSG00000111665	CDCA3
ENSG00000088325	TPX2
ENSG00000139985	ADAM21
ENSG00000267733	NA
ENSG00000147036	LANCL3
ENSG00000152315	KCNK13
ENSG00000173947	CIMAP3
ENSG00000221887	HMSD
ENSG00000205592	MUC19
ENSG00000078081	LAMP3
ENSG00000143320	CRABP2
ENSG00000164398	ACSL6
ENSG00000138083	SIX3
ENSG00000267601	NA
ENSG00000245248	NA
ENSG00000141448	GATA6
ENSG00000136826	KLF4
ENSG00000198945	L3MBTL3
ENSG00000119397	CNTRL
ENSG00000089685	BIRC5
ENSG00000269473	NA
ENSG00000119508	NR4A3
ENSG00000113657	DPYSL3
ENSG00000215784	FAM72D
ENSG00000115616	SLC9A2
ENSG00000175063	UBE2C
ENSG00000130558	OLFM1
ENSG00000235545	NA
ENSG00000166250	CLMP
ENSG00000167525	PROCA1
ENSG00000227921	NA
ENSG00000168874	ATOH8
ENSG00000134107	BHLHE40
ENSG00000256576	LINC02361
ENSG00000256288	LINC02617
ENSG00000125850	OVOL2
ENSG00000177614	PGBD5
ENSG00000172201	ID4
ENSG00000213889	PPM1N
ENSG00000111850	SMIM8
ENSG00000111850	LINC01590
ENSG00000171954	CYP4F22
ENSG00000254512	NA
ENSG00000158055	GRHL3
ENSG00000235508	RPS2P7
ENSG00000228451	SDAD1P1
ENSG00000225972	MTND1P23
ENSG00000117643	MAN1C1
ENSG00000205595	NA
ENSG00000163879	DNALI1
ENSG00000129654	FOXJ1
ENSG00000128655	PDE11A
ENSG00000210151	MIR12136
ENSG00000154556	SORBS2
ENSG00000176406	RIMS2
ENSG00000227039	ITGB2-AS1
ENSG00000144668	ITGA9
ENSG00000168078	PBK
ENSG00000170381	SEMA3E
ENSG00000260231	KDM7A-DT
ENSG00000086544	ITPKC
ENSG00000271738	NA
ENSG00000259735	NA
ENSG00000080986	NDC80
ENSG00000272843	NA
ENSG00000267078	NA
ENSG00000074047	GLI2
ENSG00000241990	NA
ENSG00000106686	SPATA6L
ENSG00000189366	NA
ENSG00000264133	NA
ENSG00000138622	HCN4
ENSG00000040275	SPDL1
ENSG00000269559	NA
ENSG00000216285	NA
ENSG00000185437	SH3BGR
ENSG00000237452	MEIOSIN
ENSG00000109255	NMU
ENSG00000137090	DMRT1
ENSG00000229585	NA
ENSG00000261594	TPBGL
