ENSEMBL	SYMBOL
ENSG00000146674	IGFBP3
ENSG00000256356	NA
ENSG00000048052	HDAC9
ENSG00000262601	NA
ENSG00000272734	NA
ENSG00000151006	PRSS53
ENSG00000260822	NA
ENSG00000172318	B3GALT1
ENSG00000135245	HILPDA
ENSG00000185477	GPRIN3
ENSG00000068615	REEP1
ENSG00000230432	NA
ENSG00000188994	ZNF292
ENSG00000122707	RECK
ENSG00000169710	FASN
ENSG00000235245	NA
ENSG00000167772	ANGPTL4
ENSG00000246090	LOC100507053
ENSG00000183508	TENT5C
ENSG00000101236	RNF24
ENSG00000204264	PSMB8
ENSG00000214653	HNRNPA3P3
ENSG00000089041	P2RX7
ENSG00000160145	KALRN
ENSG00000151640	DPYSL4
ENSG00000197872	CYRIA
ENSG00000186409	CCDC30
ENSG00000223839	NA
ENSG00000125740	FOSB
ENSG00000135406	PRPH
ENSG00000232593	KANTR
ENSG00000231023	LINC00326
ENSG00000105737	GRIK5
ENSG00000074410	CA12
ENSG00000252050	NA
ENSG00000182459	TEX19
ENSG00000109771	LRP2BP
ENSG00000184709	LRRC26
ENSG00000207475	SNORA80E
ENSG00000151962	RBM46
ENSG00000268743	NA
ENSG00000152952	PLOD2
ENSG00000146192	FGD2
ENSG00000197146	NA
