ENSEMBL	SYMBOL
ENSG00000178802	MPI
ENSG00000123384	LRP1
ENSG00000197168	NEK5
ENSG00000154479	CFAP210
ENSG00000127561	SYNGR3
ENSG00000198718	TOGARAM1
ENSG00000223735	OR51B3P
ENSG00000048052	HDAC9
ENSG00000144893	MED12L
ENSG00000069812	HES2
ENSG00000149131	SERPING1
ENSG00000118515	SGK1
ENSG00000187837	H1-2
ENSG00000166126	AMN
ENSG00000052749	RRP12
ENSG00000164096	C4orf3
ENSG00000227403	LINC01806
ENSG00000176171	BNIP3
ENSG00000085741	WNT11
ENSG00000177181	RIMKLA
ENSG00000178409	BEND3
ENSG00000107984	DKK1
ENSG00000152315	KCNK13
ENSG00000169255	B3GALNT1
ENSG00000235111	NA
ENSG00000175084	DES
ENSG00000213889	PPM1N
ENSG00000117643	MAN1C1
ENSG00000095739	BAMBI
ENSG00000115355	CCDC88A
ENSG00000064763	FAR2
ENSG00000014257	ACP3
ENSG00000102760	RGCC
ENSG00000255857	PXN-AS1
ENSG00000143494	VASH2
ENSG00000186792	HYAL3
ENSG00000226435	ANKRD18DP
ENSG00000150054	MPP7
ENSG00000145335	SNCA
ENSG00000247844	NA
ENSG00000164105	SAP30
ENSG00000111669	TPI1
ENSG00000152256	PDK1
ENSG00000162946	DISC1
ENSG00000117394	SLC2A1
ENSG00000170345	FOS
ENSG00000229320	KRT8P12
ENSG00000263069	RNF213-AS1
ENSG00000180801	ARSJ
ENSG00000271204	NA
ENSG00000188215	DCUN1D3
ENSG00000205129	CFAP96
ENSG00000156050	FAM161B
ENSG00000138083	SIX3
ENSG00000224189	HAGLR
ENSG00000158792	SPATA2L
ENSG00000006016	CRLF1
ENSG00000168491	CCDC110
ENSG00000185924	RTN4RL1
ENSG00000161791	FMNL3
ENSG00000125740	FOSB
ENSG00000169860	P2RY1
ENSG00000260708	NA
ENSG00000102048	ASB9
ENSG00000248015	NA
ENSG00000157470	FAM81A
ENSG00000066629	EML1
ENSG00000114378	HYAL1
ENSG00000147234	FRMPD3
ENSG00000169884	WNT10B
ENSG00000170049	KCNAB3
ENSG00000235847	NA
ENSG00000162636	EEIG2
ENSG00000036448	MYOM2
ENSG00000087884	AAMDC
ENSG00000138769	CDKL2
ENSG00000143382	ADAMTSL4
ENSG00000146205	ANO7
ENSG00000120162	MOB3B
ENSG00000067992	PDK3
ENSG00000226549	NA
ENSG00000157734	SNX22
ENSG00000184613	NELL2
ENSG00000224940	PRRT4
ENSG00000234678	NA
ENSG00000250266	LINC01612
ENSG00000272086	NA
ENSG00000236008	LINC01814
ENSG00000174327	SLC16A13
ENSG00000225205	PDK1-AS1
ENSG00000140092	FBLN5
ENSG00000246090	LOC100507053
ENSG00000103316	CRYM
ENSG00000172572	PDE3A
ENSG00000139567	ACVRL1
ENSG00000106025	TSPAN12
ENSG00000198794	SCAMP5
ENSG00000151320	AKAP6
ENSG00000135414	GDF11
ENSG00000183018	SPNS2
ENSG00000151640	DPYSL4
ENSG00000215424	MCM3AP-AS1
ENSG00000171314	PGAM1
ENSG00000196968	FUT11
ENSG00000160867	FGFR4
ENSG00000254685	FPGT
ENSG00000134333	LDHA
ENSG00000187240	DYNC2H1
ENSG00000026025	VIM
ENSG00000142178	SIK1
ENSG00000243660	ZNF487
ENSG00000110328	GALNT18
ENSG00000122884	P4HA1
ENSG00000124942	AHNAK
ENSG00000179388	EGR3
ENSG00000243364	EFNA4
ENSG00000138641	HERC3
ENSG00000173706	HEG1
ENSG00000115866	DARS1
ENSG00000264379	LOC124900282
ENSG00000187608	ISG15
ENSG00000123612	ACVR1C
ENSG00000125850	OVOL2
ENSG00000227560	RPS15AP30
ENSG00000089127	OAS1
ENSG00000113657	DPYSL3
ENSG00000267183	NA
ENSG00000138028	CGREF1
ENSG00000183250	LINC01547
ENSG00000225489	NA
ENSG00000129595	EPB41L4A
ENSG00000164920	OSR2
ENSG00000166321	NUDT13
ENSG00000230903	NA
ENSG00000272033	NA
ENSG00000003096	KLHL13
ENSG00000188994	ZNF292
ENSG00000268947	NA
ENSG00000076641	PAG1
ENSG00000111700	SLCO1B3
ENSG00000099251	NA
ENSG00000167105	TMEM92
ENSG00000120693	SMAD9
ENSG00000172382	PRSS27
ENSG00000114268	PFKFB4
ENSG00000005961	ITGA2B
ENSG00000105220	GPI
ENSG00000175183	CSRP2
ENSG00000091428	RAPGEF4
ENSG00000226510	UPK1A-AS1
ENSG00000232593	KANTR
ENSG00000268403	LOC644656
ENSG00000197406	DIO3
ENSG00000243335	KCTD7
ENSG00000269899	NA
ENSG00000260103	NA
ENSG00000153563	CD8A
ENSG00000107159	CA9
ENSG00000224271	EPIC1
ENSG00000160219	GAB3
ENSG00000050438	SLC4A8
ENSG00000116254	CHD5
ENSG00000160145	KALRN
ENSG00000114023	FAM162A
ENSG00000237429	NA
ENSG00000168556	ING2
ENSG00000272734	NA
ENSG00000121966	CXCR4
ENSG00000272870	SAP30-DT
ENSG00000145687	SSBP2
ENSG00000136059	VILL
ENSG00000110195	FOLR1
ENSG00000157168	NRG1
ENSG00000251194	NA
ENSG00000122877	EGR2
ENSG00000261136	LOC105370941
ENSG00000153234	NR4A2
ENSG00000151623	NR3C2
ENSG00000198513	ATL1
ENSG00000146267	FAXC
ENSG00000188886	ASTL
ENSG00000163216	SPRR2D
ENSG00000106588	PSMA2
ENSG00000186340	THBS2
ENSG00000183935	HTR7P1
ENSG00000260630	SNAI3-AS1
ENSG00000169856	ONECUT1
ENSG00000116833	NR5A2
ENSG00000272667	NA
ENSG00000244274	DBNDD2
ENSG00000102144	PGK1
ENSG00000133121	STARD13
ENSG00000213279	NA
ENSG00000169918	OTUD7A
ENSG00000116260	QSOX1
ENSG00000143847	PPFIA4
ENSG00000154342	WNT3A
ENSG00000120868	APAF1
ENSG00000253633	LINC03047
ENSG00000141448	GATA6
ENSG00000273014	NA
ENSG00000154620	TMSB4Y
ENSG00000065534	MYLK
ENSG00000129757	CDKN1C
ENSG00000188290	HES4
ENSG00000153814	JAZF1
ENSG00000167703	SLC43A2
ENSG00000135324	MRAP2
ENSG00000129521	EGLN3
ENSG00000249042	NA
ENSG00000074800	ENO1
ENSG00000264920	SP2-DT
ENSG00000090382	LYZ
ENSG00000005448	WDR54
ENSG00000104812	GYS1
ENSG00000170540	ARL6IP1
ENSG00000156298	TSPAN7
ENSG00000107518	ATRNL1
ENSG00000213888	NA
ENSG00000269516	NA
ENSG00000259659	NA
ENSG00000115616	SLC9A2
ENSG00000267598	NA
ENSG00000223485	LINC01615
ENSG00000070601	FRMPD1
ENSG00000230590	FTX
ENSG00000133055	MYBPH
ENSG00000251259	NA
ENSG00000214110	NA
ENSG00000186469	GNG2
ENSG00000243244	STON1
ENSG00000167094	TTC16
ENSG00000117148	ACTL8
ENSG00000269473	NA
ENSG00000158055	GRHL3
ENSG00000251603	NA
ENSG00000198734	F5
ENSG00000144857	BOC
ENSG00000232324	NA
ENSG00000198945	L3MBTL3
ENSG00000104814	MAP4K1
ENSG00000177098	SCN4B
ENSG00000164900	GBX1
ENSG00000171766	GATM
ENSG00000268601	NA
ENSG00000188536	HBA2
ENSG00000149925	ALDOA
ENSG00000174370	KCNJ5-AS1
ENSG00000162772	ATF3
ENSG00000237452	MEIOSIN
ENSG00000159399	HK2
ENSG00000125726	CD70
ENSG00000174498	IGDCC3
ENSG00000162520	SYNC
ENSG00000109771	LRP2BP
ENSG00000272452	NA
ENSG00000015413	DPEP1
ENSG00000227533	SLC2A1-DT
ENSG00000206262	FOXL2NB
ENSG00000256943	NA
ENSG00000164953	TMEM67
ENSG00000262152	GREP1
ENSG00000186231	KLHL32
ENSG00000176406	RIMS2
ENSG00000260401	NA
ENSG00000179954	SSC5D
ENSG00000231064	THBS3-AS1
ENSG00000162999	DUSP19
ENSG00000183397	TEKTIP1
ENSG00000205403	CFI
ENSG00000198064	NPIPB13
ENSG00000158486	DNAH3
ENSG00000273270	NA
ENSG00000144843	ADPRH
ENSG00000215210	NA
ENSG00000177875	CCDC184
ENSG00000083444	PLOD1
ENSG00000155657	TTN
ENSG00000124493	GRM4
ENSG00000169508	GPR183
ENSG00000150051	MKX
ENSG00000140600	SH3GL3
ENSG00000158458	NRG2
ENSG00000213928	IRF9
ENSG00000170500	LONRF2
ENSG00000228630	HOTAIR
ENSG00000123685	BATF3
ENSG00000255549	ENPP7P6
ENSG00000127954	STEAP4
ENSG00000168038	ULK4
ENSG00000268521	VN1R83P
ENSG00000270097	NA
ENSG00000204323	SMIM5
ENSG00000169306	IL1RAPL1
ENSG00000072818	ACAP1
ENSG00000061337	LZTS1
ENSG00000185885	IFITM1
ENSG00000181039	NA
ENSG00000273361	NA
ENSG00000213085	CFAP45
ENSG00000118473	SGIP1
ENSG00000260077	NA
ENSG00000272221	NA
ENSG00000232693	NA
ENSG00000167772	ANGPTL4
ENSG00000267076	NA
ENSG00000268746	NA
ENSG00000138587	MNS1
ENSG00000111674	ENO2
ENSG00000111640	GAPDH
ENSG00000132970	WASF3
ENSG00000263345	NA
ENSG00000226332	NA
ENSG00000217236	SP9
ENSG00000256542	NA
ENSG00000232434	AJM1
ENSG00000237036	ZEB1-AS1
ENSG00000251432	LINC02615
ENSG00000262482	NA
ENSG00000179846	NKPD1
ENSG00000228903	NA
ENSG00000231134	TCF7L1-IT1
ENSG00000225377	NRSN2-AS1
ENSG00000112309	B3GAT2
ENSG00000164976	MYORG
ENSG00000080823	MOK
ENSG00000170075	GPR37L1
ENSG00000172081	MOB3A
ENSG00000261526	NA
ENSG00000161328	LRRC56
ENSG00000205809	KLRC2
ENSG00000257341	NA
