ENSEMBL	SYMBOL
ENSG00000268223	ARL14EPL
ENSG00000107862	GBF1
ENSG00000135932	CAB39
ENSG00000099860	GADD45B
ENSG00000163697	APBB2
ENSG00000145782	ATG12
ENSG00000163235	TGFA
ENSG00000173210	ABLIM3
ENSG00000072182	ASIC4
ENSG00000111981	ULBP1
ENSG00000110048	OSBP
ENSG00000145685	LHFPL2
ENSG00000197217	ENTPD4
ENSG00000157020	SEC13
ENSG00000242247	ARFGAP3
ENSG00000048544	MRPS10
ENSG00000018408	WWTR1
ENSG00000072195	SPEG
ENSG00000182400	TRAPPC6B
ENSG00000167778	SPRYD3
ENSG00000163703	CRELD1
ENSG00000143457	GOLPH3L
ENSG00000178104	PDE4DIP
ENSG00000178104	LOC124904395
ENSG00000128165	ADM2
ENSG00000167110	GOLGA2
ENSG00000103647	CORO2B
ENSG00000058085	LAMC2
ENSG00000169504	CLIC4
ENSG00000066455	GOLGA5
ENSG00000149115	TNKS1BP1
ENSG00000169718	DUS1L
ENSG00000082781	ITGB5
ENSG00000065809	FAM107B
ENSG00000153551	CMTM7
ENSG00000169242	EFNA1
ENSG00000145740	SLC30A5
ENSG00000130779	CLIP1
ENSG00000152766	ANKRD22
ENSG00000023909	GCLM
ENSG00000169247	SH3TC2
ENSG00000130147	SH3BP4
ENSG00000006007	GDE1
ENSG00000253368	TRNP1
ENSG00000101966	XIAP
ENSG00000085998	POMGNT1
ENSG00000198964	SGMS1
ENSG00000115806	GORASP2
ENSG00000165813	CCDC186
ENSG00000023171	GRAMD1B
ENSG00000184232	OAF
ENSG00000188064	WNT7B
ENSG00000120053	GOT1
ENSG00000155252	PI4K2A
ENSG00000180535	BHLHA15
ENSG00000113811	SELENOK
ENSG00000134955	SLC37A2
ENSG00000167106	EEIG1
ENSG00000120725	SIL1
ENSG00000100003	SEC14L2
ENSG00000151689	INPP1
ENSG00000119899	SLC17A5
ENSG00000152700	SAR1B
ENSG00000114115	RBP1
ENSG00000167842	MIS12
ENSG00000172432	GTPBP2
ENSG00000069869	NEDD4
ENSG00000069535	MAOB
ENSG00000249992	TMEM158
ENSG00000131791	PRKAB2
ENSG00000092871	RFFL
ENSG00000198856	OSTC
ENSG00000174996	KLC2
ENSG00000166987	MBD6
ENSG00000067182	TNFRSF1A
ENSG00000073605	GSDMB
ENSG00000171928	TVP23B
ENSG00000172613	RAD9A
ENSG00000236333	NA
ENSG00000155066	PROM2
ENSG00000267453	NA
ENSG00000144867	SRPRB
ENSG00000164294	GPX8
ENSG00000113615	SEC24A
ENSG00000173599	PC
ENSG00000066739	ATG2B
ENSG00000166833	NAV2
ENSG00000121552	CSTA
ENSG00000197712	FAM114A1
ENSG00000120798	NR2C1
ENSG00000186007	LEMD1
ENSG00000110717	NDUFS8
ENSG00000137819	PAQR5
ENSG00000108448	NA
ENSG00000067177	PHKA1
ENSG00000155287	SLC25A28
ENSG00000135297	MTO1
ENSG00000053747	LAMA3
ENSG00000198860	TSEN15
ENSG00000134824	FADS2
ENSG00000006025	OSBPL7
ENSG00000213699	SLC35F6
ENSG00000116406	EDEM3
ENSG00000171365	CLCN5
ENSG00000166123	GPT2
ENSG00000105997	HOXA3
ENSG00000143013	LMO4
ENSG00000132256	TRIM5
ENSG00000267056	LOC729654
ENSG00000171124	FUT3
ENSG00000151136	ABTB3
ENSG00000092531	SNAP23
ENSG00000158467	AHCYL2
ENSG00000145244	CORIN
ENSG00000125459	MSTO1
ENSG00000174989	FBXW8
ENSG00000132846	ZBED3
ENSG00000173482	PTPRM
ENSG00000223361	FTH1P10
ENSG00000167987	VPS37C
ENSG00000254858	MPV17L2
ENSG00000175806	MSRA
ENSG00000153066	TXNDC11
ENSG00000143127	ITGA10
ENSG00000233429	HOTAIRM1
ENSG00000158715	SLC45A3
ENSG00000042286	AIFM2
ENSG00000165475	CRYL1
ENSG00000198496	NBR2
ENSG00000182768	NGRN
ENSG00000181982	CCDC149
ENSG00000116815	CD58
ENSG00000253187	HOXA10-AS
ENSG00000168010	ATG16L2
ENSG00000183780	SLC35F3
ENSG00000033100	CHPF2
ENSG00000023318	ERP44
ENSG00000013392	RWDD2A
ENSG00000125863	MKKS
ENSG00000174307	PHLDA3
ENSG00000071242	RPS6KA2
ENSG00000100106	TRIOBP
ENSG00000211584	SLC48A1
ENSG00000148343	MIGA2
ENSG00000224531	SMIM13
ENSG00000177548	RABEP2
ENSG00000137824	RMDN3
ENSG00000120899	PTK2B
ENSG00000173156	RHOD
ENSG00000168477	TNXB
ENSG00000116852	KIF21B
ENSG00000106351	AGFG2
ENSG00000198121	LPAR1
ENSG00000221926	TRIM16
ENSG00000166173	LARP6
ENSG00000126821	SGPP1
ENSG00000105219	CCNP
ENSG00000170100	ZNF778
ENSG00000146950	SHROOM2
ENSG00000114841	DNAH1
ENSG00000134109	EDEM1
ENSG00000105829	BET1
ENSG00000150527	MIA2
ENSG00000146070	PLA2G7
ENSG00000156510	HKDC1
ENSG00000169241	SLC50A1
ENSG00000271303	SRXN1
ENSG00000186642	PDE2A
ENSG00000240891	PLCXD2
ENSG00000186577	SMIM29
ENSG00000187609	EXD3
ENSG00000132429	POPDC3
ENSG00000111801	BTN3A3
ENSG00000063438	AHRR
ENSG00000166046	TCP11L2
ENSG00000172901	LVRN
ENSG00000167754	KLK5
ENSG00000186567	CEACAM19
ENSG00000143643	TTC13
ENSG00000086730	LAT2
ENSG00000091592	NLRP1
ENSG00000188566	NDOR1
ENSG00000177556	ATOX1
ENSG00000004799	PDK4
ENSG00000150961	SEC24D
ENSG00000242960	NA
ENSG00000172965	MIR4435-2HG
ENSG00000230043	NA
ENSG00000198832	SELENOM
ENSG00000118276	B4GALT6
ENSG00000127220	ABHD8
ENSG00000101294	HM13
ENSG00000089847	ANKRD24
ENSG00000184254	ALDH1A3
ENSG00000121039	RDH10
ENSG00000184575	XPOT
ENSG00000103227	LMF1
ENSG00000253552	NA
ENSG00000233589	NA
ENSG00000188681	NA
ENSG00000106479	ZNF862
ENSG00000084764	MAPRE3
ENSG00000148248	SURF4
ENSG00000131015	ULBP2
ENSG00000115902	SLC1A4
ENSG00000154065	ANKRD29
ENSG00000108846	ABCC3
ENSG00000124116	WFDC3
ENSG00000273033	LINC02035
ENSG00000188177	ZC3H6
ENSG00000132535	DLG4
ENSG00000087842	PIR
ENSG00000105499	PLA2G4C
ENSG00000105991	HOXA1
ENSG00000168003	SLC3A2
ENSG00000249592	PCGF3-AS1
ENSG00000258011	NA
ENSG00000167996	FTH1
ENSG00000203306	NA
ENSG00000214050	FBXO16
ENSG00000092421	SEMA6A
ENSG00000239264	TXNDC5
ENSG00000100994	PYGB
ENSG00000236714	LINC01844
ENSG00000162840	NA
ENSG00000112599	GUCA1B
ENSG00000183840	GPR39
ENSG00000100299	ARSA
ENSG00000104361	NIPAL2
ENSG00000215712	TMEM242
ENSG00000225339	NA
ENSG00000169715	MT1E
ENSG00000163644	PPM1K
ENSG00000189227	C15orf61
ENSG00000226564	NA
ENSG00000072952	IRAG1
ENSG00000134684	YARS1
ENSG00000128510	CPA4
ENSG00000106665	CLIP2
ENSG00000144591	GMPPA
ENSG00000259959	NA
ENSG00000164683	HEY1
ENSG00000026559	KCNG1
ENSG00000185100	ADSS1
ENSG00000157823	AP3S2
ENSG00000261286	ATP2C2-AS1
ENSG00000164690	SHH
ENSG00000089723	OTUB2
ENSG00000198948	MFAP3L
ENSG00000198948	LOC101928198
ENSG00000106105	GARS1
ENSG00000235609	NA
ENSG00000095380	NANS
ENSG00000131061	ZNF341
ENSG00000267010	NA
ENSG00000103257	SLC7A5
ENSG00000171160	MORN4
ENSG00000125148	MT2A
ENSG00000205639	MFSD2B
ENSG00000145050	MANF
ENSG00000140044	JDP2
ENSG00000169087	HSPBAP1
ENSG00000139173	TMEM117
ENSG00000128590	DNAJB9
ENSG00000230439	NA
ENSG00000134548	SPX
ENSG00000088298	EDEM2
ENSG00000088298	MMP24-AS1-EDEM2
ENSG00000074935	TUBE1
ENSG00000115295	CLIP4
ENSG00000238120	LINC01589
ENSG00000031698	SARS1
ENSG00000189433	GJB4
ENSG00000127993	RBM48
ENSG00000104205	SGK3
ENSG00000148346	LCN2
ENSG00000005073	HOXA11
ENSG00000167995	BEST1
ENSG00000110427	KIAA1549L
ENSG00000101255	TRIB3
ENSG00000129538	RNASE1
ENSG00000172086	KRCC1
ENSG00000172006	ZNF554
ENSG00000124743	KLHL31
ENSG00000110619	CARS1
ENSG00000090861	AARS1
ENSG00000051108	HERPUD1
ENSG00000174567	GOLT1A
ENSG00000198855	FICD
ENSG00000155660	PDIA4
ENSG00000044574	HSPA5
ENSG00000248323	LUCAT1
ENSG00000101298	SNPH
ENSG00000187653	NA
ENSG00000182158	CREB3L2
ENSG00000162298	SYVN1
ENSG00000114812	VIPR1
ENSG00000138792	ENPEP
ENSG00000149428	HYOU1
ENSG00000166268	MYRFL
ENSG00000186162	CIDECP1
ENSG00000260877	NA
ENSG00000128228	SDF2L1
ENSG00000166986	MARS1
ENSG00000169359	SLC33A1
ENSG00000259803	SLC22A31
ENSG00000100889	PCK2
ENSG00000124762	CDKN1A
ENSG00000158552	ZFAND2B
ENSG00000070669	ASNS
ENSG00000136026	CKAP4
ENSG00000226471	NA
ENSG00000058262	SEC61A1
ENSG00000167797	CDK2AP2
ENSG00000143365	RORC
ENSG00000156755	IGKV1OR-2
ENSG00000127419	TMEM175
ENSG00000128965	CHAC1
ENSG00000196544	BORCS6
ENSG00000184164	CRELD2
ENSG00000162849	KIF26B
ENSG00000248112	NA
ENSG00000154309	DISP1
ENSG00000124370	MCEE
ENSG00000156299	TIAM1
ENSG00000142233	NTN5
ENSG00000121073	SLC35B1
ENSG00000261015	NA
ENSG00000114850	SSR3
ENSG00000135069	PSAT1
ENSG00000065911	MTHFD2
ENSG00000100219	XBP1
ENSG00000013375	PGM3
ENSG00000251138	LINC02882
ENSG00000197062	ZSCAN26
ENSG00000081803	CADPS2
ENSG00000169193	CCDC126
ENSG00000174564	IL20RB
ENSG00000257829	NA
ENSG00000111671	SPSB2
ENSG00000111671	LOC105369632
ENSG00000112796	ENPP5
ENSG00000092621	PHGDH
ENSG00000181019	NQO1
ENSG00000186212	SOWAHB
ENSG00000166750	SLFN5
ENSG00000233493	TMEM238
ENSG00000176142	TMEM39A
ENSG00000196305	IARS1
ENSG00000166794	PPIB
ENSG00000240024	NA
ENSG00000140105	WARS1
ENSG00000106803	SEC61B
ENSG00000151012	SLC7A11
ENSG00000101310	SEC23B
ENSG00000120217	CD274
ENSG00000229230	MT1P3
ENSG00000263874	LASP1NB
ENSG00000153993	SEMA3D
ENSG00000105281	SLC1A5
ENSG00000126249	PDCD2L
ENSG00000112139	MDGA1
ENSG00000166900	STX3
ENSG00000144674	GOLGA4
ENSG00000072849	DERL2
ENSG00000172175	MALT1
ENSG00000068912	ERLEC1
ENSG00000125826	RBCK1
ENSG00000075420	FNDC3B
ENSG00000056736	IL17RB
ENSG00000112561	TFEB
ENSG00000140297	GCNT3
ENSG00000165388	NA
ENSG00000164010	ERMAP
ENSG00000135480	KRT7
ENSG00000008283	CYB561
ENSG00000179218	CALR
ENSG00000262769	NA
ENSG00000161011	SQSTM1
ENSG00000213139	CRYGS
ENSG00000186529	CYP4F3
ENSG00000172071	EIF2AK3
ENSG00000147883	CDKN2B
ENSG00000124225	PMEPA1
ENSG00000100271	TTLL1
ENSG00000198937	CCDC167
ENSG00000182179	UBA7
ENSG00000204876	LOC389602
ENSG00000137868	STRA6
ENSG00000170348	TMED10
ENSG00000225760	NA
ENSG00000023445	BIRC3
ENSG00000002079	MYH16
ENSG00000135842	NIBAN1
ENSG00000147509	RGS20
ENSG00000184313	MROH7
ENSG00000115641	FHL2
ENSG00000167861	HID1
ENSG00000197558	SSPOP
ENSG00000147174	GCNA
ENSG00000205336	ADGRG1
ENSG00000260359	NA
ENSG00000085465	OVGP1
ENSG00000213937	CLDN9
ENSG00000228589	NA
ENSG00000090520	DNAJB11
ENSG00000163121	NEURL3
ENSG00000139793	MBNL2
ENSG00000026036	RTEL1-TNFRSF6B
ENSG00000026652	AGPAT4
ENSG00000136114	THSD1
ENSG00000273131	NA
ENSG00000110917	MLEC
ENSG00000196517	SLC6A9
ENSG00000124783	SSR1
ENSG00000250903	GMDS-DT
ENSG00000114019	AMOTL2
ENSG00000075643	MOCOS
ENSG00000102580	DNAJC3
ENSG00000210100	NA
ENSG00000144468	RHBDD1
ENSG00000101104	PABPC1L
ENSG00000214279	SCART1
ENSG00000223396	NA
ENSG00000119523	ALG2
ENSG00000268838	NA
ENSG00000182700	IGIP
ENSG00000188039	NWD1
ENSG00000176473	WDR25
ENSG00000235326	NA
ENSG00000104635	SLC39A14
ENSG00000266501	NA
ENSG00000071537	SEL1L
ENSG00000070081	NUCB2
ENSG00000210195	NA
ENSG00000112769	LAMA4
ENSG00000147535	PLPP5
ENSG00000184925	LCN12
ENSG00000069188	SDK2
ENSG00000120742	SERP1
ENSG00000198380	GFPT1
ENSG00000160050	CCDC28B
ENSG00000138709	LARP1B
ENSG00000213362	NA
ENSG00000169991	IFFO2
ENSG00000153902	LGI4
ENSG00000136731	UGGT1
ENSG00000086619	ERO1B
ENSG00000183760	ACP7
ENSG00000224769	NA
ENSG00000179178	TMEM125
ENSG00000229491	NA
ENSG00000136840	ST6GALNAC4
ENSG00000203761	NA
ENSG00000171408	PDE7B
ENSG00000122733	PHF24
ENSG00000166562	SEC11C
ENSG00000163683	SMIM14
ENSG00000105519	CAPS
ENSG00000070540	WIPI1
ENSG00000188051	TMEM221
ENSG00000054793	ATP9A
ENSG00000100342	APOL1
ENSG00000153879	CEBPG
ENSG00000137968	SLC44A5
ENSG00000247400	DNAJC3-DT
ENSG00000250746	LOC100288073
ENSG00000151117	TMEM86A
ENSG00000254995	STX16-NPEPL1
ENSG00000205277	MUC12
ENSG00000231312	MAP4K3-DT
ENSG00000003147	ICA1
ENSG00000130487	KLHDC7B
ENSG00000072210	ALDH3A2
ENSG00000172594	SMPDL3A
ENSG00000155304	HSPA13
ENSG00000244242	IFITM10
ENSG00000084734	GCKR
ENSG00000197249	SERPINA1
ENSG00000070190	DAPP1
ENSG00000146233	CYP39A1
ENSG00000267757	EML2-AS1
ENSG00000212464	SNORA12
ENSG00000233184	DPH5-DT
ENSG00000153283	CD96
ENSG00000176046	NUPR1
ENSG00000147576	ADHFE1
ENSG00000139514	SLC7A1
ENSG00000271755	NA
ENSG00000111215	PRH1
ENSG00000111215	PRR4
ENSG00000248124	NA
ENSG00000153714	LURAP1L
ENSG00000244219	TMEM225B
ENSG00000163354	DCST2
ENSG00000109501	WFS1
ENSG00000152154	TMEM178A
ENSG00000172216	CEBPB
ENSG00000156042	CFAP70
ENSG00000269889	NA
ENSG00000165272	AQP3
ENSG00000267541	MTCO2P2
ENSG00000118514	ALDH8A1
ENSG00000176771	NCKAP5
ENSG00000067167	TRAM1
ENSG00000164307	ERAP1
ENSG00000131871	SELENOS
ENSG00000113407	TARS1
ENSG00000261270	NA
ENSG00000109063	MYH3
ENSG00000101605	MYOM1
ENSG00000163520	FBLN2
ENSG00000223559	NA
ENSG00000214894	LINC00243
ENSG00000169035	KLK7
ENSG00000134970	TMED7
ENSG00000170425	ADORA2B
ENSG00000172361	CFAP53
ENSG00000230615	LOC107984948
ENSG00000261428	NA
ENSG00000271225	BNIP3P4
ENSG00000121898	CPXM2
ENSG00000142583	SLC2A5
ENSG00000229167	NA
ENSG00000196611	MMP1
ENSG00000221869	CEBPD
ENSG00000249328	LOC101927040
ENSG00000233155	NA
ENSG00000109814	UGDH
ENSG00000152475	ZNF837
ENSG00000163884	KLF15
ENSG00000197261	C6orf141
ENSG00000115008	IL1A
ENSG00000196391	ZNF774
ENSG00000259953	NA
ENSG00000234965	SHISA8
ENSG00000162236	STX5
ENSG00000102158	MAGT1
ENSG00000183778	B3GALT5
ENSG00000158815	FGF17
ENSG00000204685	NA
ENSG00000240907	NA
ENSG00000197536	NA
ENSG00000118363	SPCS2
ENSG00000229373	LINC00452
ENSG00000188488	SERPINA5
ENSG00000198833	UBE2J1
ENSG00000139988	RDH12
ENSG00000198908	GPRASP3
ENSG00000232320	NA
ENSG00000265263	NA
ENSG00000133958	UNC79
ENSG00000197776	KLHDC1
ENSG00000162344	FGF19
ENSG00000177483	RBM44
ENSG00000230074	NA
ENSG00000271816	BMS1P4
ENSG00000215895	HSPA5P1
ENSG00000269439	PGLS-DT
ENSG00000169621	APLF
ENSG00000127415	IDUA
ENSG00000269553	NA
ENSG00000227744	LINC01940
ENSG00000119138	KLF9
ENSG00000239704	CDRT4
ENSG00000252835	SCARNA21
ENSG00000175287	PHYHD1
ENSG00000254363	LOC101929719
ENSG00000219507	NA
ENSG00000131408	NR1H2
ENSG00000224023	EDRF1-DT
ENSG00000130513	GDF15
ENSG00000235636	NA
ENSG00000226328	NUP50-DT
ENSG00000260743	NA
ENSG00000225526	MKRN2OS
ENSG00000235316	NA
ENSG00000235899	LINC01564
ENSG00000146072	TNFRSF21
ENSG00000129270	NA
ENSG00000214518	KRTAP2-2
ENSG00000196511	TPK1
ENSG00000270460	NA
ENSG00000258727	AP1G2-AS1
ENSG00000236393	LINC03099
ENSG00000164379	FOXQ1
ENSG00000273474	NA
