ENSG	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000117525	2042.0181753228637	0.5643117530606581	0.11052739378349273	5.105627969171731	3.2969777765241133e-07	2.545435919260027e-05
ENSG00000156869	427.31065944967145	-0.5358056754669577	0.18719130794767838	-2.8623427088650937	0.0042052192956273	0.03836944030040546
ENSG00000233184	89.98121385413003	0.6371099877163595	0.2100055629439639	3.0337767189832037	0.002415131053797452	0.026366786087687194
ENSG00000183298	171.32336552117815	-0.511727821561842	0.1724351349289808	-2.967654021163393	0.0030008189554182967	0.030442944321982784
ENSG00000198890	151.0538738813659	0.8657984335044959	0.18323573278583047	4.725052370197129	2.300560606815744e-06	0.00013260915170568271
ENSG00000162636	1041.1315608185616	-0.6341364213231395	0.197008918854223	-3.2188208788271644	0.0012871886395421238	0.016807133537126345
ENSG00000162775	1479.8813777803214	-0.5909211017604838	0.18816589905625863	-3.140426106559339	0.0016870226044192944	0.020416499444961798
ENSG00000260948	82.9273784187314	0.5774024684560141	0.19778487480503873	2.919345925845813	0.003507667416302139	0.033829553460876814
ENSG00000116455	506.0726316094887	0.5253232450641498	0.09670431127179488	5.432262927633998	5.564385277322282e-08	5.434262631357144e-06
ENSG00000197852	267.48035792880927	1.268565416211527	0.14732141407061355	8.610869127304758	7.250872931651074e-18	5.458094599300346e-15
ENSG00000081019	672.642477516558	-0.6860426474328795	0.09602334734846624	-7.144540014245165	9.02977519817864e-13	3.08961967292226e-10
ENSG00000152022	725.8678017461631	-0.6002774512973688	0.10135405731353116	-5.922579393545694	3.169307098220148e-09	4.544182701305174e-07
ENSG00000239903	19.606728322421464	1.4370397769510463	0.46756304560783113	3.073467397499084	0.002115868058554242	0.0240773950276146
ENSG00000243364	104.9641580369422	-0.7868892211623101	0.18734167145779013	-4.200289316515486	2.6657412339794215e-05	0.0009354949715048995
ENSG00000143590	269.6700629668455	-0.6369424899147931	0.22723158010345726	-2.8030544417496754	0.0050621123504915625	0.043483128190936485
ENSG00000160818	680.8580099230927	0.7120697230134534	0.10983557208150743	6.483051979599437	8.988551282355494e-11	1.853734788436465e-08
ENSG00000272033	20.623222353097773	-1.7825890882166706	0.5071619749837027	-3.514831900151727	0.0004400324289417131	0.007623346625681808
ENSG00000198734	16.487889193837052	2.4598802174150767	0.5624930995161309	4.373174034545705	1.2245302831497113e-05	0.000496908447784876
ENSG00000235750	2522.0373349698452	-0.635851744467005	0.08760368008073	-7.258276637249079	3.920531184819195e-13	1.4395999265232433e-10
ENSG00000272198	26.62828159204196	1.5030483714290293	0.3725180402827713	4.034833776877206	5.464096578708354e-05	0.0016193301967018557
ENSG00000116667	257.4538824416404	-0.5125481191807445	0.14691704598302788	-3.4886906127962507	0.0004853926068023765	0.00823854080654992
ENSG00000023572	169.0992701889069	0.7191806907299126	0.16046433062466806	4.48187262508889	7.399090316096663e-06	0.00033251732748906045
ENSG00000224818	35.013651321084154	0.9602182462703529	0.30796201019212643	3.117976290878564	0.001820974517146843	0.021468105995024057
ENSG00000174307	856.5880776541479	0.6926356957331906	0.10087474094367364	6.866294666570137	6.589090205856313e-12	1.803613691803033e-09
ENSG00000159388	1556.1319060849503	0.7820619063298394	0.07499476370521094	10.428220154195895	1.843082370591714e-25	5.549521017851651e-22
ENSG00000182795	1535.9975685657512	0.7860051030174177	0.08573938789547719	9.167374789001496	4.846782481897619e-20	6.633482751360788e-17
ENSG00000081692	245.10004247016153	0.9133681271851569	0.15791602432590932	5.783885017901254	7.299484504213379e-09	9.157811600911034e-07
ENSG00000143816	714.6370050850751	0.9155710168420411	0.17271332036253403	5.301102514387489	1.1510542843338593e-07	1.0193601323909561e-05
ENSG00000234975	284.2442820986593	0.7217064558655758	0.19843613749189953	3.636970891428669	0.00027586309204392933	0.005365786628838962
ENSG00000135763	701.8868077157775	0.6202137402219488	0.11958582482899666	5.186348307659639	2.1445755033203592e-07	1.717371500132341e-05
ENSG00000010072	378.9042218738277	0.6839786500839234	0.13072198874364468	5.2323152107581175	1.6739997024352803e-07	1.392379310506251e-05
ENSG00000135766	2994.3935593676742	-0.5352605040173172	0.13852601414083007	-3.863971018996864	0.0001115584632483692	0.002691526705455446
ENSG00000078114	1149.9623036318212	-0.6967193047068372	0.15583933293183216	-4.470753895049069	7.794435055457939e-06	0.00034513299929388023
ENSG00000169126	455.7217668868745	-0.8567597967831571	0.13243089601129995	-6.46948576644873	9.833699253098511e-11	1.9614350470886638e-08
ENSG00000148516	92.20980984267457	-0.7833294920165135	0.24529981246274699	-3.1933554459422	0.0014062972695508904	0.017925034437772835
ENSG00000099250	308.48159225692245	0.9032224062869527	0.22697157705843118	3.9794516035566367	6.907441929515115e-05	0.0018838663477197478
ENSG00000234420	476.97373086317657	0.755456665824819	0.14904333726581712	5.068704711552926	4.005320484600322e-07	2.9953065848830748e-05
ENSG00000165507	328.4838200132753	-0.8092103663722352	0.18919931506987456	-4.277025876512185	1.8940679350100078e-05	0.0007075730213790488
ENSG00000012779	210.36495164275848	0.5600236088760004	0.17532230221001452	3.1942519680420416	0.001401936969648002	0.017916944887988683
ENSG00000204175	165.6348384344981	0.6970462455624183	0.1539267361860504	4.528428672195727	5.942393351012435e-06	0.0002778345711164354
ENSG00000197444	328.50359521778114	-0.699177096126128	0.20348841812112953	-3.4359552380515943	0.0005904685210476563	0.009481319912199023
ENSG00000150347	191.40909109923746	-1.2280865852511549	0.14614909573333795	-8.402970809288538	4.353229277743644e-17	2.8494724685404595e-14
ENSG00000138347	51.40431124694808	1.7334228720319194	0.2876042511897711	6.027111438238609	1.6691591965137464e-09	2.564203235052495e-07
ENSG00000156515	2326.805833064489	-0.5428248263809189	0.16538586595141308	-3.282171806267831	0.0010301082097454567	0.01433592239710669
ENSG00000198246	185.25499644195955	0.6102363429400747	0.14088136877245103	4.331561712221275	1.4805543693696567e-05	0.0005835012049963398
ENSG00000107738	632.9676779258428	0.6121898483781892	0.13505704958101422	4.532824093798718	5.820028071321774e-06	0.0002738141331679666
ENSG00000221817	116.41701558681376	0.5198072592756185	0.18185117072439724	2.8584212969594094	0.004257547091282859	0.03861287437305027
ENSG00000196968	1080.5307565597147	-0.9595698047189564	0.21018343852263627	-4.565392075910934	4.985616415572016e-06	0.000242907621800766
ENSG00000272734	687.2893452334802	-0.7454681875926673	0.2057763164928837	-3.622711302728794	0.000291531139688089	0.005541668318187096
ENSG00000107796	336.1162764478774	1.1077160613691066	0.1269333173331704	8.726755785178211	2.6208218390884e-18	2.1920262659708812e-15
ENSG00000026103	628.4508898563435	1.1444088611082797	0.12892320408649288	8.876670954753118	6.889121617969503e-19	7.408266139895062e-16
ENSG00000138193	125.7726581026202	-1.02152040300804	0.27075576261142004	-3.7728482421040583	0.00016139446495088853	0.0035679789571741952
ENSG00000213390	1177.8702075805993	-0.5941691192553938	0.19242308029075456	-3.0878266700522317	0.002016260335910067	0.023124229781198734
ENSG00000155252	1105.2124371805712	0.5508002982988537	0.12141876427107187	4.536368835620594	5.723105519290981e-06	0.0002702333552812489
ENSG00000138131	104.28020587861153	1.190634692246193	0.20037130628684155	5.942141688399935	2.813220906746581e-09	4.111945703987357e-07
ENSG00000023839	1977.764924344401	0.673734520001253	0.17305749189349182	3.893125415315176	9.896095815615655e-05	0.002466651034835988
ENSG00000196072	975.990580704537	0.6122173009332872	0.08998260246999282	6.803729655823724	1.0194476654134989e-11	2.6925937899649518e-09
ENSG00000099194	31014.64762709428	-0.519907073954965	0.08550276023375247	-6.080588188423538	1.1974247089076572e-09	1.95948141223965e-07
ENSG00000156398	300.286260510276	0.521766645854169	0.12850440039589306	4.060301781469924	4.90093292047395e-05	0.0015057866350558229
ENSG00000107957	825.2907996703361	-0.7157442287365066	0.10570218446693823	-6.771328637587226	1.2760504206269228e-11	3.2018231804230538e-09
ENSG00000065618	538.3761558829041	1.2527082001587968	0.3155872990446884	3.9694506209561005	7.203853313685118e-05	0.0019366787792415975
ENSG00000119950	2693.0892774547515	-0.6476660557941764	0.11249206414212669	-5.75743774223834	8.54002496043283e-09	1.0625626097464154e-06
ENSG00000203867	166.9059958108803	-0.6196206605322305	0.20826848182182892	-2.9751052829122187	0.002928880073233177	0.02998806997039681
ENSG00000188613	42.19225935941564	1.2357177015183216	0.36011391048282987	3.431463394073027	0.0006003341457953882	0.00958433782073125
ENSG00000188690	581.1460186943171	0.5617411940315455	0.16452613790128687	3.4142975772553634	0.0006394669106805554	0.010013264340946295
ENSG00000151640	198.14541338297752	-0.9417483482952573	0.2921043330375029	-3.224013620415372	0.0012640738716451897	0.016603945408267512
ENSG00000198546	492.00144217558926	-0.6176172820447832	0.145486673219548	-4.245181145305056	2.1841689798366376e-05	0.0007885530933199179
ENSG00000142089	4993.1989599970575	-0.533516519520939	0.11326021819986082	-4.710537627426138	2.4706417865434973e-06	0.00013935935551935325
ENSG00000069696	148.67626283591179	-0.8277473175078972	0.27680577643798215	-2.9903542048854335	0.0027865411665629826	0.028892133100968116
ENSG00000129757	464.40930977692074	-0.9591181356773472	0.2271647632316658	-4.22212548298798	2.420093072411411e-05	0.0008613357258901607
ENSG00000167355	651.7653404426934	-0.5155425872849421	0.1726819007637836	-2.985504473860102	0.002831109966962564	0.029233443451729353
ENSG00000121236	83.22918328881902	-0.6991892598809505	0.2451060839571727	-2.852598550769223	0.004336336420710005	0.03909194300226893
ENSG00000132274	38.429418008633625	2.0258409512271673	0.3528513403376292	5.741344072233712	9.392802334325334e-09	1.1312691131461432e-06
ENSG00000072952	332.3211134523894	0.9081113740891233	0.1346466621885202	6.744403161050269	1.5365733181262915e-11	3.731146984579245e-09
ENSG00000187486	114.34014891268346	-0.5368654688373072	0.19300548462867226	-2.7816073199691456	0.005409044342159361	0.0456976220938323
ENSG00000245573	53.80154435554987	0.8834885226650309	0.29944924972268794	2.9503781474931277	0.003173852109824904	0.03151869624895378
ENSG00000176697	622.0104212558593	0.810613782913542	0.16157004841884173	5.0171042891079	5.245609650162941e-07	3.778595850870961e-05
ENSG00000166016	458.15579659766985	0.5397130169431705	0.13098985305761765	4.1202658400248025	3.7843550258992705e-05	0.0012358669178940025
ENSG00000085117	315.58613950647685	0.6759855043044009	0.2252947867282624	3.000448941234205	0.0026958194628930077	0.02837124761125467
ENSG00000134574	2031.2463131162676	0.5786822148376521	0.08579320790513126	6.745081912283191	1.5294071649784283e-11	3.731146984579245e-09
ENSG00000134824	503.54513359803417	0.6731545888501247	0.15607889550470502	4.312912304212406	1.611180379864445e-05	0.0006203662562368087
ENSG00000168000	229.72076026701419	-0.5207444062891571	0.1810540046070438	-2.876182757842727	0.004025165832813531	0.037213196511242
ENSG00000167771	418.8717259650082	-0.787210704973369	0.19657974191504857	-4.004536262508474	6.2139259038348e-05	0.0017684433739552537
ENSG00000068831	161.01643531828603	-0.530466307228656	0.16512384156276075	-3.2125361317192636	0.0013156859803443804	0.017119837885985003
ENSG00000173727	113.73056088043033	-0.6754915469186651	0.22929718124844634	-2.94592172150063	0.0032199387621516225	0.03182940122402671
ENSG00000254470	679.6674103449132	0.608562225284128	0.1298554048581571	4.686460497727215	2.779704406666829e-06	0.0001521761812449786
ENSG00000173156	630.5041904169701	0.5113509175042296	0.1292221269553625	3.957146732934265	7.585034185946359e-05	0.002013980417450131
ENSG00000175505	867.8677451767858	0.8223557133446678	0.2074646965313167	3.9638344600018907	7.375540696368552e-05	0.0019652878793597972
ENSG00000172508	84.36714439028412	0.9101267654838077	0.2378745577977217	3.826078643760382	0.0001302007097412374	0.003038066610318613
ENSG00000158483	217.8499005742843	0.9090965589413259	0.2058709458499452	4.415856522094898	1.0061080474679511e-05	0.00042650110269686016
ENSG00000165434	503.45454715002785	-0.6222859375690135	0.18184398971579546	-3.422086913851737	0.0006214244570186328	0.009868718565839152
ENSG00000180771	313.0279808152606	0.503995938306624	0.1545776264025082	3.26047145396228	0.0011122716272750864	0.015195326087682783
ENSG00000150764	272.7770802732187	-0.6144104357353232	0.18185899731308156	-3.378498973452369	0.0007288270457371566	0.010972491173572893
ENSG00000149292	200.17753963780163	0.5246491335883411	0.17080003956406573	3.071715527276265	0.002128324523668228	0.024164348192929997
ENSG00000048028	817.5132039099968	-0.5244685570538713	0.11684394348351645	-4.4886242403129755	7.168461275965409e-06	0.0003250638087640338
ENSG00000160613	850.2339052176961	0.7086800672842458	0.12598912130116383	5.624930628654995	1.8558253891340438e-08	2.100710619053611e-06
ENSG00000186166	683.0128038439211	0.674673687188638	0.1137678237093563	5.9302680247469	3.0244058721254914e-09	4.3781183081585837e-07
ENSG00000110400	1363.6672110304273	0.609075093958571	0.10714810514239649	5.684422446380449	1.3125546726568458e-08	1.5084359234235737e-06
ENSG00000134955	143.66915336094345	0.9930930246964721	0.20733252404386718	4.789856436061882	1.669006808627246e-06	0.00010010716137005254
ENSG00000203306	76.31992765568116	1.2610226252568253	0.31269656694191006	4.032735752711626	5.513126128686536e-05	0.001625209583072441
ENSG00000197798	232.8420691381963	0.7324038290484952	0.19991782555317147	3.663524385691661	0.00024876852047033546	0.004993998850895275
ENSG00000134954	842.3545669882834	0.5694919182078297	0.1213844181935708	4.691639393943177	2.7102451802756706e-06	0.0001494605904360814
ENSG00000120451	1132.467310260847	0.6736162999261395	0.14262274752557721	4.723063547807033	2.323182170988845e-06	0.0001329867208526124
ENSG00000250899	159.12099255886218	0.7603069588182276	0.18464404190997727	4.117690183520319	3.826886869206727e-05	0.0012470515544568672
ENSG00000078237	301.7859200494822	0.9757407756494387	0.2192381097235942	4.450598378537427	8.56313544295703e-06	0.00037259538755409855
ENSG00000269968	210.9391314699039	-1.3097948001761415	0.42214716761968196	-3.102697117598935	0.0019176579217401095	0.02232818253039238
ENSG00000059804	285.78824277857626	-0.6816168634346891	0.20355897946515222	-3.3484981366364965	0.0008125082718068045	0.011933962958098968
ENSG00000178878	158.48770104134272	-0.6922439135916847	0.2394722743279497	-2.8907058887480166	0.00384377658986735	0.0361675353502831
ENSG00000087448	1152.285986679711	0.6262982243126236	0.13982257161814898	4.479235484403937	7.491085632802391e-06	0.0003346536919935905
ENSG00000205592	62.212409587428034	1.3648639220681564	0.4360498596138074	3.1300638951631905	0.0017476828464075495	0.02088863721579876
ENSG00000135406	53.15759845544347	-0.9528412125157452	0.2486954627269784	-3.8313574444331078	0.00012743820500463334	0.0029884457575463474
ENSG00000050405	4223.313317720857	0.7430901162465311	0.1703861788075311	4.3612112287929685	1.2934442208892012e-05	0.0005220590548387916
ENSG00000185432	75.3008695813336	1.1077626710009867	0.3828188243784689	2.893699579166492	0.0038073224426805985	0.03593682719407925
ENSG00000110925	895.0502100829495	0.5173865203949946	0.0996609732313693	5.191465662229173	2.0864507072002021e-07	1.6901667243144197e-05
ENSG00000167767	875.1395028847918	1.6066738351217604	0.541616866971364	2.9664398084683494	0.003012693257634764	0.030527853991921906
ENSG00000135480	987.7477581005514	1.4045150345365454	0.4613808116276116	3.044155715062883	0.002333343325455988	0.025735152941201392
ENSG00000139625	481.061075386485	0.6628450746569617	0.14957754204686394	4.43144783358779	9.360245965416361e-06	0.00040394848440107725
ENSG00000065357	1569.1350256037258	0.5242579879741375	0.12497996891845985	4.194736104600705	2.7318945800650324e-05	0.0009533493027294454
ENSG00000123384	1486.5575582016447	-0.805538102309357	0.19497493701511254	-4.131495640626465	3.604105278646124e-05	0.00118730426630235
ENSG00000175197	349.6599430705335	-1.2382946986756953	0.14539040945474138	-8.517031510673092	1.636949715103615e-17	1.173537045756425e-14
ENSG00000127311	207.08537819173588	-0.7869927123176188	0.22025874520509603	-3.573037300220715	0.00035286447480682514	0.006447056636185379
ENSG00000236333	191.03416259506548	0.7047931384360278	0.17340195341945067	4.064505183117334	4.8134469351676296e-05	0.0014849681067407514
ENSG00000257803	18.085959133724327	-1.9110828933528592	0.5308828764915704	-3.599820182527971	0.0003184373128732236	0.005918260334292821
ENSG00000136048	903.9001857854836	0.6075319083827666	0.14600996489436302	4.1608934624586125	3.17004951958444e-05	0.0010676755149293903
ENSG00000136003	1424.5423026158967	0.5150639036861824	0.14183834895952513	3.631344466884344	0.00028194855726717426	0.005428050549433899
ENSG00000139438	110.05481931388279	0.6442693969844433	0.23000167960805643	2.8011508354301426	0.005092071222628707	0.04356328260996508
ENSG00000089116	102.30959733513053	0.7104883397544455	0.19282199078210419	3.6846852211858083	0.00022898545783876044	0.004671241284231082
ENSG00000135111	545.2491217377221	0.5304612616833725	0.18693155148989493	2.837729946900098	0.004543560630316672	0.040428859682196984
ENSG00000171435	1680.2069275447957	-0.6180017440756613	0.15519891371716732	-3.9819978714664233	6.833839198785953e-05	0.0018702788423353202
ENSG00000170855	814.9498368398072	0.5941672153201226	0.10494956175684655	5.661454944392477	1.5009491758450572e-08	1.7118780183596465e-06
ENSG00000089041	57.56339209897815	-0.8547731926369607	0.30974083912440314	-2.759639946263763	0.005786509716566464	0.04765640250706133
ENSG00000176383	151.86864492224638	-0.7655934797050574	0.26377705366345144	-2.9024263827052406	0.003702841776746596	0.035171156434649846
ENSG00000102678	207.35487797133715	0.7992765354915604	0.18726074724076486	4.268254544898909	1.9700844693722325e-05	0.0007269515119215431
ENSG00000232187	439.0844089234161	0.5542132642560857	0.13550054399964087	4.0901183707244355	4.311530897554984e-05	0.0013694113430947317
ENSG00000102760	75.50802054236603	0.8686595135583581	0.23447122189069586	3.704759614223803	0.00021159129837920477	0.00439987154295432
ENSG00000043355	601.8260642611632	-0.632951293849569	0.10427793494581675	-6.069848757346922	1.280307661955837e-09	2.072584069972594e-07
ENSG00000139832	223.75283652958362	-0.7023242324048633	0.13101014414627427	-5.360838559346294	8.283652253471095e-08	7.558205131879233e-06
ENSG00000233695	318.7747879621598	0.5357083183481309	0.19170398902560698	2.794455770435603	0.005198715171401344	0.04434371496059333
ENSG00000183087	2197.8154367844236	0.657232713511837	0.1236134915265307	5.3168364180602214	1.0558691149281624e-07	9.405981967599696e-06
ENSG00000272695	20.3478340730124	1.6370719679785124	0.5442135983347127	3.0081423415143123	0.0026284999304680857	0.02792665240169162
ENSG00000129474	1336.8174892613174	0.8711063936066854	0.0985397437062513	8.840152824057151	9.558776378774041e-19	8.9942111489027e-16
ENSG00000100867	198.54818629661665	-1.036042687046057	0.15795823089022193	-6.55896613431995	5.418210443204672e-11	1.1653022603206621e-08
ENSG00000157379	363.7318626013084	0.5702078552115221	0.12299773276010985	4.635921674455854	3.5535051544408156e-06	0.00018456894905617262
ENSG00000100916	194.85130177266387	0.583295291944501	0.16345518887010316	3.5685333452952803	0.00035898517089977326	0.0065114719854169716
ENSG00000136352	34.993620927251186	-1.068821348167935	0.38612045188171207	-2.768103432385312	0.005638355824724816	0.04671736210304464
ENSG00000129534	1222.5812104685162	-0.5443882676863268	0.17104928323138976	-3.1826398649674346	0.0014593901100453204	0.01836261290597364
ENSG00000100505	190.58443324370202	-0.6396817659946308	0.2203172609682762	-2.9034573286871947	0.0036906726109800438	0.03514426069468979
ENSG00000180008	1461.7699201890507	0.5384074013133713	0.09200139505540855	5.852165621935529	4.852130755384699e-09	6.41535121627612e-07
ENSG00000165617	54.901336334696616	-1.0682811680243256	0.25542572880370945	-4.182355368144148	2.8850454987411242e-05	0.0009935212917360054
ENSG00000272909	32.77682415249219	-1.3034992654885362	0.34644335834278434	-3.762517693292893	0.00016821140391071367	0.0036542895900083614
ENSG00000139998	173.78471778837346	0.6593405542254088	0.22338792033481197	2.9515497222821834	0.0031618363499381977	0.03146163003854565
ENSG00000100647	460.2571150025288	0.8314435376903822	0.10174305451389908	8.171993082602008	3.0333593042742758e-16	1.826688973033969e-13
ENSG00000170345	548.583875155611	-1.5661775893599317	0.2417266661492639	-6.479126255738917	9.225528422735313e-11	1.8768963568145962e-08
ENSG00000258301	170.97006575810315	0.5791354135018837	0.15547089544995965	3.725040701835322	0.00019528371060211644	0.004102859174600278
ENSG00000235706	131.30735704665454	-0.662222195335215	0.1693779888475503	-3.9097299468542643	9.23993615579375e-05	0.0023418727074995776
ENSG00000176438	102.72111268848876	-0.9080473699331952	0.238648565987441	-3.8049563221803804	0.0001418292157094109	0.0032599066297789026
ENSG00000247092	142.8747550827393	-0.649661701901191	0.21466122138563515	-3.0264511573521937	0.002474427940641102	0.026761862533298698
ENSG00000185100	227.04321863164617	0.5620328496812598	0.1589134793030906	3.536722323027819	0.00040512536352931916	0.007150248942478194
ENSG00000213145	61.8948721557633	-0.7697140562559438	0.2500661905495952	-3.078041276048822	0.002083660522187405	0.023764779667826808
ENSG00000166922	40.672605699637735	-1.1820233222489138	0.3461200260901594	-3.415067702384298	0.0006376615991821312	0.009999995183007275
ENSG00000137801	2305.40300808241	2.649760160042923	0.8051789855392666	3.290895822707361	0.0009986889056654016	0.014051646238123943
ENSG00000188549	1017.8248955101127	0.8798325329467194	0.12767030092601941	6.891442462069173	5.522946050053461e-12	1.539776903399164e-09
ENSG00000104142	683.585488726631	0.5059118400187849	0.10217526175097214	4.951412223947362	7.367685012937999e-07	5.064862916428382e-05
ENSG00000137825	261.9890363536527	-0.6558386852972691	0.19016190370238156	-3.448843709114884	0.0005629924591262833	0.009192897475212793
ENSG00000168806	178.4372295063719	0.5910315148537804	0.19632508798426798	3.0104737042121745	0.002608405326735434	0.027791608063695655
ENSG00000166147	100.47105677701973	-0.9095484800159983	0.3081219827923168	-2.9519103822886295	0.0031581457492145947	0.031456938372441214
ENSG00000137878	38.86388422413304	1.3108132076400312	0.3968716341142187	3.3028644402002847	0.0009570264013574731	0.0136569028174756
ENSG00000185088	1437.072619051665	0.8227270384557602	0.1112227892657983	7.3971084872689294	1.391818396374874e-13	5.3727758865189054e-11
ENSG00000074410	105.83542395932841	-0.7687742379715085	0.2734480084675017	-2.811409167980371	0.004932501548545005	0.04277581268049831
ENSG00000138617	274.1577640694455	-0.6023354960140006	0.14219729550774945	-4.235913867863785	2.2762402492007337e-05	0.0008178710489669939
ENSG00000166949	7079.896177301466	0.7424827572675157	0.07460843565665526	9.95172664769958	2.478451231957933e-23	4.664135412140835e-20
ENSG00000175318	169.9913476086874	0.5230450697702036	0.18202764683445333	2.8734375182353022	0.0040603138393093575	0.03742799325505731
ENSG00000138623	1807.6477219135002	1.290489911936334	0.3656699230140293	3.52911144919847	0.0004169574941744207	0.007324731709213423
ENSG00000140465	360.66950598054285	2.0284133446044783	0.19703643055135595	10.294610691680129	7.452040148964821e-25	1.869841074044423e-21
ENSG00000167196	1024.0405231965674	0.6089587681536631	0.08561603234527564	7.112672141799689	1.1381743734378443e-12	3.807825598245943e-10
ENSG00000136378	708.7446607389002	0.6936533458035495	0.1213213266551647	5.717488960330458	1.081096966457473e-08	1.2616988240323453e-06
ENSG00000181026	1882.2954117758454	0.6040434940760454	0.06738281803890031	8.964354885355629	3.1210242419590043e-19	3.61438615097637e-16
ENSG00000172183	107.63518863579594	-0.713662670367157	0.21903305932858996	-3.258241804021609	0.0011210483906021309	0.015287485072930325
ENSG00000242498	245.1992032667118	0.5539030201338374	0.14562106866761543	3.8037285758294916	0.0001425343509186678	0.003271119897988634
ENSG00000196391	79.88290692930256	0.6152570648228779	0.2237288059725863	2.7500127314775282	0.005959294925189234	0.048759339727567345
ENSG00000185551	3153.0365778519804	0.9657533942975053	0.07912599079233261	12.205261313341909	2.9137155621376473e-34	1.4621995929327425e-30
ENSG00000270127	39.19286974173392	1.5991737922652338	0.4333018688127789	3.6906690401471702	0.0002236649944681891	0.004581328560161343
ENSG00000259205	35.406519032177385	1.1050260580901523	0.32860301249095314	3.3627995364789154	0.0007715637006060726	0.011416860810387834
