lag	cross_corr	plus_count	minus_count
167	1091	500352	499648
168	1069	500352	499648
169	1104	500352	499648
170	1051	500352	499648
171	1064	500352	499648
172	1047	500352	499648
173	1034	500352	499648
174	1071	500352	499648
175	1085	500352	499648
176	1118	500352	499648
177	1086	500352	499648
178	1077	500352	499648
179	1059	500352	499648
180	1021	500352	499648
181	1075	500352	499648
182	1066	500352	499648
183	1059	500352	499648
184	1103	500352	499648
185	1031	500352	499648
186	1075	500352	499648
187	1067	500352	499648
188	1051	500352	499648
189	1075	500352	499648
190	1094	500352	499648
191	1026	500352	499648
192	1064	500352	499648
193	1115	500352	499648
194	1134	500352	499648
195	1062	500352	499648
196	1100	500352	499648
197	1064	500352	499648
198	1049	500352	499648
199	1064	500352	499648
200	1081	500352	499648
201	1102	500352	499648
202	1056	500352	499648
203	1043	500352	499648
204	1052	500352	499648
205	1002	500352	499648
206	1081	500352	499648
207	1087	500352	499648
208	1099	500352	499648
209	1043	500352	499648
210	1071	500352	499648
211	1057	500352	499648
212	1091	500352	499648
213	1025	500352	499648
214	1042	500352	499648
215	1070	500352	499648
216	1134	500352	499648
217	1068	500352	499648
218	1014	500352	499648
219	1107	500352	499648
220	1037	500352	499648
221	1045	500352	499648
222	1023	500352	499648
223	1104	500352	499648
224	1067	500352	499648
225	1040	500352	499648
226	1069	500352	499648
227	1031	500352	499648
228	1041	500352	499648
229	1074	500352	499648
230	1024	500352	499648
231	1093	500352	499648
232	1079	500352	499648
233	1029	500352	499648
234	1076	500352	499648
235	1046	500352	499648
236	1039	500352	499648
237	1057	500352	499648
238	1049	500352	499648
239	970	500352	499648
240	1024	500352	499648
241	1035	500352	499648
242	1082	500352	499648
243	1059	500352	499648
244	1029	500352	499648
245	1040	500352	499648
246	1082	500352	499648
247	1056	500352	499648
248	1078	500352	499648
249	1017	500352	499648
250	1065	500352	499648
251	999	500352	499648
252	1050	500352	499648
253	1054	500352	499648
254	1075	500352	499648
255	1028	500352	499648
256	1042	500352	499648
257	1111	500352	499648
258	1053	500352	499648
259	1011	500352	499648
260	1011	500352	499648
261	1052	500352	499648
262	1076	500352	499648
263	1037	500352	499648
264	1063	500352	499648
265	1006	500352	499648
266	1068	500352	499648
267	962	500352	499648
268	948	500352	499648
269	1044	500352	499648
270	983	500352	499648
271	1007	500352	499648
272	1017	500352	499648
273	1001	500352	499648
274	1016	500352	499648
275	1041	500352	499648
276	1029	500352	499648
277	1021	500352	499648
278	1011	500352	499648
279	1001	500352	499648
280	1045	500352	499648
281	1016	500352	499648
282	1005	500352	499648
283	967	500352	499648
284	1005	500352	499648
285	1013	500352	499648
286	1025	500352	499648
287	981	500352	499648
288	1028	500352	499648
289	1004	500352	499648
290	1003	500352	499648
291	972	500352	499648
292	1011	500352	499648
293	1022	500352	499648
294	1046	500352	499648
295	997	500352	499648
296	981	500352	499648
297	946	500352	499648
298	973	500352	499648
299	968	500352	499648
300	953	500352	499648
301	1036	500352	499648
302	984	500352	499648
303	1017	500352	499648
304	974	500352	499648
305	953	500352	499648
306	952	500352	499648
307	998	500352	499648
308	1047	500352	499648
309	977	500352	499648
310	978	500352	499648
311	978	500352	499648
312	987	500352	499648
313	1005	500352	499648
314	999	500352	499648
315	962	500352	499648
316	952	500352	499648
317	990	500352	499648
318	990	500352	499648
319	1022	500352	499648
320	969	500352	499648
321	960	500352	499648
322	967	500352	499648
323	987	500352	499648
324	992	500352	499648
325	926	500352	499648
326	1019	500352	499648
327	965	500352	499648
328	940	500352	499648
329	985	500352	499648
330	927	500352	499648
331	996	500352	499648
332	1005	500352	499648
333	965	500352	499648
334	927	500352	499648
335	976	500352	499648
336	985	500352	499648
337	978	500352	499648
338	975	500352	499648
339	960	500352	499648
340	980	500352	499648
341	945	500352	499648
342	920	500352	499648
343	932	500352	499648
344	966	500352	499648
345	919	500352	499648
346	932	500352	499648
347	959	500352	499648
348	885	500352	499648
349	965	500352	499648
350	967	500352	499648
351	944	500352	499648
352	903	500352	499648
353	981	500352	499648
354	901	500352	499648
355	959	500352	499648
356	969	500352	499648
357	953	500352	499648
358	948	500352	499648
359	898	500352	499648
360	974	500352	499648
361	945	500352	499648
362	959	500352	499648
363	936	500352	499648
364	953	500352	499648
365	931	500352	499648
366	950	500352	499648
367	886	500352	499648
368	897	500352	499648
369	892	500352	499648
370	931	500352	499648
371	898	500352	499648
372	922	500352	499648
373	936	500352	499648
374	942	500352	499648
375	970	500352	499648
376	929	500352	499648
377	862	500352	499648
378	938	500352	499648
379	977	500352	499648
380	862	500352	499648
381	951	500352	499648
382	909	500352	499648
383	940	500352	499648
384	938	500352	499648
385	907	500352	499648
386	893	500352	499648
387	891	500352	499648
388	906	500352	499648
389	914	500352	499648
390	897	500352	499648
391	868	500352	499648
392	949	500352	499648
393	959	500352	499648
394	908	500352	499648
395	930	500352	499648
396	882	500352	499648
397	878	500352	499648
398	907	500352	499648
399	906	500352	499648
400	905	500352	499648
401	849	500352	499648
402	935	500352	499648
403	907	500352	499648
404	943	500352	499648
405	854	500352	499648
406	888	500352	499648
407	855	500352	499648
408	906	500352	499648
409	880	500352	499648
410	868	500352	499648
411	918	500352	499648
412	903	500352	499648
413	895	500352	499648
414	870	500352	499648
415	940	500352	499648
416	903	500352	499648
417	889	500352	499648
418	863	500352	499648
419	923	500352	499648
420	836	500352	499648
421	939	500352	499648
422	951	500352	499648
423	902	500352	499648
424	931	500352	499648
425	865	500352	499648
426	874	500352	499648
427	955	500352	499648
428	884	500352	499648
429	939	500352	499648
430	886	500352	499648
431	905	500352	499648
432	909	500352	499648
433	854	500352	499648
434	914	500352	499648
435	917	500352	499648
436	886	500352	499648
437	917	500352	499648
438	897	500352	499648
439	915	500352	499648
440	905	500352	499648
441	849	500352	499648
442	893	500352	499648
443	820	500352	499648
444	929	500352	499648
445	906	500352	499648
446	891	500352	499648
447	886	500352	499648
448	811	500352	499648
449	856	500352	499648
450	886	500352	499648
451	922	500352	499648
452	840	500352	499648
453	815	500352	499648
454	891	500352	499648
455	888	500352	499648
456	840	500352	499648
457	860	500352	499648
458	862	500352	499648
459	922	500352	499648
460	855	500352	499648
461	897	500352	499648
462	867	500352	499648
463	868	500352	499648
464	863	500352	499648
465	789	500352	499648
466	879	500352	499648
467	950	500352	499648
468	884	500352	499648
469	892	500352	499648
470	836	500352	499648
471	870	500352	499648
472	883	500352	499648
473	890	500352	499648
474	899	500352	499648
475	862	500352	499648
476	828	500352	499648
477	841	500352	499648
478	813	500352	499648
479	870	500352	499648
480	884	500352	499648
481	871	500352	499648
482	859	500352	499648
483	892	500352	499648
484	860	500352	499648
485	831	500352	499648
486	862	500352	499648
487	852	500352	499648
488	837	500352	499648
489	893	500352	499648
490	871	500352	499648
491	881	500352	499648
492	875	500352	499648
493	793	500352	499648
494	913	500352	499648
495	849	500352	499648
496	858	500352	499648
497	837	500352	499648
498	841	500352	499648
499	871	500352	499648
500	797	500352	499648
