lag	cross_corr	plus_count	minus_count
444	689	501353	498647
445	670	501353	498647
446	648	501353	498647
447	604	501353	498647
448	622	501353	498647
449	573	501353	498647
450	652	501353	498647
451	559	501353	498647
452	671	501353	498647
453	521	501353	498647
454	645	501353	498647
455	609	501353	498647
456	597	501353	498647
457	584	501353	498647
458	684	501353	498647
459	627	501353	498647
460	577	501353	498647
461	619	501353	498647
462	597	501353	498647
463	587	501353	498647
464	568	501353	498647
465	581	501353	498647
466	480	501353	498647
467	523	501353	498647
468	559	501353	498647
469	607	501353	498647
470	631	501353	498647
471	564	501353	498647
472	592	501353	498647
473	546	501353	498647
474	554	501353	498647
475	537	501353	498647
476	552	501353	498647
477	522	501353	498647
478	557	501353	498647
479	586	501353	498647
480	553	501353	498647
481	527	501353	498647
482	533	501353	498647
483	569	501353	498647
484	547	501353	498647
485	544	501353	498647
486	554	501353	498647
487	573	501353	498647
488	513	501353	498647
489	544	501353	498647
490	512	501353	498647
491	508	501353	498647
492	681	501353	498647
493	533	501353	498647
494	532	501353	498647
495	550	501353	498647
496	524	501353	498647
497	496	501353	498647
498	569	501353	498647
499	525	501353	498647
500	516	501353	498647
