lag	cross_corr	plus_count	minus_count
251	1090	499849	500151
252	1154	499849	500151
253	1090	499849	500151
254	1070	499849	500151
255	1067	499849	500151
256	1043	499849	500151
257	1085	499849	500151
258	1094	499849	500151
259	1136	499849	500151
260	1036	499849	500151
261	1020	499849	500151
262	1069	499849	500151
263	973	499849	500151
264	1007	499849	500151
265	1026	499849	500151
266	1044	499849	500151
267	1039	499849	500151
268	1041	499849	500151
269	962	499849	500151
270	1009	499849	500151
271	945	499849	500151
272	921	499849	500151
273	979	499849	500151
274	954	499849	500151
275	903	499849	500151
276	974	499849	500151
277	900	499849	500151
278	903	499849	500151
279	942	499849	500151
280	959	499849	500151
281	887	499849	500151
282	872	499849	500151
283	928	499849	500151
284	853	499849	500151
285	895	499849	500151
286	858	499849	500151
287	869	499849	500151
288	838	499849	500151
289	876	499849	500151
290	903	499849	500151
291	833	499849	500151
292	799	499849	500151
293	819	499849	500151
294	859	499849	500151
295	826	499849	500151
296	756	499849	500151
297	863	499849	500151
298	791	499849	500151
299	832	499849	500151
300	837	499849	500151
301	850	499849	500151
302	805	499849	500151
303	753	499849	500151
304	846	499849	500151
305	787	499849	500151
306	779	499849	500151
307	780	499849	500151
308	729	499849	500151
309	750	499849	500151
310	808	499849	500151
311	700	499849	500151
312	731	499849	500151
313	736	499849	500151
314	728	499849	500151
315	772	499849	500151
316	738	499849	500151
317	775	499849	500151
318	728	499849	500151
319	710	499849	500151
320	672	499849	500151
321	743	499849	500151
322	687	499849	500151
323	696	499849	500151
324	682	499849	500151
325	729	499849	500151
326	686	499849	500151
327	661	499849	500151
328	630	499849	500151
329	711	499849	500151
330	653	499849	500151
331	685	499849	500151
332	691	499849	500151
333	655	499849	500151
334	665	499849	500151
335	661	499849	500151
336	675	499849	500151
337	624	499849	500151
338	615	499849	500151
339	660	499849	500151
340	678	499849	500151
341	614	499849	500151
342	631	499849	500151
343	627	499849	500151
344	650	499849	500151
345	639	499849	500151
346	647	499849	500151
347	630	499849	500151
348	655	499849	500151
349	635	499849	500151
350	587	499849	500151
351	592	499849	500151
352	576	499849	500151
353	600	499849	500151
354	621	499849	500151
355	661	499849	500151
356	599	499849	500151
357	584	499849	500151
358	590	499849	500151
359	608	499849	500151
360	582	499849	500151
361	574	499849	500151
362	585	499849	500151
363	557	499849	500151
364	540	499849	500151
365	593	499849	500151
366	591	499849	500151
367	567	499849	500151
368	565	499849	500151
369	593	499849	500151
370	564	499849	500151
371	550	499849	500151
372	528	499849	500151
373	573	499849	500151
374	625	499849	500151
375	588	499849	500151
376	528	499849	500151
377	525	499849	500151
378	528	499849	500151
379	546	499849	500151
380	595	499849	500151
381	550	499849	500151
382	578	499849	500151
383	526	499849	500151
384	536	499849	500151
385	522	499849	500151
386	511	499849	500151
387	496	499849	500151
388	507	499849	500151
389	546	499849	500151
390	558	499849	500151
391	515	499849	500151
392	506	499849	500151
393	502	499849	500151
394	481	499849	500151
395	459	499849	500151
396	473	499849	500151
397	484	499849	500151
398	486	499849	500151
399	487	499849	500151
400	506	499849	500151
401	453	499849	500151
402	491	499849	500151
403	492	499849	500151
404	470	499849	500151
405	471	499849	500151
406	487	499849	500151
407	462	499849	500151
408	494	499849	500151
409	486	499849	500151
410	489	499849	500151
411	480	499849	500151
412	477	499849	500151
413	486	499849	500151
414	482	499849	500151
415	441	499849	500151
416	445	499849	500151
417	453	499849	500151
418	479	499849	500151
419	474	499849	500151
420	460	499849	500151
421	494	499849	500151
422	475	499849	500151
423	467	499849	500151
424	433	499849	500151
425	502	499849	500151
426	466	499849	500151
427	452	499849	500151
428	415	499849	500151
429	403	499849	500151
430	451	499849	500151
431	419	499849	500151
432	412	499849	500151
433	469	499849	500151
434	433	499849	500151
435	453	499849	500151
436	417	499849	500151
437	460	499849	500151
438	431	499849	500151
439	387	499849	500151
440	419	499849	500151
441	409	499849	500151
442	425	499849	500151
443	453	499849	500151
444	471	499849	500151
445	456	499849	500151
446	393	499849	500151
447	443	499849	500151
448	415	499849	500151
449	426	499849	500151
450	430	499849	500151
451	363	499849	500151
452	432	499849	500151
453	459	499849	500151
454	373	499849	500151
455	416	499849	500151
456	409	499849	500151
457	403	499849	500151
458	368	499849	500151
459	372	499849	500151
460	410	499849	500151
461	368	499849	500151
462	365	499849	500151
463	393	499849	500151
464	393	499849	500151
465	415	499849	500151
466	410	499849	500151
467	384	499849	500151
468	374	499849	500151
469	404	499849	500151
470	369	499849	500151
471	388	499849	500151
472	382	499849	500151
473	389	499849	500151
474	382	499849	500151
475	378	499849	500151
476	357	499849	500151
477	366	499849	500151
478	327	499849	500151
479	394	499849	500151
480	361	499849	500151
481	342	499849	500151
482	367	499849	500151
483	376	499849	500151
484	381	499849	500151
485	368	499849	500151
486	378	499849	500151
487	338	499849	500151
488	380	499849	500151
489	419	499849	500151
490	341	499849	500151
491	359	499849	500151
492	361	499849	500151
493	348	499849	500151
494	319	499849	500151
495	351	499849	500151
496	356	499849	500151
497	392	499849	500151
498	331	499849	500151
499	362	499849	500151
500	365	499849	500151
