lag	cross_corr	plus_count	minus_count
200	996	493177	506823
201	992	493177	506823
202	1057	493177	506823
203	964	493177	506823
204	965	493177	506823
205	967	493177	506823
206	989	493177	506823
207	1030	493177	506823
208	1019	493177	506823
209	978	493177	506823
210	1027	493177	506823
211	1030	493177	506823
212	984	493177	506823
213	964	493177	506823
214	967	493177	506823
215	965	493177	506823
216	977	493177	506823
217	989	493177	506823
218	954	493177	506823
219	963	493177	506823
220	986	493177	506823
221	1036	493177	506823
222	962	493177	506823
223	1010	493177	506823
224	1008	493177	506823
225	1020	493177	506823
226	980	493177	506823
227	1012	493177	506823
228	979	493177	506823
229	1023	493177	506823
230	947	493177	506823
231	960	493177	506823
232	950	493177	506823
233	965	493177	506823
234	926	493177	506823
235	969	493177	506823
236	936	493177	506823
237	962	493177	506823
238	927	493177	506823
239	932	493177	506823
240	975	493177	506823
241	965	493177	506823
242	916	493177	506823
243	936	493177	506823
244	974	493177	506823
245	933	493177	506823
246	980	493177	506823
247	956	493177	506823
248	927	493177	506823
249	930	493177	506823
250	923	493177	506823
251	948	493177	506823
252	883	493177	506823
253	979	493177	506823
254	925	493177	506823
255	928	493177	506823
256	897	493177	506823
257	920	493177	506823
258	888	493177	506823
259	871	493177	506823
260	876	493177	506823
261	987	493177	506823
262	929	493177	506823
263	834	493177	506823
264	913	493177	506823
265	929	493177	506823
266	901	493177	506823
267	913	493177	506823
268	903	493177	506823
269	959	493177	506823
270	876	493177	506823
271	876	493177	506823
272	903	493177	506823
273	872	493177	506823
274	914	493177	506823
275	887	493177	506823
276	918	493177	506823
277	932	493177	506823
278	905	493177	506823
279	907	493177	506823
280	845	493177	506823
281	865	493177	506823
282	930	493177	506823
283	849	493177	506823
284	829	493177	506823
285	873	493177	506823
286	872	493177	506823
287	833	493177	506823
288	846	493177	506823
289	879	493177	506823
290	819	493177	506823
291	799	493177	506823
292	906	493177	506823
293	819	493177	506823
294	891	493177	506823
295	855	493177	506823
296	860	493177	506823
297	854	493177	506823
298	825	493177	506823
299	903	493177	506823
300	854	493177	506823
301	849	493177	506823
302	852	493177	506823
303	849	493177	506823
304	846	493177	506823
305	851	493177	506823
306	814	493177	506823
307	868	493177	506823
308	828	493177	506823
309	845	493177	506823
310	802	493177	506823
311	824	493177	506823
312	816	493177	506823
313	836	493177	506823
314	861	493177	506823
315	793	493177	506823
316	857	493177	506823
317	786	493177	506823
318	834	493177	506823
319	827	493177	506823
320	734	493177	506823
321	812	493177	506823
322	821	493177	506823
323	803	493177	506823
324	821	493177	506823
325	795	493177	506823
326	781	493177	506823
327	798	493177	506823
328	737	493177	506823
329	763	493177	506823
330	794	493177	506823
331	776	493177	506823
332	783	493177	506823
333	779	493177	506823
334	809	493177	506823
335	748	493177	506823
336	770	493177	506823
337	795	493177	506823
338	747	493177	506823
339	800	493177	506823
340	717	493177	506823
341	731	493177	506823
342	695	493177	506823
343	729	493177	506823
344	815	493177	506823
345	729	493177	506823
346	764	493177	506823
347	754	493177	506823
348	805	493177	506823
349	772	493177	506823
350	739	493177	506823
351	774	493177	506823
352	796	493177	506823
353	724	493177	506823
354	765	493177	506823
355	700	493177	506823
356	756	493177	506823
357	757	493177	506823
358	726	493177	506823
359	752	493177	506823
360	729	493177	506823
361	668	493177	506823
362	740	493177	506823
363	722	493177	506823
364	731	493177	506823
365	761	493177	506823
366	730	493177	506823
367	728	493177	506823
368	709	493177	506823
369	757	493177	506823
370	732	493177	506823
371	678	493177	506823
372	743	493177	506823
373	723	493177	506823
374	711	493177	506823
375	734	493177	506823
376	743	493177	506823
377	714	493177	506823
378	715	493177	506823
379	674	493177	506823
380	695	493177	506823
381	710	493177	506823
382	697	493177	506823
383	715	493177	506823
384	703	493177	506823
385	678	493177	506823
386	655	493177	506823
387	714	493177	506823
388	677	493177	506823
389	727	493177	506823
390	728	493177	506823
391	661	493177	506823
392	681	493177	506823
393	730	493177	506823
394	666	493177	506823
395	697	493177	506823
396	647	493177	506823
397	691	493177	506823
398	667	493177	506823
399	696	493177	506823
400	726	493177	506823
401	669	493177	506823
402	637	493177	506823
403	688	493177	506823
404	713	493177	506823
405	652	493177	506823
406	655	493177	506823
407	679	493177	506823
408	634	493177	506823
409	748	493177	506823
410	710	493177	506823
411	614	493177	506823
412	642	493177	506823
413	671	493177	506823
414	679	493177	506823
415	717	493177	506823
416	651	493177	506823
417	618	493177	506823
418	654	493177	506823
419	635	493177	506823
420	687	493177	506823
421	639	493177	506823
422	645	493177	506823
423	666	493177	506823
424	688	493177	506823
425	626	493177	506823
426	644	493177	506823
427	643	493177	506823
428	642	493177	506823
429	617	493177	506823
430	667	493177	506823
431	642	493177	506823
432	668	493177	506823
433	607	493177	506823
434	643	493177	506823
435	660	493177	506823
436	654	493177	506823
437	649	493177	506823
438	622	493177	506823
439	633	493177	506823
440	607	493177	506823
441	630	493177	506823
442	650	493177	506823
443	660	493177	506823
444	640	493177	506823
445	615	493177	506823
446	661	493177	506823
447	624	493177	506823
448	607	493177	506823
449	624	493177	506823
450	609	493177	506823
451	634	493177	506823
452	609	493177	506823
453	641	493177	506823
454	601	493177	506823
455	630	493177	506823
456	639	493177	506823
457	613	493177	506823
458	613	493177	506823
459	640	493177	506823
460	589	493177	506823
461	617	493177	506823
462	618	493177	506823
463	606	493177	506823
464	574	493177	506823
465	612	493177	506823
466	653	493177	506823
467	575	493177	506823
468	618	493177	506823
469	614	493177	506823
470	586	493177	506823
471	610	493177	506823
472	628	493177	506823
473	610	493177	506823
474	631	493177	506823
475	573	493177	506823
476	658	493177	506823
477	630	493177	506823
478	561	493177	506823
479	592	493177	506823
480	578	493177	506823
481	604	493177	506823
482	595	493177	506823
483	599	493177	506823
484	605	493177	506823
485	596	493177	506823
486	602	493177	506823
487	604	493177	506823
488	564	493177	506823
489	598	493177	506823
490	556	493177	506823
491	586	493177	506823
492	568	493177	506823
493	549	493177	506823
494	636	493177	506823
495	576	493177	506823
496	615	493177	506823
497	567	493177	506823
498	618	493177	506823
499	539	493177	506823
500	574	493177	506823
