lag	cross_corr	plus_count	minus_count
119	4249	500490	499510
120	4297	500490	499510
121	4122	500490	499510
122	3962	500490	499510
123	4184	500490	499510
124	3863	500490	499510
125	3841	500490	499510
126	4045	500490	499510
127	3746	500490	499510
128	3754	500490	499510
129	3792	500490	499510
130	3550	500490	499510
131	3741	500490	499510
132	3528	500490	499510
133	3491	500490	499510
134	3548	500490	499510
135	3584	500490	499510
136	3372	500490	499510
137	3416	500490	499510
138	3383	500490	499510
139	3346	500490	499510
140	3309	500490	499510
141	3239	500490	499510
142	3251	500490	499510
143	3266	500490	499510
144	3220	500490	499510
145	3288	500490	499510
146	3212	500490	499510
147	3155	500490	499510
148	3110	500490	499510
149	3075	500490	499510
150	3066	500490	499510
151	3067	500490	499510
152	2983	500490	499510
153	2981	500490	499510
154	3047	500490	499510
155	2931	500490	499510
156	2939	500490	499510
157	2948	500490	499510
158	2831	500490	499510
159	2849	500490	499510
160	2873	500490	499510
161	2845	500490	499510
162	2784	500490	499510
163	2786	500490	499510
164	2795	500490	499510
165	2812	500490	499510
166	2807	500490	499510
167	2689	500490	499510
168	2670	500490	499510
169	2666	500490	499510
170	2656	500490	499510
171	2637	500490	499510
172	2615	500490	499510
173	2628	500490	499510
174	2622	500490	499510
175	2537	500490	499510
176	2534	500490	499510
177	2558	500490	499510
178	2481	500490	499510
179	2512	500490	499510
180	2475	500490	499510
181	2409	500490	499510
182	2379	500490	499510
183	2450	500490	499510
184	2376	500490	499510
185	2447	500490	499510
186	2456	500490	499510
187	2302	500490	499510
188	2351	500490	499510
189	2341	500490	499510
190	2328	500490	499510
191	2335	500490	499510
192	2262	500490	499510
193	2292	500490	499510
194	2265	500490	499510
195	2299	500490	499510
196	2211	500490	499510
197	2271	500490	499510
198	2180	500490	499510
199	2283	500490	499510
200	2144	500490	499510
201	2285	500490	499510
202	2146	500490	499510
203	2164	500490	499510
204	2101	500490	499510
205	2222	500490	499510
206	2186	500490	499510
207	2161	500490	499510
208	2129	500490	499510
209	2072	500490	499510
210	2084	500490	499510
211	1976	500490	499510
212	2031	500490	499510
213	2062	500490	499510
214	2053	500490	499510
215	2014	500490	499510
216	1969	500490	499510
217	1913	500490	499510
218	1993	500490	499510
219	1955	500490	499510
220	1893	500490	499510
221	1939	500490	499510
222	1956	500490	499510
223	1922	500490	499510
224	1854	500490	499510
225	1821	500490	499510
226	1864	500490	499510
227	1892	500490	499510
228	1774	500490	499510
229	1815	500490	499510
230	1825	500490	499510
231	1867	500490	499510
232	1839	500490	499510
233	1727	500490	499510
234	1742	500490	499510
235	1751	500490	499510
236	1768	500490	499510
237	1797	500490	499510
238	1687	500490	499510
239	1808	500490	499510
240	1683	500490	499510
241	1752	500490	499510
242	1703	500490	499510
243	1755	500490	499510
244	1691	500490	499510
245	1626	500490	499510
246	1587	500490	499510
247	1721	500490	499510
248	1675	500490	499510
249	1606	500490	499510
250	1601	500490	499510
251	1628	500490	499510
252	1639	500490	499510
253	1608	500490	499510
254	1683	500490	499510
255	1628	500490	499510
256	1608	500490	499510
257	1606	500490	499510
258	1552	500490	499510
259	1552	500490	499510
260	1499	500490	499510
261	1506	500490	499510
262	1536	500490	499510
263	1543	500490	499510
264	1479	500490	499510
265	1543	500490	499510
266	1477	500490	499510
267	1523	500490	499510
268	1471	500490	499510
269	1459	500490	499510
270	1505	500490	499510
271	1479	500490	499510
272	1493	500490	499510
273	1491	500490	499510
274	1436	500490	499510
275	1468	500490	499510
276	1447	500490	499510
277	1435	500490	499510
278	1508	500490	499510
279	1442	500490	499510
280	1395	500490	499510
281	1417	500490	499510
282	1370	500490	499510
283	1352	500490	499510
284	1398	500490	499510
285	1336	500490	499510
286	1456	500490	499510
287	1371	500490	499510
288	1453	500490	499510
289	1442	500490	499510
290	1397	500490	499510
291	1390	500490	499510
292	1343	500490	499510
293	1390	500490	499510
294	1414	500490	499510
295	1378	500490	499510
296	1321	500490	499510
297	1383	500490	499510
298	1392	500490	499510
299	1297	500490	499510
300	1369	500490	499510
301	1320	500490	499510
302	1274	500490	499510
303	1384	500490	499510
304	1355	500490	499510
305	1310	500490	499510
306	1323	500490	499510
307	1254	500490	499510
308	1282	500490	499510
309	1340	500490	499510
310	1305	500490	499510
311	1326	500490	499510
312	1370	500490	499510
313	1299	500490	499510
314	1315	500490	499510
315	1246	500490	499510
316	1372	500490	499510
317	1305	500490	499510
318	1274	500490	499510
319	1307	500490	499510
320	1255	500490	499510
321	1227	500490	499510
322	1305	500490	499510
323	1232	500490	499510
324	1249	500490	499510
325	1318	500490	499510
326	1240	500490	499510
327	1256	500490	499510
328	1261	500490	499510
329	1276	500490	499510
330	1230	500490	499510
331	1306	500490	499510
332	1265	500490	499510
333	1241	500490	499510
334	1167	500490	499510
335	1207	500490	499510
336	1280	500490	499510
337	1228	500490	499510
338	1222	500490	499510
339	1174	500490	499510
340	1213	500490	499510
341	1210	500490	499510
342	1244	500490	499510
343	1189	500490	499510
344	1157	500490	499510
345	1156	500490	499510
346	1180	500490	499510
347	1186	500490	499510
348	1129	500490	499510
349	1144	500490	499510
350	1191	500490	499510
351	1201	500490	499510
352	1196	500490	499510
353	1095	500490	499510
354	1137	500490	499510
355	1103	500490	499510
356	1232	500490	499510
357	1171	500490	499510
358	1179	500490	499510
359	1155	500490	499510
360	1134	500490	499510
361	1128	500490	499510
362	1219	500490	499510
363	1102	500490	499510
364	1127	500490	499510
365	1199	500490	499510
366	1117	500490	499510
367	1154	500490	499510
368	1135	500490	499510
369	1080	500490	499510
370	1118	500490	499510
371	1133	500490	499510
372	1081	500490	499510
373	1084	500490	499510
374	1145	500490	499510
375	1091	500490	499510
376	1050	500490	499510
377	1058	500490	499510
378	1139	500490	499510
379	1108	500490	499510
380	1031	500490	499510
381	1045	500490	499510
382	1067	500490	499510
383	1094	500490	499510
384	1030	500490	499510
385	1090	500490	499510
386	1083	500490	499510
387	1077	500490	499510
388	1081	500490	499510
389	1062	500490	499510
390	1032	500490	499510
391	1091	500490	499510
392	1048	500490	499510
393	1026	500490	499510
394	1043	500490	499510
395	1071	500490	499510
396	1030	500490	499510
397	1009	500490	499510
398	1033	500490	499510
399	1059	500490	499510
400	1030	500490	499510
401	1032	500490	499510
402	970	500490	499510
403	1039	500490	499510
404	1056	500490	499510
405	1030	500490	499510
406	1063	500490	499510
407	954	500490	499510
408	945	500490	499510
409	985	500490	499510
410	1026	500490	499510
411	1003	500490	499510
412	984	500490	499510
413	1057	500490	499510
414	963	500490	499510
415	962	500490	499510
416	933	500490	499510
417	1052	500490	499510
418	987	500490	499510
419	995	500490	499510
420	972	500490	499510
421	968	500490	499510
422	1023	500490	499510
423	954	500490	499510
424	920	500490	499510
425	1000	500490	499510
426	972	500490	499510
427	921	500490	499510
428	957	500490	499510
429	912	500490	499510
430	944	500490	499510
431	935	500490	499510
432	925	500490	499510
433	959	500490	499510
434	900	500490	499510
435	960	500490	499510
436	947	500490	499510
437	913	500490	499510
438	947	500490	499510
439	927	500490	499510
440	923	500490	499510
441	964	500490	499510
442	942	500490	499510
443	966	500490	499510
444	942	500490	499510
445	884	500490	499510
446	897	500490	499510
447	917	500490	499510
448	916	500490	499510
449	903	500490	499510
450	852	500490	499510
451	871	500490	499510
452	901	500490	499510
453	934	500490	499510
454	947	500490	499510
455	917	500490	499510
456	901	500490	499510
457	902	500490	499510
458	898	500490	499510
459	908	500490	499510
460	852	500490	499510
461	892	500490	499510
462	907	500490	499510
463	945	500490	499510
464	859	500490	499510
465	886	500490	499510
466	848	500490	499510
467	852	500490	499510
468	792	500490	499510
469	933	500490	499510
470	892	500490	499510
471	823	500490	499510
472	885	500490	499510
473	914	500490	499510
474	876	500490	499510
475	957	500490	499510
476	890	500490	499510
477	1015	500490	499510
478	874	500490	499510
479	908	500490	499510
480	924	500490	499510
481	919	500490	499510
482	934	500490	499510
483	903	500490	499510
484	829	500490	499510
485	860	500490	499510
486	868	500490	499510
487	915	500490	499510
488	887	500490	499510
489	894	500490	499510
490	848	500490	499510
491	888	500490	499510
492	876	500490	499510
493	801	500490	499510
494	837	500490	499510
495	905	500490	499510
496	861	500490	499510
497	889	500490	499510
498	843	500490	499510
499	890	500490	499510
500	805	500490	499510
