lag	cross_corr	plus_count	minus_count
211	180	499645	500355
212	175	499645	500355
213	178	499645	500355
214	166	499645	500355
215	189	499645	500355
216	167	499645	500355
217	188	499645	500355
218	175	499645	500355
219	176	499645	500355
220	190	499645	500355
221	183	499645	500355
222	205	499645	500355
223	160	499645	500355
224	189	499645	500355
225	163	499645	500355
226	171	499645	500355
227	169	499645	500355
228	173	499645	500355
229	164	499645	500355
230	185	499645	500355
231	198	499645	500355
232	181	499645	500355
233	184	499645	500355
234	180	499645	500355
235	176	499645	500355
236	164	499645	500355
237	185	499645	500355
238	164	499645	500355
239	175	499645	500355
240	162	499645	500355
241	143	499645	500355
242	176	499645	500355
243	172	499645	500355
244	169	499645	500355
245	164	499645	500355
246	173	499645	500355
247	180	499645	500355
248	182	499645	500355
249	162	499645	500355
250	183	499645	500355
251	174	499645	500355
252	185	499645	500355
253	180	499645	500355
254	176	499645	500355
255	160	499645	500355
256	174	499645	500355
257	173	499645	500355
258	160	499645	500355
259	162	499645	500355
260	158	499645	500355
261	162	499645	500355
262	193	499645	500355
263	181	499645	500355
264	177	499645	500355
265	167	499645	500355
266	164	499645	500355
267	188	499645	500355
268	180	499645	500355
269	175	499645	500355
270	182	499645	500355
271	161	499645	500355
272	148	499645	500355
273	184	499645	500355
274	163	499645	500355
275	168	499645	500355
276	187	499645	500355
277	183	499645	500355
278	182	499645	500355
279	169	499645	500355
280	167	499645	500355
281	157	499645	500355
282	178	499645	500355
283	161	499645	500355
284	161	499645	500355
285	175	499645	500355
286	163	499645	500355
287	156	499645	500355
288	166	499645	500355
289	147	499645	500355
290	151	499645	500355
291	165	499645	500355
292	168	499645	500355
293	157	499645	500355
294	152	499645	500355
295	146	499645	500355
296	151	499645	500355
297	162	499645	500355
298	160	499645	500355
299	156	499645	500355
300	140	499645	500355
301	154	499645	500355
302	157	499645	500355
303	147	499645	500355
304	166	499645	500355
305	148	499645	500355
306	142	499645	500355
307	166	499645	500355
308	150	499645	500355
309	156	499645	500355
310	170	499645	500355
311	148	499645	500355
312	184	499645	500355
313	153	499645	500355
314	143	499645	500355
315	146	499645	500355
316	138	499645	500355
317	144	499645	500355
318	122	499645	500355
319	148	499645	500355
320	149	499645	500355
321	169	499645	500355
322	159	499645	500355
323	150	499645	500355
324	164	499645	500355
325	127	499645	500355
326	148	499645	500355
327	143	499645	500355
328	162	499645	500355
329	140	499645	500355
330	147	499645	500355
331	156	499645	500355
332	150	499645	500355
333	144	499645	500355
334	117	499645	500355
335	153	499645	500355
336	135	499645	500355
337	157	499645	500355
338	160	499645	500355
339	151	499645	500355
340	143	499645	500355
341	144	499645	500355
342	144	499645	500355
343	137	499645	500355
344	128	499645	500355
345	133	499645	500355
346	149	499645	500355
347	137	499645	500355
348	120	499645	500355
349	149	499645	500355
350	150	499645	500355
351	141	499645	500355
352	138	499645	500355
353	137	499645	500355
354	142	499645	500355
355	176	499645	500355
356	129	499645	500355
357	138	499645	500355
358	145	499645	500355
359	152	499645	500355
360	140	499645	500355
361	142	499645	500355
362	113	499645	500355
363	123	499645	500355
364	139	499645	500355
365	155	499645	500355
366	149	499645	500355
367	130	499645	500355
368	157	499645	500355
369	141	499645	500355
370	135	499645	500355
371	145	499645	500355
372	130	499645	500355
373	146	499645	500355
374	149	499645	500355
375	140	499645	500355
376	133	499645	500355
377	141	499645	500355
378	141	499645	500355
379	119	499645	500355
380	138	499645	500355
381	139	499645	500355
382	135	499645	500355
383	154	499645	500355
384	133	499645	500355
385	122	499645	500355
386	136	499645	500355
387	133	499645	500355
388	123	499645	500355
389	127	499645	500355
390	141	499645	500355
391	115	499645	500355
392	127	499645	500355
393	134	499645	500355
394	120	499645	500355
395	119	499645	500355
396	132	499645	500355
397	135	499645	500355
398	121	499645	500355
399	116	499645	500355
400	137	499645	500355
401	129	499645	500355
402	117	499645	500355
403	146	499645	500355
404	119	499645	500355
405	145	499645	500355
406	128	499645	500355
407	117	499645	500355
408	134	499645	500355
409	128	499645	500355
410	129	499645	500355
411	115	499645	500355
412	114	499645	500355
413	131	499645	500355
414	133	499645	500355
415	133	499645	500355
416	129	499645	500355
417	116	499645	500355
418	100	499645	500355
419	134	499645	500355
420	125	499645	500355
421	122	499645	500355
422	152	499645	500355
423	104	499645	500355
424	104	499645	500355
425	120	499645	500355
426	151	499645	500355
427	117	499645	500355
428	148	499645	500355
429	129	499645	500355
430	117	499645	500355
431	127	499645	500355
432	130	499645	500355
433	129	499645	500355
434	138	499645	500355
435	121	499645	500355
436	126	499645	500355
437	121	499645	500355
438	142	499645	500355
439	136	499645	500355
440	103	499645	500355
441	118	499645	500355
442	134	499645	500355
443	138	499645	500355
444	113	499645	500355
445	136	499645	500355
446	129	499645	500355
447	124	499645	500355
448	124	499645	500355
449	140	499645	500355
450	130	499645	500355
451	118	499645	500355
452	134	499645	500355
453	108	499645	500355
454	138	499645	500355
455	115	499645	500355
456	102	499645	500355
457	131	499645	500355
458	106	499645	500355
459	108	499645	500355
460	119	499645	500355
461	112	499645	500355
462	116	499645	500355
463	123	499645	500355
464	116	499645	500355
465	113	499645	500355
466	116	499645	500355
467	97	499645	500355
468	120	499645	500355
469	133	499645	500355
470	123	499645	500355
471	146	499645	500355
472	122	499645	500355
473	112	499645	500355
474	126	499645	500355
475	129	499645	500355
476	127	499645	500355
477	99	499645	500355
478	127	499645	500355
479	155	499645	500355
480	145	499645	500355
481	121	499645	500355
482	115	499645	500355
483	124	499645	500355
484	119	499645	500355
485	113	499645	500355
486	128	499645	500355
487	114	499645	500355
488	125	499645	500355
489	131	499645	500355
490	135	499645	500355
491	135	499645	500355
492	109	499645	500355
493	140	499645	500355
494	135	499645	500355
495	111	499645	500355
496	136	499645	500355
497	116	499645	500355
498	100	499645	500355
499	107	499645	500355
500	115	499645	500355
