lag	cross_corr	plus_count	minus_count
172	266	399849	600151
173	254	399849	600151
174	244	399849	600151
175	252	399849	600151
176	272	399849	600151
177	262	399849	600151
178	267	399849	600151
179	259	399849	600151
180	273	399849	600151
181	250	399849	600151
182	257	399849	600151
183	270	399849	600151
184	257	399849	600151
185	274	399849	600151
186	246	399849	600151
187	266	399849	600151
188	253	399849	600151
189	266	399849	600151
190	250	399849	600151
191	263	399849	600151
192	251	399849	600151
193	257	399849	600151
194	238	399849	600151
195	244	399849	600151
196	279	399849	600151
197	260	399849	600151
198	221	399849	600151
199	257	399849	600151
200	252	399849	600151
201	257	399849	600151
202	248	399849	600151
203	249	399849	600151
204	243	399849	600151
205	266	399849	600151
206	248	399849	600151
207	267	399849	600151
208	252	399849	600151
209	256	399849	600151
210	292	399849	600151
211	249	399849	600151
212	258	399849	600151
213	240	399849	600151
214	257	399849	600151
215	266	399849	600151
216	263	399849	600151
217	245	399849	600151
218	274	399849	600151
219	263	399849	600151
220	259	399849	600151
221	248	399849	600151
222	233	399849	600151
223	242	399849	600151
224	253	399849	600151
225	245	399849	600151
226	236	399849	600151
227	252	399849	600151
228	250	399849	600151
229	237	399849	600151
230	269	399849	600151
231	269	399849	600151
232	256	399849	600151
233	257	399849	600151
234	264	399849	600151
235	250	399849	600151
236	243	399849	600151
237	225	399849	600151
238	245	399849	600151
239	265	399849	600151
240	245	399849	600151
241	267	399849	600151
242	237	399849	600151
243	250	399849	600151
244	270	399849	600151
245	252	399849	600151
246	259	399849	600151
247	262	399849	600151
248	241	399849	600151
249	226	399849	600151
250	287	399849	600151
251	235	399849	600151
252	236	399849	600151
253	250	399849	600151
254	263	399849	600151
255	236	399849	600151
256	252	399849	600151
257	252	399849	600151
258	251	399849	600151
259	251	399849	600151
260	262	399849	600151
261	246	399849	600151
262	241	399849	600151
263	215	399849	600151
264	273	399849	600151
265	255	399849	600151
266	231	399849	600151
267	236	399849	600151
268	239	399849	600151
269	257	399849	600151
270	264	399849	600151
271	245	399849	600151
272	254	399849	600151
273	242	399849	600151
274	272	399849	600151
275	260	399849	600151
276	246	399849	600151
277	253	399849	600151
278	248	399849	600151
279	272	399849	600151
280	256	399849	600151
281	253	399849	600151
282	243	399849	600151
283	234	399849	600151
284	251	399849	600151
285	230	399849	600151
286	272	399849	600151
287	244	399849	600151
288	230	399849	600151
289	265	399849	600151
290	246	399849	600151
291	250	399849	600151
292	265	399849	600151
293	238	399849	600151
294	239	399849	600151
295	271	399849	600151
296	246	399849	600151
297	225	399849	600151
298	242	399849	600151
299	264	399849	600151
300	251	399849	600151
301	223	399849	600151
302	236	399849	600151
303	245	399849	600151
304	235	399849	600151
305	238	399849	600151
306	232	399849	600151
307	251	399849	600151
308	247	399849	600151
309	239	399849	600151
310	238	399849	600151
311	255	399849	600151
312	244	399849	600151
313	233	399849	600151
314	232	399849	600151
315	201	399849	600151
316	243	399849	600151
317	252	399849	600151
318	247	399849	600151
319	239	399849	600151
320	243	399849	600151
321	257	399849	600151
322	238	399849	600151
323	268	399849	600151
324	259	399849	600151
325	241	399849	600151
326	229	399849	600151
327	250	399849	600151
328	252	399849	600151
329	236	399849	600151
330	239	399849	600151
331	272	399849	600151
332	234	399849	600151
333	249	399849	600151
334	237	399849	600151
335	272	399849	600151
336	250	399849	600151
337	248	399849	600151
338	236	399849	600151
339	230	399849	600151
340	230	399849	600151
341	228	399849	600151
342	215	399849	600151
343	228	399849	600151
344	217	399849	600151
345	247	399849	600151
346	260	399849	600151
347	245	399849	600151
348	230	399849	600151
349	236	399849	600151
350	256	399849	600151
351	240	399849	600151
352	231	399849	600151
353	256	399849	600151
354	244	399849	600151
355	224	399849	600151
356	244	399849	600151
357	248	399849	600151
358	269	399849	600151
359	244	399849	600151
360	258	399849	600151
361	252	399849	600151
362	244	399849	600151
363	502	399849	600151
364	255	399849	600151
365	230	399849	600151
366	240	399849	600151
367	228	399849	600151
368	250	399849	600151
369	242	399849	600151
370	244	399849	600151
371	243	399849	600151
372	243	399849	600151
373	252	399849	600151
374	212	399849	600151
375	227	399849	600151
376	236	399849	600151
377	247	399849	600151
378	248	399849	600151
379	238	399849	600151
380	213	399849	600151
381	242	399849	600151
382	241	399849	600151
383	257	399849	600151
384	206	399849	600151
385	238	399849	600151
386	226	399849	600151
387	223	399849	600151
388	243	399849	600151
389	217	399849	600151
390	247	399849	600151
391	239	399849	600151
392	239	399849	600151
393	206	399849	600151
394	243	399849	600151
395	245	399849	600151
396	180	399849	600151
397	259	399849	600151
398	220	399849	600151
399	250	399849	600151
400	212	399849	600151
401	237	399849	600151
402	223	399849	600151
403	246	399849	600151
404	222	399849	600151
405	209	399849	600151
406	234	399849	600151
407	222	399849	600151
408	235	399849	600151
409	190	399849	600151
410	222	399849	600151
411	220	399849	600151
412	230	399849	600151
413	230	399849	600151
414	218	399849	600151
415	223	399849	600151
416	208	399849	600151
417	227	399849	600151
418	217	399849	600151
419	216	399849	600151
420	234	399849	600151
421	199	399849	600151
422	245	399849	600151
423	226	399849	600151
424	203	399849	600151
425	222	399849	600151
426	217	399849	600151
427	221	399849	600151
428	200	399849	600151
429	204	399849	600151
430	223	399849	600151
431	229	399849	600151
432	239	399849	600151
433	215	399849	600151
434	231	399849	600151
435	258	399849	600151
436	231	399849	600151
437	192	399849	600151
438	233	399849	600151
439	215	399849	600151
440	244	399849	600151
441	224	399849	600151
442	219	399849	600151
443	229	399849	600151
444	214	399849	600151
445	203	399849	600151
446	234	399849	600151
447	245	399849	600151
448	219	399849	600151
449	227	399849	600151
450	195	399849	600151
451	233	399849	600151
452	211	399849	600151
453	186	399849	600151
454	213	399849	600151
455	218	399849	600151
456	224	399849	600151
457	211	399849	600151
458	220	399849	600151
459	209	399849	600151
460	228	399849	600151
461	212	399849	600151
462	250	399849	600151
463	214	399849	600151
464	217	399849	600151
465	180	399849	600151
466	236	399849	600151
467	219	399849	600151
468	208	399849	600151
469	215	399849	600151
470	217	399849	600151
471	214	399849	600151
472	228	399849	600151
473	209	399849	600151
474	236	399849	600151
475	254	399849	600151
476	201	399849	600151
477	213	399849	600151
478	221	399849	600151
479	231	399849	600151
480	210	399849	600151
481	211	399849	600151
482	204	399849	600151
483	207	399849	600151
484	196	399849	600151
485	218	399849	600151
486	243	399849	600151
487	196	399849	600151
488	192	399849	600151
489	193	399849	600151
490	186	399849	600151
491	192	399849	600151
492	222	399849	600151
493	235	399849	600151
494	201	399849	600151
495	199	399849	600151
496	189	399849	600151
497	217	399849	600151
498	212	399849	600151
499	200	399849	600151
500	201	399849	600151
