lag	cross_corr	plus_count	minus_count
254	2514	500150	499850
255	2493	500150	499850
256	2538	500150	499850
257	2623	500150	499850
258	2470	500150	499850
259	2434	500150	499850
260	2510	500150	499850
261	2443	500150	499850
262	2432	500150	499850
263	2545	500150	499850
264	2392	500150	499850
265	2421	500150	499850
266	2468	500150	499850
267	2381	500150	499850
268	2393	500150	499850
269	2406	500150	499850
270	2352	500150	499850
271	2375	500150	499850
272	2380	500150	499850
273	2384	500150	499850
274	2394	500150	499850
275	2333	500150	499850
276	2298	500150	499850
277	2380	500150	499850
278	2281	500150	499850
279	2337	500150	499850
280	2328	500150	499850
281	2278	500150	499850
282	2292	500150	499850
283	2327	500150	499850
284	2286	500150	499850
285	2321	500150	499850
286	2284	500150	499850
287	2189	500150	499850
288	2282	500150	499850
289	2242	500150	499850
290	2241	500150	499850
291	2119	500150	499850
292	2241	500150	499850
293	2257	500150	499850
294	2252	500150	499850
295	2145	500150	499850
296	2236	500150	499850
297	2189	500150	499850
298	2220	500150	499850
299	2098	500150	499850
300	2115	500150	499850
301	2135	500150	499850
302	2143	500150	499850
303	2098	500150	499850
304	2157	500150	499850
305	2110	500150	499850
306	2149	500150	499850
307	2084	500150	499850
308	2030	500150	499850
309	2115	500150	499850
310	2084	500150	499850
311	2049	500150	499850
312	2078	500150	499850
313	2001	500150	499850
314	2115	500150	499850
315	2062	500150	499850
316	1970	500150	499850
317	2076	500150	499850
318	2010	500150	499850
319	2011	500150	499850
320	1980	500150	499850
321	2009	500150	499850
322	1990	500150	499850
323	1981	500150	499850
324	2041	500150	499850
325	1970	500150	499850
326	2021	500150	499850
327	2010	500150	499850
328	1933	500150	499850
329	2015	500150	499850
330	1947	500150	499850
331	1907	500150	499850
332	1884	500150	499850
333	2014	500150	499850
334	1932	500150	499850
335	1897	500150	499850
336	1971	500150	499850
337	1925	500150	499850
338	1943	500150	499850
339	2006	500150	499850
340	1883	500150	499850
341	1832	500150	499850
342	1984	500150	499850
343	1896	500150	499850
344	1909	500150	499850
345	1961	500150	499850
346	1924	500150	499850
347	1898	500150	499850
348	1849	500150	499850
349	1946	500150	499850
350	1883	500150	499850
351	1839	500150	499850
352	1917	500150	499850
353	1929	500150	499850
354	1821	500150	499850
355	1872	500150	499850
356	1821	500150	499850
357	1851	500150	499850
358	1810	500150	499850
359	1807	500150	499850
360	1872	500150	499850
361	1799	500150	499850
362	1884	500150	499850
363	1809	500150	499850
364	1779	500150	499850
365	1770	500150	499850
366	1764	500150	499850
367	1865	500150	499850
368	1739	500150	499850
369	1772	500150	499850
370	1688	500150	499850
371	1817	500150	499850
372	1725	500150	499850
373	1721	500150	499850
374	1694	500150	499850
375	1657	500150	499850
376	1589	500150	499850
377	1659	500150	499850
378	1666	500150	499850
379	1700	500150	499850
380	1731	500150	499850
381	1697	500150	499850
382	1685	500150	499850
383	1691	500150	499850
384	1635	500150	499850
385	1619	500150	499850
386	1625	500150	499850
387	1629	500150	499850
388	1644	500150	499850
389	1595	500150	499850
390	1623	500150	499850
391	1605	500150	499850
392	1672	500150	499850
393	1577	500150	499850
394	1595	500150	499850
395	1513	500150	499850
396	1612	500150	499850
397	1626	500150	499850
398	1554	500150	499850
399	1553	500150	499850
400	1533	500150	499850
401	1582	500150	499850
402	1570	500150	499850
403	1551	500150	499850
404	1518	500150	499850
405	1649	500150	499850
406	1544	500150	499850
407	1551	500150	499850
408	1553	500150	499850
409	1475	500150	499850
410	1551	500150	499850
411	1534	500150	499850
412	1558	500150	499850
413	1544	500150	499850
414	1493	500150	499850
415	1542	500150	499850
416	1530	500150	499850
417	1505	500150	499850
418	1533	500150	499850
419	1526	500150	499850
420	1519	500150	499850
421	1526	500150	499850
422	1390	500150	499850
423	1473	500150	499850
424	1483	500150	499850
425	1450	500150	499850
426	1454	500150	499850
427	1474	500150	499850
428	1378	500150	499850
429	1410	500150	499850
430	1480	500150	499850
431	1464	500150	499850
432	1487	500150	499850
433	1430	500150	499850
434	1477	500150	499850
435	1384	500150	499850
436	1452	500150	499850
437	1399	500150	499850
438	1404	500150	499850
439	1409	500150	499850
440	1387	500150	499850
441	1421	500150	499850
442	1452	500150	499850
443	1402	500150	499850
444	1454	500150	499850
445	1383	500150	499850
446	1427	500150	499850
447	1491	500150	499850
448	1419	500150	499850
449	1403	500150	499850
450	1416	500150	499850
451	1338	500150	499850
452	1331	500150	499850
453	1353	500150	499850
454	1328	500150	499850
455	1392	500150	499850
456	1352	500150	499850
457	1272	500150	499850
458	1356	500150	499850
459	1397	500150	499850
460	1370	500150	499850
461	1341	500150	499850
462	1306	500150	499850
463	1387	500150	499850
464	1339	500150	499850
465	1349	500150	499850
466	1302	500150	499850
467	1326	500150	499850
468	1299	500150	499850
469	1290	500150	499850
470	1316	500150	499850
471	1335	500150	499850
472	1303	500150	499850
473	1348	500150	499850
474	1320	500150	499850
475	1274	500150	499850
476	1269	500150	499850
477	1325	500150	499850
478	1309	500150	499850
479	1248	500150	499850
480	1271	500150	499850
481	1325	500150	499850
482	1312	500150	499850
483	1298	500150	499850
484	1280	500150	499850
485	1332	500150	499850
486	1251	500150	499850
487	1248	500150	499850
488	1303	500150	499850
489	1239	500150	499850
490	1282	500150	499850
491	1284	500150	499850
492	1217	500150	499850
493	1186	500150	499850
494	1247	500150	499850
495	1271	500150	499850
496	1239	500150	499850
497	1205	500150	499850
498	1260	500150	499850
499	1302	500150	499850
500	1310	500150	499850
