# Constructed from biom file
#OTU ID	hFMT_cecal_1296_1	hFMT_cecal_1296_2	hFMT_cecal_1296_3	hFMT_cecal_1297_1	hFMT_cecal_1297_2	hFMT_cecal_1297_4	mFMT_cecal_1191_2	mFMT_cecal_1191_3	mFMT_cecal_1275_1	mFMT_cecal_1275_2	mFMT_cecal_1275_4	noFMT_cecal_1192_1	noFMT_cecal_1192_3	noFMT_cecal_1294_1	noFMT_cecal_1294_2	noFMT_cecal_1294_3	noFMT_cecal_1295_4
08bd43071a06abf56df235fca6655bea	0.0	0.0	0.0	90.0	91.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0
e04cb8c96d35fee0e181a15fc4511d0c	0.0	0.0	0.0	0.0	0.0	0.0	76.0	29.0	52.0	26.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0
466f240b16ae7967d70c0d1c09d52b3d	0.0	0.0	0.0	0.0	0.0	0.0	30.0	39.0	6.0	57.0	112.0	0.0	0.0	0.0	0.0	0.0	0.0
a452acdd4133942f4427f17e596c9a80	0.0	0.0	0.0	0.0	0.0	0.0	67.0	98.0	17.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0
6c921e3ae0af506f54295d074ca071bc	0.0	0.0	0.0	0.0	0.0	0.0	17.0	145.0	0.0	0.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0
682dde043b6d08cf20021dc1e423446d	0.0	0.0	0.0	0.0	0.0	0.0	72.0	56.0	38.0	43.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0
a663a01aeb4dbb88bbe0a9840e8f64dc	8.0	8.0	0.0	75.0	74.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
de68af3f62b2b04e42f894e18839bb57	92.0	86.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80dd71f0135ba7b0b937f699b90d18d8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	57.0	101.0	0.0
b301115074f6e3de36efa48b692c7f8b	0.0	0.0	0.0	0.0	0.0	0.0	108.0	35.0	0.0	39.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0
e5d55481f7455ae8a4620451dc7ac39a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	215.0	0.0	0.0	0.0	0.0	0.0	0.0
1e2ef3e6be91989473d3b5f3af1a8932	54.0	50.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0
6a8118b17d1d40cf877db24449ceb616	0.0	0.0	0.0	0.0	0.0	0.0	46.0	39.0	14.0	32.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0
4912cd4c1f9a773f88a73c258c25c825	19.0	9.0	31.0	46.0	56.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0
22907d450b79c927e4ffe34a2d09d2aa	18.0	33.0	30.0	0.0	0.0	0.0	34.0	41.0	0.0	33.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0
e046e29a358f4e382dccc33ca22f61ad	0.0	0.0	0.0	0.0	0.0	0.0	19.0	14.0	35.0	64.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0
ecb3759e804e8c86d9fb0de817207fe9	0.0	0.0	0.0	0.0	0.0	0.0	73.0	86.0	42.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
325ce268c8bbe026198a5ca3dbaad5b9	0.0	0.0	0.0	0.0	0.0	0.0	66.0	37.0	29.0	28.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0
c75ae6008025d80134bd14e9712f9d5c	0.0	0.0	0.0	0.0	0.0	0.0	22.0	33.0	8.0	37.0	95.0	0.0	0.0	0.0	0.0	0.0	0.0
0e15737671741c707e2fc53a6bf0ff68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	45.0	89.0	0.0
68a313a4c8c35a8f1fb6d4e6f2a39a7a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	27.0	109.0	0.0
a9241ac1841b7463ed03c02216f5e93d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	34.0	96.0	0.0
f3e9d78daeea42d345080748e31ae3dd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	22.0	36.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0
1c281deaf71c6d702d1ddadfa953eac6	0.0	0.0	0.0	0.0	0.0	0.0	62.0	40.0	15.0	25.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0
d93a3ef54cd04d16c30a94e15287caf4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	85.0	0.0
05dbbf0301a9625e1f1a41470a92f7fe	0.0	0.0	0.0	58.0	59.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
924668f542df9de35c2226e4a6cf09bd	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	18.0	48.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0
20ac30224f0d6923615fbc03ac84563f	0.0	0.0	0.0	0.0	0.0	0.0	45.0	43.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0
cfdf39cd6545fb6a7ddb747c3393c225	0.0	0.0	0.0	0.0	0.0	0.0	23.0	23.0	8.0	32.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0
21401b105dc53b367b8fdc0ec97a9f02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	151.0
a333ee090a52b582e1a0e2dd776eb937	0.0	0.0	0.0	64.0	43.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6337b308d49ea78bc68f9100ca6c62b4	0.0	0.0	0.0	0.0	0.0	0.0	44.0	14.0	0.0	25.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0
4c92ffae9f09a8487a1d20d276ce442b	33.0	25.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0
bf34422106e5974ddf75216e2c05273c	0.0	0.0	0.0	0.0	0.0	0.0	77.0	39.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0
d23bbe506e4ded19e9dd017b65275bab	18.0	34.0	54.0	0.0	0.0	0.0	11.0	6.0	3.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
d3d5f57b1c8aafeca61afdb1627d2990	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	17.0	26.0	84.0	0.0	0.0	0.0	0.0	0.0	0.0
da1d26d90a7443d34675778207d2c227	46.0	53.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
223141ee97781bbede60bb494d599448	0.0	0.0	0.0	0.0	0.0	0.0	86.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8aeb82845cf39311d0c9a6a82b39a131	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0	0.0	0.0	0.0
77c2dc197e6b3dbebc4ee240c6a1c559	33.0	20.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0
9f3ae9f6096976f00cd7c13a4717ff1c	0.0	0.0	0.0	0.0	0.0	0.0	107.0	17.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a730ef0685ea600be854be1842a6b362	20.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0
9a13cbb8e1b12468bf22d6a05aafb0c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	38.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0
5f8d35126b0a7321413d21487ec72b73	18.0	18.0	0.0	22.0	18.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0
742e1f191223f58590661de80b9d6e3b	11.0	11.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.0
ac28c199405fa8466bdedf16d456edbc	0.0	0.0	0.0	0.0	0.0	0.0	14.0	16.0	34.0	22.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
851bd80d021dcf4e9f3f11e95310927c	0.0	0.0	0.0	0.0	0.0	0.0	24.0	23.0	0.0	18.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0
f76f9398a707c47754f8308d099abd13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	68.0	0.0
b0e56c25ca193e27096e8fb4eb560eee	34.0	38.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9db5855bd9b253f9c84c6b36b3e25451	0.0	0.0	0.0	28.0	21.0	18.0	5.0	16.0	8.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
756e9c33696716a5484135c832f18f12	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0
8212472385df0dc1b6527a764d613b7d	0.0	0.0	0.0	0.0	0.0	0.0	6.0	23.0	8.0	29.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0
6e77545756ddc39c81c925b6fb1c8b17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	27.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0
c2236727ffae6d3d4521989084fcbe7b	0.0	0.0	0.0	0.0	0.0	0.0	12.0	31.0	10.0	15.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0
