geneID	WL2
ENSMUSG00000001123	15735
ENSMUSG00000001127	603
ENSMUSG00000001128	3162
ENSMUSG00000001131	3421
ENSMUSG00000001134	122
ENSMUSG00000001138	140
ENSMUSG00000001143	211
ENSMUSG00000001150	475
ENSMUSG00000001151	344
ENSMUSG00000001155	0
ENSMUSG00000001156	1917
ENSMUSG00000001157	203
ENSMUSG00000001158	732
ENSMUSG00000001166	291
ENSMUSG00000001168	0
ENSMUSG00000001173	449
ENSMUSG00000001175	20647
ENSMUSG00000001211	888
ENSMUSG00000001225	0
ENSMUSG00000001227	44
ENSMUSG00000001228	122
ENSMUSG00000001229	1016
ENSMUSG00000001240	0
ENSMUSG00000001247	23
ENSMUSG00000001248	1684
ENSMUSG00000001249	18
ENSMUSG00000001260	0
ENSMUSG00000001270	1246
ENSMUSG00000001280	1025
ENSMUSG00000001281	24
ENSMUSG00000001285	132
ENSMUSG00000001288	212
ENSMUSG00000001289	1584
ENSMUSG00000001300	90
ENSMUSG00000001305	119
ENSMUSG00000001313	57
ENSMUSG00000001323	184
ENSMUSG00000001333	3
ENSMUSG00000001334	0
ENSMUSG00000001348	7633
ENSMUSG00000001349	35
ENSMUSG00000001366	199
ENSMUSG00000001376	577
ENSMUSG00000001380	724
ENSMUSG00000001383	1147
ENSMUSG00000001403	69
ENSMUSG00000001415	1633
ENSMUSG00000001416	3286
ENSMUSG00000001418	3034
ENSMUSG00000001419	821
ENSMUSG00000001420	6
ENSMUSG00000001424	2424
ENSMUSG00000001435	145
ENSMUSG00000001436	43
ENSMUSG00000001440	3844
ENSMUSG00000001441	2213
ENSMUSG00000001444	2
ENSMUSG00000001445	456
ENSMUSG00000001467	632
ENSMUSG00000001472	4687
ENSMUSG00000001473	4112
ENSMUSG00000001482	414
ENSMUSG00000001493	2
ENSMUSG00000001494	0
ENSMUSG00000001496	0
ENSMUSG00000001497	4
ENSMUSG00000001504	1
ENSMUSG00000001506	12942
ENSMUSG00000001507	12
ENSMUSG00000001508	0
ENSMUSG00000001510	0
ENSMUSG00000001517	90
ENSMUSG00000001518	74
ENSMUSG00000001520	0
ENSMUSG00000001521	110
ENSMUSG00000001524	95
ENSMUSG00000001525	7100
ENSMUSG00000001542	7338
ENSMUSG00000001552	64
ENSMUSG00000001555	465
ENSMUSG00000001558	0
ENSMUSG00000001566	0
ENSMUSG00000001569	413
ENSMUSG00000001576	1421
ENSMUSG00000001583	0
ENSMUSG00000001588	13
ENSMUSG00000001604	13
ENSMUSG00000001622	0
ENSMUSG00000001627	1885
ENSMUSG00000001630	556
ENSMUSG00000001632	1675
ENSMUSG00000001642	1478
ENSMUSG00000001655	3
ENSMUSG00000001656	3
ENSMUSG00000001657	8
ENSMUSG00000001661	10
ENSMUSG00000001663	80
ENSMUSG00000001665	10
ENSMUSG00000001666	38
ENSMUSG00000001670	0
ENSMUSG00000001672	0
ENSMUSG00000001674	438
ENSMUSG00000001687	1635
ENSMUSG00000001700	100
ENSMUSG00000001707	350
ENSMUSG00000001729	3252
ENSMUSG00000001739	3
ENSMUSG00000001741	30
ENSMUSG00000001750	19440
ENSMUSG00000001751	1076
ENSMUSG00000001755	169
ENSMUSG00000001761	62
ENSMUSG00000001763	25
ENSMUSG00000001767	415
ENSMUSG00000001768	6370
ENSMUSG00000001773	0
ENSMUSG00000001774	1282
ENSMUSG00000001783	1510
ENSMUSG00000001785	711
ENSMUSG00000001786	765
ENSMUSG00000001794	5795
ENSMUSG00000001802	11
ENSMUSG00000001804	0
ENSMUSG00000001815	0
ENSMUSG00000001819	0
ENSMUSG00000001823	0
ENSMUSG00000001827	18
ENSMUSG00000001829	166
ENSMUSG00000001833	2743
ENSMUSG00000001844	227
ENSMUSG00000001847	5848
ENSMUSG00000001855	979
ENSMUSG00000001864	10
ENSMUSG00000001865	3
ENSMUSG00000001870	413
ENSMUSG00000001891	1227
ENSMUSG00000001901	0
ENSMUSG00000001909	303
ENSMUSG00000001910	2790
ENSMUSG00000001911	714
ENSMUSG00000001918	304
ENSMUSG00000001924	9584
ENSMUSG00000001930	562
ENSMUSG00000001942	256
ENSMUSG00000001943	0
ENSMUSG00000001946	15
ENSMUSG00000001948	15
ENSMUSG00000001962	491
ENSMUSG00000001964	562
ENSMUSG00000001983	79
ENSMUSG00000001985	0
ENSMUSG00000001986	31
ENSMUSG00000001988	0
ENSMUSG00000001995	254
ENSMUSG00000001998	231
ENSMUSG00000001999	429
ENSMUSG00000002006	8
ENSMUSG00000002007	0
ENSMUSG00000002010	437
ENSMUSG00000002012	0
ENSMUSG00000002014	869
ENSMUSG00000002015	2690
ENSMUSG00000002017	291
ENSMUSG00000002020	1372
ENSMUSG00000002028	1723
ENSMUSG00000002031	184
ENSMUSG00000002032	3
ENSMUSG00000002033	1
ENSMUSG00000002043	256
ENSMUSG00000002052	3326
ENSMUSG00000002055	24
ENSMUSG00000002057	0
ENSMUSG00000002058	204
ENSMUSG00000002059	170
ENSMUSG00000002064	676
ENSMUSG00000002068	261
ENSMUSG00000002076	3
ENSMUSG00000002083	124
ENSMUSG00000002100	142
ENSMUSG00000002102	1753
ENSMUSG00000002103	9920
ENSMUSG00000002104	4
ENSMUSG00000002105	714
ENSMUSG00000002107	961
ENSMUSG00000002108	1584
ENSMUSG00000002109	15
ENSMUSG00000002111	12655
ENSMUSG00000002129	615
ENSMUSG00000002147	3031
ENSMUSG00000002190	2
ENSMUSG00000002204	1387
ENSMUSG00000002205	405
ENSMUSG00000002210	1036
ENSMUSG00000002221	238
ENSMUSG00000002222	410
ENSMUSG00000002227	7567
ENSMUSG00000002228	12
ENSMUSG00000002233	6856
ENSMUSG00000002240	0
ENSMUSG00000002249	34
ENSMUSG00000002250	891
ENSMUSG00000002257	162
ENSMUSG00000002265	8
ENSMUSG00000002266	1
ENSMUSG00000002274	22
ENSMUSG00000002279	185
ENSMUSG00000002280	344
ENSMUSG00000002289	10
ENSMUSG00000002297	130
ENSMUSG00000002307	10603
ENSMUSG00000002308	76
ENSMUSG00000002319	162
ENSMUSG00000002320	518
ENSMUSG00000002324	0
ENSMUSG00000002325	2269
ENSMUSG00000002326	546
ENSMUSG00000002329	47
ENSMUSG00000002332	305
ENSMUSG00000002341	0
ENSMUSG00000002342	272
ENSMUSG00000002343	40
ENSMUSG00000002345	143
ENSMUSG00000002346	12
ENSMUSG00000002365	1027
ENSMUSG00000002372	910
ENSMUSG00000002379	484
ENSMUSG00000002384	0
ENSMUSG00000002393	267
ENSMUSG00000002395	398
ENSMUSG00000002396	165
ENSMUSG00000002409	75
ENSMUSG00000002413	948
ENSMUSG00000002416	11
ENSMUSG00000002428	414
ENSMUSG00000002455	727
ENSMUSG00000002458	1021
ENSMUSG00000002459	2
ENSMUSG00000002475	44
ENSMUSG00000002477	641
ENSMUSG00000002486	66
ENSMUSG00000002489	187
ENSMUSG00000002496	756
ENSMUSG00000002500	0
ENSMUSG00000002504	7
ENSMUSG00000002524	1272
ENSMUSG00000002546	1287
ENSMUSG00000002550	335
ENSMUSG00000002565	4
ENSMUSG00000002578	1
ENSMUSG00000002580	471
ENSMUSG00000002588	0
ENSMUSG00000002602	33255
ENSMUSG00000002603	5421
ENSMUSG00000002608	805
ENSMUSG00000002617	57
ENSMUSG00000002625	338
ENSMUSG00000002633	0
ENSMUSG00000002635	148
ENSMUSG00000002658	2703
ENSMUSG00000002660	164
ENSMUSG00000002661	60
ENSMUSG00000002664	0
ENSMUSG00000002668	793
ENSMUSG00000002679	251
ENSMUSG00000002688	9
ENSMUSG00000002699	5758
ENSMUSG00000002718	569
ENSMUSG00000002728	1298
ENSMUSG00000002731	115
ENSMUSG00000002732	55
ENSMUSG00000002733	770
ENSMUSG00000002741	1771
ENSMUSG00000002748	3404
ENSMUSG00000002763	437
ENSMUSG00000002767	244
ENSMUSG00000002768	598
ENSMUSG00000002769	11
ENSMUSG00000002771	11
ENSMUSG00000002778	790
ENSMUSG00000002781	115
ENSMUSG00000002797	425
ENSMUSG00000002799	6
ENSMUSG00000002803	38
ENSMUSG00000002804	39
ENSMUSG00000002808	39
ENSMUSG00000002812	6991
ENSMUSG00000002814	342
ENSMUSG00000002820	305
ENSMUSG00000002825	62
ENSMUSG00000002831	1
ENSMUSG00000002833	479
ENSMUSG00000002835	97
ENSMUSG00000002844	2877
ENSMUSG00000002845	272
ENSMUSG00000002846	225
ENSMUSG00000002847	370
ENSMUSG00000002870	122
ENSMUSG00000002871	350
ENSMUSG00000002881	1481
ENSMUSG00000002885	341
ENSMUSG00000002897	4065
ENSMUSG00000002900	378
ENSMUSG00000002908	2
ENSMUSG00000002910	108
ENSMUSG00000002930	0
ENSMUSG00000002944	22449
ENSMUSG00000002948	570
ENSMUSG00000002949	579
ENSMUSG00000002957	929
ENSMUSG00000002963	244
ENSMUSG00000002968	449
ENSMUSG00000002980	110
ENSMUSG00000002981	2669
ENSMUSG00000002983	1853
ENSMUSG00000002984	527
ENSMUSG00000002985	104125
ENSMUSG00000002992	0
ENSMUSG00000002996	3853
ENSMUSG00000002997	932
ENSMUSG00000003031	219
ENSMUSG00000003032	336
ENSMUSG00000003033	1124
ENSMUSG00000003037	2182
ENSMUSG00000003038	1012
ENSMUSG00000003039	1579
ENSMUSG00000003051	0
ENSMUSG00000003053	0
ENSMUSG00000003062	684
ENSMUSG00000003068	1448
ENSMUSG00000003070	17
ENSMUSG00000003072	2006
ENSMUSG00000003099	738
ENSMUSG00000003119	838
ENSMUSG00000003123	944
ENSMUSG00000003131	1653
ENSMUSG00000003134	199
ENSMUSG00000003135	268
ENSMUSG00000003153	31
ENSMUSG00000003154	707
ENSMUSG00000003161	1566
ENSMUSG00000003166	264
ENSMUSG00000003184	552
ENSMUSG00000003190	81
ENSMUSG00000003198	57
ENSMUSG00000003199	402
ENSMUSG00000003200	607
ENSMUSG00000003206	1682
ENSMUSG00000003208	297
ENSMUSG00000003226	5598
ENSMUSG00000003227	0
ENSMUSG00000003228	139
ENSMUSG00000003233	459
ENSMUSG00000003234	373
ENSMUSG00000003235	552
ENSMUSG00000003269	889
ENSMUSG00000003271	1
ENSMUSG00000003273	0
ENSMUSG00000003279	0
ENSMUSG00000003282	41
ENSMUSG00000003283	14637
ENSMUSG00000003299	545
ENSMUSG00000003308	3096
ENSMUSG00000003309	4
ENSMUSG00000003316	2165
ENSMUSG00000003341	0
ENSMUSG00000003344	240
ENSMUSG00000003345	1096
ENSMUSG00000003346	399
ENSMUSG00000003348	943
ENSMUSG00000003352	233
ENSMUSG00000003354	0
ENSMUSG00000003355	51
ENSMUSG00000003360	1516
ENSMUSG00000003363	15533
ENSMUSG00000003378	12
ENSMUSG00000003379	2
ENSMUSG00000003380	879
ENSMUSG00000003382	2978
ENSMUSG00000003402	2243
ENSMUSG00000003410	0
ENSMUSG00000003411	3
ENSMUSG00000003418	3
ENSMUSG00000003420	213
ENSMUSG00000003421	616
ENSMUSG00000003423	261
ENSMUSG00000003429	2653
ENSMUSG00000003435	1960
ENSMUSG00000003436	0
ENSMUSG00000003437	815
ENSMUSG00000003438	328
ENSMUSG00000003444	176
ENSMUSG00000003452	0
ENSMUSG00000003458	4031
ENSMUSG00000003464	644
ENSMUSG00000003469	1
ENSMUSG00000003476	0
ENSMUSG00000003477	0
ENSMUSG00000003484	136
ENSMUSG00000003500	157
ENSMUSG00000003505	0
ENSMUSG00000003518	765
ENSMUSG00000003526	37
ENSMUSG00000003527	347
ENSMUSG00000003528	1278
ENSMUSG00000003531	101
ENSMUSG00000003534	160
ENSMUSG00000003541	820
ENSMUSG00000003545	3
ENSMUSG00000003546	118
ENSMUSG00000003549	206
ENSMUSG00000003555	0
ENSMUSG00000003559	35
ENSMUSG00000003573	327
ENSMUSG00000003575	185
ENSMUSG00000003581	191
ENSMUSG00000003585	14
ENSMUSG00000003604	176
ENSMUSG00000003617	2417
ENSMUSG00000003623	305
ENSMUSG00000003644	1018
ENSMUSG00000003657	1
ENSMUSG00000003660	2123
ENSMUSG00000003662	279
ENSMUSG00000003665	13
ENSMUSG00000003680	221
ENSMUSG00000003721	210
ENSMUSG00000003731	1686
ENSMUSG00000003746	309
ENSMUSG00000003752	133
ENSMUSG00000003762	197
ENSMUSG00000003778	653
ENSMUSG00000003779	97
ENSMUSG00000003808	586
ENSMUSG00000003809	66
ENSMUSG00000003810	888
ENSMUSG00000003812	964
ENSMUSG00000003813	1165
ENSMUSG00000003814	11468
ENSMUSG00000003824	21
ENSMUSG00000003847	1956
ENSMUSG00000003848	139
ENSMUSG00000003849	143
ENSMUSG00000003863	1639
ENSMUSG00000003865	303
ENSMUSG00000003868	286
ENSMUSG00000003872	0
ENSMUSG00000003873	635
ENSMUSG00000003882	6718
ENSMUSG00000003923	290
ENSMUSG00000003929	77
ENSMUSG00000003934	5
ENSMUSG00000003948	71
ENSMUSG00000003949	1
ENSMUSG00000003955	217
ENSMUSG00000003970	4617
ENSMUSG00000003974	0
ENSMUSG00000003992	36
ENSMUSG00000004018	41
ENSMUSG00000004031	0
ENSMUSG00000004032	20
ENSMUSG00000004035	0
ENSMUSG00000004038	1
ENSMUSG00000004040	9531
ENSMUSG00000004043	1295
ENSMUSG00000004044	260
ENSMUSG00000004054	1396
ENSMUSG00000004056	1613
ENSMUSG00000004069	442
ENSMUSG00000004070	3648
ENSMUSG00000004071	330
ENSMUSG00000004085	235
ENSMUSG00000004096	2518
ENSMUSG00000004098	1354
ENSMUSG00000004099	1075
ENSMUSG00000004100	241
ENSMUSG00000004105	641
ENSMUSG00000004110	0
ENSMUSG00000004113	33
ENSMUSG00000004127	49
ENSMUSG00000004151	5
ENSMUSG00000004187	3
ENSMUSG00000004207	160468
ENSMUSG00000004221	1802
ENSMUSG00000004231	0
ENSMUSG00000004233	105
ENSMUSG00000004263	92
ENSMUSG00000004264	1291
ENSMUSG00000004266	11601
ENSMUSG00000004267	113
ENSMUSG00000004268	391
ENSMUSG00000004270	748
ENSMUSG00000004285	2075
ENSMUSG00000004296	5016
ENSMUSG00000004317	610
ENSMUSG00000004319	495
ENSMUSG00000004328	6
ENSMUSG00000004341	0
ENSMUSG00000004344	0
ENSMUSG00000004347	9
ENSMUSG00000004356	437
ENSMUSG00000004359	625
ENSMUSG00000004360	0
ENSMUSG00000004364	1548
ENSMUSG00000004366	0
ENSMUSG00000004371	10
ENSMUSG00000004383	630
ENSMUSG00000004393	291
ENSMUSG00000004394	585
ENSMUSG00000004415	0
ENSMUSG00000004446	931
ENSMUSG00000004451	1754
ENSMUSG00000004455	685
ENSMUSG00000004460	2404
ENSMUSG00000004462	107
ENSMUSG00000004473	6
ENSMUSG00000004500	308
ENSMUSG00000004508	1705
ENSMUSG00000004530	2452
ENSMUSG00000004535	9238
ENSMUSG00000004540	0
ENSMUSG00000004542	0
ENSMUSG00000004552	12
ENSMUSG00000004558	7
ENSMUSG00000004561	127
ENSMUSG00000004562	162
ENSMUSG00000004565	264
ENSMUSG00000004567	703
ENSMUSG00000004568	125
ENSMUSG00000004591	959
ENSMUSG00000004609	3473
ENSMUSG00000004610	9
ENSMUSG00000004612	1
ENSMUSG00000004626	1931
ENSMUSG00000004630	0
ENSMUSG00000004631	32
ENSMUSG00000004633	4
ENSMUSG00000004637	72
ENSMUSG00000004642	393
ENSMUSG00000004651	0
ENSMUSG00000004654	0
ENSMUSG00000004655	32
ENSMUSG00000004661	348
ENSMUSG00000004665	1149
ENSMUSG00000004667	307
ENSMUSG00000004668	56
ENSMUSG00000004677	4603
ENSMUSG00000004698	97
ENSMUSG00000004707	3736
ENSMUSG00000004709	29
ENSMUSG00000004730	16455
ENSMUSG00000004748	2
ENSMUSG00000004768	86
ENSMUSG00000004771	1361
ENSMUSG00000004788	541
ENSMUSG00000004789	1788
ENSMUSG00000004791	22
ENSMUSG00000004798	314
ENSMUSG00000004814	7
ENSMUSG00000004815	311
ENSMUSG00000004821	0
ENSMUSG00000004837	561
ENSMUSG00000004842	0
ENSMUSG00000004843	826
ENSMUSG00000004846	4149
ENSMUSG00000004849	1536
ENSMUSG00000004864	7
ENSMUSG00000004865	738
ENSMUSG00000004872	0
ENSMUSG00000004880	107
ENSMUSG00000004885	5
ENSMUSG00000004891	1647
ENSMUSG00000004892	6
ENSMUSG00000004894	0
ENSMUSG00000004895	432
ENSMUSG00000004896	194
ENSMUSG00000004897	2606
ENSMUSG00000004902	1
ENSMUSG00000004929	155
ENSMUSG00000004931	234
ENSMUSG00000004933	68
ENSMUSG00000004934	688
ENSMUSG00000004936	5406
ENSMUSG00000004937	1327
ENSMUSG00000004939	0
ENSMUSG00000004945	295
ENSMUSG00000004947	2166
ENSMUSG00000004948	0
ENSMUSG00000004951	136
ENSMUSG00000004952	9261
ENSMUSG00000004961	1
ENSMUSG00000004980	6668
ENSMUSG00000004988	0
ENSMUSG00000004994	222
ENSMUSG00000004996	34
ENSMUSG00000005034	903
ENSMUSG00000005043	47
ENSMUSG00000005045	5
ENSMUSG00000005054	10469
ENSMUSG00000005057	259
ENSMUSG00000005069	408
ENSMUSG00000005078	178
ENSMUSG00000005087	12282
ENSMUSG00000005089	1492
ENSMUSG00000005102	481
ENSMUSG00000005103	11279
ENSMUSG00000005107	123
ENSMUSG00000005124	187
ENSMUSG00000005125	89
ENSMUSG00000005131	6
ENSMUSG00000005142	10558
ENSMUSG00000005148	3
ENSMUSG00000005150	65
ENSMUSG00000005161	3029
ENSMUSG00000005198	2201
ENSMUSG00000005202	0
ENSMUSG00000005204	957
ENSMUSG00000005220	0
ENSMUSG00000005225	118
ENSMUSG00000005232	0
ENSMUSG00000005233	18
ENSMUSG00000005237	19
ENSMUSG00000005251	0
ENSMUSG00000005262	632
ENSMUSG00000005267	247
ENSMUSG00000005268	1
ENSMUSG00000005299	563
ENSMUSG00000005312	2271
ENSMUSG00000005320	0
ENSMUSG00000005338	4
ENSMUSG00000005339	0
ENSMUSG00000005354	921
ENSMUSG00000005355	0
ENSMUSG00000005357	2
ENSMUSG00000005360	19
ENSMUSG00000005362	2141
ENSMUSG00000005364	0
ENSMUSG00000005370	118
ENSMUSG00000005371	914
ENSMUSG00000005373	0
ENSMUSG00000005374	105
ENSMUSG00000005378	262
ENSMUSG00000005397	519
ENSMUSG00000005410	155
ENSMUSG00000005413	19368
ENSMUSG00000005417	1636
ENSMUSG00000005442	3384
ENSMUSG00000005447	81
ENSMUSG00000005465	39
ENSMUSG00000005469	775
ENSMUSG00000005470	43
ENSMUSG00000005474	2
ENSMUSG00000005481	791
ENSMUSG00000005483	933
ENSMUSG00000005493	0
ENSMUSG00000005501	762
ENSMUSG00000005503	0
ENSMUSG00000005505	274
ENSMUSG00000005506	1785
ENSMUSG00000005510	715
ENSMUSG00000005514	2043
ENSMUSG00000005533	165
ENSMUSG00000005534	247
ENSMUSG00000005540	0
ENSMUSG00000005547	0
ENSMUSG00000005553	0
ENSMUSG00000005566	1463
ENSMUSG00000005575	4037
ENSMUSG00000005580	55
ENSMUSG00000005583	104
ENSMUSG00000005609	457
ENSMUSG00000005610	21243
ENSMUSG00000005611	12
ENSMUSG00000005615	1147
ENSMUSG00000005621	1062
ENSMUSG00000005625	1582
ENSMUSG00000005628	3
ENSMUSG00000005640	21
ENSMUSG00000005649	5
ENSMUSG00000005656	1245
ENSMUSG00000005667	1004
ENSMUSG00000005672	9
ENSMUSG00000005674	231
ENSMUSG00000005677	0
ENSMUSG00000005681	0
ENSMUSG00000005682	230
ENSMUSG00000005683	3556
ENSMUSG00000005686	721
ENSMUSG00000005687	283
ENSMUSG00000005696	0
ENSMUSG00000005698	805
ENSMUSG00000005699	28
ENSMUSG00000005705	0
ENSMUSG00000005716	0
ENSMUSG00000005718	14
ENSMUSG00000005732	723
ENSMUSG00000005763	144
ENSMUSG00000005774	563
ENSMUSG00000005779	1755
ENSMUSG00000005800	645
ENSMUSG00000005802	344
ENSMUSG00000005803	844
ENSMUSG00000005804	1207
ENSMUSG00000005813	900
ENSMUSG00000005823	1396
ENSMUSG00000005824	7
ENSMUSG00000005836	2
ENSMUSG00000005846	614
ENSMUSG00000005864	0
ENSMUSG00000005871	884
ENSMUSG00000005873	3057
ENSMUSG00000005881	1248
ENSMUSG00000005882	329
ENSMUSG00000005883	0
ENSMUSG00000005886	763
ENSMUSG00000005891	0
ENSMUSG00000005892	0
ENSMUSG00000005893	338
ENSMUSG00000005897	166
ENSMUSG00000005899	408
ENSMUSG00000005907	122
ENSMUSG00000005917	0
ENSMUSG00000005936	852
ENSMUSG00000005947	13
ENSMUSG00000005949	144
ENSMUSG00000005950	56
ENSMUSG00000005951	15
ENSMUSG00000005952	0
ENSMUSG00000005958	10
ENSMUSG00000005968	38
ENSMUSG00000005973	979
ENSMUSG00000005980	0
ENSMUSG00000005981	1129
ENSMUSG00000005982	666
ENSMUSG00000005983	34
ENSMUSG00000005986	57
ENSMUSG00000005994	0
ENSMUSG00000006005	7994
ENSMUSG00000006007	0
ENSMUSG00000006010	686
ENSMUSG00000006014	133
ENSMUSG00000006019	441
ENSMUSG00000006021	63
ENSMUSG00000006024	1979
ENSMUSG00000006050	642
ENSMUSG00000006056	0
ENSMUSG00000006057	554
ENSMUSG00000006058	945
ENSMUSG00000006095	805
ENSMUSG00000006127	1396
ENSMUSG00000006134	1209
ENSMUSG00000006143	0
ENSMUSG00000006154	48
ENSMUSG00000006169	2487
ENSMUSG00000006179	0
ENSMUSG00000006191	96
ENSMUSG00000006200	0
ENSMUSG00000006204	0
ENSMUSG00000006205	242
ENSMUSG00000006215	473
ENSMUSG00000006216	2
ENSMUSG00000006218	0
ENSMUSG00000006219	1029
ENSMUSG00000006221	12
ENSMUSG00000006235	1
ENSMUSG00000006241	6
ENSMUSG00000006262	1043
ENSMUSG00000006269	0
ENSMUSG00000006270	0
ENSMUSG00000006273	11449
ENSMUSG00000006276	1137
ENSMUSG00000006281	2224
ENSMUSG00000006288	177
ENSMUSG00000006289	251
ENSMUSG00000006299	2399
ENSMUSG00000006301	1621
ENSMUSG00000006304	15320
ENSMUSG00000006307	1214
ENSMUSG00000006310	12
ENSMUSG00000006311	0
ENSMUSG00000006313	4
ENSMUSG00000006315	214
ENSMUSG00000006333	7425
ENSMUSG00000006335	233
ENSMUSG00000006342	222
ENSMUSG00000006344	10
ENSMUSG00000006345	1
ENSMUSG00000006356	58
