geneID	KL2
ENSMUSG00000001105	204
ENSMUSG00000001119	907
ENSMUSG00000001120	6
ENSMUSG00000001123	8833
ENSMUSG00000001127	570
ENSMUSG00000001128	1157
ENSMUSG00000001131	1578
ENSMUSG00000001134	68
ENSMUSG00000001138	125
ENSMUSG00000001143	234
ENSMUSG00000001150	625
ENSMUSG00000001151	260
ENSMUSG00000001155	0
ENSMUSG00000001156	968
ENSMUSG00000001157	372
ENSMUSG00000001158	709
ENSMUSG00000001166	190
ENSMUSG00000001168	0
ENSMUSG00000001173	317
ENSMUSG00000001175	20320
ENSMUSG00000001211	731
ENSMUSG00000001225	0
ENSMUSG00000001227	51
ENSMUSG00000001228	54
ENSMUSG00000001229	951
ENSMUSG00000001240	3
ENSMUSG00000001247	32
ENSMUSG00000001248	818
ENSMUSG00000001249	39
ENSMUSG00000001260	0
ENSMUSG00000001270	3171
ENSMUSG00000001280	1306
ENSMUSG00000001281	31
ENSMUSG00000001285	121
ENSMUSG00000001288	124
ENSMUSG00000001289	1229
ENSMUSG00000001300	479
ENSMUSG00000001305	97
ENSMUSG00000001313	106
ENSMUSG00000001323	177
ENSMUSG00000001333	14
ENSMUSG00000001334	4
ENSMUSG00000001348	3565
ENSMUSG00000001349	13
ENSMUSG00000001366	181
ENSMUSG00000001376	972
ENSMUSG00000001380	690
ENSMUSG00000001383	947
ENSMUSG00000001403	36
ENSMUSG00000001415	1244
ENSMUSG00000001416	3905
ENSMUSG00000001418	4400
ENSMUSG00000001419	1046
ENSMUSG00000001420	10
ENSMUSG00000001424	2295
ENSMUSG00000001435	94
ENSMUSG00000001436	34
ENSMUSG00000001440	3243
ENSMUSG00000001441	2690
ENSMUSG00000001444	1
ENSMUSG00000001445	415
ENSMUSG00000001467	1001
ENSMUSG00000001472	4382
ENSMUSG00000001473	3092
ENSMUSG00000001482	829
ENSMUSG00000001493	7
ENSMUSG00000001494	0
ENSMUSG00000001496	0
ENSMUSG00000001497	1
ENSMUSG00000001504	0
ENSMUSG00000001506	7073
ENSMUSG00000001507	8
ENSMUSG00000001508	0
ENSMUSG00000001510	0
ENSMUSG00000001517	37
ENSMUSG00000001518	51
ENSMUSG00000001520	0
ENSMUSG00000001521	97
ENSMUSG00000001524	43
ENSMUSG00000001525	6061
ENSMUSG00000001542	3634
ENSMUSG00000001552	102
ENSMUSG00000001555	314
ENSMUSG00000001558	0
ENSMUSG00000001566	0
ENSMUSG00000001569	425
ENSMUSG00000001576	1504
ENSMUSG00000001583	0
ENSMUSG00000001588	69
ENSMUSG00000001604	8
ENSMUSG00000001622	0
ENSMUSG00000001627	6274
ENSMUSG00000001630	105
ENSMUSG00000001632	1653
ENSMUSG00000001642	1376
ENSMUSG00000001655	1
ENSMUSG00000001656	8
ENSMUSG00000001657	2
ENSMUSG00000001661	10
ENSMUSG00000001663	14
ENSMUSG00000001665	14
ENSMUSG00000001666	38
ENSMUSG00000001670	0
ENSMUSG00000001672	0
ENSMUSG00000001674	450
ENSMUSG00000001687	2884
ENSMUSG00000001700	202
ENSMUSG00000001707	293
ENSMUSG00000001729	3687
ENSMUSG00000001739	0
ENSMUSG00000001741	37
ENSMUSG00000001750	21455
ENSMUSG00000001751	1307
ENSMUSG00000001755	210
ENSMUSG00000001761	44
ENSMUSG00000001763	0
ENSMUSG00000001767	328
ENSMUSG00000001768	4008
ENSMUSG00000001773	0
ENSMUSG00000001774	1369
ENSMUSG00000001783	964
ENSMUSG00000001785	425
ENSMUSG00000001786	502
ENSMUSG00000001794	7097
ENSMUSG00000001802	18
ENSMUSG00000001804	0
ENSMUSG00000001815	0
ENSMUSG00000001819	0
ENSMUSG00000001823	0
ENSMUSG00000001827	19
ENSMUSG00000001829	182
ENSMUSG00000001833	3430
ENSMUSG00000001844	209
ENSMUSG00000001847	5607
ENSMUSG00000001855	1262
ENSMUSG00000001864	2
ENSMUSG00000001865	3
ENSMUSG00000001870	187
ENSMUSG00000001891	1859
ENSMUSG00000001901	0
ENSMUSG00000001909	372
ENSMUSG00000001910	2815
ENSMUSG00000001911	320
ENSMUSG00000001918	599
ENSMUSG00000001924	10562
ENSMUSG00000001930	695
ENSMUSG00000001942	483
ENSMUSG00000001943	11
ENSMUSG00000001946	462
ENSMUSG00000001948	54
ENSMUSG00000001962	779
ENSMUSG00000001964	434
ENSMUSG00000001983	74
ENSMUSG00000001985	0
ENSMUSG00000001986	27
ENSMUSG00000001988	0
ENSMUSG00000001995	133
ENSMUSG00000001998	241
ENSMUSG00000001999	463
ENSMUSG00000002006	8
ENSMUSG00000002007	0
ENSMUSG00000002010	658
ENSMUSG00000002012	0
ENSMUSG00000002014	905
ENSMUSG00000002015	4345
ENSMUSG00000002017	261
ENSMUSG00000002020	740
ENSMUSG00000002028	2301
ENSMUSG00000002031	163
ENSMUSG00000002032	1
ENSMUSG00000002033	0
ENSMUSG00000002043	167
ENSMUSG00000002052	2719
ENSMUSG00000002055	29
ENSMUSG00000002057	0
ENSMUSG00000002058	314
ENSMUSG00000002059	143
ENSMUSG00000002064	688
ENSMUSG00000002068	193
ENSMUSG00000002076	2
ENSMUSG00000002083	91
ENSMUSG00000002100	59
ENSMUSG00000002102	1916
ENSMUSG00000002103	3588
ENSMUSG00000002104	1
ENSMUSG00000002105	518
ENSMUSG00000002107	516
ENSMUSG00000002108	234
ENSMUSG00000002109	9
ENSMUSG00000002111	9535
ENSMUSG00000002129	585
ENSMUSG00000002147	3805
ENSMUSG00000002190	0
ENSMUSG00000002204	1619
ENSMUSG00000002205	381
ENSMUSG00000002210	621
ENSMUSG00000002221	231
ENSMUSG00000002222	371
ENSMUSG00000002227	3902
ENSMUSG00000002228	75
ENSMUSG00000002233	6586
ENSMUSG00000002240	0
ENSMUSG00000002249	18
ENSMUSG00000002250	4156
ENSMUSG00000002257	302
ENSMUSG00000002265	5
ENSMUSG00000002266	0
ENSMUSG00000002274	19
ENSMUSG00000002279	193
ENSMUSG00000002280	391
ENSMUSG00000002289	25
ENSMUSG00000002297	165
ENSMUSG00000002307	5931
ENSMUSG00000002308	132
ENSMUSG00000002319	150
ENSMUSG00000002320	574
ENSMUSG00000002324	0
ENSMUSG00000002325	1620
ENSMUSG00000002326	565
ENSMUSG00000002329	25
ENSMUSG00000002332	571
ENSMUSG00000002341	0
ENSMUSG00000002342	246
ENSMUSG00000002343	36
ENSMUSG00000002345	145
ENSMUSG00000002346	6
ENSMUSG00000002365	915
ENSMUSG00000002372	703
ENSMUSG00000002379	551
ENSMUSG00000002384	0
ENSMUSG00000002393	256
ENSMUSG00000002395	267
ENSMUSG00000002396	138
ENSMUSG00000002409	113
ENSMUSG00000002413	893
ENSMUSG00000002416	6
ENSMUSG00000002428	529
ENSMUSG00000002455	708
ENSMUSG00000002458	903
ENSMUSG00000002459	1
ENSMUSG00000002475	91
ENSMUSG00000002477	520
ENSMUSG00000002486	71
ENSMUSG00000002489	151
ENSMUSG00000002496	903
ENSMUSG00000002500	8
ENSMUSG00000002504	157
ENSMUSG00000002524	975
ENSMUSG00000002546	1099
ENSMUSG00000002550	223
ENSMUSG00000002565	13
ENSMUSG00000002578	0
ENSMUSG00000002580	482
ENSMUSG00000002588	0
ENSMUSG00000002602	12142
ENSMUSG00000002603	6214
ENSMUSG00000002608	553
ENSMUSG00000002617	190
ENSMUSG00000002625	357
ENSMUSG00000002633	0
ENSMUSG00000002635	105
ENSMUSG00000002658	2392
ENSMUSG00000002660	227
ENSMUSG00000002661	46
ENSMUSG00000002664	0
ENSMUSG00000002668	493
ENSMUSG00000002679	236
ENSMUSG00000002688	1
ENSMUSG00000002699	2080
ENSMUSG00000002718	580
ENSMUSG00000002728	1535
ENSMUSG00000002731	114
ENSMUSG00000002732	45
ENSMUSG00000002733	712
ENSMUSG00000002741	2202
ENSMUSG00000002748	2380
ENSMUSG00000002763	394
ENSMUSG00000002767	237
ENSMUSG00000002768	496
ENSMUSG00000002769	4
ENSMUSG00000002771	132
ENSMUSG00000002778	1195
ENSMUSG00000002781	137
ENSMUSG00000002797	262
ENSMUSG00000002799	1
ENSMUSG00000002803	49
ENSMUSG00000002804	36
ENSMUSG00000002808	29
ENSMUSG00000002812	7644
ENSMUSG00000002814	478
ENSMUSG00000002820	234
ENSMUSG00000002825	53
ENSMUSG00000002831	0
ENSMUSG00000002833	281
ENSMUSG00000002835	59
ENSMUSG00000002844	2264
ENSMUSG00000002845	198
ENSMUSG00000002846	198
ENSMUSG00000002847	128
ENSMUSG00000002870	76
ENSMUSG00000002871	431
ENSMUSG00000002881	1007
ENSMUSG00000002885	987
ENSMUSG00000002897	2262
ENSMUSG00000002900	250
ENSMUSG00000002908	0
ENSMUSG00000002910	129
ENSMUSG00000002930	0
ENSMUSG00000002944	92666
ENSMUSG00000002948	467
ENSMUSG00000002949	492
ENSMUSG00000002957	819
ENSMUSG00000002963	167
ENSMUSG00000002968	459
ENSMUSG00000002980	161
ENSMUSG00000002981	2527
ENSMUSG00000002983	1106
ENSMUSG00000002984	649
ENSMUSG00000002985	23581
ENSMUSG00000002992	0
ENSMUSG00000002996	2704
ENSMUSG00000002997	3058
ENSMUSG00000003031	126
ENSMUSG00000003032	101
ENSMUSG00000003033	1076
ENSMUSG00000003037	2775
ENSMUSG00000003038	825
ENSMUSG00000003039	1556
ENSMUSG00000003051	0
ENSMUSG00000003053	0
ENSMUSG00000003062	660
ENSMUSG00000003068	1529
ENSMUSG00000003070	1
ENSMUSG00000003072	2558
ENSMUSG00000003099	751
ENSMUSG00000003119	828
ENSMUSG00000003123	366
ENSMUSG00000003131	1633
ENSMUSG00000003134	88
ENSMUSG00000003135	300
ENSMUSG00000003153	16
ENSMUSG00000003154	544
ENSMUSG00000003161	1500
ENSMUSG00000003166	279
ENSMUSG00000003184	331
ENSMUSG00000003190	50
ENSMUSG00000003198	53
ENSMUSG00000003199	493
ENSMUSG00000003200	831
ENSMUSG00000003206	582
ENSMUSG00000003208	184
ENSMUSG00000003226	6575
ENSMUSG00000003227	0
ENSMUSG00000003228	276
ENSMUSG00000003233	466
ENSMUSG00000003234	423
ENSMUSG00000003235	477
ENSMUSG00000003269	804
ENSMUSG00000003271	4
ENSMUSG00000003273	3
ENSMUSG00000003279	0
ENSMUSG00000003282	61
ENSMUSG00000003283	9109
ENSMUSG00000003299	495
ENSMUSG00000003308	2065
ENSMUSG00000003309	0
ENSMUSG00000003316	1852
ENSMUSG00000003341	0
ENSMUSG00000003344	218
ENSMUSG00000003345	1205
ENSMUSG00000003346	370
ENSMUSG00000003348	613
ENSMUSG00000003352	60
ENSMUSG00000003354	1
ENSMUSG00000003355	76
ENSMUSG00000003360	1103
ENSMUSG00000003363	17887
ENSMUSG00000003378	7
ENSMUSG00000003379	0
ENSMUSG00000003380	1659
ENSMUSG00000003382	2685
ENSMUSG00000003402	2790
ENSMUSG00000003410	0
ENSMUSG00000003411	0
ENSMUSG00000003418	1
ENSMUSG00000003420	136
ENSMUSG00000003421	438
ENSMUSG00000003423	159
ENSMUSG00000003429	2201
ENSMUSG00000003435	1573
ENSMUSG00000003436	0
ENSMUSG00000003437	694
ENSMUSG00000003438	277
ENSMUSG00000003444	160
ENSMUSG00000003452	2
ENSMUSG00000003458	4140
ENSMUSG00000003464	641
ENSMUSG00000003469	0
ENSMUSG00000003476	0
ENSMUSG00000003477	0
ENSMUSG00000003484	52
ENSMUSG00000003500	298
ENSMUSG00000003505	0
ENSMUSG00000003518	2149
ENSMUSG00000003526	26
ENSMUSG00000003527	238
ENSMUSG00000003528	1234
ENSMUSG00000003531	90
ENSMUSG00000003534	97
ENSMUSG00000003541	594
ENSMUSG00000003545	4
ENSMUSG00000003546	389
ENSMUSG00000003549	175
ENSMUSG00000003555	0
ENSMUSG00000003559	57
ENSMUSG00000003573	1390
ENSMUSG00000003575	258
ENSMUSG00000003581	123
ENSMUSG00000003585	15
ENSMUSG00000003604	177
ENSMUSG00000003617	299
ENSMUSG00000003623	429
ENSMUSG00000003644	1673
ENSMUSG00000003657	1
ENSMUSG00000003660	1955
ENSMUSG00000003662	336
ENSMUSG00000003665	3
ENSMUSG00000003680	119
ENSMUSG00000003721	1054
ENSMUSG00000003731	1602
ENSMUSG00000003746	413
ENSMUSG00000003752	120
ENSMUSG00000003762	184
ENSMUSG00000003778	526
ENSMUSG00000003779	73
ENSMUSG00000003808	476
ENSMUSG00000003809	68
ENSMUSG00000003810	999
ENSMUSG00000003812	1383
ENSMUSG00000003813	1149
ENSMUSG00000003814	20878
ENSMUSG00000003824	28
ENSMUSG00000003847	1643
ENSMUSG00000003848	135
ENSMUSG00000003849	5706
ENSMUSG00000003863	1409
ENSMUSG00000003865	214
ENSMUSG00000003868	197
ENSMUSG00000003872	0
ENSMUSG00000003873	695
ENSMUSG00000003882	6800
ENSMUSG00000003923	215
ENSMUSG00000003929	64
ENSMUSG00000003934	1
ENSMUSG00000003948	78
ENSMUSG00000003949	1
ENSMUSG00000003955	129
ENSMUSG00000003970	3868
ENSMUSG00000003974	0
ENSMUSG00000003992	35
ENSMUSG00000004018	51
ENSMUSG00000004031	0
ENSMUSG00000004032	16
ENSMUSG00000004035	0
ENSMUSG00000004038	2
ENSMUSG00000004040	3044
ENSMUSG00000004043	1101
ENSMUSG00000004044	187
ENSMUSG00000004054	1273
ENSMUSG00000004056	1590
ENSMUSG00000004069	424
ENSMUSG00000004070	2202
ENSMUSG00000004071	350
ENSMUSG00000004085	255
ENSMUSG00000004096	1930
ENSMUSG00000004098	885
ENSMUSG00000004099	1607
ENSMUSG00000004100	256
ENSMUSG00000004105	6916
ENSMUSG00000004110	3
ENSMUSG00000004113	10
ENSMUSG00000004127	99
ENSMUSG00000004151	46
ENSMUSG00000004187	8
ENSMUSG00000004207	181747
ENSMUSG00000004221	2392
ENSMUSG00000004231	0
ENSMUSG00000004233	71
ENSMUSG00000004263	76
ENSMUSG00000004264	1170
ENSMUSG00000004266	5523
ENSMUSG00000004267	106
ENSMUSG00000004268	302
ENSMUSG00000004270	555
ENSMUSG00000004285	2755
ENSMUSG00000004296	718
ENSMUSG00000004317	1937
ENSMUSG00000004319	522
ENSMUSG00000004328	5
ENSMUSG00000004341	0
ENSMUSG00000004344	0
ENSMUSG00000004347	916
ENSMUSG00000004356	351
ENSMUSG00000004359	71
ENSMUSG00000004360	1
ENSMUSG00000004364	2137
ENSMUSG00000004366	0
ENSMUSG00000004371	3
ENSMUSG00000004383	583
ENSMUSG00000004393	233
ENSMUSG00000004394	671
ENSMUSG00000004415	1
ENSMUSG00000004446	2858
ENSMUSG00000004451	1150
ENSMUSG00000004455	883
ENSMUSG00000004460	2479
ENSMUSG00000004462	129
ENSMUSG00000004473	25
ENSMUSG00000004500	103
ENSMUSG00000004508	1413
ENSMUSG00000004530	2658
ENSMUSG00000004535	6018
ENSMUSG00000004540	0
ENSMUSG00000004542	0
ENSMUSG00000004552	47
ENSMUSG00000004558	6
ENSMUSG00000004561	123
ENSMUSG00000004562	116
ENSMUSG00000004565	299
ENSMUSG00000004567	1101
ENSMUSG00000004568	97
ENSMUSG00000004591	772
ENSMUSG00000004609	621
ENSMUSG00000004610	1
ENSMUSG00000004612	0
ENSMUSG00000004626	1826
ENSMUSG00000004630	0
ENSMUSG00000004631	19
ENSMUSG00000004633	132
ENSMUSG00000004637	120
ENSMUSG00000004642	245
ENSMUSG00000004651	0
ENSMUSG00000004654	0
ENSMUSG00000004655	11
ENSMUSG00000004661	423
ENSMUSG00000004665	590
ENSMUSG00000004667	378
ENSMUSG00000004668	15
ENSMUSG00000004677	4314
ENSMUSG00000004698	8
ENSMUSG00000004707	8021
ENSMUSG00000004709	123
ENSMUSG00000004730	19026
ENSMUSG00000004748	3
ENSMUSG00000004768	95
ENSMUSG00000004771	1079
ENSMUSG00000004788	370
ENSMUSG00000004789	1897
ENSMUSG00000004791	4
ENSMUSG00000004798	296
ENSMUSG00000004814	0
ENSMUSG00000004815	266
ENSMUSG00000004821	0
ENSMUSG00000004837	35
ENSMUSG00000004842	1
ENSMUSG00000004843	1043
ENSMUSG00000004846	3297
ENSMUSG00000004849	1586
ENSMUSG00000004864	35
ENSMUSG00000004865	916
ENSMUSG00000004872	0
ENSMUSG00000004880	50
ENSMUSG00000004885	8
ENSMUSG00000004891	1275
ENSMUSG00000004892	0
ENSMUSG00000004894	0
ENSMUSG00000004895	551
ENSMUSG00000004896	162
ENSMUSG00000004897	4083
ENSMUSG00000004902	2
ENSMUSG00000004929	203
ENSMUSG00000004931	243
ENSMUSG00000004933	154
ENSMUSG00000004934	578
ENSMUSG00000004936	3128
ENSMUSG00000004937	1334
ENSMUSG00000004939	0
ENSMUSG00000004945	250
ENSMUSG00000004947	742
ENSMUSG00000004948	0
ENSMUSG00000004951	79
ENSMUSG00000004952	5788
ENSMUSG00000004961	2
ENSMUSG00000004980	6426
ENSMUSG00000004988	0
ENSMUSG00000004994	207
ENSMUSG00000004996	43
ENSMUSG00000005034	722
ENSMUSG00000005043	45
ENSMUSG00000005045	7
ENSMUSG00000005054	12566
ENSMUSG00000005057	114
ENSMUSG00000005069	310
ENSMUSG00000005078	256
ENSMUSG00000005087	6561
ENSMUSG00000005089	99
ENSMUSG00000005102	485
ENSMUSG00000005103	11611
ENSMUSG00000005107	86
ENSMUSG00000005124	215
ENSMUSG00000005125	143
ENSMUSG00000005131	0
ENSMUSG00000005142	9685
ENSMUSG00000005148	8
ENSMUSG00000005150	84
ENSMUSG00000005161	3548
ENSMUSG00000005198	2328
ENSMUSG00000005202	1
ENSMUSG00000005204	1136
ENSMUSG00000005220	0
ENSMUSG00000005225	343
ENSMUSG00000005232	0
ENSMUSG00000005233	10
ENSMUSG00000005237	2
ENSMUSG00000005251	1
ENSMUSG00000005262	574
ENSMUSG00000005267	272
ENSMUSG00000005268	0
ENSMUSG00000005299	488
ENSMUSG00000005312	2181
ENSMUSG00000005320	0
ENSMUSG00000005338	0
ENSMUSG00000005339	0
ENSMUSG00000005354	1278
ENSMUSG00000005355	0
ENSMUSG00000005357	0
ENSMUSG00000005360	2
ENSMUSG00000005362	1205
ENSMUSG00000005364	0
ENSMUSG00000005370	242
ENSMUSG00000005371	1045
ENSMUSG00000005373	1
ENSMUSG00000005374	70
ENSMUSG00000005378	193
ENSMUSG00000005397	334
ENSMUSG00000005410	75
ENSMUSG00000005413	43075
ENSMUSG00000005417	1200
ENSMUSG00000005442	3778
ENSMUSG00000005447	92
ENSMUSG00000005465	79
ENSMUSG00000005469	766
ENSMUSG00000005470	30
ENSMUSG00000005474	0
ENSMUSG00000005481	701
ENSMUSG00000005483	959
ENSMUSG00000005493	4
ENSMUSG00000005501	877
ENSMUSG00000005503	0
ENSMUSG00000005505	305
ENSMUSG00000005506	1927
ENSMUSG00000005510	534
ENSMUSG00000005514	2444
ENSMUSG00000005533	160
ENSMUSG00000005534	644
ENSMUSG00000005540	0
ENSMUSG00000005547	0
ENSMUSG00000005553	0
ENSMUSG00000005566	755
ENSMUSG00000005575	1691
ENSMUSG00000005580	230
ENSMUSG00000005583	74
ENSMUSG00000005609	428
ENSMUSG00000005610	16357
ENSMUSG00000005611	11
ENSMUSG00000005615	4394
ENSMUSG00000005621	839
ENSMUSG00000005625	1661
ENSMUSG00000005628	5
ENSMUSG00000005640	7
ENSMUSG00000005649	0
ENSMUSG00000005656	1104
ENSMUSG00000005667	1384
ENSMUSG00000005672	6
ENSMUSG00000005674	166
ENSMUSG00000005677	0
ENSMUSG00000005681	2
ENSMUSG00000005682	182
ENSMUSG00000005683	4346
ENSMUSG00000005686	10653
ENSMUSG00000005687	269
ENSMUSG00000005696	0
ENSMUSG00000005698	790
ENSMUSG00000005699	25
ENSMUSG00000005705	0
ENSMUSG00000005716	0
ENSMUSG00000005718	11
ENSMUSG00000005732	446
ENSMUSG00000005763	33
ENSMUSG00000005774	287
ENSMUSG00000005779	1996
ENSMUSG00000005800	3337
ENSMUSG00000005802	421
ENSMUSG00000005803	2667
ENSMUSG00000005804	1253
ENSMUSG00000005813	956
ENSMUSG00000005823	1248
ENSMUSG00000005824	3
ENSMUSG00000005836	8
ENSMUSG00000005846	820
ENSMUSG00000005864	0
ENSMUSG00000005871	1141
ENSMUSG00000005873	3969
ENSMUSG00000005881	1273
ENSMUSG00000005882	204
ENSMUSG00000005883	0
ENSMUSG00000005886	568
ENSMUSG00000005891	0
ENSMUSG00000005892	0
ENSMUSG00000005893	440
ENSMUSG00000005897	135
ENSMUSG00000005899	265
ENSMUSG00000005907	86
ENSMUSG00000005917	0
ENSMUSG00000005936	648
ENSMUSG00000005947	1
ENSMUSG00000005949	389
ENSMUSG00000005950	154
ENSMUSG00000005951	27
ENSMUSG00000005952	0
ENSMUSG00000005958	5
ENSMUSG00000005968	33
ENSMUSG00000005973	665
ENSMUSG00000005980	0
ENSMUSG00000005981	1284
ENSMUSG00000005982	571
ENSMUSG00000005983	52
ENSMUSG00000005986	18
ENSMUSG00000005994	0
ENSMUSG00000006005	6344
ENSMUSG00000006007	0
ENSMUSG00000006010	779
ENSMUSG00000006014	150
ENSMUSG00000006019	285
ENSMUSG00000006021	29
ENSMUSG00000006024	2657
ENSMUSG00000006050	463
ENSMUSG00000006056	0
ENSMUSG00000006057	361
ENSMUSG00000006058	779
ENSMUSG00000006095	719
ENSMUSG00000006127	1022
ENSMUSG00000006134	1182
ENSMUSG00000006143	0
ENSMUSG00000006154	31
ENSMUSG00000006169	1658
ENSMUSG00000006179	6
ENSMUSG00000006191	97
ENSMUSG00000006200	0
ENSMUSG00000006204	0
ENSMUSG00000006205	88
ENSMUSG00000006215	448
ENSMUSG00000006216	13
ENSMUSG00000006218	0
ENSMUSG00000006219	1300
ENSMUSG00000006221	16
ENSMUSG00000006235	1
ENSMUSG00000006241	4
ENSMUSG00000006262	1056
ENSMUSG00000006269	0
ENSMUSG00000006270	0
ENSMUSG00000006273	13210
ENSMUSG00000006276	984
ENSMUSG00000006281	2254
ENSMUSG00000006288	176
ENSMUSG00000006289	214
ENSMUSG00000006299	2108
ENSMUSG00000006301	2640
ENSMUSG00000006304	14558
ENSMUSG00000006307	911
ENSMUSG00000006310	17
ENSMUSG00000006311	0
ENSMUSG00000006313	7
ENSMUSG00000006315	177
ENSMUSG00000006333	5168
ENSMUSG00000006335	185
ENSMUSG00000006342	445
ENSMUSG00000006344	709
ENSMUSG00000006345	14
ENSMUSG00000006356	56
