ENSEMBL	SYMBOL
ENSMUSG00000032899	Styk1
ENSMUSG00000026885	Ttll11
ENSMUSG00000069793	Slfn9
ENSMUSG00000030064	Frmd4b
ENSMUSG00000062591	Tubb4a
ENSMUSG00000026110	Mgat4a
ENSMUSG00000038065	Mturn
ENSMUSG00000028378	Ptgr1
ENSMUSG00000020334	Slc22a4
ENSMUSG00000074604	Mgst2
ENSMUSG00000073386	9830107B12Rik
ENSMUSG00000017400	Stac2
ENSMUSG00000037613	Tnfrsf23
ENSMUSG00000038712	Mindy1
ENSMUSG00000002944	Cd36
ENSMUSG00000024781	Lipa
ENSMUSG00000027610	Gss
ENSMUSG00000066363	Serpina3f
ENSMUSG00000029862	Clcn1
ENSMUSG00000039474	Wfs1
ENSMUSG00000037709	Fam13a
ENSMUSG00000032786	Alas1
ENSMUSG00000042129	Rassf4
ENSMUSG00000021403	Serpinb9b
ENSMUSG00000025648	Pfkfb4
ENSMUSG00000052415	Tchh
ENSMUSG00000029174	Tbc1d1
ENSMUSG00000004446	Bid
ENSMUSG00000063415	Cyp26b1
ENSMUSG00000046985	Tapt1
ENSMUSG00000067787	Blcap
ENSMUSG00000066406	Akap13
ENSMUSG00000021238	Aldh6a1
ENSMUSG00000029086	Prom1
ENSMUSG00000021670	Hmgcr
ENSMUSG00000021998	Lcp1
ENSMUSG00000004040	Stat3
ENSMUSG00000070462	Tlnrd1
ENSMUSG00000032232	Cgnl1
ENSMUSG00000032487	Ptgs2
ENSMUSG00000035967	Ints6l
ENSMUSG00000058135	Gstm1
ENSMUSG00000032356	Rasgrf1
ENSMUSG00000037759	Ptger2
ENSMUSG00000037826	Ppm1k
ENSMUSG00000021109	Hif1a
ENSMUSG00000027009	Itga4
ENSMUSG00000047557	Lxn
ENSMUSG00000006344	Ggt5
ENSMUSG00000026339	Ccdc93
ENSMUSG00000027879	Sec22b
ENSMUSG00000031959	Wdr59
ENSMUSG00000030203	Dusp16
ENSMUSG00000024381	Bin1
ENSMUSG00000027995	Tlr2
ENSMUSG00000079293	Clec7a
ENSMUSG00000024646	Cyb5a
ENSMUSG00000038178	Slc43a2
ENSMUSG00000032849	Abcc4
ENSMUSG00000059839	Zfp874b
ENSMUSG00000043822	Adamtsl5
ENSMUSG00000044716	Dok7
ENSMUSG00000040562	Gstm2
ENSMUSG00000028542	Slc6a9
ENSMUSG00000003721	Insig2
ENSMUSG00000060063	Alox5ap
ENSMUSG00000033735	Spr
ENSMUSG00000020250	Txnrd1
ENSMUSG00000003573	Homer3
ENSMUSG00000026192	Atic
ENSMUSG00000029380	Cxcl1
ENSMUSG00000030852	Tacc2
ENSMUSG00000029084	Cd38
ENSMUSG00000027347	Rasgrp1
ENSMUSG00000015837	Sqstm1
ENSMUSG00000039242	B3galnt2
ENSMUSG00000024410	Rmc1
ENSMUSG00000024091	Vapa
ENSMUSG00000033365	Ipo13
ENSMUSG00000005800	Mmp8
ENSMUSG00000062464	Cyp4f37
ENSMUSG00000048621	Gm6377
ENSMUSG00000079038	D130040H23Rik
ENSMUSG00000021218	Gdi2
ENSMUSG00000024245	Tmem178
ENSMUSG00000034731	Dgkh
ENSMUSG00000027263	Tubgcp4
ENSMUSG00000040997	Abhd4
ENSMUSG00000043939	A530064D06Rik
ENSMUSG00000031379	Pir
ENSMUSG00000063193	Cd300lb
ENSMUSG00000037366	Pafah2
ENSMUSG00000026986	Hnmt
ENSMUSG00000021211	Akr1c12
ENSMUSG00000029312	Klhl8
ENSMUSG00000024277	Mapre2
ENSMUSG00000033777	Tlr13
ENSMUSG00000025889	Snca
ENSMUSG00000054452	Tle5
ENSMUSG00000038007	Acer2
ENSMUSG00000052934	Fbxo31
ENSMUSG00000078862	Gm2004
ENSMUSG00000069662	Marcks
ENSMUSG00000046818	Ddit4l
ENSMUSG00000031490	Eif4ebp1
ENSMUSG00000030342	Cd9
ENSMUSG00000020387	Jade2
ENSMUSG00000036225	Kctd1
ENSMUSG00000062070	Pgk1
ENSMUSG00000024589	Nedd4l
ENSMUSG00000041552	Ptchd1
ENSMUSG00000028525	Pde4b
ENSMUSG00000027834	Serpini1
ENSMUSG00000022227	Mcpt1
ENSMUSG00000036053	Fmnl2
ENSMUSG00000063065	Mapk3
ENSMUSG00000059248	Septin9
ENSMUSG00000028035	Dnajb4
ENSMUSG00000026773	Pfkfb3
ENSMUSG00000031722	Hp
ENSMUSG00000000881	Dlg3
ENSMUSG00000020205	Phlda1
ENSMUSG00000008540	Mgst1
ENSMUSG00000042476	Abcb4
ENSMUSG00000032496	Ltf
ENSMUSG00000027165	Iftap
ENSMUSG00000038543	BC028528
ENSMUSG00000021236	Entpd5
ENSMUSG00000021720	Rnf180
ENSMUSG00000036620	Mgat4b
ENSMUSG00000032724	Abtb2
ENSMUSG00000020838	Slc6a4
ENSMUSG00000026479	Lamc2
ENSMUSG00000027227	Sord
ENSMUSG00000062232	Rapgef2
ENSMUSG00000036887	C1qa
ENSMUSG00000021990	Spata13
ENSMUSG00000052713	Zfp608
ENSMUSG00000036779	Tent4b
ENSMUSG00000020388	Pdlim4
ENSMUSG00000021756	Il6st
ENSMUSG00000027605	Acss2
ENSMUSG00000041439	Mfsd6
ENSMUSG00000001630	Stk38l
ENSMUSG00000069089	Cdk7
ENSMUSG00000029860	Zyx
ENSMUSG00000030747	Dgat2
ENSMUSG00000037172	Dennd11
ENSMUSG00000051515	Fam181b
ENSMUSG00000027947	Il6ra
ENSMUSG00000050106	Tmc8
ENSMUSG00000069515	Lyz1
ENSMUSG00000035352	Ccl12
ENSMUSG00000053580	Tanc2
ENSMUSG00000039987	Phtf2
ENSMUSG00000053113	Socs3
ENSMUSG00000061451	Tmem151a
ENSMUSG00000020393	Kremen1
ENSMUSG00000046034	Otulin
ENSMUSG00000078779	Zfp59
ENSMUSG00000007035	Msh5
ENSMUSG00000025959	Klf7
ENSMUSG00000000982	Ccl3
ENSMUSG00000017428	Psmd11
ENSMUSG00000105867	Tmem217rt
ENSMUSG00000037605	Adgrl3
ENSMUSG00000035385	Ccl2
ENSMUSG00000037995	Igsf9
ENSMUSG00000033039	Micall1
ENSMUSG00000030199	Etv6
ENSMUSG00000025503	Taldo1
ENSMUSG00000032322	Pstpip1
ENSMUSG00000028949	Smarcd3
ENSMUSG00000037868	Egr2
ENSMUSG00000057409	Zfp53
ENSMUSG00000041921	Metap1d
ENSMUSG00000033863	Klf9
ENSMUSG00000034449	Dhrs11
ENSMUSG00000002699	Lcp2
ENSMUSG00000030872	Gga2
ENSMUSG00000040026	Saa3
ENSMUSG00000029217	Tec
ENSMUSG00000026202	Tuba4a
ENSMUSG00000090124	Ugt1a7c
ENSMUSG00000045679	Slc66a3
ENSMUSG00000036273	Lrrk2
ENSMUSG00000004317	Clcn5
ENSMUSG00000062397	Zfp706
ENSMUSG00000032501	Trib1
ENSMUSG00000023048	Prr13
ENSMUSG00000023892	Zfp51
ENSMUSG00000002504	Nherf2
ENSMUSG00000070544	Top1
ENSMUSG00000029580	Actb
ENSMUSG00000019966	Kitl
ENSMUSG00000029082	Bst1
ENSMUSG00000037280	Galnt6
ENSMUSG00000044763	Trmt10c
ENSMUSG00000007950	Abhd8
ENSMUSG00000025810	Nrp1
ENSMUSG00000043487	Acot6
ENSMUSG00000064267	Hvcn1
ENSMUSG00000000441	Raf1
ENSMUSG00000011884	Gltp
ENSMUSG00000033967	Rnf225
ENSMUSG00000030161	Gabarapl1
ENSMUSG00000027611	Procr
ENSMUSG00000020519	Sap30l
ENSMUSG00000026765	Lypd6b
ENSMUSG00000024712	Rfk
ENSMUSG00000071311	Gpr31b
ENSMUSG00000054871	Tmem158
ENSMUSG00000004633	Chn2
ENSMUSG00000020010	Vnn3
ENSMUSG00000030830	Itgal
ENSMUSG00000024798	Htr7
ENSMUSG00000034168	Irf2bpl
ENSMUSG00000002103	Acp2
ENSMUSG00000021684	Pde8b
ENSMUSG00000027999	Pla2g12a
ENSMUSG00000020267	Hint1
ENSMUSG00000024516	Sec11c
ENSMUSG00000048807	Slc35e4
ENSMUSG00000036853	Mcoln3
ENSMUSG00000037905	Bri3bp
ENSMUSG00000035778	Ggta1
ENSMUSG00000030766	Arhgap17
ENSMUSG00000035547	Capn5
ENSMUSG00000062077	Trim54
ENSMUSG00000021676	Iqgap2
ENSMUSG00000039701	Usp53
ENSMUSG00000037622	Wdtc1
ENSMUSG00000032766	Gng11
ENSMUSG00000037406	Htra4
ENSMUSG00000026826	Nr4a2
ENSMUSG00000065979	Cpped1
ENSMUSG00000028539	Artn
ENSMUSG00000074183	Gsta1
ENSMUSG00000010751	Tnfrsf22
ENSMUSG00000024912	Fosl1
ENSMUSG00000074063	Osgin1
ENSMUSG00000025993	Slc40a1
ENSMUSG00000039195	Bbln
ENSMUSG00000033885	Pxk
ENSMUSG00000058291	Zfp68
ENSMUSG00000037344	Slc12a9
ENSMUSG00000037936	Scarb1
ENSMUSG00000028927	Padi2
ENSMUSG00000041629	Fam104a
ENSMUSG00000005615	Pcyt1a
ENSMUSG00000032312	Csk
ENSMUSG00000022372	Sla
ENSMUSG00000033902	Mapkbp1
ENSMUSG00000026981	Il1rn
ENSMUSG00000020101	Vsir
ENSMUSG00000034855	Cxcl10
ENSMUSG00000024885	Aldh3b1
ENSMUSG00000030095	Tmem43
ENSMUSG00000032064	Dixdc1
ENSMUSG00000055202	Zfp811
ENSMUSG00000027463	Slc52a3
ENSMUSG00000031004	Mki67
ENSMUSG00000051510	Mafg
ENSMUSG00000033793	Atp6v1h
ENSMUSG00000045636	Mtus1
ENSMUSG00000047180	Neurl3
ENSMUSG00000038633	Degs1
ENSMUSG00000049232	Tigd2
ENSMUSG00000004698	Hdac9
ENSMUSG00000037326	Capn15
ENSMUSG00000006411	Nectin4
ENSMUSG00000027805	Pfn2
ENSMUSG00000074342	I830077J02Rik
ENSMUSG00000017713	Tha1
ENSMUSG00000001089	Luzp1
ENSMUSG00000013483	Card14
ENSMUSG00000000555	Itga5
ENSMUSG00000000552	Zfp385a
ENSMUSG00000072812	NA
ENSMUSG00000034187	Nsf
ENSMUSG00000028777	Gnat3
ENSMUSG00000043953	Ccrl2
ENSMUSG00000053063	Clec12a
ENSMUSG00000076441	Ass1
ENSMUSG00000041961	Znrf3
ENSMUSG00000053846	Lipg
ENSMUSG00000019256	Ahr
ENSMUSG00000035919	Bbs9
ENSMUSG00000038668	Lpar1
ENSMUSG00000041278	Ttc1
ENSMUSG00000061878	Sphk1
ENSMUSG00000022351	Sqle
ENSMUSG00000004707	Ly9
ENSMUSG00000063234	Gpr84
ENSMUSG00000035273	Hpse
ENSMUSG00000078878	Gm14305
ENSMUSG00000039910	Cited2
ENSMUSG00000090958	Lrrc32
ENSMUSG00000050619	Zscan29
ENSMUSG00000049422	Chchd10
ENSMUSG00000026627	Pacc1
ENSMUSG00000029762	Akr1b8
ENSMUSG00000025225	Nfkb2
ENSMUSG00000051483	Cbr1
ENSMUSG00000005803	Sqor
ENSMUSG00000048852	Gm12185
ENSMUSG00000042379	Esm1
ENSMUSG00000050010	Shisa3
ENSMUSG00000042286	Stab1
ENSMUSG00000020277	Pfkl
ENSMUSG00000035498	Cdcp1
ENSMUSG00000078566	Bnip3
ENSMUSG00000017781	Pitpna
ENSMUSG00000029819	Npy
ENSMUSG00000024754	Cemip2
ENSMUSG00000032249	Anp32a
ENSMUSG00000026116	Tmem131
ENSMUSG00000031146	Plp2
ENSMUSG00000029372	Ppbp
ENSMUSG00000001918	Slc1a5
ENSMUSG00000034110	Kctd7
ENSMUSG00000043881	Kbtbd7
ENSMUSG00000036905	C1qb
ENSMUSG00000070348	Ccnd1
ENSMUSG00000111709	Gsta13
ENSMUSG00000056498	Tmem154
ENSMUSG00000022358	Fbxo32
ENSMUSG00000096351	Samd11
ENSMUSG00000044641	Pard6b
ENSMUSG00000020908	Myh3
ENSMUSG00000009654	Oit3
ENSMUSG00000000811	Txnrd3
ENSMUSG00000034109	Golim4
ENSMUSG00000118559	A930007A09Rik
ENSMUSG00000022092	Ppp3cc
ENSMUSG00000025764	Jade1
ENSMUSG00000012819	Cdh23
ENSMUSG00000047415	Gpr68
ENSMUSG00000039270	Megf9
ENSMUSG00000039616	Mocos
ENSMUSG00000017009	Sdc4
ENSMUSG00000049988	Lrrc25
ENSMUSG00000078870	Gm14410
ENSMUSG00000089872	Rps6kc1
ENSMUSG00000031805	Jak3
ENSMUSG00000037706	Cd81
ENSMUSG00000063354	Slc39a4
ENSMUSG00000047414	Flrt2
ENSMUSG00000024805	Pcgf5
ENSMUSG00000031400	G6pdx
ENSMUSG00000038764	Ptpn3
ENSMUSG00000043702	Pde12
ENSMUSG00000014496	Ankrd28
ENSMUSG00000030786	Itgam
ENSMUSG00000033819	Ppp1r16a
ENSMUSG00000095362	Gm14325
ENSMUSG00000022973	Synj1
ENSMUSG00000031596	Slc7a2
ENSMUSG00000024785	Rcl1
ENSMUSG00000039043	Arpin
ENSMUSG00000031521	Aga
ENSMUSG00000009376	Met
ENSMUSG00000063160	Numbl
ENSMUSG00000021895	Arhgef3
ENSMUSG00000050370	Ch25h
ENSMUSG00000030652	Coq7
ENSMUSG00000044349	Snhg11
ENSMUSG00000034271	Jdp2
ENSMUSG00000022102	Dok2
ENSMUSG00000040713	Creg1
ENSMUSG00000032348	Gsta4
ENSMUSG00000001946	Esam
ENSMUSG00000054720	Lrrc8c
ENSMUSG00000020069	Hnrnph3
ENSMUSG00000023913	Pla2g7
ENSMUSG00000026829	Gbgt1
ENSMUSG00000029189	Sel1l3
ENSMUSG00000051043	Gprc5c
ENSMUSG00000030494	Rhpn2
ENSMUSG00000039304	Tnfsf10
ENSMUSG00000052914	Cyp2j6
ENSMUSG00000020629	Adi1
ENSMUSG00000042333	Tnfrsf14
ENSMUSG00000026480	Ncf2
ENSMUSG00000058799	Nap1l1
ENSMUSG00000056014	A430033K04Rik
ENSMUSG00000025239	Limd1
ENSMUSG00000038776	Ephx1
ENSMUSG00000026482	Rgl1
ENSMUSG00000036975	Tmem177
ENSMUSG00000057762	Prp2rt
ENSMUSG00000054932	Afp
ENSMUSG00000021822	Plau
ENSMUSG00000040723	Rcsd1
ENSMUSG00000038456	Dennd2a
ENSMUSG00000026078	Pdcl3
ENSMUSG00000053477	Tcf4
ENSMUSG00000079834	NA
ENSMUSG00000039886	Tmem120a
ENSMUSG00000027333	Smox
ENSMUSG00000035356	Nfkbiz
ENSMUSG00000002250	Ppard
ENSMUSG00000026278	Bok
ENSMUSG00000024238	Zeb1
ENSMUSG00000023349	Clec4n
ENSMUSG00000018654	Ikzf1
ENSMUSG00000016239	Lonrf3
ENSMUSG00000050777	Tmem37
ENSMUSG00000004105	Angptl2
ENSMUSG00000037946	Fgd3
ENSMUSG00000019782	Rwdd1
ENSMUSG00000015243	Abca1
ENSMUSG00000018822	Sfrp5
ENSMUSG00000028894	Inpp5b
ENSMUSG00000022687	Boc
ENSMUSG00000051439	Cd14
ENSMUSG00000023959	Clic5
ENSMUSG00000058793	Cds2
ENSMUSG00000010663	Fads1
ENSMUSG00000022013	Dnajc15
ENSMUSG00000018821	Avpi1
ENSMUSG00000023961	Enpp4
ENSMUSG00000024812	Tjp2
ENSMUSG00000043157	Arl11
ENSMUSG00000041012	Cmtm8
ENSMUSG00000057329	Bcl2
ENSMUSG00000051341	Zfp52
ENSMUSG00000026883	Dab2ip
ENSMUSG00000047766	Lrrc49
ENSMUSG00000023827	Agpat4
ENSMUSG00000021532	Fastkd3
ENSMUSG00000021765	Fst
ENSMUSG00000008035	Mid1ip1
ENSMUSG00000024164	C3
ENSMUSG00000023861	Mpc1
ENSMUSG00000020841	Cpd
ENSMUSG00000025572	Tmc6
ENSMUSG00000053192	Mllt11
ENSMUSG00000030530	Furin
ENSMUSG00000047959	Kcna3
ENSMUSG00000036528	Ppfibp2
ENSMUSG00000020844	Nxn
ENSMUSG00000027368	Dusp2
ENSMUSG00000037679	Inf2
ENSMUSG00000029553	Tfec
ENSMUSG00000020363	Gfpt2
ENSMUSG00000024527	Afg3l2
ENSMUSG00000055546	Timd4
ENSMUSG00000021306	Gpr137b
ENSMUSG00000030657	Xylt1
ENSMUSG00000038539	Atf5
ENSMUSG00000024588	Fech
ENSMUSG00000048779	P2ry6
ENSMUSG00000029102	Hgfac
ENSMUSG00000040297	Suco
ENSMUSG00000035199	Arl6ip5
ENSMUSG00000055407	Map6
ENSMUSG00000029379	Cxcl3
ENSMUSG00000016349	Eef1a2
ENSMUSG00000026473	Glul
ENSMUSG00000031149	Praf2
ENSMUSG00000018930	Ccl4
ENSMUSG00000038855	Itpkb
ENSMUSG00000003617	Cp
ENSMUSG00000021071	Trim9
ENSMUSG00000073802	Cdkn2b
ENSMUSG00000021384	Susd3
ENSMUSG00000034957	Cebpa
ENSMUSG00000023915	Tnfrsf21
ENSMUSG00000030717	Nupr1
ENSMUSG00000021285	Ppp1r13b
ENSMUSG00000042641	Rgsl1
ENSMUSG00000020272	Stk10
ENSMUSG00000040370	Etfrf1
ENSMUSG00000026437	Cdk18
ENSMUSG00000047547	Cltb
ENSMUSG00000024187	Fam234a
ENSMUSG00000020935	Dcakd
ENSMUSG00000030742	Lat
ENSMUSG00000020589	Cyria
ENSMUSG00000032436	Cmtm7
ENSMUSG00000033578	Tmem35a
ENSMUSG00000041324	Inhba
ENSMUSG00000003032	Klf4
ENSMUSG00000039747	Orai2
ENSMUSG00000040943	Tet2
ENSMUSG00000078780	Gm5150
ENSMUSG00000022094	Slc39a14
ENSMUSG00000036896	C1qc
ENSMUSG00000025278	Flnb
ENSMUSG00000027540	Ptpn1
ENSMUSG00000045322	Tlr9
ENSMUSG00000047281	Sfn
ENSMUSG00000028233	Tgs1
ENSMUSG00000004347	Pde1c
ENSMUSG00000004947	Dtx2
ENSMUSG00000030987	Stim1
ENSMUSG00000003546	Klc4
ENSMUSG00000024892	Pcx
ENSMUSG00000071379	Hpcal1
ENSMUSG00000028437	Ubap1
ENSMUSG00000033192	Lpcat2
ENSMUSG00000046159	Chrm3
ENSMUSG00000004500	Zfp324
ENSMUSG00000026656	Fcgr2b
ENSMUSG00000028692	Akr1a1
ENSMUSG00000078713	Tomm5
ENSMUSG00000052151	Plpp2
ENSMUSG00000058254	Tspan7
ENSMUSG00000041623	D11Wsu47e
ENSMUSG00000021693	Kif2a
ENSMUSG00000049723	Mmp12
ENSMUSG00000072889	Nfxl1
ENSMUSG00000030966	Trim21
ENSMUSG00000016382	Pls3
ENSMUSG00000026279	Thap4
ENSMUSG00000040209	Zfp704
ENSMUSG00000022637	Cblb
ENSMUSG00000021725	Parp8
ENSMUSG00000006494	Pdk1
ENSMUSG00000047591	Mafa
ENSMUSG00000021696	Elovl7
ENSMUSG00000040363	Bcor
ENSMUSG00000061578	Ksr2
ENSMUSG00000060183	NA
ENSMUSG00000021361	Tmem14c
ENSMUSG00000029366	Dck
ENSMUSG00000039131	Gipc2
ENSMUSG00000019823	Mical1
ENSMUSG00000002997	Prkar2b
ENSMUSG00000075232	Amd1
ENSMUSG00000032802	Srxn1
ENSMUSG00000026327	Serpinb11
ENSMUSG00000000320	Alox12
ENSMUSG00000067369	Trmt2b
ENSMUSG00000021256	Vash1
ENSMUSG00000028613	Lrp8
ENSMUSG00000029468	P2rx7
ENSMUSG00000009093	Gstt4
ENSMUSG00000051379	Flrt3
ENSMUSG00000028906	Epb41
ENSMUSG00000015711	Prune1
ENSMUSG00000029304	Spp1
ENSMUSG00000022099	Dmtn
ENSMUSG00000038121	Fam210a
ENSMUSG00000037151	Lrrc20
ENSMUSG00000046605	B3gntl1
ENSMUSG00000027360	Hdc
ENSMUSG00000039005	Tlr4
ENSMUSG00000020901	Pik3r5
ENSMUSG00000029227	Fip1l1
ENSMUSG00000047798	Cd300lf
ENSMUSG00000033972	Zfp944
ENSMUSG00000078864	Gm14322
ENSMUSG00000031530	Dusp4
ENSMUSG00000034157	Cipc
ENSMUSG00000026950	Neb
ENSMUSG00000042349	Ikbke
ENSMUSG00000049580	Tsku
ENSMUSG00000025746	Il6
ENSMUSG00000059401	Mamld1
ENSMUSG00000024897	Apba1
ENSMUSG00000027332	Ivd
ENSMUSG00000031681	Smad1
ENSMUSG00000024743	Syt7
ENSMUSG00000022948	Setd4
ENSMUSG00000074622	Mafb
ENSMUSG00000029275	Gfi1
ENSMUSG00000062981	Mrpl42
ENSMUSG00000019810	Fuca2
ENSMUSG00000019852	Arfgef3
ENSMUSG00000029270	Dipk1a
ENSMUSG00000002108	Nr1h3
ENSMUSG00000037731	Themis2
ENSMUSG00000000957	Mmp14
ENSMUSG00000057315	Arhgap24
ENSMUSG00000000958	Slc7a7
ENSMUSG00000040596	Pogk
ENSMUSG00000050708	Ftl1
ENSMUSG00000026544	Dusp23
ENSMUSG00000040466	Blvrb
ENSMUSG00000058427	Cxcl2
ENSMUSG00000082976	Gm15056
ENSMUSG00000075270	Pde11a
ENSMUSG00000034248	Slc25a37
ENSMUSG00000070524	Fcrlb
ENSMUSG00000020034	Tcp11l2
ENSMUSG00000051185	Fam174a
ENSMUSG00000029861	Fam131b
ENSMUSG00000032280	Tle3
ENSMUSG00000027219	Slc28a2
ENSMUSG00000045268	Zfp691
ENSMUSG00000000732	Icosl
ENSMUSG00000035329	Fbxo33
ENSMUSG00000031068	Glrx3
ENSMUSG00000049577	Zfpm1
ENSMUSG00000074634	Tmem267
ENSMUSG00000078616	Trim30c
ENSMUSG00000018507	Trpv2
ENSMUSG00000025937	Lactb2
ENSMUSG00000020264	Slc36a2
ENSMUSG00000015981	Stk32c
ENSMUSG00000058748	Zfp958
ENSMUSG00000078887	Gm6710
ENSMUSG00000044350	Lacc1
ENSMUSG00000026688	Mgst3
ENSMUSG00000059588	Calcrl
ENSMUSG00000019857	Asf1a
ENSMUSG00000016529	Il10
ENSMUSG00000021846	Peli2
ENSMUSG00000036390	Gadd45a
ENSMUSG00000032902	Slc16a1
ENSMUSG00000063558	Aox1
ENSMUSG00000104301	Wdr49
ENSMUSG00000050967	Creg2
ENSMUSG00000029179	Zcchc4
ENSMUSG00000031227	Magee1
ENSMUSG00000030149	Klrk1
ENSMUSG00000066877	Nck2
ENSMUSG00000025484	Bet1l
ENSMUSG00000022982	Sod1
ENSMUSG00000101389	Ms4a4a
ENSMUSG00000050350	Gpr18
ENSMUSG00000027776	Il12a
ENSMUSG00000017002	Slpi
ENSMUSG00000028518	Prkaa2
ENSMUSG00000052684	Jun
ENSMUSG00000021928	Ebpl
ENSMUSG00000062345	Serpinb2
ENSMUSG00000044339	Alkbh2
ENSMUSG00000021768	Dusp13b
ENSMUSG00000034981	Parm1
ENSMUSG00000057933	Gsta2
ENSMUSG00000038807	Rap1gap2
ENSMUSG00000039116	Adgrg6
ENSMUSG00000025612	Bach1
ENSMUSG00000105504	Gbp5
ENSMUSG00000038418	Egr1
ENSMUSG00000019590	Cyb561
ENSMUSG00000050612	Txndc2
ENSMUSG00000045404	Kcnk13
ENSMUSG00000037315	Jade3
ENSMUSG00000031749	St3gal2
ENSMUSG00000031381	Piga
ENSMUSG00000031604	Msmo1
ENSMUSG00000069206	Zfp874a
ENSMUSG00000075706	Gpx4
ENSMUSG00000100486	Gm4131
ENSMUSG00000034377	Tulp4
ENSMUSG00000026869	Psmd5
ENSMUSG00000037972	Snn
ENSMUSG00000054598	9130230L23Rik
ENSMUSG00000022103	Gfra2
ENSMUSG00000033917	Gde1
ENSMUSG00000020572	Nampt
ENSMUSG00000046031	Calhm6
ENSMUSG00000041390	Mdfic
ENSMUSG00000022272	Myo10
ENSMUSG00000053965	Pde5a
ENSMUSG00000000489	Pdgfb
ENSMUSG00000044080	S100a1
ENSMUSG00000022667	Cd200r1
ENSMUSG00000034472	Rasd2
ENSMUSG00000034055	Phka1
ENSMUSG00000053641	Dennd4a
ENSMUSG00000030465	Psd3
ENSMUSG00000025758	Plk4
ENSMUSG00000054619	Tmt1a
ENSMUSG00000073910	Mob3b
ENSMUSG00000004609	Cd33
ENSMUSG00000045658	Pid1
ENSMUSG00000037447	Arid5a
ENSMUSG00000027273	Snap25
ENSMUSG00000000184	Ccnd2
ENSMUSG00000042364	Snx18
ENSMUSG00000022221	Ripk3
ENSMUSG00000025586	Cpeb1
ENSMUSG00000049892	Rasd1
ENSMUSG00000078877	Gm2004
ENSMUSG00000028459	Cd72
ENSMUSG00000002602	Axl
ENSMUSG00000047250	Ptgs1
ENSMUSG00000041515	Irf8
ENSMUSG00000030046	Bmp10
ENSMUSG00000054855	Rnd1
ENSMUSG00000002771	Grin2d
ENSMUSG00000022876	Samsn1
ENSMUSG00000028691	Prdx1
ENSMUSG00000044037	Als2cl
ENSMUSG00000010277	Bltp2
ENSMUSG00000074519	Zfp971
ENSMUSG00000026532	Spta1
ENSMUSG00000058672	Tubb2a
ENSMUSG00000023993	Treml1
