>Log2FC2, padj<0.05	log2FoldChange	pvalue	padj
Apoa2	8.31928734217248	1.10442902005385e-12	9.19437159194829e-11
Tbx4	4.83945696268746	1.22516782992567e-12	1.01673470352853e-10
Prkar1b	2.51386013794258	1.4315474000124e-12	1.17686617037895e-10
Amt	2.42422919224506	2.28049908297332e-12	1.80159427554892e-10
Epha7	5.05500871274633	2.41290609833746e-12	1.89481554414817e-10
Shisa2	4.71276663032813	2.42928034135121e-12	1.90199636725971e-10
Tagln	2.93647446784133	2.49983615825262e-12	1.9514299648413e-10
Hdhd3	2.30499853102645	2.51010577629689e-12	1.95364948689474e-10
Ano1	2.60775814502546	2.53382504679745e-12	1.96629308277582e-10
Axin2	2.22520251399501	2.92096405747414e-12	2.2402857568505e-10
Ackr4	2.2833109533503	3.08980241291392e-12	2.36289046734089e-10
Gpx2	14.7602132964117	3.26715228078615e-12	2.48054093095642e-10
Zfp862-ps	2.1685178643271	3.27193409754771e-12	2.48054093095642e-10
Emid1	4.33808133192082	3.36629511309444e-12	2.54474498678665e-10
Sfrp1	2.56510994913741	3.66693923672057e-12	2.75617630001166e-10
Adcy5	2.5128461856518	3.70666601489987e-12	2.77809865680829e-10
Ptch1	2.74529498329623	3.76377899448545e-12	2.81289017067979e-10
Amy2a1	14.7286501117502	4.68698269762385e-12	3.44414675492712e-10
Pappa	2.25582490208945	4.68505092425517e-12	3.44414675492712e-10
Fbn2	2.45292505603336	4.82909257797602e-12	3.51908416755721e-10
Try4	11.9279689885255	5.93751038946234e-12	4.29115620372489e-10
Try5	13.5577600570726	6.05741909736988e-12	4.36582258067149e-10
Alb	12.5821348223814	6.2426964779814e-12	4.47483967973452e-10
Acsbg1	5.89578207990756	7.58430089648685e-12	5.3347648043818e-10
Lrrc32	2.75557583757918	7.68541694132539e-12	5.37713466690019e-10
Tbxa2r	2.29180464077399	1.04901305947595e-11	7.20532286047883e-10
Krt19	3.56536589432823	2.23780240071401e-11	1.46807650263301e-09
Gabrq	2.91755663578231	2.4469979595235e-11	1.5894611190416e-09
Unc5b	2.3189055976221	2.55693538845754e-11	1.64865929569001e-09
Adgrf4	4.35152903794554	2.84202341456e-11	1.82353926748366e-09
Npr3	2.93264062602077	3.0850432067813e-11	1.96034375943951e-09
Gria1	7.23207089022657	4.04349542871461e-11	2.48533257577559e-09
Cdk18	3.7818672332427	4.89769805860471e-11	2.97560606992411e-09
Dmbt1	11.8778471999088	5.24408490831827e-11	3.1568911140304e-09
Hal	4.20029112824908	6.13539252329948e-11	3.65166902964795e-09
1010001N08Rik	2.58037200999678	1.45646056934401e-10	8.06633856794377e-09
Bhmt	4.62602625256032	1.47277807323661e-10	8.13957411189819e-09
Tfcp2l1	2.57347810027487	2.48222853738674e-10	1.31919163905117e-08
Tnfrsf19	2.37711391995362	2.573924335868e-10	1.35968328320642e-08
Hspb7	3.00630615842471	2.6625916644626e-10	1.3953147194625e-08
Chn2	2.68223890132981	2.87179700342391e-10	1.48717251513923e-08
Slc17a9	3.03220423691378	3.81640369471224e-10	1.91599488543501e-08
Gm47101	2.1247095578205	3.91801795874161e-10	1.96326282744029e-08
Slc1a7	3.11102057469572	4.20383838130731e-10	2.09848911379604e-08
Stc2	3.18685633894745	5.01268667723914e-10	2.46945221756798e-08
Ctrb1	10.6615336107102	5.33770354423998e-10	2.61487834522013e-08
Bmp5	3.1481245399379	5.53292813720132e-10	2.68551181744198e-08
Hsd11b1	2.09579709008092	5.59738597268233e-10	2.70972613283838e-08
Lrp4	2.4892980096841	5.60341740321618e-10	2.70972613283838e-08
Mup3	17.5640988850693	6.19973228626963e-10	2.96538831372537e-08
Fry	2.15961011467024	6.99205257069271e-10	3.30233262077582e-08
Tceal3	3.30357822861034	7.13174090255333e-10	3.33833999863827e-08
Nalcn	3.3365000741065	7.23584042151982e-10	3.38105246836451e-08
Fgfr2	2.10296574023008	7.97079375572569e-10	3.69819526158511e-08
Col6a6	2.05336470967579	8.5702421894461e-10	3.9484651712392e-08
Klf15	2.4750724761362	8.56600671035803e-10	3.9484651712392e-08
Pde9a	2.634624714344	1.31046546527322e-09	5.7649523402914e-08
Zg16	8.5365289858622	1.32470466769668e-09	5.81786405560875e-08
Pygm	2.0461000291051	1.40059763750463e-09	6.11036849914335e-08
Itgb8	2.81077076423326	1.45370667921681e-09	6.32110109258788e-08
Zfp324	2.22030188049785	1.56998014851219e-09	6.74860584426637e-08
Usp35	2.86128417611463	1.58210352173693e-09	6.77966548260724e-08
Plpp2	2.37266491364008	1.60698211009264e-09	6.86027646763862e-08
Pdlim3	3.16182919705057	1.90421351573238e-09	7.98949680356806e-08
Art4	3.46377147522765	1.99099523228884e-09	8.28751765440231e-08
Mmp17	2.02264540371541	2.00348442295118e-09	8.3263293387957e-08
5033428I22Rik	3.68119428448785	2.23629725399771e-09	9.19222997826838e-08
Prag1	3.13258657407068	2.60558532271907e-09	1.05454050899647e-07
Gm10600	3.17464420261188	2.94936362186489e-09	1.18095751598782e-07
Itga4	2.5462257931034	3.54939359182261e-09	1.39781283263589e-07
Gc	8.68435591645297	3.8119188957559e-09	1.48783605920846e-07
Ereg	3.36879193325743	4.10021979625463e-09	1.58624238500104e-07
Prss2	9.6803163170715	4.09700316311588e-09	1.58624238500104e-07
Lmcd1	2.99268444341608	4.12944430101468e-09	1.59520251434351e-07
Gp2	14.1345511154329	5.14511840218586e-09	1.95314040124536e-07
Col8a2	2.50187576790713	5.37024052137409e-09	2.02981203154868e-07
Arhgap8	3.03017454737303	5.73016638358995e-09	2.1529305681219e-07
Ntrk3	2.87460552686916	5.73689256948133e-09	2.1529305681219e-07
Plxnb1	3.05126315921472	5.75189231288569e-09	2.15548477314934e-07
Fzd6	2.34718604478556	6.79304740746279e-09	2.49587567245983e-07
Itga9	2.0294778555195	7.46296701588691e-09	2.70052645511605e-07
Plekha7	3.82773452725352	7.85864798603526e-09	2.8320198982004e-07
Slc39a4	4.83428752578016	8.2875965094757e-09	2.96628301190173e-07
Galnt6	7.34919552804449	8.54214557805417e-09	3.05156253984655e-07
Epha2	2.17013218366176	8.60827566324594e-09	3.06853533703267e-07
Gm15725	11.8806628273148	9.20712580037784e-09	3.24461723695464e-07
Arhgef5	2.45389115802477	9.47420530478058e-09	3.31874725636302e-07
Adamtsl2	5.51932233736052	9.53383489048212e-09	3.33519407531799e-07
Wt1	2.03959961537348	9.56033691443904e-09	3.34002368138311e-07
Mup7	17.1280558374341	1.00899717155657e-08	3.4971921728773e-07
Tmem215	3.28327803778543	1.05600132977688e-08	3.64092096755445e-07
Rhbdf2	2.13137437752569	1.13517937831835e-08	3.90368155626416e-07
Vegfc	2.60121387859309	1.15117399809775e-08	3.94322062082781e-07
Apoc1	4.25931955440784	1.24762924927556e-08	4.24048871585169e-07
AI661453	2.82932855343568	1.48179209949806e-08	4.97848081245154e-07
Pcbd1	2.28356828600335	1.51412161019629e-08	5.06847480874853e-07
Chrm2	4.02160125235307	1.58681194643753e-08	5.28057385377421e-07
Aff3	2.18381656560762	1.65557803183273e-08	5.48332208981937e-07
Kcnd3	3.53759534058629	1.6692881782995e-08	5.50990766706712e-07
Ajuba	2.03212673682298	1.68927967144975e-08	5.56890730787325e-07
Stard10	3.10297506497097	1.92550084337633e-08	6.26132888587158e-07
Mrvi1	2.00141686687584	2.11212259508759e-08	6.82599620503307e-07
Hpx	6.76169769737766	2.27688275618193e-08	7.2780017821237e-07
Dkk3	2.20573359837737	2.29462028233924e-08	7.29922318833113e-07
Lyz1	8.59851368858379	2.48286722939666e-08	7.82236984475902e-07
Carmn	2.30341849659039	3.11774008247187e-08	9.52594522062573e-07
Trpm6	2.59230878073727	3.12316531944226e-08	9.53145128289645e-07
Hlx	2.75399549669156	3.43348457331018e-08	1.03346314267816e-06
Tmem178	3.40888323667476	3.56247535476342e-08	1.06862074296193e-06
Stard8	2.23242244031075	3.80592065229738e-08	1.13173523131365e-06
Clps	8.89847095904689	3.80729722017935e-08	1.13173523131365e-06
Ddo	2.01501118048096	4.25951950159884e-08	1.25061584295269e-06
Igfbp3	2.48609061839092	4.48893797036626e-08	1.3092072193617e-06
Fblim1	2.26585718446958	4.79843974264561e-08	1.38564823611173e-06
Prdm6	4.43702497600562	5.08869147784532e-08	1.46304051046641e-06
Ambp	10.0498795527445	5.11099901585042e-08	1.46624919422003e-06
Gm28017	2.27293387656746	5.77603158672016e-08	1.64092940552751e-06
Sall2	2.19289068747866	6.68143312386734e-08	1.86987724669764e-06
Clca4b	13.6997663588249	7.23942146155098e-08	2.01106082776158e-06
Pnmal2	2.53974044335205	7.42196962024458e-08	2.05094280251864e-06
Slc7a2	2.28480336742583	7.62451024439115e-08	2.09814660222937e-06
Ttc9	3.62630605057196	8.96446309640427e-08	2.42372179524262e-06
Gm4956	6.85709192875804	1.07289525339265e-07	2.8567465011134e-06
Gm7694	2.30973273867892	1.12286028485997e-07	2.97473167309277e-06
Lag3	2.02210739309539	1.1651492345429e-07	3.07438123501705e-06
Smoc1	4.2028793279753	1.43267623920561e-07	3.69866671489518e-06
Myh11	3.31607872802606	1.49490700331183e-07	3.83673351571944e-06
Hs3st3b1	3.62923915239589	1.54824671856e-07	3.95434237137454e-06
Unc119	2.26053375374463	1.69127131202263e-07	4.27810330820955e-06
Slc6a14	6.30106613378461	1.70337983646041e-07	4.29633876872139e-06
Kcnip1	5.34543036461469	1.92722599317973e-07	4.81934735765962e-06
Egln3	2.26263436903545	1.95577387837214e-07	4.88145573228993e-06
Mfap4	2.0122870145101	2.08444749863587e-07	5.16066654635644e-06
Fcgbp	6.64195654813023	2.48449005522709e-07	5.99078642372676e-06
F2r	2.2570778006858	2.59304843462327e-07	6.20139319723949e-06
Smad6	2.42230483930391	2.59914498617839e-07	6.21032762501315e-06
Cela2a	8.34901084490996	2.63640638367688e-07	6.27655590365499e-06
Tcf21	3.07465509090707	2.84799456502051e-07	6.70891764828607e-06
Gm10800	5.16018703064813	2.94427398152774e-07	6.91627763507529e-06
Serpina1e	11.2038390486531	2.94455124160274e-07	6.91627763507529e-06
Plekhb1	2.94235913884873	3.14211924062963e-07	7.30855268463692e-06
Spns2	2.63836768184624	3.31090762482451e-07	7.63365879809452e-06
Plxdc1	3.39815539171266	3.58720795332535e-07	8.17044845265195e-06
Cdh2	2.87609467951857	3.68913502194949e-07	8.37920932015832e-06
Eng	2.2667401139433	3.82756527462828e-07	8.63328596327598e-06
Amy2b	11.7838490659978	3.92649718934445e-07	8.8210385619201e-06
Col13a1	4.23823762445847	4.00393100986583e-07	8.95675281263099e-06
Rbm47	2.94121967176851	4.11689748961079e-07	9.16270915898402e-06
Ngf	2.50270651529414	4.43118609043106e-07	9.76308312235929e-06
Ptgds	4.69439522961534	5.26326924014107e-07	1.12387032386681e-05
Gipc2	4.1124222573155	5.80033844496487e-07	1.22956892402652e-05
Ablim3	2.30480457134405	6.09165456238728e-07	1.28305169393693e-05
Rpp25	2.50203906849505	6.15992266301754e-07	1.29328879086993e-05
Acta2	2.16173402548184	6.3231041733363e-07	1.32437819656018e-05
Clec14a	2.46281743410731	6.39163103933138e-07	1.33342297979136e-05
Gm43481	2.18580350277153	6.38415658682792e-07	1.33342297979136e-05
3000002C10Rik	2.00044409132652	7.31671868681577e-07	1.50141122070251e-05
Lypd8	7.7277106333563	7.41189297798888e-07	1.51621048656262e-05
Prr15l	2.70172744614514	7.84450576754716e-07	1.59478681009941e-05
Nrxn1	3.22601206829858	8.15833530839808e-07	1.65435324422959e-05
Cnmd	2.91741703392369	8.58205313449134e-07	1.73135024393454e-05
B3gnt7	5.31606152436587	8.71329477836019e-07	1.75379223974232e-05
Cldn3	2.54471422263948	9.25601812478473e-07	1.85169634075066e-05
Dsg2	2.37482174207867	9.83934429591488e-07	1.95501231414375e-05
Krt18	3.72164863964175	1.03600680282889e-06	2.04304579925185e-05
Cacna1g	2.28196077395005	1.04687202061892e-06	2.06138190467231e-05
Mup22	12.8453393593622	1.08818309908241e-06	2.13151978626059e-05
Col22a1	2.79840803394489	1.16410818001576e-06	2.26342896464705e-05
Spata13	2.46919578795487	1.35788612927831e-06	2.58854423209598e-05
Ckmt1	6.13332064899348	1.61014655198139e-06	3.00412236474995e-05
Etl4	2.00711152096816	1.62065472981117e-06	3.01756730724516e-05
Muc13	5.73368052057858	1.62194099382091e-06	3.01756730724516e-05
Zfp612	2.39137003445846	2.02208487439045e-06	3.62858027220938e-05
Shroom3	2.34461164920703	2.26504513367161e-06	4.0179731848617e-05
Gm37949	2.8867446754511	2.34371744027341e-06	4.14189743995445e-05
Pglyrp1	4.59734189082311	2.34435142285026e-06	4.14189743995445e-05
Asic2	2.98365479877511	2.36247778984551e-06	4.16832348876363e-05
Ccdc3	2.72974682403634	2.37914799085921e-06	4.1915449998116e-05
Ica1	2.81466741735814	2.60952614440932e-06	4.5462784292037e-05
Ccl19	3.37364276335718	2.93661072480495e-06	5.0492430285911e-05
Pigr	8.01684244336131	3.11256285783075e-06	5.32048025347326e-05
Frem1	2.66963854832423	3.29432871348472e-06	5.60206240889738e-05
Reg1	6.57525964836373	3.72455476417435e-06	6.21318086120067e-05
Erbb3	2.08363174135352	3.83987814158027e-06	6.36921023143457e-05
Angpt4	2.23671650764117	4.13196906677157e-06	6.81502885514481e-05
Ppp1r3b	2.6997908253949	4.68243407814128e-06	7.59437689849954e-05
Scube1	3.87869349530673	4.99645181589819e-06	8.04576201071277e-05
Mboat2	3.57024521888896	5.59166140899508e-06	8.85077236380467e-05
Tbx2	3.03393842159033	5.74885216760074e-06	9.08318642480917e-05
Aldh3a1	3.67002869480487	6.05472295583187e-06	9.51502967736373e-05
Adamts8	2.65095264370039	6.15248832868419e-06	9.65137212061389e-05
Plet1	3.17684949680451	6.21205555527637e-06	9.73900747870415e-05
Rnase1	7.45041315497149	6.24023189835452e-06	9.77153455654835e-05
Acat3	2.27840325582259	6.30476000359349e-06	9.83744492375646e-05
Ppp1r14a	2.35933201026665	6.40105977181183e-06	9.96406387083158e-05
Serpina1b	7.62518420402209	6.45123859093213e-06	0.000100303034049439
Klk1	5.86664666696816	6.52726236992536e-06	0.00010124569054577
Fabp1	23.4517432484845	6.95913504135691e-06	0.000106807286825174
G0s2	2.20494409988645	7.14765968873226e-06	0.000109321792692721
Gm12022	2.3253358394335	8.80741981885513e-06	0.000131496477397629
Mtus2	2.34739979735594	8.81868555633367e-06	0.000131589994855627
Frzb	3.87612440196204	9.77519316731059e-06	0.000143742876831995
Wif1	8.18993803998772	9.82520340258191e-06	0.000144397556375264
Tinagl1	2.25987940117138	1.03634790172435e-05	0.000151210228789032
Cdh1	4.90274327416141	1.06103823068728e-05	0.00015438458370957
Epcam	5.19963365215366	1.15860517813854e-05	0.000166463279198747
Rgs7bp	2.9817401621669	1.20210087325184e-05	0.000171396321790424
Slc4a8	3.30304625886281	1.24217393654301e-05	0.000175593066892192
Amy2a4	5.93903877222494	1.25959054401806e-05	0.000177577965924346
Spint2	2.58129288395436	1.28032752061253e-05	0.000180115380132373
Serpina1c	11.1233764720712	1.35683942826364e-05	0.000189676117096957
Isl1	3.50308626087482	1.42970684982017e-05	0.000198162792930554
Aldoc	4.16547885821923	1.4331018511914e-05	0.000198528754077367
Serpina1a	8.73684164486179	1.60925952186622e-05	0.000219124173093865
Spink4	7.9429255156106	1.63073210360698e-05	0.000221589201702422
Fgf9	2.09130094014812	1.77726737223419e-05	0.000239880309667585
Slc16a3	2.27592136449606	1.80099500369124e-05	0.000242470704002586
Pcdh9	2.31934870356767	1.88729869293343e-05	0.000252154224047739
Mab21l2	5.78407294088672	2.03028406044882e-05	0.000268260586530522
Retreg1	2.26663230803867	2.34537706748821e-05	0.000305444725318873
Cobl	2.32734960381202	2.61149213699692e-05	0.000334309117508409
Vtcn1	5.12760629466904	2.67668543987249e-05	0.000340665524270564
Tat	6.29969785901101	2.79978086575911e-05	0.00035410497709387
Adamts19	2.69018110494319	3.03844936457414e-05	0.000380630892542152
Reg3g	9.0397129268675	3.15928147565437e-05	0.000393146725544179
Hhip	2.61032337540063	3.30251591296615e-05	0.000407310295932492
Slc6a2	2.26201934016371	3.34824312255948e-05	0.000411023013649894
Greb1l	2.31210982019497	3.43275170917146e-05	0.00042015860547944
Sla2	5.83519004130307	3.4467212851013e-05	0.000421538339596281
Wfdc2	3.62069862212913	3.4629791071743e-05	0.00042313326229649
Ngfr	2.66166863076618	3.70567007116892e-05	0.000447795418292332
Kif1a	2.30921733686535	3.73652171193658e-05	0.000450695445556697
Serpina3k	8.46308155254941	3.96809110000685e-05	0.000472988548110014
Tmprss2	4.90666416263877	4.04360894811177e-05	0.000480683328504186
Pnliprp1	7.5174343843247	4.0494754420466e-05	0.000481163281183016
Sprr2a2	6.49515111551902	4.33018536121948e-05	0.000509227475626289
Cela3b	6.20025771669819	5.82010690002171e-05	0.000654034823660279
Plcxd3	2.08066786500216	6.14391322812201e-05	0.000683127325833499
Notch3	2.08053497114961	6.61378252235398e-05	0.000727682044398018
Spink1	7.38806540098245	6.80453538151197e-05	0.00074493097079249
Cybrd1	2.01059687464116	7.06736626756868e-05	0.000769860059631177
Abcg1	2.35581481292992	7.39233141337315e-05	0.000798110365708251
Cbs	2.13360115448824	7.91084953970627e-05	0.000847701502407547
Fgfr4	3.63447535326182	8.11099220426177e-05	0.000865622198448334
Gm15261	2.05164307210467	8.21258311759536e-05	0.000874335993826715
Chchd10	2.80340955313348	8.57701663176375e-05	0.000906531042715182
Ptprz1	3.32080424254328	9.42752634665e-05	0.000984557108381586
Cps1	2.57178213571412	9.50149295207122e-05	0.000990316066125744
Ceacam1	3.79754794349093	9.52231243791719e-05	0.000992092963581337
Ttc39a	2.19238907673196	0.000102254053079871	0.00105201305215963
Aplnr	5.14918058361674	0.00010641743253587	0.00108677150532653
Reg3b	8.84455815428953	0.000123833040565996	0.00122884790575996
Clca1	7.24320134677806	0.00012424722087579	0.00123249307676449
Tm4sf4	4.33126563367603	0.000125856593778368	0.00124610817182068
Gna14	3.15665266400907	0.000134223355689922	0.00131420192201548
Gm2564	2.29094812497333	0.000138050945200229	0.00134507637606756
Ccdc92	2.04183993645313	0.000153154563915113	0.0014635078506774
Rab27b	2.33044505773459	0.000153776342922505	0.00146838266906074
Gatm	2.19489089262993	0.000156210267939119	0.00149000127580653
Mup20	9.07086189574566	0.00016773628368837	0.00158842275557594
Lama5	2.3171334460453	0.000171866633754717	0.00162286271865949
Heyl	2.08391489012555	0.000174644209369153	0.00164554628075728
Cyp3a11	12.5939778648685	0.000175993562161405	0.00165594943025242
Slc13a5	3.38204865110971	0.00018121683726873	0.00169835102886658
Chst4	3.956064768101	0.000189105947715992	0.00175974890929063
Stra6	2.2601885922489	0.00019247404243309	0.00178665023552248
Prom1	5.74503785797059	0.000195404314375591	0.00180748990797421
