>Log2FC2, padj<0.05	log2FoldChange	pvalue	padj
Tst	2.73999630916214	2.4514691356729e-31	7.89031717882972e-29
Gm13889	5.40589368636801	3.56274448653606e-31	1.11839387727349e-28
Ptprd	2.69078047730235	4.85496387099265e-31	1.50545324814305e-28
Nt5dc2	3.7145286780267	5.77468404047035e-31	1.76907097707277e-28
Bmp5	5.86177115287099	6.96567427442472e-31	2.10852618780711e-28
Cd40	5.88949170242524	3.97024600647396e-30	1.16036143915648e-27
Sorl1	4.30203756641343	4.34609548187736e-30	1.25577465701927e-27
Dusp14	2.95187235288859	8.22014716006844e-30	2.34846833527034e-27
Tbx5	5.27353842545431	9.43550566058226e-30	2.66574002701806e-27
Fam210b	3.88690499870641	1.08433886885032e-29	2.99690048024534e-27
Fancc	2.14682257657599	4.5368786263993e-29	1.20470289765955e-26
Timp3	2.14363351426418	6.27503658787577e-29	1.64490057030842e-26
Slc36a2	4.87762007991129	6.3773986568984e-29	1.65467464947914e-26
Mettl24	4.18895338501828	7.16541419682493e-29	1.84035340184513e-26
Arap2	3.91935808244828	1.12199632710108e-28	2.8246535256633e-26
Cpm	6.87200669776842	1.4077759579897e-28	3.47529313434991e-26
Myo1d	3.91587150830914	2.3783748075447e-28	5.70518266334331e-26
Sh3bp5	2.38562855412509	2.3612417866482e-28	5.70518266334331e-26
Glb1l2	5.09490100599528	2.97965235768946e-28	7.0807121961654e-26
Itga8	5.76472127917547	3.89547241190411e-28	9.08717220343906e-26
Pde9a	4.75150089995475	6.20298712652457e-28	1.43384866969218e-25
St3gal4	2.19313693027949	7.10503643771764e-28	1.61303358483791e-25
Gja5	4.05212715210567	8.23389920892679e-28	1.85277305473789e-25
Fam241b	4.15766968441551	1.2903379643275e-27	2.87801959815398e-25
Mfap4	4.19511366579238	2.65316183118501e-27	5.81568498978803e-25
Hsd11b1	3.63999961298099	4.69239141954299e-27	1.01113081885356e-24
Adarb1	3.42766108618438	4.80830432503737e-27	1.02740129472878e-24
Ell2	2.88651389494871	6.66104937141752e-27	1.41142085305861e-24
Clic3	5.31290712470778	1.53915807423732e-26	3.20788297980593e-24
Rap2a	2.28293813307987	3.48903895543853e-26	7.09726348159484e-24
Sod3	2.59850947494416	3.90564780778775e-26	7.81959896130859e-24
Rgs2	5.15482607940775	4.22383628048958e-26	8.39058477375067e-24
Nedd9	2.71134647761475	5.53106496755301e-26	1.08183376099977e-23
Rras2	2.85688536891799	8.03671550104365e-26	1.5481027654927e-23
Specc1l	2.39217810100578	1.17894383177904e-25	2.23708991124222e-23
Faim2	6.70331900915227	1.8924398573139e-25	3.56437542606819e-23
Ism1	3.55721497453343	1.91224427433617e-25	3.57519376202543e-23
Slc27a3	3.76958736544482	3.84449364236811e-25	6.9824242746067e-23
Slc1a3	2.9622382935474	9.25883336702229e-24	1.60152623145086e-21
Sdc4	2.51663787486027	1.95851839084549e-23	3.34223135060592e-21
Nav2	4.03328024027936	8.71512311725818e-23	1.44836232354591e-20
Napsa	4.02514584505746	1.33580594314982e-22	2.17727805874811e-20
Chn2	4.13823766780308	1.62264285680949e-22	2.61132531139842e-20
Adamts17	4.14249437495821	2.32340134641041e-22	3.6923203771986e-20
Eepd1	2.40977922251815	3.43889070494849e-22	5.36445852482977e-20
St8sia2	4.54985522917032	3.5233151801883e-22	5.46264238333218e-20
Prss35	4.84075901266606	3.58849838172598e-22	5.52998474861494e-20
Nostrin	4.48269891988129	7.6220246411237e-22	1.16750132861357e-19
Ncald	2.59301489504222	8.70122039674834e-22	1.31694006564357e-19
Ifitm1	2.84400577276656	8.77944141224418e-22	1.32091631236173e-19
Kcns3	4.2958964022566	1.0007870047856e-21	1.49688301004021e-19
Myo1b	3.82345087186491	1.24349995827142e-21	1.84903353444254e-19
Ednra	3.49141769852419	1.2942163678377e-21	1.91325811540751e-19
Adgrg6	5.59094350641733	1.80273317365913e-21	2.61931979466462e-19
9530026P05Rik	2.54078649128583	2.96245585877877e-21	4.23181826523415e-19
Ch25h	4.88052084864033	4.16336489930637e-21	5.91407146897558e-19
Fgfr3	6.05555108471163	5.27794785583628e-21	7.45568778501939e-19
Ddo	3.42420159534203	8.45908535159374e-21	1.18180858920315e-18
Foxf1	4.66170847585103	1.1718177584829e-20	1.61985178006152e-18
Cdh11	2.16629090994411	1.27697724209421e-20	1.7551189370124e-18
Mical3	2.22316064156913	1.82590117957726e-20	2.46953134537825e-18
Tcim	4.56282673904483	1.84668996176721e-20	2.48443310359021e-18
Adrb2	5.32215453328455	2.24132130972666e-20	2.9837736619068e-18
Ager	4.7907729815978	3.07606372905809e-20	4.07370168951875e-18
Itpkc	3.16715433101269	3.32553012125065e-20	4.38125670430261e-18
Gsta4	2.70995872519798	3.37804319816544e-20	4.42750022679138e-18
Dtna	2.84796738222366	3.71733993118853e-20	4.84722063745286e-18
Adamts8	5.37850929223422	4.23056414478373e-20	5.43285628835434e-18
Ppp1r14a	4.79623334715389	4.21117559938392e-20	5.43285628835434e-18
Ccn2	3.16104629444329	5.81131046025269e-20	7.27902419078055e-18
Tmem204	2.76107445368275	6.07732383334731e-20	7.53047365998821e-18
Gng11	2.4549968720126	6.10090680755721e-20	7.53047365998821e-18
Smim41	3.7479670778214	7.62783174381327e-20	9.32465758413173e-18
Wnt2	3.55907962431447	8.61068976455649e-20	1.04259051734942e-17
Raver2	3.37250261529291	9.23156380203251e-20	1.11246906537574e-17
Odc1	2.61561904140625	1.32223118845178e-19	1.57104544059642e-17
Nrcam	3.31396213497205	1.53779944145677e-19	1.81868029757773e-17
Popdc2	2.8506592349279	1.6222597091575e-19	1.90968507521981e-17
Gm47101	3.04489247449386	1.77938721921948e-19	2.0754348083988e-17
Tslp	2.73790066845949	3.08995121370545e-19	3.57128134140402e-17
Prom1	13.7533225698507	3.53828468525212e-19	4.07094862859301e-17
Cst3	2.48465328445329	3.59739630014364e-19	4.12031512269155e-17
Nkain4	2.50632808681652	3.76055259224727e-19	4.28787312838885e-17
Rab3ip	3.1844543202304	4.4777924676206e-19	5.0603035144084e-17
Schip1	3.24519907180841	6.4727232535491e-19	7.21850588456109e-17
Gstk1	2.15700583846516	7.73766186347236e-19	8.55415340010921e-17
Exph5	5.49515277581706	8.90106950875218e-19	9.79772703026155e-17
Tmem38b	2.09655985630292	1.35371010766977e-18	1.4647143364987e-16
Nradd	2.10887039703096	1.52598545448255e-18	1.63718279118683e-16
Gfra2	3.3004254687217	1.56573796283988e-18	1.67277391517352e-16
Hspb2	2.70203976292601	2.01896492763804e-18	2.11260169609269e-16
Lrp4	3.50493325091872	2.10754920559799e-18	2.19625629716148e-16
F2r	3.82678820816832	2.4586608243004e-18	2.55168852161169e-16
Scube2	6.20292979664342	5.01801097616789e-18	5.00364568984396e-16
Lpgat1	2.08837825429546	7.73147812088505e-18	7.59028162856155e-16
Aqp5	6.50041622945096	1.30855332635916e-17	1.26032520565661e-15
Stxbp2	3.17788963957755	1.44626055389828e-17	1.38395147391012e-15
Gata5	5.09821118211128	1.69940195648454e-17	1.61233931147509e-15
Grk5	2.35332171520307	3.04785251853778e-17	2.84918183782574e-15
Skil	2.31475406165074	3.0628614574223e-17	2.85272447904311e-15
Tmem132c	4.1155336177601	3.26487792042241e-17	3.0297828789263e-15
Ccdc68	3.39371896524841	3.80908056235558e-17	3.49651593714857e-15
Kcnj8	2.75274870904951	4.52796873422976e-17	4.10442862568017e-15
Fblim1	3.48437056969576	4.57114299866427e-17	4.12164727046228e-15
Morrbid	2.37976452824484	6.9830894093059e-17	6.1652435559174e-15
Dkk3	3.29150832380547	7.4442560501801e-17	6.50464256315908e-15
Sftpc	11.7832103374101	8.33206415696304e-17	7.25545874380476e-15
Inmt	5.41240634405718	1.01442617684489e-16	8.71412648602538e-15
Pakap	2.53061338116605	1.13858422679726e-16	9.74773775581611e-15
Rbp1	2.27138022103164	1.58754095352286e-16	1.33222454868732e-14
Scn3a	9.07656399844513	1.78966645511564e-16	1.49690292612584e-14
Ptgfr	3.54322076881591	1.91371714451287e-16	1.59019888344865e-14
Wfdc2	7.05296061143061	2.09793625210529e-16	1.73759690821763e-14
Cmklr1	2.93936012859038	4.41183515735654e-16	3.49469571794719e-14
Speg	2.85125197807918	5.04669130844258e-16	3.94837599691598e-14
Arl5b	2.080983065066	5.29579424413187e-16	4.13055706274666e-14
Dipk2a	2.67125641399431	5.62621365345957e-16	4.36151629775965e-14
Tns1	2.27977494767048	6.08289711968503e-16	4.66386449765683e-14
Gm44220	2.82691330375919	6.70511134573108e-16	5.10451695173366e-14
Paqr6	2.69893925918202	9.23123630226151e-16	6.88336203687987e-14
Bdkrb1	5.02932030332461	1.05659078060757e-15	7.83263375466729e-14
Arhgef5	3.42131451382362	1.12111152221738e-15	8.28677403355272e-14
Fabp3	3.30750270997056	1.13925475405445e-15	8.39647264676593e-14
Colq	6.72129581770626	1.37214201907155e-15	1.00545980169833e-13
Akap5	3.1430765310469	1.55816487353327e-15	1.13849017929111e-13
Rab20	2.90591731993854	1.56903743112938e-15	1.14314942009532e-13
Mmp3	3.18241673508271	1.63965301178588e-15	1.18779080144386e-13
Ezr	2.22969057417004	2.53174171345192e-15	1.79817308793134e-13
Sparcl1	3.50258615136251	2.58388626660102e-15	1.83009682732212e-13
Dock4	3.01886238741886	2.64103113537399e-15	1.86537496330985e-13
Hmcn1	3.43071752859884	2.87820886389918e-15	2.01609412623594e-13
Cfh	2.25490869105273	2.99171253963841e-15	2.08411711631194e-13
Zfp185	3.30580032940657	3.30729966632677e-15	2.29140895410602e-13
Palld	2.1229381404781	4.08652687261518e-15	2.81310679011522e-13
Gm4956	10.0518295033942	6.63514938894936e-15	4.49898516034175e-13
Cerk	2.10385483075622	7.25545820106729e-15	4.8934890100408e-13
Ccn5	3.34844201671147	8.018048172437e-15	5.36512923369883e-13
Pfkfb3	2.52567197822814	8.23765673617023e-15	5.49760886694489e-13
Cyp7b1	2.09761557906634	9.9345262389132e-15	6.55569971611914e-13
Grem2	3.0412602011428	1.04122775868934e-14	6.8235304691221e-13
Phactr1	2.04856497180446	1.64967049129349e-14	1.06192839448404e-12
Unc5c	6.05932943370027	1.88022654251852e-14	1.1982085287373e-12
Pcolce2	2.90807900587264	1.96748913847541e-14	1.25068365810036e-12
Cav2	2.15761258079218	2.01802935139158e-14	1.27961177849959e-12
Ets2	2.20996224691005	2.3166487421824e-14	1.45805513780871e-12
Slc1a4	2.00126438163169	4.04024636716302e-14	2.4814334390786e-12
Art4	4.35837677133594	4.39080551219049e-14	2.68377432111701e-12
Brinp1	6.2317403106068	4.81828445189834e-14	2.93096934828754e-12
Hoxa5	3.5374580338494	5.43733382195087e-14	3.26844177519491e-12
Ngef	2.78191631552983	5.42824770724972e-14	3.26844177519491e-12
Chrnb1	2.06838956299927	6.43248142612729e-14	3.8394062258718e-12
Col23a1	4.00900353787574	6.52314015527107e-14	3.88440011072781e-12
Adh7	3.78649440206175	8.00039456102939e-14	4.73208725513288e-12
Slc35g2	2.78614360369815	8.05310461850349e-14	4.75095803096724e-12
Socs2	2.04090359902383	1.12603939773968e-13	6.58202385432802e-12
Ptk7	2.5809879513322	1.15258442060812e-13	6.70635333244911e-12
Ereg	4.2495002274986	1.15707403980144e-13	6.71710539041806e-12
Spint2	4.37996076439002	1.21184836139594e-13	6.98722636852941e-12
Ankrd13a	2.11579300875907	1.55256081162256e-13	8.83153551613573e-12
Angpt1	2.96519216336795	1.66883477505895e-13	9.42965818342756e-12
Vcam1	3.56408853943658	1.81196643084684e-13	1.01931129285714e-11
Mtss1	2.23085236041392	2.85235229834918e-13	1.58355375305949e-11
Cldn18	9.90015729805243	3.02801206104141e-13	1.66652083714502e-11
Bche	5.2301202665211	3.37192385567211e-13	1.84779973875377e-11
Phex	3.71270372004098	3.38003645406319e-13	1.84826208424655e-11
Adamts9	2.17969995660287	3.51355386976451e-13	1.91714880357301e-11
G0s2	3.55448085797919	4.56747534498093e-13	2.45533183079979e-11
Maff	2.84349854666925	4.88094172607533e-13	2.60730473254028e-11
Gm40849	2.16942062875033	5.76869485636528e-13	3.06222555559081e-11
Hivep3	2.1654802952197	6.17771281200249e-13	3.27251465980807e-11
Scarf2	2.70572021562303	6.5745432592017e-13	3.47276330732857e-11
Spon2	2.07106367409321	8.0918990982171e-13	4.22490181458657e-11
Prdm6	5.79534011363625	1.09644629702742e-12	5.66653251921059e-11
Shroom3	3.51952921093501	1.17655262867896e-12	6.05591167802022e-11
Nrp2	2.11634849796267	1.28560928682207e-12	6.56409384257524e-11
Trabd2b	2.31996347443193	1.67012876887063e-12	8.47632020081306e-11
Nr4a2	3.96854835534198	1.84473293161963e-12	9.29768150326e-11
Adh1	2.73050828030753	1.84659187444303e-12	9.29768150326e-11
Stard13	2.10745253745451	1.86364218356613e-12	9.36498612678575e-11
Fam13a	2.12720959787001	2.0093012568531e-12	1.0077022299409e-10
Slc7a10	3.80339832502344	2.35811619865083e-12	1.17338200749696e-10
Plxnc1	2.40508896873346	2.55458395559495e-12	1.25882570230451e-10
Gpam	2.31474106940992	2.79507991378747e-12	1.36150377333092e-10
Pim3	2.01119635569005	3.12972035628032e-12	1.51291634028783e-10
Ndnf	3.01679764177937	3.75680981839169e-12	1.80234723117444e-10
Col4a6	2.77380927827352	4.78806300150479e-12	2.26293825165915e-10
Gm8113	2.79974195106073	5.05406436234992e-12	2.37980915817539e-10
Tgm1	4.31053805821808	5.4355200815704e-12	2.54998097996477e-10
Pde4b	2.83135000079814	5.83407121570342e-12	2.7268920735605e-10
Smim4	2.13803114973085	6.67194993483933e-12	3.09012151171511e-10
Npy1r	2.65730181067974	7.73991139812499e-12	3.52693059355061e-10
Gria1	7.41509649375787	1.29237321479614e-11	5.75502166946084e-10
Chil1	6.86472334540914	1.32241489999702e-11	5.8580215439415e-10
Rhbdf2	2.52501697434323	1.33940612790423e-11	5.92297036769059e-10
Prkg2	4.37214925545293	2.07206933304251e-11	8.98607317284285e-10
Krt7	2.25380209675416	2.11328613844063e-11	9.13852493913775e-10
Abhd17c	2.57621951134802	2.15307447516151e-11	9.2790211321918e-10
Lratd1	3.13995084592706	2.30745743584468e-11	9.89405062752492e-10
Thbs1	2.87404825187812	2.41375679562053e-11	1.02633100405089e-09
Nox4	2.84408923205526	2.6997085763916e-11	1.14218785310997e-09
Shisa2	4.48035974526568	2.74777073050028e-11	1.16059080339586e-09
Fgfr4	6.12117200364903	3.09016259019382e-11	1.3008868241864e-09
Pygm	2.23930303084191	3.43511653149735e-11	1.43895729895195e-09
Plekha7	4.37546235351083	3.91113990345993e-11	1.62763591367063e-09
Slit2	2.33538751594581	4.09900607320354e-11	1.7030298598586e-09
Cpb1	8.90295280237265	6.95970610909471e-11	2.81790521076355e-09
Cdk6	2.10820666633785	7.53182838730116e-11	3.03505230434083e-09
Hhip	4.09127129072852	7.56257222401502e-11	3.03781238451864e-09
Egflam	3.07763844594729	8.18372919388794e-11	3.26156241713148e-09
Gm42503	2.20588958474278	8.67805082386333e-11	3.44238374880457e-09
Tnfaip3	2.84700090459038	1.28195406706655e-10	5.02253406214193e-09
Lif	2.47753376631616	1.53173978806193e-10	5.95528250627687e-09
Pde7b	2.67695723347369	2.09838331603395e-10	8.03548080975831e-09
Slc10a6	2.10849719021757	2.32636268491067e-10	8.86842938369171e-09
Scgb1a1	6.64257282801404	2.46560213798472e-10	9.35714411381157e-09
Itga3	3.10364241633717	4.14444152742047e-10	1.54065372394328e-08
Timp1	2.14065273120944	4.53876606510247e-10	1.68232076876619e-08
Cbr2	6.16269100460211	4.57808114698253e-10	1.69442313426965e-08
E130308A19Rik	2.60035863252641	4.93776626278381e-10	1.81172558100727e-08
Slc27a6	3.5690076839658	5.1138485095169e-10	1.86289149070897e-08
Hopx	2.29810223469999	6.06489860242671e-10	2.17200248963245e-08
Pde4d	2.32703280375552	6.71222036942743e-10	2.39035892623853e-08
Synm	2.01496262167784	7.99014165308807e-10	2.81003225190969e-08
2610307P16Rik	2.61274775483894	8.49124315996409e-10	2.98213867166308e-08
Angpt2	4.16639530464135	9.07395121433185e-10	3.17800767943273e-08
Ahsg	4.87839033369569	1.29441464805541e-09	4.44171137059444e-08
Cxcl14	3.50234187826142	1.29358965984967e-09	4.44171137059444e-08
Serpina3n	2.57023634826527	1.39489069958935e-09	4.7607900427461e-08
Rasl12	3.48168894289326	1.42824946780486e-09	4.86810981472843e-08
Plekha6	2.14908811301608	1.4760475514791e-09	5.0108759801681e-08
Epha1	2.59694937307584	1.53390850995764e-09	5.20035889102573e-08
Tcf21	3.61608440985044	1.56738896263642e-09	5.28567628023291e-08
Tmem35a	3.0846939852243	2.11120198823856e-09	7.00803302283836e-08
Slc16a10	2.26849437503518	2.18227369015248e-09	7.23450757751072e-08
Efr3b	2.04177005360234	2.6212756955463e-09	8.64477005326273e-08
Siah2	2.0029759615383	2.67449959278291e-09	8.79747750914503e-08
Ablim2	2.51491949687609	3.67818581413662e-09	1.18686840984837e-07
Itgb8	2.73606906862351	4.03095555473421e-09	1.28924662755002e-07
Adcy2	4.33352727031413	4.73606780869197e-09	1.4903959922229e-07
Tagln	2.44298738932904	5.72673310537252e-09	1.7779443549488e-07
Zfp57	2.38861061891501	6.94368503044307e-09	2.1169913581424e-07
Prkar1b	2.05607743001416	7.21143714603412e-09	2.19599056661329e-07
Cd14	2.06915335372434	7.9919476711831e-09	2.42206499922733e-07
Adamtsl2	5.54535392660252	8.12392832756074e-09	2.45038108641622e-07
Wasf3	2.21362418636277	9.06785832203315e-09	2.71576482396156e-07
Saa3	4.09968615196382	1.11188553981113e-08	3.27980436435936e-07
Fetub	3.31212852380942	1.18727833487133e-08	3.49408868295987e-07
Serpina3i	3.52929055041117	1.25919328391851e-08	3.6759480631683e-07
Plcxd3	2.95227909671442	1.28715573626269e-08	3.74468065285486e-07
Lepr	2.38025489176124	1.83357877499036e-08	5.19759281066666e-07
Vipr2	3.11716843841438	2.43992373788013e-08	6.72884391356595e-07
Spata13	2.8499676259607	2.44418427927076e-08	6.73329075503982e-07
Cldn1	2.33159891601103	3.15387336996431e-08	8.53122746575347e-07
Pde5a	2.01897847258844	3.31415076348388e-08	8.92679146854922e-07
Ctla2a	2.7451414044696	4.50643575059859e-08	1.19483985224682e-06
Arhgap8	2.87191431376325	4.68333718996198e-08	1.23147067972247e-06
Rbp4	2.37003544334442	4.68109794433176e-08	1.23147067972247e-06
Khdrbs3	2.11881983987869	5.52652430303328e-08	1.4368398103602e-06
Nbl1	2.16273654492018	6.15962554039577e-08	1.5836278929792e-06
Pkp2	2.52734964172585	6.16652446693663e-08	1.58380017798786e-06
Cd93	3.355830814494	6.22379994617163e-08	1.59528791563817e-06
Car2	4.86954375143303	6.24224610943174e-08	1.59840475150575e-06
2310030G06Rik	2.34936815003086	6.30471083898532e-08	1.61277547789617e-06
Slc22a3	5.24506868165608	6.86169442296203e-08	1.74997295980597e-06
Nr4a3	3.24281684314145	7.65076887684076e-08	1.93183813536673e-06
Kif21a	2.66869011164736	7.72142387400933e-08	1.94388757271718e-06
Frem1	3.08282335759076	7.79670882548937e-08	1.96063500786003e-06
Syt17	4.11471569083736	7.82505748917886e-08	1.96414350224433e-06
Tpd52l1	2.01192770358534	8.3760756239505e-08	2.09212647239872e-06
Tnfaip8l3	3.68008736188646	9.11942569587279e-08	2.26224036262397e-06
Egfl7	3.37892188020872	9.39164534012342e-08	2.32523238620563e-06
Tbx2	3.55638323200357	1.05685536225667e-07	2.59639239575848e-06
Hgf	2.24921193091849	1.13698478968234e-07	2.77981848531278e-06
Lyz2	5.27934843460505	1.50768177670204e-07	3.61317856137632e-06
Sh3rf2	3.23642730297854	1.7471041589579e-07	4.11329791202062e-06
Aldh3a1	4.22666791367806	1.85029372527495e-07	4.32421126402262e-06
Rasl11b	2.32089761069551	1.88133891563087e-07	4.37265124385249e-06
Palmd	3.32784843200105	2.11644192881372e-07	4.88337286061221e-06
Lyz1	8.00045575288959	2.15162775057887e-07	4.95108043565329e-06
Smad7	2.24318770294236	2.25181812139565e-07	5.16759741631113e-06
Apoc1	3.86246260935932	2.47346140712979e-07	5.61541992849011e-06
Sap30	3.10366601672606	2.53292329854661e-07	5.74016405634088e-06
Mme	2.88222583958753	2.53565866538529e-07	5.74124602713729e-06
Pcdhb9	3.29431779506077	2.57715413538018e-07	5.8196534813776e-06
Plekhb1	2.94593846062515	3.12155707013322e-07	6.91995044658041e-06
Mmp24	7.77684962919441	3.35962197881546e-07	7.42181651219294e-06
Gm15725	10.5281660964799	3.58136812879374e-07	7.86385556224857e-06
Hcar2	3.14931940618691	3.6123699730087e-07	7.91825269859415e-06
Stc1	2.73386508474789	3.71675771330222e-07	8.14005153971883e-06
Cdk18	2.92672134510662	3.87142875226614e-07	8.44968402436663e-06
Msln	3.99450188601938	3.8793248840833e-07	8.4596564174602e-06
Slc25a25	2.34605144336837	4.2956174198692e-07	9.31951059172475e-06
Meox2	2.48086815285016	4.9055166408939e-07	1.05289843279451e-05
AA986860	2.6145559873734	4.97804459539337e-07	1.0672575036009e-05
Pecam1	3.94347561752452	5.23525147680219e-07	1.11956887553111e-05
Ctf1	2.06155710798493	5.60878935076013e-07	1.19342834160483e-05
Gjc2	2.88094666141352	5.65228711869228e-07	1.20067422361728e-05
Kcnb1	2.12559200593891	6.9436772664679e-07	1.45194804156644e-05
Agr2	8.1491253681679	7.39381324495869e-07	1.54353439556293e-05
Cacnb2	4.52593962054136	7.43710904682617e-07	1.54875816325675e-05
Cth	2.85266238324162	8.22875428586178e-07	1.70384800673133e-05
Chst2	2.31760546003669	9.47226119466624e-07	1.93610277650143e-05
Muc1	3.40714904605808	1.2838469824516e-06	2.56235300021953e-05
Gpr88	2.29249898227615	1.40202225280193e-06	2.76994715011613e-05
Tspan8	4.46216965965253	1.60581068386837e-06	3.12641257723744e-05
Hoxb5	2.38300754085292	1.70382035911624e-06	3.30457973083514e-05
Ptger2	3.45043997073322	1.77788378391295e-06	3.43512545391753e-05
Robo2	3.61839202201494	2.12309320413888e-06	4.02564436253835e-05
Jchain	8.89272418151726	2.29568386245024e-06	4.29840600666585e-05
Sipa1l2	2.40412473114185	2.34693267588266e-06	4.38145794050429e-05
Ago4	2.1180885288894302	2.4064325051282e-06	4.48266368556005e-05
Kcna2	2.44051950326398	2.42757696194764e-06	4.51543521663808e-05
Napepld	2.16017401680166	2.48299919022544e-06	4.6050488993335e-05
Llgl2	3.08376220771985	2.75280662541932e-06	5.06480564866404e-05
Chn1	3.06031638222876	2.99287005878284e-06	5.46300839803814e-05
Fam110c	3.68690368729013	3.0401627069666e-06	5.52948620529611e-05
Amph	3.38476839949143	3.36259366407344e-06	6.0587506674129e-05
Heyl	2.57856205833708	3.41516190985344e-06	6.14125331554763e-05
Il6	2.86538392075361	3.44931576267014e-06	6.19390903230322e-05
Bpifa2	13.7183364193128	3.48332182743963e-06	6.24615120636865e-05
Kcne4	3.67864763731721	3.59218449751182e-06	6.41872629783787e-05
Slc6a14	5.59428483714568	3.61802532702788e-06	6.45582666598863e-05
Fxyd3	3.88679024049864	3.63213337002226e-06	6.47645548383983e-05
Ednrb	3.55362021417583	3.76901873561188e-06	6.69705376592616e-05
Dgkb	2.09719944403102	4.12779381111683e-06	7.26851892210994e-05
Rasd1	2.44286454630898	4.56477891745669e-06	7.98820602437518e-05
Chchd10	3.25596174662723	5.0471867873189e-06	8.74811304984032e-05
Plppr3	2.20124744537215	6.35999886876979e-06	0.000107486781581021
Tdo2	2.43164936217702	6.94982711816504e-06	0.000116719454513595
Lama5	2.76589591947687	7.24856896949965e-06	0.00012133598629853
Aph1c	2.08438593777555	7.54119893779598e-06	0.000125655350846224
