>Log2FC2, padj<0.05	log2FoldChange	pvalue	padj
Nostrin	2.57842003365987	2.90796951967153e-08	3.53520238967846e-06
Gm26510	2.46678121525092	3.26405751754169e-08	3.91373910288252e-06
Fgf14	2.75412082783633	3.30141242401006e-08	3.93160040100137e-06
Gm15958	3.69839838563426	3.37911095345753e-08	3.99694029400186e-06
Gpr85	3.49663282285192	5.05049279591446e-08	5.59581815729611e-06
Ptgs2	3.05699257553395	5.49760356729584e-08	6.01506550306756e-06
Il6	3.3282826000264	6.58080773955983e-08	7.06770676618002e-06
Meox1	3.03151508905877	7.92275017546237e-08	8.30512961506852e-06
Gm27000	4.46064971191579	8.3317677829832e-08	8.6819004052919e-06
Bmp5	2.7910624837834	8.6375643234674e-08	8.89465888509532e-06
Adgrl4	6.63998031733338	1.08230895205028e-07	1.08268002940527e-05
Sphkap	2.97452067462874	1.84480252712099e-07	1.75516918694457e-05
Scg3	3.09506620165616	3.74636089908901e-07	3.36327148202319e-05
Prg2	9.19803621115502	3.96401130558913e-07	3.50474656139613e-05
Col8a2	2.1263011632344	6.30886759626215e-07	5.18511906761339e-05
Enox1	2.33115961358247	7.31321809226603e-07	5.89977861397277e-05
Etv1	2.33671608640478	7.63984772597394e-07	6.0792351950409e-05
Apold1	2.82972509334262	8.56463185546821e-07	6.78427354125911e-05
Hoxc6	3.40562166539929	8.89453437013722e-07	6.9048370741997e-05
Trhde	4.03717449002261	8.83893314280693e-07	6.9048370741997e-05
Gm42609	4.40819582571552	9.31570673277301e-07	7.1526650028037e-05
Creb5	2.07798338633696	1.12231932862301e-06	8.39629152430529e-05
Scn7a	2.10743768509997	1.28983490125035e-06	9.47737934707885e-05
Myoc	3.99456956932627	1.33401198545184e-06	9.65008835426441e-05
Gm20467	7.85005804055937	1.42404778813849e-06	0.000102590043535607
Gm4294	11.5569970875738	1.66794088207538e-06	0.000118214465917456
Kcna2	2.79340772639619	2.07672342895039e-06	0.000141459612245936
Kng2	3.23321039936106	2.28048476415036e-06	0.000152958491498913
Gm17103	2.44134775450208	2.51084932684893e-06	0.000166495940590218
Rgs16	3.04893223921531	2.62295311304604e-06	0.000172621869161594
Serpina3i	3.20386387283098	2.63418771577241e-06	0.000172711948135999
S1pr3	2.34550060600456	2.64979390700284e-06	0.000173086910955193
Prss35	2.2985208887774	3.73924106093368e-06	0.000228080676002457
Arhgap36	4.87487363996273	6.21939017602078e-06	0.000348963603914807
Hcar2	3.04756028647359	7.64596926632706e-06	0.000413118327087412
Has2os	2.26722089458527	8.790829656702e-06	0.000463530915572967
Brinp1	3.8309914999626	9.17196370555506e-06	0.000476452215517646
Shisa3	3.43843979580231	1.07382890588924e-05	0.000538637502191892
Fgf5	3.26546797497179	1.2511805590459e-05	0.000610116068709122
Mab21l2	5.67342042082473	1.35713660483026e-05	0.000654491278351474
Cxcl1	2.40578062582425	1.38586832854306e-05	0.000662869151898219
Pcdh19	3.00327542531614	1.69576256725881e-05	0.000793743836963441
Ifi205	2.09117356061051	1.87646002730205e-05	0.000869029344919303
Ntrk1	2.54179604177545	2.56001656174724e-05	0.00113132986635703
Zfyve28	3.70976239268717	2.79791200757186e-05	0.00120938882974205
Fcgr4	2.85285359253673	3.98768738279955e-05	0.00161593646581687
Zfp385c	2.93677868003127	4.11502246232526e-05	0.00165985214805221
Aff2	2.03524329553263	4.26935122111037e-05	0.00171420326781555
Ccl2	2.10534427896705	4.34012591338479e-05	0.0017307117138887
Slc6a15	3.71697948491233	5.63825441933503e-05	0.00214572351880172
Gm17083	2.98914646404433	6.00709054275758e-05	0.00224701126157082
Them7	3.67766506472442	6.30462453199896e-05	0.00233337752763581
Rassf9	3.00951751240778	7.22143689318158e-05	0.00264473795506353
Sult1e1	3.59828144694966	7.83081052769578e-05	0.00280339814106017
Gm8818	2.29609312590354	9.04068450042022e-05	0.00316532445728713
Ebf2	2.08810727664965	0.000103653919328942	0.0034962726623747
Trarg1	2.15519441562553	0.000117023262213844	0.00383056065186639
Cdh19	4.70794723772978	0.000146424245458122	0.00461856367745924
Efnb3	3.03800043191515	0.000146365636718284	0.00461856367745924
Dlk1	2.69570175055353	0.000219023230064694	0.00622438419726062
Nr2f1	2.20761452800285	0.000229731710697181	0.00647614062393696
Gng2	2.52685309093752	0.000241017291876846	0.00668660651600011
Nlgn1	2.38725300434169	0.000254461889667198	0.00694946932997499
Ptgs2os	2.41258407851699	0.000279058563549132	0.00749263683050783
Mir155hg	2.53031954895517	0.000292447973380377	0.00779238085539859
Masp1	3.36413366201975	0.000322338783584245	0.00840643136510332
Bcan	4.77384753715571	0.000327010259775194	0.00849353354246966
Epyc	3.83912688464332	0.000328342409778387	0.00850290270056279
Abcg5	2.3354856376364	0.000417783111632697	0.0102004339640753
Dio2	3.99530388326551	0.000437098630807949	0.0105542739736882
Tcf21	2.10430496234624	0.000444000106216596	0.0106767388178952
Tnfsf15	2.21843074157833	0.000453382042551208	0.0108427678099747
Gm16006	2.21600585771993	0.000483272937133836	0.0113407185488806
Agtr1b	3.48233937750045	0.000516557056438793	0.0118361882591852
5033428I22Rik	2.12456567003305	0.000522422668448674	0.0118773132907305
Kif26b	3.00952492860718	0.000522367412732014	0.0118773132907305
Lmntd1	3.00596562607275	0.000535348370897699	0.0121396484209004
Krt15	3.08931995769764	0.000552667268845744	0.012419760216192
Klhdc9	2.39407666801902	0.0006465935960055	0.0138886717689231
3830403N18Rik	2.80365187752263	0.000696479421094061	0.0146721645555627
Shox2	4.62137798402538	0.000704892586759508	0.014813745046593
Faxc	2.9383763837115	0.000716191667584743	0.0149959466011864
Cxcl14	2.12382440732383	0.000719884005604248	0.0150385315060954
Cx3cl1	2.01133158739711	0.000823776184949724	0.0166996538096487
Dnmt3l	2.84142901874563	0.000898708200471149	0.0177370752620608
H19	5.12507997074656	0.000928954461136255	0.0181498624962626
Cntn6	3.6254976870024	0.0010141459717733	0.0193753916636472
Pcdh12	2.90148968486991	0.00101963785694184	0.0193851364948951
Syndig1	3.45608425411124	0.00103349917491505	0.0195593908714194
Crtam	3.35766800837397	0.0010451948311705	0.0196532553324068
Dpysl4	2.71610035668007	0.00115046332249934	0.0212090727420198
Htr2b	3.1139027864727	0.00122486517844694	0.0220565165158281
Gm20503	3.37250341577422	0.00129880568433458	0.0229113644236783
Kcnip1	3.23099473639682	0.00129853844099946	0.0229113644236783
Sprn	2.83001774199087	0.00147582000229828	0.0249749768862596
Gm15387	7.13872615824922	0.00149733004508676	0.0251536762768772
Cox8b	3.29334989094094	0.00150228555227345	0.025190623446455
Col28a1	2.62451007355317	0.00156703229647365	0.0259569138150416
Slc22a3	3.35235633779644	0.00159007260214693	0.026210744795842
Efcab1	2.12673272853838	0.0016515318108829	0.0269950661823679
Mcpt1	24.947729883829	0.00167229625357287	0.027232761130276
Asb5	4.45702384881189	0.00169452866051643	0.0274796506149401
Chsy3	2.62147161467352	0.00175026049827757	0.0280586632626805
Lypd2	2.90800027082802	0.00196394189240672	0.0303421933414675
Jchain	5.97133338441849	0.00215358141380104	0.0325285558498714
Gdpd2	2.38784923606513	0.00232249482908052	0.0343102063104503
Ccl19	2.28432660776087	0.00240432694556304	0.0351924310276142
Chrm3	2.33300888332127	0.00240107536399279	0.0351924310276142
Htr2a	2.70699517167448	0.00242089967664552	0.0353993180619411
Lzts1	2.60207978395336	0.00242790511116976	0.0354190890634481
Hecw2	2.34419600076185	0.00246977716509486	0.0357057563648911
Gm10152	2.46192188407041	0.00249412066075504	0.0359518405433891
Chl1	2.40914691626806	0.00251841195328929	0.0362262281464933
Tenm2	2.27824910689411	0.00277375010869056	0.0387879593522215
Ctla2b	2.48968145852051	0.00290621171513097	0.0401548084333723
Frzb	2.80847340424938	0.00310903497771288	0.0420608704171883
Coch	2.06457754054383	0.00324640940753193	0.0432179795347939
Sectm1a	2.83393551773909	0.00352846414167213	0.0457889497880743
Plppr5	2.83839658749396	0.00353865370847904	0.0458703217149301
Chodl	3.06150280495653	0.00384636981905587	0.0486521315407457
Tmigd1	2.26783204909934	0.00387104855356402	0.0488583821043199
Gm15684	2.69171080826893	0.00391005982997992	0.0491381962552968
