>Log2FC2, padj<0.05	log2FoldChange	pvalue	padj
Vwa1	2.13855420173922	1.5743865290345e-08	1.25873584037123e-06
E330013P04Rik	2.49034035771279	2.01490231761793e-08	1.57771698313547e-06
Gm15551	2.07948660338619	2.8448655639531e-08	2.14646048808726e-06
Slc6a13	2.48542949617508	5.11557850913558e-08	3.60877931607317e-06
Plau	2.27395218906314	9.84533729814723e-08	6.63715549336044e-06
Scg3	2.31758196349005	1.7472181219041e-07	1.09373934411282e-05
Ntrk3	2.20056824402992	2.91435501197463e-07	1.70273059750908e-05
Stac2	2.07450909001255	3.05513276579669e-07	1.78041573405226e-05
Muc16	4.42953075758106	4.93399237474768e-07	2.68961603471293e-05
Tbx18	2.10432870292888	8.04536971890027e-07	4.21770743092931e-05
Fabp4	2.70401730204519	8.13081837528854e-07	4.22988190637728e-05
Gatm	2.49240733354306	8.2309433228724e-07	4.27221582129773e-05
Tnmd	2.71418246462771	9.9760782491848e-07	4.97192048732222e-05
Lmntd1	3.69214515555189	1.40617962348008e-06	6.73134640769266e-05
Slpi	3.61293392980487	2.38060290158473e-06	0.000103916509033543
Ackr2	2.58517897245491	2.56480123899949e-06	0.00011068477468152
Fam151a	2.66039371296597	3.25233552765389e-06	0.000135233060826864
Chst4	4.20560309903024	5.69594897602731e-06	0.000218498136982758
Svs5	5.01046313690818	6.04093952119562e-06	0.000229297402132737
Mgam	3.37217701816789	1.05838336963905e-05	0.000369882261665573
Lmo1	2.05522334724083	1.17710311984627e-05	0.00040577112993672
Fndc5	2.054734500095	1.40300025495492e-05	0.000466632209325142
Pcnx2	2.58791299425084	1.99680302236977e-05	0.000630182183763403
Amph	2.66249756785914	2.4857069703802e-05	0.00076358067318181
Kcp	2.1502418742758	3.03833716682181e-05	0.000906172129361279
Agr2	6.42439328664353	4.47244598354439e-05	0.00124735806831141
Minar2	2.00978414815855	5.19223912509473e-05	0.00140595249368811
Adgrf5	2.16055662610332	5.29972021106922e-05	0.00142573110660476
A730046J19Rik	2.5059917696975	5.69639787080642e-05	0.00150928048702552
Depp1	2.42659622135888	6.77873921589262e-05	0.00175722812028816
Exph5	2.11573158279433	8.96918877622238e-05	0.0022238513107182
Bmpr1b	2.57535556731802	0.000186774053940795	0.00416829930763463
Meiob	2.19349786667158	0.000232547903643319	0.00496145742735642
Gm10175	7.16242037341856	0.000305817598030274	0.00614493808528909
Gm15074	2.17039763171302	0.000400053980618557	0.00760176608953291
Kng2	2.02650144902762	0.000742816503629761	0.0123726731372133
Scgb1a1	3.04764393658716	0.000879475747290514	0.0142125775728806
Pla1a	2.19476472845093	0.00121860533405434	0.0182318720563113
Galnt6	3.48289181111947	0.00195157919153967	0.0263440067881652
Mrap	2.68541613846023	0.00238322087281432	0.0307323547300209
Adamts16	2.88361952182568	0.00291701889339656	0.0358700445250589
Alkal2	2.13196717433674	0.00310634313201871	0.0375098752549965
Prom1	3.89264986273925	0.00334222652273692	0.0394386191336527
