>Log2FC2, padj<0.05	log2FoldChange	pvalue	padj
Gdpd2	2.66163604119159	0.000335351406481075	0.00855326977127827
Gm29331	3.43604741897955	0.000336380043515216	0.00856397281736058
Mgarp	2.8932657861234	0.000338851066808784	0.00859806281548435
Gm37101	2.12293453255299	0.000368915081759441	0.00920157970400681
Gm32569	2.13589422958017	0.000373398491350626	0.00927836207624359
Zswim5	3.95746094298924	0.000379502753846619	0.0093992932055968
Gm8210	12.8678741001078	0.000382076097474777	0.00943227080938274
Gm6733	4.71099697407232	0.000390647236803363	0.00954050154105191
Brinp3	5.09641524976815	0.000404901757018179	0.00979875637111337
Hamp2	6.55479322327884	0.000405092096093601	0.00979875637111337
Gm12426	2.86478054287251	0.000407731559903381	0.00985214350366749
Tub	3.23639290451912	0.000414855934681118	0.00996091393850787
Tmem132d	2.11133800381799	0.000427799327877127	0.0102052783448218
Gm42838	3.42802210567693	0.000435523641543974	0.0103373351002302
Fzd10	2.93023846137605	0.000439189910627644	0.0104135081202513
Ccdc106	3.07623106107731	0.000454038521779467	0.0107098568915807
Egfem1	3.8858412055266	0.000463632105377345	0.0108998761054611
Ccdc85a	2.39051874082803	0.000467083351064771	0.0109382952079773
Gm28800	3.27629507060584	0.000476182263928297	0.0111170994527358
Serpini1	2.04113610456964	0.000476703507374215	0.0111178772968566
Cxcl11	3.73521406133894	0.000481843577659281	0.0111691635407369
Zfp82	2.05280309792704	0.000481184611580819	0.0111691635407369
Gml2	4.00718987715839	0.000487406785779303	0.0112409423287117
Arhgap25	2.93470629629809	0.00050060413565773	0.0114296250852676
Gm10800	3.25527554952766	0.000525970768217595	0.0118527865531619
Olfr1416	2.38957385787597	0.000537621519728092	0.0120178114188863
Pde1c	3.72420758425228	0.00054154309364913	0.0120386350555015
Gm8369	2.84816938085016	0.000554431352607296	0.0122534168773131
Adcy8	4.3264728875288	0.000562375324133469	0.0123602578086515
Cdh12	2.76633398090442	0.000572200084426274	0.0125006242797096
Mat1a	5.94944694797325	0.000599093347103161	0.0129515569327255
Arfgef3	2.58161885734875	0.000617808255528449	0.013193419784884
Gm45250	2.82057582196407	0.000646139680379334	0.01365764263184
Lrmp	5.05082723668725	0.000647488858572002	0.0136635997041333
Arhgdig	2.1422296897379	0.000653622389066469	0.0137520219365361
Pcdhb3	2.73541723716772	0.000661679203824831	0.0138703057390548
Rab9b	2.61571703117991	0.000669875585878871	0.0139650366878646
Gm15418	2.70185749059682	0.000675849040268121	0.0140766875973943
Gm48343	2.86453793740531	0.000701084840342858	0.014509463371528
Il31ra	2.10588155405794	0.000704963624213212	0.0145563286293953
Krt76	2.12384583429035	0.000718141644895847	0.0147419599284656
Gm17430	2.82071081831796	0.000747987794551818	0.0151768921519659
Reg3b	7.29498851168557	0.000754810569770286	0.0152881010158095
Pah	4.9204088074271	0.000768983374474626	0.0154297339439527
Gm128	3.31649859181624	0.000792774937275558	0.0157765674417125
Gap43	2.27522613836964	0.00080322356564285	0.0158873716725156
Cwh43	6.07277162936241	0.000831748473371127	0.0162401205777502
Gm28320	2.0351166577507	0.000829098863325551	0.0162401205777502
Gm22613	3.52253820821018	0.000880062699712635	0.0169654049709409
Slc5a2	4.65171421277637	0.000919679990312106	0.0175362579575328
Sectm1a	3.05495529630377	0.00095174793598532	0.0179632294331298
Mup3	8.70734522242161	0.000954322143607719	0.0179799763808908
Lypd6b	2.09522856110349	0.000960520751282334	0.0180730188593883
Cpa4	2.75504735384394	0.000989491397209965	0.0184505327142604
Gucy2e	2.22902011382474	0.00102640694321619	0.019045365316062
Muc1	2.16406932683148	0.00103301211764891	0.0191326796788842
Gm23045	2.35254245775277	0.00104359492484593	0.0192389595125723
Gm44763	2.47284250276932	0.00108946797854018	0.0198042770112584
Ambp	5.60814873557141	0.00111248773896443	0.0201663847414824
Cabp2	7.47646405060823	0.0011472253236795	0.0206482434639502
Ncam2	2.47392561051513	0.00115607636312288	0.0207747287146041
Wfdc12	2.76488648897748	0.0011823417098614	0.0211300691771779
Gm48655	2.28855524731605	0.00119762044337243	0.0213028723049838
Stra6l	2.74353275742471	0.00122799347900935	0.0216907437307806
Gm37385	9.13738291189827	0.00126348617380625	0.0222143487317509
Fgf21	2.43883245674043	0.00131978591896044	0.0229144351499732
Sytl3	2.123711408012	0.00132040083173505	0.0229144351499732
E230020D15Rik	2.03351732644738	0.00133693521061859	0.0230958345027712
Gc	4.47443075946727	0.00136083040281484	0.0233070317950729
Gm47087	2.41850469966577	0.00138461211551282	0.0235509916033185
Krt20	2.42171613686078	0.00142789862321398	0.0240534715419311
Gm10109	4.97007854731411	0.00144097898180273	0.0241605202938609
Gm47584	3.60124175968863	0.00144827846594012	0.0242650537683173
Gm48508	2.03187250533111	0.00148630519577773	0.0247137237098244
Hapln4	3.32930100284033	0.00151149594934452	0.0249934301173906
Isx	2.89489377576045	0.0015293459939147	0.0251971640038614
Unc13c	2.28890086125911	0.00155342702463362	0.0254101853433609
Gm13179	2.84866935691441	0.00165720055884722	0.026705072089033
Gdap1l1	2.04108179770289	0.00169010323423152	0.0270440254882018
Plppr4	2.13289010245108	0.00170175211692399	0.027154148274671
Kcnip1	2.97736205608615	0.00170955641757618	0.0272214902382186
Zfp750	3.00992837284517	0.00180714993617956	0.0282232477352895
9130204K15Rik	2.70675287555465	0.00187074983570813	0.0289978950724119
Gm2065	3.11751010497927	0.00190060648532932	0.0293807458444464
1810053B23Rik	5.42650284038194	0.00192815269280416	0.0296456729137892
Il1b	4.20251299059192	0.00205842472380558	0.0311236003693656
Pgm5	2.08891501592548	0.00207599625422169	0.031324794803285
Gm10400	3.30256627078808	0.00208479790654327	0.0313559109561023
Gm43507	3.54538747641466	0.00210535765587605	0.0315609733860471
Gm43708	3.39455115894701	0.00214405993103585	0.0319336381805585
Cdhr5	3.25654151444042	0.00214872698458499	0.031958807487437
Pidd1	2.26275348579059	0.00215381500260734	0.0319927175028754
Serpina1b	4.8826797435276	0.00222469290637618	0.0328315107284247
2410012E07Rik	5.37670966398947	0.0023371555424926	0.0339200166823162
P2ry14	2.21601541940281	0.00234023610721993	0.033943106262962
Gm45698	2.13036406013624	0.00237640235715414	0.0344019721157016
D630029K05Rik	2.36244824369598	0.00238177595429719	0.0344578710442005
Krt15	2.51463587382306	0.00239167857663222	0.0345353536420417
Gprin1	2.53527162242951	0.00244394809391535	0.0349578162385154
Gldn	2.45374579991994	0.00254743539040004	0.0360679800796728
Rps2-ps9	2.79076240991266	0.00258540618580453	0.0364122757400828
Gm47123	6.34860672599252	0.00266858697172489	0.0372132330096226
Gm42971	4.13824183678675	0.0027125871448165	0.0376196047971934
Scn4b	2.64558858590292	0.00273453368771855	0.0378089105633221
Zfa-ps	4.61078862188638	0.0027545394340228	0.0379933023871934
Gm45290	2.2714803272843	0.00279688708262252	0.0384313203266773
Gm37629	2.15810231302028	0.00287250488486761	0.0390763560039363
Gm47770	2.56630707031999	0.00298120819920441	0.0400057774011022
Mpz	4.90263483754177	0.00297733411675702	0.0400057774011022
Kcnc2	3.18926888709305	0.00298708616141275	0.0400374972199712
Gm37040	2.0657607080597	0.0030269053607792	0.0404759774358655
Chrna10	2.24236749315883	0.00307745910885045	0.0408793075783427
1110025M09Rik	2.34462868128278	0.00308119602211452	0.0408900014909152
S100a8	4.92773917786509	0.00320514157026677	0.0420451098561304
Kera	4.34600937079154	0.00326271170572424	0.0426040968060931
Gm15518	3.46167651854672	0.00330250143356286	0.0428779473875574
Kcnh2	3.16214772104897	0.00331543454627217	0.0429387654490966
P2rx1	3.95923903403559	0.00336535253093453	0.0433236851807199
S100a9	5.86164396362316	0.00339583914128753	0.043568463216992
Hspd1-ps3	2.35184847969508	0.00350746221371951	0.0444967531844859
Muc13	3.26206689472649	0.00366221143221123	0.0457997528509138
Map3k21	3.01090875544004	0.00368701472597326	0.0459837534461011
Cacna1e	3.42575701628228	0.00386666782000854	0.047470847492842
Cacna1d	2.43258229310652	0.00397377293532694	0.0483768928330638
Gm48872	2.32713540834158	0.00399788236230214	0.048543856748898
Gm45848	2.54772328031368	0.00401892381455188	0.0486591984790771
Calr4	3.1685890754497	0.00408216917853395	0.0490740616744699
Rfx8	2.04099979567058	0.00412227378498986	0.049410905031446
Gm37011	3.47106891200102	0.00418756029837646	0.0498785932874051
