>Log2FC2, padj<0.05	log2FoldChange	pvalue	padj
Duoxa1	2.91336937974506	3.02886190680904e-12	3.18044458103921e-10
Apod	3.02262625188066	3.43241459180648e-12	3.58766049949094e-10
Musk	2.49121270256595	7.10781799059972e-12	6.86265850566971e-10
Thbs4	5.80307619007799	7.66128746131138e-12	7.33487798711937e-10
Osr2	2.37207017513531	1.30282454190112e-11	1.18744640047036e-09
Lgi1	3.48646534926737	1.3666475279593e-11	1.23573137190796e-09
Nipal2	2.03067523102617	1.38372528920871e-11	1.24622784347469e-09
Prkg2	3.74611667657691	3.53667598390775e-11	3.02957514922263e-09
Tbx15	4.8784942232485	5.16783375124184e-11	4.29760072466411e-09
Tmeff2	2.30894441657572	2.86161761272575e-10	2.11916006934678e-08
Dpp4	2.49517992800474	4.05651908838929e-10	2.91583103937029e-08
Bmp5	2.72745965049109	4.38402955208597e-10	3.11197811133429e-08
Aif1l	2.92742024103813	4.65905242795345e-10	3.27657927849837e-08
Mmp3	2.15637610273112	5.61192567593912e-10	3.88672761252124e-08
Creb3l3	2.304027368182	6.49418071005103e-10	4.47058615284661e-08
Lgi3	2.25929129745824	7.6199035010739e-10	5.16747384450803e-08
Wnt2	2.06825889094525	1.20543143726707e-09	7.96289391761827e-08
Car8	2.34992735028921	1.33694691643487e-09	8.70390641082427e-08
Il1rl1	3.97580965499265	3.1108565409883e-09	1.88911827493577e-07
Bco2	2.90516365027828	3.321698527168e-09	1.99179533263289e-07
Akr1c18	5.14346841350285	5.17371324679697e-09	3.00607200249986e-07
Amy1	2.67617437551619	7.11069395945533e-09	4.04050555012841e-07
Krt80	2.44355850697416	1.00472031989762e-08	5.4638561358442e-07
Gm15387	11.1251845498902	1.36696032866551e-08	7.29451008172656e-07
Pcdh20	3.22126699294258	1.65946404298031e-08	8.7326899961546e-07
Ace	2.16993646909959	4.77335640958261e-08	2.24722518902375e-06
AI606473	3.8219153853933	4.92757706165335e-08	2.31028335240397e-06
Plin4	4.11809299752355	6.67209864232608e-08	3.05282007357514e-06
Cthrc1	2.22492168740386	7.75407635849536e-08	3.4917862431754e-06
Fam167a	2.74721957595548	1.00020910446011e-07	4.3576987866593e-06
Hmcn2	2.66537405631434	1.43769833595047e-07	6.04416868689434e-06
Exph5	2.81001073995777	1.47817184375458e-07	6.18011442785172e-06
Acta1	4.83157096980778	1.48546229045235e-07	6.19922046707826e-06
Cadm3	2.39775461357704	1.58128053918353e-07	6.53921204461632e-06
Irf4	2.98234019042505	3.03354172097134e-07	1.17755164657671e-05
Myl1	3.18442569204438	3.23709826027475e-07	1.25230086517183e-05
Akr1c14	2.45056015273038	3.48084750739251e-07	1.34431510683806e-05
Dhrs9	2.03541104022858	5.97135427751084e-07	2.20167117422916e-05
Cyp3a13	2.48421256681577	6.55325696209616e-07	2.37396682254886e-05
Gfra1	3.7263962183535	6.78762956904648e-07	2.4510765033327e-05
Krtdap	3.62192550915207	7.98960599141163e-07	2.86243965597965e-05
Fam184a	2.1772267370377	9.1677627453436e-07	3.22191399369567e-05
Ckm	2.63313008090991	9.61305478493548e-07	3.33907113307225e-05
Tbx18	2.07760368673119	1.09484443519489e-06	3.75144741358658e-05
Mme	2.35392135936697	1.27598676084559e-06	4.28829414935512e-05
Gm765	2.97862253489562	1.30768586465087e-06	4.37108686452572e-05
Uchl1	2.10103134164292	2.24568703173904e-06	6.9619353340416e-05
Igsf1	3.49073818051158	2.44506741182348e-06	7.50853181210375e-05
Scin	2.03650205982932	2.67533184699906e-06	8.14974752215515e-05
Evi2a	2.25297782829022	3.13043425487201e-06	9.37320301333952e-05
Crispld1	2.11158286960184	3.6770809117974e-06	0.000106733714211739
Cd36	2.69388089350906	4.55729970725381e-06	0.000127885013706263
Gm4202	8.31048439801681	4.59657191106094e-06	0.000128670132144268
AI427809	2.15349641610577	5.48996592248761e-06	0.00015071610061422
Mab21l1	4.08083950318928	6.21741140968627e-06	0.00016865468616799
Gap43	2.76903556121886	6.43823973331875e-06	0.000173817216307347
Fabp4	2.36223225833453	1.6426980468791e-05	0.000393177706892722
Olfm2	3.19758137730964	1.73368830138981e-05	0.000409366027310552
Pi16	2.09167154936048	1.9881682405098e-05	0.000463688859040494
Sox11	2.01492526198963	2.64516654679183e-05	0.000597944096579352
Ret	2.55050030732256	4.09310760230907e-05	0.000879034399870071
Bcat1	2.04646917590196	4.67518446975947e-05	0.000992812239775762
Cxcl13	2.36864343412555	0.000113460295293144	0.00214192733102699
Duox1	3.02191672120074	0.000136255872909407	0.00249804697380787
Gm20388	10.8125074055284	0.000139256380339249	0.00254458370682449
Ackr2	2.05333942932667	0.000187551892234097	0.00327475664095489
Gm43519	2.09450772699525	0.000202627523362843	0.0034876088624526
Gm15074	2.27518478620992	0.000204114042406744	0.0035053575718945
Lypd1	2.19178508771729	0.00028025530368897	0.00456461568967611
Cyp4b1	2.51955005039863	0.000286307244225853	0.00463337845662663
Shox2	3.63436740324035	0.000425831106439752	0.00648595427228355
Ccl8	3.0839043307969	0.000461246075911072	0.00694184483864576
Efhd1	2.4299554825777	0.000860244461010276	0.0118581550445131
Has1	2.09828055107462	0.000869496994644338	0.011963984613506
Tnnc2	5.55975674942158	0.000945073377636054	0.0127448654525253
Ighv11-2	7.48039306503426	0.00203330975839206	0.0237623870748582
Ptx3	2.31680897495305	0.0021044629831175	0.0244156280719528
Krt23	2.27695414530937	0.00220033551869713	0.0253857443691305
Rnf112	2.20690558404821	0.00222235333087565	0.0255750217158245
Krt20	2.09492073213937	0.00244380270499825	0.0275865764099185
Mup3	7.3130633937503	0.00250787987604092	0.0281638988937744
Lrrc15	3.13211261214046	0.00262901038327333	0.0291760360158842
Itgb6	2.2802737858924	0.00463972048393437	0.0449552483441816
