cell_type	gene	count_eye1	count_eye2	cpm_eye1	cpm_eye2	log2fc_eye1_minus_eye2
microglial cell	PSMB8	4.0	1.0	3.9549022496472723	1.1875892176399752	1.4004300011730983
microglial cell	PSMB9	0.0	1.0	0.0	1.1875892176399752	-1.7549637750193736
microglial cell	PTGS2	1.0	1.0	0.9887255624118181	1.1875892176399752	-0.1808859487278988
microglial cell	RELB	1.0	0.0	0.9887255624118181	0.0	1.5740778262914747
microglial cell	RSAD2	4.0	1.0	3.9549022496472723	1.1875892176399752	1.4004300011730983
microglial cell	S100A8	0.0	1.0	0.0	1.1875892176399752	-1.7549637750193736
microglial cell	S100A9	0.0	0.0	0.0	0.0	0.0
microglial cell	SELE	1.0	0.0	0.9887255624118181	0.0	1.5740778262914747
microglial cell	SERPINA3	1.0	3.0	0.9887255624118181	3.5627676529199257	-1.448385033831276
microglial cell	SOCS3	0.0	0.0	0.0	0.0	0.0
microglial cell	STAT1	45.0	30.0	44.49265030853181	35.627676529199256	0.3165848778538849
microglial cell	STAT2	31.0	21.0	30.650492434766356	24.93937357043948	0.29219182436744423
microglial cell	TAP1	1.0	2.0	0.9887255624118181	2.3751784352799503	-0.9495736670543313
microglial cell	TNFAIP3	3.0	0.0	2.9661766872354542	0.0	2.7933451972855603
microglial cell	VCAM1	0.0	0.0	0.0	0.0	0.0
RPE cell	B2M	4.0	3.0	29.220968967330958	21.33667133702695	0.4447281951346433
RPE cell	BST2	0.0	0.0	0.0	0.0	0.0
RPE cell	C3	0.0	0.0	0.0	0.0	0.0
RPE cell	CCL2	0.0	0.0	0.0	0.0	0.0
RPE cell	CD44	0.0	0.0	0.0	0.0	0.0
RPE cell	CFB	0.0	0.0	0.0	0.0	0.0
RPE cell	CHI3L1	0.0	0.0	0.0	0.0	0.0
RPE cell	CTSS	0.0	0.0	0.0	0.0	0.0
RPE cell	CXCL10	0.0	0.0	0.0	0.0	0.0
RPE cell	CXCL2	0.0	0.0	0.0	0.0	0.0
RPE cell	CXCL8	0.0	0.0	0.0	0.0	0.0
RPE cell	FOS	4.0	3.0	29.220968967330958	21.33667133702695	0.4447281951346433
RPE cell	FOSB	0.0	0.0	0.0	0.0	0.0
RPE cell	GBP1	0.0	0.0	0.0	0.0	0.0
RPE cell	GBP2	0.0	0.0	0.0	0.0	0.0
RPE cell	HLA-DRA	0.0	1.0	0.0	7.112223779008983	-3.928317973608924
RPE cell	HLA-DRB1	0.0	0.0	0.0	0.0	0.0
RPE cell	ICAM1	0.0	0.0	0.0	0.0	0.0
RPE cell	IER3	0.0	0.0	0.0	0.0	0.0
RPE cell	IFI44L	0.0	0.0	0.0	0.0	0.0
RPE cell	IFI6	2.0	1.0	14.610484483665479	7.112223779008983	0.9891600392911828
RPE cell	IFIT1	1.0	2.0	7.305242241832739	14.224447558017966	-0.9156981938571422
RPE cell	IFIT2	0.0	3.0	0.0	21.33667133702695	-5.448681051348449
RPE cell	IFIT3	2.0	0.0	14.610484483665479	0.0	4.917478012900107
RPE cell	IL1B	0.0	0.0	0.0	0.0	0.0
RPE cell	IL6	0.0	0.0	0.0	0.0	0.0
RPE cell	IRF7	0.0	0.0	0.0	0.0	0.0
RPE cell	IRF9	2.0	5.0	14.610484483665479	35.56111889504491	-1.254894243019558
RPE cell	ISG15	1.0	0.0	7.305242241832739	0.0	3.9644434080734623
RPE cell	JUNB	6.0	3.0	43.83145345099644	21.33667133702695	1.021577707015926
RPE cell	LGALS3	5.0	1.0	36.52621120916369	7.112223779008983	2.282157051306346
RPE cell	MX1	1.0	0.0	7.305242241832739	0.0	3.9644434080734623
RPE cell	NFKBIA	1.0	1.0	7.305242241832739	7.112223779008983	0.03612543446453854
RPE cell	OAS1	0.0	0.0	0.0	0.0	0.0
RPE cell	OAS2	0.0	0.0	0.0	0.0	0.0
RPE cell	OAS3	0.0	0.0	0.0	0.0	0.0
RPE cell	PSMB8	0.0	0.0	0.0	0.0	0.0
RPE cell	PSMB9	1.0	0.0	7.305242241832739	0.0	3.9644434080734623
RPE cell	PTGS2	0.0	0.0	0.0	0.0	0.0
RPE cell	RELB	0.0	0.0	0.0	0.0	0.0
RPE cell	RSAD2	3.0	0.0	21.91572672549822	0.0	5.4864393676989724
RPE cell	S100A8	0.0	0.0	0.0	0.0	0.0
RPE cell	S100A9	0.0	0.0	0.0	0.0	0.0
RPE cell	SELE	0.0	1.0	0.0	7.112223779008983	-3.928317973608924
RPE cell	SERPINA3	0.0	0.0	0.0	0.0	0.0
RPE cell	SOCS3	0.0	0.0	0.0	0.0	0.0
RPE cell	STAT1	3.0	6.0	21.91572672549822	42.6733426740539	-0.9456295242404285
RPE cell	STAT2	7.0	1.0	51.13669569282918	7.112223779008983	2.7620068047257744
RPE cell	TAP1	0.0	0.0	0.0	0.0	0.0
RPE cell	TNFAIP3	0.0	0.0	0.0	0.0	0.0
RPE cell	VCAM1	0.0	0.0	0.0	0.0	0.0
cone cell	B2M	40.0	26.0	19.51048200645797	14.42204220555182	0.42331092494776756
cone cell	BST2	0.0	1.0	0.0	0.5546939309827623	-1.0768243938922204
cone cell	C3	3.0	5.0	1.4632861504843477	2.7734696549138116	-0.7375501431411344
cone cell	CCL2	0.0	0.0	0.0	0.0	0.0
cone cell	CD44	1.0	2.0	0.48776205016144925	1.1093878619655246	-0.7042766104927413
cone cell	CFB	0.0	0.0	0.0	0.0	0.0
cone cell	CHI3L1	1.0	1.0	0.48776205016144925	0.5546939309827623	-0.09458894737200797
cone cell	CTSS	23.0	25.0	11.218527153713332	13.867348274569059	-0.2940025581343945
cone cell	CXCL10	0.0	0.0	0.0	0.0	0.0
cone cell	CXCL2	0.0	0.0	0.0	0.0	0.0
cone cell	CXCL8	0.0	0.0	0.0	0.0	0.0
cone cell	FOS	20.0	21.0	9.755241003228985	11.648572550638008	-0.24442541179942473
cone cell	FOSB	1.0	2.0	0.48776205016144925	1.1093878619655246	-0.7042766104927413
cone cell	GBP1	1.0	0.0	0.48776205016144925	0.0	0.9822354465202126
cone cell	GBP2	0.0	0.0	0.0	0.0	0.0
cone cell	HLA-DRA	4.0	6.0	1.951048200645797	3.328163585896574	-0.6432536251484827
cone cell	HLA-DRB1	2.0	1.0	0.9755241003228985	0.5546939309827623	0.4844030911829361
cone cell	ICAM1	0.0	0.0	0.0	0.0	0.0
cone cell	IER3	3.0	6.0	1.4632861504843477	3.328163585896574	-0.963382018636672
cone cell	IFI44L	0.0	0.0	0.0	0.0	0.0
cone cell	IFI6	30.0	21.0	14.632861504843477	11.648572550638008	0.3168980075505225
cone cell	IFIT1	42.0	21.0	20.48600610678087	11.648572550638008	0.7886408222085997
cone cell	IFIT2	0.0	0.0	0.0	0.0	0.0
cone cell	IFIT3	0.0	0.0	0.0	0.0	0.0
cone cell	IL1B	0.0	0.0	0.0	0.0	0.0
cone cell	IL6	0.0	0.0	0.0	0.0	0.0
cone cell	IRF7	3.0	7.0	1.4632861504843477	3.8828575168793362	-1.1586013167322826
cone cell	IRF9	6.0	5.0	2.9265723009686955	2.7734696549138116	0.06594552311367717
cone cell	ISG15	1.0	2.0	0.48776205016144925	1.1093878619655246	-0.7042766104927413
cone cell	JUNB	51.0	38.0	24.87586455823391	21.07836937734497	0.23387112775983634
cone cell	LGALS3	20.0	31.0	9.755241003228985	17.195511860465633	-0.7870220975085621
cone cell	MX1	1.0	0.0	0.48776205016144925	0.0	0.9822354465202126
cone cell	NFKBIA	13.0	7.0	6.34090665209884	3.8828575168793362	0.6423157650093866
cone cell	OAS1	0.0	0.0	0.0	0.0	0.0
cone cell	OAS2	0.0	0.0	0.0	0.0	0.0
cone cell	OAS3	1.0	0.0	0.48776205016144925	0.0	0.9822354465202126
cone cell	PSMB8	0.0	0.0	0.0	0.0	0.0
cone cell	PSMB9	1.0	1.0	0.48776205016144925	0.5546939309827623	-0.09458894737200797
cone cell	PTGS2	0.0	1.0	0.0	0.5546939309827623	-1.0768243938922204
cone cell	RELB	1.0	0.0	0.48776205016144925	0.0	0.9822354465202126
cone cell	RSAD2	1.0	0.0	0.48776205016144925	0.0	0.9822354465202126
cone cell	S100A8	0.0	1.0	0.0	0.5546939309827623	-1.0768243938922204
cone cell	S100A9	1.0	0.0	0.48776205016144925	0.0	0.9822354465202126
cone cell	SELE	0.0	0.0	0.0	0.0	0.0
cone cell	SERPINA3	2.0	8.0	0.9755241003228985	4.4375514478620985	-1.7425682956465172
cone cell	SOCS3	0.0	0.0	0.0	0.0	0.0
cone cell	STAT1	38.0	46.0	18.53495790613507	25.51592082520707	-0.4507433924174405
cone cell	STAT2	44.0	36.0	21.461530207103767	19.968981515379443	0.10153926078490574
cone cell	TAP1	2.0	3.0	0.9755241003228985	1.664081792948287	-0.5525275427637198
cone cell	TNFAIP3	44.0	39.0	21.461530207103767	21.63306330832773	-0.011224559887608383
cone cell	VCAM1	0.0	0.0	0.0	0.0	0.0
rod cell	B2M	396.0	486.0	24.63236812601422	30.786650224314958	-0.31600058424579447
rod cell	BST2	8.0	4.0	0.49762359850533777	0.253388067689835	0.4051024083411605
rod cell	C3	60.0	48.0	3.732176988790033	3.04065681227802	0.2573829485367871
rod cell	CCL2	4.0	4.0	0.24881179925266889	0.253388067689835	-0.008790015695087167
rod cell	CD44	19.0	19.0	1.181856046450177	1.2035933215267163	-0.018526751704900507
rod cell	CFB	7.0	2.0	0.4354206486921705	0.1266940338449175	0.5778540168224273
rod cell	CHI3L1	19.0	38.0	1.181856046450177	2.4071866430534326	-0.7895694686839129
rod cell	CTSS	185.0	120.0	11.507545715435937	7.60164203069505	0.5676550548751814
rod cell	CXCL10	0.0	1.0	0.0	0.06334701692245875	-0.17209578899295808
rod cell	CXCL2	1.0	5.0	0.06220294981316722	0.31673508461229377	-0.5387771797136014
rod cell	CXCL8	0.0	1.0	0.0	0.06334701692245875	-0.17209578899295808
rod cell	FOS	253.0	335.0	15.737346302731305	21.221250669023686	-0.41979130354745126
rod cell	FOSB	6.0	4.0	0.3732176988790033	0.253388067689835	0.21294818822359743
rod cell	GBP1	3.0	7.0	0.18660884943950165	0.4434291184572113	-0.45842567783828697
rod cell	GBP2	6.0	5.0	0.3732176988790033	0.31673508461229377	0.09647316889467578
rod cell	HLA-DRA	32.0	49.0	1.990494394021351	3.104003829200479	-0.5331683804147114
rod cell	HLA-DRB1	13.0	30.0	0.8086383475711738	1.9004105076737625	-0.8752146979875371
rod cell	ICAM1	20.0	22.0	1.2440589962633444	1.3936343722940927	-0.11870895552547862
rod cell	IER3	15.0	26.0	0.9330442471975082	1.6470224399839275	-0.5832541143905964
rod cell	IFI44L	0.0	0.0	0.0	0.0	0.0
rod cell	IFI6	87.0	87.0	5.411656633745548	5.511190472253912	-0.024088258437336727
rod cell	IFIT1	64.0	64.0	3.980988788042702	4.05420908303736	-0.023383410198590665
rod cell	IFIT2	6.0	10.0	0.3732176988790033	0.6334701692245875	-0.37633314548212754
rod cell	IFIT3	14.0	7.0	0.870841297384341	0.4434291184572113	0.5390755249323036
rod cell	IL1B	1.0	1.0	0.06220294981316722	0.06334701692245875	-0.002932860489949016
rod cell	IL6	0.0	0.0	0.0	0.0	0.0
rod cell	IRF7	60.0	97.0	3.732176988790033	6.144660641478499	-0.6507955576080171
rod cell	IRF9	106.0	144.0	6.593512680195725	9.121970436834062	-0.4398321453503856
rod cell	ISG15	5.0	6.0	0.3110147490658361	0.3800821015347525	-0.11790996543012094
rod cell	JUNB	561.0	852.0	34.89585484518681	53.97165841793486	-0.621925373072106
rod cell	LGALS3	175.0	339.0	10.885516217304263	21.474638736713516	-0.9486397431453004
rod cell	MX1	5.0	4.0	0.3110147490658361	0.253388067689835	0.1063349676720031
rod cell	NFKBIA	113.0	117.0	7.028933328887896	7.411600979927674	-0.07152418214734395
rod cell	OAS1	0.0	2.0	0.0	0.1266940338449175	-0.3258331637832196
rod cell	OAS2	1.0	0.0	0.06220294981316722	0.0	0.16916292850300912
rod cell	OAS3	0.0	0.0	0.0	0.0	0.0
rod cell	PSMB8	26.0	20.0	1.6172766951423476	1.266940338449175	0.2609564920230511
rod cell	PSMB9	33.0	29.0	2.052697343834518	1.837063490751304	0.12732556903741538
rod cell	PTGS2	0.0	0.0	0.0	0.0	0.0
rod cell	RELB	4.0	11.0	0.24881179925266889	0.6968171861470464	-0.67652772421702
rod cell	RSAD2	19.0	13.0	1.181856046450177	0.8235112199919637	0.34568380236313007
rod cell	S100A8	6.0	6.0	0.3732176988790033	0.3800821015347525	-0.01129674487852667
rod cell	S100A9	18.0	11.0	1.11965309663701	0.6968171861470464	0.4364820469629241
rod cell	SELE	1.0	0.0	0.06220294981316722	0.0	0.16916292850300912
rod cell	SERPINA3	15.0	43.0	0.9330442471975082	2.7239217276657266	-1.1697335621959182
rod cell	SOCS3	6.0	25.0	0.3732176988790033	1.583675423061469	-1.2547172874490453
rod cell	STAT1	791.0	913.0	49.20253330221527	57.83582645020484	-0.231062787675165
rod cell	STAT2	491.0	512.0	30.541648358265103	32.43367266429888	-0.08535823708621194
rod cell	TAP1	24.0	43.0	1.4928707955160132	2.7239217276657266	-0.6939685392020284
rod cell	TNFAIP3	353.0	318.0	21.95764128404803	20.14435138134188	0.1214593184595719
rod cell	VCAM1	0.0	0.0	0.0	0.0	0.0
horizontal cell	B2M	14.0	24.0	14.002702521586667	20.473396101353547	-0.532238721817009
horizontal cell	BST2	2.0	2.0	2.000386074512381	1.7061163417794623	0.1806419978802765
horizontal cell	C3	0.0	0.0	0.0	0.0	0.0
horizontal cell	CCL2	0.0	1.0	0.0	0.8530581708897311	-1.4362238652199204
horizontal cell	CD44	3.0	2.0	3.0005791117685714	1.7061163417794623	0.6660847364422664
horizontal cell	CFB	2.0	0.0	2.000386074512381	0.0	2.3221508727998006
horizontal cell	CHI3L1	0.0	2.0	0.0	1.7061163417794623	-2.141508874919524
horizontal cell	CTSS	3.0	4.0	3.0005791117685714	3.4122326835589245	-0.16039856706577568
horizontal cell	CXCL10	0.0	0.0	0.0	0.0	0.0
horizontal cell	CXCL2	0.0	0.0	0.0	0.0	0.0
horizontal cell	CXCL8	0.0	0.0	0.0	0.0	0.0
horizontal cell	FOS	17.0	39.0	17.003281633355236	33.26926866469951	-0.948085501864065
horizontal cell	FOSB	0.0	1.0	0.0	0.8530581708897311	-1.4362238652199204
horizontal cell	GBP1	0.0	0.0	0.0	0.0	0.0
horizontal cell	GBP2	0.0	0.0	0.0	0.0	0.0
horizontal cell	HLA-DRA	3.0	4.0	3.0005791117685714	3.4122326835589245	-0.16039856706577568
horizontal cell	HLA-DRB1	1.0	1.0	1.0001930372561905	0.8530581708897311	0.14892428615047
horizontal cell	ICAM1	0.0	1.0	0.0	0.8530581708897311	-1.4362238652199204
horizontal cell	IER3	0.0	1.0	0.0	0.8530581708897311	-1.4362238652199204
horizontal cell	IFI44L	2.0	0.0	2.000386074512381	0.0	2.3221508727998006
horizontal cell	IFI6	70.0	75.0	70.01351260793334	63.97936281672983	0.12906226250906694
horizontal cell	IFIT1	23.0	19.0	23.00443985689238	16.208105246904893	0.49238516313736647
horizontal cell	IFIT2	8.0	2.0	8.001544298049524	1.7061163417794623	1.946216054421729
horizontal cell	IFIT3	21.0	16.0	21.004053782379998	13.648930734235698	0.6039156219193477
horizontal cell	IL1B	0.0	0.0	0.0	0.0	0.0
horizontal cell	IL6	0.0	0.0	0.0	0.0	0.0
horizontal cell	IRF7	2.0	2.0	2.000386074512381	1.7061163417794623	0.1806419978802765
horizontal cell	IRF9	10.0	8.0	10.001930372561905	6.824465367117849	0.5198591735821873
horizontal cell	ISG15	1.0	1.0	1.0001930372561905	0.8530581708897311	0.14892428615047
horizontal cell	JUNB	55.0	122.0	55.01061704909048	104.0730968485472	-0.9136761071404961
horizontal cell	LGALS3	9.0	19.0	9.001737335305714	16.208105246904893	-0.8142849056449564
horizontal cell	MX1	12.0	0.0	12.002316447074286	0.0	4.644123519141841
horizontal cell	NFKBIA	40.0	40.0	40.00772149024762	34.12232683558925	0.2264942514384682
horizontal cell	OAS1	0.0	0.0	0.0	0.0	0.0
horizontal cell	OAS2	1.0	1.0	1.0001930372561905	0.8530581708897311	0.14892428615047
horizontal cell	OAS3	0.0	1.0	0.0	0.8530581708897311	-1.4362238652199204
horizontal cell	PSMB8	3.0	2.0	3.0005791117685714	1.7061163417794623	0.6660847364422664
horizontal cell	PSMB9	0.0	1.0	0.0	0.8530581708897311	-1.4362238652199204
horizontal cell	PTGS2	0.0	0.0	0.0	0.0	0.0
horizontal cell	RELB	0.0	0.0	0.0	0.0	0.0
horizontal cell	RSAD2	5.0	3.0	5.000965186280952	2.5591745126691934	0.846542363937493
horizontal cell	S100A8	0.0	0.0	0.0	0.0	0.0
horizontal cell	S100A9	1.0	0.0	1.0001930372561905	0.0	1.5851481513703902
horizontal cell	SELE	0.0	0.0	0.0	0.0	0.0
horizontal cell	SERPINA3	1.0	2.0	1.0001930372561905	1.7061163417794623	-0.5563607235491336
horizontal cell	SOCS3	1.0	0.0	1.0001930372561905	0.0	1.5851481513703902
horizontal cell	STAT1	24.0	25.0	24.00463289414857	21.32645427224328	0.16697675156591943
horizontal cell	STAT2	11.0	11.0	11.002123409818095	9.383639879787044	0.21878587132796784
horizontal cell	TAP1	5.0	7.0	5.000965186280952	5.971407196228118	-0.23439468516486078
horizontal cell	TNFAIP3	5.0	5.0	5.000965186280952	4.265290854448656	0.20712049948639633
horizontal cell	VCAM1	0.0	0.0	0.0	0.0	0.0
bipolar cell	B2M	78.0	73.0	26.455753261434737	29.730474917864473	-0.16541041841396345
bipolar cell	BST2	0.0	0.0	0.0	0.0	0.0
bipolar cell	C3	1.0	2.0	0.3391763238645479	0.8145335593935471	-0.6475050936524754
bipolar cell	CCL2	0.0	1.0	0.0	0.40726677969677355	-0.8595987393870577
bipolar cell	CD44	3.0	2.0	1.0175289715936435	0.8145335593935471	0.2071730859417741
bipolar cell	CFB	2.0	1.0	0.6783526477290958	0.40726677969677355	0.37717262235612087
bipolar cell	CHI3L1	0.0	2.0	0.0	0.8145335593935471	-1.3945509737190795
bipolar cell	CTSS	4.0	5.0	1.3567052954581915	2.0363338984838677	-0.44999984070951216
bipolar cell	CXCL10	0.0	0.0	0.0	0.0	0.0
bipolar cell	CXCL2	2.0	2.0	0.6783526477290958	0.8145335593935471	-0.15777961197590076
bipolar cell	CXCL8	0.0	0.0	0.0	0.0	0.0
bipolar cell	FOS	44.0	48.0	14.923758250040107	19.54880542544513	-0.378361934423558
bipolar cell	FOSB	2.0	0.0	0.6783526477290958	0.0	1.2367713617431788
bipolar cell	GBP1	0.0	0.0	0.0	0.0	0.0
bipolar cell	GBP2	1.0	3.0	0.3391763238645479	1.2218003390903207	-1.036871976660711
bipolar cell	HLA-DRA	3.0	5.0	1.0175289715936435	2.0363338984838677	-0.7410206235047863
bipolar cell	HLA-DRB1	3.0	2.0	1.0175289715936435	0.8145335593935471	0.2071730859417741
bipolar cell	ICAM1	5.0	0.0	1.6958816193227395	0.0	2.1348002802905004
bipolar cell	IER3	2.0	4.0	0.6783526477290958	1.6290671187870942	-0.8534500696886264
bipolar cell	IFI44L	0.0	0.0	0.0	0.0	0.0
bipolar cell	IFI6	139.0	72.0	47.14550901717216	29.323208138167697	0.6759047752502299
bipolar cell	IFIT1	37.0	27.0	12.549523982988273	10.996203051812886	0.1828397327649318
bipolar cell	IFIT2	5.0	4.0	1.6958816193227395	1.6290671187870942	0.04457884885869507
bipolar cell	IFIT3	15.0	7.0	5.087644857968218	2.850867457877415	0.7377057057159309
bipolar cell	IL1B	2.0	0.0	0.6783526477290958	0.0	1.2367713617431788
bipolar cell	IL6	0.0	0.0	0.0	0.0	0.0
bipolar cell	IRF7	5.0	3.0	1.6958816193227395	1.2218003390903207	0.3508824235631852
bipolar cell	IRF9	13.0	3.0	4.409292210239123	1.2218003390903207	1.51159718443505
bipolar cell	ISG15	2.0	0.0	0.6783526477290958	0.0	1.2367713617431788
bipolar cell	JUNB	80.0	73.0	27.134105909163832	29.730474917864473	-0.12955370827882814
bipolar cell	LGALS3	43.0	44.0	14.58458192617556	17.919738306658036	-0.28817785258150375
bipolar cell	MX1	14.0	6.0	4.7484685341036705	2.4436006781806414	0.8343145438891286
bipolar cell	NFKBIA	18.0	10.0	6.105173829561862	4.072667796967735	0.530560418077604
bipolar cell	OAS1	0.0	0.0	0.0	0.0	0.0
bipolar cell	OAS2	0.0	0.0	0.0	0.0	0.0
bipolar cell	OAS3	0.0	0.0	0.0	0.0	0.0
bipolar cell	PSMB8	3.0	1.0	1.0175289715936435	0.40726677969677355	0.7421253202737959
bipolar cell	PSMB9	3.0	3.0	1.0175289715936435	1.2218003390903207	-0.1821937970664616
bipolar cell	PTGS2	0.0	0.0	0.0	0.0	0.0
bipolar cell	RELB	1.0	0.0	0.3391763238645479	0.0	0.7470458800666041
bipolar cell	RSAD2	15.0	11.0	5.087644857968218	4.479934576664509	0.1661135390318551
bipolar cell	S100A8	3.0	0.0	1.0175289715936435	0.0	1.6017240596608535
bipolar cell	S100A9	3.0	1.0	1.0175289715936435	0.40726677969677355	0.7421253202737959
bipolar cell	SELE	0.0	0.0	0.0	0.0	0.0
bipolar cell	SERPINA3	6.0	8.0	2.035057943187287	3.2581342375741884	-0.5679978766746244
bipolar cell	SOCS3	3.0	0.0	1.0175289715936435	0.0	1.6017240596608535
bipolar cell	STAT1	83.0	50.0	28.151634880757477	20.363338984838677	0.45764739607905963
bipolar cell	STAT2	77.0	69.0	26.11657693757019	28.10140779907738	-0.10376111675883784
bipolar cell	TAP1	5.0	7.0	1.6958816193227395	2.850867457877415	-0.6097343421979647
bipolar cell	TNFAIP3	7.0	3.0	2.3742342670518353	1.2218003390903207	0.7392597980185385
bipolar cell	VCAM1	0.0	0.0	0.0	0.0	0.0
RGC	B2M	10.0	11.0	35.81610578645005	48.621363343028136	-0.43574109342251105
RGC	BST2	0.0	0.0	0.0	0.0	0.0
RGC	C3	0.0	0.0	0.0	0.0	0.0
RGC	CCL2	0.0	0.0	0.0	0.0	0.0
RGC	CD44	0.0	0.0	0.0	0.0	0.0
RGC	CFB	0.0	0.0	0.0	0.0	0.0
RGC	CHI3L1	2.0	1.0	7.16322115729001	4.420123940275285	0.6392562836653595
RGC	CTSS	3.0	0.0	10.744831735935016	0.0	4.491190168137521
RGC	CXCL10	0.0	0.0	0.0	0.0	0.0
RGC	CXCL2	0.0	0.0	0.0	0.0	0.0
RGC	CXCL8	0.0	0.0	0.0	0.0	0.0
RGC	FOS	7.0	3.0	25.071274050515036	13.260371820825856	0.8940045886745781
RGC	FOSB	2.0	0.0	7.16322115729001	0.0	3.9379509418657226
RGC	GBP1	2.0	0.0	7.16322115729001	0.0	3.9379509418657226
RGC	GBP2	0.0	0.0	0.0	0.0	0.0
RGC	HLA-DRA	0.0	0.0	0.0	0.0	0.0
RGC	HLA-DRB1	1.0	1.0	3.581610578645005	4.420123940275285	-0.2695561149913938
RGC	ICAM1	0.0	1.0	0.0	4.420123940275285	-3.2986946582003633
RGC	IER3	0.0	2.0	0.0	8.84024788055057	-4.22346083808222
RGC	IFI44L	0.0	0.0	0.0	0.0	0.0
RGC	IFI6	8.0	8.0	28.65288462916004	35.36099152220228	-0.2987767351498264
RGC	IFIT1	4.0	5.0	14.32644231458002	22.100619701376427	-0.6081898745911772
RGC	IFIT2	0.0	1.0	0.0	4.420123940275285	-3.2986946582003633
RGC	IFIT3	3.0	0.0	10.744831735935016	0.0	4.491190168137521
RGC	IL1B	0.0	0.0	0.0	0.0	0.0
RGC	IL6	0.0	0.0	0.0	0.0	0.0
RGC	IRF7	0.0	1.0	0.0	4.420123940275285	-3.2986946582003633
RGC	IRF9	1.0	0.0	3.581610578645005	0.0	3.0291385432089695
RGC	ISG15	0.0	0.0	0.0	0.0	0.0
RGC	JUNB	14.0	12.0	50.14254810103007	53.041487283303425	-0.08030721853213826
RGC	LGALS3	3.0	2.0	10.744831735935016	8.84024788055057	0.26772933005530103
RGC	MX1	1.0	0.0	3.581610578645005	0.0	3.0291385432089695
RGC	NFKBIA	2.0	2.0	7.16322115729001	8.84024788055057	-0.28550989621649725
RGC	OAS1	0.0	0.0	0.0	0.0	0.0
RGC	OAS2	0.0	0.0	0.0	0.0	0.0
RGC	OAS3	0.0	0.0	0.0	0.0	0.0
RGC	PSMB8	0.0	0.0	0.0	0.0	0.0
RGC	PSMB9	0.0	0.0	0.0	0.0	0.0
RGC	PTGS2	0.0	0.0	0.0	0.0	0.0
RGC	RELB	0.0	0.0	0.0	0.0	0.0
RGC	RSAD2	1.0	0.0	3.581610578645005	0.0	3.0291385432089695
RGC	S100A8	0.0	0.0	0.0	0.0	0.0
RGC	S100A9	0.0	0.0	0.0	0.0	0.0
RGC	SELE	0.0	0.0	0.0	0.0	0.0
