gene	log2_fold_change	p_value	fdr
YPEL3	-0.2190813975	0.6313230756	0.998475102
NUDC	0.01259462878	0.9694843113	0.998475102
GNPTG	0.3790968647	0.3559102621	0.998475102
OSBPL8	-0.3223557272	0.4715940979	0.998475102
TXNL1	-0.5801364959	0.04972706887	0.998475102
CMTM6	0.004782156647	0.9914450277	0.998475102
CDV3	-0.2927667914	0.3997444885	0.998475102
SCFD1	-0.2818279349	0.442580209	0.998475102
HECTD1	0.09144988138	0.7975591005	0.998475102
HNRNPC	0.03192741394	0.9074813891	0.998475102
SNAP23	0.1524152923	0.8757321021	0.998475102
MYL6	-0.1029455312	0.8902892107	0.998475102
RFFL	0.1890057613	0.621108973	0.998475102
MFSD11	0.09641457692	0.7912690578	0.998475102
LRRFIP2	-0.1591229017	0.7661359275	0.998475102
WAC	-0.2214004975	0.6393672964	0.998475102
HSP90AB1	-0.08930457649	0.8643190949	0.998475102
HNRNPH3	-0.3575402866	0.2887960829	0.998475102
SH3GLB1	0.009631880247	0.9821012924	0.998475102
RAB18	-0.01686434192	0.9695122587	0.998475102
MYO9B	0.110353823	0.8095524526	0.998475102
KCNK6	0.4388079628	0.1867148931	0.998475102
CIRBP	0.1853551402	0.638317393	0.998475102
ATP5F1D	0.0496240862	0.8558176837	0.998475102
HNRNPM	0.1481998099	0.7159992959	0.998475102
POLR2E	0.1446663415	0.731119123	0.998475102
MKNK2	0.07559583214	0.8768661693	0.998475102
SF3A1	-0.07606196843	0.845577933	0.998475102
MAPK1	-0.09244042996	0.8138927792	0.998475102
GRK3	-0.2154757768	0.5767283293	0.998475102
TRIOBP	0.3239773045	0.4491735013	0.998475102
DDX17	0.1138969906	0.7183997456	0.998475102
JOSD1	0.250967888	0.466950677	0.998475102
FBXO7	-0.3932530123	0.4005857786	0.998475102
CYB5R3	0.06344976846	0.9330426646	0.998475102
THOC5	0.6966638335	0.2119741217	0.998475102
TSPO	-0.7945087463	0.2687097159	0.998475102
RPL3	0.0951435711	0.8626426564	0.998475102
APOL1	0.3181605382	0.38645403	0.998475102
MYH9	-0.1513348095	0.7778348218	0.998475102
TNRC6B	0.06628074941	0.8681561109	0.998475102
ST13	-0.1514363055	0.612775834	0.998475102
RBX1	-0.4218879057	0.5905898249	0.998475102
EP300	0.05064674465	0.9453021466	0.998475102
DESI1	-0.1804028439	0.6974135853	0.998475102
SOS2	0.2608381955	0.6269382862	0.998475102
NIN	0.149827315	0.7338284222	0.998475102
ATP6V1D	0.3345732369	0.3360791274	0.998475102
DHRS7	-0.5355960771	0.3184535241	0.998475102
PPM1A	-0.05313616147	0.9155163819	0.998475102
HIF1A	0.1376922737	0.8472222596	0.998475102
SRSF5	0.02039828614	0.9469598065	0.998475102
EIF5	0.1089545196	0.7722850705	0.998475102
MTHFD1	0.2313349972	0.4893214872	0.998475102
VRK1	0.1853369617	0.6471150527	0.998475102
YY1	-0.1583917508	0.5673421108	0.998475102
TRIP11	-0.005639689559	0.9859412465	0.998475102
PABPN1	-0.2635364718	0.5054764739	0.998475102
PSMA6	-0.1610129175	0.6790609265	0.998475102
NFKBIA	0.6875671403	0.4359306209	0.998475102
SEC23A	0.1223537292	0.7193959526	0.998475102
RAB5IF	-0.1831182504	0.6913342999	0.998475102
STK4	0.03175455089	0.9211437951	0.998475102
CTSZ	-0.5391920751	0.3629916012	0.998475102
PSMA7	-0.3015154588	0.3812118651	0.998475102
CSNK2A1	0.08642489075	0.7937287038	0.998475102
CDS2	-0.1335784709	0.7628979222	0.998475102
MAPRE1	-0.2943529996	0.4031348446	0.998475102
CHMP4B	-0.06113909314	0.8765869205	0.998475102
VAPA	-0.1304813298	0.7398032367	0.998475102
LPIN2	0.2459384003	0.542971721	0.998475102
SMCHD1	0.1469748109	0.8321181474	0.998475102
MYL12A	-0.5464596742	0.5549996931	0.998475102
ANKRD12	-0.1603154678	0.6470311268	0.998475102
RIOK3	-0.2566426777	0.6205713604	0.998475102
MID1	0.6320951323	0.2508243852	0.998475102
XIAP	-0.1525704597	0.6973206809	0.998475102
STAG2	-0.2387867508	0.3613350221	0.998475102
PLP2	-0.5059947375	0.2588439592	0.998475102
EMD	0.02873556987	0.9540382978	0.998475102
PGK1	-0.1384237764	0.6867284908	0.998475102
SMS	-0.2804331781	0.5779723362	0.998475102
RBM3	0.2672604681	0.5358846919	0.998475102
STK24	0.01541720104	0.978561154	0.998475102
SLC25A15	0.02978260449	0.9465593413	0.998475102
DGKH	-0.3642609825	0.4187432102	0.998475102
INTS6	0.2259791593	0.6056479615	0.998475102
CORO1A	-0.3546169158	0.3687173974	0.998475102
PHKB	0.3415275641	0.4046605668	0.998475102
NFAT5	-0.2071484466	0.6295200373	0.998475102
CTCF	-0.01557916402	0.9646392937	0.998475102
SETD6	0.3703428368	0.3873595737	0.998475102
CMC2	-0.2270781739	0.5831702793	0.998475102
COTL1	-0.02526856943	0.95466138	0.998475102
TSC2	0.4698275208	0.2265714219	0.998475102
STUB1	-0.2314629359	0.5524331865	0.998475102
GSPT1	-0.2886998883	0.64947838	0.998475102
ELOB	-0.05704462921	0.8059747934	0.998475102
CSK	-0.3248146403	0.4230245713	0.998475102
HERC1	-0.01135174311	0.9724307378	0.998475102
RAB11A	-0.4914634224	0.6293549223	0.998475102
ZNF106	-0.3181847668	0.531730873	0.998475102
BLOC1S6	0.2555040144	0.3437190875	0.998475102
PLAT	0.6657587211	0.1605099376	0.998475102
STK3	0.5709712473	0.2527781658	0.998475102
RAB2A	-0.007538984475	0.9810961147	0.998475102
ERICH1	-0.2897037312	0.3927523557	0.998475102
ASAH1	-0.1116142055	0.8451006239	0.998475102
BNIP3L	0.008532484547	0.9860816263	0.998475102
CD37	-0.3578454565	0.5342433687	0.998475102
OAZ1	-0.09392016741	0.9143635822	0.998475102
C19orf53	-0.4974056678	0.1971193372	0.998475102
FAM32A	-0.07462206765	0.8650634587	0.998475102
PPP6R1	-0.1990357952	0.6482844412	0.998475102
RPS16	-0.125279455	0.7905858016	0.998475102
HNRNPUL1	0.2280468573	0.4611981738	0.998475102
TGFB1	-0.13845374	0.8891093874	0.998475102
RPS19	-0.4315279945	0.3831447402	0.998475102
CDC37	-0.08234395571	0.8533050461	0.998475102
NAPA	0.0848911991	0.8432332971	0.998475102
RABAC1	-0.3045987913	0.3518586181	0.998475102
CYTH2	-0.09806455823	0.7679674039	0.998475102
CARD8	0.1687341654	0.7765386732	0.998475102
RPL18A	-0.4761869323	0.378250839	0.998475102
COPE	-0.244127134	0.5354972808	0.998475102
USF2	-0.0498936416	0.9447063121	0.998475102
FKBP8	-0.05910662847	0.9204423482	0.998475102
NAMPT	0.4342995954	0.6733845099	0.998475102
MTPN	-0.008084059549	0.9913439352	0.998475102
ZC3HAV1	0.1492010212	0.6870768554	0.998475102
OGDH	-0.1973196572	0.6346655829	0.998475102
H2AZ2	-0.2211100329	0.592354623	0.998475102
DNAJB6	-0.2336839883	0.6622395696	0.998475102
TAX1BP1	-0.1984553589	0.3865181935	0.998475102
CHCHD2	-0.4486997742	0.1608662508	0.998475102
PDAP1	-0.3432823871	0.3405286209	0.998475102
BUD31	-0.2746538376	0.3953078395	0.998475102
C1GALT1	0.06312250601	0.9094504888	0.998475102
ZNHIT1	-0.6557349131	0.07890522367	0.998475102
COA1	-0.04500509209	0.9120391539	0.998475102
TMEM248	0.08083365294	0.8234398423	0.998475102
RHEB	-0.04478396713	0.9441896277	0.998475102
PRKAG2	0.3591301905	0.3979134098	0.998475102
EIF4H	-0.2691525869	0.4830979751	0.998475102
DNM1	0.3347636541	0.3905786383	0.998475102
BAG1	-0.1609415944	0.5347352461	0.998475102
SETX	-0.04893310923	0.9244805176	0.998475102
UBE2R2	-0.04380208587	0.9424413074	0.998475102
ZFAND5	-0.1803749981	0.6842998782	0.998475102
HPS1	0.01987070097	0.9506570597	0.998475102
ATE1	0.2549773178	0.5456945008	0.998475102
VSIR	0.08316395625	0.8955731162	0.998475102
GBF1	0.09961899891	0.8114932774	0.998475102
GTPBP4	0.2587684798	0.4987635572	0.998475102
MAP3K8	-0.2689854144	0.6737313862	0.998475102
SHOC2	-0.1384422393	0.7740954695	0.998475102
CCNY	0.3744680842	0.4413023421	0.998475102
RPL28	-0.3619318325	0.4166247652	0.998475102
TSPAN14	-0.1174767898	0.751376239	0.998475102
NUFIP2	0.1510082977	0.7312403479	0.998475102
RPL19	-0.0698920516	0.8838070641	0.998475102
FBXL20	0.3049925789	0.4440455514	0.998475102
KPNB1	0.1018081992	0.7937557954	0.998475102
MED13	-0.009811482477	0.9759162034	0.998475102
PFN1	-0.482876836	0.1934224169	0.998475102
SLC6A4	0.2404762175	0.6610828047	0.998475102
GOSR1	0.1065958772	0.7467910621	0.998475102
DDX5	-0.02545277809	0.9369778655	0.998475102
RAB5C	-0.2005807181	0.5779616981	0.998475102
MLX	-0.2228423345	0.6475103829	0.998475102
PRKAR1A	-0.06193420407	0.8744171603	0.998475102
WSB1	0.332463636	0.4810924247	0.998475102
OCIAD1	-0.2127551396	0.4929300201	0.998475102
UBE2D3	-0.02415576487	0.9507540953	0.998475102
ELF2	0.1852236416	0.6816609565	0.998475102
NDUFC1	-0.149628579	0.6612368733	0.998475102
RPL34	-0.4395042655	0.3718024427	0.998475102
FBXW7	0.3012301176	0.5882807004	0.998475102
KLF3	-0.3332111294	0.2870280319	0.998475102
KLHL5	0.151960071	0.7590882986	0.998475102
CTSC	-0.4613629081	0.4402831466	0.998475102
ATG2A	0.4961919921	0.4999471359	0.998475102
EHD1	0.06045108686	0.9470734299	0.998475102
PPP6R3	0.0351160247	0.9249153288	0.998475102
CPT1A	-0.1106997981	0.7969544263	0.998475102
EIF4G2	0.027282052	0.9303312097	0.998475102
BIRC2	0.08393012008	0.7746138584	0.998475102
DDX6	0.02486209693	0.9399240989	0.998475102
CBL	-0.3716738622	0.3884060587	0.998475102
HIPK3	0.3662402634	0.4922918296	0.998475102
C11orf58	-0.2838468422	0.3364374656	0.998475102
RPS13	-0.4314277133	0.3590030194	0.998475102
CLEC2B	-0.1139022537	0.8505480868	0.998475102
BIN2	-0.1856276825	0.8268931293	0.998475102
ATP5F1B	-0.498009801	0.2254294543	0.998475102
PTGES3	-0.1737080638	0.6058532393	0.998475102
RSRC2	-0.003153074832	0.9930275325	0.998475102
ARPC3	-0.340357001	0.2581957058	0.998475102
ALDH2	0.3485480192	0.3733781517	0.998475102
CDKN1B	-0.2003358676	0.6387475917	0.998475102
ARHGDIB	-0.133615624	0.71052396	0.998475102
GAPDH	-0.5168201754	0.2783497304	0.998475102
CHD4	0.4166635152	0.4099716068	0.998475102
TPI1	-0.3951599251	0.3646000356	0.998475102
PTPN6	-0.4339474269	0.3041733815	0.998475102
COX6A1	-0.5876508724	0.06432696539	0.998475102
SRSF9	-0.365967667	0.2414200843	0.998475102
FGFR1OP2	-0.6392641773	0.1323221833	0.998475102
RIPOR2	-0.1683137713	0.7727847206	0.998475102
RHAG	0.5770584227	0.5226408583	0.998475102
SRSF3	0.003986949343	0.991023543	0.998475102
PHACTR1	0.2428337725	0.7461480122	0.998475102
FBXO9	-0.4604091368	0.2362720331	0.998475102
RPS12	-0.101588714	0.833241423	0.998475102
C6orf62	-0.008636086118	0.9831353188	0.998475102
SNX3	-0.5005008677	0.4833612794	0.998475102
QKI	0.03082608976	0.9446581489	0.998475102
CCND3	-0.6202342924	0.4966453127	0.998475102
COX7A2	-0.2044758094	0.5113596963	0.998475102
ERBIN	0.008838089138	0.9842708235	0.998475102
NNT	-0.116622007	0.7534826651	0.998475102
HSPA9	-0.06690174839	0.8457393467	0.998475102
IK	0.08207668869	0.7808466809	0.998475102
CERT1	0.0137159803	0.974526376	0.998475102
CLINT1	-0.02625830858	0.9624978675	0.998475102
SUB1	-0.2781380001	0.3561404632	0.998475102
LNPEP	0.1040004837	0.7768577033	0.998475102
SKP1	-0.08471007164	0.7328595854	0.998475102
MACROH2A1	-0.1670883966	0.7848737854	0.998475102
CSNK1A1	0.09659232735	0.7899314703	0.998475102
ATP6V0E1	-0.4755608658	0.2876034725	0.998475102
CPEB4	-0.3877395466	0.5871282258	0.998475102
SELENOK	0.03813319582	0.8860169048	0.998475102
CRBN	-0.3798496199	0.405016499	0.998475102
RNF7	-0.4580665758	0.2720834064	0.998475102
TFDP2	0.06819487437	0.8588788903	0.998475102
XRN1	0.07527424321	0.8269008197	0.998475102
PDCD10	-0.2558835912	0.7700562576	0.998475102
ACAP2	0.05324166237	0.903321624	0.998475102
GNAI2	-0.08634345464	0.8234153679	0.998475102
TFG	0.1129086352	0.8335814202	0.998475102
RPL24	-0.4584251726	0.3401239593	0.998475102
FXR1	-0.1049472061	0.7676464104	0.998475102
ABTB1	-0.08879631956	0.8973284786	0.998475102
EIF1B	-0.157198018	0.565122832	0.998475102
KLHL24	0.2009822062	0.5996950664	0.998475102
NKTR	0.2912391285	0.4491673553	0.998475102
FOXP1	0.1570187441	0.7508891339	0.998475102
SPCS1	0.03789833485	0.8923784396	0.998475102
MOB1A	-0.2814603468	0.4741714738	0.998475102
ACTR3	-0.4028183646	0.2937683115	0.998475102
SF3B6	-0.4765391696	0.1646440547	0.998475102
RPS15	-0.4597308447	0.3282116265	0.998475102
RTN4	-0.1649351667	0.6916453449	0.998475102
USP34	-0.1133514701	0.7608845847	0.998475102
COQ10B	-0.03682240479	0.9351209822	0.998475102
SF3B1	0.02897805104	0.9267857058	0.998475102
HPCAL1	0.03118899293	0.9282834659	0.998475102
ODC1	0.1703765383	0.9079141922	0.998475102
BIRC6	-0.3553417441	0.3746376052	0.998475102
PLEKHB2	-0.01920427561	0.9540812361	0.998475102
SOS1	-0.2364368985	0.5394593066	0.998475102
WIPF1	0.1355996824	0.776002659	0.998475102
ORC4	0.3815252179	0.3906244029	0.998475102
PLEK	0.07880029419	0.9066237923	0.998475102
SUMO1	-0.3807683001	0.26746402	0.998475102
NFE2L2	0.2180816705	0.6795595443	0.998475102
TMEM59	-0.4227895812	0.1188624798	0.998475102
STXBP3	-0.3880210006	0.4068338357	0.998475102
PARK7	-0.2991854707	0.5315325317	0.998475102
ELAPOR1	0.1619320058	0.7305063192	0.998475102
SRSF4	0.294109281	0.3633415521	0.998475102
RAP1A	-0.1543042401	0.6953381906	0.998475102
CAPZA1	-0.005678263823	0.9854154867	0.998475102
SFPQ	0.01684055966	0.9647046633	0.998475102
PRDM2	0.1543507688	0.7575853986	0.998475102
RO60	-0.1151578577	0.7382629984	0.998475102
AKT3	0.2227136206	0.6118584234	0.998475102
CTBS	0.03717237329	0.9561474587	0.998475102
CD46	0.2068391893	0.7569499083	0.998475102
APH1A	-0.08334513167	0.8370389456	0.998475102
ATP6V0B	0.1749464571	0.7365737877	0.998475102
TMED5	0.2662390239	0.5680360771	0.998475102
DR1	-0.03150423224	0.9140160238	0.998475102
PRRC2C	0.1179765611	0.6800931323	0.998475102
PRDX6	-0.2940089705	0.7445504033	0.998475102
SYF2	0.01176503376	0.9670527473	0.998475102
RSRP1	0.4266306306	0.2691589728	0.998475102
RCOR3	-0.1568769462	0.7191549181	0.998475102
ARID1A	0.1905068583	0.6988889545	0.998475102
CREB1	-0.02224586823	0.9730160362	0.998475102
IRAG2	-0.004990683783	0.9937454997	0.998475102
SPCS2	-0.1596752872	0.6823497349	0.998475102
PHF3	0.01919385354	0.9534622638	0.998475102
TNFAIP3	0.9808139287	0.2283207511	0.998475102
MED28	0.0459268503	0.886528665	0.998475102
MYL12B	-0.3541832236	0.1840466277	0.998475102
FOXO3	0.1765843815	0.7930389383	0.998475102
CCNI	-0.06560432948	0.7663387647	0.998475102
UBN1	0.1939290646	0.7228150048	0.998475102
CYP20A1	0.1593310172	0.7443720428	0.998475102
UBE2B	-0.2402074572	0.6148980888	0.998475102
PTBP3	0.09984156603	0.8118045391	0.998475102
RAD23B	-0.4731680123	0.2371571288	0.998475102
SET	-0.2943973314	0.385941934	0.998475102
RAB14	-0.2728014411	0.3821552335	0.998475102
VPS4B	-0.08930994734	0.7980648244	0.998475102
NPC2	0.2490358444	0.7034319361	0.998475102
YPEL5	0.4624358498	0.1608897309	0.998475102
YIPF4	-0.133149632	0.7826379942	0.998475102
MXI1	0.3426501012	0.4868446478	0.998475102
SMNDC1	-0.09248184281	0.7893345664	0.998475102
GNA13	-0.1086409257	0.8126667399	0.998475102
DUSP1	0.8574355665	0.2561798578	0.998475102
ELF1	-0.3228622883	0.4819223194	0.998475102
PAIP2	0.07791693521	0.8145171742	0.998475102
SERP1	-0.06698532355	0.8213672908	0.998475102
LYPLA1	-0.2149267597	0.5530082781	0.998475102
ZMYM2	0.1386960878	0.664465197	0.998475102
TBC1D15	-0.2246939865	0.4561505233	0.998475102
KHDRBS1	0.06510872178	0.8696359004	0.998475102
ZNF639	-0.4081259494	0.3176837667	0.998475102
GPSM2	0.2430815765	0.5448086041	0.998475102
GTDC1	0.06972296754	0.8753078548	0.998475102
CXCR4	0.213436526	0.6434735164	0.998475102
RPL21	0.05203940447	0.9101637464	0.998475102
UBL3	0.1143356372	0.7574415999	0.998475102
FYTTD1	-0.1697701276	0.5814167516	0.998475102
COPA	0.2505757134	0.5432357177	0.998475102
RBBP6	0.04018927166	0.9605010906	0.998475102
ZC3H7A	-0.2749832974	0.4526090005	0.998475102
ANXA11	-0.01115425494	0.9745275051	0.998475102
NAA60	0.1050755887	0.8253018803	0.998475102
RPL5	-0.2731990948	0.5952243766	0.998475102
RPAP2	0.6026048605	0.1990209755	0.998475102
SEPTIN7	-0.1332652273	0.6479068162	0.998475102
CBX3	-0.2840274157	0.3715045225	0.998475102
HNRNPA2B1	-0.08629596128	0.7431181744	0.998475102
NT5C3A	-0.2459051436	0.8288389235	0.998475102
CLTA	-0.7782937652	0.08306190636	0.998475102
SRGN	0.2716546653	0.7019338748	0.998475102
VPS26A	-0.03803026074	0.924406058	0.998475102
MED13L	-0.05387346231	0.9118786831	0.998475102
