gene	log2_fold_change	p_value	fdr
WNK1	0.07969418888696105	0.4822396835718453	0.7231065139812876
GPBP1	-0.02215802540652182	0.8465160919489575	0.9318325048557312
VMP1	-0.32465940972563134	0.17762396286394433	0.43290535610169656
EIF4B	0.09210686100279872	0.3877222327040801	0.6420105104682857
RPL18	-0.13149105443393774	0.3470182507978373	0.6137241093936999
EPN1	0.0918439436780108	0.5649546229483011	0.782992302430497
TAF2	0.524201989072614	3.71440797891124e-05	0.0033174306261651012
CNN2	-0.30118234731475296	0.05282638146622861	0.21887359117062538
GNAI3	-0.028715359209829334	0.8081062950594243	0.9202880488701323
PKN2	0.32693933129338176	0.02478030872608737	0.14643614070943733
PDIA5	0.44813793618879305	0.04409044436419313	0.1993836866975696
NDUFB4	-0.2847923709516615	0.032501958991723034	0.17008796202478518
SPEN	0.24209291519626713	0.10699866613460067	0.32934419650413477
ZC3H15	-0.29710344453473275	0.012842948524009646	0.09920309968005289
SLK	0.008859702978969514	0.9595335195783038	0.9780124104688988
CYB5R4	0.19801761502224902	0.15514703329792656	0.4023686217472542
FAM107B	-0.047530710034591035	0.7568119348489913	0.9022029835730284
YBX1	-0.34819984191161457	0.002213135327569474	0.036774074222055565
PPP2R5A	0.006128270504898965	0.9698434865947732	0.98430848177836
ELAVL1	0.031972663240656	0.8386623931172672	0.9318325048557312
SP100	-0.18719008431376452	0.29235810791788897	0.5630454665965813
KLF6	-0.3051666676636741	0.22136944270667602	0.48002569594512906
TRAM1	-0.12432392422734465	0.2996413224830109	0.5686420316443859
RHOA	-0.13564820728924215	0.29652303745665654	0.5675754465300452
ROCK1	-0.014644050002409113	0.8859546956963505	0.9519820947079467
MEF2A	-0.09202690257299792	0.5866872810074114	0.7914375550720212
OTUD5	0.35529951659238546	0.014344871170790472	0.10621150726973878
GRIPAP1	0.26388044355022106	0.07770070985260956	0.27147754126987544
PRR11	0.5451921582093611	0.0005956772928359061	0.018849298078913324
KIF2A	-0.22513749937596292	0.13574014906812454	0.3744646197265443
RASGRP2	-0.30265225921919914	0.06836218485549572	0.25118658380735576
PSME4	-0.07399017556394274	0.6836575088618391	0.8637900797202193
GNB5	0.3033215692769223	0.058486557568716874	0.23087649382789066
RAB27A	-0.3679273453534622	0.07444952163441111	0.2653076469216296
UFD1	-0.7770296082094492	3.1331372429330592e-06	0.0005596566400189177
DAPP1	-0.08476598235668457	0.6288748862163684	0.8229507439589657
PABPC1	0.13856752048324422	0.19538817437457523	0.456971687694383
CDC42	-0.09622560729613529	0.29721905846231134	0.5675754465300452
MAP4K4	0.12329299097363677	0.3915346471447291	0.646077379641822
MGAT4A	0.3301919803963264	0.010161550508440797	0.08442357951489476
RPL31	0.023278786533642324	0.8318555442548975	0.9318325048557312
WDR1	-0.03569219829746535	0.8088773294214654	0.9202880488701323
FAM50A	-0.0862427136085169	0.5473719494713776	0.7744500156382165
PRKACA	0.45165452937055955	0.0024575591684467195	0.038150990038284545
ACTN1	0.3061099499552183	0.06844237926838959	0.25118658380735576
PTPN18	0.012628093979177234	0.9432046398671543	0.973799922131303
AFF4	0.10001176790063515	0.3639910394584155	0.6242783478239575
CHFR	0.19221645686753958	0.20111428362656703	0.45902668908663496
STK10	0.36117166103338016	0.0006265263461214061	0.018849298078913324
AP1M1	0.08727827880352437	0.5766283319565935	0.7905874410919089
KDM5A	-0.13509332969948107	0.3333101110859359	0.6019018444935277
NCBP3	0.021788385095609705	0.8755279982587172	0.9485439799178975
MGLL	-0.6195460411923245	0.03176343532911385	0.16873587020558992
ZZEF1	0.022122007198186387	0.8996119364416767	0.9570622058135436
ENO1	-0.3735676797211281	0.007006692815061114	0.06616218981393118
EIF4G3	-0.13368237471643912	0.3734081061383143	0.6285043388358671
MARK3	-0.13206341991405385	0.39748752647380736	0.6513872423521454
SLC25A3	-0.423476463801769	0.0009938006085663113	0.023669017827354314
ACTB	-0.29742519799857947	0.027002190083016984	0.15434451851452508
RAB7A	-0.09468081262949586	0.4269245473172868	0.6756092780912546
MLH1	0.37888471136539553	0.0011251315157771618	0.025520840254691497
ANKRD13A	-0.0236321392772372	0.8807485355046902	0.95031947404103
ICAM3	0.039975978574937114	0.7658841166001991	0.9030102331862082
STXBP2	-0.340833503468696	0.2252047766529589	0.48539611740132466
NFKB2	0.5002448981207432	0.004316427765047693	0.05055881373977995
USP33	0.21550349748887357	0.12593652795849228	0.3635622190963343
CAPZB	-0.1342576555848865	0.19000040936281404	0.44877782641233266
ACER3	-0.031021041424320564	0.871928259810183	0.9475174777709137
PIK3C3	0.3248849879112819	0.03143626356923977	0.16824876644360912
PPP2R5C	0.2980807009844547	0.01420835520911343	0.10603175408411243
GNB1	-0.030924698923444006	0.8137734789643953	0.923655521398031
NRDC	-0.3248784487477181	0.011302712012454384	0.09073918801009727
PCM1	-0.08915223991094101	0.4635872199103449	0.7085199328897143
MYH7B	0.10199119506755622	0.635223839070594	0.8256772943880824
XRCC5	-0.10451157922279931	0.47359789232012284	0.717679096633569
SAR1A	0.2861011534344942	0.03535139334882698	0.17678291813548994
OPHN1	0.5894005641893589	0.00017607658901737895	0.009319016507623502
DNM2	-0.16502612002993405	0.2743392111209897	0.54222784604688
RAB21	-0.0038182974229461894	0.9792489358431262	0.9898646928059107
SMARCA2	0.06849397387255697	0.7423376468316131	0.8978209560271905
HSP90AA1	0.05937205092728776	0.845995520305221	0.9318325048557312
PTPRC	0.07018893944099767	0.5824109233950614	0.7905874410919089
STK17B	-0.09220459915131207	0.5122958359889986	0.7447311796828882
GSK3B	-0.10434539084738187	0.556064513896062	0.7790354807426202
KAT6A	0.059867461650725415	0.6873410230535	0.8653835435625123
TUT7	0.030487129310719605	0.8313648905413522	0.9318325048557312
CYLD	0.21799234729800376	0.077532993898433	0.27147754126987544
RPS5	-0.14140864638981335	0.3195274946839799	0.590691836873748
CHMP2B	-0.10054464346156332	0.4343101810578527	0.683845281091708
SMAP2	-0.29444911638199106	0.0695652978613165	0.25359390470362575
APLP2	-0.014443724406086302	0.9270411980991029	0.9676711994767115
WBP11	-0.16009373784126404	0.19831556283189833	0.458564626677642
EIF3I	-0.18627114305180423	0.1454405087834609	0.38775090867829404
NCOA1	0.2587288706474746	0.083163142720849	0.28494930770487054
CD82	0.3225150100094654	0.017203908763876397	0.11876514793999697
ATRX	-0.04338077534365405	0.7511870642057245	0.899223668871252
EPS15	0.11472108624651295	0.3599626284158146	0.6212398502490327
DNAJA1	0.6281481344226895	0.00662097092609519	0.06525081002337949
B4GALT1	0.029141413431959112	0.8490174396936054	0.9318325048557312
CHMP5	-0.5564551342621862	0.005337689839548357	0.05735006602041054
EIF2AK1	-0.2669011522920146	0.08624219800512957	0.28727296258585117
TMED2	-0.10817108895270991	0.3611301871865893	0.621753057216429
ZFAND6	-0.2233978961832911	0.12658639010447553	0.3642661369641175
PPP1R15A	0.561303039155705	0.013676462600908297	0.1039556651952019
FTL	-0.19222810971434395	0.05706425106413871	0.22714433083747693
BAX	-0.28247345072356783	0.038816853863750125	0.18893083559258558
UIMC1	0.05474968619366303	0.7585425139879444	0.9022029835730284
ADD1	-0.1474711233122471	0.2607536779922458	0.5270396122360952
SF3B2	-0.08754747047513287	0.4024881154186375	0.6572431874531541
GNAS	-0.1448199595504936	0.17667632444906112	0.43231244458511703
FKBP1A	-0.2187112849352418	0.06701576808290573	0.24947453843337963
MAVS	0.06391020558023726	0.8039714843712521	0.9202880488701323
DYNLL1	-0.22662853460080112	0.30265236274603735	0.5705675809552604
RPL6	-0.16135262563109504	0.2028216657906433	0.4593219657921225
P2RX7	0.6565102572505478	0.0005101284810310887	0.017357547257437184
ANAPC5	0.279461247682228	0.15240270405930853	0.39934178977106166
FUS	0.08299872996354739	0.4320259000681509	0.6814183346549533
IGBP1	-0.1975295391710973	0.1848542478190519	0.44292220689705847
FXYD5	-0.21754158518475836	0.16156203928348767	0.4151307986258789
MLF2	0.12880826103451626	0.32451137431758037	0.5966985989061591
ARHGAP4	-0.05036608033919892	0.7148133252211193	0.8845481756014709
GPATCH2L	0.2922625374034594	0.08371783316644787	0.28494930770487054
PAPOLA	0.023686823795301105	0.8335629280485637	0.9318325048557312
YPEL3	-0.017598022909284264	0.8903634676812776	0.9527749335192494
NUDC	-0.1663754168206373	0.2342452702611234	0.4974368061532651
GNPTG	0.3314945890096195	0.03406647410613285	0.17386068392022802
OSBPL8	-0.17271738126564495	0.1490765777148096	0.39377158882525487
TXNL1	-0.536137856892496	0.00025722354509960873	0.012101257492405417
CMTM6	-0.12551431506506802	0.3273108496339593	0.5992833132669627
CDV3	-0.29772025259821805	0.01669762866947093	0.11754143531366482
SCFD1	-0.1044445877372659	0.37953135782963965	0.6350706210053337
HECTD1	-0.05669507117649187	0.6614331814121449	0.8446720431080921
HNRNPC	0.012778765661810748	0.9111831861177065	0.9615718033550837
SNAP23	-0.02797342054029048	0.8485827246041113	0.9318325048557312
MYL6	-0.07140699464665065	0.5813229494979011	0.7905874410919089
RFFL	0.09367700399417328	0.6035099712560359	0.8015016253948655
MFSD11	0.227368030059751	0.14281497645752983	0.38393214769615785
LRRFIP2	-0.08037427098383737	0.646282062470678	0.8312664871922582
WAC	-0.0639887286676563	0.5653672578023899	0.782992302430497
HSP90AB1	0.032017137002702374	0.8395524409172981	0.9318325048557312
HNRNPH3	-0.21925728531935454	0.08041408130811827	0.2789119470614102
SH3GLB1	-0.13264334268843772	0.3465556964995081	0.6137241093936999
RAB18	-0.050805970255672184	0.698774107780152	0.8759194736998572
MYO9B	0.03025417394379403	0.8175503717132135	0.9247962746945937
KCNK6	0.31845144273922094	0.0636229158489816	0.24379270457633823
CIRBP	0.19217074231269832	0.03261308719019674	0.17008796202478518
ATP5F1D	0.0038552701748547137	0.9747439544500837	0.9878788020632409
HNRNPM	0.0019815192050997394	0.9864372633481352	0.9926893305102008
POLR2E	0.10961195154879881	0.4085976605643835	0.6642617257639408
MKNK2	0.09303246363093692	0.6871585125474022	0.8653835435625123
SF3A1	0.09659337832790227	0.4999200873660009	0.7380018645103463
MAPK1	0.06469788045090999	0.6378920454894632	0.8256772943880824
GRK3	-0.3239391883506017	0.1324931700497152	0.3712406666687118
TRIOBP	0.1571478541235643	0.3013067234578427	0.5695334759540439
DDX17	0.1637059501363127	0.19519898740348063	0.456971687694383
JOSD1	0.25399947902429226	0.13671780986430201	0.37526709531520425
FBXO7	-0.16177848883573234	0.34662044293433536	0.6137241093936999
CYB5R3	0.010488562294740381	0.9540260067360381	0.973799922131303
THOC5	0.5175873369775206	0.00210059101293369	0.03644037201804367
TSPO	-0.6320625792165805	0.010891756181652567	0.08793400894678824
RPL3	-0.0005531072238853686	0.9970760803290194	0.99817832340707
APOL1	0.30381845609146246	0.03293975671506196	0.17116695398481288
MYH9	-0.08031623623935333	0.48702437699087753	0.7284273491371894
TNRC6B	0.11926303695146873	0.5157752928415141	0.7452405394039674
ST13	-0.08908590386040868	0.536920018050053	0.7634414983020156
RBX1	-0.4254907030459717	0.0033788049120459804	0.04425589258953729
EP300	0.2118263991390033	0.10724569524623903	0.32934419650413477
DESI1	-0.16043503666976075	0.35016144502077207	0.6148727889153027
SOS2	0.08573512705819218	0.5614656403856417	0.7820023392895536
NIN	0.016408765625007322	0.9159816865687148	0.9625222092766028
ATP6V1D	0.3773958684541813	0.0023054086036764405	0.037016054996108244
DHRS7	-0.24918643014310432	0.06989946720015583	0.25416371152423073
PPM1A	-0.08911140925758704	0.5213049603494438	0.7517101799589861
HIF1A	-0.10371051200950351	0.5027214676744094	0.7395056831278881
SRSF5	0.01644139203181444	0.8780701975028841	0.95031947404103
EIF5	0.16953366403414818	0.29915922990234334	0.5684821004394264
MTHFD1	0.16141414202114757	0.262006384836604	0.5288236213721852
VRK1	0.17998982832375665	0.2850565740398766	0.5511522293805533
YY1	-0.0015103633354737484	0.9857893833763746	0.9926893305102008
TRIP11	0.05764370997050209	0.7399508650456774	0.8976497533084471
PABPN1	-0.1381622812281832	0.34045966642848613	0.6081460791578833
PSMA6	-0.1618560301300715	0.2502508536180219	0.517087115361753
NFKBIA	0.6633786582971268	0.015527864788868381	0.1132108101188414
SEC23A	0.11633530785665093	0.46339355852612374	0.7085199328897143
RAB5IF	-0.3114549491439842	0.03348100847757196	0.1727257849066454
STK4	0.015520239767432243	0.8879410013825864	0.9521498638429688
CTSZ	-0.3353602192732398	0.06855337136799772	0.25118658380735576
PSMA7	-0.3702404252218768	0.009661591048161517	0.08317116631218559
CSNK2A1	0.08469082377702153	0.5248153076709388	0.752972966527883
CDS2	0.030424824968363587	0.8579039459071743	0.9351218449285676
MAPRE1	-0.23266309676565708	0.0922263137309326	0.29826742204624596
CHMP4B	-0.0032331215530173067	0.9793968780965718	0.9898646928059107
VAPA	-0.14995756699885815	0.14776403735462795	0.39248105832669766
LPIN2	0.16638729710902586	0.4098710164783177	0.6643424835345698
SMCHD1	0.2495739675856115	0.052995285195966677	0.21887359117062538
MYL12A	-0.3522043665523168	0.057533670633492524	0.2283767092646134
ANKRD12	-0.062243004267370054	0.4096770081917598	0.6643424835345698
RIOK3	-0.17535665759815028	0.21008115990747944	0.46688332427338747
MID1	0.46028648271114586	0.013655245197199954	0.1039556651952019
XIAP	-0.07899295956473644	0.6359968384530974	0.8256772943880824
STAG2	-0.13421406055001062	0.30104558539614834	0.5695334759540439
PLP2	-0.37745983304699177	0.03168849397825013	0.16873587020558992
EMD	0.02759785918606091	0.8505717777413242	0.9321066490738898
PGK1	-0.1338207139514586	0.26450154870414677	0.5301160071503866
SMS	-0.266553016591256	0.0861011111492866	0.28727296258585117
RBM3	0.32308518329600244	0.0013498272292032905	0.028789598664649287
STK24	-0.08401935753993041	0.5069854949030023	0.7408487343824068
SLC25A15	-0.06505846652969675	0.8101626070529226	0.9202880488701323
DGKH	-0.3312592357699473	0.24276360609914482	0.5064367782710627
INTS6	0.36533604767817546	0.07246348872015607	0.2595246250152958
CORO1A	-0.3767063196032506	0.033867205365876396	0.17367576574414215
PHKB	0.22760253523333157	0.12537790552580833	0.3630672873597286
NFAT5	-0.0575648991615542	0.7183022947564256	0.8860851287990156
CTCF	-0.1474788453559811	0.340132359524808	0.6081460791578833
SETD6	0.35578506794907955	0.03910893287421843	0.18893083559258558
CMC2	-0.20624528196127878	0.2978213242160449	0.5675754465300452
COTL1	-0.07295104783657698	0.6413583447355748	0.8278213332209661
TSC2	0.3243217844172926	0.04439668140414824	0.20013519787548215
STUB1	-0.21673900484757758	0.08107877966607814	0.2805365039777861
GSPT1	-0.22284259061141898	0.1290822557562533	0.3681807255003712
ELOB	-0.0832133836199895	0.5033008007728197	0.7395056831278881
CSK	-0.30306250439716814	0.06361952647512838	0.24379270457633823
HERC1	0.03954283685573431	0.7995365264920697	0.9190211252902449
RAB11A	-0.37064935972187896	0.016886782403454127	0.11771322953432169
ZNF106	-0.26884752890197283	0.08765182860623404	0.29061360342994996
BLOC1S6	0.27907128718066165	0.0008518772588914972	0.021356712332560517
PLAT	0.4881418256161321	0.003503171905304362	0.04496847736233595
STK3	0.4523472025710587	0.015627548381975997	0.11325940602500191
RAB2A	-0.0478955945531624	0.7149427171586417	0.8845481756014709
ERICH1	-0.16082280892114442	0.2427525187165589	0.5064367782710627
ASAH1	-0.02253176862380521	0.8952575477673494	0.9553857671087905
BNIP3L	0.021336024091420182	0.8484555267044194	0.9318325048557312
CD37	-0.1624730282041019	0.12996430256392966	0.36933052350342654
OAZ1	-0.06156648044054691	0.5426871282251766	0.7685826622733176
C19orf53	-0.2972883411542993	0.014647766488547518	0.10789514593883713
FAM32A	-0.2968374810243249	0.0969692431984095	0.3062945658530951
PPP6R1	-0.19872390294377662	0.2265320622352237	0.48582097351740655
RPS16	-0.10499296425910085	0.37899064525060466	0.634909299018891
HNRNPUL1	0.2301329588251309	0.04948748559828155	0.21417717804024605
TGFB1	0.04781382443424031	0.7039185590847349	0.8765868678386618
RPS19	-0.28089479082800983	0.025003791695663198	0.14643614070943733
CDC37	-0.14406139157706357	0.2599642059834627	0.5261881733008048
NAPA	0.07854314127245947	0.6846304461445842	0.864138820076821
RABAC1	-0.36531542710030984	0.004385843889106764	0.05095423510189891
CYTH2	0.031430308559416247	0.8438042079494487	0.9318325048557312
CARD8	-0.05293258627885924	0.7903602549093506	0.915495922852741
RPL18A	-0.12742077550618197	0.28211737380896285	0.5499941707680872
COPE	-0.3049331542188216	0.08872694771461859	0.2921447195488248
USF2	0.07684506134957678	0.6911260617902044	0.867855133829703
FKBP8	-0.008590018106233121	0.9513681317177146	0.973799922131303
NAMPT	0.46273275697731553	0.16273228801377349	0.41525792780657556
MTPN	0.07241991044462825	0.6074292405715702	0.8029753790719463
ZC3HAV1	0.08564770048755693	0.5937279685275578	0.7966547108224227
OGDH	-0.269665595650392	0.22283360586624756	0.48130059351215015
H2AZ2	-0.17045607256918346	0.20482453047380722	0.462392186488263
DNAJB6	-0.026618319775422464	0.8403745451008207	0.9318325048557312
TAX1BP1	-0.11831724468473157	0.17589251234396597	0.43231244458511703
CHCHD2	-0.36052807220175515	0.0034066817248769084	0.04425589258953729
PDAP1	-0.24149352072907848	0.0870328527277722	0.28923243383252667
BUD31	-0.24471012735875497	0.10934347101604808	0.3331595310915409
C1GALT1	0.16117983376873432	0.3230657073349602	0.5957232434678605
ZNHIT1	-0.650781094513166	0.0005956521208580961	0.018849298078913324
COA1	-0.057871763317698374	0.7431228832313439	0.8978209560271905
TMEM248	0.02142228374693499	0.8811569650835303	0.95031947404103
RHEB	-0.28598912084638817	0.037585404265192454	0.18520531963779316
PRKAG2	0.3809191104170145	0.03390870443849941	0.17367576574414215
EIF4H	-0.10930665149117463	0.38213072772436585	0.6365759750058796
DNM1	0.24846771794125988	0.19983890087025868	0.4587046451688383
BAG1	-0.21178401977256198	0.18944449801119878	0.448205608705303
SETX	0.023374401922774637	0.8865880892349981	0.9519820947079467
UBE2R2	0.06729413586650153	0.572018348018764	0.7890098642073491
ZFAND5	-0.060284714998976204	0.7524981150150785	0.8998492103402068
HPS1	-0.0012251497286183803	0.9951428619459859	0.9980870715107849
ATE1	0.09210202694162198	0.5493684155625043	0.7765059009286039
VSIR	-0.16285085520980475	0.35913189597158257	0.6208061553205577
GBF1	0.09906162229389612	0.566126650731934	0.782992302430497
GTPBP4	0.21913963961890698	0.0552251595654836	0.22377488525333153
MAP3K8	-0.25535995556529434	0.37664348829451555	0.6321315751147221
SHOC2	-0.11356683896880897	0.3414663761411906	0.609182835837405
CCNY	0.3284032728827767	0.021074569936836075	0.13504735623201233
RPL28	-0.2480084729846856	0.041167495569497864	0.19287983989774574
TSPAN14	-0.1315731170415177	0.4002787196685561	0.6552099546464681
NUFIP2	0.24090247388560654	0.050944706367543086	0.2165736489987503
RPL19	-0.06421592774111003	0.5578056541139886	0.7807093826923504
FBXL20	0.3693275565852145	0.045400784174650634	0.20211127908279053
KPNB1	0.057272577762447305	0.6539066433346958	0.8379520321201813
MED13	0.07121205883590619	0.5812098740837943	0.7905874410919089
PFN1	-0.47106985323252043	1.3693446086673035e-05	0.0016299691326570693
SLC6A4	0.32103700942437474	0.055434786129936575	0.22377488525333153
GOSR1	0.19257353940515973	0.16190586408973595	0.4151307986258789
DDX5	0.0860448544535442	0.29788774310534216	0.5675754465300452
RAB5C	-0.2265563084268554	0.05376807020349165	0.22015636768134544
MLX	-0.21295337262370476	0.39628248687571455	0.6501580640016028
PRKAR1A	-0.033585450769585246	0.8283307004484014	0.9318325048557312
WSB1	0.41625915348534076	0.002142051259283183	0.03644037201804367
OCIAD1	-0.21764643210228657	0.169676573687208	0.4258520285159745
UBE2D3	-0.058273403649522076	0.5830298713136501	0.7905874410919089
ELF2	0.20788755543972903	0.05363532359480517	0.22015636768134544
NDUFC1	-0.2150315313263433	0.20069949122212638	0.45902668908663496
RPL34	-0.2258681395019809	0.16960028697272744	0.4258520285159745
FBXW7	0.11222995704684681	0.46014495880512196	0.7085199328897143
KLF3	-0.23932765524500607	0.08567691533178025	0.28727296258585117
KLHL5	0.17758470427074186	0.29477056013356007	0.5661654978909373
CTSC	-0.3783476057991088	0.053281552135411296	0.21942172334727014
ATG2A	0.4219181095537607	0.012179641528492616	0.09510769259134398
EHD1	0.13865181841252477	0.5833862402834256	0.7905874410919089
PPP6R3	0.020888503472348226	0.8850486671122927	0.9519820947079467
CPT1A	-0.19271341476614257	0.4070612143636797	0.663273061944924
EIF4G2	0.06792030454759847	0.474776184211152	0.7187025076670934
BIRC2	0.019237537629662627	0.9091201572270189	0.9601867735974944
DDX6	0.11547276276698483	0.255909733982701	0.521610299309061
CBL	-0.2841923353002439	0.15258265725332376	0.39934178977106166
HIPK3	0.2646767632849699	0.11855295808781423	0.35074984908382306
C11orf58	-0.14107928336720585	0.13433756295313176	0.3727119979026961
RPS13	-0.25969151155906506	0.008587339379835064	0.07716291332122453
CLEC2B	-0.0320950404931649	0.8447007804268173	0.9318325048557312
BIN2	0.01661630809870507	0.8979958109456613	0.9569246933939969
ATP5F1B	-0.379770587086132	0.009568991053600534	0.08287326191269796
PTGES3	-0.2048645989781054	0.19726602815745875	0.45761875687826065
RSRC2	-0.006805277097300522	0.9674755838715475	0.9840018571903497
ARPC3	-0.27714053651428944	0.005393730936162016	0.05751971274459344
ALDH2	0.26832287091364454	0.052817632095827675	0.21887359117062538
CDKN1B	-0.09252430794064732	0.5907963957649013	0.7943991034846519
ARHGDIB	-0.14395793780348795	0.21122780860211676	0.4672516075734131
GAPDH	-0.46783866487157905	0.00019899452259843794	0.010155827599755992
CHD4	0.2819195057081805	0.12004910034493568	0.3544424884151097
TPI1	-0.3794446806249882	0.0020115138782153155	0.035487078172465256
PTPN6	-0.538588990433872	0.005116225623907611	0.055387018307302846
COX6A1	-0.47544323198379157	1.4828270625991536e-05	0.0016299691326570693
SRSF9	-0.3567843160836226	0.0019061171575309923	0.03503331595366653
FGFR1OP2	-0.5038691246494094	0.0007511991829516424	0.019517520589779947
RIPOR2	-0.13231628362498582	0.5145246698145522	0.7452405394039674
RHAG	0.6978793710312116	0.006794148460870782	0.06560025777421857
SRSF3	0.101002638338219	0.36048533021399154	0.6213914799466753
PHACTR1	0.1160990268841806	0.48731738682655923	0.7284273491371894
FBXO9	-0.24807580446109903	0.2344893764343563	0.4974368061532651
RPS12	-0.06532045534517791	0.5788336913467945	0.7905874410919089
C6orf62	-0.05012247306668275	0.7173230259146799	0.8860851287990156
SNX3	-0.31737670611734253	0.0334814852478242	0.1727257849066454
QKI	0.17669291183026042	0.14846390705161375	0.39335803360609584
CCND3	-0.23361425268679614	0.13342555791702962	0.37239281692077214
COX7A2	-0.2105255907214099	0.11360113276395312	0.3403270832697883
ERBIN	0.11933275958218564	0.44560014419237315	0.6959154164490724
NNT	-0.06523039962771178	0.7236003392361448	0.8891013626555897
HSPA9	-0.09815213150965431	0.4202873177439067	0.6730132020780002
IK	0.0029746819228006274	0.9788724277016836	0.9898646928059107
CERT1	0.014442356340198133	0.9212616695610493	0.9660271225681116
CLINT1	-0.14530620397182584	0.2169964368983186	0.47269498220685563
SUB1	-0.2408269881674372	0.052784183760198805	0.21887359117062538
LNPEP	0.022533345398398547	0.8958830846226588	0.9553857671087905
SKP1	-0.031209519369502614	0.7404849186976283	0.8976497533084471
MACROH2A1	-0.19611901017947186	0.12397882651565914	0.3608263606738837
CSNK1A1	-0.039079397689185495	0.702423043809631	0.8765868678386618
