pathway_id	pathway_name	foreground_hits	pathway_genes_in_universe	foreground_genes_in_universe	universe_genes	p_value	adjusted_p_value	foreground_hit_genes
pau00643	Styrene degradation - Pseudomonas aeruginosa UCBPP-PA14	3	11	151	2055	0.0414173177977	0.180665843175	PA14_02760,PA14_02770,PA14_38510
pau01240	Biosynthesis of cofactors - Pseudomonas aeruginosa UCBPP-PA14	20	184	151	2055	0.0435339381144	0.180665843175	PA14_00280,PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_13290,PA14_13300,PA14_13320,PA14_18300,PA14_25920,PA14_25930,PA14_33010,PA14_39640,PA14_41563,PA14_53070,PA14_60890,PA14_67580,PA14_73050,PA14_73070
pau01310	Nitrogen cycle - Pseudomonas aeruginosa UCBPP-PA14	3	12	151	2055	0.0523223834486	0.206797991725	PA14_06750,PA14_49250,PA14_49260
pau00130	Ubiquinone and other terpenoid-quinone biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	4	21	151	2055	0.0628068284835	0.231175970567	PA14_13290,PA14_13300,PA14_13320,PA14_53070
pau00541	Biosynthesis of various nucleotide sugars - Pseudomonas aeruginosa UCBPP-PA14	5	30	151	2055	0.0640608111211	0.231175970567	PA14_18300,PA14_18340,PA14_18350,PA14_18360,PA14_18370
pau00670	One carbon pool by folate - Pseudomonas aeruginosa UCBPP-PA14	5	31	151	2055	0.0720432162879	0.249149456329	PA14_32985,PA14_33000,PA14_33010,PA14_40670,PA14_60890
pau00040	Pentose and glucuronate interconversions - Pseudomonas aeruginosa UCBPP-PA14	2	8	151	2055	0.112098608342	0.357853249707	PA14_07910,PA14_18300
pau00521	Streptomycin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2	8	151	2055	0.112098608342	0.357853249707	PA14_14680,PA14_22930
pau00350	Tyrosine metabolism - Pseudomonas aeruginosa UCBPP-PA14	4	27	151	2055	0.131543607471	0.368061381568	PA14_23500,PA14_38510,PA14_53070,PA14_71630
pau00450	Selenocompound metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	9	151	2055	0.137411600399	0.368061381568	PA14_39590,PA14_40670
pau00626	Naphthalene degradation - Pseudomonas aeruginosa UCBPP-PA14	1	2	151	2055	0.141592572323	0.368061381568	PA14_71630
pau04148	Efferocytosis - Pseudomonas aeruginosa UCBPP-PA14	1	2	151	2055	0.141592572323	0.368061381568	PA14_57570
pau04980	Cobalamin transport and metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	2	151	2055	0.141592572323	0.368061381568	PA14_40670
pau00650	Butanoate metabolism - Pseudomonas aeruginosa UCBPP-PA14	5	38	151	2055	0.141903183255	0.368061381568	PA14_02760,PA14_02770,PA14_38660,PA14_44050,PA14_44060
pau03018	RNA degradation - Pseudomonas aeruginosa UCBPP-PA14	3	19	151	2055	0.158969076439	0.399831313469	PA14_01730,PA14_27370,PA14_69190
pau00460	Cyanoamino acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	11	151	2055	0.191014325787	0.453857013883	PA14_33010,PA14_60890
pau00270	Cysteine and methionine metabolism - Pseudomonas aeruginosa UCBPP-PA14	5	42	151	2055	0.191385487782	0.453857013883	PA14_23500,PA14_39590,PA14_40670,PA14_63110,PA14_63120
pau00400	Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	4	32	151	2055	0.204642483436	0.471814614588	PA14_23500,PA14_27330,PA14_39945,PA14_41920
pau00910	Nitrogen metabolism - Pseudomonas aeruginosa UCBPP-PA14	4	34	151	2055	0.236706088889	0.525253473132	PA14_06750,PA14_49250,PA14_49260,PA14_60710
pau00710	Carbon fixation by Calvin cycle - Pseudomonas aeruginosa UCBPP-PA14	2	13	151	2055	0.246805848821	0.525253473132	PA14_07910,PA14_22890
pau00730	Thiamine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	13	151	2055	0.246805848821	0.525253473132	PA14_11550,PA14_67580
pau01210	2-Oxocarboxylic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	5	47	151	2055	0.260323116929	0.532921947438	PA14_04630,PA14_06920,PA14_30180,PA14_41470,PA14_44290
pau00052	Galactose metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	4	151	2055	0.263250600542	0.532921947438	PA14_22930
pau00480	Glutathione metabolism - Pseudomonas aeruginosa UCBPP-PA14	4	36	151	2055	0.269871154979	0.533316806267	PA14_23070,PA14_30180,PA14_35320,PA14_63120
pau00290	Valine, leucine and isoleucine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2	17	151	2055	0.358656714581	0.663575189097	PA14_04630,PA14_47100
pau01220	Degradation of aromatic compounds - Pseudomonas aeruginosa UCBPP-PA14	3	29	151	2055	0.360065830075	0.663575189097	PA14_01900,PA14_01910,PA14_71630
pau00053	Ascorbate and aldarate metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	6	151	2055	0.367764562632	0.663575189097	PA14_18300
pau00401	Novobiocin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	6	151	2055	0.367764562632	0.663575189097	PA14_23500
pau01250	Biosynthesis of nucleotide sugars - Pseudomonas aeruginosa UCBPP-PA14	4	43	151	2055	0.389965776764	0.682108385033	PA14_18300,PA14_18350,PA14_18370,PA14_22930
pau00260	Glycine, serine and threonine metabolism - Pseudomonas aeruginosa UCBPP-PA14	5	56	151	2055	0.394472319055	0.682108385033	PA14_32985,PA14_33000,PA14_33010,PA14_47100,PA14_60890
pau00562	Inositol phosphate metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	7	151	2055	0.41435682766	0.687832333916	PA14_14680
pau00625	Chloroalkane and chloroalkene degradation - Pseudomonas aeruginosa UCBPP-PA14	1	7	151	2055	0.41435682766	0.687832333916	PA14_71630
pau00360	Phenylalanine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	21	151	2055	0.464137284007	0.755360677894	PA14_23500,PA14_53070
pau00470	D-Amino acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	23	151	2055	0.512993511516	0.818816566459	PA14_63920,PA14_63940
pau00785	Lipoic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	24	151	2055	0.536309166009	0.839880392052	PA14_32985,PA14_33000
pau03010	Ribosome - Pseudomonas aeruginosa UCBPP-PA14	5	67	151	2055	0.554821263263	0.852780830571	PA14_07560,PA14_57580,PA14_57590,PA14_60400,PA14_70190
pau00380	Tryptophan metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	26	151	2055	0.580613839088	0.87619906626	PA14_09150,PA14_61040
pau00520	Amino sugar and nucleotide sugar metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	27	151	2055	0.601582532921	0.89163125415	PA14_18300,PA14_22930
pau00640	Propanoate metabolism - Pseudomonas aeruginosa UCBPP-PA14	3	43	151	2055	0.623516585608	0.907927659746	PA14_41470,PA14_44290,PA14_52800
pau00561	Glycerolipid metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	15	151	2055	0.683000717569	0.951755768608	PA14_25640
pau00300	Lysine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	16	151	2055	0.706464880141	0.951755768608	PA14_06920
pau00500	Starch and sucrose metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	16	151	2055	0.706464880141	0.951755768608	PA14_22930
pau00900	Terpenoid backbone biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	16	151	2055	0.706464880141	0.951755768608	PA14_11550
pau00220	Arginine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2	33	151	2055	0.710950092213	0.951755768608	PA14_06920,PA14_60710
pau00362	Benzoate degradation - Pseudomonas aeruginosa UCBPP-PA14	2	34	151	2055	0.726537229875	0.957183969518	PA14_01900,PA14_01910
pau00540	Lipopolysaccharide biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	21	151	2055	0.80028380674	0.990068132342	PA14_18330
pau04122	Sulfur relay system - Pseudomonas aeruginosa UCBPP-PA14	1	22	151	2055	0.815110328462	0.990068132342	PA14_67580
pau00760	Nicotinate and nicotinamide metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	24	151	2055	0.84156176953	0.990068132342	PA14_43790
pau00340	Histidine metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	25	151	2055	0.853341273617	0.990068132342	PA14_57780
pau00620	Pyruvate metabolism - Pseudomonas aeruginosa UCBPP-PA14	3	63	151	2055	0.854916869736	0.990068132342	PA14_52800,PA14_56300,PA14_71630
pau00770	Pantothenate and CoA biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	26	151	2055	0.864250370998	0.990068132342	PA14_04630
pau00061	Fatty acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	27	151	2055	0.874352980155	0.990068132342	PA14_20950
pau00330	Arginine and proline metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	48	151	2055	0.879690587657	0.990068132342	PA14_63110,PA14_63120
pau00071	Fatty acid degradation - Pseudomonas aeruginosa UCBPP-PA14	1	31	151	2055	0.907820576091	0.990068132342	PA14_71630
pau00790	Folate biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	33	151	2055	0.921064707895	0.990068132342	PA14_73050
pau00240	Pyrimidine metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	36	151	2055	0.937468754129	0.990068132342	PA14_73070
pau00250	Alanine, aspartate and glutamate metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	36	151	2055	0.937468754129	0.990068132342	PA14_60710
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	14	268	151	2055	0.945232449591	0.990068132342	PA14_06740,PA14_10500,PA14_13030,PA14_18370,PA14_44300,PA14_44340,PA14_44350,PA14_44360,PA14_44370,PA14_57540,PA14_57560,PA14_57570,PA14_63150,PA14_63160
pau00230	Purine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	67	151	2055	0.964141908179	0.990068132342	PA14_44500,PA14_61770
pau00280	Valine, leucine and isoleucine degradation - Pseudomonas aeruginosa UCBPP-PA14	1	45	151	2055	0.968980538187	0.990068132342	PA14_38660
pau02030	Bacterial chemotaxis - Pseudomonas aeruginosa UCBPP-PA14	1	49	151	2055	0.977308554704	0.990068132342	PA14_44300
pau01232	Nucleotide metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	50	151	2055	0.979016634584	0.990068132342	PA14_44500
pau01212	Fatty acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	51	151	2055	0.98059692794	0.990068132342	PA14_20950
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	8	202	151	2055	0.987178991398	0.990068132342	PA14_22980,PA14_22990,PA14_23000,PA14_23010,PA14_40390,PA14_40410,PA14_40420,PA14_45340
pau00970	Aminoacyl-tRNA biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2	86	151	2055	0.990068132342	0.990068132342	PA14_24870,PA14_58710
pau00051	Fructose and mannose metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	18	151	2055	1	1	
pau00074	Mycolic acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	2	151	2055	1	1	
pau00261	Monobactam biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	9	151	2055	1	1	
pau00310	Lysine degradation - Pseudomonas aeruginosa UCBPP-PA14	0	22	151	2055	1	1	
pau00332	Carbapenem biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	2	151	2055	1	1	
pau00361	Chlorocyclohexane and chlorobenzene degradation - Pseudomonas aeruginosa UCBPP-PA14	0	4	151	2055	1	1	
pau00364	Fluorobenzoate degradation - Pseudomonas aeruginosa UCBPP-PA14	0	7	151	2055	1	1	
pau00410	beta-Alanine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	19	151	2055	1	1	
pau00430	Taurine and hypotaurine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	7	151	2055	1	1	
pau00440	Phosphonate and phosphinate metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	9	151	2055	1	1	
pau00523	Polyketide sugar unit biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	5	151	2055	1	1	
pau00525	Acarbose and validamycin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	2	151	2055	1	1	
pau00543	Exopolysaccharide biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	11	151	2055	1	1	
pau00550	Peptidoglycan biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	22	151	2055	1	1	
pau00552	Teichoic acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	2	151	2055	1	1	
pau00564	Glycerophospholipid metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	27	151	2055	1	1	
pau00565	Ether lipid metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	3	151	2055	1	1	
pau00592	alpha-Linolenic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	3	151	2055	1	1	
pau00600	Sphingolipid metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	2	151	2055	1	1	
pau00622	Xylene degradation - Pseudomonas aeruginosa UCBPP-PA14	0	6	151	2055	1	1	
pau00623	Toluene degradation - Pseudomonas aeruginosa UCBPP-PA14	0	2	151	2055	1	1	
pau00627	Aminobenzoate degradation - Pseudomonas aeruginosa UCBPP-PA14	0	15	151	2055	1	1	
pau00633	Nitrotoluene degradation - Pseudomonas aeruginosa UCBPP-PA14	0	2	151	2055	1	1	
pau00660	C5-Branched dibasic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	13	151	2055	1	1	
pau00740	Riboflavin metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	14	151	2055	1	1	
pau00750	Vitamin B6 metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	9	151	2055	1	1	
pau00780	Biotin metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	20	151	2055	1	1	
pau00907	Pinene, camphor and geraniol degradation - Pseudomonas aeruginosa UCBPP-PA14	0	15	151	2055	1	1	
pau00920	Sulfur metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	59	151	2055	1	1	
pau00930	Caprolactam degradation - Pseudomonas aeruginosa UCBPP-PA14	0	7	151	2055	1	1	
pau00946	Degradation of flavonoids - Pseudomonas aeruginosa UCBPP-PA14	0	1	151	2055	1	1	
pau00984	Steroid degradation - Pseudomonas aeruginosa UCBPP-PA14	0	4	151	2055	1	1	
pau00997	Biosynthesis of various other secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	0	4	151	2055	1	1	
pau00999	Biosynthesis of various plant secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	0	3	151	2055	1	1	
pau01040	Biosynthesis of unsaturated fatty acids - Pseudomonas aeruginosa UCBPP-PA14	0	6	151	2055	1	1	
pau01053	Biosynthesis of siderophore group nonribosomal peptides - Pseudomonas aeruginosa UCBPP-PA14	0	9	151	2055	1	1	
pau01320	Sulfur cycle - Pseudomonas aeruginosa UCBPP-PA14	0	9	151	2055	1	1	
pau01501	beta-Lactam resistance - Pseudomonas aeruginosa UCBPP-PA14	0	34	151	2055	1	1	
pau01502	Vancomycin resistance - Pseudomonas aeruginosa UCBPP-PA14	0	9	151	2055	1	1	
pau02025	Biofilm formation - Pseudomonas aeruginosa - Pseudomonas aeruginosa UCBPP-PA14	0	111	151	2055	1	1	
pau02040	Flagellar assembly - Pseudomonas aeruginosa UCBPP-PA14	0	46	151	2055	1	1	
pau02060	Phosphotransferase system (PTS) - Pseudomonas aeruginosa UCBPP-PA14	0	8	151	2055	1	1	
pau03008	Ribosome biogenesis in eukaryotes - Pseudomonas aeruginosa UCBPP-PA14	0	3	151	2055	1	1	
pau03020	RNA polymerase - Pseudomonas aeruginosa UCBPP-PA14	0	4	151	2055	1	1	
pau03030	DNA replication - Pseudomonas aeruginosa UCBPP-PA14	0	17	151	2055	1	1	
pau03060	Protein export - Pseudomonas aeruginosa UCBPP-PA14	0	17	151	2055	1	1	
pau03070	Bacterial secretion system - Pseudomonas aeruginosa UCBPP-PA14	0	97	151	2055	1	1	
pau03250	Viral life cycle - HIV-1 - Pseudomonas aeruginosa UCBPP-PA14	0	1	151	2055	1	1	
pau03258	Virion - Bacteriophage lambda - Pseudomonas aeruginosa UCBPP-PA14	0	5	151	2055	1	1	
pau03410	Base excision repair - Pseudomonas aeruginosa UCBPP-PA14	0	13	151	2055	1	1	
pau03420	Nucleotide excision repair - Pseudomonas aeruginosa UCBPP-PA14	0	9	151	2055	1	1	
pau03430	Mismatch repair - Pseudomonas aeruginosa UCBPP-PA14	0	20	151	2055	1	1	
pau03440	Homologous recombination - Pseudomonas aeruginosa UCBPP-PA14	0	24	151	2055	1	1	
pau03450	Non-homologous end-joining - Pseudomonas aeruginosa UCBPP-PA14	0	2	151	2055	1	1	
pau04156	Integrated stress response (ISR) signaling pathway - Pseudomonas aeruginosa UCBPP-PA14	0	8	151	2055	1	1	
