group	file	gene	total_tree_length	internal_branch_length	treeness	sites	parsimony_informative_sites	parsimony_informative_percent
animals	1018517at2759.faa.mafft.clipkit.iqtree	1018517at2759	1.1306	0.009	0.007960375022112151	288	8	2.7777777777777777
animals	1260807at2759.faa.mafft.clipkit.iqtree	1260807at2759	1.6031	0.0	0.0	450	0	0.0
animals	1217666at2759.faa.mafft.clipkit.iqtree	1217666at2759	0.7089	0.0	0.0	253	0	0.0
animals	1338131at2759.faa.mafft.clipkit.iqtree	1338131at2759	0.5758	0.0	0.0	198	0	0.0
animals	176625at2759.faa.mafft.clipkit.iqtree	176625at2759	2.5466	0.0	0.0	1122	0	0.0
animals	1304061at2759.faa.mafft.clipkit.iqtree	1304061at2759	0.6317	0.0	0.0	197	0	0.0
animals	1552706at2759.faa.mafft.clipkit.iqtree	1552706at2759	0.9741	0.0	0.0	144	0	0.0
animals	491869at2759.faa.mafft.clipkit.iqtree	491869at2759	1.973	0.0	0.0	442	0	0.0
animals	1620056at2759.faa.mafft.clipkit.iqtree	1620056at2759	1.8082	0.2036	0.11259816391992036	159	10	6.289308176100629
animals	1488235at2759.faa.mafft.clipkit.iqtree	1488235at2759	1.0371	0.0	0.0	172	0	0.0
animals	664730at2759.faa.mafft.clipkit.iqtree	664730at2759	1.069	0.053	0.04957904583723106	447	11	2.460850111856823
animals	866359at2759.faa.mafft.clipkit.iqtree	866359at2759	0.9158	0.0	0.0	327	0	0.0
animals	1513531at2759.faa.mafft.clipkit.iqtree	1513531at2759	1.4442	0.0	0.0	283	0	0.0
animals	1269244at2759.faa.mafft.clipkit.iqtree	1269244at2759	1.7415	0.0	0.0	242	0	0.0
animals	1129824at2759.faa.mafft.clipkit.iqtree	1129824at2759	1.8884	0.0	0.0	239	0	0.0
animals	1545004at2759.faa.mafft.clipkit.iqtree	1545004at2759	0.6267	0.0	0.0	98	0	0.0
animals	1488436at2759.faa.mafft.clipkit.iqtree	1488436at2759	0.9028	0.0	0.0	127	0	0.0
animals	1157302at2759.faa.mafft.clipkit.iqtree	1157302at2759	0.4958	0.0	0.0	246	0	0.0
animals	1193442at2759.faa.mafft.clipkit.iqtree	1193442at2759	1.6888	0.0618	0.03659403126480341	439	12	2.733485193621868
animals	1003258at2759.faa.mafft.clipkit.iqtree	1003258at2759	2.3387	0.0	0.0	420	0	0.0
animals	621827at2759.faa.mafft.clipkit.iqtree	621827at2759	2.1288	0.0	0.0	528	0	0.0
animals	1504863at2759.faa.mafft.clipkit.iqtree	1504863at2759	1.4111	0.0372	0.026362412302459073	219	6	2.73972602739726
animals	1041560at2759.faa.mafft.clipkit.iqtree	1041560at2759	1.2033	0.0	0.0	447	0	0.0
animals	1526152at2759.faa.mafft.clipkit.iqtree	1526152at2759	1.8777	0.0	0.0	172	0	0.0
animals	341721at2759.faa.mafft.clipkit.iqtree	341721at2759	2.9193	0.0502	0.017195903127462064	800	20	2.5
animals	1173229at2759.faa.mafft.clipkit.iqtree	1173229at2759	2.668	0.0751	0.028148425787106444	389	12	3.0848329048843186
animals	1538526at2759.faa.mafft.clipkit.iqtree	1538526at2759	1.2617	0.0	0.0	153	0	0.0
animals	1342242at2759.faa.mafft.clipkit.iqtree	1342242at2759	3.3452	0.1518	0.04537845270835824	332	10	3.0120481927710845
animals	1096688at2759.faa.mafft.clipkit.iqtree	1096688at2759	1.0789	0.0	0.0	377	0	0.0
animals	1405073at2759.faa.mafft.clipkit.iqtree	1405073at2759	0.6776	0.0357	0.052685950413223145	180	3	1.6666666666666667
animals	1358374at2759.faa.mafft.clipkit.iqtree	1358374at2759	1.3251	0.0	0.0	427	0	0.0
animals	836599at2759.faa.mafft.clipkit.iqtree	836599at2759	1.017	0.0	0.0	520	0	0.0
animals	1525971at2759.faa.mafft.clipkit.iqtree	1525971at2759	1.7083	0.0434	0.025405373763390506	140	2	1.4285714285714286
animals	679771at2759.faa.mafft.clipkit.iqtree	679771at2759	2.1159	0.0	0.0	374	0	0.0
animals	974865at2759.faa.mafft.clipkit.iqtree	974865at2759	1.9402	0.1073	0.05530357695082982	306	10	3.2679738562091503
animals	734666at2759.faa.mafft.clipkit.iqtree	734666at2759	1.0659	0.0	0.0	504	0	0.0
animals	320059at2759.faa.mafft.clipkit.iqtree	320059at2759	0.3585	0.0	0.0	546	0	0.0
animals	1094121at2759.faa.mafft.clipkit.iqtree	1094121at2759	1.1286	0.0	0.0	183	0	0.0
animals	1633672at2759.faa.mafft.clipkit.iqtree	1633672at2759	0.3857	0.0	0.0	102	0	0.0
animals	1138059at2759.faa.mafft.clipkit.iqtree	1138059at2759	0.924	0.0	0.0	282	0	0.0
animals	1019762at2759.faa.mafft.clipkit.iqtree	1019762at2759	1.8329	0.0	0.0	602	0	0.0
animals	1355894at2759.faa.mafft.clipkit.iqtree	1355894at2759	0.5804	0.0	0.0	178	0	0.0
animals	156083at2759.faa.mafft.clipkit.iqtree	156083at2759	0.1884	0.0027	0.014331210191082803	2335	5	0.21413276231263384
animals	673132at2759.faa.mafft.clipkit.iqtree	673132at2759	1.6281	0.087	0.05343652109821263	402	17	4.2288557213930345
animals	996662at2759.faa.mafft.clipkit.iqtree	996662at2759	2.9109	0.1221	0.041945789961867465	440	12	2.727272727272727
animals	1346165at2759.faa.mafft.clipkit.iqtree	1346165at2759	2.1669	0.0	0.0	417	0	0.0
animals	814241at2759.faa.mafft.clipkit.iqtree	814241at2759	0.9293	0.0	0.0	425	0	0.0
animals	1161199at2759.faa.mafft.clipkit.iqtree	1161199at2759	1.5342	0.0	0.0	308	0	0.0
animals	1370285at2759.faa.mafft.clipkit.iqtree	1370285at2759	1.9325	0.0	0.0	643	0	0.0
animals	721605at2759.faa.mafft.clipkit.iqtree	721605at2759	2.372	0.0615	0.025927487352445194	378	18	4.761904761904762
animals	296129at2759.faa.mafft.clipkit.iqtree	296129at2759	0.9444	0.0	0.0	1020	0	0.0
animals	271586at2759.faa.mafft.clipkit.iqtree	271586at2759	2.9647	0.0	0.0	956	0	0.0
animals	1112002at2759.faa.mafft.clipkit.iqtree	1112002at2759	1.6215	0.0	0.0	799	0	0.0
animals	1291729at2759.faa.mafft.clipkit.iqtree	1291729at2759	1.9461	0.0	0.0	215	0	0.0
animals	1079827at2759.faa.mafft.clipkit.iqtree	1079827at2759	0.3702	0.0	0.0	260	0	0.0
animals	39650at2759.faa.mafft.clipkit.iqtree	39650at2759	1.5605	0.0	0.0	2281	0	0.0
animals	1038775at2759.faa.mafft.clipkit.iqtree	1038775at2759	1.2456	0.0	0.0	332	0	0.0
animals	1364586at2759.faa.mafft.clipkit.iqtree	1364586at2759	1.7994	0.0	0.0	246	0	0.0
animals	1200489at2759.faa.mafft.clipkit.iqtree	1200489at2759	1.8951	0.0	0.0	194	0	0.0
animals	331411at2759.faa.mafft.clipkit.iqtree	331411at2759	0.8276	0.0	0.0	717	0	0.0
animals	1010730at2759.faa.mafft.clipkit.iqtree	1010730at2759	1.9218	0.0	0.0	550	0	0.0
animals	1421503at2759.faa.mafft.clipkit.iqtree	1421503at2759	0.6528	0.0	0.0	161	0	0.0
animals	1379600at2759.faa.mafft.clipkit.iqtree	1379600at2759	1.4372	0.0	0.0	831	0	0.0
animals	100698at2759.faa.mafft.clipkit.iqtree	100698at2759	0.7056	0.0	0.0	780	0	0.0
animals	674160at2759.faa.mafft.clipkit.iqtree	674160at2759	2.806	0.0	0.0	2787	0	0.0
animals	1251252at2759.faa.mafft.clipkit.iqtree	1251252at2759	1.2312	0.0	0.0	246	0	0.0
animals	777920at2759.faa.mafft.clipkit.iqtree	777920at2759	1.526	0.0	0.0	584	0	0.0
animals	891751at2759.faa.mafft.clipkit.iqtree	891751at2759	2.8676	0.0	0.0	511	0	0.0
animals	1432328at2759.faa.mafft.clipkit.iqtree	1432328at2759	0.8689	0.0	0.0	313	0	0.0
animals	1434266at2759.faa.mafft.clipkit.iqtree	1434266at2759	2.1433	0.0	0.0	224	0	0.0
animals	453044at2759.faa.mafft.clipkit.iqtree	453044at2759	2.0966	0.1085	0.05175045311456644	455	19	4.175824175824176
animals	1428854at2759.faa.mafft.clipkit.iqtree	1428854at2759	2.6788	0.0901	0.03363446319247424	961	29	3.0176899063475546
fungi	981902at2759.faa.mafft.clipkit.iqtree	981902at2759	5.2349	0.6127	0.11704139525110319	654	20	3.058103975535168
fungi	245208at2759.faa.mafft.clipkit.iqtree	245208at2759	2.0895	0.0642	0.030725053840631726	1214	52	4.283360790774299
fungi	1085752at2759.faa.mafft.clipkit.iqtree	1085752at2759	4.5684	0.0	0.0	510	0	0.0
fungi	931188at2759.faa.mafft.clipkit.iqtree	931188at2759	4.1722	0.2957	0.07087387948803989	554	26	4.693140794223827
fungi	761109at2759.faa.mafft.clipkit.iqtree	761109at2759	3.3953	0.1297	0.03819986451859924	590	27	4.576271186440678
fungi	355408at2759.faa.mafft.clipkit.iqtree	355408at2759	2.6164	0.1306	0.04991591499770677	705	46	6.524822695035461
fungi	937686at2759.faa.mafft.clipkit.iqtree	937686at2759	1.8829	0.0	0.0	452	0	0.0
fungi	1194691at2759.faa.mafft.clipkit.iqtree	1194691at2759	2.7833	0.1254	0.04505443178960227	415	27	6.506024096385542
fungi	418107at2759.faa.mafft.clipkit.iqtree	418107at2759	2.2074	0.1702	0.07710428558485095	469	32	6.823027718550106
fungi	1382842at2759.faa.mafft.clipkit.iqtree	1382842at2759	2.8343	0.0	0.0	195	0	0.0
fungi	911863at2759.faa.mafft.clipkit.iqtree	911863at2759	3.9924	0.2353	0.05893698026249875	433	24	5.542725173210162
fungi	1287094at2759.faa.mafft.clipkit.iqtree	1287094at2759	3.5656	0.223	0.06254206865604667	220	14	6.363636363636363
fungi	1423847at2759.faa.mafft.clipkit.iqtree	1423847at2759	2.7277	0.2135	0.0782710708655644	379	20	5.277044854881266
fungi	1645187at2759.faa.mafft.clipkit.iqtree	1645187at2759	2.3385	0.1162	0.049689972204404534	143	8	5.594405594405594
fungi	261419at2759.faa.mafft.clipkit.iqtree	261419at2759	2.8439	0.0	0.0	1100	0	0.0
fungi	257318at2759.faa.mafft.clipkit.iqtree	257318at2759	3.8708	0.1223	0.03159553580655162	734	28	3.8147138964577656
fungi	369837at2759.faa.mafft.clipkit.iqtree	369837at2759	2.9742	0.1415	0.047575818707551606	750	50	6.666666666666667
fungi	1370304at2759.faa.mafft.clipkit.iqtree	1370304at2759	3.9753	0.2362	0.05941689935350791	884	29	3.2805429864253393
fungi	1441854at2759.faa.mafft.clipkit.iqtree	1441854at2759	2.6324	0.2029	0.07707795167907612	329	18	5.47112462006079
fungi	1249159at2759.faa.mafft.clipkit.iqtree	1249159at2759	3.5316	0.3723	0.10541963982330955	212	15	7.0754716981132075
fungi	869548at2759.faa.mafft.clipkit.iqtree	869548at2759	3.5548	0.2179	0.06129740069764825	257	17	6.614785992217898
fungi	1197019at2759.faa.mafft.clipkit.iqtree	1197019at2759	2.1212	0.1385	0.06529323024702999	224	15	6.696428571428571
fungi	1065019at2759.faa.mafft.clipkit.iqtree	1065019at2759	2.2539	0.1547	0.06863658547406717	406	25	6.157635467980295
fungi	1014314at2759.faa.mafft.clipkit.iqtree	1014314at2759	3.8112	0.2134	0.055992863140218306	374	17	4.545454545454546
fungi	719531at2759.faa.mafft.clipkit.iqtree	719531at2759	2.1409	0.0975	0.0455415946564529	461	23	4.989154013015185
fungi	570797at2759.faa.mafft.clipkit.iqtree	570797at2759	5.2926	0.3114	0.05883686656841628	1008	21	2.0833333333333335
fungi	858842at2759.faa.mafft.clipkit.iqtree	858842at2759	2.784	0.0	0.0	602	0	0.0
fungi	1454155at2759.faa.mafft.clipkit.iqtree	1454155at2759	4.1615	0.2354	0.05656614201609996	327	18	5.504587155963303
fungi	1107630at2759.faa.mafft.clipkit.iqtree	1107630at2759	3.2516	0.2448	0.07528601303973428	420	17	4.0476190476190474
fungi	1248958at2759.faa.mafft.clipkit.iqtree	1248958at2759	3.3875	0.1342	0.03961623616236162	974	52	5.338809034907597
fungi	1626636at2759.faa.mafft.clipkit.iqtree	1626636at2759	2.1241	0.0	0.0	235	0	0.0
fungi	720340at2759.faa.mafft.clipkit.iqtree	720340at2759	3.3572	0.1417	0.0422077922077922	413	20	4.842615012106537
fungi	330169at2759.faa.mafft.clipkit.iqtree	330169at2759	4.8463	0.2969	0.06126323174380455	627	36	5.741626794258373
fungi	956854at2759.faa.mafft.clipkit.iqtree	956854at2759	2.3893	0.0	0.0	280	0	0.0
fungi	1398309at2759.faa.mafft.clipkit.iqtree	1398309at2759	2.567	0.1946	0.07580833657966497	166	14	8.433734939759036
fungi	396755at2759.faa.mafft.clipkit.iqtree	396755at2759	3.9673	0.2145	0.054066997706248586	1231	59	4.79285134037368
fungi	383503at2759.faa.mafft.clipkit.iqtree	383503at2759	4.1218	0.2489	0.060386239021786595	539	28	5.194805194805195
fungi	1266231at2759.faa.mafft.clipkit.iqtree	1266231at2759	1.3116	0.0	0.0	355	0	0.0
fungi	674169at2759.faa.mafft.clipkit.iqtree	674169at2759	5.0303	0.2457	0.048844005327714046	812	16	1.9704433497536946
fungi	1407446at2759.faa.mafft.clipkit.iqtree	1407446at2759	5.0999	0.0283	0.005549128414282633	195	3	1.5384615384615385
fungi	1455730at2759.faa.mafft.clipkit.iqtree	1455730at2759	1.4069	0.0	0.0	582	0	0.0
fungi	1346432at2759.faa.mafft.clipkit.iqtree	1346432at2759	3.5025	0.4382	0.12511063526052818	286	15	5.244755244755245
fungi	388820at2759.faa.mafft.clipkit.iqtree	388820at2759	3.0776	0.1424	0.04626982063945932	975	52	5.333333333333333
fungi	1269649at2759.faa.mafft.clipkit.iqtree	1269649at2759	1.8139	0.1288	0.07100722200782843	280	11	3.9285714285714284
fungi	598949at2759.faa.mafft.clipkit.iqtree	598949at2759	4.5858	0.227	0.04950063238693358	973	49	5.0359712230215825
fungi	324863at2759.faa.mafft.clipkit.iqtree	324863at2759	3.5688	0.138	0.03866845998655011	972	60	6.172839506172839
fungi	306227at2759.faa.mafft.clipkit.iqtree	306227at2759	2.5664	0.0	0.0	894	0	0.0
fungi	582756at2759.faa.mafft.clipkit.iqtree	582756at2759	5.2073	0.4092	0.07858199066694832	631	34	5.3882725832012675
fungi	1442062at2759.faa.mafft.clipkit.iqtree	1442062at2759	3.7406	0.4591	0.12273432069721435	541	22	4.066543438077634
fungi	1428265at2759.faa.mafft.clipkit.iqtree	1428265at2759	4.6332	0.8243	0.17791159457826122	353	18	5.09915014164306
fungi	87842at2759.faa.mafft.clipkit.iqtree	87842at2759	3.6902	0.0882	0.02390114356945423	1000	44	4.4
fungi	142542at2759.faa.mafft.clipkit.iqtree	142542at2759	3.0005	0.0	0.0	1295	0	0.0
fungi	801857at2759.faa.mafft.clipkit.iqtree	801857at2759	3.1103	0.2148	0.06906086229624152	545	25	4.587155963302752
fungi	299766at2759.faa.mafft.clipkit.iqtree	299766at2759	4.7687	0.1544	0.03237779688384675	1300	43	3.3076923076923075
fungi	1287401at2759.faa.mafft.clipkit.iqtree	1287401at2759	1.3711	0.0	0.0	303	0	0.0
fungi	1623701at2759.faa.mafft.clipkit.iqtree	1623701at2759	4.1449	0.4995	0.12050954184660669	191	12	6.282722513089006
fungi	1312453at2759.faa.mafft.clipkit.iqtree	1312453at2759	4.066	0.2226	0.054746679783571076	1703	73	4.286553141514974
fungi	290630at2759.faa.mafft.clipkit.iqtree	290630at2759	1.9316	0.0731	0.03784427417684821	905	48	5.303867403314917
fungi	261328at2759.faa.mafft.clipkit.iqtree	261328at2759	2.6483	0.0	0.0	1005	0	0.0
fungi	671846at2759.faa.mafft.clipkit.iqtree	671846at2759	5.4661	0.3182	0.058213351383984924	869	23	2.6467203682393556
fungi	919955at2759.faa.mafft.clipkit.iqtree	919955at2759	2.9756	0.1167	0.03921898104583949	386	23	5.958549222797927
fungi	390348at2759.faa.mafft.clipkit.iqtree	390348at2759	2.3067	0.1305	0.05657432696059305	1070	60	5.607476635514018
fungi	1284731at2759.faa.mafft.clipkit.iqtree	1284731at2759	3.0694	0.1884	0.06138007428161856	245	12	4.8979591836734695
fungi	975158at2759.faa.mafft.clipkit.iqtree	975158at2759	3.2597	0.1994	0.06117127343007025	477	25	5.241090146750524
fungi	937275at2759.faa.mafft.clipkit.iqtree	937275at2759	3.7365	0.0	0.0	474	0	0.0
fungi	1264469at2759.faa.mafft.clipkit.iqtree	1264469at2759	3.4174	0.1902	0.055656346930414935	332	20	6.024096385542169
fungi	759498at2759.faa.mafft.clipkit.iqtree	759498at2759	2.6281	0.1783	0.06784368935733039	794	45	5.667506297229219
fungi	450058at2759.faa.mafft.clipkit.iqtree	450058at2759	6.0895	0.4628	0.07599967156581	965	28	2.901554404145078
fungi	1049599at2759.faa.mafft.clipkit.iqtree	1049599at2759	2.5485	0.0	0.0	486	0	0.0
fungi	345441at2759.faa.mafft.clipkit.iqtree	345441at2759	1.5775	0.0	0.0	546	0	0.0
fungi	1445102at2759.faa.mafft.clipkit.iqtree	1445102at2759	2.867	1.5755	0.5495291245204046	277	50	18.050541516245488
fungi	946128at2759.faa.mafft.clipkit.iqtree	946128at2759	3.6902	0.1392	0.03772153270825429	637	26	4.081632653061225
fungi	1018517at2759.faa.mafft.clipkit.iqtree	1018517at2759	1.8064	0.178	0.09853852967227635	288	24	8.333333333333334
fungi	1426075at2759.faa.mafft.clipkit.iqtree	1426075at2759	2.6596	0.1436	0.053993081666416004	150	6	4.0
fungi	1258856at2759.faa.mafft.clipkit.iqtree	1258856at2759	4.5913	0.3343	0.07281162198070262	877	59	6.727480045610034
fungi	1440961at2759.faa.mafft.clipkit.iqtree	1440961at2759	3.9209	0.1907	0.04863679257313372	405	17	4.197530864197531
fungi	549762at2759.faa.mafft.clipkit.iqtree	549762at2759	2.1687	0.0	0.0	666	0	0.0
fungi	1223488at2759.faa.mafft.clipkit.iqtree	1223488at2759	3.8059	0.3379	0.08878320502377887	220	13	5.909090909090909
fungi	1395649at2759.faa.mafft.clipkit.iqtree	1395649at2759	2.7336	0.0	0.0	191	0	0.0
fungi	878143at2759.faa.mafft.clipkit.iqtree	878143at2759	2.9641	0.2461	0.08302688843156439	459	26	5.664488017429194
fungi	1247641at2759.faa.mafft.clipkit.iqtree	1247641at2759	4.7409	0.2196	0.04632031892678605	671	28	4.172876304023845
fungi	722805at2759.faa.mafft.clipkit.iqtree	722805at2759	4.1285	0.1841	0.04459246699769893	1161	49	4.220499569336779
fungi	1260807at2759.faa.mafft.clipkit.iqtree	1260807at2759	2.502	0.1296	0.051798561151079135	508	15	2.952755905511811
fungi	1001705at2759.faa.mafft.clipkit.iqtree	1001705at2759	3.3269	0.2287	0.06874267335958399	470	20	4.25531914893617
fungi	844748at2759.faa.mafft.clipkit.iqtree	844748at2759	2.1842	0.0	0.0	508	0	0.0
fungi	1217666at2759.faa.mafft.clipkit.iqtree	1217666at2759	2.2571	0.1855	0.08218510478047052	253	20	7.905138339920948
fungi	1338131at2759.faa.mafft.clipkit.iqtree	1338131at2759	1.7548	0.0712	0.040574424435833145	197	13	6.598984771573604
fungi	768809at2759.faa.mafft.clipkit.iqtree	768809at2759	2.3846	0.1151	0.048268053342279627	463	24	5.183585313174946
fungi	179362at2759.faa.mafft.clipkit.iqtree	179362at2759	5.151	0.2685	0.05212580081537566	1317	57	4.328018223234624
fungi	1057950at2759.faa.mafft.clipkit.iqtree	1057950at2759	4.2557	0.398	0.09352162981413165	336	16	4.761904761904762
fungi	457861at2759.faa.mafft.clipkit.iqtree	457861at2759	3.3667	0.2135	0.06341521371075534	392	14	3.5714285714285716
fungi	1032689at2759.faa.mafft.clipkit.iqtree	1032689at2759	3.2558	0.1494	0.04588733951716936	394	21	5.32994923857868
fungi	176625at2759.faa.mafft.clipkit.iqtree	176625at2759	4.1953	0.1172	0.02793602364550807	1208	68	5.629139072847682
fungi	751335at2759.faa.mafft.clipkit.iqtree	751335at2759	4.8309	0.2313	0.04787927715332547	508	24	4.724409448818897
fungi	1304061at2759.faa.mafft.clipkit.iqtree	1304061at2759	2.0813	0.0561	0.026954307404026327	230	9	3.9130434782608696
fungi	924753at2759.faa.mafft.clipkit.iqtree	924753at2759	3.6002	0.1675	0.04652519304483085	499	30	6.012024048096192
fungi	1552706at2759.faa.mafft.clipkit.iqtree	1552706at2759	3.2964	0.3338	0.10126198276908141	333	4	1.2012012012012012
fungi	1620056at2759.faa.mafft.clipkit.iqtree	1620056at2759	3.3006	0.1906	0.05774707628915954	141	10	7.092198581560283
fungi	1488235at2759.faa.mafft.clipkit.iqtree	1488235at2759	2.6462	0.24	0.09069609251001436	181	12	6.629834254143646
fungi	1309031at2759.faa.mafft.clipkit.iqtree	1309031at2759	3.2278	0.2158	0.06685668257017163	716	34	4.748603351955308
fungi	664730at2759.faa.mafft.clipkit.iqtree	664730at2759	1.6838	0.0735	0.04365126499584274	509	27	5.304518664047151
fungi	817008at2759.faa.mafft.clipkit.iqtree	817008at2759	1.4385	0.0548	0.0380952380952381	463	20	4.319654427645788
fungi	866359at2759.faa.mafft.clipkit.iqtree	866359at2759	1.6962	0.0416	0.024525409739417522	344	19	5.523255813953488
fungi	1513531at2759.faa.mafft.clipkit.iqtree	1513531at2759	4.6605	0.0004	8.58277008904624e-05	253	5	1.976284584980237
fungi	1348942at2759.faa.mafft.clipkit.iqtree	1348942at2759	3.7713	0.2843	0.07538514570572481	388	16	4.123711340206185
fungi	1076134at2759.faa.mafft.clipkit.iqtree	1076134at2759	2.0681	0.1096	0.05299550311880471	291	14	4.810996563573883
fungi	1087488at2759.faa.mafft.clipkit.iqtree	1087488at2759	3.6353	0.2633	0.07242868539047671	455	25	5.4945054945054945
fungi	1269244at2759.faa.mafft.clipkit.iqtree	1269244at2759	5.2447	0.4776	0.09106335920071693	265	9	3.3962264150943398
fungi	1129824at2759.faa.mafft.clipkit.iqtree	1129824at2759	3.5612	0.3021	0.08483095585757609	285	16	5.614035087719298
fungi	513979at2759.faa.mafft.clipkit.iqtree	513979at2759	3.7967	0.1867	0.04917428292991282	694	35	5.043227665706052
fungi	671536at2759.faa.mafft.clipkit.iqtree	671536at2759	2.6888	0.1364	0.050728949717346025	495	26	5.252525252525253
fungi	1488436at2759.faa.mafft.clipkit.iqtree	1488436at2759	3.7242	0.3019	0.08106438966757962	161	5	3.1055900621118013
fungi	97116at2759.faa.mafft.clipkit.iqtree	97116at2759	3.0256	0.0872	0.02882072977260709	1230	76	6.178861788617886
fungi	1157302at2759.faa.mafft.clipkit.iqtree	1157302at2759	0.6982	0.053	0.07590948152391865	245	15	6.122448979591836
fungi	901894at2759.faa.mafft.clipkit.iqtree	901894at2759	3.427	0.1192	0.034782608695652174	662	16	2.416918429003021
fungi	1593937at2759.faa.mafft.clipkit.iqtree	1593937at2759	4.797	0.106	0.022097144048363562	476	23	4.831932773109243
fungi	83779at2759.faa.mafft.clipkit.iqtree	83779at2759	3.5944	0.1921	0.053444246605831296	616	27	4.383116883116883
fungi	1193442at2759.faa.mafft.clipkit.iqtree	1193442at2759	2.8731	0.1281	0.044585987261146494	491	29	5.906313645621181
fungi	1003258at2759.faa.mafft.clipkit.iqtree	1003258at2759	3.3242	0.1726	0.05192226701161182	449	21	4.67706013363029
fungi	1182451at2759.faa.mafft.clipkit.iqtree	1182451at2759	3.8749	0.2504	0.06462102247799943	377	19	5.039787798408488
fungi	621827at2759.faa.mafft.clipkit.iqtree	621827at2759	2.7323	0.1155	0.042272078468689384	540	36	6.666666666666667
fungi	1257440at2759.faa.mafft.clipkit.iqtree	1257440at2759	2.4078	0.126	0.052329927734861705	187	12	6.4171122994652405
fungi	1430056at2759.faa.mafft.clipkit.iqtree	1430056at2759	3.0962	0.2534	0.08184225825205091	214	10	4.672897196261682
fungi	392369at2759.faa.mafft.clipkit.iqtree	392369at2759	1.4443	0.0706	0.048881811258048885	538	25	4.646840148698884
fungi	1108845at2759.faa.mafft.clipkit.iqtree	1108845at2759	1.7405	0.0	0.0	476	0	0.0
fungi	625387at2759.faa.mafft.clipkit.iqtree	625387at2759	3.6309	0.0	0.0	829	0	0.0
fungi	1504863at2759.faa.mafft.clipkit.iqtree	1504863at2759	2.7196	0.0795	0.02923224003529931	158	3	1.8987341772151898
fungi	1380409at2759.faa.mafft.clipkit.iqtree	1380409at2759	2.7568	0.0	0.0	214	0	0.0
fungi	687505at2759.faa.mafft.clipkit.iqtree	687505at2759	2.7183	0.2189	0.08052827134606187	410	18	4.390243902439025
fungi	774318at2759.faa.mafft.clipkit.iqtree	774318at2759	4.4117	0.1703	0.03860189949452592	438	18	4.109589041095891
