#column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	outliers	A_Count	C_Count	G_Count	T_Count	N_Count	other_bases	other_base_count
26	1000048	4	40	37516189	37.514388	37.000000	40.000000	40.000000	3.000000	33	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	260858	239226	243005	256532	427		
27	1000048	4	40	37456974	37.455176	37.000000	40.000000	40.000000	3.000000	33	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	257518	242410	240895	258780	445		
28	1000048	4	40	37395058	37.393263	37.000000	40.000000	40.000000	3.000000	33	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	254496	245355	244143	255622	432		
29	1000048	4	40	37333193	37.331401	37.000000	40.000000	40.000000	3.000000	33	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	257229	240215	243625	258669	310		
30	1000048	4	40	37278375	37.276586	37.000000	40.000000	40.000000	3.000000	33	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	257232	242733	242181	257804	98		
31	1000048	4	40	37221252	37.219465	37.000000	40.000000	40.000000	3.000000	33	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	256386	244962	242993	255662	45		
32	1000048	4	40	37173137	37.171353	37.000000	40.000000	40.000000	3.000000	33	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	259201	240681	243535	256595	36		
33	1000048	4	40	37102605	37.100824	36.000000	40.000000	40.000000	4.000000	30	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29	256901	242139	240850	260158	0		
34	1000048	4	40	36906555	36.904784	36.000000	39.000000	40.000000	4.000000	30	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29	257345	243936	247561	251206	0		
35	1000048	4	40	36857016	36.855247	36.000000	39.000000	40.000000	4.000000	30	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29	261085	238309	245932	254722	0		
36	1000048	4	40	36820803	36.819036	36.000000	39.000000	40.000000	4.000000	30	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29	258116	242400	244641	254891	0		
37	1000048	4	40	36769118	36.767353	36.000000	39.000000	40.000000	4.000000	30	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29	257070	244959	244078	253941	0		
38	1000048	4	40	36669543	36.667783	36.000000	39.000000	40.000000	4.000000	30	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29	258135	239831	245429	256653	0		
39	1000048	4	40	36615091	36.613334	36.000000	39.000000	40.000000	4.000000	30	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29	258680	242817	240708	257840	3		
40	1000048	4	40	36531903	36.530150	35.000000	39.000000	40.000000	5.000000	28	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	255281	244830	244876	255046	15		
41	1000048	4	40	36467879	36.466129	35.000000	39.000000	40.000000	5.000000	28	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	259942	239710	243878	256481	37		
42	1000048	4	40	36461507	36.459757	35.000000	39.000000	40.000000	5.000000	28	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	257413	241133	241590	259871	41		
43	1000048	4	40	36408415	36.406667	35.000000	39.000000	40.000000	5.000000	28	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	255959	243232	243766	257051	40		
44	1000048	4	40	36337195	36.335451	35.000000	39.000000	40.000000	5.000000	28	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	258331	240691	242816	258189	21		
45	1000048	4	40	36327000	36.325256	35.000000	39.000000	40.000000	5.000000	28	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	257520	241474	242094	258960	0		
46	1000048	4	40	36431765	36.430016	35.000000	39.000000	40.000000	5.000000	28	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	254782	245466	243356	256444	0		
47	1000048	4	40	36348614	36.346869	35.000000	39.000000	40.000000	5.000000	28	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	259910	239128	243718	257292	0		
48	1000048	4	40	36421044	36.419296	35.000000	39.000000	40.000000	5.000000	28	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	257254	241558	240538	260698	0		
49	1000048	4	40	36403315	36.401568	35.000000	39.000000	40.000000	5.000000	28	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	256473	243803	243686	256085	1		
50	1000048	4	40	36347818	36.346073	35.000000	39.000000	40.000000	5.000000	28	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	260257	239458	243455	256877	1		
51	1000048	4	40	36288884	36.287142	35.000000	39.000000	40.000000	5.000000	28	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	256726	242100	241653	259569	0		
52	1000048	4	40	36182607	36.180870	35.000000	39.000000	40.000000	5.000000	28	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	257528	243625	245040	253855	0		
53	1000048	4	40	36003547	36.001819	35.000000	39.000000	40.000000	5.000000	28	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	260206	238891	244790	256108	53		
54	1000048	4	40	35959658	35.957932	35.000000	39.000000	40.000000	5.000000	28	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	258409	242098	241111	258418	12		
55	1000048	4	40	35852138	35.850417	35.000000	38.000000	40.000000	5.000000	28	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	255614	245348	243899	255187	0		
56	1000048	4	40	35756188	35.754472	35.000000	38.000000	40.000000	5.000000	28	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	259071	240025	242452	258500	0		
57	1000048	4	40	35686551	35.684838	34.000000	38.000000	40.000000	6.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	257814	242146	239898	260190	0		
58	1000048	4	40	35573102	35.571395	34.000000	38.000000	40.000000	6.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	255694	243358	243644	257352	0		
59	1000048	4	40	35325274	35.323578	34.000000	38.000000	40.000000	6.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	259331	238929	244219	257569	0		
60	1000048	4	40	35212361	35.210671	34.000000	37.000000	40.000000	6.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	258506	241885	239792	259865	0		
61	1000048	4	40	35140415	35.138728	34.000000	37.000000	40.000000	6.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	256192	242838	243527	257491	0		
62	1000048	4	40	35027395	35.025714	34.000000	37.000000	40.000000	6.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	259592	239619	242684	258153	0		
63	1000048	4	40	34881174	34.879500	34.000000	37.000000	40.000000	6.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	258432	240244	240219	261153	0		
64	1000048	4	40	34772515	34.770846	34.000000	37.000000	40.000000	6.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	257427	242157	242324	258140	0		
65	1000048	4	40	34635447	34.633785	34.000000	36.000000	39.000000	5.000000	27	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26	260073	237888	242930	259157	0		
66	1000048	4	40	34436425	34.434772	33.000000	36.000000	39.000000	6.000000	24	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	258283	240093	241318	260354	0		
67	1000048	4	40	34285978	34.284332	33.000000	36.000000	39.000000	6.000000	24	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	258878	243055	243333	254782	0		
68	1000048	4	40	34132697	34.131059	33.000000	36.000000	39.000000	6.000000	24	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	260513	239047	242908	257580	0		
69	1000048	4	40	33991550	33.989918	33.000000	35.000000	39.000000	6.000000	24	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	260243	240579	239046	260180	0		
70	1000048	4	40	33844590	33.842966	33.000000	35.000000	39.000000	6.000000	24	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	256690	243204	244029	256125	0		
71	1000048	4	40	33684556	33.682939	33.000000	35.000000	38.000000	5.000000	26	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	260036	237326	243742	258944	0		
72	1000048	4	40	33506996	33.505388	33.000000	35.000000	38.000000	5.000000	26	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	259642	238625	240877	260904	0		
73	1000048	4	40	33242335	33.240739	32.000000	35.000000	37.000000	5.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	258644	241414	244836	255153	1		
74	1000048	4	40	33095738	33.094149	32.000000	35.000000	37.000000	5.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	262617	237570	242050	257798	13		
75	1000048	4	40	32918749	32.917169	32.000000	35.000000	37.000000	5.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	259703	239086	241533	259654	72		
76	1000048	4	40	31756408	31.754884	30.000000	34.000000	36.000000	6.000000	21	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	257268	241702	243906	257109	63		
77	1000048	4	40	32198866	32.197321	31.000000	34.000000	36.000000	5.000000	24	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	260080	237729	243044	259120	75		
78	1000048	4	40	32407716	32.406161	32.000000	35.000000	36.000000	4.000000	26	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	259032	238513	241738	260749	16		
79	1000048	4	40	32431008	32.429451	32.000000	35.000000	36.000000	4.000000	26	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	255669	240516	244168	259695	0		
80	1000048	4	40	32366509	32.364955	32.000000	35.000000	36.000000	4.000000	26	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	259642	238565	243136	258705	0		
81	1000048	4	40	32261335	32.259787	32.000000	35.000000	36.000000	4.000000	26	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	258972	239034	240306	261736	0		
82	1000048	4	40	32135012	32.133470	32.000000	35.000000	35.000000	3.000000	28	39	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,40	257961	241288	242949	257850	0		
83	1000048	4	40	31994673	31.993137	32.000000	35.000000	35.000000	3.000000	28	39	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,40	260153	237493	242113	260289	0		
84	1000048	4	40	31773573	31.772048	32.000000	35.000000	35.000000	3.000000	28	39	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,40	259312	238816	241193	260727	0		
85	1000048	4	40	31696192	31.694671	32.000000	35.000000	35.000000	3.000000	28	39	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,40	258235	241448	242503	257862	0		
86	1000048	4	40	31583751	31.582235	31.000000	34.000000	35.000000	4.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	260858	237237	242729	259224	0		
87	1000048	4	40	31460416	31.458906	31.000000	34.000000	35.000000	4.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	258955	239518	240252	261323	0		
88	1000048	4	40	31376611	31.375105	31.000000	34.000000	35.000000	4.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	257787	242244	242880	257137	0		
89	1000048	4	40	31280444	31.278943	31.000000	34.000000	35.000000	4.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	260460	238634	242035	258919	0		
90	1000048	4	40	31143852	31.142357	31.000000	34.000000	35.000000	4.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	259792	239094	240715	260447	0		
91	1000048	4	40	31047818	31.046328	31.000000	34.000000	35.000000	4.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	258813	241863	242833	256539	0		
92	1000048	4	40	30915487	30.914003	31.000000	34.000000	35.000000	4.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	261593	237935	241723	258797	0		
93	1000048	4	40	30856145	30.854664	31.000000	34.000000	35.000000	4.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	260379	238507	240018	261144	0		
94	1000048	4	40	30769199	30.767722	31.000000	34.000000	35.000000	4.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	258044	241598	243092	257314	0		
95	1000048	4	40	30682572	30.681099	31.000000	34.000000	35.000000	4.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	260690	237626	243852	257880	0		
96	1000048	4	40	30582451	30.580983	31.000000	34.000000	35.000000	4.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	259434	239129	240957	260528	0		
97	1000048	4	40	30488575	30.487112	31.000000	34.000000	35.000000	4.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	258262	240949	243929	256908	0		
98	1000048	4	40	30387954	30.386495	31.000000	34.000000	35.000000	4.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	261142	238066	241934	258906	0		
99	1000048	4	40	30257554	30.256102	31.000000	34.000000	35.000000	4.000000	25	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	259255	240068	240390	260335	0		
100	1000048	4	39	30154559	30.153112	31.000000	34.000000	35.000000	4.000000	25	39	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	258132	242897	241547	257472	0		
101	1000048	4	39	30016807	30.015366	30.000000	34.000000	35.000000	5.000000	23	39	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	261797	237155	242989	258044	63		
102	1000048	4	39	29886040	29.884606	30.000000	34.000000	35.000000	5.000000	23	39	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	259337	239518	240114	261028	51		
103	1000048	4	39	29730332	29.728905	30.000000	34.000000	35.000000	5.000000	23	39	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	259223	241168	242654	256929	74		
104	1000048	4	39	29558600	29.557181	30.000000	34.000000	35.000000	5.000000	23	39	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	260725	237024	244753	257486	60		
105	1000048	4	39	29378324	29.376914	30.000000	34.000000	35.000000	5.000000	23	39	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	260227	238869	241240	259671	41		
106	1000048	4	38	29188173	29.186772	30.000000	34.000000	35.000000	5.000000	23	38	4,8,13,14,15,16,17,18,19,20,21,22	257284	241463	245238	255999	64		
107	1000048	4	38	27991247	27.989903	27.000000	33.000000	35.000000	8.000000	15	38	4,13	259868	238325	245018	256759	78		
