0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
36.595924	45.35894	27.721771	25.470402	67.18929	39.91705	104.85866	51.695168	51.33361	58.506443	61.178154	66.50048	15.151727	52.53418	32.766342	25.39002	34.652206	46.42843	24.837976	34.385506	22.21023	42.68056	37.555935	40.702606	1.2328525	32.80396	33.150433	25.230715	30.326653	22.527617	19.894323	20.61129
36.449497	43.337147	26.008797	25.41494	66.33121	39.869625	104.84363	48.29177	47.50794	58.48537	61.067146	65.74722	15.055771	50.94636	31.479967	24.232737	34.285175	46.415916	24.674429	34.138897	21.777105	40.04818	34.45479	30.03488	1.2114066	28.240343	33.103794	21.921825	26.70959	21.906157	19.758434	20.30219
35.807842	42.91085	25.609142	25.091118	64.263855	39.67698	102.676155	47.498875	45.331375	57.001	58.46599	64.78253	14.225577	49.510853	30.033422	24.190521	34.11068	45.95043	24.070278	32.938347	20.930206	36.209793	33.46699	28.321777	1.203949	27.78122	31.744436	21.013144	26.400375	20.608868	19.047941	19.795233
35.671864	41.86686	23.88874	24.946274	61.84761	39.060043	101.9879	45.93093	43.863895	50.605846	55.13473	61.677933	14.112919	49.356007	29.81029	22.96662	34.03875	45.751266	22.823572	32.10908	20.319408	35.663174	31.351753	28.116598	1.1927353	27.128534	30.364798	20.56482	26.072205	19.467196	18.731962	18.575445
33.75652	38.830734	23.806353	22.71018	60.262726	38.484814	98.844444	43.079475	43.38392	50.277176	53.814404	59.354137	13.884802	45.769592	29.621826	22.889103	33.432777	45.716442	22.797316	30.491325	17.557318	29.615414	31.19861	25.238531	1.1755867	24.71758	30.234869	19.605204	24.666971	19.21973	17.2216	18.312683
33.719597	37.06513	22.1066	22.310139	57.90245	38.411507	98.56374	40.830746	43.34334	46.348045	47.893204	58.949074	13.661673	43.64481	28.694855	22.75535	33.33661	45.378075	21.780642	29.669136	17.550583	29.27045	30.74098	25.100542	1.1230855	23.619843	25.768745	19.332327	24.443892	18.989729	16.49301	16.838997
33.090534	36.656845	21.712086	21.90299	54.445072	35.554714	97.95509	40.759724	41.624252	45.392517	46.898407	57.84348	12.710469	43.576477	26.93001	21.807068	33.01432	45.183086	21.007853	27.791565	16.721258	28.490728	26.23549	24.248402	1.0895554	23.156227	25.305199	19.302036	23.502604	18.79523	16.119637	16.513695
32.012184	34.69818	21.557302	21.334785	54.350838	33.025906	97.47356	40.62355	41.513493	45.179413	46.752125	57.701256	12.498284	40.071808	26.5927	21.596983	31.76967	45.072998	19.73337	27.589516	16.454008	28.14602	25.791817	22.415743	1.0484079	22.967491	23.738201	18.487312	22.031948	17.083069	15.858713	15.386336
31.006561	34.66511	21.401588	21.236406	54.004414	32.991585	97.216835	40.167854	38.946102	44.820866	46.681705	57.58082	12.431561	38.91733	25.959646	21.348045	31.66482	44.487087	19.432491	27.5705	15.216552	28.119478	25.660646	21.251156	1.0365852	22.88118	22.863464	17.362272	21.914833	16.935127	13.779989	15.311965
28.970692	34.6384	21.195303	20.30759	53.86119	32.07187	93.84402	40.04836	38.594	44.55631	45.37074	57.14058	11.904192	37.187206	25.733566	21.12866	30.67186	42.219204	18.24274	27.14177	14.485759	27.423243	25.504631	20.70826	0.995526	22.459404	22.57974	17.074892	21.787193	16.74458	13.554139	15.143127
