0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
4.649441600308452e-266	0.0	6.782032347524973e-145	3.0316796343163922e-114	5.302873462320775e-281	2.2897293679726835e-182	0.0	9.131747743580841e-187	2.835207017271461e-175	1.085731893636022e-173	1.7313879656350122e-154	1.8536439331348678e-143	6.707664577544248e-33	1.6002458595780294e-120	3.612171638164395e-77	1.89753564714616e-57	3.279221443206294e-76	3.803642225981727e-96	1.1741710347772863e-54	7.087427496687362e-73	2.757209915944822e-45	9.061087244900753e-76	1.5233472468597655e-63	1.833990092524121e-63	0.23907678770886936	6.168626077825692e-51	5.106033796184341e-47	2.3635603256860394e-34	3.9876550033320054e-33	1.1551215150247886e-23	1.580089729487667e-18	1.3167274142521635e-18
7.714325874797805e-250	0.0	3.297764648138066e-129	1.0786886663173743e-114	1.9141534418811448e-291	6.0084067979726413e-182	0.0	7.087757995990648e-199	1.2440923165473438e-159	2.199453508338792e-166	9.587698417678198e-149	7.684942523200652e-146	7.495774350306609e-33	1.17808015882571e-112	2.913532880100201e-75	5.389804316807323e-56	9.054201780365238e-75	2.805018633217905e-108	9.45442625874733e-55	3.0978202462201756e-70	3.3498875268791657e-43	5.828250945780606e-77	2.176881949767516e-58	1.414902172619149e-50	0.2475342046477083	2.114851116306395e-43	1.4444048541660782e-47	1.1061206307327223e-30	1.1434948930968961e-29	3.470445577209304e-23	1.8494925268645725e-18	1.1499087991535554e-17
1.5129655397353924e-245	0.0	5.2816720353543546e-124	9.576871031783836e-109	8.644421195829418e-275	1.461111720954599e-190	0.0	9.633080101837272e-201	1.008633861328302e-152	5.446385172888924e-172	6.072040184799269e-172	2.1122936344964e-140	3.954461685574658e-30	1.7086059668875954e-115	2.3302165732657434e-71	4.770098827800269e-55	2.5249371850668894e-74	1.89688616399003e-97	1.2702505445634766e-53	2.127572164136407e-68	3.2132434949805945e-41	2.4914644720498957e-66	1.7473738022184144e-58	1.6523354727099497e-48	0.25047515698600914	3.679124696154344e-42	2.170260377735872e-45	4.943905272776961e-30	4.536363623048746e-30	3.131277302758029e-22	6.38980741839312e-18	9.69662671545858e-18
4.179575402979963e-245	2.13999885473918e-308	3.89996785359196e-110	1.012472304752469e-107	9.13092784644224e-269	3.648198783454817e-172	0.0	1.780994640062912e-168	1.0670932437597033e-149	6.095038083126042e-146	3.135880243860912e-149	7.024190209707072e-149	6.615777450823778e-30	1.0594043112445486e-113	1.097909619131729e-71	6.187365027753908e-52	6.062447885891666e-74	2.841593543543975e-105	1.6111903297856413e-50	1.5208778544576314e-66	6.615513642216514e-41	5.848917262340317e-67	8.5437812708231e-55	8.235826620448889e-48	0.2550307295195515	1.0514831943515548e-42	8.318577225225034e-45	1.8633214450089742e-29	2.535875849611396e-29	2.445038866631943e-21	9.812990958408022e-18	1.517805863338525e-16
1.2675353374129756e-213	6.292788934441122e-270	4.4060220731883586e-111	1.4718870230118205e-94	4.35060915977598e-264	2.06218709168395e-202	0.0	1.726712160917223e-158	4.446114972455686e-147	5.884021031981543e-141	7.15864125408836e-138	2.7966272655858136e-148	4.818272952808027e-29	2.3936496624155233e-106	2.8424587333497148e-70	1.6656397737421883e-51	5.862359852285225e-73	3.006568485001092e-96	2.117520654780822e-51	7.46734473594027e-65	2.7006551927657846e-34	6.405754263762483e-57	8.709489707304845e-55	4.793075208772991e-44	0.26170536360623187	8.869065486966283e-39	3.3153737563989986e-44	4.522756747489993e-28	7.137563556788359e-29	4.644771784709498e-21	7.387372679798623e-17	1.9365649770617083e-16
1.3500350863172465e-212	1.5074554029952318e-254	9.832957574037544e-97	8.891811633024017e-91	2.4844685755929008e-253	1.4104604268271743e-169	0.0	7.421232334011865e-150	4.6003457733430436e-152	6.108199426864465e-137	1.1611334954950223e-134	3.06919902491938e-142	2.100503830971345e-28	2.586635765404986e-100	2.2325297509929328e-69	6.458137873333264e-51	1.309808862812406e-74	2.3159070115857603e-94	4.393246770227855e-48	1.2092899018813796e-62	7.329672236322119e-35	8.553196807487609e-58	2.3384752691789407e-54	7.197221873539032e-44	0.2846138445353363	6.515545349712117e-38	7.302348640472963e-39	1.1943905575073978e-27	5.022953490544835e-28	6.253818468948299e-21	2.8313875909409977e-16	1.5545995289162025e-15
1.9033881144170855e-206	1.4219760597055482e-242	2.696921818770586e-93	4.542334126379527e-87	3.372592265692337e-235	4.1786294970846558e-168	0.0	9.69759283378964e-150	5.185560270320069e-141	1.7884222055934157e-141	2.660647032372586e-126	8.003084095752673e-130	6.008081245196618e-27	1.0159453856736777e-105	1.2075867710138944e-64	4.313357788381144e-49	2.768624997215576e-74	3.431623701758611e-95	2.31835251604559e-46	9.041642453657304e-61	3.311431825144511e-36	3.912616371643696e-56	1.808530496450179e-47	1.2465601966261197e-42	0.29962630509356275	2.1286123061510868e-38	2.8066342020921444e-38	9.51614017630104e-28	8.369489164949654e-28	7.53310344376059e-21	6.955522936731123e-16	1.4333086419240111e-15
3.5368281696665765e-198	5.775536931871434e-228	7.237127215969799e-92	1.7855096012067066e-84	7.870150654794409e-232	1.8810149387422297e-133	0.0	2.8278310511309785e-151	2.866639905246891e-146	4.3781721521997465e-132	2.1340110540472925e-124	1.0177290584074131e-132	4.104502232870249e-25	1.9246960953041457e-95	4.5439992640448e-64	2.6778632494310808e-48	6.278440789004208e-70	4.0327433637868845e-95	2.8445747635267624e-43	1.611813662448655e-58	1.023989034473091e-31	1.1747488467934674e-54	9.912469028872685e-47	1.927211793368178e-40	0.3189382632543736	1.2918584174881944e-36	5.262075384832965e-37	7.904049625786999e-27	5.822683587473746e-26	2.8065458535805946e-19	8.948408349968984e-16	1.6387752457097356e-14
1.746912216452904e-185	5.82919344924362e-223	3.4004233986909095e-90	7.196729665160304e-83	1.0804565288878452e-230	1.0218901699387731e-147	0.0	2.303289771582889e-163	2.7714346578991104e-132	1.1879618617667701e-135	4.7127155040772285e-122	1.6984186043492653e-127	4.440558188719095e-25	4.312647819453555e-92	5.894050096702375e-63	6.592035202410266e-48	8.441080629507202e-71	7.628450992803437e-96	2.2978764048545862e-42	4.066251079463319e-58	2.9341402074763664e-29	6.728085546265949e-56	7.300858897713274e-47	9.641674199895253e-38	0.32461161609677075	2.203292030706236e-36	3.245346232156592e-35	4.230169097212224e-25	5.64672312820969e-26	4.307012885867055e-19	4.67914929194632e-14	1.2397287064502139e-14
1.5728833379990485e-162	2.281472738474287e-218	2.921723979684504e-89	2.8155216938793155e-76	5.937314194628159e-231	1.5183079706190737e-132	0.0	9.973904712158102e-147	3.4626593115298866e-131	3.139175969560422e-132	3.394178534508279e-122	1.377154395779689e-138	2.4419061251179108e-23	1.6051643424626082e-87	1.5041098703208216e-61	2.114276830972403e-47	2.8665594212254152e-67	3.0796821375471712e-87	2.7655208410270152e-39	6.978361027540162e-58	4.84066187281574e-27	3.3660403426459393e-53	3.911411811192049e-46	5.672758851571697e-37	0.3448358483763564	9.70348192530586e-36	8.811289364069913e-35	1.2675143509752829e-24	5.711543539812762e-26	6.304678318661011e-19	7.836507220079012e-14	1.8749120582877878e-14
