metric	value
lag8_transcription_to_contact_turnon_pooled_effect	0.00239264209
lag8_transcription_to_contact_turnon_n_cells	600
lag8_transcription_to_contact_turnon_cell_mean_effect	0.00209944203
lag8_transcription_to_contact_turnon_cell_sd_effect	0.0432659117
lag8_transcription_to_contact_turnon_cell_t	1.18859433
lag9_contact_to_transcription_n_source0	136874
lag9_contact_to_transcription_n_source1	7726
lag9_contact_to_transcription_p_target1_source0	0.153922586
lag9_contact_to_transcription_p_target1_source1	0.15156614
lag9_contact_to_transcription_pooled_effect	-0.00235644543
lag9_contact_to_transcription_n_cells	600
lag9_contact_to_transcription_cell_mean_effect	-0.000570441809
lag9_contact_to_transcription_cell_sd_effect	0.107868331
lag9_contact_to_transcription_cell_t	-0.129536755
lag9_transcription_to_contact_n_source0	122285
lag9_transcription_to_contact_n_source1	22315
lag9_transcription_to_contact_p_target1_source0	0.0539232122
lag9_transcription_to_contact_p_target1_source1	0.0498319516
lag9_transcription_to_contact_pooled_effect	-0.00409126057
lag9_transcription_to_contact_n_cells	600
lag9_transcription_to_contact_cell_mean_effect	-0.00445398617
lag9_transcription_to_contact_cell_sd_effect	0.0401663575
lag9_transcription_to_contact_cell_t	-2.71620185
lag9_contact_to_transcription_turnon_n_source0	115747
lag9_contact_to_transcription_turnon_n_source1	6538
lag9_contact_to_transcription_turnon_p_target1_source0	0.154163823
lag9_contact_to_transcription_turnon_p_target1_source1	0.152493117
lag9_contact_to_transcription_turnon_pooled_effect	-0.00167070566
lag9_contact_to_transcription_turnon_n_cells	600
lag9_contact_to_transcription_turnon_cell_mean_effect	-0.00117420909
lag9_contact_to_transcription_turnon_cell_sd_effect	0.118428897
lag9_contact_to_transcription_turnon_cell_t	-0.242864132
lag9_transcription_to_contact_turnon_n_source0	115747
lag9_transcription_to_contact_turnon_n_source1	21127
lag9_transcription_to_contact_turnon_p_target1_source0	0.053772452
lag9_transcription_to_contact_turnon_p_target1_source1	0.0505040943
lag9_transcription_to_contact_turnon_pooled_effect	-0.0032683577
lag9_transcription_to_contact_turnon_n_cells	600
lag9_transcription_to_contact_turnon_cell_mean_effect	-0.0036229142
lag9_transcription_to_contact_turnon_cell_sd_effect	0.041472515
lag9_transcription_to_contact_turnon_cell_t	-2.13980058
lag10_contact_to_transcription_n_source0	136302
lag10_contact_to_transcription_n_source1	7698
lag10_contact_to_transcription_p_target1_source0	0.15400361
lag10_contact_to_transcription_p_target1_source1	0.151727721
lag10_contact_to_transcription_pooled_effect	-0.00227588815
lag10_contact_to_transcription_n_cells	600
lag10_contact_to_transcription_cell_mean_effect	-0.00238017405
lag10_contact_to_transcription_cell_sd_effect	0.110582045
lag10_contact_to_transcription_cell_t	-0.527229524
lag10_transcription_to_contact_n_source0	121787
lag10_transcription_to_contact_n_source1	22213
lag10_transcription_to_contact_p_target1_source0	0.0536017802
lag10_transcription_to_contact_p_target1_source1	0.0520415973
lag10_transcription_to_contact_pooled_effect	-0.00156018289
lag10_transcription_to_contact_n_cells	600
lag10_transcription_to_contact_cell_mean_effect	-0.00202211001
lag10_transcription_to_contact_cell_sd_effect	0.0390400903
lag10_transcription_to_contact_cell_t	-1.26873112
lag10_contact_to_transcription_turnon_n_source0	115273
lag10_contact_to_transcription_turnon_n_source1	6514
lag10_contact_to_transcription_turnon_p_target1_source0	0.153678658
lag10_contact_to_transcription_turnon_p_target1_source1	0.15198035
lag10_contact_to_transcription_turnon_pooled_effect	-0.00169830847
lag10_contact_to_transcription_turnon_n_cells	600
lag10_contact_to_transcription_turnon_cell_mean_effect	-0.00174021973
lag10_contact_to_transcription_turnon_cell_sd_effect	0.124458002
lag10_contact_to_transcription_turnon_cell_t	-0.342497091
lag10_transcription_to_contact_turnon_n_source0	115273
lag10_transcription_to_contact_turnon_n_source1	21029
lag10_transcription_to_contact_turnon_p_target1_source0	0.0536725859
lag10_transcription_to_contact_turnon_p_target1_source1	0.052118503
lag10_transcription_to_contact_turnon_pooled_effect	-0.00155408293
lag10_transcription_to_contact_turnon_n_cells	600
lag10_transcription_to_contact_turnon_cell_mean_effect	-0.0020690377
lag10_transcription_to_contact_turnon_cell_sd_effect	0.040564599
lag10_transcription_to_contact_turnon_cell_t	-1.24938659
onset_lag1_contact_onset_to_transcription_onset_source_onsets	7511
onset_lag1_contact_onset_to_transcription_onset_target_onsets_after_source	1285
onset_lag1_contact_onset_to_transcription_onset_p_target_onset_after_source	0.171082412
onset_lag1_contact_onset_to_transcription_onset_non_source_times	141289
onset_lag1_contact_onset_to_transcription_onset_target_onsets_after_non_source	18092
onset_lag1_contact_onset_to_transcription_onset_p_target_onset_after_non_source	0.1280496
onset_lag1_contact_onset_to_transcription_onset_pooled_effect	0.043032812
onset_lag1_contact_onset_to_transcription_onset_n_cells	600
onset_lag1_contact_onset_to_transcription_onset_cell_mean_effect	0.0486042914
onset_lag1_contact_onset_to_transcription_onset_cell_t	9.06115774
onset_lag1_transcription_onset_to_contact_onset_source_onsets	19378
onset_lag1_transcription_onset_to_contact_onset_target_onsets_after_source	1764
onset_lag1_transcription_onset_to_contact_onset_p_target_onset_after_source	0.0910310662
onset_lag1_transcription_onset_to_contact_onset_non_source_times	129422
onset_lag1_transcription_onset_to_contact_onset_target_onsets_after_non_source	5743
onset_lag1_transcription_onset_to_contact_onset_p_target_onset_after_non_source	0.0443742177
onset_lag1_transcription_onset_to_contact_onset_pooled_effect	0.0466568485
onset_lag1_transcription_onset_to_contact_onset_n_cells	600
onset_lag1_transcription_onset_to_contact_onset_cell_mean_effect	0.0481971196
onset_lag1_transcription_onset_to_contact_onset_cell_t	16.4317413
onset_lag2_contact_onset_to_transcription_onset_source_onsets	7477
onset_lag2_contact_onset_to_transcription_onset_target_onsets_after_source	874
onset_lag2_contact_onset_to_transcription_onset_p_target_onset_after_source	0.116891802
onset_lag2_contact_onset_to_transcription_onset_non_source_times	140723
onset_lag2_contact_onset_to_transcription_onset_target_onsets_after_non_source	18430
onset_lag2_contact_onset_to_transcription_onset_p_target_onset_after_non_source	0.130966509
onset_lag2_contact_onset_to_transcription_onset_pooled_effect	-0.0140747071
onset_lag2_contact_onset_to_transcription_onset_n_cells	600
onset_lag2_contact_onset_to_transcription_onset_cell_mean_effect	-0.0143083039
onset_lag2_contact_onset_to_transcription_onset_cell_t	-3.44273146
onset_lag2_transcription_onset_to_contact_onset_source_onsets	19296
onset_lag2_transcription_onset_to_contact_onset_target_onsets_after_source	898
onset_lag2_transcription_onset_to_contact_onset_p_target_onset_after_source	0.0465381426
onset_lag2_transcription_onset_to_contact_onset_non_source_times	128904
onset_lag2_transcription_onset_to_contact_onset_target_onsets_after_non_source	6578
onset_lag2_transcription_onset_to_contact_onset_p_target_onset_after_non_source	0.051030224
onset_lag2_transcription_onset_to_contact_onset_pooled_effect	-0.00449208142
onset_lag2_transcription_onset_to_contact_onset_n_cells	600
onset_lag2_transcription_onset_to_contact_onset_cell_mean_effect	-0.00444504489
onset_lag2_transcription_onset_to_contact_onset_cell_t	-2.69460664
onset_lag3_contact_onset_to_transcription_onset_source_onsets	7437
onset_lag3_contact_onset_to_transcription_onset_target_onsets_after_source	972
onset_lag3_contact_onset_to_transcription_onset_p_target_onset_after_source	0.130697862
onset_lag3_contact_onset_to_transcription_onset_non_source_times	140163
onset_lag3_contact_onset_to_transcription_onset_target_onsets_after_non_source	18258
onset_lag3_contact_onset_to_transcription_onset_p_target_onset_after_non_source	0.130262623
onset_lag3_contact_onset_to_transcription_onset_pooled_effect	0.000435239238
onset_lag3_contact_onset_to_transcription_onset_n_cells	600
onset_lag3_contact_onset_to_transcription_onset_cell_mean_effect	-0.00151640775
onset_lag3_contact_onset_to_transcription_onset_cell_t	-0.362656876
onset_lag3_transcription_onset_to_contact_onset_source_onsets	19223
onset_lag3_transcription_onset_to_contact_onset_target_onsets_after_source	1010
onset_lag3_transcription_onset_to_contact_onset_p_target_onset_after_source	0.0525412267
onset_lag3_transcription_onset_to_contact_onset_non_source_times	128377
onset_lag3_transcription_onset_to_contact_onset_target_onsets_after_non_source	6434
onset_lag3_transcription_onset_to_contact_onset_p_target_onset_after_non_source	0.0501180118
onset_lag3_transcription_onset_to_contact_onset_pooled_effect	0.00242321486
onset_lag3_transcription_onset_to_contact_onset_n_cells	600
onset_lag3_transcription_onset_to_contact_onset_cell_mean_effect	0.00235629007
onset_lag3_transcription_onset_to_contact_onset_cell_t	1.36182379
onset_lag4_contact_onset_to_transcription_onset_source_onsets	7407
onset_lag4_contact_onset_to_transcription_onset_target_onsets_after_source	960
onset_lag4_contact_onset_to_transcription_onset_p_target_onset_after_source	0.129607128
onset_lag4_contact_onset_to_transcription_onset_non_source_times	139593
onset_lag4_contact_onset_to_transcription_onset_target_onsets_after_non_source	18195
onset_lag4_contact_onset_to_transcription_onset_p_target_onset_after_non_source	0.130343212
onset_lag4_contact_onset_to_transcription_onset_pooled_effect	-0.00073608366
onset_lag4_contact_onset_to_transcription_onset_n_cells	600
onset_lag4_contact_onset_to_transcription_onset_cell_mean_effect	0.00077366821
onset_lag4_contact_onset_to_transcription_onset_cell_t	0.190375504
onset_lag4_transcription_onset_to_contact_onset_source_onsets	19155
onset_lag4_transcription_onset_to_contact_onset_target_onsets_after_source	950
onset_lag4_transcription_onset_to_contact_onset_p_target_onset_after_source	0.0495954059
onset_lag4_transcription_onset_to_contact_onset_non_source_times	127845
onset_lag4_transcription_onset_to_contact_onset_target_onsets_after_non_source	6453
onset_lag4_transcription_onset_to_contact_onset_p_target_onset_after_non_source	0.0504751848
onset_lag4_transcription_onset_to_contact_onset_pooled_effect	-0.000879778895
onset_lag4_transcription_onset_to_contact_onset_n_cells	600
onset_lag4_transcription_onset_to_contact_onset_cell_mean_effect	-0.00102936681
onset_lag4_transcription_onset_to_contact_onset_cell_t	-0.620841348
onset_lag5_contact_onset_to_transcription_onset_source_onsets	7387
onset_lag5_contact_onset_to_transcription_onset_target_onsets_after_source	930
onset_lag5_contact_onset_to_transcription_onset_p_target_onset_after_source	0.125896846
onset_lag5_contact_onset_to_transcription_onset_non_source_times	139013
onset_lag5_contact_onset_to_transcription_onset_target_onsets_after_non_source	18136
onset_lag5_contact_onset_to_transcription_onset_p_target_onset_after_non_source	0.130462619
onset_lag5_contact_onset_to_transcription_onset_pooled_effect	-0.00456577279
onset_lag5_contact_onset_to_transcription_onset_n_cells	600
onset_lag5_contact_onset_to_transcription_onset_cell_mean_effect	-0.00478293773
onset_lag5_contact_onset_to_transcription_onset_cell_t	-1.16072863
onset_lag5_transcription_onset_to_contact_onset_source_onsets	19079
onset_lag5_transcription_onset_to_contact_onset_target_onsets_after_source	991
onset_lag5_transcription_onset_to_contact_onset_p_target_onset_after_source	0.0519419257
onset_lag5_transcription_onset_to_contact_onset_non_source_times	127321
onset_lag5_transcription_onset_to_contact_onset_target_onsets_after_non_source	6377
onset_lag5_transcription_onset_to_contact_onset_p_target_onset_after_non_source	0.0500860031
onset_lag5_transcription_onset_to_contact_onset_pooled_effect	0.00185592258
onset_lag5_transcription_onset_to_contact_onset_n_cells	600
onset_lag5_transcription_onset_to_contact_onset_cell_mean_effect	0.00166653037
onset_lag5_transcription_onset_to_contact_onset_cell_t	1.00192508
