TraesCS1B03G0625200	19.57	56.49	19	56.48	371.09	49.54	204.99	61.94	31.1	97.88
TraesCS1B03G0645400	208.97	21.94	85.43	40.35	16.2	22.96	12.32	83.86	164.71	35.05
TraesCS1B03G0653700	0.32	0.52	0.15	1.62	1.57	271.86	0.09	0	0.47	0.25
TraesCS1B03G0767000	7.24	4.15	50.42	3.91	6.27	7.25	3.3	14.29	200.76	9.76
TraesCS1B03G0783100	79.67	37.14	13.99	51.99	50.85	15.71	13.57	151.51	23.33	34.05
TraesCS1B03G0823600	142.37	65.81	95	54.19	303.88	56.79	78.84	66.7	135.96	76.86
TraesCS1B03G0882400	96.97	53.89	76.37	80.61	97	135.33	33.48	269.67	59.62	61.33
TraesCS1B03G0889300	33.84	33.68	26.7	14.12	18.98	31.41	6.34	161.04	20.74	65.09
TraesCS1B03G0907800	67.46	201.41	14.74	28.24	18.98	27.79	74.37	28.59	23.33	19.28
TraesCS1B03G0911600	104.86	138.02	104.28	78.13	142.8	99.08	161.78	164.85	106.51	411.06
TraesCS1B03G0951500	17.62	19.35	12.19	53.52	161.78	43.5	99.64	28.59	17.44	33.8
TraesCS1B03G1166600	165.4	42.67	231.97	42.84	36.22	117.2	22.95	129.59	376.31	70.85
TraesCS1B03G1177400	0	0.17	0	0	0	224.74	0	0	0	0
TraesCS1B03G1284700	86.27	49.92	177.73	36.54	40.57	74.91	19.11	165.8	310.33	78.11
TraesCS1D03G0004300	12.65	140.61	14.06	40.93	49.11	4.83	53.21	40.02	12.25	31.79
TraesCS1D03G0080800	4.43	5.7	19.3	7.73	28.04	200.57	15.18	130.55	37.94	359.24
TraesCS1D03G0105400	41.3	373.29	26.93	23.85	27.69	13.29	9.2	136.26	41.47	35.55
TraesCS1D03G0173900	0	0	0	0	0	244.07	0.09	0.95	0	0
TraesCS1D03G0186800	3.78	5.87	5.24	5.34	14.28	44.71	31.16	124.83	4.01	210.54
TraesCS1D03G0209600	33.4	40.59	18.03	30.62	48.24	10.87	9.11	172.48	10.84	49.32
TraesCS1D03G0216800	36.32	84.3	132.93	33.29	123.64	37.46	85.17	70.51	186.86	69.34
TraesCS1D03G0222800	100.21	49.92	190.45	71.74	66	60.41	23.57	283.01	137.38	129.93
TraesCS1D03G0271100	78.27	253.06	61.41	67.35	548.19	53.16	383.37	236.32	182.62	220.8
TraesCS1D03G0371000	1.08	0.17	3.14	0.76	1.74	0	0.89	35.26	3.3	140.44
TraesCS1D03G0402900	1.19	1.21	1.94	19.84	2.44	1.21	5.98	22.87	2.83	141.94
TraesCS1D03G0486300	63.57	59.6	104.88	44.27	70.35	65.25	17.77	338.28	65.04	107.4
TraesCS1D03G0508600	2.7	2.59	27.08	2	5.05	1.21	1.52	5.72	119	2.75
TraesCS1D03G0527600	6.05	3.45	27.38	4.67	9.23	7.25	4.11	18.11	699.37	3.5
TraesCS1D03G0538300	71.67	20.73	325.55	27.76	41.27	86.99	16.7	348.76	482.82	145.7
TraesCS1D03G0605000	0.76	0	0.45	0.19	0.7	1402.79	0.27	6.67	0.24	1
TraesCS1D03G0612500	1.62	0	10.4	2.29	4.53	7.25	5.36	23.82	11.31	121.17
TraesCS1D03G0633000	96.75	104.68	220.15	312.92	99.26	137.74	195.17	154.37	79.88	82.86
TraesCS1D03G0640500	209.72	64.95	72.48	62.49	58.34	58	16.78	271.58	93.55	150.46
TraesCS1D03G0645100	2.05	2.59	2.99	3.72	1.74	1.21	1.34	5.72	5.18	95.88
TraesCS1D03G0646100	24.54	62.19	24.09	14.69	44.06	10.87	14.37	118.16	28.98	66.09
TraesCS1D03G0861200	21.84	112.8	30.82	24.71	274.1	35.04	135.71	161.04	39.35	50.82
TraesCS1D03G0884600	0.65	0	0.07	1.05	0.52	1584.03	0.62	0	0.47	0.25
TraesCS1D03G0913700	3.03	8.64	3.81	2.77	6.97	9.67	15.18	25.73	1.65	105.89
TraesCS1D03G0931100	94.48	44.05	29.4	37.4	31.52	18.12	6.61	185.82	20.5	46.56
TraesCS1D03G1000900	5.41	14.51	5.01	2.77	245.89	1.21	4.82	4.76	11.78	5.76
TraesCS2A03G0235500	3.35	2.07	9.65	1.81	3.13	2.42	0.8	12.39	240.82	2.25
TraesCS2A03G0290300	185.94	364.31	171.9	128.03	264.35	160.7	343.91	232.51	132.66	558.26
TraesCS2A03G0364600	0.54	1.38	3.07	0.95	1.39	0	0.89	67.66	1.41	122.67
TraesCS2A03G0466400	0.11	0	0.22	0.29	9.4	229.57	0	0	0.47	0.25
TraesCS2A03G0508300	2.49	2.07	13.02	1.81	5.57	3.62	1.96	7.62	336.02	2
TraesCS2A03G0648100	0.32	0.69	2.62	0.67	0.7	115.99	0.8	91.48	5.42	133.43
TraesCS2A03G0730800	1.84	2.25	7.63	4.67	3.13	1.21	3.75	76.23	4.24	294.9
TraesCS2A03G0734000	0.22	0.52	2.39	0.95	0.52	1.21	0.54	73.37	2.36	111.65
TraesCS2A03G0753300	13.73	6.91	46.9	9.54	10.97	6.04	4.29	20.96	143.97	15.77
TraesCS2A03G0821300	1.95	1.04	1.94	0.57	1.39	1.21	1.07	2.86	96.61	0.75
TraesCS2A03G0858200	32.54	14.68	206.31	17.74	26.47	68.87	11.87	103.87	136.2	79.61
TraesCS2A03G0860100	13.51	11.92	186.56	16.79	16.2	25.37	7.05	74.33	114.75	50.32
TraesCS2A03G0991200	0.65	1.04	3.29	0.86	0.87	1.21	0.71	4.76	124.65	0
TraesCS2A03G1006000	50.92	488.51	43.01	43.03	184.24	61.62	17.32	204.87	70.93	43.31
TraesCS2A03G1034400	0.11	0.17	0	0.29	0	264.61	0.09	0	0.24	0
TraesCS2A03G1162800	48.65	53.72	60.74	44.46	51.37	71.29	59.46	71.47	49.25	217.05
TraesCS2A03G1202600	1.3	2.07	1.65	2.19	104.83	3.62	0.98	0	7.78	0.5
TraesCS2A03G1280900	45.19	25.74	45.48	28.62	18.28	33.83	10.18	135.31	47.83	36.3
TraesCS2A03G1334500	51.13	201.76	17.73	42.17	35.18	16.92	23.03	47.65	25.21	15.02
TraesCS2A03G1334600	18.92	11.23	137.19	8.87	14.11	42.29	10.27	65.75	39.12	50.57
TraesCS2B03G0056900	66.05	19.69	185.96	46.08	26.47	66.45	12.5	92.43	55.14	50.57
TraesCS2B03G0107000	9.3	7.95	114.6	6.77	16.2	21.75	4.55	78.14	157.88	30.54
TraesCS2B03G0108200	5.84	2.42	6.21	6.58	26.3	2827.34	18.93	19.06	3.06	12.77
TraesCS2B03G0368000	11.03	13.3	9.8	48.08	91.77	71.29	40.36	10.48	14.37	22.03
TraesCS2B03G0413400	229.18	354.12	85.43	35.87	70.18	70.08	32.05	42.88	118.29	89.62
TraesCS2B03G0423100	22.16	360.51	17.8	33.77	16.89	15.71	46.78	18.11	9.66	26.29
TraesCS2B03G0431200	194.8	353.94	232.79	91.87	1333.04	201.78	89.46	294.45	163.77	268.37
TraesCS2B03G0432300	93.08	45.26	45.63	66.49	68.44	45.91	25.27	193.44	52.31	72.35
TraesCS2B03G0454200	26.16	65.12	25.21	34.34	109.71	80.95	101.33	91.48	22.62	208.29
TraesCS2B03G0484900	7.46	1.04	5.76	5.63	2.61	13.29	7.86	75.28	8.25	482.16
TraesCS2B03G0559800	66.59	139.06	54.68	49.04	72.44	91.83	101.42	60.99	73.75	78.36
TraesCS2B03G0719400	15.13	42.32	10.7	27.76	84.98	32.62	51.52	32.4	15.32	50.57
TraesCS2B03G0731200	72.86	30.75	184.99	30.05	32.39	55.58	13.84	200.11	142.32	85.87
TraesCS2B03G0782200	7.03	9.67	8.38	12.88	25.77	33.83	18.48	24.78	9.19	10.76
TraesCS2B03G0856800	5.51	5.35	4.56	20.61	14.45	30.21	13.57	1.91	5.89	6.01
TraesCS2B03G0868400	38.16	44.22	29.4	29	36.22	47.12	6.96	179.15	18.62	53.32
TraesCS2B03G0905800	6.59	3.11	4.26	3.34	3.66	210.24	1.87	6.67	11.55	5.01
TraesCS2B03G0914600	1.41	0.52	8.15	2	0.7	2.42	1.43	4.76	139.02	1.5
TraesCS2B03G0976900	54.92	55.62	56.18	79.56	182.85	99.08	171.6	193.44	34.17	92.38
TraesCS2B03G1083100	413.5	116.6	431.09	93.68	77.32	89.41	44.82	171.52	574.01	175.49
TraesCS2B03G1093200	262.91	171.19	197.71	206.45	171.01	125.66	63.84	556.49	225.74	209.29
TraesCS2B03G1117600	15.57	46.64	16.31	6.58	261.04	19.33	5.89	19.06	14.85	10.26
TraesCS2B03G1117800	16.32	26.08	16.01	20.03	44.23	21.75	4.46	170.57	8.48	9.01
TraesCS2B03G1163500	54.16	61.67	56.78	31.1	71.57	167.95	53.12	182.96	57.02	75.35
TraesCS2B03G1177400	4.86	2.94	3.37	4.87	3.83	0	19.2	26.68	4.71	100.39
TraesCS2B03G1214600	0	0.35	0.37	0.1	0.17	0	0.27	136.26	0	0
TraesCS2B03G1319000	3.14	3.45	19.07	2	5.05	2.42	2.32	9.53	326.35	1.25
TraesCS2B03G1341500	106.92	25.39	163.3	18.41	25.77	55.58	14.11	139.12	114.99	58.08
TraesCS2B03G1399100	0.11	1.21	2.02	0.29	1.39	0	0.54	117.21	1.41	85.12
TraesCS2B03G1440200	120.86	89.82	109.89	60.29	98.39	543.72	73.3	206.78	130.31	126.67
TraesCS2B03G1501600	653.71	84.82	193.89	236.69	148.54	166.74	49.1	158.18	138.32	96.38
TraesCS2B03G1534500	1.73	2.59	61.41	5.53	4.18	18.12	2.5	6.67	7.07	12.27
TraesCS2D03G0060400	0.65	0.35	1.65	0.86	0.87	0	0.54	18.11	1.65	120.67
TraesCS2D03G0137900	0.22	0.17	0.15	0	0.17	601.72	0	0	0.47	0
TraesCS2D03G0321600	19.03	13.3	151.63	9.16	6.97	82.16	8.93	27.63	125.59	15.02
TraesCS2D03G0324500	31.78	36.28	651.92	49.51	56.25	83.37	20.27	89.57	105.09	97.63
TraesCS2D03G0347500	30.92	3.63	51.84	5.91	4.01	7.25	2.86	167.71	61.97	6.26
TraesCS2D03G0381300	0.43	3.28	3.74	1.05	0.87	0	0.71	54.32	1.65	139.19
TraesCS2D03G0468100	7.03	6.22	65.83	7.44	12.02	6.04	5.8	11.43	662.84	6.76
TraesCS2D03G0603700	95.02	207.98	68.97	77.85	228.47	101.49	260.17	101.96	60.32	336.46
TraesCS2D03G0641200	26.92	258.76	21.54	25.38	61.3	26.58	66.25	67.66	34.87	48.82
TraesCS2D03G0684200	17.4	59.77	8.9	21.37	14.98	18.12	74.19	41.93	8.72	19.78
TraesCS2D03G0861600	6.92	47.16	10.25	7.44	17.94	20.54	18.75	65.75	13.2	140.19
TraesCS2D03G0867000	4.43	5.87	12.34	14.98	120.16	10.87	12.5	22.87	5.42	13.52
TraesCS2D03G0915700	0	0	0	0.1	0.17	258.57	0.18	0	0.24	0.5
TraesCS2D03G0941600	6.92	6.05	5.24	6.3	291.16	31.41	5.36	8.58	9.43	4.26
TraesCS2D03G0958800	2.92	2.42	0.97	10.59	1.92	9.67	17.68	0	4.01	1.75
TraesCS2D03G0971100	0.22	0	0.07	0	0	0	0.09	328.75	0.24	0
TraesCS2D03G0999400	5.73	2.76	8.83	2.96	171.01	6.04	3.3	2.86	8.25	3.76
TraesCS2D03G1146600	118.05	74.11	165.62	58.19	51.72	85.79	35.09	242.99	189.69	105.89
TraesCS2D03G1179800	7.78	25.57	16.46	21.66	150.98	43.5	33.03	29.54	18.14	16.02
TraesCS2D03G1242700	2.16	1.9	9.05	1.14	3.48	9.67	1.43	4.76	250.01	0.75
TraesCS2D03G1268900	218.7	127.48	1051.74	154.64	237.35	216.28	52.85	679.42	663.31	322.19
TraesCS2D03G1315900	3.78	2.94	2.92	6.49	5.05	13.29	41.16	4.76	2.36	2.5
TraesCS3A03G0077400	2.49	3.28	6.43	4.58	5.57	0	18.75	38.12	3.06	143.45
TraesCS3A03G0103100	14.81	12.09	208.25	11.45	25.77	67.66	11.52	47.65	35.35	58.08
TraesCS3A03G0129900	9.73	5.87	6.13	4.29	8.18	9.67	2.86	80.04	3.77	12.52
TraesCS3A03G0184100	7.68	1.9	20.8	1.24	6.27	15.71	1.7	81.95	10.84	16.02
TraesCS3A03G0209900	24.22	68.23	23.19	13.93	55.38	22.96	44.46	453.58	20.03	152.96
TraesCS3A03G0287200	15.78	9.33	142.65	8.2	9.75	30.21	8.3	38.12	90.01	54.07
TraesCS3A03G0294100	4	6.91	2.92	1.34	11.67	2.42	0.98	150.56	2.12	4.26
TraesCS3A03G0394500	114.37	152.87	40.62	65.35	133.04	702	116.69	51.46	40.76	464.39
TraesCS3A03G0429700	42.59	826.04	39.35	73.08	47.89	14.5	15.18	34.3	58.44	57.58
TraesCS3A03G0589600	0.65	0.86	1.27	0.48	8.36	368.52	6.25	2.86	0.71	2.75
TraesCS3A03G0635100	231.88	267.06	358.31	100.08	256.68	114.79	350.43	454.53	856.53	780.32
TraesCS3A03G0654600	54.38	190.88	52.14	106.85	381.72	149.82	372.75	145.79	57.26	278.88
TraesCS3A03G0709800	0.32	0.35	0.22	0.19	0.35	773.29	0.62	0	0.47	0.25
TraesCS3A03G0715100	2.92	2.76	2.09	6.49	161.78	164.32	2.14	0	4.95	4.26
TraesCS3A03G0744700	12.76	14.86	11.89	37.87	31.87	26.58	16.34	8.58	7.07	23.28
TraesCS3A03G0779600	13.3	171.53	2.32	16.98	0.52	0	1.43	1.91	0.94	13.27
TraesCS3A03G0805600	6.38	4.49	12.79	6.68	4.88	13.29	3.04	10.48	106.74	2.5
TraesCS3A03G0935200	1.19	0.35	1.72	2.39	2.61	0	2.05	70.51	0.24	72.1
TraesCS3A03G0966500	38.05	18.31	213.57	26.9	23.86	54.37	9.02	55.27	135.02	65.34
TraesCS3A03G0974500	241.83	9.33	11.67	68.59	11.32	1.21	7.05	4.76	19.79	19.03
TraesCS3A03G0987500	0.43	1.21	3.59	1.62	0.7	1.21	0.62	67.66	0.24	111.9
TraesCS3A03G1064300	200.53	93.28	627.6	145.58	103.61	172.78	40.53	353.53	567.41	149.45
TraesCS3A03G1146800	67.02	67.2	39.27	74.89	921.55	273.07	28.57	391.64	40.53	49.82
TraesCS3A03G1157200	0.32	0	0.22	0.29	0.35	839.74	0.27	0	0	0.25
TraesCS3B03G0001000	0.32	0.17	0.37	1.34	13.23	363.69	0.09	0	0.71	0.5
TraesCS3B03G0012900	1.3	2.59	8.9	2	2.61	0	2.14	175.33	4.48	271.87
TraesCS3B03G0018300	8.11	93.28	11.82	10.11	21.94	8.46	15	46.69	12.72	114.16
TraesCS3B03G0050900	2.49	1.55	24.69	2	4.53	1.21	2.05	10.48	181.91	2
TraesCS3B03G0098300	19.68	7.95	30.07	18.6	7.66	18.12	2.23	127.69	30.16	7.51
TraesCS3B03G0250100	1.84	2.76	1.94	16.98	247.98	1.21	16.25	2.86	8.48	20.78
TraesCS3B03G0268700	2.49	1.21	6.13	1.72	2.79	2.42	1.96	7.62	188.51	1.5
TraesCS3B03G0309700	91.78	52.17	213.34	55.81	56.07	146.2	21.07	306.83	204.53	100.64
TraesCS3B03G0335600	79.46	74.97	35.31	61.92	63.56	26.58	28.12	182.96	63.62	65.59
TraesCS3B03G0399700	65.19	29.19	53.19	35.78	36.92	27.79	14.73	219.17	37.7	43.56
TraesCS3B03G0439100	89.83	23.15	60.59	23.18	45.62	10.87	78.84	120.07	226.68	190.01
TraesCS3B03G0460700	0.22	0.35	0.07	0	0	0	0.18	73.37	0.24	0.25
TraesCS3B03G0483000	122.48	153.91	44.21	56.48	93.86	815.58	82.14	89.57	47.13	486.42
TraesCS3B03G0494600	0.76	1.9	1.12	5.63	33.09	702	6.16	3.81	2.83	1.75
TraesCS3B03G0636500	32.54	22.28	39.35	11.26	15.5	14.5	8.66	30.49	128.42	30.29
TraesCS3B03G0728300	20.54	7.43	95.67	6.2	5.57	14.5	4.46	49.55	42.89	10.01
TraesCS3B03G0728400	67.35	19.52	110.86	11.26	19.85	30.21	7.23	183.91	54.9	64.84
TraesCS3B03G0861400	41.3	20.9	357.26	18.98	27.34	60.41	13.57	122.92	402.94	45.06
TraesCS3B03G0900500	0.65	0.17	0.22	1.14	1.04	2010.55	1.16	0.95	0	0.25
TraesCS3B03G0924900	71.67	66.85	79.89	66.78	321.46	90.62	102.67	68.61	92.13	79.61
TraesCS3B03G0944300	5.95	6.39	8.68	9.92	5.22	294.82	7.5	1.91	6.13	3.25
TraesCS3B03G1008200	158.81	195.71	284.93	399.73	128.86	198.16	358.82	82.9	105.33	121.67
TraesCS3B03G1129700	57.3	77.04	154.1	222.95	113.54	89.41	175.71	99.1	54.43	61.58
TraesCS3B03G1137000	0.22	0.52	3.59	1.14	1.04	1.21	0.62	62.89	0.71	111.4
TraesCS3B03G1274600	16.43	6.74	84.08	11.64	12.89	32.62	5.09	26.68	155.52	29.54
TraesCS3B03G1323800	1.62	1.21	1.65	1.72	102.39	1.21	1.7	0	1.89	3.25
TraesCS3B03G1344700	14.92	44.91	26.78	25.66	74.53	285.15	67.59	126.74	15.08	266.36
TraesCS3B03G1344800	1.08	2.42	8.98	3.82	5.22	1.21	4.37	93.38	6.13	420.83
TraesCS3B03G1405100	30.16	13.47	174.82	12.97	23.16	59.2	7.41	82.9	104.39	47.82
TraesCS3B03G1515400	3.03	2.07	24.09	1.91	4.88	15.71	1.16	12.39	107.92	10.76
TraesCS3D03G0037900	17.51	9.16	233.46	13.64	30.47	29	8.12	65.75	188.51	83.61
TraesCS3D03G0041800	38.38	110.73	25.06	32.15	62.52	35.04	71.16	62.89	36.52	64.84
TraesCS3D03G0081100	36.86	113.32	45.93	35.97	364.48	85.79	97.14	107.68	42.18	143.2
TraesCS3D03G0090600	0	0	0	0.19	0	335.9	0.18	0	0.47	0
TraesCS3D03G0132200	41.84	41.28	29.1	83	157.6	78.54	346.68	148.65	30.4	93.13
TraesCS3D03G0133700	0.76	0.17	6.43	1.24	1.74	0	0.45	0	118.29	0.25
TraesCS3D03G0185400	36.76	109.34	45.11	25.85	85.85	13.29	55.44	41.93	18.85	41.06
TraesCS3D03G0382600	2.59	1.21	0.67	1.81	0.7	3.62	0.36	332.56	1.65	1.5
TraesCS3D03G0576000	153.18	183.28	176.24	59.82	214.54	39.87	204.99	220.12	398.93	513.7
TraesCS3D03G0599200	0.86	0.17	0.45	0.48	2.61	1730.23	1.43	0	0.24	0.25
TraesCS3D03G0655200	0.22	0.35	2.54	1.72	0.87	2.42	0.18	127.69	0.47	2.25
TraesCS3D03G0666000	0.43	0.35	2.99	0.95	0.87	0	1.25	21.92	0.47	86.12
TraesCS3D03G0697200	0.43	0.17	3.52	0.57	0.35	0	0.54	323.03	0.71	3.25
TraesCS3D03G0739400	56.97	69.96	59.54	56.38	224.29	80.95	86.25	44.79	71.16	77.86
TraesCS3D03G0867400	2.05	0.86	3.14	2.48	2.61	1.21	2.68	37.16	3.53	77.36
TraesCS3D03G1015700	2.59	5.87	39.42	6.49	2.79	6.04	2.05	11.43	4.71	11.52
TraesCS3D03G1070900	6.27	6.74	5.09	10.68	401.92	641.59	3.04	2.86	11.07	7.51
TraesCS3D03G1095700	27.24	32.13	51.24	25.57	63.74	30.21	15	130.55	37.47	58.08
TraesCS3D03G1184000	20	18.31	12.12	35.39	776.67	1979.14	13.04	8.58	16.49	11.02
TraesCS3D03G1192600	24.86	203.83	11.3	13.26	9.4	8.46	5	13.34	9.43	10.51
TraesCS3D03G1197600	14.7	11.23	128.29	7.44	9.23	24.17	5.36	36.21	28.75	21.53
TraesCS4A03G0063800	257.29	191.74	195.46	143.39	130.95	76.12	57.41	532.67	174.37	193.26
TraesCS4A03G0214400	116.75	158.06	85.95	111.05	152.55	125.66	156.15	543.15	67.16	150.71
TraesCS4A03G0321300	0.43	0.17	0.3	0.19	1.04	532.84	0.89	0.95	0.24	0.25
TraesCS4A03G0525200	12.76	16.24	6.73	4.2	19.5	16.92	6.16	101.01	4.95	40.31
TraesCS4B03G0096500	67.78	62.19	82.43	60.87	71.75	38.66	35.27	217.26	74.46	68.84
TraesCS4B03G0109200	146.81	307.82	126.42	130.03	232.13	159.49	408.64	209.64	211.36	659.4
TraesCS4B03G0140700	28.65	6.74	37.93	10.97	12.02	3.62	3.93	139.12	20.26	18.28
TraesCS4B03G0178500	8	6.91	33.21	4.1	13.06	15.71	5.54	26.68	1126.1	6.76
TraesCS4B03G0238600	2.49	2.59	1.42	5.15	190.16	4.83	3.3	2.86	8.01	1.5
TraesCS4B03G0262700	3.46	5.7	4.19	10.97	387.29	1103.14	7.23	42.88	16.26	76.1
TraesCS4B03G0264700	15.46	3.45	25.96	5.34	1.74	2.42	1.34	101.96	8.25	21.53
TraesCS4B03G0329500	0.11	0	0.07	0.19	0	182.45	0	0	0.24	0
TraesCS4B03G0647100	116.43	63.4	201.52	60.96	51.89	148.62	36.07	304.93	168.24	135.19
TraesCS4B03G0689300	11.57	16.93	22.14	8.68	21.07	8.46	16.7	25.73	149.16	17.52
TraesCS4B03G0706600	2.38	3.11	1.72	4.2	2.44	0	12.41	16.2	2.83	91.38
TraesCS4B03G0721800	26.7	16.58	182.22	10.49	9.4	19.33	7.5	70.51	241.05	33.8
TraesCS4B03G0741800	32.76	43.53	88.64	90.44	81.85	117.2	79.91	149.61	289.6	71.35
TraesCS4B03G0840800	68.54	79.98	51.69	518.41	3230.83	1954.97	799.6	132.45	194.87	193.01
TraesCS4B03G0858700	56.32	45.09	9.5	33.29	14.98	13.29	49.64	16.2	11.55	20.03
TraesCS4B03G0941900	28.76	19.52	224.71	16.31	21.94	74.91	15.09	90.53	248.6	58.08
TraesCS4B03G0989000	6.27	4.15	54.76	5.63	8.88	2.42	4.02	13.34	378.19	6.51
TraesCS4B03G0990200	1.19	1.21	13.17	1.05	2.09	0	0.62	0.95	109.57	1.5
TraesCS4D03G0014800	17.95	93.11	16.53	21.37	47.02	4.83	13.48	101.01	10.84	21.03
TraesCS4D03G0020800	0.22	0	0.3	0.19	0.17	1116.44	0.27	0	0.47	1.75
TraesCS4D03G0091800	0	0	0.15	0.19	0	680.25	0.54	0	0	0.5
TraesCS4D03G0092300	236.75	497.32	190.38	189.08	339.4	248.9	612.91	293.49	271.92	872.95
TraesCS4D03G0217900	21.73	6.56	69.42	8.3	23.16	16.92	9.82	13.34	323.76	9.76
TraesCS4D03G0223700	2.49	4.66	2.77	6.77	250.41	520.76	5.62	8.58	14.61	50.32
TraesCS4D03G0431300	31.57	41.8	25.96	20.03	75.23	20.54	20.62	174.38	38.64	37.05
TraesCS4D03G0434100	1.73	2.59	3.44	2.1	2.79	3.62	4.91	34.3	2.59	112.65
TraesCS4D03G0642600	12.65	7.95	108.69	8.11	4.53	42.29	6.52	25.73	74.7	16.02
TraesCS4D03G0645300	0.11	0.17	0.15	0.67	5.22	205.4	0.45	0	0	0.25
TraesCS4D03G0654500	27.78	13.65	15.86	18.51	160.04	132.91	9.55	12.39	19.79	40.81
TraesCS4D03G0700400	124.21	83.09	57.15	84.43	72.27	55.58	31.78	225.84	54.43	67.09
TraesCS4D03G0748700	29.73	45.26	21.84	179.64	1483.85	734.62	247.22	94.34	86.95	59.08
TraesCS4D03G0760600	1.3	3.8	2.47	7.82	4.53	755.16	36.69	0	0.94	1.75
TraesCS4D03G0760800	3.35	4.15	2.17	7.25	4.01	1018.57	15.98	1.91	1.41	1.25
TraesCS4D03G0761000	0.11	1.04	0.07	0.38	0.35	424.1	1.52	0	0.24	0
TraesCS4D03G0840100	24.65	12.96	184.99	23.95	14.11	44.71	24.91	115.3	375.37	17.27
TraesCS5A03G0264700	54.16	90.34	35.83	62.58	156.2	37.46	206.15	167.71	41.24	154.21
TraesCS5A03G0410800	21.08	50.61	17.35	29.67	461.3	21.75	65.98	37.16	36.05	39.55
TraesCS5A03G0479300	18.27	167.56	11.22	9.73	10.8	7.25	4.91	19.06	12.72	14.52
TraesCS5A03G0505600	8.86	17.27	4.04	7.73	26.47	0	11.25	11.43	11.31	10.26
TraesCS5A03G0533600	254.15	173.78	324.95	129.75	195.91	215.07	62.23	595.56	297.84	269.37
TraesCS5A03G0536500	1.62	0.17	0.07	1.05	1.04	885.66	0.89	0	0.24	0.5
TraesCS5A03G0570800	0.54	0.35	1.94	1.05	1.04	0	0.98	52.41	2.83	151.96
TraesCS5A03G0603800	3.78	2.94	4.41	4.87	282.8	18.12	2.32	0	7.07	2.75
TraesCS5A03G0621200	21.3	11.4	13.46	5.91	527.12	4.83	5.54	6.67	44.3	13.77
TraesCS5A03G0684700	24.43	13.65	190.08	8.3	18.46	20.54	13.84	161.99	97.55	86.62
TraesCS5A03G0720100	85.83	59.77	46.83	65.06	53.11	38.66	29.55	203.92	37.47	56.33
TraesCS5A03G0819000	0.76	0.69	0.6	0.19	1.39	711.67	0.62	1.91	1.41	1.25
TraesCS5A03G1022900	215.34	142.51	271.09	124.31	150.46	172.78	60.71	574.6	185.68	190.01
TraesCS5A03G1060100	4.76	21.77	7.18	10.68	139.66	633.13	7.05	21.92	7.54	53.32
TraesCS5A03G1080200	15.13	25.05	12.27	16.79	47.89	503.85	69.73	147.7	15.08	314.18
