external_id_type	match_type	count
ENCODE_ENCSR	ENCSR080CST	2
ENCODE_ENCSR	ENCSR081WLS	2
ENCODE_ENCSR	ENCSR082NQB	3
ENCODE_ENCSR	ENCSR083STA	2
ENCODE_ENCSR	ENCSR085QEV	2
ENCODE_ENCSR	ENCSR086FZL	2
ENCODE_ENCSR	ENCSR086YIH	2
ENCODE_ENCSR	ENCSR091GVJ	2
ENCODE_ENCSR	ENCSR091JXL	2
ENCODE_ENCSR	ENCSR093FKD	2
ENCODE_ENCSR	ENCSR093HXE	2
ENCODE_ENCSR	ENCSR094VCE	2
ENCODE_ENCSR	ENCSR094VJC	1
ENCODE_ENCSR	ENCSR094ZCF	2
ENCODE_ENCSR	ENCSR095GWE	2
ENCODE_ENCSR	ENCSR097BWW	1
ENCODE_ENCSR	ENCSR097EEA	1
ENCODE_ENCSR	ENCSR098YLE	2
ENCODE_ENCSR	ENCSR099NCH	2
ENCODE_ENCSR	ENCSR100PNV	1
ENCODE_ENCSR	ENCSR102CSD	1
ENCODE_ENCSR	ENCSR102KIN	2
ENCODE_ENCSR	ENCSR103GAK	2
ENCODE_ENCSR	ENCSR103SZL	2
ENCODE_ENCSR	ENCSR105NMJ	2
ENCODE_ENCSR	ENCSR106EBH	2
ENCODE_ENCSR	ENCSR106FRG	2
ENCODE_ENCSR	ENCSR107EUS	1
ENCODE_ENCSR	ENCSR107GRP	2
ENCODE_ENCSR	ENCSR107RHZ	2
ENCODE_ENCSR	ENCSR113LAS	2
ENCODE_ENCSR	ENCSR113LFZ	2
ENCODE_ENCSR	ENCSR115SMW	2
ENCODE_ENCSR	ENCSR117WTM	2
ENCODE_ENCSR	ENCSR121PFY	2
ENCODE_ENCSR	ENCSR121ZSL	2
ENCODE_ENCSR	ENCSR122EYE	1
ENCODE_ENCSR	ENCSR124MTJ	3
ENCODE_ENCSR	ENCSR125DNC	2
ENCODE_ENCSR	ENCSR125IJY	1
ENCODE_ENCSR	ENCSR125ZYC	2
ENCODE_ENCSR	ENCSR127PWK	1
ENCODE_ENCSR	ENCSR129NCV	1
ENCODE_ENCSR	ENCSR130HEG	1
ENCODE_ENCSR	ENCSR130IMV	1
ENCODE_ENCSR	ENCSR130PDE	2
ENCODE_ENCSR	ENCSR132XRW	1
ENCODE_ENCSR	ENCSR134QIE	1
ENCODE_ENCSR	ENCSR135ANT	2
ENCODE_ENCSR	ENCSR139PIA	2
ENCODE_ENCSR	ENCSR141PZA	2
ENCODE_ENCSR	ENCSR143RMH	1
ENCODE_ENCSR	ENCSR145XQO	2
ENCODE_ENCSR	ENCSR146BGM	1
ENCODE_ENCSR	ENCSR148FWR	1
ENCODE_ENCSR	ENCSR148VUP	2
ENCODE_ENCSR	ENCSR149ZBI	2
ENCODE_ENCSR	ENCSR155KHM	2
ENCODE_ENCSR	ENCSR155VDK	2
ENCODE_ENCSR	ENCSR156CWW	2
ENCODE_ENCSR	ENCSR157TCS	2
ENCODE_ENCSR	ENCSR158VAT	2
ENCODE_ENCSR	ENCSR159GFL	2
ENCODE_ENCSR	ENCSR159OCC	2
ENCODE_ENCSR	ENCSR161HZJ	2
ENCODE_ENCSR	ENCSR168SMX	2
ENCODE_ENCSR	ENCSR171ETY	1
ENCODE_ENCSR	ENCSR171FUX	2
ENCODE_ENCSR	ENCSR173AIR	1
ENCODE_ENCSR	ENCSR175SZH	2
ENCODE_ENCSR	ENCSR177QFY	2
ENCODE_ENCSR	ENCSR178NTX	2
ENCODE_ENCSR	ENCSR185FOY	2
ENCODE_ENCSR	ENCSR189YYK	2
ENCODE_ENCSR	ENCSR191FOV	1
ENCODE_ENCSR	ENCSR194IJN	2
ENCODE_ENCSR	ENCSR197ALX	2
ENCODE_ENCSR	ENCSR197DJH	2
ENCODE_ENCSR	ENCSR197WGI	2
ENCODE_ENCSR	ENCSR197XDQ	2
ENCODE_ENCSR	ENCSR199WXF	2
ENCODE_ENCSR	ENCSR200CUA	2
ENCODE_ENCSR	ENCSR203KCB	2
ENCODE_ENCSR	ENCSR205FOW	2
ENCODE_ENCSR	ENCSR205SKQ	2
ENCODE_ENCSR	ENCSR206ETG	1
ENCODE_ENCSR	ENCSR207PFI	2
ENCODE_ENCSR	ENCSR207TUX	1
ENCODE_ENCSR	ENCSR210MET	2
ENCODE_ENCSR	ENCSR210ZPC	2
ENCODE_ENCSR	ENCSR211PZO	2
ENCODE_ENCSR	ENCSR213VUI	2
ENCODE_ENCSR	ENCSR217HTK	2
ENCODE_ENCSR	ENCSR217QCK	2
ENCODE_ENCSR	ENCSR217SET	2
ENCODE_ENCSR	ENCSR217TAW	2
ENCODE_ENCSR	ENCSR217WRC	2
ENCODE_ENCSR	ENCSR219MKK	2
ENCODE_ENCSR	ENCSR220XCD	2
ENCODE_ENCSR	ENCSR221GAN	2
ENCODE_ENCSR	ENCSR223TAV	2
ENCODE_ENCSR	ENCSR224IYD	2
ENCODE_ENCSR	ENCSR224QDY	2
ENCODE_ENCSR	ENCSR228IKB	2
ENCODE_ENCSR	ENCSR228PGT	1
ENCODE_ENCSR	ENCSR230ZWH	2
ENCODE_ENCSR	ENCSR234HEM	1
ENCODE_ENCSR	ENCSR234VCE	2
ENCODE_ENCSR	ENCSR236YPE	1
ENCODE_ENCSR	ENCSR237VLT	2
ENCODE_ENCSR	ENCSR237WJY	1
ENCODE_ENCSR	ENCSR239ZLZ	2
ENCODE_ENCSR	ENCSR240TPI	2
ENCODE_ENCSR	ENCSR247PYK	2
ENCODE_ENCSR	ENCSR249YGG	2
ENCODE_ENCSR	ENCSR251OVJ	2
ENCODE_ENCSR	ENCSR253OON	2
ENCODE_ENCSR	ENCSR257BGZ	2
ENCODE_ENCSR	ENCSR257XVY	2
ENCODE_ENCSR	ENCSR258UUX	2
ENCODE_ENCSR	ENCSR260UJI	2
ENCODE_ENCSR	ENCSR261EDU	2
ENCODE_ENCSR	ENCSR263DFP	2
ENCODE_ENCSR	ENCSR264RJX	2
ENCODE_ENCSR	ENCSR265WJC	2
ENCODE_ENCSR	ENCSR267DFA	2
ENCODE_ENCSR	ENCSR267UCE	2
ENCODE_ENCSR	ENCSR269TNX	2
ENCODE_ENCSR	ENCSR275NCH	2
ENCODE_ENCSR	ENCSR277DMR	2
ENCODE_ENCSR	ENCSR278JQG	2
ENCODE_ENCSR	ENCSR278SQL	2
ENCODE_ENCSR	ENCSR279HKO	1
ENCODE_ENCSR	ENCSR279IEM	1
ENCODE_ENCSR	ENCSR289NSN	2
ENCODE_ENCSR	ENCSR290EHP	2
ENCODE_ENCSR	ENCSR290MUH	2
ENCODE_ENCSR	ENCSR290SSQ	2
ENCODE_ENCSR	ENCSR293QAR	2
ENCODE_ENCSR	ENCSR297GII	2
ENCODE_ENCSR	ENCSR299CAV	1
ENCODE_ENCSR	ENCSR301AEA	2
ENCODE_ENCSR	ENCSR302AWT	2
ENCODE_ENCSR	ENCSR304IVU	1
ENCODE_ENCSR	ENCSR304XUZ	1
ENCODE_ENCSR	ENCSR307CKC	2
ENCODE_ENCSR	ENCSR307OAJ	1
ENCODE_ENCSR	ENCSR314BBS	2
ENCODE_ENCSR	ENCSR314EZY	2
ENCODE_ENCSR	ENCSR318HUC	1
ENCODE_ENCSR	ENCSR318LVG	2
ENCODE_ENCSR	ENCSR318PRQ	2
ENCODE_ENCSR	ENCSR322CFO	2
ENCODE_ENCSR	ENCSR324LTM	2
ENCODE_ENCSR	ENCSR328SUD	2
ENCODE_ENCSR	ENCSR331BDJ	2
ENCODE_ENCSR	ENCSR331GDC	2
ENCODE_ENCSR	ENCSR331ORD	2
ENCODE_ENCSR	ENCSR334HSW	2
ENCODE_ENCSR	ENCSR334KIQ	2
ENCODE_ENCSR	ENCSR337NWW	2
ENCODE_ENCSR	ENCSR338DGO	2
ENCODE_ENCSR	ENCSR338MMB	2
ENCODE_ENCSR	ENCSR339ZMJ	1
ENCODE_ENCSR	ENCSR343ELW	2
ENCODE_ENCSR	ENCSR343ZOV	2
ENCODE_ENCSR	ENCSR344TLI	2
ENCODE_ENCSR	ENCSR345YWJ	2
ENCODE_ENCSR	ENCSR346IHH	2
ENCODE_ENCSR	ENCSR346JWH	2
ENCODE_ENCSR	ENCSR347NOB	2
ENCODE_ENCSR	ENCSR348ONY	2
ENCODE_ENCSR	ENCSR348TQM	1
ENCODE_ENCSR	ENCSR350XWY	2
ENCODE_ENCSR	ENCSR352BJL	2
ENCODE_ENCSR	ENCSR357QJR	2
ENCODE_ENCSR	ENCSR359NFW	2
ENCODE_ENCSR	ENCSR360HRA	2
ENCODE_ENCSR	ENCSR360JOC	2
ENCODE_ENCSR	ENCSR361FWQ	2
ENCODE_ENCSR	ENCSR363XBR	2
ENCODE_ENCSR	ENCSR364MFN	2
ENCODE_ENCSR	ENCSR365GRX	2
ENCODE_ENCSR	ENCSR366QMB	2
ENCODE_ENCSR	ENCSR367UUC	1
ENCODE_ENCSR	ENCSR369NGL	2
ENCODE_ENCSR	ENCSR372GIN	2
ENCODE_ENCSR	ENCSR373BIX	2
ENCODE_ENCSR	ENCSR375IXS	2
ENCODE_ENCSR	ENCSR381VYR	2
ENCODE_ENCSR	ENCSR382AIB	2
ENCODE_ENCSR	ENCSR382GSF	2
ENCODE_ENCSR	ENCSR382JUJ	1
ENCODE_ENCSR	ENCSR382MOM	2
ENCODE_ENCSR	ENCSR382WLL	2
ENCODE_ENCSR	ENCSR385AHH	2
ENCODE_ENCSR	ENCSR386RIJ	2
ENCODE_ENCSR	ENCSR387SYS	1
ENCODE_ENCSR	ENCSR387UWP	2
ENCODE_ENCSR	ENCSR388QZF	2
ENCODE_ENCSR	ENCSR389BLX	2
ENCODE_ENCSR	ENCSR391JII	2
ENCODE_ENCSR	ENCSR391KQC	2
ENCODE_ENCSR	ENCSR395HWC	2
ENCODE_ENCSR	ENCSR396QWK	2
ENCODE_ENCSR	ENCSR400FSM	2
ENCODE_ENCSR	ENCSR402IDP	2
ENCODE_ENCSR	ENCSR405NQJ	2
ENCODE_ENCSR	ENCSR405TXU	2
ENCODE_ENCSR	ENCSR410DWC	2
ENCODE_ENCSR	ENCSR411UYA	2
ENCODE_ENCSR	ENCSR412CTM	2
ENCODE_ENCSR	ENCSR416AUW	2
ENCODE_ENCSR	ENCSR416CYZ	2
ENCODE_ENCSR	ENCSR416QLJ	2
ENCODE_ENCSR	ENCSR417VWF	2
ENCODE_ENCSR	ENCSR418MKG	2
ENCODE_ENCSR	ENCSR423RTK	2
ENCODE_ENCSR	ENCSR426IEA	2
ENCODE_ENCSR	ENCSR426MDV	2
ENCODE_ENCSR	ENCSR427BBI	1
ENCODE_ENCSR	ENCSR429RHR	2
ENCODE_ENCSR	ENCSR431EHE	1
ENCODE_ENCSR	ENCSR432KIH	1
ENCODE_ENCSR	ENCSR433PUR	2
ENCODE_ENCSR	ENCSR434MWV	1
ENCODE_ENCSR	ENCSR435FGK	2
ENCODE_ENCSR	ENCSR435NHO	2
ENCODE_ENCSR	ENCSR440COG	2
ENCODE_ENCSR	ENCSR440VKE	2
ENCODE_ENCSR	ENCSR441JWF	3
ENCODE_ENCSR	ENCSR442ZOI	2
ENCODE_ENCSR	ENCSR444LIN	2
ENCODE_ENCSR	ENCSR445ACU	2
ENCODE_ENCSR	ENCSR445PDR	2
ENCODE_ENCSR	ENCSR446LAV	2
ENCODE_ENCSR	ENCSR447ZTA	2
ENCODE_ENCSR	ENCSR448UKK	2
ENCODE_ENCSR	ENCSR449AXO	1
ENCODE_ENCSR	ENCSR449UFF	2
ENCODE_ENCSR	ENCSR451CYX	2
ENCODE_ENCSR	ENCSR461ZJT	2
ENCODE_ENCSR	ENCSR462FWS	2
ENCODE_ENCSR	ENCSR464KFG	2
ENCODE_ENCSR	ENCSR465VLK	2
ENCODE_ENCSR	ENCSR468IJT	2
ENCODE_ENCSR	ENCSR468LUO	2
ENCODE_ENCSR	ENCSR472SEY	2
ENCODE_ENCSR	ENCSR472VBD	1
ENCODE_ENCSR	ENCSR474GZQ	4
ENCODE_ENCSR	ENCSR475SOC	2
ENCODE_ENCSR	ENCSR475VQD	2
ENCODE_ENCSR	ENCSR477OJI	2
ENCODE_ENCSR	ENCSR479HKJ	3
ENCODE_ENCSR	ENCSR480LIS	2
ENCODE_ENCSR	ENCSR481FEC	2
ENCODE_ENCSR	ENCSR481YWD	2
ENCODE_ENCSR	ENCSR482BBZ	2
ENCODE_ENCSR	ENCSR482PMN	1
ENCODE_ENCSR	ENCSR484PTR	2
ENCODE_ENCSR	ENCSR489NAM	2
ENCODE_ENCSR	ENCSR493IAY	1
ENCODE_ENCSR	ENCSR493NBY	2
ENCODE_ENCSR	ENCSR493VDS	2
ENCODE_ENCSR	ENCSR494PWZ	2
ENCODE_ENCSR	ENCSR499IFY	1
ENCODE_ENCSR	ENCSR499RMZ	2
ENCODE_ENCSR	ENCSR501FWC	2
ENCODE_ENCSR	ENCSR502OEK	2
ENCODE_ENCSR	ENCSR503BEM	2
ENCODE_ENCSR	ENCSR503HIB	2
ENCODE_ENCSR	ENCSR504VDV	2
ENCODE_ENCSR	ENCSR507UDH	2
ENCODE_ENCSR	ENCSR508DQA	2
ENCODE_ENCSR	ENCSR508UPW	2
ENCODE_ENCSR	ENCSR510NXV	2
ENCODE_ENCSR	ENCSR512CWR	1
ENCODE_ENCSR	ENCSR515EWI	2
ENCODE_ENCSR	ENCSR515LRI	1
ENCODE_ENCSR	ENCSR515PKY	2
ENCODE_ENCSR	ENCSR516HUP	2
ENCODE_ENCSR	ENCSR516KSY	1
ENCODE_ENCSR	ENCSR517DDU	2
ENCODE_ENCSR	ENCSR518LDN	2
ENCODE_ENCSR	ENCSR518WPL	2
ENCODE_ENCSR	ENCSR520BIM	2
ENCODE_ENCSR	ENCSR521AIV	2
ENCODE_ENCSR	ENCSR522WLH	1
ENCODE_ENCSR	ENCSR523XCR	2
ENCODE_ENCSR	ENCSR524BUE	2
ENCODE_ENCSR	ENCSR525YFS	2
ENCODE_ENCSR	ENCSR528PSI	2
ENCODE_ENCSR	ENCSR530XQI	2
ENCODE_ENCSR	ENCSR531QHM	2
ENCODE_ENCSR	ENCSR532CRI	2
ENCODE_ENCSR	ENCSR532EMP	2
ENCODE_ENCSR	ENCSR532KTI	1
ENCODE_ENCSR	ENCSR534VHI	2
ENCODE_ENCSR	ENCSR535DIA	2
ENCODE_ENCSR	ENCSR540UZV	2
ENCODE_ENCSR	ENCSR542WJU	2
ENCODE_ENCSR	ENCSR546KCN	2
ENCODE_ENCSR	ENCSR548MMD	2
ENCODE_ENCSR	ENCSR549WAU	1
ENCODE_ENCSR	ENCSR550HCT	2
ENCODE_ENCSR	ENCSR551KAP	2
ENCODE_ENCSR	ENCSR551ZDZ	1
ENCODE_ENCSR	ENCSR552XSN	2
ENCODE_ENCSR	ENCSR552YGL	2
ENCODE_ENCSR	ENCSR554RQQ	2
ENCODE_ENCSR	ENCSR558HTE	1
ENCODE_ENCSR	ENCSR559IOZ	2
ENCODE_ENCSR	ENCSR559WMK	1
ENCODE_ENCSR	ENCSR562SRW	3
ENCODE_ENCSR	ENCSR563YDA	2
ENCODE_ENCSR	ENCSR564IGJ	2
ENCODE_ENCSR	ENCSR564JUY	2
ENCODE_ENCSR	ENCSR566UMF	2
ENCODE_ENCSR	ENCSR575VMI	2
ENCODE_ENCSR	ENCSR577ILY	1
ENCODE_ENCSR	ENCSR580IAO	2
ENCODE_ENCSR	ENCSR582IPV	2
ENCODE_ENCSR	ENCSR584LUZ	1
ENCODE_ENCSR	ENCSR587OQL	2
ENCODE_ENCSR	ENCSR588AKU	2
ENCODE_ENCSR	ENCSR590CNM	2
ENCODE_ENCSR	ENCSR591CCL	2
ENCODE_ENCSR	ENCSR591EBL	2
ENCODE_ENCSR	ENCSR592KSP	2
ENCODE_ENCSR	ENCSR593LTJ	2
ENCODE_ENCSR	ENCSR595CSH	1
ENCODE_ENCSR	ENCSR596IKD	2
ENCODE_ENCSR	ENCSR596NOF	2
ENCODE_ENCSR	ENCSR596PFU	1
ENCODE_ENCSR	ENCSR597BWL	2
ENCODE_ENCSR	ENCSR603XLW	2
ENCODE_ENCSR	ENCSR604VWJ	2
ENCODE_ENCSR	ENCSR605MGM	2
ENCODE_ENCSR	ENCSR608HVP	2
ENCODE_ENCSR	ENCSR616WEG	2
ENCODE_ENCSR	ENCSR617IFZ	2
ENCODE_ENCSR	ENCSR618QYE	1
ENCODE_ENCSR	ENCSR619GFP	2
ENCODE_ENCSR	ENCSR619IUE	2
ENCODE_ENCSR	ENCSR620QNS	2
ENCODE_ENCSR	ENCSR620TXL	1
ENCODE_ENCSR	ENCSR620VIC	2
ENCODE_ENCSR	ENCSR620WAR	2
ENCODE_ENCSR	ENCSR621ENC	3
ENCODE_ENCSR	ENCSR626RVD	2
ENCODE_ENCSR	ENCSR627NIF	2
ENCODE_ENCSR	ENCSR631WAA	2
ENCODE_ENCSR	ENCSR632DCH	2
ENCODE_ENCSR	ENCSR632SHZ	2
ENCODE_ENCSR	ENCSR633EIC	2
ENCODE_ENCSR	ENCSR634ZGP	2
ENCODE_ENCSR	ENCSR635GTR	2
ENCODE_ENCSR	ENCSR635NOQ	2
ENCODE_ENCSR	ENCSR636EYA	2
ENCODE_ENCSR	ENCSR637RLN	1
ENCODE_ENCSR	ENCSR642VZY	2
ENCODE_ENCSR	ENCSR643VTW	2
ENCODE_ENCSR	ENCSR645BCH	2
ENCODE_ENCSR	ENCSR647ZXA	2
ENCODE_ENCSR	ENCSR648INT	2
ENCODE_ENCSR	ENCSR656JZL	2
ENCODE_ENCSR	ENCSR657DFR	2
ENCODE_ENCSR	ENCSR657EOF	2
ENCODE_ENCSR	ENCSR661MUS	2
ENCODE_ENCSR	ENCSR661NXJ	1
ENCODE_ENCSR	ENCSR662PLB	4
ENCODE_ENCSR	ENCSR664PKM	2
ENCODE_ENCSR	ENCSR667UWT	1
ENCODE_ENCSR	ENCSR668HOP	2
ENCODE_ENCSR	ENCSR669LCD	2
ENCODE_ENCSR	ENCSR671GFC	2
ENCODE_ENCSR	ENCSR675LRO	2
ENCODE_ENCSR	ENCSR678ILN	3
ENCODE_ENCSR	ENCSR679STZ	2
ENCODE_ENCSR	ENCSR683ORH	2
ENCODE_ENCSR	ENCSR689QUB	1
ENCODE_ENCSR	ENCSR689YFA	2
ENCODE_ENCSR	ENCSR691MQJ	3
ENCODE_ENCSR	ENCSR691TXI	2
ENCODE_ENCSR	ENCSR692HIO	2
ENCODE_ENCSR	ENCSR692ILH	1
ENCODE_ENCSR	ENCSR694LBI	1
ENCODE_ENCSR	ENCSR697CUP	2
ENCODE_ENCSR	ENCSR698CKZ	2
ENCODE_ENCSR	ENCSR700ILE	1
ENCODE_ENCSR	ENCSR701AQS	2
ENCODE_ENCSR	ENCSR703TNG	2
ENCODE_ENCSR	ENCSR705ASR	2
ENCODE_ENCSR	ENCSR705CNJ	2
ENCODE_ENCSR	ENCSR706BJO	2
ENCODE_ENCSR	ENCSR706IDL	2
ENCODE_ENCSR	ENCSR707BNG	2
ENCODE_ENCSR	ENCSR707IUN	2
ENCODE_ENCSR	ENCSR707QWA	2
ENCODE_ENCSR	ENCSR709DRM	2
ENCODE_ENCSR	ENCSR711UOA	2
ENCODE_ENCSR	ENCSR714LYA	2
ENCODE_ENCSR	ENCSR714LZQ	2
ENCODE_ENCSR	ENCSR714TJD	2
ENCODE_ENCSR	ENCSR714YZG	2
ENCODE_ENCSR	ENCSR715CCR	2
ENCODE_ENCSR	ENCSR715QNO	2
ENCODE_ENCSR	ENCSR716ZJH	3
ENCODE_ENCSR	ENCSR720ZAX	1
ENCODE_ENCSR	ENCSR724FCJ	1
ENCODE_ENCSR	ENCSR726ZZX	1
ENCODE_ENCSR	ENCSR729ENO	2
ENCODE_ENCSR	ENCSR729HVR	2
ENCODE_ENCSR	ENCSR729LGA	2
ENCODE_ENCSR	ENCSR737LTZ	2
ENCODE_ENCSR	ENCSR737UST	2
ENCODE_ENCSR	ENCSR739IHN	2
ENCODE_ENCSR	ENCSR740NPG	2
ENCODE_ENCSR	ENCSR741GJT	1
ENCODE_ENCSR	ENCSR746ZPP	1
ENCODE_ENCSR	ENCSR749BWV	2
ENCODE_ENCSR	ENCSR750LYM	2
ENCODE_ENCSR	ENCSR752UOD	4
ENCODE_ENCSR	ENCSR754LIN	2
ENCODE_ENCSR	ENCSR754VAJ	3
ENCODE_ENCSR	ENCSR756KRS	1
ENCODE_ENCSR	ENCSR757IIU	1
ENCODE_ENCSR	ENCSR758OEC	2
ENCODE_ENCSR	ENCSR759UNY	2
ENCODE_ENCSR	ENCSR760AAY	1
ENCODE_ENCSR	ENCSR760UVO	2
ENCODE_ENCSR	ENCSR761DLU	1
ENCODE_ENCSR	ENCSR768HOH	2
ENCODE_ENCSR	ENCSR768LIO	2
ENCODE_ENCSR	ENCSR768OLL	2
ENCODE_ENCSR	ENCSR769FOC	3
ENCODE_ENCSR	ENCSR769JRS	2
ENCODE_ENCSR	ENCSR769WKR	1
ENCODE_ENCSR	ENCSR770PQN	2
ENCODE_ENCSR	ENCSR771DAX	2
ENCODE_ENCSR	ENCSR772EEN	2
ENCODE_ENCSR	ENCSR773REP	2
ENCODE_ENCSR	ENCSR775VUA	1
ENCODE_ENCSR	ENCSR777YSB	2
ENCODE_ENCSR	ENCSR782XFY	2
ENCODE_ENCSR	ENCSR783AXV	2
ENCODE_ENCSR	ENCSR785BDQ	2
ENCODE_ENCSR	ENCSR786GJM	1
ENCODE_ENCSR	ENCSR787RVK	2
ENCODE_ENCSR	ENCSR788XNX	2
ENCODE_ENCSR	ENCSR790FIS	1
ENCODE_ENCSR	ENCSR795IYP	2
ENCODE_ENCSR	ENCSR795VEN	1
ENCODE_ENCSR	ENCSR799GOY	2
ENCODE_ENCSR	ENCSR800QIT	2
ENCODE_ENCSR	ENCSR801IPH	2
ENCODE_ENCSR	ENCSR801RPW	2
ENCODE_ENCSR	ENCSR803GYT	2
ENCODE_ENCSR	ENCSR803IBD	1
ENCODE_ENCSR	ENCSR804RSI	1
ENCODE_ENCSR	ENCSR807LQP	2
ENCODE_ENCSR	ENCSR808AKZ	2
ENCODE_ENCSR	ENCSR809CEA	2
ENCODE_ENCSR	ENCSR809LCE	1
ENCODE_ENCSR	ENCSR813CKU	1
ENCODE_ENCSR	ENCSR814KRX	2
ENCODE_ENCSR	ENCSR818DQV	2
ENCODE_ENCSR	ENCSR818JGZ	2
ENCODE_ENCSR	ENCSR820GND	2
ENCODE_ENCSR	ENCSR820ICX	1
ENCODE_ENCSR	ENCSR820WLP	2
ENCODE_ENCSR	ENCSR821GUG	2
ENCODE_ENCSR	ENCSR821IAK	2
ENCODE_ENCSR	ENCSR826UTD	2
ENCODE_ENCSR	ENCSR827NKO	2
ENCODE_ENCSR	ENCSR827NWO	2
ENCODE_ENCSR	ENCSR829MXU	2
ENCODE_ENCSR	ENCSR833FWC	1
ENCODE_ENCSR	ENCSR835TCD	2
ENCODE_ENCSR	ENCSR835XKS	2
ENCODE_ENCSR	ENCSR837EYC	2
ENCODE_ENCSR	ENCSR837SUQ	1
ENCODE_ENCSR	ENCSR839SFJ	2
ENCODE_ENCSR	ENCSR842NGQ	5
ENCODE_ENCSR	ENCSR845BCL	2
ENCODE_ENCSR	ENCSR845CFB	2
ENCODE_ENCSR	ENCSR847LBF	2
ENCODE_ENCSR	ENCSR848XIY	1
ENCODE_ENCSR	ENCSR848YWD	2
ENCODE_ENCSR	ENCSR849APH	1
ENCODE_ENCSR	ENCSR849DFF	2
ENCODE_ENCSR	ENCSR849YFO	2
ENCODE_ENCSR	ENCSR853ADA	2
ENCODE_ENCSR	ENCSR854IPI	2
ENCODE_ENCSR	ENCSR854MCV	2
ENCODE_ENCSR	ENCSR857LLS	1
ENCODE_ENCSR	ENCSR859BMR	2
ENCODE_ENCSR	ENCSR859CZM	1
ENCODE_ENCSR	ENCSR859FGW	2
ENCODE_ENCSR	ENCSR860UHK	2
ENCODE_ENCSR	ENCSR863KUB	2
ENCODE_ENCSR	ENCSR864KNH	2
ENCODE_ENCSR	ENCSR864VJE	2
ENCODE_ENCSR	ENCSR865ICK	1
ENCODE_ENCSR	ENCSR872PRJ	2
ENCODE_ENCSR	ENCSR874AFU	2
ENCODE_ENCSR	ENCSR876DCP	2
ENCODE_ENCSR	ENCSR876GXA	2
ENCODE_ENCSR	ENCSR878KIY	2
ENCODE_ENCSR	ENCSR882ERE	2
ENCODE_ENCSR	ENCSR882ZTS	2
ENCODE_ENCSR	ENCSR883XRM	2
ENCODE_ENCSR	ENCSR888XZK	2
ENCODE_ENCSR	ENCSR889GGV	2
ENCODE_ENCSR	ENCSR890NXD	1
ENCODE_ENCSR	ENCSR895HSJ	2
ENCODE_ENCSR	ENCSR896UBV	2
ENCODE_ENCSR	ENCSR897MMC	2
ENCODE_ENCSR	ENCSR899BKM	2
ENCODE_ENCSR	ENCSR901BRV	1
ENCODE_ENCSR	ENCSR902XFY	2
ENCODE_ENCSR	ENCSR903ELW	2
ENCODE_ENCSR	ENCSR905TYC	2
ENCODE_ENCSR	ENCSR906NGD	4
ENCODE_ENCSR	ENCSR907JPB	1
ENCODE_ENCSR	ENCSR907MZR	2
ENCODE_ENCSR	ENCSR908CMW	2
ENCODE_ENCSR	ENCSR909HMT	2
ENCODE_ENCSR	ENCSR909TSW	2
ENCODE_ENCSR	ENCSR909VUB	2
ENCODE_ENCSR	ENCSR910OQF	2
ENCODE_ENCSR	ENCSR913MGR	4
ENCODE_ENCSR	ENCSR916MHZ	1
ENCODE_ENCSR	ENCSR917QNE	2
ENCODE_ENCSR	ENCSR919CZU	2
ENCODE_ENCSR	ENCSR920ASP	2
ENCODE_ENCSR	ENCSR920BLG	2
