cistrome_id	external_id	species
62464	ENCSR636VCX_1	
62465	ENCSR636VCX_2	
62466	ENCSR374YBC_1	
62467	ENCSR374YBC_2	
62468	ENCSR622RJN_1	
62469	ENCSR622RJN_2	
62470	ENCSR744QGM_1	
62471	ENCSR744QGM_2	
62472	ENCSR809CEA_1	
62473	ENCSR809CEA_2	
62474	ENCSR000FFJ	
62475	ENCSR000FDI_1	
62476	ENCSR000FDI_2	
62478	ENCSR503HIB_1	
62479	ENCSR627NIF_1	
62480	ENCSR627NIF_2	
62481	ENCSR706IDL_1	
62482	ENCSR706IDL_2	
62483	ENCSR705CNJ_1	
62484	ENCSR910OQF_2	
62485	ENCSR994YLZ_1	
62486	ENCSR994YLZ_2	
62487	ENCSR996FYT_1	
62488	ENCSR996FYT_2	
62489	ENCSR997TXZ_1	
62495	ENCSR000FEK_1	
62496	ENCSR000FEK_2	
62497	ENCSR000FEK_3	
62498	ENCSR000FJH_1	
62499	ENCSR000FJH_2	
62500	ENCSR000FJH_3	
62501	ENCSR000FJL_1	
62502	ENCSR000FJL_2	
62503	ENCSR000FJL_3	
62504	ENCSR000HPG_1	
62505	ENCSR000HPG_2	
62508	ENCSR004GKA_1	
62509	ENCSR004GKA_2	
62513	ENCSR005NMT_1	
62514	ENCSR005NMT_2	
62520	ENCSR007YOT_1	
62521	ENCSR007YOT_2	
62522	ENCSR007YOT_3	
62523	ENCSR007YOT_4	
62525	ENCSR011CKE_1	
62526	ENCSR011CKE_2	
62529	ENCSR011PEI_1	
62530	ENCSR011PEI_2	
62531	ENCSR011XCI_1	
62532	ENCSR011XCI_2	
62533	ENCSR013KHB_1	
62534	ENCSR013KHB_2	
62535	ENCSR013KHB_3	
62538	ENCSR013RTF_3	
62542	ENCSR015BGH_1	
62543	ENCSR015BGH_2	
62544	ENCSR016PSC_1	
62545	ENCSR016PSC_2	
62546	ENCSR016PSC_3	
62547	ENCSR017CEO_1	
62548	ENCSR017CEO_2	
62550	ENCSR017GBO_1	
62551	ENCSR017GBO_2	
62552	ENCSR017OZH_1	
62553	ENCSR017OZH_2	
62554	ENCSR017QBI_1	
62555	ENCSR017QBI_2	
62557	ENCSR019KPC_1	
62558	ENCSR019KPC_2	
62560	ENCSR021DJC_1	
62561	ENCSR021DJC_2	
62565	ENCSR022IZK_1	
62566	ENCSR022IZK_2	
62569	ENCSR028YEV_1	
62574	ENCSR031TFS_1	
62575	ENCSR031TFS_2	
62577	ENCSR032SCO_2	
62579	ENCSR033VAZ_1	
62580	ENCSR033VAZ_2	
62583	ENCSR037DAC_1	
62584	ENCSR037DAC_2	
62586	ENCSR038FOS_1	
62587	ENCSR038RGL_1	
62588	ENCSR038RGL_2	
62589	ENCSR038RXU_1	
62590	ENCSR038RXU_2	
62591	ENCSR038YKU_1	
62593	ENCSR041AXL_1	
62594	ENCSR041AXL_2	
62599	ENCSR042RIW_1	
62601	ENCSR047EVQ_1	
62602	ENCSR047EVQ_2	
62603	ENCSR048BUO_1	
62607	ENCSR054FKH_1	
62608	ENCSR054FKH_2	
62609	ENCSR057MWG_1	
62610	ENCSR057MWG_2	
62611	ENCSR064EFK_1	
62617	ENCSR065WUF_1	
62618	ENCSR065WUF_2	
62619	ENCSR065XVO_1	
62620	ENCSR065XVO_2	
62623	ENCSR066TET_1	
62624	ENCSR066TET_2	
62625	ENCSR066WZJ_1	
62626	ENCSR067XTW_1	
62627	ENCSR067XTW_2	
62628	ENCSR067XTW_3	
62629	ENCSR071NFQ_1	
62632	ENCSR072LQF_1	
62633	ENCSR072LQF_2	
62634	ENCSR075HTM_1	
62635	ENCSR075HTM_2	
62636	ENCSR076EZB_1	
62637	ENCSR076EZB_2	
62638	ENCSR076YPO_1	
62639	ENCSR076YPO_2	
62645	ENCSR078POK_1	
62646	ENCSR078POK_2	
62649	ENCSR080CST_1	
62650	ENCSR080CST_2	
62652	ENCSR081WLS_1	
62653	ENCSR081WLS_2	
62654	ENCSR082NQB_1	
62655	ENCSR082NQB_2	
62656	ENCSR082NQB_3	
62658	ENCSR085QEV_1	
62659	ENCSR085QEV_2	
62660	ENCSR086FZL_1	
62661	ENCSR086FZL_2	
62662	ENCSR086YIH_1	
62663	ENCSR086YIH_2	
62664	ENCSR087QUG_1	
62665	ENCSR090JNM_1	
62666	ENCSR090JNM_2	
62670	ENCSR091GVJ_1	
62671	ENCSR091GVJ_2	
62672	ENCSR091JXL_1	
62673	ENCSR091JXL_2	
62674	ENCSR092TTO_1	
62675	ENCSR092TTO_2	
62676	ENCSR092TTO_3	
62679	ENCSR093FKD_1	
62680	ENCSR093FKD_2	
62681	ENCSR093HXE_1	
62682	ENCSR093HXE_2	
62685	ENCSR094VCE_1	
62686	ENCSR094VCE_2	
62687	ENCSR094VJC_1	
62690	ENCSR094ZCF_1	
62691	ENCSR094ZCF_2	
62694	ENCSR095GWE_1	
62695	ENCSR095GWE_2	
62696	ENCSR096KWU_1	
62697	ENCSR096KWU_2	
62698	ENCSR097EEA_1	
62701	ENCSR098YLE_1	
62702	ENCSR098YLE_2	
62704	ENCSR099NCH_1	
62705	ENCSR099NCH_2	
62706	ENCSR100PNV_1	
62707	ENCSR102CSD_1	
62708	ENCSR102KIN_1	
62709	ENCSR102KIN_2	
62710	ENCSR102XUM_1	
62711	ENCSR102XUM_2	
62712	ENCSR102XUM_3	
62713	ENCSR103GAK_1	
62714	ENCSR103GAK_2	
62715	ENCSR103SZL_1	
62716	ENCSR103SZL_2	
62717	ENCSR103UVU_1	
62718	ENCSR103UVU_2	
62725	ENCSR105NMJ_1	
62726	ENCSR105NMJ_2	
62731	ENCSR106EBH_1	
62732	ENCSR106EBH_2	
62733	ENCSR106FRG_1	
62734	ENCSR106FRG_2	
62737	ENCSR107EUS_1	
62738	ENCSR107GRP_1	
62739	ENCSR107GRP_2	
62742	ENCSR107RHZ_1	
62743	ENCSR107RHZ_2	
62746	ENCSR109KEL_2	
62747	ENCSR109KEL_3	
62753	ENCSR111ZXV_1	
62754	ENCSR111ZXV_2	
62755	ENCSR111ZXV_3	
62756	ENCSR113LAS_1	
62757	ENCSR113LAS_2	
62759	ENCSR113LFZ_2	
62760	ENCSR113LFZ_3	
62761	ENCSR115SMW_1	
62762	ENCSR115SMW_2	
62763	ENCSR117WTM_1	
62764	ENCSR117WTM_2	
62768	ENCSR121EZR_1	
62769	ENCSR121EZR_2	
62771	ENCSR121PFY_1	
62772	ENCSR121PFY_2	
62773	ENCSR121ZSL_1	
62774	ENCSR121ZSL_2	
62777	ENCSR122EYE_1	
62783	ENCSR124MTJ_1	
62784	ENCSR124MTJ_2	
62785	ENCSR124MTJ_3	
62786	ENCSR124VXG_1	
62787	ENCSR124VXG_2	
62788	ENCSR124VXG_3	
62789	ENCSR124YCC_1	
62790	ENCSR124YCC_2	
62791	ENCSR124YCC_3	
62792	ENCSR125DNC_1	
62793	ENCSR125DNC_2	
62795	ENCSR125IJY_2	
62799	ENCSR125ZYC_1	
62800	ENCSR125ZYC_2	
62801	ENCSR126FZN_1	
62802	ENCSR126FZN_2	
62809	ENCSR129NCV_1	
62811	ENCSR130HEG_2	
62813	ENCSR130IMV_2	
62814	ENCSR130PDE_1	
62815	ENCSR130PDE_2	
62816	ENCSR132XRW_1	
62817	ENCSR134QIE_1	
62819	ENCSR135ANT_1	
62820	ENCSR135ANT_2	
62831	ENCSR137EEM_1	
62835	ENCSR139DGM_1	
62836	ENCSR139DGM_2	
62837	ENCSR139DGM_3	
62838	ENCSR139PIA_1	
62839	ENCSR139PIA_2	
62840	ENCSR141PZA_1	
62841	ENCSR141PZA_2	
62845	ENCSR143RMH_2	
62848	ENCSR145XQO_1	
62849	ENCSR145XQO_2	
62850	ENCSR145YCX_1	
62851	ENCSR145YCX_2	
62852	ENCSR146BGM_1	
62858	ENCSR148FWR_1	
62861	ENCSR149ZBI_1	
62862	ENCSR149ZBI_2	
62868	ENCSR155KHM_1	
62869	ENCSR155KHM_2	
62870	ENCSR155VDK_1	
62871	ENCSR155VDK_2	
62872	ENCSR155XXB_1	
62873	ENCSR155XXB_2	
62874	ENCSR156CWW_1	
62875	ENCSR156CWW_2	
62879	ENCSR157TCS_1	
62880	ENCSR157TCS_2	
62886	ENCSR158VAT_1	
62887	ENCSR158VAT_2	
62888	ENCSR159GFL_1	
62889	ENCSR159GFL_2	
62891	ENCSR159OCC_1	
62892	ENCSR159OCC_2	
62893	ENCSR161HZJ_1	
62894	ENCSR161HZJ_2	
62899	ENCSR162MTR_1	
62900	ENCSR162MTR_2	
62903	ENCSR165BGV_1	
62904	ENCSR167JBG_1	
62905	ENCSR167JBG_2	
62908	ENCSR168SMX_1	
62909	ENCSR168SMX_2	
62911	ENCSR171ETY_1	
62912	ENCSR171FUX_1	
62913	ENCSR171FUX_2	
62914	ENCSR171ZJG_1	
62915	ENCSR171ZJG_2	
62916	ENCSR171ZJG_3	
62917	ENCSR173AIR_1	
62919	ENCSR175SZH_1	
62920	ENCSR175SZH_2	
62921	ENCSR177QFY_1	
62922	ENCSR177QFY_2	
62923	ENCSR178NTX_1	
62924	ENCSR178NTX_2	
62925	ENCSR180YHA_1	
62926	ENCSR180YHA_2	
62927	ENCSR180YHA_3	
62928	ENCSR182OZC_1	
62929	ENCSR182OZC_2	
62930	ENCSR185FOY_1	
62931	ENCSR185FOY_2	
62932	ENCSR186IQL_1	
62933	ENCSR186IQL_2	
62934	ENCSR186IQL_3	
62936	ENCSR189YYK_1	
62937	ENCSR189YYK_2	
62938	ENCSR190VMK_1	
62939	ENCSR190VMK_2	
62940	ENCSR190VMK_3	
62941	ENCSR191FOV_1	
62946	ENCSR194IJN_1	
62947	ENCSR194IJN_2	
62954	ENCSR197ALX_1	
62955	ENCSR197ALX_2	
62956	ENCSR197DJH_1	
62957	ENCSR197DJH_2	
62958	ENCSR197WGI_1	
62959	ENCSR197WGI_2	
62960	ENCSR197XDQ_1	
62961	ENCSR197XDQ_2	
62964	ENCSR199WXF_1	
62965	ENCSR199WXF_2	
62966	ENCSR200CUA_1	
62967	ENCSR200CUA_2	
62968	ENCSR203KCB_1	
62969	ENCSR203KCB_2	
62970	ENCSR203XPU_1	
62971	ENCSR203XPU_2	
62972	ENCSR203XPU_3	
62975	ENCSR205FOW_1	
62976	ENCSR205FOW_2	
62977	ENCSR205SKQ_1	
62978	ENCSR205SKQ_2	
62979	ENCSR206ETG_1	
62980	ENCSR207PFI_1	
62981	ENCSR207PFI_2	
62982	ENCSR207TUX_1	
62983	ENCSR209TXI_1	
62985	ENCSR210MET_1	
62986	ENCSR210MET_2	
62987	ENCSR210ZPC_1	
62988	ENCSR210ZPC_2	
62990	ENCSR211PZO_1	
62991	ENCSR211PZO_2	
62994	ENCSR213VUI_1	
62995	ENCSR213VUI_2	
62996	ENCSR215DID_1	
62997	ENCSR215DID_2	
62998	ENCSR215DID_3	
62999	ENCSR215FCQ_1	
63000	ENCSR215UXN_1	
63001	ENCSR215UXN_2	
63002	ENCSR215UXN_3	
63003	ENCSR216GEB_1	
63004	ENCSR216GEB_2	
63006	ENCSR217EOY_1	
63007	ENCSR217EOY_2	
63008	ENCSR217HTK_1	
63009	ENCSR217HTK_2	
63010	ENCSR217QCK_1	
63011	ENCSR217QCK_2	
63012	ENCSR217SET_1	
63013	ENCSR217SET_2	
63014	ENCSR217WRC_1	
63015	ENCSR217WRC_2	
63018	ENCSR219MKK_1	
63019	ENCSR219MKK_2	
63020	ENCSR220XCD_1	
63021	ENCSR220XCD_2	
63024	ENCSR221CWL_1	
63025	ENCSR221CWL_2	
63026	ENCSR221CWL_3	
63027	ENCSR221CWL_4	
63028	ENCSR221GAN_1	
63029	ENCSR221GAN_2	
63034	ENCSR223TAV_1	
63035	ENCSR223TAV_2	
63037	ENCSR224QDY_1	
63038	ENCSR224QDY_2	
63039	ENCSR225AOO_1	
63040	ENCSR225AOO_2	
63041	ENCSR225AOO_3	
63047	ENCSR228IKB_1	
63048	ENCSR228IKB_2	
63049	ENCSR228PGT_1	
63054	ENCSR229PFU_1	
63055	ENCSR230ZWH_1	
63056	ENCSR230ZWH_2	
63059	ENCSR234HEM_1	
63060	ENCSR234VCE_1	
63061	ENCSR234VCE_2	
63065	ENCSR236YPE_1	
63068	ENCSR237VLT_1	
63069	ENCSR237VLT_2	
63070	ENCSR237WJY_1	
63076	ENCSR239ZLZ_1	
63077	ENCSR239ZLZ_2	
63079	ENCSR242EWU_1	
63080	ENCSR242EWU_2	
63081	ENCSR242EWU_3	
63084	ENCSR242TBH_1	
63085	ENCSR242TBH_2	
63086	ENCSR242TBH_3	
63089	ENCSR243LNQ_1	
63090	ENCSR243LNQ_2	
63091	ENCSR247PYK_1	
63092	ENCSR247PYK_2	
63093	ENCSR249YGG_1	
63094	ENCSR249YGG_2	
63095	ENCSR250EHC_1	
63096	ENCSR250EHC_2	
63097	ENCSR251OVJ_1	
63098	ENCSR251OVJ_2	
63099	ENCSR252FZA_1	
63100	ENCSR252FZA_2	
63101	ENCSR252FZA_3	
63104	ENCSR253OON_1	
63105	ENCSR253OON_2	
63108	ENCSR255CTA_1	
63109	ENCSR255CTA_2	
63110	ENCSR255CTA_3	
63112	ENCSR255IFF_2	
63117	ENCSR257XVY_1	
63118	ENCSR257XVY_2	
63119	ENCSR258UUX_1	
63120	ENCSR258UUX_2	
63122	ENCSR260UJI_1	
63123	ENCSR260UJI_2	
63124	ENCSR260WCE_1	
63125	ENCSR260WCE_2	
63126	ENCSR260WCE_3	
63127	ENCSR261EDU_1	
63128	ENCSR261EDU_2	
63132	ENCSR263DFP_1	
63133	ENCSR263DFP_2	
63136	ENCSR264RJX_1	
63137	ENCSR264RJX_2	
63139	ENCSR265WJC_1	
63140	ENCSR265WJC_2	
63146	ENCSR267DFA_1	
63147	ENCSR267DFA_2	
63148	ENCSR267UCE_1	
63149	ENCSR267UCE_2	
63150	ENCSR268QIQ_1	
63152	ENCSR269IUA_1	
63153	ENCSR269IUA_2	
63154	ENCSR269IUA_3	
63155	ENCSR269TNX_1	
63156	ENCSR269TNX_2	
63164	ENCSR274JIR_1	
63169	ENCSR274WRI_1	
63170	ENCSR274WRI_2	
63171	ENCSR274WRI_3	
63173	ENCSR275NCH_1	
63174	ENCSR275NCH_2	
63175	ENCSR276YLC_1	
63176	ENCSR277DMR_1	
63177	ENCSR277DMR_2	
63179	ENCSR278JQG_1	
63180	ENCSR278JQG_2	
63182	ENCSR278SQL_1	
63183	ENCSR278SQL_2	
63184	ENCSR279HKO_1	
63186	ENCSR279IEM_1	
63190	ENCSR285FZP_1	
63191	ENCSR285FZP_2	
63192	ENCSR285FZP_3	
63195	ENCSR287FWE_1	
63196	ENCSR287FWE_2	
63199	ENCSR288EPV_1	
63200	ENCSR288EPV_2	
63201	ENCSR288MOZ_1	
63202	ENCSR288MOZ_2	
63203	ENCSR289NSN_1	
63204	ENCSR289NSN_2	
63205	ENCSR290EHP_1	
63206	ENCSR290EHP_2	
63207	ENCSR290MUH_1	
63208	ENCSR290MUH_2	
63209	ENCSR290SSQ_1	
63210	ENCSR290SSQ_2	
63212	ENCSR293QAR_1	
63213	ENCSR293QAR_2	
63224	ENCSR297GII_1	
63225	ENCSR297GII_2	
63227	ENCSR299CAV_1	
63230	ENCSR299ILN_1	
63231	ENCSR299ILN_2	
63232	ENCSR299ILN_3	
63235	ENCSR299MNA_3	
63238	ENCSR301AEA_1	
63239	ENCSR301AEA_2	
63240	ENCSR302AWT_1	
63241	ENCSR302AWT_2	
63244	ENCSR304IVU_1	
63245	ENCSR304XUZ_1	
63246	ENCSR307CKC_1	
63247	ENCSR307CKC_2	
63248	ENCSR307OAJ_1	
63264	ENCSR314BBS_1	
63265	ENCSR314BBS_2	
63266	ENCSR314EZY_1	
63267	ENCSR314EZY_2	
63270	ENCSR316JQA_1	
63271	ENCSR316JQA_2	
63276	ENCSR318HUC_1	
63277	ENCSR318LVG_1	
63278	ENCSR318LVG_2	
63282	ENCSR322CFO_1	
63283	ENCSR322CFO_2	
63284	ENCSR323POR_1	
63285	ENCSR324LTM_1	
63286	ENCSR324LTM_2	
63293	ENCSR328PQL_1	
63294	ENCSR328SUD_1	
63295	ENCSR328SUD_2	
63298	ENCSR330IJE_1	
63299	ENCSR330IJE_2	
63301	ENCSR331BDJ_1	
63302	ENCSR331BDJ_2	
63303	ENCSR331GDC_1	
63304	ENCSR331GDC_2	
63305	ENCSR331ORD_1	
63306	ENCSR331ORD_2	
63309	ENCSR334HSW_1	
63310	ENCSR334HSW_2	
63311	ENCSR334KIQ_1	
63312	ENCSR334KIQ_2	
63314	ENCSR337NWW_1	
63315	ENCSR337NWW_2	
63316	ENCSR338DGO_1	
63317	ENCSR338DGO_2	
63318	ENCSR338MMB_1	
63319	ENCSR338MMB_2	
63320	ENCSR338PIQ_1	
63321	ENCSR338QAC_1	
63322	ENCSR338QAC_2	
63324	ENCSR339ZMJ_2	
63325	ENCSR340NAL_1	
63326	ENCSR340NAL_2	
63327	ENCSR340NAL_3	
63328	ENCSR341VKC_1	
63332	ENCSR343ELW_1	
63333	ENCSR343ELW_2	
63334	ENCSR343ZOV_1	
63335	ENCSR343ZOV_2	
63339	ENCSR344TLI_1	
63340	ENCSR344TLI_2	
63346	ENCSR345YWJ_1	
63347	ENCSR345YWJ_2	
63352	ENCSR347DAG_1	
63353	ENCSR347DAG_2	
63354	ENCSR347NOB_1	
63355	ENCSR347NOB_2	
63356	ENCSR348ONY_1	
63357	ENCSR348ONY_2	
63358	ENCSR348TQM_1	
63359	ENCSR350EFV_1	
63360	ENCSR350EFV_2	
63361	ENCSR350EFV_3	
63362	ENCSR350XWY_1	
63363	ENCSR350XWY_2	
63364	ENCSR352BJL_1	
63365	ENCSR352BJL_2	
63370	ENCSR354ERB_3	
63374	ENCSR356YXW_2	
63376	ENCSR357QJR_1	
63377	ENCSR357QJR_2	
63378	ENCSR358ELZ_1	
63379	ENCSR358ELZ_2	
63382	ENCSR359NFW_1	
63383	ENCSR359NFW_2	
63384	ENCSR360HRA_1	
63385	ENCSR360HRA_2	
63386	ENCSR360JOC_1	
63387	ENCSR360JOC_2	
63388	ENCSR361FWQ_1	
63389	ENCSR361FWQ_2	
63393	ENCSR362VCG_1	
63394	ENCSR363XBR_1	
63395	ENCSR363XBR_2	
63398	ENCSR365GRX_1	
63399	ENCSR365GRX_2	
63400	ENCSR366QMB_1	
63401	ENCSR366QMB_2	
63403	ENCSR367UUC_1	
63406	ENCSR369NGL_1	
63407	ENCSR369NGL_2	
63410	ENCSR372GIN_1	
63411	ENCSR372GIN_2	
63412	ENCSR373BIX_1	
63413	ENCSR373BIX_2	
63414	ENCSR375BUB_1	
63415	ENCSR375BUB_2	
63417	ENCSR375IXS_1	
63418	ENCSR375IXS_2	
63423	ENCSR381VYR_1	
63424	ENCSR381VYR_2	
63425	ENCSR382AIB_1	
63426	ENCSR382AIB_2	
63427	ENCSR382GSF_1	
63428	ENCSR382GSF_2	
63429	ENCSR382JUJ_1	
63430	ENCSR382MOM_1	
63431	ENCSR382MOM_2	
63432	ENCSR382WLL_1	
63433	ENCSR382WLL_2	
63440	ENCSR385AHH_1	
63441	ENCSR385AHH_2	
63442	ENCSR385RUW_1	
63443	ENCSR385RUW_2	
63444	ENCSR385RUW_3	
63447	ENCSR386RIJ_1	
63448	ENCSR386RIJ_2	
63449	ENCSR387SYS_1	
63450	ENCSR387UWP_1	
63451	ENCSR387UWP_2	
63452	ENCSR388QZF_1	
63453	ENCSR388QZF_2	
63454	ENCSR389BLX_1	
63455	ENCSR389BLX_2	
63457	ENCSR391JII_1	
63458	ENCSR391JII_2	
63459	ENCSR391KQC_1	
63460	ENCSR391KQC_2	
63462	ENCSR395HWC_1	
63463	ENCSR395HWC_2	
63464	ENCSR396QWK_1	
63465	ENCSR396QWK_2	
63477	ENCSR400FSM_1	
63478	ENCSR400FSM_2	
63479	ENCSR402IDP_1	
63480	ENCSR402IDP_2	
63484	ENCSR402XII_1	
63485	ENCSR402XII_2	
63489	ENCSR404OLV_1	
63490	ENCSR404OLV_2	
63491	ENCSR404OLV_3	
63492	ENCSR405NQJ_1	
63493	ENCSR405NQJ_2	
63505	ENCSR407BLO_1	
63511	ENCSR410BCN_1	
63512	ENCSR410BCN_2	
63513	ENCSR410BCN_3	
63514	ENCSR410DWC_1	
63515	ENCSR410DWC_2	
63517	ENCSR411UYA_1	
63518	ENCSR411UYA_2	
63519	ENCSR412CTM_1	
63520	ENCSR412CTM_2	
63522	ENCSR412QBS_1	
63523	ENCSR412QBS_2	
63524	ENCSR413ABE_1	
63525	ENCSR413ABE_2	
63529	ENCSR416AUW_1	
63530	ENCSR416AUW_2	
63531	ENCSR416CYZ_1	
63532	ENCSR416CYZ_2	
63533	ENCSR416QLJ_1	
63534	ENCSR416QLJ_2	
63535	ENCSR417VWF_1	
63536	ENCSR417VWF_2	
63537	ENCSR418MKG_1	
63538	ENCSR418MKG_2	
63542	ENCSR419TWL_1	
63543	ENCSR419TWL_2	
63545	ENCSR423RTK_1	
63546	ENCSR423RTK_2	
63547	ENCSR423UEH_1	
63549	ENCSR424JOE_2	
63550	ENCSR424JOE_3	
63551	ENCSR425MXK_1	
63552	ENCSR425MXK_2	
63553	ENCSR425MXK_3	
63554	ENCSR426MDV_1	
63555	ENCSR426MDV_2	
63557	ENCSR427BBI_2	
63558	ENCSR428DFL_1	
63559	ENCSR428DFL_2	
63560	ENCSR428DFL_3	
63562	ENCSR429RHR_1	
63563	ENCSR429RHR_2	
63564	ENCSR431EHE_1	
63566	ENCSR432KIH_1	
63567	ENCSR433PUR_1	
63568	ENCSR433PUR_2	
63569	ENCSR434MWV_1	
63570	ENCSR435FGK_1	
63571	ENCSR435FGK_2	
63572	ENCSR435JKM_1	
63573	ENCSR435JKM_2	
63574	ENCSR435JKM_3	
63575	ENCSR435NHO_1	
63576	ENCSR435NHO_2	
63579	ENCSR440COG_1	
63580	ENCSR440COG_2	
63581	ENCSR440VKE_1	
63582	ENCSR440VKE_2	
63583	ENCSR441JWF_1	
63584	ENCSR441JWF_2	
63585	ENCSR441JWF_3	
63588	ENCSR442ZOI_1	
63589	ENCSR442ZOI_2	
63591	ENCSR444LIN_1	
63592	ENCSR444LIN_2	
63593	ENCSR445ACU_1	
63594	ENCSR445ACU_2	
63597	ENCSR445PDR_1	
63598	ENCSR445PDR_2	
63599	ENCSR446LAV_1	
63600	ENCSR446LAV_2	
63602	ENCSR446SPT_2	
63604	ENCSR447ULX_1	
63605	ENCSR447ZMS_1	
63606	ENCSR447ZMS_2	
63607	ENCSR447ZMS_3	
63608	ENCSR447ZTA_1	
63609	ENCSR447ZTA_2	
63610	ENCSR448UKK_1	
63611	ENCSR448UKK_2	
63613	ENCSR449AXO_2	
63614	ENCSR449UFF_1	
63615	ENCSR449UFF_2	
63618	ENCSR451CYX_1	
63619	ENCSR451CYX_2	
63622	ENCSR451MJX_3	
63626	ENCSR456SOX_1	
63631	ENCSR461ZJT_1	
63632	ENCSR461ZJT_2	
63633	ENCSR462FWS_1	
63634	ENCSR462FWS_2	
63635	ENCSR462JVS_1	
63636	ENCSR462JVS_2	
63637	ENCSR462JVS_3	
63640	ENCSR464KFG_1	
63641	ENCSR464KFG_2	
63642	ENCSR465VLK_1	
63643	ENCSR465VLK_2	
63649	ENCSR467VXG_1	
63650	ENCSR467VXG_2	
63651	ENCSR467VXG_3	
63653	ENCSR468IJT_1	
63654	ENCSR468IJT_2	
63655	ENCSR468LUO_1	
63656	ENCSR468LUO_2	
63660	ENCSR472SEY_1	
63661	ENCSR472SEY_2	
63662	ENCSR472VBD_1	
63663	ENCSR473CRE_1	
63664	ENCSR473CRE_2	
63665	ENCSR474DCX_1	
63666	ENCSR474DCX_2	
63667	ENCSR474DCX_3	
63668	ENCSR474GZQ_1	
63669	ENCSR474GZQ_2	
63670	ENCSR474GZQ_3	
63671	ENCSR474GZQ_4	
63674	ENCSR475SOC_1	
63675	ENCSR475SOC_2	
63678	ENCSR477OJI_1	
63679	ENCSR477OJI_2	
63680	ENCSR479HKJ_1	
63681	ENCSR479HKJ_2	
63682	ENCSR479HKJ_3	
63683	ENCSR480LIS_1	
63684	ENCSR480LIS_2	
63685	ENCSR481FEC_1	
63686	ENCSR481FEC_2	
63687	ENCSR481YWD_1	
63688	ENCSR481YWD_2	
63689	ENCSR482BBZ_1	
63690	ENCSR482BBZ_2	
63691	ENCSR482PMN_1	
63694	ENCSR483JJT_1	
63695	ENCSR483JJT_2	
63696	ENCSR484PTR_1	
63697	ENCSR484PTR_2	
63698	ENCSR485CIR_1	
63713	ENCSR493IAY_1	
63714	ENCSR493NBY_1	
63715	ENCSR493NBY_2	
63716	ENCSR493VDS_1	
63717	ENCSR493VDS_2	
63718	ENCSR494PWZ_1	
63719	ENCSR494PWZ_2	
63724	ENCSR499IFY_1	
63729	ENCSR499RMZ_1	
63730	ENCSR499RMZ_2	
63731	ENCSR501FWC_1	
63732	ENCSR501FWC_2	
63733	ENCSR502OEK_1	
63734	ENCSR502OEK_2	
63735	ENCSR503BEM_1	
63736	ENCSR503BEM_2	
63737	ENCSR504VDV_1	
63738	ENCSR504VDV_2	
63741	ENCSR507UDH_1	
63742	ENCSR507UDH_2	
63743	ENCSR508DQA_1	
63744	ENCSR508DQA_2	
63747	ENCSR508UPW_1	
63748	ENCSR508UPW_2	
