cell_type	gene	eye1_mean_norm	eye2_mean_norm	eye1_detection	eye2_detection	delta_eye1_minus_eye2	log2fc_eye1_vs_eye2
cone cell	HLA-DPA1	0	0.00647584509778526	0	0.00285714285714286	-0.00647584509778526	-0.720352467486108
cone cell	HLA-DPB1	0.0157448516911789	0.0485055199749212	0.00952380952380952	0.0171428571428571	-0.0327606682837423	-1.18428878967925
cone cell	HLA-DQA1	0	0	0	0	0	0
cone cell	HLA-DQB1	0.0199324682806539	0.0200905795362631	0.00952380952380952	0.00857142857142857	-0.000158111255609165	-0.00760064209584893
cone cell	B2M	0.199513340562387	0.121302640423746	0.104761904761905	0.0457142857142857	0.0782107001386408	0.674146180757049
cone cell	TAP1	0	0.0111780994133935	0	0.00571428571428571	-0.0111780994133935	-1.0825731233291
cone cell	TAP2	0.0543607795360245	0.0550486519991234	0.0238095238095238	0.0285714285714286	-0.000687872463098836	-0.0153373602848049
cone cell	ICAM1	0	0	0	0	0	0
cone cell	VCAM1	0	0	0	0	0	0
cone cell	S100A8	0	0	0	0	0	0
cone cell	S100A9	0.0111808047943291	0	0.00476190476190476	0	0.0111808047943291	1.08275740758941
rod cell	IL1B	0.0187994059895871	0.00053716438976111	0.0101916641314268	0.000141542816702052	0.018262241599826	1.45055237340447
rod cell	TNF	0	0	0	0	0	0
rod cell	IL6	0.0164116868398113	0	0.00943109218132035	0	0.0164116868398113	1.4011764453034
rod cell	CCL2	0.0102174580273165	0.00255375581756252	0.00669303316093702	0.000849256900212314	0.00766370220975394	0.687482563812844
rod cell	CCL3	0	0	0	0	0	0
rod cell	CCL4	0.00020943740881357	0	0.000152114390021296	0	0.00020943740881357	0.0299033686763192
rod cell	CXCL8	0.00388090096728653	0.000599757697890052	0.00243383024034074	0.000141542816702052	0.00328114326939648	0.389069925632261
rod cell	CXCL9	0.021603121097492	0	0.0114085792515972	0	0.021603121097492	1.66006704477961
rod cell	CXCL10	0.0196979107263878	0.000871032718166476	0.0109522360815333	0.000141542816702052	0.0188268780082214	1.44987244082588
rod cell	CXCL16	0.0139383111131737	0.0171933999793446	0.00425920292059629	0.00410474168435952	-0.00325508886617083	-0.183935170805656
rod cell	NFKBIA	0.108613781135044	0.0804517981437708	0.0346820809248555	0.0193913658881812	0.0281619829912732	0.391050550642929
rod cell	NFKB1	0.331046227126306	0.250846175548323	0.0763614237906906	0.0549186128803963	0.0802000515779837	0.386768021527692
rod cell	RELA	0.0491278897320144	0.0841905107541317	0.0159720109522361	0.0196744515215853	-0.0350626210221174	-0.671742934105403
rod cell	STAT1	0.469676661378963	0.567305722169436	0.115302707636142	0.117055909412597	-0.0976290607904731	-0.267273278136788
rod cell	IRF7	0.0627332476743907	0.0607474031675713	0.0212960146029814	0.0145789101203114	0.00198584450681945	0.0399378029512323
rod cell	ISG15	0.00550354506431658	0.00947222552399734	0.00319440219044722	0.00311394196744515	-0.00396868045968077	-0.328819640233741
rod cell	IFIT1	0.0465579973752122	0.0418898678752028	0.0162762397322787	0.0110403397027601	0.0046681295000094	0.124278175202544
rod cell	IFIT2	0.00402579363535092	0.00727319644206791	0.00182537268025555	0.00169851380042463	-0.003247402806717	-0.300452674801238
rod cell	IFIT3	0.0107541890551356	0.00713334874097249	0.00410708853057499	0.00184005661712668	0.00362084031416307	0.276595405394879
rod cell	IFITM1	0.00448153413902872	0.000333041921651888	0.0036507453605111	0.000141542816702052	0.00414849221737683	0.486949417599535
rod cell	IFITM2	0.0961076457903794	0.188909125299701	0.0301186492242166	0.0435951875442321	-0.0928014795093217	-0.906580847654306
rod cell	IFITM3	0.568673992269102	0.934534776763888	0.142226954669912	0.177777777777778	-0.365860784494786	-0.706853110524994
rod cell	MX1	0.00380835039513638	0.00393677394247627	0.00212960146029814	0.00141542816702052	-0.000128423547339891	-0.0133556682469941
rod cell	MX2	0.000361402684773809	0.00340814631751872	0.000152114390021296	0.000707714083510262	-0.00304674363274491	-0.371890475303051
rod cell	OAS1	0.000270089470918494	0.00145551250596671	0.000152114390021296	0.000707714083510262	-0.00118542303504822	-0.157593254366986
rod cell	OAS2	0.00039887749069297	0	0.000304228780042592	0	0.00039887749069297	0.0564278047112904
rod cell	OAS3	0	0.000336206215444305	0	0.000141542816702052	-0.000336206215444305	-0.0477067583324684
rod cell	IFI6	0.0739241757947285	0.0618998406396092	0.0228171585031944	0.0158527954706299	0.0120243351551193	0.223097890479037
rod cell	IFI27	0.0564568846566813	0.0634654589504609	0.0168846972923639	0.0128803963198868	-0.00700857429377961	-0.144647437016442
rod cell	GBP1	0.00301429926250077	0.00494047568463268	0.000912686340127776	0.00141542816702052	-0.00192617642213191	-0.199128448473747
rod cell	GBP2	0.00408655272703005	0.00531044297918539	0.00228171585031944	0.00198159943382873	-0.00122389025215535	-0.120197427835493
rod cell	HLA-DPA1	0.0130126525633802	0.0156734721458605	0.0036507453605111	0.00368011323425336	-0.00266081958248027	-0.157851136849342
rod cell	HLA-DPB1	0.0250802186240906	0.0398502431120406	0.0076057195010648	0.00707714083510262	-0.01477002448795	-0.506942801586962
rod cell	HLA-DQA1	0.000405854829299082	0.00360345043270428	0.000152114390021296	0.00113234253361642	-0.0031975956034052	-0.386577143019028
rod cell	HLA-DQB1	0.000921900645831123	0.00438303406321573	0.000304228780042592	0.00113234253361642	-0.00346113341738461	-0.397144102506529
rod cell	B2M	0.243663015057539	0.3051094864044	0.0660176452692425	0.0685067232837933	-0.0614464713468612	-0.312940002673438
rod cell	TAP1	0.0160732715240273	0.0275269122428111	0.00638880438089443	0.00792639773531493	-0.0114536407187838	-0.525353973212576
rod cell	TAP2	0.10173933248329	0.0908660728437349	0.0302707636142379	0.0226468506723284	0.0108732596395554	0.14769611358736
rod cell	ICAM1	0.058490008314128	0.0129635417967832	0.0197748707027685	0.00396319886765747	0.0455264665173448	1.57654836123333
rod cell	VCAM1	0.000177021284791454	0	0.000152114390021296	0	0.000177021284791454	0.025315360382314
rod cell	S100A8	0.00447710204232817	0.00389541151190927	0.00106480073014907	0.000990799716914367	0.000581690530418902	0.0591642789543752
rod cell	S100A9	0.0137831669065845	0.00803807095129615	0.00289017341040462	0.00169851380042463	0.00574509595528839	0.398895773067306
horizontal cell	IL1B	0	0	0	0	0	0
horizontal cell	TNF	0	0	0	0	0	0
horizontal cell	IL6	0	0	0	0	0	0
horizontal cell	CCL2	0	0.00671746413042091	0	0.00469483568075117	-0.00671746413042091	-0.741356021824915
horizontal cell	CCL3	0	0	0	0	0	0
horizontal cell	CCL4	0	0	0	0	0	0
horizontal cell	CXCL8	0	0	0	0	0	0
horizontal cell	CXCL9	0	0	0	0	0	0
horizontal cell	CXCL10	0	0	0	0	0	0
horizontal cell	CXCL16	0.0107666384939626	0	0.00448430493273543	0	0.0107666384939626	1.05426770532196
horizontal cell	NFKBIA	0.264913190364554	0.13179419048484	0.0896860986547085	0.0610328638497653	0.133118999879714	0.9551777047108
horizontal cell	NFKB1	0.586855912152193	0.493516914673033	0.179372197309417	0.150234741784038	0.0933389974791599	0.245342446844908
horizontal cell	RELA	0.0818260942162852	0.0883456603834243	0.031390134529148	0.0422535211267606	-0.00651956616713907	-0.0989572108392945
horizontal cell	STAT1	0.245161781769509	0.208228640344638	0.0807174887892377	0.0704225352112676	0.0369331414248708	0.225571804359619
horizontal cell	IRF7	0.0236764563711619	0.00437991947080061	0.00896860986547085	0.00469483568075117	0.0192965369003613	1.22768474124712
horizontal cell	ISG15	0.0056527227186883	0.0103570167234749	0.00448430493273543	0.00469483568075117	-0.00470429400478661	-0.379112523970585
horizontal cell	IFIT1	0.13142784260142	0.095302439931763	0.0448430493273543	0.0422535211267606	0.0361254026696566	0.425527303429528
horizontal cell	IFIT2	0.0769480887740038	0	0.0224215246636771	0	0.0769480887740038	3.12015431566791
horizontal cell	IFIT3	0.120469776399337	0.0630663757617957	0.0493273542600897	0.0375586854460094	0.0574034006375416	0.836436088455659
horizontal cell	IFITM1	0	0	0	0	0	0
horizontal cell	IFITM2	0.0837263964474914	0.0990967216086381	0.0224215246636771	0.0375586854460094	-0.0153703251611467	-0.219080428090459
horizontal cell	IFITM3	0.408433013239234	0.605824161240847	0.130044843049327	0.15962441314554	-0.197391148001614	-0.557521790346852
horizontal cell	MX1	0.056527227186883	0	0.00448430493273543	0	0.056527227186883	2.73394490434837
horizontal cell	MX2	0	0	0	0	0	0
horizontal cell	OAS1	0	0	0	0	0	0
horizontal cell	OAS2	0	0	0	0	0	0
horizontal cell	OAS3	0	0.00662831523471859	0	0.00469483568075117	-0.00662831523471859	-0.733642003523223
horizontal cell	IFI6	0.390265083420089	0.245738366624078	0.134529147982063	0.107981220657277	0.144526716796011	0.646287155493732
horizontal cell	IFI27	0.0180309808312643	0.0228070715606081	0.00448430493273543	0.00469483568075117	-0.0047760907293438	-0.226984594562717
horizontal cell	GBP1	0	0	0	0	0	0
horizontal cell	GBP2	0	0	0	0	0	0
horizontal cell	HLA-DPA1	0.034450997105938	0	0.0134529147982063	0	0.034450997105938	2.15221578134206
horizontal cell	HLA-DPB1	0.212489322729214	0.136489367169747	0.0582959641255605	0.0422535211267606	0.0759999555594664	0.602940151334555
horizontal cell	HLA-DQA1	0.0159137039233947	0.0166130066551705	0.00896860986547085	0.00469483568075117	-0.000699302731775795	-0.0384162718069884
horizontal cell	HLA-DQB1	0.0264558127642853	0.0545057922462904	0.00896860986547085	0.0140845070422535	-0.0280499794820052	-0.823279845941673
horizontal cell	B2M	0.228441884370893	0.164481671929553	0.0717488789237668	0.0469483568075117	0.0639602124413397	0.450562180428442
horizontal cell	TAP1	0.0879691540433055	0.0741706473693336	0.031390134529148	0.028169014084507	0.0137985066739719	0.219010369393705
horizontal cell	TAP2	0.0560336468568615	0.0494666250488482	0.0224215246636771	0.0140845070422535	0.00656702180801334	0.151121124481364
horizontal cell	ICAM1	0.0228208902429284	0	0.00448430493273543	0	0.0228208902429284	1.71461437144271
horizontal cell	VCAM1	0	0	0	0	0	0
horizontal cell	S100A8	0.0107666384939626	0	0.00448430493273543	0	0.0107666384939626	1.05426770532196
horizontal cell	S100A9	0.00711117179311041	0	0.00448430493273543	0	0.00711117179311041	0.774938560658591
bipolar cell	IL1B	0.00323444032053304	0	0.00170940170940171	0	0.00323444032053304	0.404297185096663
bipolar cell	TNF	0	0	0	0	0	0
bipolar cell	IL6	0	0	0	0	0	0
bipolar cell	CCL2	0	0.0117863650614423	0	0.00190114068441065	-0.0117863650614423	-1.12342551057578
bipolar cell	CCL3	0	0	0	0	0	0
bipolar cell	CCL4	0	0	0	0	0	0
bipolar cell	CXCL8	0	0	0	0	0	0
bipolar cell	CXCL9	0	0	0	0	0	0
bipolar cell	CXCL10	0	0	0	0	0	0
bipolar cell	CXCL16	0.0291207019884208	0.048976355456778	0.00854700854700855	0.0114068441064639	-0.0198556534683572	-0.592204412900619
bipolar cell	NFKBIA	0.0576763494209938	0.0474757031052575	0.0205128205128205	0.0209125475285171	0.0102006463157363	0.235699539433163
bipolar cell	NFKB1	0.328814855367528	0.281010247226459	0.0752136752136752	0.0836501901140684	0.0478046081410687	0.219427176082927
bipolar cell	RELA	0.0857693944498973	0.0677783513930505	0.0256410256410256	0.0209125475285171	0.0179910430568467	0.300196024240644
bipolar cell	STAT1	0.281582234997047	0.199849378147426	0.0974358974358974	0.0665399239543726	0.0817328568496216	0.474548636337836
bipolar cell	IRF7	0.00312676369014397	0.011958665738881	0.00170940170940171	0.00380228136882129	-0.00883190204873702	-0.742279121491697
bipolar cell	ISG15	0.0147813506920643	0.00111530017858186	0.00512820512820513	0.00190114068441065	0.0136660505134824	1.15670791265936
bipolar cell	IFIT1	0.188638858893464	0.135997167729546	0.0598290598290598	0.0418250950570342	0.0526416911639174	0.444207497073378
bipolar cell	IFIT2	0.0439419117107902	0.0395793443983488	0.0102564102564103	0.0133079847908745	0.00436256731244143	0.121667457456825
bipolar cell	IFIT3	0.072183594464845	0.0365726508635927	0.0153846153846154	0.0114068441064639	0.0356109436012523	0.819367429959899
bipolar cell	IFITM1	0	0	0	0	0	0
bipolar cell	IFITM2	0.070069334828064	0.12640260703096	0.0307692307692308	0.0399239543726236	-0.056333272202896	-0.768549492269123
bipolar cell	IFITM3	0.347514362133094	0.619026845409788	0.116239316239316	0.186311787072243	-0.271512483276694	-0.815120390036224
bipolar cell	MX1	0.0566223778316372	0.0315568598727454	0.0205128205128205	0.0114068441064639	0.0250655179588918	0.680920201260542
bipolar cell	MX2	0	0	0	0	0	0
bipolar cell	OAS1	0	0	0	0	0	0
bipolar cell	OAS2	0	0	0	0	0	0
bipolar cell	OAS3	0	0	0	0	0	0
bipolar cell	IFI6	0.588848618714437	0.315691259484251	0.172649572649573	0.108365019011407	0.273157359230186	0.87868635129847
bipolar cell	IFI27	0.0444413654612884	0.0370946516310821	0.0153846153846154	0.00950570342205323	0.00734671383020632	0.209140024497908
bipolar cell	GBP1	0	0	0	0	0	0
bipolar cell	GBP2	0.00397350467085474	0.0165998216441386	0.00170940170940171	0.00380228136882129	-0.0126263169732838	-0.928722666256774
bipolar cell	HLA-DPA1	0.0203326358251011	0.0329845808533952	0.00683760683760684	0.00950570342205323	-0.0126519450282941	-0.502948368761744
bipolar cell	HLA-DPB1	0.0465207156923781	0.0447507619020608	0.0136752136752137	0.0152091254752852	0.00176995379031732	0.0459006927369771
bipolar cell	HLA-DQA1	0	0	0	0	0	0
bipolar cell	HLA-DQB1	0	0.0376553564392715	0	0.00950570342205323	-0.0376553564392715	-2.25263838148175
bipolar cell	B2M	0.303275030251713	0.338422042044417	0.0923076923076923	0.108365019011407	-0.0351470117927048	-0.153406111760944
bipolar cell	TAP1	0.0138394573102082	0.0465903010421907	0.00512820512820513	0.0171102661596958	-0.0327508437319826	-1.24720341795795
bipolar cell	TAP2	0.0805609157088648	0.080648751057825	0.0307692307692308	0.0247148288973384	-8.78353489601746e-05	-0.00139859682482629
bipolar cell	ICAM1	0.0100446176334937	0	0.00341880341880342	0	0.0100446176334937	1.00321489723306
bipolar cell	VCAM1	0	0	0	0	0	0
bipolar cell	S100A8	0	0	0	0	0	0
bipolar cell	S100A9	0.00460382900458311	0.00758938396970318	0.00170940170940171	0.00190114068441065	-0.00298555496512007	-0.268358274858729
T cells	IL1B	0.228467869640442	0	0.066951566951567	0	0.228467869640442	4.57572299032961
T cells	TNF	0	0	0	0	0	0
T cells	IL6	0.149322431864944	0	0.0455840455840456	0	0.149322431864944	3.99387750087156
T cells	CCL2	0.161041753104754	0.00290451128693086	0.0541310541310541	0.00128205128205128	0.158137241817823	3.72840113468505
T cells	CCL3	0	0	0	0	0	0
T cells	CCL4	0	0	0	0	0	0
T cells	CXCL8	0.0578981000443635	0	0.0185185185185185	0	0.0578981000443635	2.76337120488348
T cells	CXCL9	0.264934294004785	0	0.0698005698005698	0	0.264934294004785	4.78101496792528
T cells	CXCL10	0.231939507326709	0	0.0698005698005698	0	0.231939507326709	4.59657446722473
T cells	CXCL16	0.0229839769384193	0.0353047613732869	0.00854700854700855	0.0128205128205128	-0.0123207844348676	-0.457897322842274
T cells	NFKBIA	0.584205853995718	0.0764841918684578	0.141025641025641	0.032051282051282	0.50772166212726	2.78045446141311
T cells	NFKB1	1.28646938855149	0.604087391184996	0.309116809116809	0.162820512820513	0.682381997366492	1.07807225634439
T cells	RELA	0.101737232677517	0.0668065506110807	0.0398860398860399	0.0230769230769231	0.0349306820664361	0.540808730927535
T cells	STAT1	0.296954968551347	0.282791946611268	0.0954415954415954	0.0948717948717949	0.0141630219400792	0.0681511502088465
T cells	IRF7	0.212299335718087	0.0198769181988264	0.0612535612535613	0.00256410256410256	0.19242241751926	2.89540039020159
T cells	ISG15	0.0861404037654072	0.0323253737320088	0.0270655270655271	0.0102564102564103	0.0538150300333984	1.18362005530435
T cells	IFIT1	0.140067367148001	0.143935731408127	0.0598290598290598	0.0551282051282051	-0.00386836426012546	-0.0367178572002791
T cells	IFIT2	0.0538702892051198	0.0373834479156621	0.0213675213675214	0.0192307692307692	0.0164868412894577	0.430761801158352
T cells	IFIT3	0.105427509425825	0.0454320005955188	0.0384615384615385	0.0179487179487179	0.0599955088303065	1.05819611535284
T cells	IFITM1	0.0701520285674653	0.00115844518121558	0.0227920227920228	0.00128205128205128	0.0689935833862497	2.84460301809591
T cells	IFITM2	0.209979569065436	0.217987838255306	0.0584045584045584	0.0666666666666667	-0.00800826918987024	-0.0515873300701938
T cells	IFITM3	0.827960143755936	0.779518510762305	0.202279202279202	0.171794871794872	0.0484416329936309	0.0859085346745419
T cells	MX1	0.0267712650508481	0.0158686708360832	0.0128205128205128	0.00641025641025641	0.0109025942147649	0.507372882293333
T cells	MX2	0.0154963775553999	0.00440870454625613	0.00427350427350427	0.00128205128205128	0.0110876730091438	0.823351656175522
T cells	OAS1	0	0.00166111853077388	0	0.00128205128205128	-0.00166111853077388	-0.221706178024288
T cells	OAS2	0.00249693501227244	0.011270106465873	0.00142450142450142	0.00512820512820513	-0.00877317145360058	-0.767252950511698
T cells	OAS3	0.00980868304368416	0	0.00284900284900285	0	0.00980868304368416	0.986132967582118
T cells	IFI6	0.23152276889266	0.231678305452439	0.084045584045584	0.0730769230769231	-0.000155536559779262	-0.000928772070817392
T cells	IFI27	0.0847075125607706	0.0648785560008985	0.0284900284900285	0.0243589743589744	0.0198289565598721	0.338926256832786
T cells	GBP1	0.014681565375829	0.00971811326220084	0.0056980056980057	0.00384615384615385	0.00496345211362817	0.323912383952323
T cells	GBP2	0.0228892342211171	0.00702102636609783	0.00854700854700855	0.00256410256410256	0.0158682078550193	0.950297383463272
T cells	HLA-DPA1	0.0427482096426617	0.0239101933572794	0.0170940170940171	0.00641025641025641	0.0188380162853823	0.637403116616564
T cells	HLA-DPB1	0.146495996215032	0.114439015907125	0.0527065527065527	0.0371794871794872	0.0320569803079061	0.330686856939516
T cells	HLA-DQA1	0.0118369270991188	0.00949056435197338	0.00284900284900285	0.00256410256410256	0.00234636274714539	0.163993989298937
T cells	HLA-DQB1	0.0486161711595303	0.0527538103950426	0.0128205128205128	0.0166666666666667	-0.00413763923551223	-0.0984043283173261
T cells	B2M	0.297941787706927	0.442987218792215	0.0883190883190883	0.108974358974359	-0.145045431085288	-0.556812690239006
T cells	TAP1	0.00964455940759258	0.0211521193123384	0.00142450142450142	0.00769230769230769	-0.0115075599047459	-0.665200503606041
T cells	TAP2	0.0492952296258208	0.068665859856856	0.0185185185185185	0.0269230769230769	-0.0193706302310353	-0.407821614466224
T cells	ICAM1	0.438854612289301	0.0454545496767589	0.118233618233618	0.0115384615384615	0.393400062612542	3.01687048592695
T cells	VCAM1	0	0	0	0	0	0
T cells	S100A8	0	0.0108631943324605	0	0.00384615384615385	-0.0108631943324605	-1.06096006364797
T cells	S100A9	0.00400478331318927	0	0.00142450142450142	0	0.00400478331318927	0.485919661712621
muller glia cell	IL1B	0.383619392162736	0	0.147286821705426	0	0.383619392162736	5.29872939353159
muller glia cell	TNF	0	0	0	0	0	0
muller glia cell	IL6	0.634678932194621	0.0258503165269649	0.232558139534884	0.0140845070422535	0.608828615667656	4.1685230758269
muller glia cell	CCL2	0.546372833160442	0.054122237339876	0.193798449612403	0.028169014084507	0.492250595820566	3.11715530729348
muller glia cell	CCL3	0	0	0	0	0	0
muller glia cell	CCL4	0.0205730838229727	0	0.00775193798449612	0	0.0205730838229727	1.61226208024981
muller glia cell	CXCL8	0.212374448921694	0	0.0852713178294574	0	0.212374448921694	4.4749191251626
muller glia cell	CXCL9	0.858217852892215	0	0.263565891472868	0	0.858217852892215	6.43998518347015
muller glia cell	CXCL10	0.722026090230024	0	0.248062015503876	0	0.722026090230024	6.19382316358069
muller glia cell	CXCL16	0.0253679902362761	0.0197372576264763	0.0155038759689922	0.00704225352112676	0.00563073260979977	0.250172633120652
muller glia cell	NFKBIA	1.96370159903019	0.087491401967	0.527131782945736	0.0422535211267606	1.87621019706319	4.33948508791054
muller glia cell	NFKB1	3.67108857632179	0.413688053161012	0.736434108527132	0.140845070422535	3.25740052316078	3.11905811068749
muller glia cell	RELA	0.250863137055001	0.150062992943905	0.131782945736434	0.0563380281690141	0.100800144111096	0.704653298369196
muller glia cell	STAT1	0.127232862625988	0.127553845843981	0.0465116279069767	0.0492957746478873	-0.000320983217993231	-0.0033704767600334
muller glia cell	IRF7	0.816424623295315	0.0105344106523961	0.286821705426357	0.00704225352112676	0.805890212642919	5.33076779292387
muller glia cell	ISG15	0.143742576417885	0.218511669436099	0.0697674418604651	0.0774647887323944	-0.0747690930182143	-0.571751091005364
muller glia cell	IFIT1	0.110090114291315	0.181200264291343	0.0542635658914729	0.0563380281690141	-0.0711101500000284	-0.670967122929886
muller glia cell	IFIT2	0.101750667407396	0.0522624689031105	0.0387596899224806	0.0211267605633803	0.0494881985042857	0.843848757168551
muller glia cell	IFIT3	0.0295962417381421	0.0400650311279339	0.0155038759689922	0.0140845070422535	-0.0104687893897918	-0.338439773449452
muller glia cell	IFITM1	0.194141547626425	0.0310231432648756	0.0775193798449612	0.00704225352112676	0.163118404361549	2.31505989179014
muller glia cell	IFITM2	1.1014811133899	0.737381588736699	0.325581395348837	0.225352112676056	0.364099524653203	0.572566504472378
muller glia cell	IFITM3	4.25152339186609	3.43127926811582	0.736434108527132	0.626760563380282	0.820244123750272	0.308424276337437
muller glia cell	MX1	0.0383018724673408	0.0515434461639165	0.0232558139534884	0.0211267605633803	-0.0132415736965757	-0.349526112978089
muller glia cell	MX2	0	0	0	0	0	0
muller glia cell	OAS1	0.0679261250746061	0.0250039695987768	0.0155038759689922	0.0140845070422535	0.0429221554758293	1.1545885401317
muller glia cell	OAS2	0.0282505028589509	0	0.00775193798449612	0	0.0282505028589509	1.93547871427185
muller glia cell	OAS3	0	0.0135297858234904	0	0.00704225352112676	-0.0135297858234904	-1.23448818869674
muller glia cell	IFI6	0.179398576389533	0.0893390785795925	0.0697674418604651	0.0352112676056338	0.0900594978099401	0.930992216639119
muller glia cell	IFI27	0.029780783651541	0	0.00775193798449612	0	0.029780783651541	1.99207169645965
muller glia cell	GBP1	0.0975440682692976	0.0828547983745213	0.0465116279069767	0.0422535211267606	0.0146892698947763	0.211879583200895
muller glia cell	GBP2	0.109375938105612	0.332312499804475	0.0387596899224806	0.0845070422535211	-0.222936561698862	-1.51980190394108
muller glia cell	HLA-DPA1	0	0.0183248855610897	0	0.00704225352112676	-0.0183248855610897	-1.50207012724502
muller glia cell	HLA-DPB1	0.114787392104934	0.0625864504267792	0.0697674418604651	0.0211267605633803	0.0522009416781551	0.781700005504486
muller glia cell	HLA-DQA1	0	0	0	0	0	0
muller glia cell	HLA-DQB1	0	0	0	0	0	0
muller glia cell	B2M	0.429512366763349	0.635993723190717	0.13953488372093	0.183098591549296	-0.206481356427369	-0.555616387296356
muller glia cell	TAP1	0.0297987771393255	0.0446901330832486	0.0155038759689922	0.0140845070422535	-0.0148913559439231	-0.458556469686833
muller glia cell	TAP2	0.0140053082899258	0.0319055104686612	0.0155038759689922	0.0211267605633803	-0.0179002021787354	-0.803786503116768
muller glia cell	ICAM1	2.0084517463136	0.0861362409626787	0.542635658914729	0.0352112676056338	1.92231550535092	4.39202489397663
muller glia cell	VCAM1	0.028414416435048	0	0.0155038759689922	0	0.028414416435048	1.94164783740879
muller glia cell	S100A8	0	0	0	0	0	0
muller glia cell	S100A9	0	0	0	0	0	0
