guide_id	target_gene	pathway_gene	mean_lognorm_effect	pseudobulk_log2fc	wilcoxon_p_lower	fdr_within_guide
guide_002	Non-Targeting	MX2	-0.03227888577731	-0.0335814909838254	0.326399937261428	0.89066662375058
guide_002	Non-Targeting	OAS1	0.0590992012358855	0.0920368915986248	0.924427062275614	0.965194848974534
guide_002	Non-Targeting	OAS2	0.0405356271296373	0.0594658357615848	0.825882784280923	0.965194848974534
guide_002	Non-Targeting	OAS3	0.0305982666371518	0.0311888795195043	0.63103924501341	0.965194848974534
guide_002	Non-Targeting	CXCL10	-0.0188977306681903	-0.0335260812273204	0.319031202666048	0.89066662375058
guide_002	Non-Targeting	CXCL11	-0.0525671110662889	-0.0604741957838252	0.152173828286734	0.89066662375058
guide_002	Non-Targeting	IRF7	-0.0276079276561774	-0.0513678509969634	0.229321838903805	0.89066662375058
guide_002	Non-Targeting	BST2	-0.00590628342387456	-0.035468330957222	0.310414152999126	0.89066662375058
guide_002	Non-Targeting	IFI6	0.0627053648075417	0.0860965290920514	0.907164443354366	0.965194848974534
guide_002	Non-Targeting	STAT2	-0.0250579323842146	-0.0331085703837176	0.386160855663323	0.89066662375058
guide_002	Non-Targeting	EIF2AK2	0.0107905908561943	0.0134583776675522	0.534399974250348	0.89066662375058
guide_002	Non-Targeting	GBP1	-0.00463896795769569	-0.0063313500761249	0.504281989753019	0.89066662375058
guide_002	Non-Targeting	GBP2	0.0708168826287716	0.0897276858894186	0.965194848974534	0.965194848974534
guide_002	Non-Targeting	IDO1	0.0286200156437579	0.0504006428954598	0.807179895300486	0.965194848974534
guide_003	Non-Targeting	STAT1	-0.00426109722852264	-0.0028285085961951	0.368432774139277	0.870526038590695
guide_003	Non-Targeting	ISG15	0.00294378585890342	-0.010214940068722	0.557698379467688	0.870526038590695
guide_003	Non-Targeting	IFIT1	-0.00512620229619243	-0.0172980796848895	0.39961696131603	0.870526038590695
guide_003	Non-Targeting	IFIT2	0.0547864928393071	0.0795895292053573	0.926855254094547	0.967735319738275
guide_003	Non-Targeting	IFIT3	0.035136382201622	0.0482640040246669	0.840460994020404	0.967735319738275
guide_003	Non-Targeting	MX1	0.0249151363650024	0.0161685620483604	0.595327723441967	0.870526038590695
guide_003	Non-Targeting	MX2	0.0316799086529822	0.0701496125325033	0.88307334940001	0.967735319738275
guide_003	Non-Targeting	OAS1	0.0857717559739166	0.106639945776347	0.967735319738275	0.967735319738275
guide_003	Non-Targeting	OAS2	-0.039751333370476	-0.0750752068681966	0.118955368038182	0.693745791827007
guide_003	Non-Targeting	OAS3	0.0325721507535923	0.0486577248845465	0.767696644046503	0.967735319738275
guide_003	Non-Targeting	CXCL10	0.00338413742006294	0.00866384323088529	0.382772936097588	0.870526038590695
guide_003	Non-Targeting	CXCL11	-0.0524119281953106	-0.0747075959451129	0.0783346800996029	0.693745791827007
guide_003	Non-Targeting	IRF7	-0.0202630731044309	-0.0376709090561724	0.286463714638646	0.870526038590695
guide_003	Non-Targeting	BST2	0.0415286858444004	0.0642097497711997	0.787027430706592	0.967735319738275
guide_003	Non-Targeting	IFI6	-0.0903725322921662	-0.13886194868632	0.0160013277055726	0.320026554111452
guide_003	Non-Targeting	STAT2	0.0139615892582636	0.0108866306347074	0.547548171446308	0.870526038590695
guide_003	Non-Targeting	EIF2AK2	-0.0185592115413939	0.0145996204102688	0.558803504011978	0.870526038590695
guide_003	Non-Targeting	GBP1	0.0130344023721469	-0.00279964598258401	0.609368227013487	0.870526038590695
guide_003	Non-Targeting	GBP2	-0.0576407691979681	-0.079624317358844	0.138749158365401	0.693745791827007
guide_003	Non-Targeting	IDO1	0.00791673676687799	0.0124558688860734	0.596773710192967	0.870526038590695
guide_004	Non-Targeting	STAT1	-0.0439165296123143	-0.040532773228452	0.207455042649758	0.857738455694081
guide_004	Non-Targeting	ISG15	-0.000269403967226634	-0.0284161720580361	0.346664475750501	0.857738455694081
guide_004	Non-Targeting	IFIT1	-0.0245359421517031	-0.023154507432704	0.343569097720372	0.857738455694081
guide_004	Non-Targeting	IFIT2	0.0481407493694519	0.067104803279185	0.863611345402823	0.920750590946869
guide_004	Non-Targeting	IFIT3	-0.052357714707616	-0.0664029272941471	0.115375713569687	0.769171423797916
guide_004	Non-Targeting	MX1	0.0171780721942052	0.0199622552164689	0.582985707996935	0.882261751454503
guide_004	Non-Targeting	MX2	0.0490287335390795	0.0645432100310809	0.824560522055693	0.920750590946869
guide_004	Non-Targeting	OAS1	0.00219531398620632	-0.00809890253950751	0.307127060999995	0.857738455694081
guide_004	Non-Targeting	OAS2	-0.0221028965315706	-0.0269445948475948	0.385982305062336	0.857738455694081
guide_004	Non-Targeting	OAS3	0.0269653040136522	0.0453037018353867	0.601824378038776	0.882261751454503
guide_004	Non-Targeting	CXCL10	0.0220825027073772	0.0289215483680975	0.759205064664333	0.920750590946869
guide_004	Non-Targeting	CXCL11	0.00310487364677003	0.00697132279344357	0.592975126527827	0.882261751454503
guide_004	Non-Targeting	IRF7	0.0707513860165516	0.10395503498079	0.924825052330778	0.924825052330778
guide_004	Non-Targeting	BST2	-0.0680021972990184	-0.0960544667224506	0.0912176666805291	0.769171423797916
guide_004	Non-Targeting	IFI6	-0.103090084468624	-0.134424908193637	0.024589262416035	0.4917852483207
guide_004	Non-Targeting	STAT2	-0.00278947360458215	-0.00898189638142319	0.347870956232857	0.857738455694081
guide_004	Non-Targeting	EIF2AK2	0.0126311187411643	0.0182317856165132	0.60936803289862	0.882261751454503
guide_004	Non-Targeting	GBP1	0.04387685537047	0.0705884931649408	0.844840994487382	0.920750590946869
guide_004	Non-Targeting	GBP2	0.0170504984718165	0.0336873687347288	0.617583226018152	0.882261751454503
guide_004	Non-Targeting	IDO1	0.0419169895673592	0.0549767975287759	0.874713061399525	0.920750590946869
guide_005	Non-Targeting	STAT1	0.015036426709266	0.0236152673563071	0.544034142771891	0.814825968946051
guide_005	Non-Targeting	ISG15	-0.00692635164597899	-0.0199814881688345	0.382951022478553	0.814825968946051
guide_005	Non-Targeting	IFIT1	0.00703958559526408	0.00512815021828101	0.570378178262236	0.814825968946051
guide_005	Non-Targeting	IFIT2	-0.0537498601424993	-0.0788211116965565	0.0878212230408828	0.814825968946051
guide_005	Non-Targeting	IFIT3	0.0230128463376174	0.0624706570146672	0.811998533259194	0.95529239206964
guide_005	Non-Targeting	MX1	0.0021104470552693	0.00662321793063681	0.511169154565755	0.814825968946051
guide_005	Non-Targeting	MX2	-0.0378019502451332	-0.0567162712856642	0.128098958192958	0.814825968946051
guide_005	Non-Targeting	OAS1	-0.0344928620622351	-0.0388146315700855	0.301249348354664	0.814825968946051
guide_005	Non-Targeting	OAS2	0.0690145146199135	0.0897058652858985	0.926660641733192	0.975432254455992
guide_005	Non-Targeting	OAS3	-0.00634618224116013	-0.00325216525552617	0.505585127203341	0.814825968946051
guide_005	Non-Targeting	CXCL10	0.048112985725508	0.0600421513438536	0.741878137497211	0.927347671871514
guide_005	Non-Targeting	CXCL11	-0.0126362721305369	-0.011598253219051	0.454300884324447	0.814825968946051
guide_005	Non-Targeting	IRF7	0.0177157894342792	0.0425651204410077	0.503351146686408	0.814825968946051
guide_005	Non-Targeting	BST2	0.109530443244063	0.140947584961697	0.987288448728043	0.987288448728043
guide_005	Non-Targeting	IFI6	0.0637027681687794	0.0826476990745066	0.922887088395204	0.975432254455992
guide_005	Non-Targeting	STAT2	-0.00855082172167787	-0.000889112886156343	0.52400232469821	0.814825968946051
guide_005	Non-Targeting	EIF2AK2	-0.0460668854480528	-0.0595505439769779	0.2270646450327	0.814825968946051
guide_005	Non-Targeting	GBP1	0.0330216900824203	0.0579275686345585	0.727658350018849	0.927347671871514
guide_005	Non-Targeting	GBP2	-0.0516141032686428	-0.0871663914673369	0.0377756284851474	0.755512569702949
guide_005	Non-Targeting	IDO1	0.00166824548296773	-0.00631335813880941	0.482690990440675	0.814825968946051
guide_006	Non-Targeting	STAT1	0.0272474590697103	0.0410863594979477	0.869936286306978	0.928097674232035
guide_006	Non-Targeting	ISG15	-0.0402158350671438	-0.0519486776344032	0.181652514831291	0.726610059325165
guide_006	Non-Targeting	IFIT1	0.00156130394405452	0.0205617858529967	0.574772247667842	0.855990775611405
guide_006	Non-Targeting	IFIT2	0.00413881782623715	0.0177010702338384	0.442117406674473	0.855990775611405
guide_006	Non-Targeting	IFIT3	0.016680339876221	0.0129368776795329	0.656430854193	0.855990775611405
guide_006	Non-Targeting	MX1	0.0981583250779834	0.14516853416302	0.988811686168786	0.988811686168786
guide_006	Non-Targeting	MX2	-0.00600877841326497	-0.00757982912987044	0.612767410015209	0.855990775611405
guide_006	Non-Targeting	OAS1	-0.0701393393167113	-0.0782644788359883	0.0894697578310744	0.726610059325165
guide_006	Non-Targeting	OAS2	-0.0703140395848125	-0.0919077059171218	0.160220031049755	0.726610059325165
guide_006	Non-Targeting	OAS3	-0.0478940094961495	-0.0639276294513314	0.139369456646392	0.726610059325165
guide_006	Non-Targeting	CXCL10	-0.0660317375291686	-0.0865739623780479	0.230455298276896	0.768184327589654
guide_006	Non-Targeting	CXCL11	-0.00304357684809631	-0.0232985670304422	0.387947533307947	0.855990775611405
guide_006	Non-Targeting	IRF7	0.0480734522630009	0.0552675219097952	0.881692790520433	0.928097674232035
guide_006	Non-Targeting	BST2	-0.0660926704754528	-0.0842553812821559	0.117477615869334	0.726610059325165
guide_006	Non-Targeting	IFI6	-0.00205539978541758	0.000963581092247034	0.428339301641166	0.855990775611405
guide_006	Non-Targeting	STAT2	0.00743822080537893	0.00238420587553342	0.621316337907959	0.855990775611405
guide_006	Non-Targeting	EIF2AK2	0.0252002711340702	0.0387318386285653	0.684792620489124	0.855990775611405
guide_006	Non-Targeting	GBP1	-0.0181406338754053	-0.0236100738611535	0.332988572651568	0.855990775611405
guide_006	Non-Targeting	GBP2	0.0144380254840759	0.016271102526307	0.55068913459518	0.855990775611405
guide_006	Non-Targeting	IDO1	0.0334782762019135	0.0457143220418426	0.798895803498535	0.928097674232035
guide_007	Non-Targeting	STAT1	0.0300438885621128	0.0354624285162841	0.7891907559362	0.830727111511789
guide_007	Non-Targeting	ISG15	-0.0431795360042804	-0.0351799984574957	0.263732792541175	0.71936065944808
guide_007	Non-Targeting	IFIT1	-0.0176063321167823	-0.0274811440194801	0.323712296751636	0.71936065944808
guide_007	Non-Targeting	IFIT2	0.0309964591067136	0.0262904982539037	0.73274824706673	0.814164718963034
guide_007	Non-Targeting	IFIT3	-0.0242306462313282	-0.0427868013052153	0.235881088829999	0.71936065944808
guide_007	Non-Targeting	MX1	-0.0793024334411951	-0.0905764928882483	0.0564491986618651	0.515888040491503
guide_007	Non-Targeting	MX2	-0.018077015884062	-0.0397660850029519	0.294135086768219	0.71936065944808
guide_007	Non-Targeting	OAS1	-0.0250982483682956	-0.0340799522334516	0.387768786869059	0.747771257182181
guide_007	Non-Targeting	OAS2	-0.00969863627235279	-0.016409118143712	0.421755667436768	0.747771257182181
guide_007	Non-Targeting	OAS3	0.00684648557505874	-0.00332629733035706	0.560828442886636	0.747771257182181
guide_007	Non-Targeting	CXCL10	0.0036076486098402	-0.00331829615536395	0.554564737659689	0.747771257182181
guide_007	Non-Targeting	CXCL11	0.040368072897166	0.0534059815586704	0.729205699033813	0.814164718963034
guide_007	Non-Targeting	IRF7	-0.0886774278636313	-0.114965593599451	0.0625190699827468	0.515888040491503
guide_007	Non-Targeting	BST2	0.0176260514885991	0.0241486157227475	0.698262757409492	0.814164718963034
guide_007	Non-Targeting	IFI6	-0.0112971110690414	-0.00468364950236934	0.550504447077489	0.747771257182181
guide_007	Non-Targeting	STAT2	0.0321482515031803	0.0707428044557451	0.854002483129043	0.854002483129043
guide_007	Non-Targeting	EIF2AK2	-0.0414560890510125	-0.0548158637533515	0.153275042974589	0.613100171898357
guide_007	Non-Targeting	GBP1	0.0131846404474034	0.0161962404375388	0.505771286372447	0.747771257182181
guide_007	Non-Targeting	GBP2	-0.0480611767423609	-0.0592666230024851	0.123087401546981	0.613100171898357
guide_007	Non-Targeting	IDO1	-0.0622739697849188	-0.0990916418333898	0.0773832060737255	0.515888040491503
guide_008	Non-Targeting	STAT1	-0.0505755596927515	-0.0917982921731854	0.0536952681042478	0.536952681042478
guide_008	Non-Targeting	ISG15	-0.00229399828962151	-0.0189256711966916	0.421755668829414	0.827683236653815
guide_008	Non-Targeting	IFIT1	0.00337959611437677	0.00621780737305243	0.584260260130312	0.850209906157235
guide_008	Non-Targeting	IFIT2	-0.00622774734285869	-0.0156413502000361	0.443591499154052	0.827683236653815
guide_008	Non-Targeting	IFIT3	-0.0649466674408914	-0.0775117052237001	0.110194986259068	0.692199054293617
guide_008	Non-Targeting	MX1	0.00900617520164992	0.0174294194122717	0.551427720784295	0.850209906157235
guide_008	Non-Targeting	MX2	-0.0641434464963617	-0.103168387997402	0.0497892749032869	0.536952681042478
guide_008	Non-Targeting	OAS1	0.00526881991399897	-0.00834912090332317	0.455225780159598	0.827683236653815
guide_008	Non-Targeting	OAS2	0.0230511137996396	0.0297712071573891	0.720326651531596	0.900408314414495
guide_008	Non-Targeting	OAS3	0.0464954668021234	0.0707456657404874	0.916702716884096	0.916702716884096
guide_008	Non-Targeting	CXCL10	0.0194387171290673	0.0359268927311157	0.646767382672015	0.862356510229354
guide_008	Non-Targeting	CXCL11	-0.0667025639373309	-0.0839948446396194	0.138439810858723	0.692199054293617
guide_008	Non-Targeting	IRF7	0.0598713049510118	0.0858702568128739	0.912698661484381	0.916702716884096
guide_008	Non-Targeting	BST2	-0.0250353527792115	-0.0182925073245513	0.292368778087883	0.827683236653815
guide_008	Non-Targeting	IFI6	-0.0416558723495726	-0.0640801479875515	0.178468088400943	0.713872353603772
guide_008	Non-Targeting	STAT2	0.0305183302391749	0.0424160234857097	0.776855359781921	0.913947482096378
guide_008	Non-Targeting	EIF2AK2	0.0651764311949239	0.0754608979571255	0.907551518533408	0.916702716884096
guide_008	Non-Targeting	GBP1	0.00873131190069509	-0.00873403370959971	0.595146934310065	0.850209906157235
guide_008	Non-Targeting	GBP2	-0.054738772046564	-0.0631036998589895	0.330617361001221	0.827683236653815
guide_008	Non-Targeting	IDO1	-0.0189966893180493	-0.00975999034778017	0.333497701075387	0.827683236653815
guide_009	Non-Targeting	STAT1	-0.0426199745573839	-0.0537923532958447	0.143659326110787	0.57495788480016
guide_009	Non-Targeting	ISG15	0.0457259224513957	0.0840220183584772	0.891812560824208	0.891812560824208
guide_009	Non-Targeting	IFIT1	0.0337474783485394	0.0280698473805981	0.672421451416506	0.838450591584488
guide_009	Non-Targeting	IFIT2	0.0291904353108867	0.0298264508982214	0.763543698368953	0.838450591584488
guide_009	Non-Targeting	IFIT3	0.0200115133861973	0.0228880264623172	0.569094900947655	0.838450591584488
guide_009	Non-Targeting	MX1	-0.0897297424490371	-0.128859106070472	0.0489791039823512	0.489791039823512
guide_009	Non-Targeting	MX2	0.0271845865186044	0.0372812027974329	0.791742815910058	0.838450591584488
guide_009	Non-Targeting	OAS1	-0.0562797991297503	-0.0730881208581106	0.201235259680056	0.57495788480016
guide_009	Non-Targeting	OAS2	-0.0304508326975808	-0.0493361791558475	0.184996825513481	0.57495788480016
guide_009	Non-Targeting	OAS3	0.00347294398081077	-0.00220077939572462	0.615801748357537	0.838450591584488
guide_009	Non-Targeting	CXCL10	0.000937229400423512	-0.0167121343314644	0.453006469378366	0.823648126142484
guide_009	Non-Targeting	CXCL11	0.0345779525921159	0.0522119483801301	0.788381037878213	0.838450591584488
guide_009	Non-Targeting	IRF7	-0.0412934047257343	-0.0671973911591393	0.190908881858947	0.57495788480016
guide_009	Non-Targeting	BST2	-0.0773119073831383	-0.126174823238085	0.038393901999493	0.489791039823512
guide_009	Non-Targeting	IFI6	0.0376193355467382	0.0479186449241434	0.796528062005264	0.838450591584488
guide_009	Non-Targeting	STAT2	0.00136783863298096	-0.0116321810750769	0.42980509794153	0.823648126142484
guide_009	Non-Targeting	EIF2AK2	-0.0246059255158531	-0.0317844446676146	0.345975728550696	0.768834952334879
guide_009	Non-Targeting	GBP1	-0.0547655850500934	-0.0754215957326697	0.113480181804998	0.57495788480016
guide_009	Non-Targeting	GBP2	0.0319942402261786	0.0429499830543962	0.694019821645334	0.838450591584488
guide_009	Non-Targeting	IDO1	-0.0162593360464056	-0.0290172735154622	0.318697947257402	0.768834952334879
guide_010	Non-Targeting	STAT1	0.0340778942474014	0.0338421557913944	0.789460335800119	0.944078819056052
guide_010	Non-Targeting	ISG15	0.0318477329547111	0.0555215109172969	0.672926727817083	0.944078819056052
guide_010	Non-Targeting	IFIT1	-0.0233947404054593	-0.0140476293411474	0.478042216770928	0.944078819056052
guide_010	Non-Targeting	IFIT2	-0.0795612152815952	-0.119465414956932	0.0414440358176044	0.414440358176044
guide_010	Non-Targeting	IFIT3	0.00895532984816239	0.012858008675686	0.567627410342445	0.944078819056052
guide_010	Non-Targeting	MX1	0.0108871346984265	0.0121360404635552	0.574589310498284	0.944078819056052
guide_010	Non-Targeting	MX2	-0.0119657692781034	-0.0341063930902653	0.216378424962729	0.865513699850916
guide_010	Non-Targeting	OAS1	0.00410417336776892	-0.0112480686504934	0.469682404425841	0.944078819056052
guide_010	Non-Targeting	OAS2	0.066373367035367	0.103892078244271	0.940410922720593	0.944078819056052
guide_010	Non-Targeting	OAS3	-0.0921326900871624	-0.128066346611532	0.0346975617890733	0.414440358176044
guide_010	Non-Targeting	CXCL10	-0.0100842739649565	0.0022566766450236	0.417378591673009	0.944078819056052
guide_010	Non-Targeting	CXCL11	0.0534059640451039	0.0588517366050523	0.89792675869963	0.944078819056052
guide_010	Non-Targeting	IRF7	-0.0251760530244693	-0.0369185396952014	0.280930722062526	0.936435740208419
guide_010	Non-Targeting	BST2	0.0532167184436974	0.0857199687548259	0.913951115585302	0.944078819056052
guide_010	Non-Targeting	IFI6	0.0440787997341872	0.0610240003650233	0.777273048820105	0.944078819056052
guide_010	Non-Targeting	STAT2	-0.0585401864706152	-0.0929284756564931	0.0803338749290399	0.535559166193599
guide_010	Non-Targeting	EIF2AK2	-0.00192915072718014	-0.0296972537339679	0.392603796642209	0.944078819056052
guide_010	Non-Targeting	GBP1	0.039377538499366	0.0724283604245233	0.907319567618176	0.944078819056052
guide_010	Non-Targeting	GBP2	0.0692991870667319	0.0847131682977547	0.944078819056052	0.944078819056052
guide_010	Non-Targeting	IDO1	-0.0383066034875257	-0.0535706682199426	0.129472228389379	0.647361141946896
guide_011	STAT1	STAT1	-2.68350289764125	-2.52717503010707	0.000295509697644376	0.00147754848822188
guide_011	STAT1	ISG15	-2.55330832834354	-1.66470953208054	0.00838770497423534	0.00986788820498276
guide_011	STAT1	IFIT1	-2.68386164964534	-2.64929767657271	0.000171493767448532	0.00121257299755419
guide_011	STAT1	IFIT2	-2.5423196036265	-1.4661145969889	0.0100671878589863	0.0104874898551088
guide_011	STAT1	IFIT3	-2.00154650184775	-1.18076139960069	0.0104874898551088	0.0104874898551088
guide_011	STAT1	MX1	-2.34548523659042	-1.76442470592856	0.00624742067743584	0.00961141642682437
guide_011	STAT1	MX2	-2.17660660526608	-2.07628664745176	0.000844667920903416	0.00337867168361366
guide_011	STAT1	OAS1	-2.65228336774002	-2.2733624959367	0.00104048710601968	0.00346829035339895
guide_011	STAT1	OAS2	-1.98219285236692	-1.48737072117169	0.00811030695924949	0.00986788820498276
guide_011	STAT1	OAS3	-2.57747367256217	-1.6918477220556	0.0083876680574707	0.00986788820498276
guide_011	STAT1	CXCL10	-2.71080468337077	-2.69407965828477	0.000163584741055004	0.00121257299755419
guide_011	STAT1	CXCL11	-2.69212347394711	-2.66356433156087	0.000181885949633128	0.00121257299755419
guide_011	STAT1	IRF7	-2.01833067753777	-1.83974117127684	0.00194177501384757	0.00554792861099304
guide_011	STAT1	BST2	-2.5809273762029	-1.84387865660316	0.00550295106520902	0.00925271599007293
guide_011	STAT1	IFI6	-2.61531329045886	-1.88224909807434	0.00555162959404376	0.00925271599007293
guide_011	STAT1	STAT2	-2.62543103189974	-1.97629232294285	0.00391224008288961	0.00782451614157202
guide_011	STAT1	EIF2AK2	-2.34247394277876	-1.6386046571128	0.00824799238300767	0.00986788820498276
guide_011	STAT1	GBP1	-2.56164024150497	-1.54895410193375	0.00974155831083297	0.0104874898551088
guide_011	STAT1	GBP2	-2.60557513801062	-2.02600853378564	0.00377148163101067	0.00782451614157202
guide_011	STAT1	IDO1	-2.63102634554365	-1.98407575805831	0.00391225807078601	0.00782451614157202
guide_012	ISG15	STAT1	-0.692745160406142	-0.987629521037689	5.9663268133058e-23	1.49158170332645e-22
guide_012	ISG15	ISG15	-0.785154003892977	-1.13434940564538	6.25498650572341e-24	2.50199460228937e-23
guide_012	ISG15	IFIT1	-0.546597102266993	-0.803821501608175	4.93472839308875e-20	6.16841049136094e-20
guide_012	ISG15	IFIT2	-0.698092348434789	-0.953156638184296	2.46854573760827e-21	3.79776267324349e-21
guide_012	ISG15	IFIT3	-0.575804517339327	-0.813435283789229	5.84085550367544e-18	6.1482689512373e-18
guide_012	ISG15	MX1	-0.674147050557206	-0.94187682822564	3.05418638030008e-21	4.07224850706677e-21
guide_012	ISG15	MX2	-0.702274314112548	-0.997672414078115	9.03258205290072e-23	2.00724045620016e-22
guide_012	ISG15	OAS1	-0.701849119558832	-1.01164814941042	4.47929443124954e-23	1.49158170332645e-22
guide_012	ISG15	OAS2	-0.655375484615504	-0.96489064616873	5.31549410422799e-23	1.49158170332645e-22
guide_012	ISG15	OAS3	-0.621162360746568	-0.900308937755301	1.46608669492787e-21	2.44347782487979e-21
guide_012	ISG15	CXCL10	-0.708040312021583	-1.00749629162158	1.26281655603032e-22	2.52563311206065e-22
guide_012	ISG15	CXCL11	-0.646095520555519	-0.918882093039256	2.67382824015669e-21	3.81975462879527e-21
guide_012	ISG15	IRF7	-0.594723670704272	-0.860037199310012	1.49549203333633e-19	1.66165781481815e-19
guide_012	ISG15	BST2	-0.471740231975113	-0.709461748093624	1.71691065005694e-16	1.71691065005694e-16
guide_012	ISG15	IFI6	-0.773389702162917	-1.06566959198097	2.63920028692184e-24	1.90778255153688e-23
guide_012	ISG15	STAT2	-0.678873041933537	-0.992366678692203	5.8823626479924e-24	2.50199460228937e-23
guide_012	ISG15	EIF2AK2	-0.720358785999147	-1.03479742644716	2.76845019347028e-22	5.03354580630959e-22
guide_012	ISG15	GBP1	-0.856657467531089	-1.20964682086227	1.02029396853316e-25	2.04058793706631e-24
guide_012	ISG15	GBP2	-0.674311998295189	-0.904470946564751	1.18429438407104e-19	1.39328751067182e-19
guide_012	ISG15	IDO1	-0.7094272869315	-1.00983198702231	2.86167382730531e-24	1.90778255153688e-23
guide_013	CD103	STAT1	0.0156511279851745	0.0463174669566921	0.685289789916064	0.974575419776071
guide_013	CD103	ISG15	0.0615742014737024	0.0887524856412133	0.910605454726171	0.983040859258886
guide_013	CD103	IFIT1	0.0791656033948636	0.138050893485392	0.983040859258886	0.983040859258886
guide_013	CD103	IFIT2	-0.0822124163703331	-0.118499598935532	0.0275531397228825	0.502226882408441
guide_013	CD103	IFIT3	0.0381686082879833	0.0686389410948782	0.828389106809661	0.974575419776071
guide_013	CD103	MX1	-0.0640232242208585	-0.0886989510718606	0.141975154011806	0.788663803676735
guide_013	CD103	MX2	-0.0269481453043623	-0.0406009181511645	0.232161323657113	0.87251455992616
guide_013	CD103	OAS1	0.0163623497185892	0.0371455366943118	0.603983576041912	0.974575419776071
guide_013	CD103	OAS2	-0.0443264212740755	-0.0759681361911198	0.157732760735347	0.788663803676735
guide_013	CD103	OAS3	-0.0282932449531579	-0.021115244338979	0.261754367977848	0.87251455992616
guide_013	CD103	CXCL10	-0.054726894876854	-0.080581730272374	0.0502226882408441	0.502226882408441
guide_013	CD103	CXCL11	0.0399708904648746	0.0359036723653364	0.810358223084488	0.974575419776071
guide_013	CD103	IRF7	-0.0118218305261011	-0.0162353179266472	0.525117244927508	0.974575419776071
guide_013	CD103	BST2	0.00977272028434539	0.00645648858459284	0.644683907412369	0.974575419776071
guide_013	CD103	IFI6	0.000861161037657876	-0.0103278620825077	0.556777034743726	0.974575419776071
guide_013	CD103	STAT2	-0.0184638527257643	-0.035278773069244	0.410287900207091	0.974575419776071
guide_013	CD103	EIF2AK2	0.0224078108399017	0.0160391791885199	0.616336254319277	0.974575419776071
guide_013	CD103	GBP1	0.0783866917899192	0.104412710581264	0.963174003474016	0.983040859258886
guide_013	CD103	GBP2	0.0313494646019961	0.0480221378913261	0.791608754767546	0.974575419776071
guide_013	CD103	IDO1	0.0195765541959676	0.0231691556085217	0.662589743966193	0.974575419776071
guide_014	ZNF326	STAT1	0.0146199201180037	0.0136162322024924	0.610442382026433	0.813923176035245
guide_014	ZNF326	ISG15	0.0421288895570742	0.0568333702915769	0.828032395799632	0.932203214440989
guide_014	ZNF326	IFIT1	0.0398634504375379	0.0626032206830765	0.83898289299689	0.932203214440989
