175	RP1-28O10.1	7
176	G0S2	185
177	TRAF3IP3	1296
178	LPGAT1	77
179	DUSP10	60
180	RP11-378J18.3	5
181	DISP1	10
182	TP53BP2	34
183	CNIH4	218
184	LBR	260
185	SRP9	890
186	ACBD3	58
187	PARP1	311
188	SNAP47	103
189	C1orf35	178
190	OBSCN	21
191	RNF187	384
192	URB2	13
193	C1orf198	8
194	GNPAT	167
195	SPRTN	98
196	RP5-827C21.4	69
197	COA6	234
198	RP4-781K5.2	4
199	FH	150
200	SDCCAG8	157
201	ACP1	634
202	TMEM18	181
203	TSSC1	154
204	TRAPPC12-AS1	12
205	ID2	1040
206	KLF11	63
207	ODC1	275
208	LPIN1	160
209	DDX1	167
210	RDH14	222
211	ITSN2	264
212	DNAJC27	5
213	DNMT3A	60
214	ASXL2	72
215	KIF3C	7
216	MPV17	169
217	SNX17	590
218	FOSL2	89
219	DPY30	408
220	FAM98A	35
221	CDC42EP3	335
222	LINC00211	7
223	PIGF	104
224	FBXO11	65
225	EML6	8
226	MTIF2	68
227	CCT4	564
228	PELI1	117
229	LGALSL	6
230	CEP68	77
231	ACTR2	520
232	NFU1	218
233	SNRNP27	158
234	MPHOSPH10	218
235	CCT7	521
236	STAMBP	112
237	BOLA3	155
238	PCGF1	94
239	MRPL19	210
240	TRABD2A	257
241	TGOLN2	432
242	MAT2A	171
243	VAMP8	1362
244	VAMP5	603
245	GNLY	484
246	RMND5A	80
247	MAL	355
248	ZAP70	383
249	EIF5B	394
250	TGFBRAP1	25
251	TMEM87B	44
252	IL1B	211
253	RABL2A	39
254	RP11-141B14.1	5
255	C2orf76	40
256	TMEM177	20
257	CCDC115	434
258	PLEKHB2	159
259	ZRANB3	16
260	R3HDM1	74
261	UBXN4	530
262	ACVR2A	9
263	MMADHC	357
264	PSMD14	277
265	GCA	350
266	FASTKD1	27
267	PPIG	457
268	METTL8	56
269	SLC25A12	37
270	MLTK	42
271	OLA1	370
272	NFE2L2	185
273	TTC30A	6
274	PLEKHA3	132
275	TTN-AS1	30
276	DNAJC10	93
277	ZC3H15	499
278	SLC40A1	101
279	ANKAR	22
280	C2orf88	10
281	NABP1	115
282	SDPR	43
283	SF3B1	384
284	PLCL1	8
285	TYW5	39
286	ORC2	48
287	NOP58	270
288	BMPR2	37
289	ICOS	91
290	NDUFS1	84
291	METTL21A	194
292	IDH1	57
293	TNS1	7
294	CXCR1	7
295	RNF25	56
296	CYP27A1	35
297	GMPPA	97
298	STK11IP	41
299	SERPINE2	18
300	DOCK10	162
301	MFF	350
302	TRIP12	64
303	ATG16L1	43
304	RAMP1	43
305	NDUFA10	396
306	GPR35	33
307	MTERFD2	250
308	PASK	173
309	HDLBP	147
310	DTYMK	177
311	ING5	70
312	PDCD1	25
313	THUMPD3	105
314	SETD5	148
315	ARPC4	847
316	RPUSD3	164
317	JAGN1	351
318	ATG7	46
319	TMEM40	14
320	SLC6A6	80
321	CCDC174	156
322	UBE2E1	320
323	TOP2B	104
324	SLC4A7	64
325	CMTM7	542
326	GLB1	126
327	CRTAP	206
328	CSRNP1	279
329	EIF1B	513
330	ENTPD3-AS1	51
331	CTNNB1	188
332	VIPR1	45
333	NKTR	358
334	ABHD5	66
335	ELP6	142
336	NME6	87
337	TREX1	328
338	UQCRC1	499
339	ARIH2OS	77
340	QRICH1	104
341	USP19	47
342	GPX1	1136
343	TCTA	84
344	IP6K1	98
345	FAM212A	24
346	RBM5	176
347	GNAI2	618
348	NPRL2	146
349	C3orf18	10
350	HEMK1	49
351	CISH	207
352	GLYCTK	47
353	PBRM1	118
354	PRKCD	146
355	CCDC66	119
356	ARF4	381
357	DENND6A	39
358	DNASE1L3	8
359	THOC7	434
360	SUCLG2	352
361	EOGT	19
362	ARL6IP5	1222
363	PROK2	8
364	C3orf38	131
365	MINA	101
366	TBC1D23	55
367	NIT2	190
368	BBX	386
369	CD47	669
370	CD96	320
371	TIGIT	189
372	B4GALT4	76
373	TIMMDC1	254
374	FSTL1	7
375	HGD	7
376	GOLGB1	57
377	EAF2	253
378	KPNA1	111
379	PDIA5	17
380	GATA2	4
381	RAB7A	840
382	GP9	16
383	ISY1	214
384	ACPP	12
385	NPHP3	55
386	UBA5	110
387	CDV3	273
388	RAB6B	5
389	ANAPC13	272
390	NMNAT3	16
391	RNF7	673
392	U2SURP	231
393	GYG1	310
394	SIAH2	326
395	GPR171	135
396	MBNL1-AS1	29
397	LINC00886	7
398	MFSD1	163
399	SPTSSB	15
400	RPL22L1	537
401	TNFSF10	577
402	ZMAT3	70
403	RP11-145M9.4	12
404	ACTL6A	116
405	TTC14	213
406	LAMP3	13
407	KLHL6	57
408	KLHL24	114
409	YEATS2	34
410	PARL	349
411	SENP2	40
412	RPL39L	50
413	RP11-211G3.2	3
414	IL1RAP	16
415	FAM43A	53
416	PPP1R2	754
417	PCYT1A	81
418	RNF168	87
419	PIGX	145
420	ZNF718	18
421	PDE6B	43
422	IDUA	18
423	SPON2	216
424	MAEA	204
425	SLBP	300
426	ZFYVE28	64
427	ADD1	252
428	MFSD10	248
429	LYAR	499
430	STX18	128
431	JAKMIP1	34
432	AC093323.3	100
433	S100P	9
434	GRPEL1	244
435	FGFBP2	296
436	MED28	458
437	DHX15	136
438	ANAPC4	83
439	RBPJ	234
440	PGM2	77
441	RFC1	144
442	SMIM14	275
443	UBE2K	189
444	COMMD8	326
445	OCIAD1	523
446	CHIC2	195
447	TMEM165	402
448	PAICS	79
449	SRP72	443
450	HOPX	403
451	IGFBP7	228
452	YTHDC1	170
453	IGJ	72
454	GRSF1	340
455	IL8	204
456	PF4	43
457	PPBP	79
458	CXCL3	8
459	CXCL2	47
460	EREG	44
461	RCHY1	116
462	SDAD1	165
463	CXCL10	12
464	NUP54	122
465	SEPT11	85
466	MRPL1	133
467	ANTXR2	85
468	SEC31A	174
469	COPS4	225
470	HELQ	87
471	ARHGAP24	86
472	SNCA	58
473	DNAJB14	122
474	MANBA	80
475	UBE2D3	1526
476	PPA2	240
477	INTS12	99
478	TBCK	38
479	OSTC	506
480	PLA2G12A	120
481	SNHG8	678
482	C4orf3	997
483	SPRY1	19
484	PGRMC2	120
485	C4orf33	53
486	RP11-102N12.3	27
487	ZNF330	154
488	USP38	60
489	LSM6	446
490	LRBA	147
491	RP11-18H21.1	112
492	PLRG1	189
493	PALLD	11
494	RWDD4	158
495	RP11-701P16.5	8
496	KIAA1430	120
497	MARCH6	148
498	C5orf42	8
499	FYB	990
500	FBXO4	90
501	NNT-AS1	65
502	EMB	278
503	MOCS2	94
504	GZMK	319
505	GZMA	541
506	ZSWIM6	19
507	DIMT1	185
508	CWC27	187
509	TRIM23	25
510	PIK3R1	162
511	NAIP	24
512	GTF2H2	48
513	NSA2	602
514	CTD-2015H6.3	7
515	ZCCHC9	156
516	ARRDC3	121
517	RIOK2	116
518	DCP2	167
519	AP3S1	427
520	COMMD10	145
521	CEP120	55
522	ISOC1	106
523	HINT1	1725
524	SLC22A4	8
525	C5orf56	337
526	KIF3A	59
527	C5orf15	152
528	CTB-113I20.2	12
529	PPP2CA	402
530	DDX46	436
531	H2AFY	798
532	KDM3B	70
533	MZB1	74
534	UBE2D2	1133
535	PURA	44
536	HBEGF	35
537	ANKHD1	62
538	SRA1	285
539	NDUFA2	695
540	WDR55	106
541	DIAPH1	240
542	RNF14	80
543	NR3C1	286
544	YIPF5	170
545	PRELID2	11
546	LARS	155
547	CSNK1A1	422
548	CCDC69	333
549	SPARC	36
550	FAXDC2	8
551	HAVCR2	125
552	MED7	67
553	UBLCP1	106
554	TTC1	329
555	CCNG1	443
556	RARS	128
557	ATP6V0E1	1515
558	UIMC1	113
559	LMAN2	698
560	RGS14	289
561	DOK3	78
562	SCGB3A1	140
563	RP11-532F6.3	13
564	SERPINB1	977
565	LYRM4	347
566	F13A1	35
567	RIOK1	97
568	TMEM14C	410
569	TMEM14B	642
570	PHACTR1	124
571	NOL7	608
572	MCUR1	139
573	JARID2	95
574	GMPR	54
575	ACOT13	76
576	RP11-367G6.3	26
577	HIST1H2AC	97
578	BTN3A2	583
579	BTN3A1	157
580	ABT1	317
581	HIST1H2BJ	15
582	HIST1H2AH	6
583	HIST1H1B	9
584	FLOT1	309
585	IER3	87
586	XXbac-BPG299F13.17	345
587	NFKBIL1	99
588	LTB	1893
589	LST1	959
590	NCR3	258
591	AIF1	1008
592	CSNK2B	917
593	LY6G5B	5
594	LY6G6F	8
595	C6orf25	19
596	EHMT2	93
597	PPT2-EGFL8	3
598	AGPAT1	87
599	HLA-DRB1	1235
600	HLA-DQA1	586
601	HLA-DQB1	645
602	HLA-DOB	125
603	PSMB8	1238
604	HLA-DMB	482
605	HLA-DMA	708
606	HLA-DPA1	1326
607	HLA-DPB1	1388
608	RGL2	104
609	TAPBP	702
610	DEF6	422
611	FKBP5	217
612	STK38	232
613	SRSF3	1277
614	OARD1	223
615	TREML1	17
616	RPL7L1	294
617	PTCRA	20
618	CNPY3	750
619	KLC4	27
620	CRIP3	7
621	ABCC10	30
622	YIPF3	269
623	GTPBP2	23
624	RSPH9	6
625	MRPS18A	167
626	PLA2G7	42
627	CD2AP	56
628	MCM3	143
629	PHF3	200
630	SH3BGRL2	9
631	ELOVL4	21
632	SNX14	121
633	SLC35A1	79
634	PNRC1	1504
635	LYRM2	176
636	MAP3K7	89
637	MANEA-AS1	15
638	NDUFAF4	183
639	SNX3	1246
640	CDC40	237
641	CDK19	52
642	HDAC2	224
643	ZUFSP	54
644	CEP85L	71
645	SMPDL3A	39
646	ECHDC1	290
647	ARHGAP18	41
648	SAMD3	316
649	LINC01013	10
650	TBPL1	185
651	SGK1	114
652	RP3-325F22.5	12
653	ABRACL	757
654	LTV1	153
655	SF3B5	1055
656	STX11	357
657	RP11-545I5.3	6
658	PPIL4	94
659	GINM1	156
660	PCMT1	609
661	TMEM242	204
662	SNX9	116
663	SERAC1	10
664	DYNLT1	515
665	RP1-111C20.4	11
666	WTAP	490
667	ACAT2	171
668	TCP1	458
669	AC147651.3	13
670	NUDT1	268
671	BRAT1	79
672	IQCE	13
673	TNRC18	31
674	DAGLB	42
675	C7orf26	140
676	PHF14	287
677	ARL4A	414
678	HDAC9	44
679	IL6	24
680	NUPL2	163
681	AC005082.12	20
682	SKAP2	166
683	JAZF1	61
684	CHN2	40
685	GARS	169
686	NT5C3A	252
687	HERPUD2	231
688	STK17A	850
689	BLVRA	497
690	URGCP	65
691	UBE2D4	66
692	LINC00957	5
693	AEBP1	9
694	POLD2	169
695	DDX56	135
696	CCM2	374
697	CCT6A	443
698	ERV3-1	126
699	ZNF92	120
700	GUSB	239
701	RP11-792A8.4	106
702	LAT2	249
703	RFC2	120
704	YWHAG	51
705	FGL2	339
706	TMEM60	165
707	ABCB1	29
708	RBM48	67
709	SAMD9L	267
710	GNG11	39
711	BET1	115
712	ARPC1B	2004
713	LRCH4	353
714	ALKBH4	80
715	DNAJC2	243
716	CTB-152G17.6	8
717	PRKAR2B	8
718	HBP1	193
719	PNPLA8	120
720	CAPZA2	565
721	SND1	252
722	ATP6V1F	1001
723	TSPAN33	20
724	RP11-138A9.2	49
725	MKLN1	90
726	EXOC4	135
727	TMEM140	81
728	WDR91	29
729	MRPS33	268
730	RP5-894A10.2	12
731	SSBP1	654
732	ZYX	403
733	ZNF212	25
734	ZNF467	95
735	ATP6V0E2	233
736	GIMAP7	1444
737	GIMAP4	1232
738	GIMAP2	523
739	GIMAP5	761
740	CHPF2	61
741	SMARCD3	67
742	LINC01003	137
743	RP11-5C23.1	12
744	PAXIP1-AS1	104
745	PTPRN2	79
746	GTPBP6	198
747	ARSD	29
748	RP11-706O15.1	28
749	HCCS	110
750	ARHGAP6	5
751	PRPS2	125
752	RAB9A	216
753	REPS2	9
754	SH3KBP1	437
755	SMS	451
756	PRDX4	236
757	SAT1	1587
758	ZFX	44
759	MID1IP1	341
760	KRBOX4	91
761	CDK16	78
762	RBM3	1722
763	PQBP1	430
764	SLC35A2	81
765	OTUD5	125
766	PRAF2	157
767	WDR45	218
768	GPKOW	113
769	SYP	5
770	CCDC22	129
771	MAGEH1	149
772	PJA1	56
773	PDZD11	176
774	NONO	448
775	P2RY10	122
776	ITM2A	340
777	SYTL4	3
778	BTK	220
779	ARMCX5	34
780	BEX4	306
781	TCEAL8	341
782	TCEAL4	136
783	MORF4L2	266
784	NXT2	72
785	WDR44	20
786	PGRMC1	112
787	RNF113A	332
788	NKAP	178
789	LAMP2	157
790	CUL4B	43
791	C1GALT1C1	67
792	RP1-315G1.3	8
793	SLC25A14	43
794	HPRT1	273
795	FAM127A	128
796	FHL1	85
797	IDH3G	539
798	PDZD4	16
799	TKTL1	31
800	MPP1	175
801	FBXO25	116
802	TDRP	4
803	MYOM2	19
804	LONRF1	20
805	DMTN	21
806	SLC39A14	12
807	ADAM28	90
808	CLU	51
809	PNOC	95
810	HMBOX1	138
811	IDO1	7
812	RP11-589C21.6	90
813	AP3M2	95
814	VDAC3	456
815	SLC20A2	35
816	FNTA	431
817	LYPLA1	417
818	NSMAF	81
819	RAB2A	454
820	CHD7	65
821	RRS1	167
822	C8orf44	29
823	STAU2	83
824	ZBTB10	53
825	RP11-219B4.7	6
826	CA2	51
827	TMEM55A	141
828	KIAA1429	59
829	DPY19L4	27
830	MTERFD1	68
831	CPQ	157
832	POLR2K	192
833	ATP6V1C1	84
834	NUDCD1	63
835	MED30	342
836	DERL1	287
837	WDYHV1	46
838	RNF139	351
839	KIAA0196	70
840	SLA	255
841	CASC7	54
842	LYPD2	18
843	TOP1MT	80
844	NAPRT1	335
845	SHARPIN	251
846	MAF1	612
847	VPS28	953
848	RCL1	58
849	CD274	7
850	CDKN2A	28
851	DNAJA1	797
852	AQP3	448
853	ENHO	26
854	GALT	180
855	STOML2	346
856	CD72	122
857	TPM2	8
858	GNE	9
859	PAX5	35
860	FXN	162
861	ABHD17B	52
862	VPS13A	92
863	TLE4	295
864	SPIN1	51
865	FAM120A	108
866	C9orf3	19
867	PTCH1	13
868	ERCC6L2	35
869	HEMGN	15
870	TRIM14	143
871	INVS	15
872	SMC2	58
873	CTNNAL1	14
874	INIP	106
875	GSN	135
876	PTGS1	33
877	ARPC5L	504
878	GOLGA1	30
879	SCAI	48
880	PPP6C	299
881	PTGES2	152
882	C9orf16	977
883	TRUB2	84
884	TOR1A	206
885	USP20	67
886	POMT1	49
887	UCK1	94
888	SETX	133
889	GFI1B	12
890	GBGT1	33
891	SURF6	62
892	SURF1	465
893	SARDH	14
894	RXRA	148
895	FCN1	793
896	C9orf69	70
897	EGFL7	10
898	TMEM141	294
899	RABL6	117
900	PHPT1	440
901	PTGDS	32
902	C9orf142	654
903	CLIC3	166
904	NELFB	44
905	MRPL41	420
906	C9orf37	46
907	IDI1	317
908	AKR1C3	106
909	ATP5C1	830
910	SEC61A2	11
911	NUDT5	316
912	CDC123	360
913	CAMK1D	141
914	FAM107B	399
915	RP11-398C13.6	10
916	RP11-390B4.5	6
917	MLLT10	130
918	ARHGAP21	24
919	ENKUR	6
920	MAP3K8	155
921	KIF5B	479
922	RP11-324I22.4	5
923	RP11-162G10.5	13
924	ZNF32	247
925	ZFAND4	37
926	NCOA4	385
927	ZWINT	19
928	CISD1	117
929	UBE2D1	284
930	TFAM	94
931	REEP3	74
932	SIRT1	25
933	PBLD	6
934	HNRNPH3	483
935	SRGN	1612
936	TACR2	3
937	TSPAN15	25
938	PRF1	428
939	MICU1	92
940	CAMK2G	153
941	RP11-178G16.4	9
942	ZNF503	9
943	PPIF	117
944	ATAD1	116
945	IFIT2	153
946	IFIT1	216
947	IFIT5	100
948	MARCH5	164
949	EXOC6	71
950	BLNK	110
951	ARHGAP19	7
952	FRAT1	63
953	NDUFB8-1	1074
954	MRPL43	468
955	LZTS2	13
956	FBXW4	37
957	TRIM8	170
958	C10orf32	239
959	GSTO1	781
960	XPNPEP1	118
961	SHOC2	142
962	VTI1A	124
963	PRDX3	363
964	PLEKHA1	151
965	BUB3	578
966	OAT	124
967	CTBP2	61
968	MGMT	409
969	GLRX3	342
970	STK32C	69
971	ECHS1	375
972	SYCE1	16
973	SCGB1C1	9
974	IFITM3	599
975	PHRF1	42
976	IRF7	439
977	TMEM80	137
978	TALDO1	987
979	MOB2	236
980	TNNI2	64
981	KCNQ1OT1	81
982	SLC22A18AS	12
983	NAP1L4	358
984	CARS	168
985	ZNF195	79
986	TIMM10B	161
987	TAF10	127
988	RIC3	261
989	TMEM9B	516
990	DENND5A	75
991	SWAP70	137
992	ZBED5-AS1	68
993	PSMA1	672
994	SAAL1	70
995	CAT	378
996	PRR5L	32
997	API5	150
998	CD82	188
999	PEX16	325
1000	DGKZ	269
1001	DDB2	111
1002	MADD	73
1003	CELF1	257
1004	MTCH2	223
1005	FNBP4	203
1006	UBE2L6	926
1007	TMX2	269
1008	CTNND1	21
1009	RP11-142C4.6	8
1010	MS4A6A	427
1011	MS4A1	423
1012	PTGDR2	10
1013	PRPF19	179
1014	TMEM138	177
1015	SDHAF2	342
1016	FADS1	39
1017	AP003733.1	114
1018	UBXN1	1367
1019	GNG3	9
1020	TAF6L	46
1021	RP11-727F15.9	85
1022	OTUB1	437
1023	FERMT3	489
1024	RASGRP2	655
1025	AP001462.6	7
1026	ARL2	308
1027	SYVN1	81
1028	CTSW	808
1029	PACS1	134
1030	RAB1B	173
1031	RBM4	277
1032	RCE1	109
1033	AP003419.16	9
1034	PTPRCAP	1729
1035	CORO1B	442
1036	PITPNM1	53
1037	GSTP1	1238
1038	MRPL21	434
1039	CTTN	7
1040	LAMTOR1	928
1041	FOLR3	157
1042	ARAP1	136
1043	RELT	134
1044	PGM2L1	47
1045	XRRA1	148
1046	AP001189.4	15
1047	CLNS1A	585
1048	PICALM	119
1049	PRSS23	101
1050	RAB38	11
1051	SMCO4	282
1052	TAF1D	405
1053	MRE11A	54
1054	CWC15	453
1055	CASP4	851
1056	PPP2R1B	31
1057	RBM7	178
1058	REXO2	295
1059	PCSK7	386
1060	CEP164	98
1061	RNF26	55
1062	NRGN	84
1063	ESAM	10
1064	STT3A	59
1065	RPUSD4	77
1066	SRPR	226
1067	SENCR	32
1068	JAM3	7
1069	VPS26B	196
1070	THYN1	360
1071	WNK1	239
1072	FBXL14	9
1073	ADIPOR2	55
1074	CCND2	164
1075	CD9	78
1076	TNFRSF1A	249
1077	MRPL51	548
1078	IFFO1	88
1079	ACRBP	33
1080	USP5	108
1081	SPSB2	145
1082	EMG1	273
1083	CLSTN3	34
1084	CD163	36
1085	CLEC4C	8
1086	KLRG1	313
1087	KLRB1	152
1088	CLEC2B	249
1089	CLEC1B	13
1090	KLRC1	51
1091	RP11-291B21.2	98
1092	PLBD1	235
1093	GOLT1B	164
1094	TM7SF3	127
1095	CCDC91	284
1096	DENND5B	13
1097	RP11-428G5.5	31
1098	SLC2A13	27
1099	LRRK2	41
1100	PRICKLE1	7
1101	IRAK4	170
1102	RP11-493L12.4	5
1103	SLC48A1	25
1104	ASB8	197
1105	RHEBL1	41
1106	TMBIM6	1382
1107	BCDIN3D	38
1108	SMARCD1	101
1109	ITGB7	377
1110	C12orf10	306
1111	CBX5	118
1112	NCKAP1L	285
1113	BLOC1S1	839
1114	GDF11	10
1115	ORMDL2	255
1116	WIBG	226
1117	SUOX	4
1118	SMARCC2	116
1119	IL23A	120
1120	BAZ2A	197
1121	TMEM194A	20
1122	R3HDM2	66
1123	DTX3	26
1124	XPOT	98
1125	GNS	120
1126	TMBIM4-1	782
1127	THAP2	108
1128	RAB21	71
1129	TBC1D15	88
1130	ATXN7L3B	109
1131	PAWR	26
1132	TMTC2	12
1133	LINC00936	749
1134	MRPL42	135
1135	NDUFA12	592
1136	NR2C1	50
1137	ACTR6	93
1138	GNPTAB	127
1139	TDG	153
1140	HCFC2	31
1141	C12orf45	108
1142	PWP1	171
1143	SELPLG	482
1144	CORO1C	127
1145	USP30	16
1146	GLTP	137
1147	GIT2	295
1148	HVCN1	331
1149	ALDH2	296
1150	TMEM116	71
1151	NAA25	43
1152	RPH3A	8
1153	OAS1	526
1154	FBXO21	105
1155	RFC5	70
1156	TAOK3	329
1157	DYNLL1	913
1158	MLEC	160
1159	OASL	126
1160	ORAI1	246
1161	SETD1B	58
1162	CLIP1	92
1163	RILPL2	509
1164	SNRNP35	131
1165	EIF2B1	235
1166	NCOR2	77
1167	NOC4L	113
1168	MRP63	544
1169	GTF3A	1400
1170	MTIF3	307
1171	FRY-AS1	20
1172	N4BP2L1	336
1173	SPG20	133
1174	ALG5	186
1175	EXOSC8	259
1176	MTRF1	34
1177	DNAJC15	391
1178	CCDC122	7
1179	TSC22D1	51
1180	DLEU7	11
1181	RNASEH2B	445
1182	MZT1	169
1183	DIS3	72
1184	MYCBP2	224
1185	RBM26-AS1	15
1186	UBAC2	357
1187	GPR183	325
1188	CLYBL	48
1189	ARGLU1	482
1190	ABHD13	114
1191	TNFSF13B	433
1192	ARHGEF7	50
1193	MCF2L	9
1194	CDC16	86
1195	RPPH1	23
1196	METTL3	98
1197	CMTM5	14
1198	DHRS4	64
1199	PSME1	1978
1200	RP11-468E2.4	63
1201	IRF9	333
1202	CHMP4A	835
1203	MDP1	93
1204	GMPR2	334
1205	TINF2	364
1206	CIDEB	74
1207	LTB4R	104
1208	GZMH	269
1209	GZMB	326
1210	SCFD1	204
1211	AP4S1	30
1212	EAPP	447
1213	PPP2R3C	209
1214	FBXO33	72
1215	FKBP3	292
1216	MIS18BP1	168
1217	NEMF	320
1218	ARF6	944
1219	C14orf166	822
1220	PTGDR	127
1221	PSMC6	240
1222	CGRRF1	113
1223	MAPK1IP1L	309
1224	LGALS3	662
1225	RP11-349A22.5	288
1226	ARID4A	292
1227	JKAMP	119
1228	MNAT1	100
1229	CTD-2302E22.4	5
1230	ATP6V1D	212
1231	EIF2S1	241
1232	ARG2	11
1233	VTI1B	336
1234	RAD51B	35
1235	DCAF5	132
1236	ERH	913
1237	SRSF5	1968
1238	PCNX	84
1239	RBM25	451
1240	NUMB	216
1241	LIN52	30
1242	NPC2	1121
1243	ISCA2	256
1244	DLST	104
1245	RPS6KL1	7
1246	RP11-950C14.3	8
1247	C14orf1	267
1248	RP11-488C13.5	24
1249	GSTZ1	72
1250	AHSA1	321
1251	SNW1	379
1252	SEL1L	70
1253	SPATA7	8
1254	TTC8	6
1255	TRIP11	83
1256	ATXN3	147
1257	IFI27	90
1258	DICER1	93
1259	TCL1B	9
1260	TCL1A	268
1261	RP11-164H13.1	22
1262	HSP90AA1	1439
1263	ANKRD9	15
1264	CDC42BPB	13
1265	TNFAIP2	175
1266	EIF5	743
1267	TRMT61A	48
1268	BAG5	81
1269	SIVA1	599
1270	PLD4	126
1271	C14orf80	63
1272	AL928768.3	19
1273	KIAA0125	93
1274	UBE3A	143
1275	ATP10A	15
1276	KLF13	195
1277	RP11-1000B6.3	7
1278	ARHGAP11A	5
1279	DPH6	61
1280	THBS1	8
1281	EIF2AK4	80
1282	PLCB2	126
1283	C15orf57	214
1284	RPUSD2	68
1285	RMDN3	109
1286	TMEM87A	196
1287	ZNF106	205
1288	TMEM62	31
1289	ADAL	54
1290	PDIA3	905
1291	CASC4	125
1292	TRIM69	239
1293	USP8	122
1294	SPPL2A	150
1295	RP11-430B1.2	19
1296	ARPP19	254
1297	RP11-139H15.1	247
1298	TCF12	63
1299	LINC00926	218
1300	ADAM10	139
1301	MYO1E	8
1302	BNIP2	310
1303	NARG2	107
1304	RP11-219B17.1	7
1305	RORA	316
1306	VPS13C	128
1307	TPM1	75
1308	RAB8B	143
1309	APH1B	113
1310	FAM96A	277
1311	KIAA0101	17
1312	CLPX	80
1313	AAGAB	93
1314	C15orf61	195
1315	FEM1B	80
1316	EDC3	39
1317	COMMD4	176
1318	NEIL1	39
1319	SIN3A	89
1320	SCAPER	85
1321	RCN2	355
1322	HMG20A	39
1323	ST20	46
1324	BCL2A1	110
1325	MESDC2	312
1326	IL16	463
1327	WHAMM	158
1328	HOMER2	7
1329	FANCI	16
1330	IDH2	493
1331	UNC45A	108
1332	HDDC3	168
1333	CHD2	360
1334	ARRDC4	17
1335	LYSMD4	12
1336	TARSL2	105
1337	POLR3K	293
1338	HBA1	24
1339	LUC7L	121
1340	RAB40C	26
1341	C16orf13	484
1342	STUB1	629
1343	FAM173A	287
