pathway_id	pathway_name	gene_id
pau01240	Biosynthesis of cofactors - Pseudomonas aeruginosa UCBPP-PA14	PA14_44970
pau01240	Biosynthesis of cofactors - Pseudomonas aeruginosa UCBPP-PA14	PA14_48440
pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	PA14_10640
pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	PA14_10650
pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	PA14_19530
pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	PA14_19560
pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	PA14_30460
pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	PA14_33500
pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	PA14_35490
pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	PA14_54000
pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	PA14_58030
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_01360
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_31820
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_33500
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_33510
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_35490
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_35500
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_35520
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_35530
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_38200
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_48440
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_55580
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_58030
pau02025	Biofilm formation - Pseudomonas aeruginosa - Pseudomonas aeruginosa UCBPP-PA14	PA14_42390
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_01310
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_01360
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_10640
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_10650
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_19530
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_19560
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_29320
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_30460
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_31820
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_33500
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_33510
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_35490
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_35500
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_35520
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_35530
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_38200
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_38440
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_38460
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_38470
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_43610
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_44970
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_48440
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_54000
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_58030
